date_time,Mali_maxtempC,Mali_mintempC,Mali_totalSnow_cm,Mali_sunHour,Mali_uvIndex,Mali_moon_illumination,Mali_moonrise,Mali_moonset,Mali_sunrise,Mali_sunset,Mali_DewPointC,Mali_FeelsLikeC,Mali_HeatIndexC,Mali_WindChillC,Mali_WindGustKmph,Mali_cloudcover,Mali_humidity,Mali_precipMM,Mali_pressure,Mali_tempC,Mali_visibility,Mali_winddirDegree,Mali_windspeedKmph,Mali_location
2020-06-05,36,28,0.0,11.6,8,100,06:51 PM,05:41 AM,06:05 AM,06:56 PM,18,33,33,32,25,32,46,0.0,1011,36,10,202,20,Mali
2020-06-06,36,27,0.0,10.3,7,100,07:53 PM,06:36 AM,06:05 AM,06:56 PM,19,33,33,31,15,55,52,3.9,1012,36,10,253,11,Mali
2020-06-07,36,26,0.0,11.6,7,84,08:52 PM,07:34 AM,06:05 AM,06:56 PM,19,33,33,31,14,43,49,0.3,1011,36,10,188,10,Mali
2020-06-08,38,26,0.0,11.6,8,76,09:48 PM,08:32 AM,06:06 AM,06:57 PM,18,33,33,31,15,21,48,0.2,1011,38,10,199,12,Mali
2020-06-09,38,27,0.0,11.6,8,69,10:38 PM,09:29 AM,06:06 AM,06:57 PM,18,34,34,32,17,31,44,1.9,1011,38,9,199,14,Mali
2020-06-10,36,27,0.0,11.6,8,61,11:24 PM,10:23 AM,06:06 AM,06:57 PM,18,33,33,31,11,38,48,0.7,1011,36,10,164,8,Mali
2020-06-11,38,26,0.0,10.3,7,54,No moonrise,11:15 AM,06:06 AM,06:58 PM,19,34,34,32,16,25,50,1.1,1010,38,10,210,12,Mali
2020-06-12,40,28,0.0,11.6,8,46,12:05 AM,12:03 PM,06:06 AM,06:58 PM,16,35,35,34,16,15,37,1.2,1009,40,10,161,12,Mali
2020-06-13,38,26,0.0,11.6,7,38,12:44 AM,12:50 PM,06:06 AM,06:58 PM,17,33,33,32,19,33,46,0.1,1009,38,10,175,15,Mali
2020-06-14,39,26,0.0,11.6,8,31,01:21 AM,01:35 PM,06:06 AM,06:58 PM,17,34,34,32,17,30,44,1.4,1011,39,10,171,14,Mali
2020-06-15,38,26,0.0,11.6,7,23,01:57 AM,02:20 PM,06:07 AM,06:59 PM,18,33,33,32,16,24,45,2.6,1012,38,10,173,12,Mali
2020-06-16,39,28,0.0,11.6,7,16,02:33 AM,03:06 PM,06:07 AM,06:59 PM,16,33,33,32,16,51,38,1.2,1010,39,10,176,11,Mali
2020-06-17,39,27,0.0,11.6,8,8,03:11 AM,03:53 PM,06:07 AM,06:59 PM,17,34,34,33,24,21,42,0.4,1009,39,10,275,18,Mali
2020-06-18,37,25,0.0,11.6,8,1,03:50 AM,04:42 PM,06:07 AM,06:59 PM,18,33,33,32,20,11,47,0.0,1010,37,10,211,15,Mali
2020-06-19,35,27,0.0,11.6,7,0,04:33 AM,05:34 PM,06:07 AM,07:00 PM,18,33,33,31,15,29,48,1.8,1012,35,10,213,12,Mali
2020-06-20,33,25,0.0,11.6,6,0,05:20 AM,06:28 PM,06:07 AM,07:00 PM,18,30,30,28,10,48,52,9.3,1014,33,9,218,8,Mali
2020-06-21,39,28,0.0,11.6,8,0,06:11 AM,07:24 PM,06:08 AM,07:00 PM,16,34,34,33,13,8,39,0.0,1011,39,10,220,10,Mali
2020-06-22,38,27,0.0,11.6,8,7,07:06 AM,08:20 PM,06:08 AM,07:00 PM,18,35,35,33,21,20,46,0.6,1009,38,10,213,16,Mali
2020-06-23,36,26,0.0,11.6,8,14,08:03 AM,09:15 PM,06:08 AM,07:00 PM,19,33,33,31,15,28,51,3.2,1009,36,10,187,11,Mali
2020-06-24,38,27,0.0,11.6,8,22,09:02 AM,10:06 PM,06:08 AM,07:01 PM,17,34,34,33,13,20,42,0.1,1009,38,10,227,10,Mali
2020-06-25,36,27,0.0,11.6,7,29,10:00 AM,10:55 PM,06:09 AM,07:01 PM,19,33,33,31,19,45,48,3.8,1010,36,10,216,14,Mali
2020-06-26,39,26,0.0,11.6,8,37,10:57 AM,11:42 PM,06:09 AM,07:01 PM,19,34,34,32,15,23,49,0.9,1009,39,10,220,11,Mali
2020-06-27,37,26,0.0,11.6,7,44,11:53 AM,No moonset,06:09 AM,07:01 PM,19,33,33,31,16,46,49,12.3,1009,37,9,288,11,Mali
2020-06-28,37,26,0.0,11.6,8,52,12:47 PM,12:26 AM,06:09 AM,07:01 PM,19,33,33,31,18,25,49,0.6,1009,37,10,235,12,Mali
2020-06-29,33,24,0.0,11.6,6,59,01:43 PM,01:10 AM,06:10 AM,07:01 PM,20,30,30,28,21,35,64,33.2,1010,33,9,211,13,Mali
2020-06-30,35,26,0.0,11.6,7,67,02:39 PM,01:55 AM,06:10 AM,07:02 PM,20,33,33,30,15,41,56,0.7,1010,35,10,197,12,Mali
2020-07-01,33,24,0.0,11.6,7,72,03:37 PM,02:41 AM,06:10 AM,07:02 PM,20,31,31,28,14,32,63,1.6,1011,33,10,216,10,Mali
2020-07-02,36,25,0.0,10.3,8,79,04:37 PM,03:31 AM,06:10 AM,07:02 PM,20,32,32,30,15,28,56,0.5,1010,36,10,176,11,Mali
2020-07-03,37,26,0.0,11.6,7,86,05:38 PM,04:23 AM,06:11 AM,07:02 PM,20,33,33,31,22,44,56,1.9,1010,37,10,228,17,Mali
2020-07-04,36,26,0.0,10.3,7,94,06:37 PM,05:20 AM,06:11 AM,07:02 PM,20,33,33,30,22,41,56,1.6,1009,36,10,241,17,Mali
2020-07-05,34,23,0.0,11.6,7,100,07:35 PM,06:17 AM,06:11 AM,07:02 PM,20,30,30,28,20,42,64,5.5,1010,34,10,229,15,Mali
2020-07-06,33,23,0.0,10.3,6,100,08:27 PM,07:15 AM,06:11 AM,07:02 PM,20,30,30,28,11,53,64,1.8,1010,33,10,288,8,Mali
2020-07-07,35,25,0.0,11.6,8,85,09:16 PM,08:11 AM,06:12 AM,07:02 PM,21,33,33,30,15,26,61,2.6,1009,35,10,291,10,Mali
2020-07-08,37,26,0.0,11.6,8,77,10:00 PM,09:04 AM,06:12 AM,07:02 PM,20,34,34,31,21,18,53,0.1,1007,37,10,260,15,Mali
2020-07-09,34,25,0.0,11.6,7,70,10:40 PM,09:55 AM,06:12 AM,07:02 PM,21,32,32,30,20,40,62,9.7,1009,34,9,199,14,Mali
2020-07-10,29,22,0.0,9.0,6,63,11:18 PM,10:43 AM,06:13 AM,07:02 PM,21,28,28,26,16,65,75,14.5,1011,29,9,239,11,Mali
2020-07-11,31,23,0.0,9.0,6,55,11:55 PM,11:29 AM,06:13 AM,07:02 PM,21,29,29,27,19,57,73,9.9,1011,31,9,220,13,Mali
2020-07-12,30,22,0.0,10.3,6,48,No moonrise,12:14 PM,06:13 AM,07:02 PM,21,28,28,26,12,51,76,19.4,1012,30,9,228,7,Mali
2020-07-13,32,23,0.0,9.0,6,41,12:30 AM,12:59 PM,06:13 AM,07:02 PM,22,30,30,27,17,54,72,3.1,1012,32,10,272,12,Mali
2020-07-14,30,22,0.0,9.0,6,34,01:07 AM,01:46 PM,06:14 AM,07:02 PM,20,28,28,26,17,54,72,1.5,1010,30,10,264,12,Mali
2020-07-15,31,23,0.0,9.0,6,26,01:46 AM,02:34 PM,06:14 AM,07:02 PM,21,29,29,26,23,48,73,2.3,1010,31,10,219,18,Mali
2020-07-16,25,16,0.0,7.7,5,19,02:26 AM,03:24 PM,06:14 AM,07:02 PM,21,25,25,23,25,73,84,12.5,1013,25,9,261,17,Mali
2020-07-17,30,21,0.0,7.7,6,12,03:12 AM,04:17 PM,06:14 AM,07:02 PM,21,28,28,25,13,72,80,13.6,1012,30,9,255,8,Mali
2020-07-18,30,22,0.0,7.7,6,5,04:01 AM,05:13 PM,06:15 AM,07:02 PM,22,28,28,26,18,76,81,24.0,1012,30,7,266,11,Mali
2020-07-19,28,22,0.0,9.0,6,0,04:54 AM,06:09 PM,06:15 AM,07:02 PM,22,28,28,25,20,75,85,25.5,1011,28,8,229,13,Mali
2020-07-20,31,23,0.0,9.0,6,0,05:52 AM,07:05 PM,06:15 AM,07:01 PM,22,29,29,26,12,52,78,9.3,1010,31,9,251,8,Mali
2020-07-21,31,23,0.0,11.6,7,2,06:51 AM,07:59 PM,06:15 AM,07:01 PM,21,29,29,27,13,36,75,1.4,1010,31,10,188,9,Mali
2020-07-22,33,23,0.0,11.6,6,10,07:51 AM,08:51 PM,06:16 AM,07:01 PM,21,31,31,28,15,38,69,1.9,1011,33,10,216,10,Mali
2020-07-23,32,23,0.0,10.3,6,17,08:50 AM,09:39 PM,06:16 AM,07:01 PM,22,30,30,27,8,54,74,54.7,1010,32,8,189,6,Mali
2020-07-24,32,25,0.0,11.6,6,24,09:47 AM,10:25 PM,06:16 AM,07:01 PM,22,30,30,27,11,21,75,8.0,1010,32,10,258,8,Mali
2020-07-25,30,23,0.0,7.7,6,32,10:43 AM,11:09 PM,06:16 AM,07:00 PM,22,28,28,26,19,59,81,15.3,1010,30,9,248,12,Mali
2020-07-26,29,24,0.0,6.4,6,39,11:39 AM,11:54 PM,06:17 AM,07:00 PM,22,29,29,26,18,79,80,32.9,1011,29,7,269,10,Mali
2020-07-27,30,23,0.0,10.3,6,46,12:34 PM,No moonset,06:17 AM,07:00 PM,22,29,29,26,14,68,79,6.6,1012,30,10,214,9,Mali
2020-07-28,30,22,0.0,6.4,6,53,01:32 PM,12:39 AM,06:17 AM,07:00 PM,22,28,28,25,20,83,84,19.1,1011,30,8,206,13,Mali
2020-07-29,29,23,0.0,6.2,6,61,02:29 PM,01:27 AM,06:17 AM,06:59 PM,22,28,28,25,12,67,82,10.7,1011,29,9,191,8,Mali
2020-07-30,30,22,0.0,8.9,6,68,03:29 PM,02:17 AM,06:18 AM,06:59 PM,22,29,29,26,11,59,81,2.4,1012,30,8,212,8,Mali
2020-07-31,32,23,0.0,10.3,6,72,04:27 PM,03:11 AM,06:18 AM,06:59 PM,22,30,30,27,14,40,78,2.6,1012,32,10,285,10,Mali
2020-08-01,30,21,0.0,6.2,6,82,05:25 PM,04:07 AM,06:18 AM,06:58 PM,21,27,27,25,22,73,82,60.9,1013,30,8,263,12,Mali
2020-08-02,31,21,0.0,8.9,6,90,06:18 PM,05:04 AM,06:18 AM,06:58 PM,22,29,29,26,16,55,80,2.6,1013,31,10,222,11,Mali
2020-08-03,29,22,0.0,7.6,6,97,07:09 PM,06:00 AM,06:18 AM,06:58 PM,22,28,28,25,23,77,85,0.6,1013,29,10,227,17,Mali
2020-08-04,22,15,0.0,6.2,5,100,07:54 PM,06:55 AM,06:18 AM,06:57 PM,21,21,24,21,22,89,95,95.7,1014,22,7,224,14,Mali
2020-08-05,26,22,0.0,7.5,5,88,08:36 PM,07:46 AM,06:19 AM,06:57 PM,22,26,26,23,17,83,89,6.9,1014,26,7,260,12,Mali
2020-08-06,27,22,0.0,7.5,5,81,09:15 PM,08:35 AM,06:19 AM,06:57 PM,22,27,27,24,20,80,90,35.0,1014,27,8,248,11,Mali
2020-08-07,29,22,0.0,6.2,6,74,09:52 PM,09:23 AM,06:19 AM,06:56 PM,23,28,28,25,15,86,87,15.6,1014,29,8,253,10,Mali
2020-08-08,27,22,0.0,8.9,5,67,10:28 PM,10:08 AM,06:19 AM,06:56 PM,22,26,26,24,17,60,89,15.3,1013,27,8,226,11,Mali
2020-08-09,29,22,0.0,6.2,6,59,11:04 PM,10:53 AM,06:19 AM,06:55 PM,22,28,28,25,17,74,86,13.1,1013,29,9,233,12,Mali
2020-08-10,28,22,0.0,7.5,6,52,11:42 PM,11:39 AM,06:19 AM,06:55 PM,23,28,28,25,16,64,86,1.0,1011,28,9,279,12,Mali
2020-08-11,28,23,0.0,8.9,6,45,No moonrise,12:26 PM,06:20 AM,06:54 PM,23,27,27,25,23,62,89,22.3,1010,28,8,247,15,Mali
2020-08-12,25,22,0.0,7.5,5,38,12:21 AM,01:15 PM,06:20 AM,06:54 PM,22,25,25,23,16,83,93,26.4,1012,25,7,221,11,Mali
2020-08-13,29,21,0.0,7.5,6,30,01:04 AM,02:06 PM,06:20 AM,06:53 PM,22,28,28,25,13,79,85,0.2,1013,29,7,207,9,Mali
2020-08-14,30,23,0.0,7.5,6,23,01:50 AM,03:00 PM,06:20 AM,06:53 PM,23,29,29,26,18,69,83,7.2,1012,30,9,282,11,Mali
2020-08-15,30,23,0.0,11.6,6,16,02:41 AM,03:55 PM,06:20 AM,06:52 PM,23,29,29,26,13,43,83,8.5,1009,30,9,297,9,Mali
2020-08-16,30,23,0.0,6.2,6,8,03:37 AM,04:51 PM,06:20 AM,06:52 PM,23,29,29,26,15,74,84,4.4,1009,30,10,218,11,Mali
2020-08-17,31,23,0.0,7.5,6,1,04:35 AM,05:47 PM,06:20 AM,06:51 PM,23,30,30,26,14,49,81,0.2,1010,31,10,240,10,Mali
2020-08-18,30,21,0.0,7.5,6,0,05:36 AM,06:40 PM,06:20 AM,06:51 PM,23,28,28,25,17,37,87,46.4,1010,30,9,267,10,Mali
2020-08-19,31,23,0.0,8.9,6,0,06:36 AM,07:31 PM,06:20 AM,06:50 PM,22,29,29,26,15,53,79,2.9,1008,31,10,243,10,Mali
2020-08-20,31,23,0.0,8.9,6,6,07:36 AM,08:18 PM,06:20 AM,06:50 PM,23,29,29,26,14,62,82,10.4,1009,31,9,229,10,Mali
2020-08-21,31,22,0.0,8.9,6,13,08:34 AM,09:05 PM,06:20 AM,06:49 PM,22,29,29,26,15,56,80,15.7,1010,31,9,258,9,Mali
2020-08-22,28,21,0.0,8.9,6,20,09:32 AM,09:51 PM,06:21 AM,06:48 PM,22,27,27,25,16,64,85,6.6,1011,28,9,244,9,Mali
2020-08-23,31,22,0.0,10.2,6,28,10:28 AM,10:37 PM,06:21 AM,06:48 PM,21,29,29,26,9,59,77,2.0,1011,31,10,212,6,Mali
2020-08-24,30,22,0.0,8.9,6,35,11:27 AM,11:25 PM,06:21 AM,06:47 PM,22,29,29,26,19,54,81,7.9,1010,30,9,216,13,Mali
2020-08-25,29,22,0.0,8.9,6,42,12:24 PM,No moonset,06:21 AM,06:47 PM,22,27,27,25,21,71,85,15.5,1010,29,9,227,14,Mali
2020-08-26,29,22,0.0,7.5,6,50,01:24 PM,12:14 AM,06:21 AM,06:46 PM,22,27,27,25,11,69,87,17.6,1012,29,7,203,7,Mali
2020-08-27,29,22,0.0,6.1,6,57,02:22 PM,01:07 AM,06:21 AM,06:45 PM,23,28,28,25,22,75,86,35.7,1013,29,7,288,13,Mali
2020-08-28,28,22,0.0,7.5,5,64,03:19 PM,02:02 AM,06:21 AM,06:45 PM,22,27,27,24,16,55,89,35.5,1011,28,7,266,10,Mali
2020-08-29,27,23,0.0,8.9,5,71,04:13 PM,02:58 AM,06:21 AM,06:44 PM,22,26,26,24,14,60,87,7.9,1010,27,10,280,9,Mali
2020-08-30,28,22,0.0,6.1,6,79,05:04 PM,03:54 AM,06:21 AM,06:44 PM,22,27,27,25,16,63,85,20.4,1010,28,8,252,10,Mali
2020-08-31,28,22,0.0,8.9,6,82,05:50 PM,04:48 AM,06:21 AM,06:43 PM,22,27,27,24,9,64,86,20.4,1011,28,9,253,6,Mali
2020-09-01,25,22,0.0,7.5,5,97,06:33 PM,05:40 AM,06:21 AM,06:42 PM,22,25,25,23,9,77,93,22.7,1011,25,9,225,6,Mali
2020-09-02,29,21,0.0,7.5,6,100,07:13 PM,06:29 AM,06:21 AM,06:42 PM,22,27,27,25,14,71,85,2.3,1010,29,8,271,10,Mali
2020-09-03,27,22,0.0,10.2,5,88,07:50 PM,07:17 AM,06:21 AM,06:41 PM,22,27,27,24,13,58,87,15.3,1011,27,8,289,7,Mali
2020-09-04,27,22,0.0,7.5,5,81,08:26 PM,08:03 AM,06:21 AM,06:40 PM,22,26,26,24,11,78,89,16.5,1012,27,9,269,7,Mali
2020-09-05,28,22,0.0,6.1,6,73,09:02 PM,08:48 AM,06:21 AM,06:39 PM,22,28,28,25,14,83,87,19.6,1012,28,8,278,9,Mali
2020-09-06,30,22,0.0,8.8,6,66,09:39 PM,09:34 AM,06:21 AM,06:39 PM,23,28,28,25,12,58,85,23.4,1009,30,8,255,8,Mali
2020-09-07,29,22,0.0,8.8,6,58,10:17 PM,10:20 AM,06:21 AM,06:38 PM,22,27,27,25,20,55,88,30.4,1009,29,7,253,12,Mali
2020-09-08,31,22,0.0,7.5,6,50,10:58 PM,11:08 AM,06:21 AM,06:37 PM,22,28,28,25,16,68,83,15.7,1009,31,9,234,9,Mali
2020-09-09,27,22,0.0,7.5,5,43,11:42 PM,11:57 AM,06:21 AM,06:37 PM,23,27,27,24,8,63,90,4.2,1011,27,8,156,6,Mali
2020-09-10,28,23,0.0,7.5,6,35,No moonrise,12:49 PM,06:21 AM,06:36 PM,23,28,28,25,13,68,87,4.9,1011,28,9,195,9,Mali
2020-09-11,29,22,0.0,7.5,6,28,12:30 AM,01:43 PM,06:21 AM,06:35 PM,22,28,28,25,17,63,84,1.4,1011,29,10,206,11,Mali
2020-09-12,31,21,0.0,11.6,6,20,01:23 AM,02:37 PM,06:21 AM,06:35 PM,21,28,28,25,13,41,79,0.0,1012,31,8,260,9,Mali
2020-09-13,31,23,0.0,11.6,6,13,02:19 AM,03:33 PM,06:21 AM,06:34 PM,22,29,29,27,10,48,77,11.5,1012,31,9,136,6,Mali
2020-09-14,32,23,0.0,11.6,7,5,03:18 AM,04:26 PM,06:21 AM,06:33 PM,22,30,30,27,13,33,78,1.5,1012,32,10,179,8,Mali
2020-09-15,32,23,0.0,11.6,7,0,04:18 AM,05:18 PM,06:21 AM,06:33 PM,22,30,30,27,10,20,75,0.1,1011,32,10,169,6,Mali
2020-09-16,32,23,0.0,10.2,6,0,05:18 AM,06:07 PM,06:21 AM,06:32 PM,23,30,30,27,21,27,77,9.3,1010,32,9,272,12,Mali
2020-09-17,31,21,0.0,7.4,6,0,06:17 AM,06:55 PM,06:21 AM,06:31 PM,21,28,28,26,11,53,75,17.5,1010,31,9,275,6,Mali
2020-09-18,28,23,0.0,7.4,6,2,07:17 AM,07:42 PM,06:21 AM,06:30 PM,22,27,27,25,9,73,85,30.3,1012,28,7,140,5,Mali
2020-09-19,30,22,0.0,10.2,6,10,08:16 AM,08:29 PM,06:21 AM,06:30 PM,22,29,29,26,13,62,81,3.5,1013,30,10,218,9,Mali
2020-09-20,32,23,0.0,8.8,6,17,09:15 AM,09:18 PM,06:21 AM,06:29 PM,22,30,30,27,13,59,79,11.0,1012,32,9,299,8,Mali
2020-09-21,31,22,0.0,8.8,6,25,10:15 AM,10:08 PM,06:21 AM,06:28 PM,22,29,29,26,17,58,80,5.8,1012,31,9,266,12,Mali
2020-09-22,33,23,0.0,10.2,6,32,11:16 AM,11:02 PM,06:21 AM,06:28 PM,22,30,30,28,14,25,75,0.3,1012,33,10,253,8,Mali
2020-09-23,32,23,0.0,8.8,6,40,12:16 PM,11:57 PM,06:21 AM,06:27 PM,21,30,30,27,9,38,72,3.7,1012,32,10,140,5,Mali
2020-09-24,30,23,0.0,11.6,7,47,01:15 PM,No moonset,06:21 AM,06:26 PM,22,29,29,26,10,28,79,4.0,1012,30,10,200,7,Mali
2020-09-25,33,23,0.0,11.6,7,55,02:10 PM,12:53 AM,06:21 AM,06:25 PM,22,30,30,27,10,20,74,0.3,1013,33,10,186,6,Mali
2020-09-26,31,23,0.0,8.8,6,62,03:02 PM,01:50 AM,06:21 AM,06:25 PM,21,28,28,26,17,34,74,10.5,1011,31,9,229,9,Mali
2020-09-27,32,23,0.0,11.6,7,70,03:49 PM,02:44 AM,06:21 AM,06:24 PM,21,30,30,27,16,27,73,0.7,1009,32,10,213,11,Mali
2020-09-28,33,23,0.0,11.6,6,78,04:32 PM,03:36 AM,06:21 AM,06:23 PM,21,29,29,27,14,37,72,4.7,1011,33,9,237,8,Mali
2020-09-29,35,23,0.0,11.6,6,85,05:12 PM,04:26 AM,06:21 AM,06:23 PM,20,30,30,28,12,23,64,0.2,1011,35,10,236,7,Mali
2020-09-30,34,24,0.0,11.6,7,93,05:50 PM,05:14 AM,06:21 AM,06:22 PM,21,31,31,28,16,10,67,0.0,1010,34,10,256,10,Mali
2020-10-01,34,24,0.0,11.6,6,97,06:26 PM,06:00 AM,06:21 AM,06:21 PM,22,31,31,28,17,34,72,4.1,1009,34,9,233,11,Mali
2020-10-02,28,23,0.0,6.0,5,100,07:02 PM,06:45 AM,06:21 AM,06:21 PM,22,27,27,24,24,62,87,30.5,1009,28,8,215,14,Mali
2020-10-03,29,21,0.0,8.8,6,89,07:39 PM,07:31 AM,06:21 AM,06:20 PM,21,27,27,25,16,74,83,11.2,1009,29,7,186,11,Mali
2020-10-04,30,22,0.0,7.4,6,82,08:16 PM,08:16 AM,06:21 AM,06:19 PM,22,28,28,26,12,64,80,8.1,1011,30,9,202,8,Mali
2020-10-05,29,23,0.0,7.4,6,74,08:55 PM,09:03 AM,06:21 AM,06:19 PM,22,28,28,25,13,68,81,18.1,1013,29,8,242,7,Mali
2020-10-06,33,23,0.0,11.6,6,67,09:38 PM,09:52 AM,06:21 AM,06:18 PM,21,30,30,28,10,42,71,1.9,1012,33,10,261,6,Mali
2020-10-07,34,24,0.0,10.2,6,60,10:24 PM,10:42 AM,06:21 AM,06:18 PM,22,31,31,28,15,19,71,0.1,1011,34,10,244,9,Mali
2020-10-08,34,24,0.0,11.6,7,53,11:14 PM,11:35 AM,06:21 AM,06:17 PM,22,31,31,28,18,29,68,0.9,1011,34,10,238,11,Mali
2020-10-09,34,24,0.0,8.8,6,45,No moonrise,12:28 PM,06:21 AM,06:16 PM,21,30,30,28,15,34,68,8.5,1011,34,9,204,9,Mali
2020-10-10,34,23,0.0,11.6,8,38,12:07 AM,01:21 PM,06:21 AM,06:16 PM,20,31,31,29,17,27,64,2.4,1011,34,10,228,10,Mali
2020-10-11,29,25,0.0,10.2,6,31,01:03 AM,02:14 PM,06:22 AM,06:15 PM,21,28,28,26,9,44,74,9.1,1012,29,10,129,5,Mali
2020-10-12,32,24,0.0,11.6,6,23,02:01 AM,03:05 PM,06:22 AM,06:15 PM,21,29,29,27,14,53,70,1.3,1012,32,10,159,10,Mali
2020-10-13,33,23,0.0,11.6,7,16,03:00 AM,03:54 PM,06:22 AM,06:14 PM,20,30,30,28,13,16,66,0.2,1011,33,10,192,8,Mali
2020-10-14,34,24,0.0,11.6,7,9,03:59 AM,04:41 PM,06:22 AM,06:13 PM,19,30,30,28,14,9,58,0.0,1011,34,10,251,8,Mali
2020-10-15,36,25,0.0,11.6,8,2,04:57 AM,05:29 PM,06:22 AM,06:13 PM,18,31,31,29,13,12,53,0.0,1011,36,10,274,7,Mali
2020-10-16,36,24,0.0,11.6,8,0,05:56 AM,06:16 PM,06:22 AM,06:12 PM,18,31,31,29,13,4,53,0.0,1011,36,10,210,8,Mali
2020-10-17,35,25,0.0,11.6,8,0,06:56 AM,07:05 PM,06:22 AM,06:12 PM,19,31,31,29,13,19,56,0.9,1010,35,10,217,8,Mali
2020-10-18,36,24,0.0,11.6,8,5,07:58 AM,07:56 PM,06:22 AM,06:11 PM,17,31,31,30,14,9,48,0.0,1009,36,10,209,8,Mali
2020-10-19,37,26,0.0,11.6,8,13,09:01 AM,08:50 PM,06:22 AM,06:11 PM,14,31,31,31,11,4,41,0.0,1010,37,10,169,8,Mali
2020-10-20,36,24,0.0,11.6,8,20,10:04 AM,09:47 PM,06:23 AM,06:10 PM,17,30,30,29,12,5,51,0.0,1011,36,10,206,7,Mali
2020-10-21,36,23,0.0,11.6,8,27,11:06 AM,10:45 PM,06:23 AM,06:10 PM,14,30,30,29,10,4,42,0.0,1011,36,10,202,6,Mali
2020-10-22,36,25,0.0,11.6,8,35,12:04 PM,11:43 PM,06:23 AM,06:09 PM,15,30,30,29,12,7,44,0.0,1011,36,10,227,7,Mali
2020-10-23,36,24,0.0,11.6,8,42,12:59 PM,No moonset,06:23 AM,06:09 PM,13,30,30,30,13,6,36,0.0,1011,36,10,189,8,Mali
2020-10-24,37,25,0.0,11.6,8,49,01:48 PM,12:39 AM,06:23 AM,06:08 PM,13,31,31,30,14,3,38,0.0,1011,37,10,207,8,Mali
2020-10-25,36,24,0.0,11.6,8,56,02:32 PM,01:33 AM,06:24 AM,06:08 PM,5,29,29,30,13,0,22,0.0,1010,36,10,89,8,Mali
2020-10-26,36,24,0.0,11.6,8,64,03:13 PM,02:23 AM,06:24 AM,06:08 PM,4,28,28,29,11,0,21,0.0,1010,36,10,156,7,Mali
2020-10-27,35,23,0.0,11.6,8,71,03:51 PM,03:12 AM,06:24 AM,06:07 PM,3,28,28,29,9,0,21,0.0,1009,35,10,135,6,Mali
2020-10-28,35,22,0.0,11.6,8,78,04:27 PM,03:58 AM,06:24 AM,06:07 PM,3,27,27,29,8,0,19,0.0,1010,35,10,163,5,Mali
2020-10-29,36,23,0.0,11.6,8,85,05:03 PM,04:43 AM,06:24 AM,06:06 PM,2,28,28,29,9,0,18,0.0,1010,36,10,134,6,Mali
2020-10-30,35,23,0.0,11.6,8,93,05:39 PM,05:28 AM,06:25 AM,06:06 PM,3,28,28,29,8,0,20,0.0,1011,35,10,134,5,Mali
2020-10-31,36,24,0.0,11.6,8,97,06:16 PM,06:13 AM,06:25 AM,06:06 PM,8,28,28,29,8,4,26,0.0,1011,36,10,180,5,Mali
2020-11-01,36,23,0.0,11.6,8,89,06:55 PM,07:00 AM,06:25 AM,06:05 PM,5,28,28,29,14,3,23,0.0,1010,36,10,48,8,Mali
2020-11-02,36,24,0.0,11.6,8,81,07:37 PM,07:49 AM,06:25 AM,06:05 PM,6,28,28,29,8,4,24,0.0,1010,36,10,205,5,Mali
2020-11-03,35,24,0.0,11.6,8,74,08:21 PM,08:38 AM,06:26 AM,06:05 PM,8,28,28,29,10,17,27,0.0,1010,35,10,91,6,Mali
2020-11-04,35,25,0.0,11.6,8,66,09:10 PM,09:31 AM,06:26 AM,06:05 PM,8,28,28,29,9,7,27,0.0,1010,35,10,81,5,Mali
2020-11-05,36,25,0.0,11.6,8,58,10:01 PM,10:23 AM,06:26 AM,06:04 PM,12,30,30,30,10,13,34,0.0,1010,36,10,149,6,Mali
2020-11-06,37,26,0.0,11.6,8,51,10:55 PM,11:16 AM,06:27 AM,06:04 PM,10,30,30,31,11,12,29,0.0,1011,37,10,148,7,Mali
2020-11-07,37,25,0.0,11.6,8,43,11:51 PM,12:07 PM,06:27 AM,06:04 PM,7,30,30,31,18,3,23,0.0,1012,37,10,60,13,Mali
2020-11-08,36,21,0.0,11.6,8,36,No moonrise,12:57 PM,06:27 AM,06:04 PM,1,29,29,29,17,0,18,0.0,1012,36,10,55,11,Mali
2020-11-09,35,23,0.0,11.6,7,28,12:48 AM,01:46 PM,06:28 AM,06:04 PM,3,27,27,28,12,0,20,0.0,1012,35,10,67,7,Mali
2020-11-10,35,21,0.0,11.6,7,21,01:44 AM,02:32 PM,06:28 AM,06:03 PM,0,28,28,28,15,0,18,0.0,1011,35,10,66,10,Mali
2020-11-11,35,20,0.0,11.6,7,13,02:41 AM,03:17 PM,06:29 AM,06:03 PM,1,28,28,28,19,0,19,0.0,1011,35,10,54,12,Mali
2020-11-12,35,20,0.0,11.6,7,6,03:38 AM,04:03 PM,06:29 AM,06:03 PM,1,28,28,28,23,0,19,0.0,1012,35,10,52,14,Mali
2020-11-13,35,20,0.0,11.6,7,0,04:36 AM,04:50 PM,06:29 AM,06:03 PM,0,27,27,27,20,0,18,0.0,1013,35,10,49,13,Mali
2020-11-14,34,19,0.0,11.6,7,0,05:36 AM,05:39 PM,06:30 AM,06:03 PM,-1,27,27,27,18,0,18,0.0,1013,34,10,53,11,Mali
2020-11-15,35,19,0.0,11.6,7,0,06:38 AM,06:32 PM,06:30 AM,06:03 PM,-1,27,27,27,18,0,17,0.0,1012,35,10,43,11,Mali
