date_time,Vietnam_maxtempC,Vietnam_mintempC,Vietnam_totalSnow_cm,Vietnam_sunHour,Vietnam_uvIndex,Vietnam_moon_illumination,Vietnam_moonrise,Vietnam_moonset,Vietnam_sunrise,Vietnam_sunset,Vietnam_DewPointC,Vietnam_FeelsLikeC,Vietnam_HeatIndexC,Vietnam_WindChillC,Vietnam_WindGustKmph,Vietnam_cloudcover,Vietnam_humidity,Vietnam_precipMM,Vietnam_pressure,Vietnam_tempC,Vietnam_visibility,Vietnam_winddirDegree,Vietnam_windspeedKmph,Vietnam_location
2020-09-28,31,25,0.0,6.0,6,78,03:55 PM,02:31 AM,05:47 AM,05:47 PM,24,31,31,27,14,73,81,1.9,1009,31,10,84,10,Vietnam
2020-09-29,32,26,0.0,7.4,7,85,04:33 PM,03:25 AM,05:47 AM,05:46 PM,25,34,34,29,13,64,80,1.9,1007,32,10,122,9,Vietnam
2020-09-30,32,26,0.0,6.0,6,93,05:08 PM,04:16 AM,05:48 AM,05:46 PM,25,35,35,29,14,65,82,9.4,1006,32,9,117,9,Vietnam
2020-10-01,33,27,0.0,8.8,7,97,05:42 PM,05:06 AM,05:48 AM,05:45 PM,25,34,34,29,13,59,77,6.7,1007,33,9,113,9,Vietnam
2020-10-02,32,27,0.0,8.8,7,100,06:14 PM,05:55 AM,05:48 AM,05:44 PM,25,34,34,29,11,52,77,0.2,1008,32,10,82,9,Vietnam
2020-10-03,33,27,0.0,8.8,7,89,06:47 PM,06:44 AM,05:49 AM,05:43 PM,24,34,34,29,13,48,77,2.7,1009,33,10,111,9,Vietnam
2020-10-04,32,27,0.0,6.0,7,82,07:21 PM,07:33 AM,05:49 AM,05:42 PM,25,34,34,29,15,65,78,1.5,1009,32,10,127,10,Vietnam
2020-10-05,32,27,0.0,8.8,6,74,07:57 PM,08:22 AM,05:49 AM,05:41 PM,24,33,33,29,17,64,78,8.0,1010,32,9,129,12,Vietnam
2020-10-06,30,24,0.0,6.0,6,67,08:35 PM,09:13 AM,05:49 AM,05:40 PM,23,29,29,26,15,87,80,9.6,1013,30,10,72,10,Vietnam
2020-10-07,31,23,0.0,8.8,6,60,09:18 PM,10:06 AM,05:50 AM,05:39 PM,21,29,29,27,16,66,73,1.2,1014,31,10,46,12,Vietnam
2020-10-08,30,24,0.0,8.8,6,53,10:05 PM,10:59 AM,05:50 AM,05:38 PM,19,28,28,26,23,54,65,0.0,1015,30,10,30,16,Vietnam
2020-10-09,30,22,0.0,10.2,6,45,10:57 PM,11:53 AM,05:50 AM,05:38 PM,18,27,27,26,20,38,64,0.0,1016,30,10,78,14,Vietnam
2020-10-10,30,23,0.0,11.6,7,38,11:53 PM,12:46 PM,05:51 AM,05:37 PM,18,27,27,26,16,27,65,0.0,1014,30,10,85,11,Vietnam
2020-10-11,30,23,0.0,11.6,6,31,No moonrise,01:38 PM,05:51 AM,05:36 PM,19,28,28,26,9,39,67,0.0,1012,30,10,234,7,Vietnam
2020-10-12,31,23,0.0,11.6,7,23,12:52 AM,02:27 PM,05:51 AM,05:35 PM,19,28,28,26,17,24,66,0.0,1011,31,10,169,12,Vietnam
2020-10-13,31,24,0.0,11.6,6,16,01:54 AM,03:14 PM,05:52 AM,05:34 PM,19,29,29,27,20,45,62,0.0,1010,31,10,218,13,Vietnam
2020-10-14,25,23,0.0,5.9,5,9,02:56 AM,03:58 PM,05:52 AM,05:33 PM,20,26,26,24,29,97,79,3.7,1008,25,7,331,19,Vietnam
2020-10-15,23,18,0.0,5.9,5,2,03:59 AM,04:41 PM,05:52 AM,05:33 PM,21,24,24,22,22,100,93,113.6,1010,23,8,281,15,Vietnam
2020-10-16,24,21,0.0,5.9,5,0,05:02 AM,05:24 PM,05:53 AM,05:32 PM,21,25,25,22,21,98,89,21.4,1013,24,8,253,14,Vietnam
2020-10-17,25,22,0.0,5.9,5,0,06:06 AM,06:07 PM,05:53 AM,05:31 PM,17,25,25,23,23,73,70,0.0,1015,25,10,253,15,Vietnam
2020-10-18,21,14,0.0,5.9,5,5,07:11 AM,06:54 PM,05:53 AM,05:30 PM,17,20,22,20,23,92,77,2.1,1016,21,5,336,14,Vietnam
2020-10-19,22,19,0.0,5.9,5,13,08:17 AM,07:44 PM,05:54 AM,05:29 PM,17,21,22,21,19,94,79,1.5,1016,22,6,334,12,Vietnam
2020-10-20,20,12,0.0,5.9,4,20,09:24 AM,08:37 PM,05:54 AM,05:29 PM,17,18,19,18,22,100,85,4.5,1017,20,8,320,14,Vietnam
2020-10-21,25,19,0.0,10.2,5,27,10:28 AM,09:34 PM,05:55 AM,05:28 PM,15,23,23,22,17,48,66,0.0,1017,25,10,331,12,Vietnam
2020-10-22,28,21,0.0,11.6,7,35,11:29 AM,10:32 PM,05:55 AM,05:27 PM,14,25,25,24,20,12,55,0.0,1015,28,10,222,13,Vietnam
2020-10-23,28,19,0.0,11.6,6,42,12:23 PM,11:30 PM,05:55 AM,05:27 PM,12,24,24,23,20,4,51,0.0,1015,28,10,171,13,Vietnam
2020-10-24,26,19,0.0,11.6,6,49,01:13 PM,No moonset,05:56 AM,05:26 PM,13,23,23,23,20,33,53,0.0,1014,26,10,137,13,Vietnam
2020-10-25,24,21,0.0,5.8,5,56,01:56 PM,12:26 AM,05:56 AM,05:25 PM,15,24,24,22,16,70,64,0.0,1014,24,10,309,10,Vietnam
2020-10-26,22,21,0.0,5.8,5,64,02:34 PM,01:21 AM,05:57 AM,05:25 PM,19,22,24,22,16,93,86,5.8,1014,22,9,319,11,Vietnam
2020-10-27,31,22,0.0,10.2,6,71,03:10 PM,02:13 AM,05:57 AM,05:24 PM,20,29,29,26,15,46,73,0.0,1013,31,10,221,10,Vietnam
2020-10-28,30,24,0.0,10.2,6,78,03:44 PM,03:03 AM,05:57 AM,05:23 PM,20,29,29,27,22,59,67,0.1,1012,30,10,135,15,Vietnam
2020-10-29,24,22,0.0,5.8,5,85,04:16 PM,03:52 AM,05:58 AM,05:23 PM,18,25,25,23,30,99,71,3.0,1015,24,8,60,20,Vietnam
2020-10-30,23,21,0.0,5.8,5,93,04:48 PM,04:40 AM,05:58 AM,05:22 PM,19,24,24,22,14,100,84,2.0,1018,23,8,313,10,Vietnam
2020-10-31,26,19,0.0,5.8,5,97,05:22 PM,05:29 AM,05:59 AM,05:22 PM,20,25,25,23,8,90,82,0.6,1018,26,8,311,6,Vietnam
2020-11-01,26,22,0.0,5.8,5,89,05:57 PM,06:18 AM,05:59 AM,05:21 PM,21,26,26,24,8,65,84,0.1,1016,26,10,225,6,Vietnam
2020-11-02,29,22,0.0,5.6,6,81,06:35 PM,07:09 AM,06:00 AM,05:21 PM,21,28,28,25,14,82,78,6.2,1016,29,10,121,10,Vietnam
2020-11-03,24,21,0.0,8.6,5,74,07:16 PM,08:01 AM,06:00 AM,05:20 PM,13,23,23,22,22,64,57,0.0,1018,24,10,30,16,Vietnam
2020-11-04,23,20,0.0,4.2,5,66,08:02 PM,08:55 AM,06:01 AM,05:20 PM,12,21,22,21,14,83,58,0.0,1018,23,10,29,11,Vietnam
2020-11-05,24,21,0.0,4.2,5,58,08:51 PM,09:49 AM,06:01 AM,05:19 PM,17,24,24,22,5,85,72,0.0,1017,24,10,136,3,Vietnam
2020-11-06,29,23,0.0,5.7,6,51,09:46 PM,10:41 AM,06:02 AM,05:19 PM,19,27,27,26,7,61,67,0.0,1018,29,10,155,5,Vietnam
2020-11-07,30,23,0.0,8.7,6,43,10:42 PM,11:33 AM,06:02 AM,05:18 PM,18,27,27,26,18,44,63,0.0,1019,30,10,150,12,Vietnam
2020-11-08,29,22,0.0,8.7,7,36,11:41 PM,12:21 PM,06:03 AM,05:18 PM,14,26,26,25,23,23,52,0.0,1020,29,10,110,15,Vietnam
2020-11-09,28,21,0.0,8.7,7,28,No moonrise,01:07 PM,06:03 AM,05:17 PM,11,24,24,24,23,12,44,0.0,1020,28,10,22,15,Vietnam
2020-11-10,28,20,0.0,8.7,6,21,12:40 AM,01:50 PM,06:04 AM,05:17 PM,10,23,23,23,18,4,45,0.0,1020,28,10,148,12,Vietnam
2020-11-11,20,15,0.0,4.2,4,13,01:41 AM,02:32 PM,06:05 AM,05:17 PM,11,19,20,19,16,67,55,0.0,1021,20,10,306,10,Vietnam
2020-11-12,29,21,0.0,8.7,7,6,02:42 AM,03:13 PM,06:05 AM,05:16 PM,11,25,25,24,10,40,45,0.0,1021,29,10,251,7,Vietnam
2020-11-13,30,20,0.0,8.7,7,0,03:44 AM,03:55 PM,06:06 AM,05:16 PM,11,25,25,24,14,15,47,0.0,1018,30,10,189,10,Vietnam
2020-11-14,28,20,0.0,8.7,6,0,04:47 AM,04:40 PM,06:06 AM,05:16 PM,11,24,24,24,17,22,45,0.0,1018,28,10,205,12,Vietnam
2020-11-15,21,15,0.0,4.2,4,0,05:53 AM,05:28 PM,06:07 AM,05:15 PM,14,20,20,20,20,95,68,1.6,1019,21,7,276,14,Vietnam
2020-11-16,20,14,0.0,4.2,4,2,07:01 AM,06:20 PM,06:08 AM,05:15 PM,17,18,19,18,14,100,85,4.3,1018,20,8,306,10,Vietnam
2020-11-17,26,18,0.0,4.2,5,9,08:08 AM,07:17 PM,06:08 AM,05:15 PM,21,24,24,22,11,85,89,4.1,1014,26,9,190,8,Vietnam
2020-11-18,29,22,0.0,7.2,6,17,09:13 AM,08:16 PM,06:09 AM,05:15 PM,21,28,28,25,19,39,79,0.0,1011,29,9,153,13,Vietnam
2020-11-19,28,23,0.0,4.1,6,24,10:12 AM,09:18 PM,06:09 AM,05:15 PM,22,27,27,25,12,74,84,0.0,1010,28,9,150,9,Vietnam
2020-11-20,28,23,0.0,7.2,6,32,11:06 AM,10:17 PM,06:10 AM,05:14 PM,22,27,27,25,17,56,83,0.1,1011,28,10,141,12,Vietnam
2020-11-21,28,23,0.0,5.7,6,39,11:53 AM,11:14 PM,06:11 AM,05:14 PM,21,28,28,25,16,54,80,0.1,1012,28,10,147,11,Vietnam
2020-11-22,27,24,0.0,4.1,6,47,12:34 PM,No moonset,06:11 AM,05:14 PM,22,27,27,25,12,70,81,1.4,1015,27,10,112,8,Vietnam
2020-11-23,28,24,0.0,4.1,6,54,01:11 PM,12:07 AM,06:12 AM,05:14 PM,21,27,27,25,17,75,76,2.2,1017,28,10,111,12,Vietnam
2020-11-24,26,23,0.0,4.1,5,62,01:46 PM,12:59 AM,06:12 AM,05:14 PM,20,26,26,24,14,96,80,4.1,1018,26,10,111,10,Vietnam
2020-11-25,27,22,0.0,4.1,5,70,02:18 PM,01:48 AM,06:13 AM,05:14 PM,20,26,26,24,12,87,81,2.6,1017,27,9,123,9,Vietnam
2020-11-26,26,22,0.0,5.7,5,77,02:50 PM,02:36 AM,06:14 AM,05:14 PM,20,26,26,24,14,67,82,5.0,1018,26,10,117,10,Vietnam
2020-11-27,28,23,0.0,8.7,7,85,03:23 PM,03:25 AM,06:14 AM,05:14 PM,19,26,26,25,11,38,71,0.0,1020,28,10,127,8,Vietnam
2020-11-28,26,19,0.0,7.2,5,92,03:57 PM,04:14 AM,06:15 AM,05:14 PM,14,23,23,22,14,69,61,0.3,1022,26,10,47,11,Vietnam
2020-11-29,24,17,0.0,8.7,6,100,04:34 PM,05:04 AM,06:16 AM,05:14 PM,10,20,21,20,18,25,53,0.0,1023,24,10,40,14,Vietnam
2020-11-30,24,18,0.0,8.7,6,100,05:15 PM,05:56 AM,06:16 AM,05:14 PM,9,20,21,20,15,23,49,0.0,1023,24,10,22,11,Vietnam
2020-12-01,22,18,0.0,4.1,5,89,05:59 PM,06:50 AM,06:17 AM,05:14 PM,10,20,21,20,10,56,53,0.0,1022,22,10,57,8,Vietnam
2020-12-02,23,18,0.0,4.1,5,82,06:48 PM,07:44 AM,06:18 AM,05:14 PM,11,20,21,20,9,79,54,0.0,1021,23,10,28,7,Vietnam
2020-12-03,21,18,0.0,8.7,4,75,07:41 PM,08:38 AM,06:18 AM,05:15 PM,10,19,19,19,15,62,57,0.0,1022,21,10,26,11,Vietnam
2020-12-04,22,15,0.0,7.2,4,67,08:37 PM,09:30 AM,06:19 AM,05:15 PM,8,18,19,18,17,56,54,0.0,1023,22,10,43,12,Vietnam
2020-12-05,23,14,0.0,8.7,5,60,09:35 PM,10:19 AM,06:20 AM,05:15 PM,8,18,19,18,13,10,54,0.0,1022,23,10,53,9,Vietnam
2020-12-06,23,15,0.0,8.7,6,53,10:33 PM,11:05 AM,06:20 AM,05:15 PM,11,19,20,19,6,5,61,0.0,1021,23,10,124,4,Vietnam
2020-12-07,22,15,0.0,5.6,4,46,11:32 PM,11:48 AM,06:21 AM,05:15 PM,11,19,19,19,8,54,62,0.0,1021,22,10,171,6,Vietnam
2020-12-08,24,17,0.0,7.2,5,38,No moonrise,12:29 PM,06:21 AM,05:16 PM,10,21,21,21,12,46,52,0.0,1021,24,10,36,9,Vietnam
2020-12-09,25,18,0.0,8.7,6,31,12:30 AM,01:09 PM,06:22 AM,05:16 PM,14,21,22,21,8,7,65,0.0,1017,25,10,112,6,Vietnam
2020-12-10,25,17,0.0,7.2,5,24,01:29 AM,01:49 PM,06:23 AM,05:16 PM,14,21,21,21,6,30,66,0.0,1017,25,10,173,5,Vietnam
2020-12-11,25,19,0.0,5.6,5,17,02:29 AM,02:30 PM,06:23 AM,05:16 PM,16,22,22,21,11,35,71,0.0,1015,25,10,138,8,Vietnam
2020-12-12,24,21,0.0,4.1,5,9,03:32 AM,03:15 PM,06:24 AM,05:17 PM,18,23,23,22,11,80,78,0.1,1014,24,10,119,8,Vietnam
2020-12-13,25,21,0.0,4.1,5,2,04:37 AM,04:03 PM,06:24 AM,05:17 PM,20,24,24,23,8,81,85,0.6,1012,25,10,100,5,Vietnam
2020-12-14,27,22,0.0,4.1,5,0,05:44 AM,04:58 PM,06:25 AM,05:18 PM,21,26,26,24,22,83,82,8.4,1014,27,9,131,15,Vietnam
2020-12-15,19,16,0.0,4.1,4,0,06:50 AM,05:57 PM,06:26 AM,05:18 PM,13,17,17,17,13,98,77,0.3,1020,19,10,61,10,Vietnam
2020-12-16,14,9,0.0,4.1,3,5,07:54 AM,06:58 PM,06:26 AM,05:18 PM,6,11,12,11,13,100,63,0.0,1023,14,10,20,10,Vietnam
2020-12-17,18,11,0.0,4.1,4,12,08:52 AM,08:00 PM,06:27 AM,05:19 PM,7,15,15,15,10,98,59,0.0,1022,18,10,24,7,Vietnam
2020-12-18,15,13,0.0,4.1,3,20,09:44 AM,09:00 PM,06:27 AM,05:19 PM,4,13,14,13,17,81,52,0.0,1022,15,10,16,12,Vietnam
2020-12-19,15,8,0.0,5.6,3,27,10:28 AM,09:57 PM,06:28 AM,05:20 PM,3,12,13,12,20,69,46,0.0,1025,15,10,170,14,Vietnam
2020-12-20,18,14,0.0,8.7,4,34,11:09 AM,10:50 PM,06:28 AM,05:20 PM,2,15,16,15,20,46,40,0.0,1025,18,10,19,14,Vietnam
2020-12-21,21,14,0.0,8.7,5,41,11:45 AM,11:42 PM,06:29 AM,05:21 PM,2,16,17,16,21,23,37,0.0,1024,21,10,27,14,Vietnam
2020-12-22,21,16,0.0,7.2,4,49,12:18 PM,No moonset,06:29 AM,05:21 PM,4,18,18,18,12,53,41,0.0,1020,21,10,133,9,Vietnam
2020-12-23,21,16,0.0,4.1,4,56,12:50 PM,12:30 AM,06:30 AM,05:22 PM,9,19,19,19,8,75,54,0.0,1017,21,10,203,6,Vietnam
2020-12-24,24,17,0.0,7.2,5,63,01:23 PM,01:19 AM,06:30 AM,05:22 PM,10,20,21,20,10,49,53,0.0,1017,24,10,168,7,Vietnam
2020-12-25,22,18,0.0,4.1,5,70,01:56 PM,02:08 AM,06:31 AM,05:23 PM,11,20,20,20,9,85,57,0.0,1017,22,10,238,6,Vietnam
2020-12-26,23,18,0.0,4.1,5,78,02:32 PM,02:57 AM,06:31 AM,05:23 PM,16,20,21,20,9,75,77,0.0,1015,23,10,154,6,Vietnam
2020-12-27,23,21,0.0,4.1,5,85,03:11 PM,03:49 AM,06:32 AM,05:24 PM,19,21,23,21,9,99,88,0.4,1014,23,10,109,7,Vietnam
2020-12-28,28,21,0.0,4.1,5,92,03:54 PM,04:42 AM,06:32 AM,05:24 PM,19,24,24,23,22,89,79,0.7,1012,28,10,147,16,Vietnam
2020-12-29,26,21,0.0,4.1,5,100,04:42 PM,05:37 AM,06:32 AM,05:25 PM,19,24,24,23,18,82,80,0.6,1013,26,10,136,13,Vietnam
2020-12-30,16,15,0.0,7.2,4,100,05:35 PM,06:31 AM,06:33 AM,05:26 PM,5,16,16,16,30,60,49,0.1,1023,16,10,30,22,Vietnam
2020-12-31,16,12,0.0,5.6,3,89,06:30 PM,07:25 AM,06:33 AM,05:26 PM,0,13,14,13,17,50,39,0.0,1026,16,10,71,13,Vietnam
2021-01-01,19,10,0.0,8.7,5,79,07:29 PM,08:16 AM,06:33 AM,05:27 PM,-1,14,14,14,12,19,36,0.0,1025,19,10,48,8,Vietnam
2021-01-02,22,12,0.0,8.7,5,71,08:28 PM,09:04 AM,06:34 AM,05:28 PM,5,17,17,17,8,3,47,0.0,1021,22,10,171,6,Vietnam
2021-01-03,17,8,0.0,4.1,3,64,09:27 PM,09:48 AM,06:34 AM,05:28 PM,8,14,15,14,10,59,59,0.0,1021,17,10,137,7,Vietnam
2021-01-04,23,15,0.0,8.7,5,57,10:25 PM,10:29 AM,06:34 AM,05:29 PM,8,19,19,19,8,28,49,0.0,1020,23,10,103,7,Vietnam
2021-01-05,20,17,0.0,4.1,4,50,11:23 PM,11:09 AM,06:35 AM,05:30 PM,9,18,18,18,8,71,58,0.0,1020,20,10,98,6,Vietnam
2021-01-06,21,17,0.0,4.1,4,42,No moonrise,11:48 AM,06:35 AM,05:30 PM,8,18,18,18,12,86,52,0.0,1019,21,10,78,9,Vietnam
2021-01-07,17,12,0.0,4.1,3,35,12:21 AM,12:27 PM,06:35 AM,05:31 PM,8,14,15,14,19,98,65,0.1,1020,17,10,63,14,Vietnam
2021-01-08,9,2,0.0,4.1,2,28,01:21 AM,01:09 PM,06:35 AM,05:31 PM,1,5,9,5,28,100,56,0.1,1025,9,10,28,21,Vietnam
2021-01-09,13,8,0.0,4.1,3,20,02:22 AM,01:54 PM,06:35 AM,05:32 PM,-4,9,11,9,17,81,35,0.0,1024,13,10,34,13,Vietnam
2021-01-10,14,10,0.0,5.6,3,13,03:26 AM,02:44 PM,06:36 AM,05:33 PM,-5,11,12,11,16,49,30,0.0,1023,14,10,34,12,Vietnam
2021-01-11,13,11,0.0,5.6,3,6,04:31 AM,03:40 PM,06:36 AM,05:33 PM,-3,10,12,10,23,56,37,0.0,1028,13,10,121,16,Vietnam
2021-01-12,19,10,0.0,8.7,5,0,05:35 AM,04:39 PM,06:36 AM,05:34 PM,-1,14,15,14,15,31,36,0.0,1026,19,10,213,11,Vietnam
2021-01-13,22,12,0.0,8.7,5,0,06:35 AM,05:41 PM,06:36 AM,05:35 PM,1,17,17,17,11,17,36,0.0,1018,22,10,114,7,Vietnam
2021-01-14,23,14,0.0,8.7,5,1,07:31 AM,06:42 PM,06:36 AM,05:36 PM,7,18,19,18,8,10,49,0.0,1017,23,10,125,6,Vietnam
2021-01-15,25,15,0.0,8.7,6,8,08:19 AM,07:42 PM,06:36 AM,05:36 PM,12,19,20,19,11,12,66,0.0,1015,25,10,106,8,Vietnam
2021-01-16,21,17,0.0,4.1,4,16,09:02 AM,08:38 PM,06:36 AM,05:37 PM,14,19,19,19,7,82,74,0.0,1016,21,10,181,5,Vietnam
2021-01-17,17,7,0.0,4.1,3,23,09:41 AM,09:31 PM,06:36 AM,05:38 PM,8,14,16,14,24,95,61,0.0,1025,17,10,97,18,Vietnam
2021-01-18,21,11,0.0,8.7,5,30,10:15 AM,10:22 PM,06:36 AM,05:38 PM,5,15,16,15,13,24,50,0.0,1024,21,10,262,9,Vietnam
2021-01-19,23,14,0.0,8.7,5,38,10:49 AM,11:11 PM,06:36 AM,05:39 PM,8,17,18,17,15,5,57,0.0,1018,23,10,129,11,Vietnam
2021-01-20,21,14,0.0,5.7,4,45,11:21 AM,12:00 AM,06:36 AM,05:40 PM,12,18,18,18,9,54,70,0.0,1016,21,10,89,6,Vietnam
2021-01-21,24,17,0.0,7.2,5,52,11:54 AM,No moonset,06:36 AM,05:40 PM,15,20,21,20,6,70,75,0.0,1015,24,10,130,4,Vietnam
2021-01-22,26,19,0.0,4.1,5,59,12:29 PM,12:49 AM,06:36 AM,05:41 PM,15,23,23,22,4,57,67,0.0,1015,26,10,196,3,Vietnam
2021-01-23,26,19,0.0,7.2,5,67,01:06 PM,01:40 AM,06:36 AM,05:42 PM,15,23,23,22,13,32,65,0.0,1014,26,10,137,10,Vietnam
2021-01-24,24,18,0.0,4.2,5,74,01:48 PM,02:32 AM,06:35 AM,05:42 PM,16,21,22,21,21,49,74,0.0,1013,24,10,144,16,Vietnam
2021-01-25,22,20,0.0,4.2,5,81,02:33 PM,03:26 AM,06:35 AM,05:43 PM,17,21,22,21,17,87,80,0.8,1015,22,10,136,12,Vietnam
2021-01-26,27,20,0.0,4.2,5,88,03:24 PM,04:20 AM,06:35 AM,05:43 PM,17,23,23,22,13,75,72,0.2,1016,27,10,141,10,Vietnam
2021-01-27,24,18,0.0,4.2,5,96,04:19 PM,05:15 AM,06:35 AM,05:44 PM,16,21,22,21,15,85,75,0.1,1016,24,10,139,11,Vietnam
2021-01-28,19,17,0.0,4.2,4,100,05:18 PM,06:08 AM,06:35 AM,05:45 PM,14,18,18,18,18,90,74,4.0,1021,19,7,69,13,Vietnam
2021-01-29,23,15,0.0,7.2,5,90,06:18 PM,06:58 AM,06:34 AM,05:45 PM,10,19,19,19,14,48,56,0.0,1021,23,10,204,10,Vietnam
2021-01-30,19,16,0.0,4.2,4,82,07:19 PM,07:45 AM,06:34 AM,05:46 PM,14,18,18,18,11,91,78,0.9,1020,19,7,123,8,Vietnam
2021-01-31,21,18,0.0,4.2,4,79,08:18 PM,08:28 AM,06:34 AM,05:47 PM,16,19,20,19,12,91,81,0.5,1019,21,10,139,9,Vietnam
2021-02-01,24,19,0.0,4.2,5,63,09:17 PM,09:09 AM,06:33 AM,05:47 PM,17,21,21,21,14,80,78,0.0,1018,24,10,148,10,Vietnam
2021-02-02,26,19,0.0,5.7,5,55,10:16 PM,09:48 AM,06:33 AM,05:48 PM,16,23,23,22,17,56,71,0.0,1018,26,10,146,12,Vietnam
2021-02-03,25,19,0.0,5.7,5,48,11:15 PM,10:27 AM,06:33 AM,05:48 PM,16,22,22,22,14,53,73,0.1,1019,25,10,141,10,Vietnam
2021-02-04,26,18,0.0,4.2,5,40,No moonrise,11:08 AM,06:32 AM,05:49 PM,16,22,22,22,15,57,72,0.1,1019,26,10,135,11,Vietnam
2021-02-05,23,18,0.0,4.2,5,33,12:15 AM,11:51 AM,06:32 AM,05:50 PM,16,21,21,21,14,65,77,0.1,1018,23,10,137,10,Vietnam
2021-02-06,26,18,0.0,7.2,5,25,01:18 AM,12:38 PM,06:31 AM,05:50 PM,16,22,22,22,13,42,72,0.0,1017,26,10,140,10,Vietnam
2021-02-07,27,19,0.0,8.7,6,18,02:20 AM,01:31 PM,06:31 AM,05:51 PM,16,24,24,23,16,21,68,0.0,1015,27,10,147,12,Vietnam
