date_time,Cameroon_maxtempC,Cameroon_mintempC,Cameroon_totalSnow_cm,Cameroon_sunHour,Cameroon_uvIndex,Cameroon_moon_illumination,Cameroon_moonrise,Cameroon_moonset,Cameroon_sunrise,Cameroon_sunset,Cameroon_DewPointC,Cameroon_FeelsLikeC,Cameroon_HeatIndexC,Cameroon_WindChillC,Cameroon_WindGustKmph,Cameroon_cloudcover,Cameroon_humidity,Cameroon_precipMM,Cameroon_pressure,Cameroon_tempC,Cameroon_visibility,Cameroon_winddirDegree,Cameroon_windspeedKmph,Cameroon_location
2020-01-01,33,21,0.0,11.6,6,37,11:10 AM,11:26 PM,06:20 AM,06:14 PM,18,29,29,27,9,42,67,0.0,1010,33,9,274,6,Cameroon
2020-01-02,34,21,0.0,11.6,6,44,11:50 AM,No moonset,06:20 AM,06:15 PM,16,28,28,28,8,37,64,0.0,1010,34,8,220,6,Cameroon
2020-01-03,33,21,0.0,11.6,7,51,12:29 PM,12:08 AM,06:21 AM,06:15 PM,14,27,27,27,7,22,56,0.0,1011,33,9,152,5,Cameroon
2020-01-04,36,20,0.0,11.6,7,59,01:10 PM,12:50 AM,06:21 AM,06:16 PM,11,28,28,28,6,14,46,0.1,1011,36,10,168,4,Cameroon
2020-01-05,35,20,0.0,11.6,7,66,01:51 PM,01:34 AM,06:22 AM,06:16 PM,17,29,29,28,7,22,63,0.0,1011,35,10,225,4,Cameroon
2020-01-06,32,20,0.0,11.6,6,73,02:35 PM,02:19 AM,06:22 AM,06:17 PM,18,27,27,26,8,47,68,0.0,1010,32,8,284,5,Cameroon
2020-01-07,35,20,0.0,11.6,6,80,03:24 PM,03:08 AM,06:22 AM,06:17 PM,16,28,28,27,9,33,62,0.0,1010,35,8,185,6,Cameroon
2020-01-08,34,21,0.0,11.6,6,88,04:15 PM,04:00 AM,06:23 AM,06:18 PM,17,28,28,28,9,36,62,0.0,1010,34,8,255,6,Cameroon
2020-01-09,33,21,0.0,11.6,6,95,05:12 PM,04:55 AM,06:23 AM,06:18 PM,18,28,28,27,9,46,68,0.0,1011,33,9,269,7,Cameroon
2020-01-10,31,19,0.0,10.2,6,100,06:11 PM,05:54 AM,06:24 AM,06:18 PM,18,26,26,25,9,53,72,2.3,1012,31,10,223,7,Cameroon
2020-01-11,31,20,0.0,11.6,6,100,07:11 PM,06:53 AM,06:24 AM,06:19 PM,18,25,25,24,9,33,70,0.0,1013,31,9,256,6,Cameroon
2020-01-12,33,19,0.0,11.6,6,83,08:11 PM,07:52 AM,06:24 AM,06:19 PM,17,27,27,26,7,48,69,0.0,1012,33,8,204,5,Cameroon
2020-01-13,36,20,0.0,11.6,7,76,09:08 PM,08:48 AM,06:25 AM,06:20 PM,17,29,29,28,6,41,63,0.0,1010,36,8,164,4,Cameroon
2020-01-14,35,22,0.0,11.6,7,69,10:03 PM,09:42 AM,06:25 AM,06:20 PM,17,30,30,28,9,32,62,0.0,1009,35,9,249,6,Cameroon
2020-01-15,36,22,0.0,11.6,8,61,10:56 PM,10:32 AM,06:25 AM,06:21 PM,17,31,31,29,10,32,60,0.0,1009,36,9,248,7,Cameroon
2020-01-16,35,21,0.0,11.6,6,54,11:48 PM,11:22 AM,06:26 AM,06:21 PM,17,29,29,28,10,41,66,0.0,1010,35,8,204,7,Cameroon
2020-01-17,35,21,0.0,11.6,6,47,No moonrise,12:09 PM,06:26 AM,06:21 PM,17,30,30,28,9,35,62,0.7,1012,35,10,283,7,Cameroon
2020-01-18,36,21,0.0,11.6,7,40,12:39 AM,12:58 PM,06:26 AM,06:22 PM,17,30,30,29,8,40,64,0.1,1012,36,8,270,6,Cameroon
2020-01-19,36,21,0.0,11.6,7,32,01:31 AM,01:47 PM,06:26 AM,06:22 PM,17,29,29,28,9,31,62,0.1,1012,36,9,225,6,Cameroon
2020-01-20,36,20,0.0,8.8,6,25,02:24 AM,02:38 PM,06:27 AM,06:23 PM,18,29,29,27,7,30,64,0.0,1011,36,10,241,4,Cameroon
2020-01-21,35,22,0.0,11.6,7,18,03:18 AM,03:32 PM,06:27 AM,06:23 PM,17,30,30,29,9,34,61,0.0,1011,35,10,211,7,Cameroon
2020-01-22,35,20,0.0,11.6,6,11,04:13 AM,04:25 PM,06:27 AM,06:23 PM,17,29,29,28,8,36,63,0.0,1011,35,9,199,6,Cameroon
2020-01-23,35,20,0.0,11.6,6,3,05:07 AM,05:20 PM,06:27 AM,06:24 PM,14,30,30,28,7,29,55,0.0,1011,35,9,220,5,Cameroon
2020-01-24,35,19,0.0,11.6,6,0,06:01 AM,06:12 PM,06:27 AM,06:24 PM,9,27,27,27,7,30,49,0.0,1011,35,9,120,5,Cameroon
2020-01-25,35,19,0.0,11.6,7,0,06:51 AM,07:03 PM,06:28 AM,06:24 PM,8,28,28,27,7,11,46,0.0,1012,35,10,202,4,Cameroon
2020-01-26,36,19,0.0,11.6,7,4,07:39 AM,07:51 PM,06:28 AM,06:24 PM,10,28,28,28,7,12,51,0.0,1012,36,10,198,5,Cameroon
2020-01-27,37,19,0.0,11.6,7,11,08:23 AM,08:37 PM,06:28 AM,06:25 PM,13,29,29,29,8,16,55,0.0,1012,37,9,201,5,Cameroon
2020-01-28,35,19,0.0,11.6,6,18,09:06 AM,09:21 PM,06:28 AM,06:25 PM,15,28,28,27,10,29,62,0.0,1011,35,8,249,6,Cameroon
2020-01-29,35,20,0.0,11.6,6,26,09:46 AM,10:03 PM,06:28 AM,06:25 PM,15,28,28,28,9,20,58,0.0,1011,35,9,194,6,Cameroon
2020-01-30,35,21,0.0,11.6,7,33,10:25 AM,10:45 PM,06:28 AM,06:26 PM,15,29,29,28,9,24,60,0.0,1012,35,8,200,6,Cameroon
2020-01-31,37,22,0.0,11.6,7,37,11:05 AM,11:28 PM,06:28 AM,06:26 PM,17,30,30,29,8,37,63,0.1,1012,37,9,274,6,Cameroon
2020-02-01,36,22,0.0,10.2,7,49,11:45 AM,No moonset,06:28 AM,06:26 PM,17,30,30,29,7,55,61,0.5,1012,36,9,231,5,Cameroon
2020-02-02,36,21,0.0,11.6,7,57,12:27 PM,12:11 AM,06:29 AM,06:26 PM,17,30,30,28,9,32,63,0.0,1012,36,9,246,6,Cameroon
2020-02-03,33,22,0.0,10.2,6,64,01:13 PM,12:57 AM,06:29 AM,06:26 PM,18,29,29,27,10,62,66,0.3,1012,33,10,270,8,Cameroon
2020-02-04,33,21,0.0,11.6,6,72,02:02 PM,01:47 AM,06:29 AM,06:27 PM,17,28,28,27,11,49,64,0.0,1012,33,10,263,8,Cameroon
2020-02-05,32,21,0.0,10.2,6,79,02:55 PM,02:39 AM,06:29 AM,06:27 PM,19,26,26,25,9,61,73,0.1,1011,32,9,263,7,Cameroon
2020-02-06,32,20,0.0,8.8,6,87,03:52 PM,03:36 AM,06:29 AM,06:27 PM,18,26,26,25,9,67,72,6.0,1011,32,8,269,6,Cameroon
2020-02-07,34,21,0.0,11.6,6,95,04:52 PM,04:34 AM,06:29 AM,06:27 PM,17,28,28,27,10,39,66,0.7,1011,34,9,224,7,Cameroon
2020-02-08,36,21,0.0,11.6,7,100,05:53 PM,05:34 AM,06:29 AM,06:27 PM,18,30,30,28,8,36,67,0.1,1011,36,9,232,6,Cameroon
2020-02-09,31,21,0.0,8.8,6,100,06:53 PM,06:32 AM,06:29 AM,06:27 PM,19,28,28,26,11,60,73,0.3,1012,31,10,252,8,Cameroon
2020-02-10,34,21,0.0,11.6,6,83,07:51 PM,07:29 AM,06:28 AM,06:27 PM,18,28,28,27,11,49,66,0.0,1012,34,9,239,8,Cameroon
2020-02-11,35,21,0.0,11.6,6,75,08:47 PM,08:23 AM,06:28 AM,06:27 PM,16,29,29,28,10,40,62,0.0,1011,35,9,203,7,Cameroon
2020-02-12,34,21,0.0,11.6,6,68,09:41 PM,09:15 AM,06:28 AM,06:28 PM,18,29,29,27,8,43,65,0.2,1011,34,9,233,6,Cameroon
2020-02-13,35,20,0.0,11.6,6,60,10:34 PM,10:04 AM,06:28 AM,06:28 PM,16,28,28,27,7,36,63,0.0,1011,35,8,222,5,Cameroon
2020-02-14,37,19,0.0,11.6,7,53,11:27 PM,10:54 AM,06:28 AM,06:28 PM,13,29,29,29,8,26,55,0.0,1009,37,7,150,5,Cameroon
2020-02-15,37,20,0.0,11.6,7,45,No moonrise,11:45 AM,06:28 AM,06:28 PM,15,29,29,29,9,35,60,0.0,1009,37,7,199,6,Cameroon
2020-02-16,36,21,0.0,11.6,7,38,12:20 AM,12:35 PM,06:28 AM,06:28 PM,18,30,30,29,11,36,66,0.0,1010,36,9,266,8,Cameroon
2020-02-17,32,21,0.0,11.6,6,30,01:15 AM,01:28 PM,06:28 AM,06:28 PM,19,27,27,26,11,42,69,0.0,1011,32,9,255,9,Cameroon
2020-02-18,33,20,0.0,11.6,6,22,02:09 AM,02:21 PM,06:27 AM,06:28 PM,18,26,26,25,11,45,70,0.0,1011,33,8,261,8,Cameroon
2020-02-19,35,20,0.0,11.6,6,15,03:03 AM,03:15 PM,06:27 AM,06:28 PM,16,28,28,28,9,32,62,0.0,1010,35,8,191,6,Cameroon
2020-02-20,34,20,0.0,11.6,6,7,03:56 AM,04:07 PM,06:27 AM,06:28 PM,19,28,28,26,8,45,70,0.0,1009,34,8,261,5,Cameroon
2020-02-21,32,22,0.0,6.0,6,0,04:46 AM,04:58 PM,06:27 AM,06:28 PM,20,29,29,27,10,73,72,6.1,1009,32,9,263,7,Cameroon
2020-02-22,34,22,0.0,11.6,7,0,05:35 AM,05:47 PM,06:27 AM,06:28 PM,19,30,30,28,10,29,69,0.0,1009,34,10,276,7,Cameroon
2020-02-23,36,21,0.0,11.6,7,0,06:20 AM,06:33 PM,06:26 AM,06:28 PM,18,30,30,29,11,37,65,0.0,1010,36,9,275,8,Cameroon
2020-02-24,36,22,0.0,11.6,7,0,07:03 AM,07:17 PM,06:26 AM,06:28 PM,18,30,30,28,10,41,66,0.0,1010,36,10,268,7,Cameroon
2020-02-25,34,21,0.0,11.6,6,8,07:44 AM,08:00 PM,06:26 AM,06:28 PM,18,29,29,28,8,44,67,0.0,1010,34,7,257,6,Cameroon
2020-02-26,33,20,0.0,11.6,6,15,08:23 AM,08:42 PM,06:26 AM,06:28 PM,18,28,28,26,9,40,67,0.0,1010,33,8,258,6,Cameroon
2020-02-27,34,20,0.0,8.8,6,23,09:03 AM,09:24 PM,06:25 AM,06:28 PM,19,29,29,28,9,64,68,1.0,1010,34,8,266,6,Cameroon
2020-02-28,36,22,0.0,10.2,7,30,09:43 AM,10:07 PM,06:25 AM,06:27 PM,18,31,31,29,10,56,67,0.9,1010,36,10,225,7,Cameroon
2020-02-29,34,22,0.0,10.2,6,38,10:23 AM,10:51 PM,06:25 AM,06:27 PM,19,30,30,28,11,58,69,0.8,1010,34,10,263,9,Cameroon
2020-03-01,31,18,0.0,8.8,6,44,11:07 AM,11:38 PM,06:25 AM,06:27 PM,20,27,27,25,12,60,79,19.4,1010,31,9,240,8,Cameroon
2020-03-02,32,22,0.0,7.4,6,51,11:53 AM,No moonset,06:24 AM,06:27 PM,20,28,28,25,10,67,75,9.7,1012,32,10,222,7,Cameroon
2020-03-03,33,21,0.0,11.6,6,58,12:42 PM,12:28 AM,06:24 AM,06:27 PM,19,28,28,26,8,40,69,1.2,1013,33,10,218,6,Cameroon
2020-03-04,32,20,0.0,11.6,6,65,01:37 PM,01:21 AM,06:24 AM,06:27 PM,20,26,26,24,8,57,81,15.7,1012,32,6,221,5,Cameroon
2020-03-05,30,21,0.0,7.4,6,73,02:33 PM,02:17 AM,06:23 AM,06:27 PM,21,28,28,25,10,68,82,10.3,1011,30,10,246,6,Cameroon
2020-03-06,30,22,0.0,7.4,6,80,03:33 PM,03:15 AM,06:23 AM,06:27 PM,21,28,28,25,11,76,80,8.0,1010,30,8,254,7,Cameroon
2020-03-07,28,22,0.0,6.0,6,87,04:32 PM,04:13 AM,06:23 AM,06:27 PM,21,27,27,24,10,73,85,17.5,1010,28,8,241,7,Cameroon
2020-03-08,30,21,0.0,6.0,6,95,05:32 PM,05:11 AM,06:22 AM,06:26 PM,21,27,27,25,9,83,81,4.2,1011,30,6,244,6,Cameroon
2020-03-09,30,21,0.0,8.8,6,100,06:29 PM,06:06 AM,06:22 AM,06:26 PM,21,27,27,25,12,64,82,6.0,1009,30,6,262,8,Cameroon
2020-03-10,32,22,0.0,8.8,6,100,07:26 PM,07:00 AM,06:22 AM,06:26 PM,20,29,29,26,12,64,74,0.5,1009,32,10,257,9,Cameroon
2020-03-11,31,22,0.0,7.4,6,84,08:21 PM,07:52 AM,06:21 AM,06:26 PM,20,28,28,26,12,67,77,4.1,1008,31,10,254,8,Cameroon
2020-03-12,29,22,0.0,6.0,6,76,09:16 PM,08:44 AM,06:21 AM,06:26 PM,21,27,27,25,11,82,83,10.9,1009,29,9,251,8,Cameroon
2020-03-13,31,21,0.0,10.2,6,69,10:11 PM,09:36 AM,06:21 AM,06:26 PM,20,28,28,26,7,49,77,0.8,1010,31,8,261,5,Cameroon
2020-03-14,33,22,0.0,11.6,6,62,11:08 PM,10:28 AM,06:20 AM,06:25 PM,20,29,29,27,8,42,73,1.4,1010,33,9,247,6,Cameroon
2020-03-15,33,21,0.0,11.6,6,55,No moonrise,11:23 AM,06:20 AM,06:25 PM,19,28,28,26,9,41,72,0.0,1010,33,8,263,6,Cameroon
2020-03-16,34,22,0.0,11.6,6,47,12:03 AM,12:16 PM,06:19 AM,06:25 PM,19,30,30,28,9,41,70,0.0,1009,34,10,268,6,Cameroon
2020-03-17,36,23,0.0,11.6,7,40,12:59 AM,01:11 PM,06:19 AM,06:25 PM,19,30,30,28,10,43,67,0.0,1009,36,10,238,7,Cameroon
2020-03-18,33,22,0.0,11.6,6,33,01:53 AM,02:04 PM,06:19 AM,06:25 PM,20,29,29,27,11,49,71,0.0,1010,33,10,254,8,Cameroon
2020-03-19,29,23,0.0,6.0,6,25,02:44 AM,02:55 PM,06:18 AM,06:25 PM,21,28,28,25,12,77,80,12.5,1010,29,8,244,8,Cameroon
2020-03-20,27,22,0.0,6.0,6,18,03:33 AM,03:44 PM,06:18 AM,06:24 PM,21,26,26,24,11,76,85,11.3,1011,27,9,249,7,Cameroon
2020-03-21,30,20,0.0,11.6,6,11,04:18 AM,04:31 PM,06:17 AM,06:24 PM,20,25,25,24,9,59,81,0.5,1011,30,5,239,6,Cameroon
2020-03-22,32,20,0.0,11.6,6,4,05:02 AM,05:16 PM,06:17 AM,06:24 PM,17,27,27,26,7,28,66,0.1,1011,32,9,200,5,Cameroon
2020-03-23,32,21,0.0,8.8,6,0,05:43 AM,05:58 PM,06:17 AM,06:24 PM,20,29,29,27,6,62,76,10.4,1010,32,7,238,4,Cameroon
2020-03-24,27,21,0.0,8.8,5,0,06:22 AM,06:40 PM,06:16 AM,06:24 PM,21,26,26,24,12,67,88,15.1,1010,27,7,262,7,Cameroon
2020-03-25,28,21,0.0,8.8,5,3,07:02 AM,07:23 PM,06:16 AM,06:23 PM,21,24,24,23,9,73,88,32.7,1010,28,8,242,6,Cameroon
2020-03-26,28,20,0.0,8.8,5,11,07:42 AM,08:05 PM,06:15 AM,06:23 PM,20,24,24,23,10,72,86,11.9,1010,28,8,246,7,Cameroon
2020-03-27,32,20,0.0,8.8,6,18,08:22 AM,08:49 PM,06:15 AM,06:23 PM,20,27,27,25,8,64,78,11.7,1010,32,9,238,5,Cameroon
2020-03-28,32,21,0.0,8.8,6,25,09:04 AM,09:35 PM,06:15 AM,06:23 PM,21,28,28,26,8,65,79,14.2,1011,32,7,251,5,Cameroon
2020-03-29,29,22,0.0,8.8,6,32,09:49 AM,10:23 PM,06:14 AM,06:23 PM,22,28,28,25,8,73,86,9.3,1010,29,7,257,5,Cameroon
2020-03-30,31,22,0.0,7.4,6,40,10:36 AM,11:14 PM,06:14 AM,06:22 PM,22,28,28,25,11,74,84,16.4,1009,31,7,256,6,Cameroon
2020-03-31,30,21,0.0,7.4,6,44,11:28 AM,No moonset,06:13 AM,06:22 PM,21,26,26,24,7,76,88,54.0,1010,30,7,231,4,Cameroon
2020-04-01,30,21,0.0,8.8,6,56,12:22 PM,12:07 AM,06:13 AM,06:22 PM,22,27,27,25,9,73,86,22.3,1010,30,6,256,5,Cameroon
2020-04-02,30,21,0.0,10.2,6,64,01:19 PM,01:03 AM,06:13 AM,06:22 PM,21,26,26,24,9,65,85,6.9,1010,30,7,251,6,Cameroon
2020-04-03,28,22,0.0,8.8,6,71,02:16 PM,01:59 AM,06:12 AM,06:22 PM,22,27,27,24,10,72,87,9.0,1009,28,7,248,7,Cameroon
2020-04-04,28,21,0.0,7.4,5,79,03:14 PM,02:55 AM,06:12 AM,06:21 PM,21,25,25,23,8,81,88,14.0,1011,28,6,236,6,Cameroon
2020-04-05,32,21,0.0,11.6,6,87,04:11 PM,03:50 AM,06:11 AM,06:21 PM,21,28,28,26,7,61,80,0.8,1011,32,7,269,4,Cameroon
2020-04-06,31,22,0.0,6.1,6,94,05:07 PM,04:43 AM,06:11 AM,06:21 PM,22,29,29,26,5,71,82,29.1,1011,31,8,210,3,Cameroon
2020-04-07,30,22,0.0,10.2,6,100,06:03 PM,05:36 AM,06:11 AM,06:21 PM,21,28,28,25,9,61,82,4.5,1011,30,9,236,6,Cameroon
2020-04-08,28,21,0.0,6.1,6,100,06:59 PM,06:28 AM,06:10 AM,06:21 PM,22,27,27,24,10,71,90,28.5,1010,28,8,260,5,Cameroon
2020-04-09,27,21,0.0,7.4,5,83,07:56 PM,07:21 AM,06:10 AM,06:21 PM,21,25,25,23,7,70,90,19.4,1011,27,7,201,4,Cameroon
2020-04-10,29,20,0.0,8.8,6,76,08:53 PM,08:14 AM,06:09 AM,06:20 PM,20,25,25,24,4,71,85,3.5,1011,29,6,222,2,Cameroon
2020-04-11,27,21,0.0,7.4,5,68,09:51 PM,09:10 AM,06:09 AM,06:20 PM,22,26,26,23,8,76,92,17.7,1011,27,7,258,5,Cameroon
2020-04-12,29,20,0.0,10.2,6,61,10:49 PM,10:06 AM,06:09 AM,06:20 PM,20,26,26,24,5,55,83,2.4,1012,29,9,176,3,Cameroon
2020-04-13,29,20,0.0,8.8,6,53,11:46 PM,11:03 AM,06:08 AM,06:20 PM,20,26,26,24,5,54,80,3.8,1011,29,8,166,3,Cameroon
2020-04-14,32,21,0.0,8.8,6,46,No moonrise,11:58 AM,06:08 AM,06:20 PM,21,28,28,26,5,57,78,3.2,1010,32,9,237,3,Cameroon
2020-04-15,30,21,0.0,7.4,6,38,12:39 AM,12:51 PM,06:08 AM,06:20 PM,22,28,28,25,7,65,87,21.0,1010,30,8,265,4,Cameroon
2020-04-16,28,22,0.0,6.1,6,30,01:30 AM,01:42 PM,06:07 AM,06:20 PM,22,27,27,24,9,85,89,8.5,1010,28,7,266,6,Cameroon
2020-04-17,29,21,0.0,7.4,6,23,02:17 AM,02:29 PM,06:07 AM,06:19 PM,22,27,27,24,10,79,89,15.5,1009,29,7,257,6,Cameroon
2020-04-18,27,22,0.0,6.1,5,15,03:01 AM,03:14 PM,06:07 AM,06:19 PM,22,26,26,24,9,82,90,11.2,1011,27,6,239,6,Cameroon
2020-04-19,27,21,0.0,6.1,5,8,03:43 AM,03:57 PM,06:06 AM,06:19 PM,21,25,25,23,11,79,90,11.8,1013,27,7,243,7,Cameroon
2020-04-20,28,20,0.0,7.4,5,0,04:22 AM,04:39 PM,06:06 AM,06:19 PM,20,24,24,23,8,71,85,3.1,1014,28,8,245,5,Cameroon
2020-04-21,29,20,0.0,11.6,6,0,05:02 AM,05:22 PM,06:06 AM,06:19 PM,20,26,26,24,7,50,82,1.4,1011,29,9,255,4,Cameroon
2020-04-22,30,20,0.0,8.8,6,0,05:41 AM,06:04 PM,06:06 AM,06:19 PM,21,25,25,24,8,69,87,6.9,1011,30,7,251,5,Cameroon
2020-04-23,29,21,0.0,6.1,6,0,06:21 AM,06:47 PM,06:05 AM,06:19 PM,21,26,26,24,7,86,85,3.7,1011,29,6,250,5,Cameroon
2020-04-24,31,21,0.0,8.8,6,7,07:03 AM,07:33 PM,06:05 AM,06:19 PM,21,27,27,24,8,74,85,11.2,1010,31,7,240,5,Cameroon
2020-04-25,29,21,0.0,7.5,6,15,07:47 AM,08:20 PM,06:05 AM,06:19 PM,21,27,27,24,12,80,89,21.8,1010,29,7,259,7,Cameroon
2020-04-26,28,21,0.0,6.1,5,22,08:34 AM,09:11 PM,06:04 AM,06:19 PM,21,25,25,23,10,79,89,4.7,1011,28,9,255,7,Cameroon
2020-04-27,28,20,0.0,8.8,5,30,09:24 AM,10:03 PM,06:04 AM,06:19 PM,21,25,25,23,10,79,89,8.8,1012,28,5,258,6,Cameroon
2020-04-28,31,20,0.0,8.8,6,37,10:17 AM,10:57 PM,06:04 AM,06:19 PM,21,26,26,25,6,77,84,7.9,1013,31,5,231,4,Cameroon
2020-04-29,30,21,0.0,8.8,6,45,11:12 AM,11:52 PM,06:04 AM,06:19 PM,21,27,27,25,8,73,83,5.2,1013,30,6,245,6,Cameroon
2020-04-30,31,21,0.0,8.8,6,52,12:08 PM,No moonset,06:04 AM,06:18 PM,21,27,27,25,8,74,83,6.6,1013,31,6,243,5,Cameroon
2020-05-01,29,20,0.0,7.5,6,58,01:04 PM,12:46 AM,06:03 AM,06:18 PM,21,26,26,24,8,73,86,11.1,1013,29,9,248,5,Cameroon
2020-05-02,33,20,0.0,11.6,6,65,01:59 PM,01:40 AM,06:03 AM,06:18 PM,20,28,28,26,8,56,80,6.1,1012,33,10,243,5,Cameroon
2020-05-03,29,20,0.0,8.8,6,72,02:53 PM,02:32 AM,06:03 AM,06:18 PM,21,27,27,25,7,70,85,7.3,1011,29,6,257,4,Cameroon
2020-05-04,27,21,0.0,6.1,5,80,03:48 PM,03:23 AM,06:03 AM,06:18 PM,22,26,26,23,8,78,94,14.8,1012,27,6,274,5,Cameroon
2020-05-05,30,20,0.0,7.5,6,87,04:42 PM,04:13 AM,06:03 AM,06:18 PM,20,26,26,25,5,82,82,1.4,1012,30,5,238,3,Cameroon
2020-05-06,28,21,0.0,7.5,6,94,05:38 PM,05:05 AM,06:02 AM,06:18 PM,22,27,27,24,7,74,89,12.4,1012,28,8,232,4,Cameroon
2020-05-07,29,21,0.0,7.5,6,100,06:34 PM,05:58 AM,06:02 AM,06:18 PM,22,27,27,24,6,76,90,14.1,1010,29,6,272,4,Cameroon
2020-05-08,27,21,0.0,6.1,5,100,07:34 PM,06:52 AM,06:02 AM,06:19 PM,22,24,24,23,6,89,94,37.6,1012,27,5,220,4,Cameroon
2020-05-09,25,20,0.0,8.8,5,84,08:33 PM,07:50 AM,06:02 AM,06:19 PM,20,23,23,22,5,75,91,2.5,1013,25,8,200,3,Cameroon
2020-05-10,26,21,0.0,10.2,5,77,09:32 PM,08:48 AM,06:02 AM,06:19 PM,21,25,25,23,6,71,93,13.6,1013,26,7,245,4,Cameroon
2020-05-11,29,21,0.0,6.1,6,70,10:29 PM,09:46 AM,06:02 AM,06:19 PM,21,26,26,24,7,86,87,5.7,1013,29,5,259,5,Cameroon
2020-05-12,29,21,0.0,7.5,6,62,11:23 PM,10:41 AM,06:02 AM,06:19 PM,22,26,26,24,8,84,90,11.1,1013,29,6,260,5,Cameroon
2020-05-13,28,21,0.0,7.5,5,55,No moonrise,11:35 AM,06:02 AM,06:19 PM,22,26,26,23,8,78,91,24.2,1013,28,8,245,5,Cameroon
2020-05-14,28,21,0.0,6.1,6,48,12:12 AM,12:24 PM,06:01 AM,06:19 PM,22,26,26,24,5,82,88,7.3,1013,28,7,227,3,Cameroon
2020-05-15,31,21,0.0,10.2,6,40,12:58 AM,01:11 PM,06:01 AM,06:19 PM,21,28,28,26,6,60,83,1.6,1012,31,8,226,4,Cameroon
2020-05-16,31,22,0.0,8.8,6,33,01:41 AM,01:55 PM,06:01 AM,06:19 PM,21,28,28,25,8,74,86,8.1,1011,31,9,239,5,Cameroon
2020-05-17,24,21,0.0,7.5,5,26,02:21 AM,02:37 PM,06:01 AM,06:19 PM,21,25,25,22,9,78,92,15.1,1013,24,6,231,6,Cameroon
2020-05-18,28,21,0.0,6.1,6,19,03:01 AM,03:20 PM,06:01 AM,06:19 PM,22,26,26,24,7,82,91,20.9,1012,28,5,251,4,Cameroon
2020-05-19,30,21,0.0,7.5,6,11,03:40 AM,04:01 PM,06:01 AM,06:19 PM,22,26,26,24,9,75,88,17.7,1013,30,8,263,5,Cameroon
2020-05-20,22,21,0.0,6.1,5,4,04:19 AM,04:44 PM,06:01 AM,06:20 PM,21,21,24,21,8,92,97,3.7,1014,22,6,230,5,Cameroon
2020-05-21,26,20,0.0,7.5,5,0,05:01 AM,05:29 PM,06:01 AM,06:20 PM,21,24,24,23,5,83,91,11.8,1014,26,6,211,3,Cameroon
2020-05-22,28,20,0.0,7.5,5,0,05:44 AM,06:16 PM,06:01 AM,06:20 PM,21,24,24,23,6,81,88,5.6,1014,28,5,236,4,Cameroon
2020-05-23,26,20,0.0,6.1,5,3,06:30 AM,07:06 PM,06:01 AM,06:20 PM,21,24,24,23,6,91,94,7.6,1014,26,5,234,4,Cameroon
2020-05-24,28,21,0.0,7.5,5,10,07:21 AM,07:59 PM,06:01 AM,06:20 PM,21,24,24,23,8,82,90,9.9,1013,28,6,261,5,Cameroon
2020-05-25,24,21,0.0,6.1,5,17,08:13 AM,08:53 PM,06:01 AM,06:20 PM,21,23,23,22,6,94,97,8.1,1014,24,7,230,4,Cameroon
2020-05-26,28,20,0.0,8.8,6,25,09:08 AM,09:49 PM,06:01 AM,06:20 PM,22,26,26,24,6,82,90,8.7,1013,28,6,276,4,Cameroon
2020-05-27,29,21,0.0,6.1,6,32,10:04 AM,10:43 PM,06:01 AM,06:21 PM,21,27,27,24,8,89,89,20.3,1013,29,6,272,5,Cameroon
2020-05-28,28,21,0.0,6.1,6,39,10:59 AM,11:36 PM,06:02 AM,06:21 PM,22,27,27,24,7,87,91,8.9,1012,28,5,263,4,Cameroon
2020-05-29,25,21,0.0,8.8,5,47,11:54 AM,No moonset,06:02 AM,06:21 PM,21,23,23,22,6,79,96,11.8,1012,25,7,204,4,Cameroon
2020-05-30,27,21,0.0,6.1,5,54,12:47 PM,12:27 AM,06:02 AM,06:21 PM,21,24,24,23,5,87,94,14.8,1012,27,5,262,3,Cameroon
2020-05-31,29,21,0.0,6.1,6,58,01:39 PM,01:17 AM,06:02 AM,06:21 PM,21,25,25,24,6,84,89,17.0,1013,29,9,227,4,Cameroon
2020-06-01,29,21,0.0,7.5,6,71,02:31 PM,02:05 AM,06:02 AM,06:22 PM,21,26,26,24,5,75,86,10.5,1013,29,8,203,3,Cameroon
2020-06-02,29,21,0.0,6.1,5,79,03:25 PM,02:54 AM,06:02 AM,06:22 PM,21,25,25,23,7,85,89,10.4,1013,29,8,248,4,Cameroon
2020-06-03,28,20,0.0,6.1,5,86,04:19 PM,03:45 AM,06:02 AM,06:22 PM,20,24,24,23,6,80,88,10.4,1014,28,6,234,4,Cameroon
2020-06-04,31,20,0.0,8.9,6,94,05:16 PM,04:37 AM,06:02 AM,06:22 PM,20,25,25,23,7,78,86,6.0,1013,31,5,252,5,Cameroon
2020-06-05,27,20,0.0,6.1,5,100,06:15 PM,05:33 AM,06:02 AM,06:22 PM,21,25,25,23,6,82,91,20.8,1014,27,7,273,4,Cameroon
2020-06-06,29,20,0.0,6.1,5,100,07:15 PM,06:30 AM,06:03 AM,06:23 PM,21,25,25,23,8,83,89,8.7,1014,29,5,266,5,Cameroon
2020-06-07,27,20,0.0,6.1,5,84,08:14 PM,07:29 AM,06:03 AM,06:23 PM,21,24,24,22,8,81,90,20.6,1014,27,6,263,5,Cameroon
