date_time,Cameroon_maxtempC,Cameroon_mintempC,Cameroon_totalSnow_cm,Cameroon_sunHour,Cameroon_uvIndex,Cameroon_moon_illumination,Cameroon_moonrise,Cameroon_moonset,Cameroon_sunrise,Cameroon_sunset,Cameroon_DewPointC,Cameroon_FeelsLikeC,Cameroon_HeatIndexC,Cameroon_WindChillC,Cameroon_WindGustKmph,Cameroon_cloudcover,Cameroon_humidity,Cameroon_precipMM,Cameroon_pressure,Cameroon_tempC,Cameroon_visibility,Cameroon_winddirDegree,Cameroon_windspeedKmph,Cameroon_location
2020-11-30,31,21,0.0,11.6,7,100,06:13 PM,06:00 AM,06:05 AM,06:00 PM,19,28,28,26,8,39,72,0.0,1011,31,10,245,6,Cameroon
2020-12-01,31,21,0.0,8.8,6,89,07:02 PM,06:49 AM,06:06 AM,06:01 PM,18,27,27,26,10,57,71,0.7,1011,31,10,208,7,Cameroon
2020-12-02,32,21,0.0,11.6,6,82,07:54 PM,07:41 AM,06:06 AM,06:01 PM,18,27,27,26,10,39,71,0.1,1010,32,9,244,8,Cameroon
2020-12-03,32,21,0.0,11.6,6,75,08:47 PM,08:34 AM,06:06 AM,06:01 PM,18,27,27,26,9,41,69,0.1,1011,32,9,242,7,Cameroon
2020-12-04,32,21,0.0,11.6,6,67,09:42 PM,09:28 AM,06:07 AM,06:02 PM,18,28,28,26,9,42,70,0.1,1012,32,10,232,7,Cameroon
2020-12-05,29,21,0.0,8.8,6,60,10:34 PM,10:19 AM,06:07 AM,06:02 PM,19,26,26,24,9,64,76,1.1,1012,29,9,259,7,Cameroon
2020-12-06,31,21,0.0,8.8,6,53,11:27 PM,11:10 AM,06:08 AM,06:02 PM,19,26,26,25,8,68,75,0.7,1011,31,8,261,6,Cameroon
2020-12-07,27,21,0.0,7.4,5,46,No moonrise,11:59 AM,06:08 AM,06:03 PM,20,25,25,23,11,72,82,8.0,1012,27,8,255,7,Cameroon
2020-12-08,28,21,0.0,8.8,6,38,12:18 AM,12:47 PM,06:09 AM,06:03 PM,20,26,26,24,10,73,79,2.4,1012,28,9,259,7,Cameroon
2020-12-09,29,21,0.0,8.8,6,31,01:09 AM,01:34 PM,06:09 AM,06:04 PM,20,26,26,24,10,73,80,1.1,1012,29,7,250,7,Cameroon
2020-12-10,29,21,0.0,7.4,6,24,02:00 AM,02:22 PM,06:10 AM,06:04 PM,20,26,26,24,11,78,79,2.5,1011,29,10,258,8,Cameroon
2020-12-11,27,21,0.0,7.4,5,17,02:53 AM,03:13 PM,06:10 AM,06:04 PM,20,24,24,23,11,80,86,9.0,1012,27,9,252,7,Cameroon
2020-12-12,29,21,0.0,6.0,5,9,03:48 AM,04:06 PM,06:11 AM,06:05 PM,20,25,25,24,11,80,82,4.3,1011,29,7,261,7,Cameroon
2020-12-13,29,21,0.0,8.8,5,2,04:46 AM,05:03 PM,06:11 AM,06:05 PM,20,25,25,23,10,72,83,2.9,1010,29,7,260,7,Cameroon
2020-12-14,28,21,0.0,8.8,5,0,05:48 AM,06:03 PM,06:12 AM,06:06 PM,20,24,24,23,9,74,86,6.2,1010,28,5,254,6,Cameroon
2020-12-15,29,21,0.0,7.4,5,0,06:50 AM,07:05 PM,06:12 AM,06:06 PM,20,25,25,23,8,74,85,7.3,1010,29,5,255,6,Cameroon
2020-12-16,28,21,0.0,7.4,5,5,07:52 AM,08:06 PM,06:13 AM,06:07 PM,20,25,25,24,10,77,84,0.9,1010,28,6,267,7,Cameroon
2020-12-17,29,21,0.0,11.6,6,12,08:51 AM,09:04 PM,06:13 AM,06:07 PM,19,26,26,24,10,56,78,0.0,1011,29,9,271,7,Cameroon
2020-12-18,30,21,0.0,11.6,6,20,09:45 AM,09:58 PM,06:13 AM,06:08 PM,19,26,26,25,9,48,75,0.0,1011,30,9,263,7,Cameroon
2020-12-19,31,21,0.0,11.6,6,27,10:34 AM,10:48 PM,06:14 AM,06:08 PM,18,26,26,25,9,45,74,0.0,1011,31,9,272,6,Cameroon
2020-12-20,32,21,0.0,11.6,6,34,11:20 AM,11:34 PM,06:14 AM,06:09 PM,18,27,27,26,8,44,71,0.1,1011,32,9,236,6,Cameroon
2020-12-21,32,21,0.0,10.2,6,41,12:01 PM,No moonset,06:15 AM,06:09 PM,19,28,28,26,8,54,73,1.0,1011,32,8,273,6,Cameroon
2020-12-22,33,21,0.0,8.8,6,49,12:41 PM,12:18 AM,06:15 AM,06:10 PM,19,27,27,26,8,65,75,0.8,1011,33,10,239,6,Cameroon
2020-12-23,32,21,0.0,8.8,6,56,01:20 PM,01:00 AM,06:16 AM,06:10 PM,19,27,27,25,10,62,74,1.4,1010,32,9,267,8,Cameroon
2020-12-24,32,21,0.0,10.2,6,63,01:59 PM,01:42 AM,06:16 AM,06:11 PM,19,28,28,26,9,57,75,0.3,1010,32,9,264,7,Cameroon
2020-12-25,32,21,0.0,11.6,6,70,02:39 PM,02:24 AM,06:17 AM,06:11 PM,18,27,27,25,9,55,73,0.1,1009,32,8,282,7,Cameroon
2020-12-26,32,21,0.0,11.6,6,78,03:22 PM,03:08 AM,06:17 AM,06:12 PM,18,28,28,26,9,41,69,0.0,1009,32,9,290,6,Cameroon
2020-12-27,32,21,0.0,11.6,6,85,04:07 PM,03:54 AM,06:18 AM,06:12 PM,19,28,28,26,10,44,73,0.0,1009,32,10,261,7,Cameroon
2020-12-28,33,22,0.0,11.6,6,92,04:56 PM,04:43 AM,06:18 AM,06:13 PM,18,29,29,27,9,49,69,0.0,1009,33,10,202,7,Cameroon
2020-12-29,31,21,0.0,10.2,6,100,05:48 PM,05:35 AM,06:19 AM,06:13 PM,19,28,28,26,9,54,73,0.1,1009,31,10,262,7,Cameroon
2020-12-30,31,21,0.0,8.8,6,100,06:41 PM,06:28 AM,06:19 AM,06:14 PM,19,27,27,25,9,59,74,0.9,1010,31,10,258,7,Cameroon
2020-12-31,30,21,0.0,8.8,6,89,07:36 PM,07:22 AM,06:20 AM,06:14 PM,19,26,26,24,9,60,76,1.1,1011,30,9,257,7,Cameroon
2021-01-01,31,21,0.0,10.2,6,79,08:31 PM,08:15 AM,06:20 AM,06:15 PM,19,27,27,26,9,54,73,0.1,1010,31,10,260,7,Cameroon
2021-01-02,31,22,0.0,8.8,6,71,09:24 PM,09:08 AM,06:21 AM,06:15 PM,19,27,27,25,10,65,72,0.2,1010,31,10,263,7,Cameroon
2021-01-03,28,21,0.0,7.4,6,64,10:15 PM,09:57 AM,06:21 AM,06:16 PM,20,25,25,24,9,74,80,2.5,1011,28,8,253,6,Cameroon
2021-01-04,29,21,0.0,6.0,6,57,11:06 PM,10:45 AM,06:22 AM,06:16 PM,19,27,27,25,9,82,76,2.3,1010,29,8,258,7,Cameroon
2021-01-05,30,20,0.0,8.8,6,50,11:56 PM,11:32 AM,06:22 AM,06:17 PM,19,26,26,25,10,57,76,0.3,1009,30,8,256,7,Cameroon
2021-01-06,28,21,0.0,6.0,6,42,No moonrise,12:18 PM,06:22 AM,06:17 PM,20,26,26,24,10,76,78,2.4,1010,28,9,254,8,Cameroon
2021-01-07,31,21,0.0,8.8,6,35,12:46 AM,01:06 PM,06:23 AM,06:17 PM,20,26,26,24,10,70,78,1.6,1010,31,9,258,7,Cameroon
2021-01-08,31,21,0.0,10.2,6,28,01:39 AM,01:56 PM,06:23 AM,06:18 PM,19,27,27,25,11,66,74,0.1,1011,31,9,266,8,Cameroon
2021-01-09,32,21,0.0,11.6,6,20,02:33 AM,02:50 PM,06:23 AM,06:18 PM,18,28,28,26,10,48,71,0.1,1010,32,10,268,7,Cameroon
2021-01-10,33,21,0.0,10.2,6,13,03:31 AM,03:47 PM,06:24 AM,06:19 PM,18,28,28,27,9,52,69,0.2,1010,33,9,272,7,Cameroon
2021-01-11,34,21,0.0,11.6,6,6,04:32 AM,04:47 PM,06:24 AM,06:19 PM,17,29,29,27,10,38,65,0.1,1009,34,9,242,7,Cameroon
2021-01-12,31,21,0.0,11.6,6,0,05:34 AM,05:48 PM,06:25 AM,06:20 PM,18,27,27,26,10,48,69,0.1,1011,31,10,269,8,Cameroon
2021-01-13,32,20,0.0,11.6,6,0,06:33 AM,06:47 PM,06:25 AM,06:20 PM,18,27,27,26,10,46,72,1.4,1011,32,9,274,7,Cameroon
2021-01-14,32,21,0.0,11.6,6,1,07:31 AM,07:44 PM,06:25 AM,06:21 PM,17,28,28,26,10,44,66,0.1,1011,32,10,262,8,Cameroon
2021-01-15,33,20,0.0,11.6,6,8,08:23 AM,08:36 PM,06:25 AM,06:21 PM,16,27,27,27,8,37,64,0.1,1010,33,9,197,6,Cameroon
2021-01-16,33,21,0.0,10.2,6,16,09:11 AM,09:26 PM,06:26 AM,06:21 PM,18,28,28,26,8,53,67,0.3,1010,33,10,259,6,Cameroon
2021-01-17,33,21,0.0,10.2,6,23,09:55 AM,10:11 PM,06:26 AM,06:22 PM,17,28,28,27,9,48,66,0.2,1010,33,10,208,6,Cameroon
2021-01-18,34,20,0.0,11.6,6,30,10:36 AM,10:54 PM,06:26 AM,06:22 PM,17,28,28,27,10,46,65,0.1,1010,34,9,199,8,Cameroon
2021-01-19,33,20,0.0,11.6,6,38,11:16 AM,11:37 PM,06:27 AM,06:22 PM,17,28,28,27,10,46,70,0.0,1011,33,9,239,8,Cameroon
2021-01-20,34,20,0.0,11.6,6,45,11:55 AM,No moonset,06:27 AM,06:23 PM,15,27,27,27,8,39,62,0.0,1011,34,9,215,5,Cameroon
2021-01-21,34,20,0.0,11.6,6,52,12:35 PM,12:19 AM,06:27 AM,06:23 PM,15,28,28,27,9,34,62,0.0,1011,34,8,216,6,Cameroon
2021-01-22,34,21,0.0,11.6,6,59,01:17 PM,01:02 AM,06:27 AM,06:23 PM,15,28,28,27,9,32,59,0.1,1011,34,10,256,6,Cameroon
2021-01-23,34,21,0.0,11.6,6,67,02:00 PM,01:47 AM,06:27 AM,06:24 PM,16,28,28,27,10,32,62,0.1,1010,34,10,199,8,Cameroon
2021-01-24,34,21,0.0,11.6,6,74,02:47 PM,02:34 AM,06:28 AM,06:24 PM,16,29,29,28,10,40,63,0.1,1010,34,9,207,7,Cameroon
2021-01-25,34,21,0.0,11.6,6,81,03:38 PM,03:25 AM,06:28 AM,06:24 PM,17,28,28,27,9,41,65,0.3,1010,34,9,229,7,Cameroon
2021-01-26,32,21,0.0,8.8,6,88,04:30 PM,04:17 AM,06:28 AM,06:25 PM,19,27,27,25,9,60,71,0.3,1010,32,9,251,7,Cameroon
2021-01-27,33,20,0.0,10.2,6,96,05:26 PM,05:12 AM,06:28 AM,06:25 PM,18,26,26,25,9,56,72,0.1,1010,33,8,263,7,Cameroon
2021-01-28,29,20,0.0,6.0,6,100,06:21 PM,06:06 AM,06:28 AM,06:25 PM,19,26,26,24,9,76,77,3.9,1011,29,8,237,6,Cameroon
2021-01-29,31,20,0.0,8.8,6,90,07:17 PM,07:00 AM,06:28 AM,06:25 PM,19,27,27,26,8,71,76,2.6,1011,31,7,242,6,Cameroon
2021-01-30,31,20,0.0,10.2,6,82,08:10 PM,07:52 AM,06:28 AM,06:26 PM,18,27,27,25,9,54,71,0.0,1011,31,9,259,7,Cameroon
2021-01-31,32,20,0.0,10.2,6,79,09:02 PM,08:41 AM,06:28 AM,06:26 PM,18,26,26,25,10,51,72,0.0,1010,32,8,253,7,Cameroon
2021-02-01,32,21,0.0,10.2,6,63,09:53 PM,09:30 AM,06:29 AM,06:26 PM,18,27,27,26,9,53,70,0.2,1011,32,10,249,7,Cameroon
2021-02-02,31,21,0.0,10.2,6,55,10:43 PM,10:16 AM,06:29 AM,06:26 PM,19,26,26,25,9,58,71,0.3,1011,31,10,251,7,Cameroon
2021-02-03,32,22,0.0,7.4,6,48,11:35 PM,11:04 AM,06:29 AM,06:27 PM,19,29,29,26,9,70,70,0.6,1011,32,10,268,7,Cameroon
2021-02-04,34,21,0.0,11.6,6,40,No moonrise,11:53 AM,06:29 AM,06:27 PM,18,29,29,27,9,42,68,0.0,1011,34,9,230,6,Cameroon
2021-02-05,34,21,0.0,11.6,6,33,12:28 AM,12:44 PM,06:29 AM,06:27 PM,17,29,29,28,9,37,64,0.1,1011,34,9,286,7,Cameroon
2021-02-06,34,21,0.0,8.8,6,25,01:24 AM,01:39 PM,06:29 AM,06:27 PM,18,28,28,27,10,47,67,0.2,1011,34,10,282,7,Cameroon
2021-02-07,34,21,0.0,10.2,6,18,02:22 AM,02:36 PM,06:29 AM,06:27 PM,18,28,28,27,10,45,68,0.0,1010,34,10,231,7,Cameroon
