date_time,Lithuania_maxtempC,Lithuania_mintempC,Lithuania_totalSnow_cm,Lithuania_sunHour,Lithuania_uvIndex,Lithuania_moon_illumination,Lithuania_moonrise,Lithuania_moonset,Lithuania_sunrise,Lithuania_sunset,Lithuania_DewPointC,Lithuania_FeelsLikeC,Lithuania_HeatIndexC,Lithuania_WindChillC,Lithuania_WindGustKmph,Lithuania_cloudcover,Lithuania_humidity,Lithuania_precipMM,Lithuania_pressure,Lithuania_tempC,Lithuania_visibility,Lithuania_winddirDegree,Lithuania_windspeedKmph,Lithuania_location
2020-09-05,19,14,0.0,8.5,4,73,08:23 PM,08:42 AM,05:34 AM,07:00 PM,14,16,16,16,16,88,87,2.1,1016,19,9,208,11,Lithuania
2020-09-06,19,13,0.0,12.0,4,66,08:35 PM,09:53 AM,05:36 AM,06:57 PM,13,16,16,16,12,61,84,8.1,1014,19,8,272,8,Lithuania
2020-09-07,13,10,0.0,10.7,3,58,08:50 PM,11:04 AM,05:38 AM,06:55 PM,10,12,12,12,12,51,87,1.8,1018,13,8,215,7,Lithuania
2020-09-08,16,9,0.0,8.2,3,50,09:08 PM,12:15 PM,05:39 AM,06:52 PM,10,11,12,11,27,88,84,0.4,1018,16,8,250,17,Lithuania
2020-09-09,16,11,0.0,10.7,3,43,09:31 PM,01:27 PM,05:41 AM,06:50 PM,11,13,14,13,26,56,83,0.2,1016,16,10,258,16,Lithuania
2020-09-10,16,10,0.0,10.7,3,35,10:02 PM,02:37 PM,05:43 AM,06:47 PM,10,13,14,13,33,55,77,2.0,1010,16,10,265,22,Lithuania
2020-09-11,15,7,0.0,10.7,3,28,10:45 PM,03:42 PM,05:45 AM,06:45 PM,8,10,11,10,16,55,81,0.1,1019,15,7,245,10,Lithuania
2020-09-12,19,8,0.0,13.0,4,20,11:43 PM,04:38 PM,05:47 AM,06:42 PM,9,12,13,12,18,8,78,0.0,1021,19,9,192,11,Lithuania
2020-09-13,17,12,0.0,12.9,4,13,No moonrise,05:24 PM,05:48 AM,06:39 PM,11,14,15,14,25,46,77,0.0,1019,17,10,250,15,Lithuania
2020-09-14,19,11,0.0,10.6,4,5,12:54 AM,05:58 PM,05:50 AM,06:37 PM,12,15,16,15,26,67,77,0.0,1023,19,10,285,17,Lithuania
2020-09-15,23,12,0.0,12.8,5,0,02:17 AM,06:23 PM,05:52 AM,06:34 PM,14,17,18,17,15,47,84,0.0,1024,23,7,268,10,Lithuania
2020-09-16,24,15,0.0,12.8,5,0,03:46 AM,06:44 PM,05:54 AM,06:32 PM,14,19,19,19,19,34,79,0.0,1018,24,9,205,11,Lithuania
2020-09-17,13,11,0.0,9.3,3,0,05:17 AM,07:02 PM,05:56 AM,06:29 PM,9,11,13,11,34,76,77,0.6,1014,13,10,296,24,Lithuania
2020-09-18,14,9,0.0,11.9,3,2,06:48 AM,07:18 PM,05:57 AM,06:27 PM,6,9,11,9,33,49,69,0.1,1021,14,10,319,23,Lithuania
2020-09-19,17,7,0.0,12.7,4,10,08:20 AM,07:34 PM,05:59 AM,06:24 PM,9,11,12,11,19,26,82,0.0,1022,17,9,283,12,Lithuania
2020-09-20,17,8,0.0,11.6,4,17,09:52 AM,07:53 PM,06:01 AM,06:22 PM,8,12,13,12,6,5,75,0.0,1024,17,9,185,4,Lithuania
2020-09-21,19,9,0.0,11.6,5,25,11:23 AM,08:14 PM,06:03 AM,06:19 PM,10,14,15,14,14,6,79,0.0,1020,19,9,205,9,Lithuania
2020-09-22,21,11,0.0,11.6,5,32,12:51 PM,08:43 PM,06:05 AM,06:16 PM,11,16,17,16,15,6,76,0.0,1016,21,10,207,9,Lithuania
2020-09-23,21,12,0.0,11.6,5,40,02:11 PM,09:22 PM,06:07 AM,06:14 PM,11,15,16,15,21,5,75,0.0,1012,21,10,173,13,Lithuania
2020-09-24,21,13,0.0,11.6,5,47,03:19 PM,10:12 PM,06:08 AM,06:11 PM,10,16,17,16,25,30,68,0.0,1010,21,10,164,15,Lithuania
2020-09-25,22,13,0.0,11.6,5,55,04:11 PM,11:15 PM,06:10 AM,06:09 PM,11,17,17,17,27,29,70,0.0,1006,22,10,148,17,Lithuania
2020-09-26,22,15,0.0,11.6,4,62,04:49 PM,No moonset,06:12 AM,06:06 PM,12,18,18,18,32,19,68,0.0,1004,22,10,126,21,Lithuania
2020-09-27,19,13,0.0,10.2,4,70,05:17 PM,12:25 AM,06:14 AM,06:04 PM,10,16,16,16,36,47,66,1.2,1007,19,8,107,24,Lithuania
2020-09-28,16,9,0.0,8.8,3,78,05:38 PM,01:40 AM,06:16 AM,06:01 PM,8,11,12,11,19,58,78,0.3,1015,16,8,177,13,Lithuania
2020-09-29,17,10,0.0,8.7,4,85,05:53 PM,02:55 AM,06:18 AM,05:59 PM,8,12,13,12,17,16,75,0.0,1017,17,10,104,10,Lithuania
2020-09-30,16,10,0.0,8.7,3,93,06:07 PM,04:08 AM,06:19 AM,05:57 PM,8,11,12,11,23,36,77,0.0,1014,16,9,63,15,Lithuania
2020-10-01,17,9,0.0,7.2,3,97,06:19 PM,05:20 AM,06:21 AM,05:54 PM,7,11,13,11,27,35,69,0.1,1012,17,10,92,17,Lithuania
2020-10-02,15,10,0.0,7.2,3,100,06:30 PM,06:31 AM,06:23 AM,05:52 PM,8,11,12,11,27,55,73,0.0,1014,15,10,108,17,Lithuania
2020-10-03,16,12,0.0,5.7,3,89,06:42 PM,07:42 AM,06:25 AM,05:49 PM,11,12,13,12,30,81,83,0.5,1014,16,9,124,20,Lithuania
2020-10-04,20,9,0.0,5.7,4,82,06:56 PM,08:52 AM,06:27 AM,05:47 PM,13,17,17,17,37,58,73,0.1,1011,20,10,151,24,Lithuania
2020-10-05,17,11,0.0,4.2,4,74,07:12 PM,10:04 AM,06:29 AM,05:44 PM,13,14,15,14,29,70,85,0.4,1013,17,7,151,18,Lithuania
2020-10-06,16,11,0.0,5.7,3,67,07:33 PM,11:16 AM,06:31 AM,05:42 PM,11,13,14,13,26,46,81,0.0,1010,16,10,180,17,Lithuania
2020-10-07,17,10,0.0,8.7,3,60,08:00 PM,12:26 PM,06:33 AM,05:39 PM,10,12,13,12,16,22,83,0.2,1011,17,10,153,9,Lithuania
2020-10-08,12,11,0.0,4.1,3,53,08:37 PM,01:33 PM,06:35 AM,05:37 PM,10,11,11,11,7,82,93,3.6,1016,12,7,191,4,Lithuania
2020-10-09,15,10,0.0,7.2,3,45,09:27 PM,02:31 PM,06:37 AM,05:34 PM,8,11,12,11,17,54,82,0.1,1018,15,9,211,11,Lithuania
2020-10-10,15,9,0.0,4.1,3,38,10:31 PM,03:20 PM,06:38 AM,05:32 PM,10,11,12,11,13,90,87,0.0,1018,15,8,179,8,Lithuania
2020-10-11,12,7,0.0,4.1,3,31,11:48 PM,03:57 PM,06:40 AM,05:29 PM,10,10,11,10,13,100,94,3.9,1016,12,7,251,9,Lithuania
2020-10-12,12,8,0.0,5.6,3,23,No moonrise,04:25 PM,06:42 AM,05:27 PM,8,9,10,9,14,85,86,2.8,1016,12,10,215,9,Lithuania
2020-10-13,9,5,0.0,4.1,2,16,01:12 AM,04:47 PM,06:44 AM,05:25 PM,7,5,8,5,26,100,91,6.1,1015,9,9,81,17,Lithuania
2020-10-14,13,4,0.0,4.0,3,9,02:40 AM,05:05 PM,06:46 AM,05:22 PM,9,8,10,8,29,93,92,7.8,1007,13,8,105,19,Lithuania
2020-10-15,10,5,0.0,7.1,2,2,04:11 AM,05:21 PM,06:48 AM,05:20 PM,6,7,8,7,10,49,87,0.3,1010,10,10,169,6,Lithuania
2020-10-16,7,5,0.0,4.0,2,0,05:44 AM,05:37 PM,06:50 AM,05:17 PM,4,4,6,4,14,70,87,0.3,1014,7,8,164,9,Lithuania
2020-10-17,7,4,0.0,4.0,2,0,07:17 AM,05:54 PM,06:52 AM,05:15 PM,2,3,5,3,12,86,81,0.0,1017,7,10,59,8,Lithuania
2020-10-18,6,3,0.0,4.0,1,5,08:51 AM,06:14 PM,06:54 AM,05:13 PM,2,1,4,1,23,87,83,3.1,1006,6,10,242,16,Lithuania
2020-10-19,7,2,0.0,7.1,1,13,10:24 AM,06:40 PM,06:56 AM,05:10 PM,1,0,4,0,28,53,81,0.3,1014,7,10,258,17,Lithuania
2020-10-20,8,2,0.0,8.7,2,20,11:53 AM,07:15 PM,06:58 AM,05:08 PM,2,2,5,2,18,56,85,0.0,1022,8,8,243,11,Lithuania
2020-10-21,7,2,0.0,3.8,2,27,01:09 PM,08:02 PM,07:00 AM,05:06 PM,5,4,6,4,19,97,91,2.5,1016,7,6,196,12,Lithuania
2020-10-22,13,5,0.0,5.4,3,35,02:09 PM,09:03 PM,07:02 AM,05:03 PM,8,8,10,8,29,58,87,1.0,1011,13,8,224,17,Lithuania
2020-10-23,12,9,0.0,3.7,3,42,02:53 PM,10:13 PM,07:04 AM,05:01 PM,10,9,11,9,26,69,93,2.5,1009,12,7,238,16,Lithuania
2020-10-24,12,8,0.0,3.6,2,49,03:24 PM,11:28 PM,07:06 AM,04:59 PM,8,7,9,7,21,98,93,5.6,1008,12,5,234,13,Lithuania
2020-10-25,12,6,0.0,7.0,2,56,03:46 PM,No moonset,07:08 AM,04:57 PM,8,8,9,8,16,65,92,0.1,1015,12,6,223,10,Lithuania
2020-10-26,12,8,0.0,5.3,3,64,04:02 PM,12:43 AM,07:10 AM,04:54 PM,8,8,10,8,29,61,88,0.0,1014,12,10,157,17,Lithuania
2020-10-27,13,8,0.0,3.5,3,71,04:16 PM,01:57 AM,07:12 AM,04:52 PM,10,9,11,9,27,86,90,0.0,1013,13,10,171,17,Lithuania
2020-10-28,13,10,0.0,5.2,3,78,04:28 PM,03:09 AM,07:14 AM,04:50 PM,9,10,11,10,17,57,89,0.0,1015,13,8,195,10,Lithuania
2020-10-29,12,9,0.0,5.2,3,85,04:39 PM,04:20 AM,07:16 AM,04:48 PM,8,10,11,10,15,67,85,0.3,1013,12,10,210,10,Lithuania
2020-10-30,8,4,0.0,5.2,2,93,04:51 PM,05:31 AM,07:18 AM,04:46 PM,6,6,7,6,12,76,92,2.1,1013,8,7,227,8,Lithuania
2020-10-31,9,5,0.0,3.5,2,97,05:04 PM,06:41 AM,07:20 AM,04:44 PM,7,6,7,6,12,83,95,3.8,1020,9,4,200,8,Lithuania
2020-11-01,9,1,0.0,8.7,2,89,05:19 PM,07:53 AM,07:22 AM,04:42 PM,5,5,6,5,11,43,90,0.0,1023,9,6,82,7,Lithuania
2020-11-02,8,3,0.0,3.4,2,81,05:37 PM,09:06 AM,07:24 AM,04:40 PM,5,3,6,3,20,76,90,0.2,1016,8,7,164,13,Lithuania
2020-11-03,10,4,0.0,3.4,2,74,06:01 PM,10:17 AM,07:26 AM,04:37 PM,8,6,8,6,20,97,94,1.2,1018,10,6,211,12,Lithuania
2020-11-04,9,5,0.0,3.4,2,66,06:34 PM,11:26 AM,07:28 AM,04:36 PM,5,6,7,6,11,74,89,1.1,1025,9,9,244,7,Lithuania
2020-11-05,7,4,0.0,3.4,2,58,07:20 PM,12:27 PM,07:30 AM,04:34 PM,4,3,6,3,26,78,87,0.2,1027,7,10,252,17,Lithuania
2020-11-06,11,1,0.0,5.2,3,51,08:18 PM,01:19 PM,07:32 AM,04:32 PM,8,7,9,7,30,88,89,0.5,1024,11,9,280,20,Lithuania
2020-11-07,10,5,0.0,5.1,2,43,09:29 PM,01:59 PM,07:34 AM,04:30 PM,8,7,9,7,21,78,93,0.0,1028,10,9,266,14,Lithuania
2020-11-08,9,6,0.0,3.3,2,36,10:48 PM,02:28 PM,07:36 AM,04:28 PM,7,7,8,7,17,80,89,0.1,1024,9,10,279,11,Lithuania
2020-11-09,7,3,0.0,8.7,2,28,No moonrise,02:52 PM,07:38 AM,04:26 PM,3,4,5,4,9,24,87,0.0,1029,7,7,330,6,Lithuania
2020-11-10,7,0,0.0,5.1,1,21,12:12 AM,03:10 PM,07:40 AM,04:24 PM,3,3,4,3,8,42,89,0.0,1033,7,10,240,5,Lithuania
2020-11-11,5,2,0.0,8.7,2,13,01:39 AM,03:26 PM,07:42 AM,04:23 PM,2,2,3,2,11,17,89,0.0,1033,5,10,141,6,Lithuania
2020-11-12,4,2,0.0,3.3,1,6,03:08 AM,03:41 PM,07:44 AM,04:21 PM,1,-1,2,-1,17,69,89,0.0,1029,4,10,149,10,Lithuania
2020-11-13,4,2,0.0,3.3,1,0,04:38 AM,03:56 PM,07:46 AM,04:19 PM,2,0,3,0,18,93,87,0.1,1026,4,10,146,12,Lithuania
2020-11-14,6,4,0.0,3.3,2,0,06:11 AM,04:14 PM,07:48 AM,04:18 PM,4,3,5,3,11,90,93,5.3,1022,6,7,161,7,Lithuania
2020-11-15,6,3,0.0,3.2,1,0,07:47 AM,04:36 PM,07:50 AM,04:16 PM,4,2,5,2,16,92,92,0.0,1022,6,7,141,10,Lithuania
2020-11-16,5,-1,0.0,3.2,1,2,09:20 AM,05:07 PM,07:52 AM,04:14 PM,3,1,4,1,30,100,86,1.1,1021,5,8,152,20,Lithuania
2020-11-17,6,-1,0.0,3.2,2,9,10:46 AM,05:48 PM,07:54 AM,04:13 PM,4,1,5,1,25,96,91,1.2,1024,6,7,171,16,Lithuania
2020-11-18,8,0,0.0,3.2,2,17,11:57 AM,06:44 PM,07:56 AM,04:11 PM,6,4,7,4,26,100,93,2.3,1025,8,7,204,17,Lithuania
2020-11-19,8,4,0.0,6.9,2,24,12:50 PM,07:54 PM,07:58 AM,04:10 PM,5,4,7,4,36,78,84,0.1,1014,8,10,207,24,Lithuania
2020-11-20,4,1,0.3,8.1,1,32,01:27 PM,09:10 PM,08:00 AM,04:09 PM,-2,-2,3,-2,35,49,70,1.1,1016,4,7,266,22,Lithuania
2020-11-21,2,-4,0.0,8.1,1,39,01:52 PM,10:27 PM,08:01 AM,04:07 PM,-2,-3,1,-3,20,33,84,0.0,1027,2,10,254,12,Lithuania
2020-11-22,5,-4,0.5,3.0,1,47,02:11 PM,11:44 PM,08:03 AM,04:06 PM,1,-2,2,-2,34,99,91,7.0,1016,5,7,229,22,Lithuania
2020-11-23,5,-1,0.0,3.0,1,54,02:25 PM,No moonset,08:05 AM,04:05 PM,2,-1,3,-1,35,90,87,3.7,1012,5,7,251,22,Lithuania
2020-11-24,5,-1,0.0,6.8,1,62,02:37 PM,12:57 AM,08:07 AM,04:04 PM,2,-0,4,-0,27,58,85,0.8,1017,5,8,280,16,Lithuania
2020-11-25,6,4,0.0,3.0,2,70,02:49 PM,02:08 AM,08:08 AM,04:03 PM,3,2,5,2,22,98,90,0.5,1019,6,8,254,14,Lithuania
2020-11-26,2,-1,0.0,6.8,1,77,03:00 PM,03:19 AM,08:10 AM,04:02 PM,-1,-2,2,-2,19,72,85,0.0,1017,2,10,224,12,Lithuania
2020-11-27,4,-1,0.1,3.0,1,85,03:12 PM,04:29 AM,08:12 AM,04:01 PM,1,-1,3,-1,24,97,88,1.6,1012,4,9,283,17,Lithuania
2020-11-28,1,-5,2.0,2.9,1,92,03:26 PM,05:41 AM,08:14 AM,04:00 PM,-1,-4,-0,-4,18,98,92,2.4,1018,1,5,173,12,Lithuania
2020-11-29,0,-1,0.4,2.8,1,100,03:43 PM,06:53 AM,08:15 AM,03:59 PM,-2,-4,-0,-4,16,96,90,1.1,1021,0,6,58,11,Lithuania
2020-11-30,-1,-6,1.3,2.8,1,100,04:05 PM,08:06 AM,08:17 AM,03:58 PM,-2,-4,-2,-4,10,99,94,1.7,1022,-1,6,255,7,Lithuania
2020-12-01,-2,-5,0.0,2.8,1,89,04:35 PM,09:18 AM,08:18 AM,03:57 PM,-4,-7,-3,-7,17,67,92,0.1,1026,-2,8,182,11,Lithuania
2020-12-02,-2,-7,0.0,7.4,1,82,05:17 PM,10:22 AM,08:20 AM,03:56 PM,-5,-7,-4,-7,14,35,89,0.0,1030,-2,9,123,9,Lithuania
2020-12-03,-1,-7,0.0,2.8,1,75,06:11 PM,11:18 AM,08:21 AM,03:56 PM,-4,-7,-3,-7,23,97,89,0.1,1021,-1,8,145,15,Lithuania
2020-12-04,3,-6,0.0,2.7,1,67,07:18 PM,12:01 PM,08:23 AM,03:55 PM,0,-4,1,-4,41,99,87,0.0,1016,3,10,153,26,Lithuania
2020-12-05,5,-2,0.0,2.7,1,60,08:34 PM,12:33 PM,08:24 AM,03:54 PM,3,-0,4,-0,41,91,88,0.0,1018,5,10,153,25,Lithuania
2020-12-06,2,-1,0.0,4.7,1,53,09:55 PM,12:58 PM,08:26 AM,03:54 PM,-2,-4,2,-4,39,54,77,0.0,1026,2,10,149,25,Lithuania
2020-12-07,-2,-3,0.0,7.3,2,46,11:19 PM,01:17 PM,08:27 AM,03:53 PM,-10,-9,-2,-9,40,0,56,0.0,1027,-2,10,137,26,Lithuania
2020-12-08,-3,-5,0.0,7.3,2,38,No moonrise,01:33 PM,08:28 AM,03:53 PM,-9,-11,-4,-11,35,15,70,0.0,1027,-3,10,132,23,Lithuania
2020-12-09,-4,-6,0.0,4.7,1,31,12:43 AM,01:47 PM,08:29 AM,03:53 PM,-9,-11,-5,-11,27,52,70,0.0,1026,-4,10,130,18,Lithuania
2020-12-10,-3,-10,0.3,4.7,1,24,02:10 AM,02:02 PM,08:31 AM,03:53 PM,-7,-10,-4,-10,27,79,78,0.3,1021,-3,10,119,18,Lithuania
2020-12-11,3,-7,0.0,2.7,1,17,03:39 AM,02:17 PM,08:32 AM,03:52 PM,-0,-4,0,-4,30,100,91,2.5,1015,3,8,130,19,Lithuania
2020-12-12,-2,-5,0.0,2.7,1,9,05:10 AM,02:36 PM,08:33 AM,03:52 PM,-4,-7,-1,-7,28,96,82,0.1,1016,-2,10,132,20,Lithuania
2020-12-13,-0,-7,0.0,2.7,1,2,06:43 AM,03:01 PM,08:34 AM,03:52 PM,-3,-6,-2,-6,19,100,87,0.1,1017,-0,10,119,13,Lithuania
2020-12-14,1,-6,0.0,2.7,1,0,08:13 AM,03:36 PM,08:35 AM,03:52 PM,0,-2,0,-2,11,100,98,1.2,1018,1,2,190,6,Lithuania
2020-12-15,0,-1,0.0,2.7,1,0,09:34 AM,04:24 PM,08:36 AM,03:52 PM,-1,-3,-0,-3,12,85,94,0.0,1023,0,6,182,8,Lithuania
2020-12-16,1,-4,0.0,2.7,1,5,10:37 AM,05:29 PM,08:37 AM,03:52 PM,-1,-4,-0,-4,25,98,92,0.1,1020,1,9,201,16,Lithuania
2020-12-17,2,-4,0.0,2.7,1,12,11:23 AM,06:44 PM,08:37 AM,03:53 PM,1,-1,1,-1,15,94,97,0.0,1026,2,1,250,8,Lithuania
2020-12-18,2,-3,0.0,2.7,1,20,11:54 AM,08:04 PM,08:38 AM,03:53 PM,1,-3,1,-3,21,97,95,1.1,1024,2,6,209,13,Lithuania
2020-12-19,2,-4,0.0,2.7,1,27,12:15 PM,09:24 PM,08:39 AM,03:53 PM,1,-2,1,-2,14,99,97,0.1,1026,2,1,229,9,Lithuania
2020-12-20,2,-4,0.0,7.2,1,34,12:32 PM,10:40 PM,08:39 AM,03:54 PM,-1,-4,0,-4,20,47,91,0.0,1029,2,6,182,12,Lithuania
2020-12-21,1,-2,0.0,6.7,1,41,12:45 PM,11:53 PM,08:40 AM,03:54 PM,-2,-5,-0,-5,27,62,87,0.0,1029,1,10,182,17,Lithuania
2020-12-22,0,-7,0.7,2.7,1,49,12:57 PM,No moonset,08:40 AM,03:55 PM,-1,-5,-1,-5,32,98,89,2.6,1021,0,10,176,21,Lithuania
2020-12-23,4,-2,0.0,2.7,1,56,01:08 PM,01:05 AM,08:41 AM,03:55 PM,2,-1,3,-1,27,93,92,7.3,1010,4,9,229,17,Lithuania
2020-12-24,1,-4,0.6,2.7,1,63,01:20 PM,02:15 AM,08:41 AM,03:56 PM,-0,-3,-0,-3,17,89,96,3.1,1006,1,4,114,11,Lithuania
2020-12-25,2,-2,3.7,2.7,1,70,01:33 PM,03:27 AM,08:41 AM,03:57 PM,0,-4,0,-4,22,99,95,5.8,1002,2,6,298,14,Lithuania
2020-12-26,-0,-7,2.3,2.7,1,78,01:48 PM,04:38 AM,08:42 AM,03:57 PM,-2,-6,-1,-6,25,97,92,2.8,1010,-0,6,276,17,Lithuania
2020-12-27,-2,-4,0.1,7.2,2,85,02:08 PM,05:51 AM,08:42 AM,03:58 PM,-4,-7,-2,-7,26,49,88,0.4,1016,-2,9,195,16,Lithuania
2020-12-28,2,-6,0.0,2.7,1,92,02:35 PM,07:04 AM,08:42 AM,03:59 PM,-2,-6,-0,-6,44,86,81,1.6,1008,2,9,141,29,Lithuania
2020-12-29,5,-2,0.0,2.8,1,100,03:13 PM,08:12 AM,08:42 AM,04:00 PM,2,-1,3,-1,40,78,89,1.7,1001,5,9,151,25,Lithuania
2020-12-30,3,-1,0.0,4.8,1,100,04:03 PM,09:12 AM,08:42 AM,04:01 PM,0,-2,2,-2,29,56,87,0.3,1007,3,10,163,17,Lithuania
2020-12-31,3,-2,0.0,2.9,1,89,05:07 PM,10:00 AM,08:42 AM,04:02 PM,1,1,2,1,9,77,94,4.5,1009,3,7,180,6,Lithuania
2021-01-01,1,-1,0.0,2.9,1,79,06:22 PM,10:36 AM,08:41 AM,04:03 PM,-1,-3,-0,-3,15,74,93,0.0,1011,1,7,176,9,Lithuania
2021-01-02,1,-6,0.0,6.8,1,71,07:44 PM,11:04 AM,08:41 AM,04:04 PM,-2,-4,-1,-4,12,60,91,0.0,1016,1,6,218,7,Lithuania
2021-01-03,2,-4,0.0,2.9,1,64,09:07 PM,11:24 AM,08:41 AM,04:06 PM,0,-2,0,-2,13,94,96,0.0,1022,2,3,96,8,Lithuania
2021-01-04,2,-4,0.0,2.9,1,57,10:30 PM,11:41 AM,08:41 AM,04:07 PM,1,-3,1,-3,18,100,97,0.9,1019,2,6,76,11,Lithuania
2021-01-05,3,-5,0.0,2.9,1,50,11:55 PM,11:55 AM,08:40 AM,04:08 PM,1,-3,1,-3,24,100,93,4.9,1020,3,7,87,16,Lithuania
2021-01-06,-1,-3,0.6,2.9,1,42,No moonrise,12:09 PM,08:40 AM,04:10 PM,-3,-6,-1,-6,22,100,88,1.0,1016,-1,6,97,15,Lithuania
2021-01-07,2,-4,1.1,2.9,1,35,01:20 AM,12:23 PM,08:39 AM,04:11 PM,0,-2,1,-2,15,100,96,1.8,1011,2,5,130,10,Lithuania
2021-01-08,-1,-2,9.5,2.9,1,28,02:47 AM,12:40 PM,08:38 AM,04:13 PM,-2,-4,-1,-4,11,100,97,12.2,1009,-1,2,37,8,Lithuania
2021-01-09,-3,-6,2.9,2.9,1,20,04:16 AM,01:01 PM,08:38 AM,04:14 PM,-4,-6,-3,-6,9,99,97,3.5,1016,-3,3,336,6,Lithuania
2021-01-10,-8,-15,0.0,7.8,1,13,05:45 AM,01:30 PM,08:37 AM,04:16 PM,-10,-13,-10,-13,10,61,95,0.0,1022,-8,4,296,6,Lithuania
2021-01-11,-2,-12,0.1,2.9,1,6,07:09 AM,02:10 PM,08:36 AM,04:17 PM,-4,-8,-4,-8,20,98,94,0.5,1019,-2,5,216,13,Lithuania
2021-01-12,-2,-7,0.1,4.9,1,0,08:19 AM,03:07 PM,08:35 AM,04:19 PM,-5,-10,-3,-10,31,80,89,0.2,1010,-2,10,183,21,Lithuania
2021-01-13,-2,-6,3.9,3.0,1,0,09:13 AM,04:17 PM,08:34 AM,04:21 PM,-3,-8,-3,-8,23,100,95,5.2,1005,-2,4,141,16,Lithuania
2021-01-14,-7,-12,0.2,3.0,1,1,09:51 AM,05:37 PM,08:33 AM,04:22 PM,-8,-13,-7,-13,19,92,92,0.6,1011,-7,7,81,13,Lithuania
2021-01-15,-15,-20,0.0,3.0,1,8,10:17 AM,06:58 PM,08:32 AM,04:24 PM,-16,-22,-15,-22,19,95,93,0.1,1015,-15,6,347,12,Lithuania
2021-01-16,-14,-21,0.1,3.0,1,16,10:36 AM,08:17 PM,08:31 AM,04:26 PM,-17,-22,-16,-22,14,81,91,0.3,1017,-14,9,188,9,Lithuania
2021-01-17,-14,-19,0.0,4.9,1,23,10:51 AM,09:34 PM,08:30 AM,04:28 PM,-18,-21,-17,-21,9,69,90,0.0,1022,-14,9,280,6,Lithuania
2021-01-18,-12,-16,0.0,3.0,1,30,11:04 AM,10:47 PM,08:29 AM,04:29 PM,-16,-17,-14,-17,8,72,88,0.0,1022,-12,10,271,5,Lithuania
2021-01-19,-13,-16,0.0,8.0,1,38,11:15 AM,11:59 PM,08:28 AM,04:31 PM,-17,-21,-15,-21,19,34,83,0.0,1018,-13,10,171,12,Lithuania
2021-01-20,-5,-15,1.4,3.0,1,45,11:26 AM,No moonset,08:27 AM,04:33 PM,-11,-17,-10,-17,33,82,89,1.6,1012,-5,8,162,21,Lithuania
2021-01-21,1,-10,0.0,3.0,1,52,11:39 AM,01:10 AM,08:25 AM,04:35 PM,-0,-5,-0,-5,27,91,95,5.5,1006,1,9,197,17,Lithuania
2021-01-22,1,-3,0.0,6.8,1,59,11:53 AM,02:21 AM,08:24 AM,04:37 PM,-1,-5,-0,-5,26,78,95,0.0,1003,1,10,180,16,Lithuania
2021-01-23,2,-4,0.0,3.1,1,67,12:10 PM,03:34 AM,08:22 AM,04:39 PM,1,-2,1,-2,21,99,98,0.0,1001,2,5,164,13,Lithuania
2021-01-24,1,-3,0.0,3.1,1,74,12:34 PM,04:46 AM,08:21 AM,04:41 PM,1,-3,1,-3,25,91,94,4.5,998,1,9,155,15,Lithuania
2021-01-25,2,-4,0.4,3.1,1,81,01:07 PM,05:57 AM,08:19 AM,04:43 PM,1,-2,1,-2,18,100,97,2.5,997,2,6,130,12,Lithuania
2021-01-26,1,-6,8.5,3.1,1,88,01:52 PM,07:00 AM,08:18 AM,04:45 PM,0,-5,-0,-5,29,100,98,44.5,991,1,3,253,19,Lithuania
2021-01-27,-0,-4,12.8,3.1,1,96,02:51 PM,07:54 AM,08:16 AM,04:47 PM,-2,-7,-2,-7,26,98,95,15.2,1004,-0,2,276,18,Lithuania
2021-01-28,-5,-8,0.1,6.8,1,100,04:04 PM,08:35 AM,08:15 AM,04:49 PM,-7,-9,-6,-9,12,61,95,0.2,1005,-5,4,250,6,Lithuania
2021-01-29,-4,-8,1.9,3.1,1,90,05:25 PM,09:06 AM,08:13 AM,04:51 PM,-6,-10,-6,-10,14,91,95,2.3,994,-4,6,236,9,Lithuania
2021-01-30,-3,-5,0.6,3.2,1,82,06:50 PM,09:29 AM,08:11 AM,04:53 PM,-5,-9,-4,-9,18,97,92,0.9,992,-3,6,269,13,Lithuania
2021-01-31,-3,-7,0.1,3.2,1,79,08:16 PM,09:47 AM,08:10 AM,04:55 PM,-6,-10,-5,-10,24,96,92,0.3,998,-3,9,259,16,Lithuania
2021-02-01,-6,-9,0.1,3.2,1,63,09:42 PM,10:02 AM,08:08 AM,04:57 PM,-9,-13,-7,-13,20,77,92,0.2,1006,-6,8,207,13,Lithuania
2021-02-02,-3,-9,0.9,3.2,1,55,11:08 PM,10:16 AM,08:06 AM,04:59 PM,-9,-12,-6,-12,27,98,83,1.0,1010,-3,8,166,17,Lithuania
2021-02-03,0,-6,2.4,3.4,1,48,No moonrise,10:30 AM,08:04 AM,05:01 PM,-2,-4,-2,-4,12,98,97,3.4,1005,0,2,188,8,Lithuania
2021-02-04,-6,-11,0.3,5.2,1,40,12:34 AM,10:46 AM,08:03 AM,05:04 PM,-9,-13,-7,-13,20,77,90,0.5,1009,-6,7,164,13,Lithuania
2021-02-05,-6,-12,0.2,3.4,1,33,02:02 AM,11:05 AM,08:01 AM,05:06 PM,-10,-15,-9,-15,19,81,94,0.4,1019,-6,7,293,12,Lithuania
