date_time,Estonia_maxtempC,Estonia_mintempC,Estonia_totalSnow_cm,Estonia_sunHour,Estonia_uvIndex,Estonia_moon_illumination,Estonia_moonrise,Estonia_moonset,Estonia_sunrise,Estonia_sunset,Estonia_DewPointC,Estonia_FeelsLikeC,Estonia_HeatIndexC,Estonia_WindChillC,Estonia_WindGustKmph,Estonia_cloudcover,Estonia_humidity,Estonia_precipMM,Estonia_pressure,Estonia_tempC,Estonia_visibility,Estonia_winddirDegree,Estonia_windspeedKmph,Estonia_location
2021-01-01,1,-5,0.0,1.5,1,79,05:52 PM,11:13 AM,09:18 AM,03:32 PM,-1,-3,-0,-3,16,75,95,0.0,1013,1,5,154,9,Estonia
2021-01-02,1,-7,1.8,1.5,1,71,07:22 PM,11:32 AM,09:18 AM,03:33 PM,-1,-3,-0,-3,16,95,92,2.1,1015,1,6,169,10,Estonia
2021-01-03,-0,-6,3.1,1.5,1,64,08:53 PM,11:45 AM,09:17 AM,03:35 PM,-2,-5,-1,-5,15,100,92,3.7,1020,-0,5,289,10,Estonia
2021-01-04,-0,-9,0.8,3.7,1,57,10:24 PM,11:54 AM,09:17 AM,03:36 PM,-2,-6,-2,-6,17,88,91,0.9,1026,-0,8,51,10,Estonia
2021-01-05,-3,-6,0.0,5.8,1,50,11:56 PM,12:02 PM,09:16 AM,03:38 PM,-5,-8,-3,-8,23,50,90,0.0,1029,-3,10,80,14,Estonia
2021-01-06,-2,-9,0.0,1.6,1,42,No moonrise,12:08 PM,09:15 AM,03:40 PM,-5,-8,-4,-8,21,86,88,0.0,1024,-2,10,89,14,Estonia
2021-01-07,-4,-8,0.6,1.6,1,35,01:29 AM,12:16 PM,09:14 AM,03:42 PM,-6,-10,-5,-10,22,97,90,0.7,1017,-4,7,94,15,Estonia
2021-01-08,-5,-7,0.0,1.6,1,28,03:04 AM,12:25 PM,09:13 AM,03:43 PM,-7,-11,-6,-11,20,66,91,0.1,1017,-5,10,88,13,Estonia
2021-01-09,-6,-9,0.2,1.6,1,20,04:42 AM,12:38 PM,09:12 AM,03:45 PM,-8,-11,-7,-11,15,60,91,0.2,1022,-6,10,96,9,Estonia
2021-01-10,-7,-11,0.0,5.8,1,13,06:21 AM,12:58 PM,09:11 AM,03:47 PM,-9,-13,-8,-13,20,53,91,0.1,1019,-7,10,177,12,Estonia
2021-01-11,-2,-11,0.3,3.7,1,6,07:53 AM,01:30 PM,09:10 AM,03:49 PM,-5,-8,-4,-8,27,82,89,0.5,1011,-2,8,180,17,Estonia
2021-01-12,-1,-5,2.8,1.6,1,0,09:08 AM,02:23 PM,09:09 AM,03:51 PM,-2,-8,-1,-8,38,100,91,4.9,1003,-1,2,154,26,Estonia
2021-01-13,-3,-10,3.1,1.6,1,0,09:58 AM,03:39 PM,09:07 AM,03:53 PM,-7,-12,-5,-12,32,100,90,3.9,1010,-3,4,108,23,Estonia
2021-01-14,-7,-10,1.1,1.6,1,1,10:27 AM,05:06 PM,09:06 AM,03:55 PM,-10,-16,-9,-16,27,97,91,1.3,1020,-7,5,59,18,Estonia
2021-01-15,-9,-14,1.4,1.6,1,8,10:45 AM,06:36 PM,09:04 AM,03:57 PM,-11,-16,-10,-16,23,100,90,1.6,1019,-9,5,20,16,Estonia
2021-01-16,-9,-15,0.8,1.7,1,16,10:56 AM,08:04 PM,09:03 AM,04:00 PM,-11,-14,-10,-14,15,75,89,1.0,1020,-9,7,89,9,Estonia
2021-01-17,-4,-16,0.6,1.8,1,23,11:05 AM,09:28 PM,09:01 AM,04:02 PM,-8,-11,-8,-11,12,81,92,0.7,1019,-4,7,276,7,Estonia
2021-01-18,-3,-10,1.5,2.6,1,30,11:11 AM,10:47 PM,09:00 AM,04:04 PM,-5,-10,-5,-10,23,81,93,1.9,1016,-3,6,214,15,Estonia
2021-01-19,-6,-10,0.0,4.8,1,38,11:17 AM,No moonset,08:58 AM,04:06 PM,-8,-13,-7,-13,24,62,93,0.0,1013,-6,10,181,14,Estonia
2021-01-20,-8,-12,1.6,4.8,1,45,11:22 AM,12:05 AM,08:56 AM,04:09 PM,-11,-17,-10,-17,31,61,87,1.9,1007,-8,9,153,21,Estonia
2021-01-21,3,-12,3.1,2.8,1,52,11:28 AM,01:23 AM,08:54 AM,04:11 PM,-2,-7,-2,-7,29,100,96,13.5,998,3,5,171,19,Estonia
2021-01-22,2,-2,0.0,2.9,1,59,11:36 AM,02:41 AM,08:52 AM,04:13 PM,1,-3,1,-3,31,98,93,2.6,995,2,8,182,20,Estonia
2021-01-23,2,-4,0.3,2.9,1,67,11:47 AM,04:01 AM,08:50 AM,04:16 PM,0,-3,1,-3,27,96,94,0.8,998,2,9,187,18,Estonia
2021-01-24,3,-0,0.2,2.9,1,74,12:03 PM,05:21 AM,08:49 AM,04:18 PM,1,-2,2,-2,21,99,96,3.9,996,3,6,150,13,Estonia
2021-01-25,2,-2,0.7,2.9,1,81,12:28 PM,06:39 AM,08:47 AM,04:21 PM,1,-2,1,-2,22,100,95,5.7,996,2,8,163,14,Estonia
2021-01-26,2,-5,0.3,2.9,1,88,01:10 PM,07:47 AM,08:44 AM,04:23 PM,0,-3,0,-3,20,96,96,6.6,998,2,7,89,12,Estonia
2021-01-27,1,-2,4.9,2.9,1,96,02:11 PM,08:39 AM,08:42 AM,04:26 PM,1,-1,1,-1,11,100,98,5.8,998,1,3,133,7,Estonia
2021-01-28,-2,-5,1.1,3.0,1,100,03:30 PM,09:15 AM,08:40 AM,04:28 PM,-4,-5,-2,-5,14,100,85,1.5,1003,-2,8,225,9,Estonia
2021-01-29,-2,-3,4.2,3.0,1,90,05:00 PM,09:38 AM,08:38 AM,04:31 PM,-4,-7,-3,-7,19,100,92,4.9,994,-2,4,89,14,Estonia
2021-01-30,-4,-9,7.9,3.0,1,82,06:34 PM,09:52 AM,08:36 AM,04:33 PM,-5,-9,-4,-9,17,100,94,9.3,985,-4,2,291,12,Estonia
2021-01-31,-5,-6,2.6,3.0,1,79,08:08 PM,10:02 AM,08:34 AM,04:36 PM,-6,-10,-6,-10,15,100,93,3.1,990,-5,3,298,10,Estonia
2021-02-01,-3,-8,2.4,3.0,1,63,09:42 PM,10:10 AM,08:31 AM,04:38 PM,-6,-9,-5,-9,18,90,90,3.2,999,-3,5,238,11,Estonia
2021-02-02,-1,-7,1.9,3.0,1,55,11:15 PM,10:17 AM,08:29 AM,04:41 PM,-5,-8,-3,-8,25,94,89,3.1,1006,-1,7,178,16,Estonia
2021-02-03,-4,-6,3.3,3.1,1,48,No moonrise,10:25 AM,08:27 AM,04:44 PM,-6,-10,-5,-10,16,98,92,3.9,1005,-4,4,81,11,Estonia
2021-02-04,-7,-9,1.1,3.1,1,40,12:49 AM,10:33 AM,08:24 AM,04:46 PM,-9,-14,-8,-14,25,97,88,1.4,1011,-7,5,176,17,Estonia
2021-02-05,-9,-11,0.3,3.1,1,33,02:25 AM,10:44 AM,08:22 AM,04:49 PM,-11,-17,-10,-17,25,100,87,0.6,1018,-9,8,207,16,Estonia
2021-02-06,-8,-13,0.9,3.1,1,25,04:02 AM,11:01 AM,08:20 AM,04:51 PM,-11,-16,-10,-16,24,99,88,1.2,1023,-8,6,95,15,Estonia
2021-02-07,-7,-14,0.4,5.0,1,18,05:36 AM,11:27 AM,08:17 AM,04:54 PM,-9,-13,-9,-13,19,82,88,0.7,1022,-7,8,284,12,Estonia
