date_time,Kosovo_maxtempC,Kosovo_mintempC,Kosovo_totalSnow_cm,Kosovo_sunHour,Kosovo_uvIndex,Kosovo_moon_illumination,Kosovo_moonrise,Kosovo_moonset,Kosovo_sunrise,Kosovo_sunset,Kosovo_DewPointC,Kosovo_FeelsLikeC,Kosovo_HeatIndexC,Kosovo_WindChillC,Kosovo_WindGustKmph,Kosovo_cloudcover,Kosovo_humidity,Kosovo_precipMM,Kosovo_pressure,Kosovo_tempC,Kosovo_visibility,Kosovo_winddirDegree,Kosovo_windspeedKmph,Kosovo_location
2021-01-20,-0,-9,0.0,8.7,2,45,10:55 AM,No moonset,07:00 AM,04:33 PM,-6,-6,-4,-6,7,27,84,0.0,1027,-0,10,188,4,Kosovo
2021-01-21,2,-4,0.0,3.5,1,52,11:18 AM,12:10 AM,07:00 AM,04:35 PM,-3,-4,-1,-4,14,71,89,0.0,1024,2,9,145,7,Kosovo
2021-01-22,3,-4,0.0,3.7,1,59,11:42 AM,01:11 AM,06:59 AM,04:36 PM,0,-2,1,-2,20,78,94,0.4,1019,3,6,143,10,Kosovo
2021-01-23,5,1,0.0,3.7,1,67,12:10 PM,02:12 AM,06:58 AM,04:37 PM,2,-1,3,-1,23,73,95,3.7,1008,5,6,157,12,Kosovo
2021-01-24,5,-2,0.0,5.4,1,74,12:44 PM,03:14 AM,06:57 AM,04:38 PM,1,-1,3,-1,24,67,88,4.8,1004,5,10,172,13,Kosovo
2021-01-25,4,1,0.6,5.4,1,81,01:25 PM,04:15 AM,06:56 AM,04:40 PM,0,0,3,0,17,73,84,7.0,1002,4,6,198,10,Kosovo
2021-01-26,1,-5,28.3,3.7,1,88,02:13 PM,05:14 AM,06:56 AM,04:41 PM,-2,-4,-1,-4,13,95,94,37.4,1006,1,3,116,9,Kosovo
2021-01-27,-1,-7,4.5,3.7,1,96,03:11 PM,06:08 AM,06:55 AM,04:42 PM,-6,-9,-4,-9,22,85,87,5.3,1010,-1,6,303,14,Kosovo
2021-01-28,-2,-8,0.0,8.7,1,100,04:16 PM,06:56 AM,06:54 AM,04:44 PM,-8,-8,-5,-8,10,47,82,0.0,1016,-2,10,266,6,Kosovo
2021-01-29,5,-3,0.0,8.7,1,90,05:27 PM,07:37 AM,06:53 AM,04:45 PM,-3,-1,1,-1,12,60,72,0.6,1010,5,9,188,8,Kosovo
2021-01-30,4,-1,10.2,5.4,1,82,06:39 PM,08:11 AM,06:52 AM,04:46 PM,1,-0,2,-0,11,73,95,16.6,1003,4,6,217,7,Kosovo
2021-01-31,5,-1,0.0,7.0,1,79,07:52 PM,08:41 AM,06:51 AM,04:48 PM,1,0,3,0,17,74,88,6.5,1002,5,9,141,10,Kosovo
2021-02-01,8,3,0.0,3.7,2,63,09:05 PM,09:09 AM,06:50 AM,04:49 PM,4,4,5,4,7,79,91,12.4,1002,8,9,184,5,Kosovo
2021-02-02,9,3,0.0,8.7,2,55,10:17 PM,09:35 AM,06:49 AM,04:50 PM,4,6,6,6,5,57,87,0.0,1012,9,10,130,3,Kosovo
2021-02-03,11,3,0.0,8.7,2,48,11:31 PM,10:01 AM,06:48 AM,04:52 PM,4,6,7,6,7,20,86,0.0,1018,11,9,224,4,Kosovo
2021-02-04,11,4,0.0,8.7,3,40,No moonrise,10:29 AM,06:46 AM,04:53 PM,4,7,7,7,5,17,84,0.0,1020,11,10,247,3,Kosovo
2021-02-05,11,5,0.0,7.1,2,33,12:45 AM,11:00 AM,06:45 AM,04:54 PM,4,7,7,7,5,44,80,0.0,1020,11,10,168,3,Kosovo
2021-02-06,13,5,0.0,7.1,2,25,01:59 AM,11:38 AM,06:44 AM,04:56 PM,3,8,8,8,8,29,71,0.0,1016,13,10,201,5,Kosovo
2021-02-07,12,6,0.0,8.7,3,18,03:12 AM,12:23 PM,06:43 AM,04:57 PM,3,7,8,7,13,17,70,0.0,1010,12,10,151,8,Kosovo
