date_time,Indonesia_maxtempC,Indonesia_mintempC,Indonesia_totalSnow_cm,Indonesia_sunHour,Indonesia_uvIndex,Indonesia_moon_illumination,Indonesia_moonrise,Indonesia_moonset,Indonesia_sunrise,Indonesia_sunset,Indonesia_DewPointC,Indonesia_FeelsLikeC,Indonesia_HeatIndexC,Indonesia_WindChillC,Indonesia_WindGustKmph,Indonesia_cloudcover,Indonesia_humidity,Indonesia_precipMM,Indonesia_pressure,Indonesia_tempC,Indonesia_visibility,Indonesia_winddirDegree,Indonesia_windspeedKmph,Indonesia_location
2020-09-07,33,28,0.0,10.2,7,58,09:45 PM,09:11 AM,05:51 AM,05:52 PM,21,33,33,30,10,52,61,1.0,1010,33,10,84,8,Indonesia
2020-09-08,32,27,0.0,8.8,7,50,10:30 PM,09:52 AM,05:50 AM,05:52 PM,21,32,32,29,12,52,62,3.0,1011,32,10,69,10,Indonesia
2020-09-09,34,27,0.0,10.2,7,43,11:19 PM,10:35 AM,05:50 AM,05:52 PM,22,33,33,30,9,59,62,8.3,1010,34,10,165,7,Indonesia
2020-09-10,33,28,0.0,10.2,7,35,No moonrise,11:22 AM,05:49 AM,05:52 PM,21,33,33,30,7,46,60,1.1,1008,33,10,126,6,Indonesia
2020-09-11,32,28,0.0,7.4,7,28,12:09 AM,12:12 PM,05:49 AM,05:52 PM,22,34,34,30,8,66,63,16.5,1009,32,9,178,5,Indonesia
2020-09-12,33,28,0.0,10.2,7,20,01:03 AM,01:05 PM,05:48 AM,05:51 PM,22,33,33,30,10,61,63,4.2,1011,33,10,195,8,Indonesia
2020-09-13,33,26,0.0,7.4,7,13,01:58 AM,02:02 PM,05:48 AM,05:51 PM,22,33,33,29,11,61,62,6.2,1011,33,9,109,9,Indonesia
2020-09-14,34,29,0.0,11.6,8,5,02:53 AM,02:59 PM,05:47 AM,05:51 PM,21,34,34,31,12,20,59,4.1,1010,34,10,124,10,Indonesia
2020-09-15,32,28,0.0,7.4,7,0,03:49 AM,03:58 PM,05:47 AM,05:51 PM,22,33,33,30,13,73,63,17.3,1010,32,8,162,8,Indonesia
2020-09-16,32,28,0.0,6.0,7,0,04:42 AM,04:55 PM,05:46 AM,05:51 PM,22,32,32,29,13,74,65,18.7,1011,32,8,69,9,Indonesia
2020-09-17,34,27,0.0,11.6,8,0,05:34 AM,05:52 PM,05:46 AM,05:50 PM,20,33,33,30,11,20,56,0.0,1010,34,10,104,9,Indonesia
2020-09-18,34,25,0.0,11.6,8,2,06:24 AM,06:48 PM,05:45 AM,05:50 PM,21,32,32,30,10,34,56,0.6,1009,34,10,70,8,Indonesia
2020-09-19,34,27,0.0,11.6,8,10,07:14 AM,07:44 PM,05:45 AM,05:50 PM,20,33,33,31,14,28,54,0.1,1009,34,10,82,12,Indonesia
2020-09-20,33,28,0.0,10.2,7,17,08:05 AM,08:40 PM,05:44 AM,05:50 PM,21,32,32,30,15,46,58,1.0,1010,33,10,65,13,Indonesia
2020-09-21,34,29,0.0,10.2,7,25,08:56 AM,09:38 PM,05:44 AM,05:50 PM,21,34,34,31,11,51,58,4.3,1010,34,10,65,9,Indonesia
2020-09-22,32,28,0.0,7.4,7,32,09:50 AM,10:37 PM,05:43 AM,05:50 PM,21,33,33,30,13,72,61,8.7,1010,32,9,307,10,Indonesia
2020-09-23,34,27,0.0,8.8,7,40,10:46 AM,11:36 PM,05:43 AM,05:49 PM,21,33,33,30,14,58,60,3.2,1010,34,10,86,11,Indonesia
2020-09-24,34,29,0.0,10.2,7,47,11:42 AM,No moonset,05:42 AM,05:49 PM,23,36,36,31,9,42,61,3.2,1011,34,10,190,7,Indonesia
2020-09-25,35,30,0.0,10.2,7,55,12:38 PM,12:33 AM,05:42 AM,05:49 PM,23,37,37,32,9,45,59,3.3,1010,35,10,193,7,Indonesia
2020-09-26,33,26,0.0,7.4,7,62,01:34 PM,01:29 AM,05:41 AM,05:49 PM,22,34,34,30,11,42,58,7.8,1010,33,10,214,8,Indonesia
2020-09-27,33,28,0.0,10.2,7,70,02:26 PM,02:20 AM,05:41 AM,05:49 PM,21,33,33,30,11,59,61,14.6,1011,33,9,286,7,Indonesia
2020-09-28,33,28,0.0,8.8,7,78,03:16 PM,03:08 AM,05:40 AM,05:49 PM,21,33,33,30,8,60,61,8.4,1011,33,9,189,7,Indonesia
2020-09-29,33,27,0.0,10.2,7,85,04:03 PM,03:53 AM,05:40 AM,05:48 PM,21,33,33,30,9,58,61,0.6,1010,33,10,96,7,Indonesia
2020-09-30,34,27,0.0,10.2,7,93,04:48 PM,04:34 AM,05:39 AM,05:48 PM,21,33,33,30,11,50,61,1.9,1009,34,10,101,10,Indonesia
2020-10-01,32,28,0.0,11.6,7,97,05:32 PM,05:15 AM,05:39 AM,05:48 PM,22,34,34,30,12,45,62,5.2,1009,32,10,88,9,Indonesia
2020-10-02,35,25,0.0,8.8,7,100,06:15 PM,05:53 AM,05:38 AM,05:48 PM,22,33,33,30,8,43,61,17.2,1009,35,9,154,6,Indonesia
2020-10-03,34,28,0.0,7.4,7,89,06:58 PM,06:31 AM,05:38 AM,05:48 PM,21,34,34,31,10,58,58,4.2,1010,34,10,147,8,Indonesia
2020-10-04,34,29,0.0,10.2,7,82,07:42 PM,07:10 AM,05:37 AM,05:48 PM,22,34,34,31,7,46,59,3.7,1010,34,10,161,6,Indonesia
2020-10-05,33,27,0.0,6.1,7,74,08:27 PM,07:50 AM,05:37 AM,05:48 PM,21,33,33,30,9,72,62,24.0,1010,33,8,248,6,Indonesia
2020-10-06,33,27,0.0,10.2,7,67,09:14 PM,08:32 AM,05:36 AM,05:47 PM,21,32,32,30,12,36,62,1.1,1010,33,10,136,10,Indonesia
2020-10-07,33,28,0.0,10.2,7,60,10:03 PM,09:17 AM,05:36 AM,05:47 PM,22,34,34,30,8,45,61,0.7,1008,33,10,195,7,Indonesia
2020-10-08,34,28,0.0,8.8,7,53,10:55 PM,10:05 AM,05:35 AM,05:47 PM,22,34,34,30,11,68,61,3.1,1009,34,10,233,8,Indonesia
2020-10-09,32,28,0.0,8.8,7,45,11:48 PM,10:56 AM,05:35 AM,05:47 PM,22,33,33,30,11,71,63,13.0,1009,32,9,286,8,Indonesia
2020-10-10,31,28,0.0,6.1,6,38,No moonrise,11:50 AM,05:34 AM,05:47 PM,22,33,33,29,12,71,65,27.0,1009,31,8,208,7,Indonesia
2020-10-11,31,28,0.0,8.8,6,31,12:41 AM,12:45 PM,05:34 AM,05:47 PM,23,32,32,29,13,61,70,9.5,1008,31,9,269,9,Indonesia
2020-10-12,33,29,0.0,10.2,7,23,01:36 AM,01:42 PM,05:34 AM,05:47 PM,22,34,34,30,11,44,62,16.7,1008,33,9,243,8,Indonesia
2020-10-13,33,28,0.0,11.6,7,16,02:28 AM,02:38 PM,05:33 AM,05:47 PM,22,34,34,30,8,60,60,7.2,1009,33,10,218,6,Indonesia
2020-10-14,33,28,0.0,6.1,7,9,03:19 AM,03:34 PM,05:33 AM,05:47 PM,23,34,34,30,11,78,63,17.4,1009,33,8,214,8,Indonesia
2020-10-15,33,29,0.0,8.8,7,2,04:09 AM,04:30 PM,05:32 AM,05:47 PM,22,34,34,30,13,56,63,3.3,1009,33,10,190,10,Indonesia
2020-10-16,32,28,0.0,6.1,7,0,04:59 AM,05:26 PM,05:32 AM,05:47 PM,22,33,33,30,9,66,62,3.5,1009,32,10,213,7,Indonesia
2020-10-17,32,29,0.0,7.5,7,0,05:50 AM,06:23 PM,05:32 AM,05:47 PM,22,34,34,30,9,55,62,3.1,1008,32,10,132,7,Indonesia
2020-10-18,33,26,0.0,6.1,7,5,06:42 AM,07:22 PM,05:31 AM,05:47 PM,21,33,33,30,11,71,60,5.6,1009,33,9,103,9,Indonesia
2020-10-19,32,26,0.0,10.2,7,13,07:37 AM,08:22 PM,05:31 AM,05:47 PM,22,33,33,30,10,45,61,16.8,1009,32,9,129,7,Indonesia
2020-10-20,34,28,0.0,11.6,7,20,08:33 AM,09:24 PM,05:30 AM,05:47 PM,22,34,34,30,10,39,62,15.1,1009,34,9,85,8,Indonesia
2020-10-21,34,23,0.0,10.2,7,27,09:32 AM,10:24 PM,05:30 AM,05:47 PM,22,32,32,29,15,61,65,32.5,1009,34,8,192,9,Indonesia
2020-10-22,33,28,0.0,10.2,7,35,10:31 AM,11:23 PM,05:30 AM,05:47 PM,22,33,33,30,20,55,61,12.6,1009,33,9,248,13,Indonesia
2020-10-23,34,28,0.0,6.1,7,42,11:28 AM,No moonset,05:30 AM,05:47 PM,22,33,33,30,19,69,62,12.8,1009,34,9,227,13,Indonesia
2020-10-24,33,26,0.0,11.6,7,49,12:22 PM,12:16 AM,05:29 AM,05:47 PM,22,33,33,30,11,45,62,5.6,1009,33,10,257,8,Indonesia
2020-10-25,32,28,0.0,10.2,7,56,01:14 PM,01:07 AM,05:29 AM,05:47 PM,22,33,33,30,12,64,65,19.6,1010,32,8,170,8,Indonesia
2020-10-26,33,27,0.0,6.1,7,64,02:02 PM,01:52 AM,05:29 AM,05:47 PM,22,33,33,30,11,73,66,19.1,1010,33,9,233,8,Indonesia
2020-10-27,33,26,0.0,8.8,7,71,02:47 PM,02:34 AM,05:28 AM,05:47 PM,21,32,32,29,10,57,62,4.4,1010,33,10,227,8,Indonesia
2020-10-28,33,26,0.0,8.8,7,78,03:31 PM,03:15 AM,05:28 AM,05:47 PM,22,33,33,29,11,62,65,9.3,1010,33,10,191,8,Indonesia
2020-10-29,33,29,0.0,10.2,7,85,04:13 PM,03:53 AM,05:28 AM,05:47 PM,22,34,34,30,12,59,62,6.2,1010,33,10,55,9,Indonesia
2020-10-30,32,29,0.0,10.2,7,93,04:56 PM,04:31 AM,05:28 AM,05:47 PM,22,34,34,30,15,46,61,12.3,1010,32,9,96,10,Indonesia
2020-10-31,33,28,0.0,11.6,7,97,05:40 PM,05:10 AM,05:27 AM,05:47 PM,22,34,34,30,10,57,60,5.0,1010,33,10,181,8,Indonesia
2020-11-01,32,25,0.0,8.9,6,89,06:24 PM,05:49 AM,05:27 AM,05:47 PM,22,31,31,28,14,57,70,10.3,1010,32,9,222,11,Indonesia
2020-11-02,33,28,0.0,7.5,7,81,07:11 PM,06:30 AM,05:27 AM,05:47 PM,21,33,33,30,15,70,60,4.4,1011,33,10,221,12,Indonesia
2020-11-03,35,28,0.0,10.2,7,74,08:00 PM,07:15 AM,05:27 AM,05:48 PM,21,34,34,31,10,34,58,0.2,1011,35,10,247,9,Indonesia
2020-11-04,33,28,0.0,7.5,7,66,08:50 PM,08:01 AM,05:27 AM,05:48 PM,22,34,34,30,8,64,62,4.7,1011,33,9,97,6,Indonesia
2020-11-05,34,28,0.0,6.1,7,58,09:43 PM,08:51 AM,05:27 AM,05:48 PM,22,34,34,30,11,73,64,22.3,1011,34,8,281,7,Indonesia
2020-11-06,33,28,0.0,11.6,7,51,10:35 PM,09:44 AM,05:27 AM,05:48 PM,22,34,34,30,9,47,63,6.9,1011,33,9,140,8,Indonesia
2020-11-07,33,28,0.0,10.2,7,43,11:28 PM,10:38 AM,05:26 AM,05:48 PM,22,34,34,30,10,40,63,1.7,1011,33,10,155,8,Indonesia
2020-11-08,33,29,0.0,7.5,7,36,No moonrise,11:33 AM,05:26 AM,05:49 PM,22,34,34,30,10,75,63,10.6,1010,33,9,143,7,Indonesia
2020-11-09,35,28,0.0,11.6,7,28,12:19 AM,12:27 PM,05:26 AM,05:49 PM,22,35,35,31,7,47,61,3.5,1010,35,10,239,5,Indonesia
2020-11-10,32,29,0.0,7.5,7,21,01:09 AM,01:21 PM,05:26 AM,05:49 PM,22,34,34,30,11,69,63,13.1,1010,32,9,117,7,Indonesia
2020-11-11,34,28,0.0,10.2,7,13,01:58 AM,02:14 PM,05:26 AM,05:49 PM,22,34,34,30,11,43,63,0.5,1010,34,10,126,9,Indonesia
2020-11-12,34,28,0.0,8.9,7,6,02:46 AM,03:09 PM,05:26 AM,05:50 PM,22,35,35,31,13,52,61,1.1,1010,34,10,140,11,Indonesia
2020-11-13,34,29,0.0,10.2,7,0,03:35 AM,04:04 PM,05:26 AM,05:50 PM,22,35,35,31,13,38,62,1.0,1009,34,10,59,11,Indonesia
2020-11-14,35,30,0.0,11.6,7,0,04:25 AM,05:02 PM,05:26 AM,05:50 PM,22,36,36,32,7,29,59,1.7,1009,35,10,244,6,Indonesia
2020-11-15,32,29,0.0,6.1,7,0,05:19 AM,06:01 PM,05:26 AM,05:50 PM,23,35,35,30,12,76,66,27.1,1009,32,8,70,8,Indonesia
2020-11-16,34,29,0.0,8.9,7,2,06:14 AM,07:04 PM,05:26 AM,05:51 PM,22,35,35,31,15,59,59,2.0,1009,34,10,71,12,Indonesia
2020-11-17,33,30,0.0,11.6,7,9,07:14 AM,08:07 PM,05:26 AM,05:51 PM,22,35,35,31,9,56,60,2.5,1008,33,10,255,7,Indonesia
2020-11-18,33,29,0.0,7.5,7,17,08:15 AM,09:09 PM,05:26 AM,05:51 PM,23,35,35,31,12,71,64,32.4,1008,33,7,286,7,Indonesia
2020-11-19,34,28,0.0,8.9,7,24,09:15 AM,10:07 PM,05:27 AM,05:52 PM,23,35,35,31,8,63,62,2.9,1008,34,10,132,7,Indonesia
2020-11-20,33,28,0.0,11.6,7,32,10:13 AM,11:00 PM,05:27 AM,05:52 PM,23,35,35,31,7,48,62,1.0,1008,33,10,200,6,Indonesia
2020-11-21,33,28,0.0,7.5,7,39,11:07 AM,11:49 PM,05:27 AM,05:52 PM,22,34,34,30,13,72,65,36.3,1008,33,8,154,7,Indonesia
2020-11-22,33,28,0.0,11.6,8,47,11:58 AM,No moonset,05:27 AM,05:53 PM,22,33,33,30,9,43,60,1.0,1008,33,10,166,7,Indonesia
2020-11-23,33,28,0.0,10.2,7,54,12:44 PM,12:33 AM,05:27 AM,05:53 PM,22,33,33,30,17,46,63,1.5,1009,33,10,247,14,Indonesia
2020-11-24,31,23,0.0,7.5,6,62,01:29 PM,01:14 AM,05:27 AM,05:54 PM,22,31,31,28,21,64,67,9.4,1010,31,9,224,15,Indonesia
2020-11-25,35,28,0.0,11.6,8,70,02:12 PM,01:53 AM,05:27 AM,05:54 PM,21,34,34,31,14,28,57,0.0,1008,35,10,211,11,Indonesia
2020-11-26,35,28,0.0,11.6,7,77,02:54 PM,02:31 AM,05:28 AM,05:54 PM,20,34,34,31,14,24,54,0.3,1008,35,10,207,11,Indonesia
2020-11-27,35,28,0.0,11.6,8,85,03:38 PM,03:09 AM,05:28 AM,05:55 PM,20,33,33,31,12,9,54,0.0,1009,35,10,204,11,Indonesia
2020-11-28,34,27,0.0,11.6,7,92,04:21 PM,03:48 AM,05:28 AM,05:55 PM,19,32,32,30,16,42,55,0.6,1009,34,10,234,13,Indonesia
2020-11-29,32,27,0.0,10.2,7,100,05:08 PM,04:28 AM,05:28 AM,05:56 PM,21,32,32,30,23,50,60,4.1,1009,32,10,241,18,Indonesia
2020-11-30,27,26,0.0,6.1,6,100,05:56 PM,05:12 AM,05:29 AM,05:56 PM,21,29,29,27,18,66,72,3.9,1009,27,10,246,13,Indonesia
2020-12-01,32,25,0.0,6.1,6,89,06:46 PM,05:58 AM,05:29 AM,05:57 PM,21,32,32,29,26,73,65,8.2,1009,32,9,246,18,Indonesia
2020-12-02,32,27,0.0,8.9,7,82,07:39 PM,06:48 AM,05:29 AM,05:57 PM,22,33,33,29,23,55,66,7.0,1008,32,9,251,16,Indonesia
2020-12-03,34,27,0.0,10.2,7,75,08:32 PM,07:40 AM,05:30 AM,05:57 PM,22,33,33,30,20,40,61,1.1,1009,34,10,261,15,Indonesia
2020-12-04,31,26,0.0,11.6,6,67,09:25 PM,08:34 AM,05:30 AM,05:58 PM,20,30,30,28,24,54,63,0.0,1009,31,10,233,18,Indonesia
2020-12-05,31,27,0.0,7.5,6,60,10:16 PM,09:28 AM,05:30 AM,05:58 PM,22,32,32,29,26,52,68,2.0,1008,31,10,252,20,Indonesia
2020-12-06,29,27,0.0,7.5,6,53,11:06 PM,10:22 AM,05:31 AM,05:59 PM,22,30,30,28,28,63,71,12.2,1008,29,9,269,20,Indonesia
2020-12-07,32,26,0.0,11.6,6,46,11:53 PM,11:15 AM,05:31 AM,05:59 PM,22,31,31,28,21,47,67,2.9,1009,32,10,264,16,Indonesia
2020-12-08,32,26,0.0,10.6,6,38,No moonrise,12:07 PM,05:31 AM,06:00 PM,22,31,31,28,26,57,67,1.1,1009,32,10,264,21,Indonesia
2020-12-09,32,26,0.0,12.7,6,31,12:39 AM,12:59 PM,05:32 AM,06:00 PM,21,31,31,29,29,45,64,0.4,1008,32,10,254,22,Indonesia
2020-12-10,32,26,0.0,9.2,6,24,01:26 AM,01:51 PM,05:32 AM,06:01 PM,22,32,32,29,21,67,66,1.9,1008,32,10,267,17,Indonesia
2020-12-11,32,27,0.0,12.7,7,17,02:13 AM,02:45 PM,05:33 AM,06:01 PM,21,32,32,29,23,46,63,0.5,1008,32,10,257,18,Indonesia
2020-12-12,29,26,0.0,7.9,6,9,03:03 AM,03:42 PM,05:33 AM,06:02 PM,22,30,30,27,22,71,71,5.9,1009,29,10,249,16,Indonesia
2020-12-13,31,25,0.0,9.2,6,2,03:57 AM,04:42 PM,05:33 AM,06:02 PM,21,31,31,28,21,73,64,9.2,1008,31,9,250,15,Indonesia
2020-12-14,32,26,0.0,11.9,6,0,04:54 AM,05:45 PM,05:34 AM,06:03 PM,21,32,32,29,23,68,63,1.8,1009,32,10,234,17,Indonesia
2020-12-15,33,27,0.0,11.9,7,0,05:54 AM,06:48 PM,05:34 AM,06:03 PM,21,32,32,29,21,55,60,4.4,1009,33,10,240,16,Indonesia
2020-12-16,29,24,0.0,11.9,6,5,06:56 AM,07:49 PM,05:35 AM,06:04 PM,21,29,29,27,23,64,68,1.4,1010,29,9,241,17,Indonesia
2020-12-17,32,25,0.0,11.9,7,12,07:57 AM,08:47 PM,05:35 AM,06:04 PM,21,32,32,29,26,47,63,2.0,1008,32,10,244,19,Indonesia
2020-12-18,32,26,0.0,12.7,6,20,08:54 AM,09:39 PM,05:36 AM,06:05 PM,21,31,31,29,29,41,64,0.1,1008,32,10,251,23,Indonesia
2020-12-19,32,27,0.0,10.6,6,27,09:48 AM,10:26 PM,05:36 AM,06:05 PM,21,31,31,29,26,46,63,1.0,1009,32,10,253,20,Indonesia
2020-12-20,32,27,0.0,9.2,6,34,10:37 AM,11:10 PM,05:37 AM,06:06 PM,21,31,31,29,24,52,63,7.1,1009,32,10,256,17,Indonesia
2020-12-21,31,27,0.0,7.9,6,41,11:24 AM,11:51 PM,05:37 AM,06:06 PM,21,31,31,28,23,70,66,6.6,1009,31,10,261,16,Indonesia
2020-12-22,33,27,0.0,12.7,7,49,12:08 PM,No moonset,05:38 AM,06:07 PM,21,33,33,30,18,27,61,0.1,1008,33,10,264,14,Indonesia
2020-12-23,35,28,0.0,12.7,7,56,12:51 PM,12:29 AM,05:38 AM,06:07 PM,21,34,34,31,12,33,57,0.5,1007,35,10,224,10,Indonesia
2020-12-24,34,29,0.0,11.9,7,63,01:34 PM,01:07 AM,05:39 AM,06:08 PM,21,34,34,31,9,55,58,1.9,1008,34,10,227,8,Indonesia
2020-12-25,32,27,0.0,12.7,8,70,02:17 PM,01:46 AM,05:39 AM,06:08 PM,20,32,32,30,15,34,58,0.1,1008,32,10,226,12,Indonesia
2020-12-26,33,28,0.0,10.6,7,78,03:02 PM,02:25 AM,05:40 AM,06:09 PM,21,33,33,30,10,65,57,5.4,1009,33,10,243,8,Indonesia
2020-12-27,33,28,0.0,12.7,7,85,03:50 PM,03:08 AM,05:40 AM,06:09 PM,21,33,33,30,10,50,58,0.5,1009,33,10,218,8,Indonesia
2020-12-28,31,28,0.0,11.9,7,92,04:40 PM,03:53 AM,05:41 AM,06:10 PM,21,32,32,29,20,51,62,5.0,1008,31,9,261,14,Indonesia
2020-12-29,33,28,0.0,12.7,7,100,05:32 PM,04:41 AM,05:41 AM,06:10 PM,21,33,33,30,23,49,59,10.0,1008,33,9,257,16,Indonesia
2020-12-30,29,23,0.0,11.9,6,100,06:26 PM,05:34 AM,05:42 AM,06:10 PM,21,30,30,27,16,57,67,0.7,1008,29,10,242,13,Indonesia
2020-12-31,27,19,0.0,7.9,6,89,07:20 PM,06:28 AM,05:42 AM,06:11 PM,22,28,28,25,14,78,76,7.5,1009,27,8,273,11,Indonesia
2021-01-01,31,23,0.0,11.9,6,79,08:13 PM,07:23 AM,05:43 AM,06:11 PM,21,30,30,28,11,53,68,1.5,1008,31,8,278,9,Indonesia
2021-01-02,33,27,0.0,11.9,7,71,09:03 PM,08:18 AM,05:43 AM,06:12 PM,21,33,33,30,15,51,62,1.7,1008,33,10,271,12,Indonesia
2021-01-03,34,28,0.0,12.7,7,64,09:52 PM,09:12 AM,05:44 AM,06:12 PM,20,33,33,31,15,37,55,0.1,1008,34,10,265,12,Indonesia
2021-01-04,33,28,0.0,12.7,7,57,10:38 PM,10:04 AM,05:44 AM,06:13 PM,20,33,33,30,17,37,55,0.3,1008,33,10,254,14,Indonesia
2021-01-05,31,28,0.0,7.9,6,50,11:24 PM,10:55 AM,05:45 AM,06:13 PM,22,33,33,29,17,66,65,5.0,1007,31,10,243,13,Indonesia
2021-01-06,29,25,0.0,10.6,6,42,No moonrise,11:46 AM,05:45 AM,06:13 PM,22,30,30,27,10,64,74,20.3,1008,29,8,254,7,Indonesia
2021-01-07,30,25,0.0,9.2,6,35,12:09 AM,12:38 PM,05:46 AM,06:14 PM,22,31,31,28,17,70,74,45.6,1007,30,6,244,11,Indonesia
2021-01-08,32,27,0.0,7.9,7,28,12:57 AM,01:32 PM,05:46 AM,06:14 PM,22,33,33,29,12,71,65,0.6,1007,32,10,289,10,Indonesia
2021-01-09,31,28,0.0,9.2,6,20,01:47 AM,02:28 PM,05:47 AM,06:14 PM,22,32,32,29,16,65,67,5.4,1007,31,10,252,13,Indonesia
2021-01-10,32,26,0.0,9.2,6,13,02:40 AM,03:28 PM,05:47 AM,06:15 PM,22,32,32,29,20,71,69,24.6,1007,32,8,248,13,Indonesia
2021-01-11,31,27,0.0,9.2,6,6,03:37 AM,04:29 PM,05:48 AM,06:15 PM,22,32,32,29,16,74,68,19.5,1007,31,9,277,11,Indonesia
2021-01-12,32,28,0.0,12.7,7,0,04:37 AM,05:31 PM,05:48 AM,06:15 PM,22,33,33,30,20,55,63,5.1,1008,32,10,273,15,Indonesia
2021-01-13,29,27,0.0,10.6,6,0,05:38 AM,06:30 PM,05:49 AM,06:16 PM,22,31,31,28,16,73,69,5.4,1008,29,10,295,12,Indonesia
2021-01-14,31,26,0.0,11.9,6,1,06:37 AM,07:26 PM,05:49 AM,06:16 PM,22,31,31,28,20,62,70,15.8,1009,31,8,302,13,Indonesia
2021-01-15,28,26,0.0,9.2,6,8,07:34 AM,08:16 PM,05:50 AM,06:16 PM,22,29,29,27,14,77,74,3.2,1009,28,9,293,11,Indonesia
2021-01-16,33,27,0.0,11.9,7,16,08:26 AM,09:02 PM,05:50 AM,06:16 PM,20,32,32,30,13,57,58,0.6,1008,33,10,247,10,Indonesia
2021-01-17,32,27,0.0,12.7,7,23,09:15 AM,09:45 PM,05:50 AM,06:17 PM,22,32,32,29,15,41,64,8.2,1008,32,9,274,11,Indonesia
2021-01-18,31,27,0.0,10.5,6,30,10:01 AM,10:24 PM,05:51 AM,06:17 PM,21,32,32,29,20,56,63,5.8,1009,31,10,291,15,Indonesia
2021-01-19,30,26,0.0,7.9,6,38,10:45 AM,11:03 PM,05:51 AM,06:17 PM,21,30,30,28,24,85,70,24.2,1009,30,8,250,15,Indonesia
2021-01-20,30,23,0.0,7.9,6,45,11:28 AM,11:42 PM,05:52 AM,06:17 PM,22,30,30,27,11,74,71,3.3,1009,30,10,252,9,Indonesia
2021-01-21,28,25,0.0,7.9,6,52,12:11 PM,No moonset,05:52 AM,06:17 PM,23,30,30,27,11,89,80,65.2,1009,28,6,169,6,Indonesia
2021-01-22,32,27,0.0,12.7,6,59,12:56 PM,12:21 AM,05:52 AM,06:17 PM,22,32,32,29,14,61,65,2.6,1009,32,10,230,11,Indonesia
2021-01-23,32,27,0.0,11.9,6,67,01:42 PM,01:02 AM,05:53 AM,06:18 PM,22,33,33,29,10,57,66,1.0,1008,32,10,304,8,Indonesia
2021-01-24,31,27,0.0,9.2,6,74,02:30 PM,01:46 AM,05:53 AM,06:18 PM,22,32,32,29,12,65,66,4.6,1010,31,10,191,10,Indonesia
2021-01-25,32,24,0.0,11.9,7,81,03:22 PM,02:32 AM,05:54 AM,06:18 PM,21,32,32,29,9,51,61,1.2,1010,32,10,254,7,Indonesia
2021-01-26,32,28,0.0,11.9,7,88,04:15 PM,03:24 AM,05:54 AM,06:18 PM,22,33,33,30,17,49,61,5.8,1009,32,9,263,12,Indonesia
2021-01-27,29,23,0.0,9.2,6,96,05:10 PM,04:17 AM,05:54 AM,06:18 PM,21,29,29,27,27,66,70,3.2,1008,29,9,249,21,Indonesia
2021-01-28,27,24,0.0,7.9,6,100,06:04 PM,05:13 AM,05:55 AM,06:18 PM,21,28,28,26,26,86,77,3.2,1009,27,8,251,18,Indonesia
2021-01-29,29,23,0.0,9.2,6,90,06:57 PM,06:09 AM,05:55 AM,06:18 PM,22,29,29,27,19,67,73,8.5,1009,29,9,268,14,Indonesia
2021-01-30,29,25,0.0,7.9,6,82,07:47 PM,07:05 AM,05:55 AM,06:18 PM,22,30,30,27,27,84,74,39.5,1010,29,6,301,15,Indonesia
2021-01-31,31,24,0.0,9.2,6,79,08:35 PM,07:59 AM,05:56 AM,06:18 PM,22,30,30,27,21,67,71,19.8,1010,31,9,280,15,Indonesia
2021-02-01,31,27,0.0,9.2,6,63,09:22 PM,08:51 AM,05:56 AM,06:18 PM,21,32,32,29,19,71,65,5.1,1010,31,9,267,13,Indonesia
2021-02-02,30,27,0.0,9.2,6,55,10:08 PM,09:43 AM,05:56 AM,06:18 PM,22,31,31,28,14,63,67,2.3,1009,30,10,279,11,Indonesia
2021-02-03,30,26,0.0,7.9,6,48,10:55 PM,10:35 AM,05:56 AM,06:18 PM,22,31,31,28,23,77,71,16.0,1010,30,9,296,15,Indonesia
2021-02-04,31,26,0.0,9.2,6,40,11:43 PM,11:28 AM,05:57 AM,06:18 PM,23,32,32,28,20,73,72,9.3,1010,31,9,306,15,Indonesia
2021-02-05,32,26,0.0,7.9,6,33,No moonrise,12:22 PM,05:57 AM,06:18 PM,22,31,31,28,20,84,69,11.9,1009,32,9,288,14,Indonesia
2021-02-06,31,27,0.0,7.9,6,25,12:34 AM,01:20 PM,05:57 AM,06:18 PM,22,32,32,29,16,70,66,9.8,1008,31,9,301,11,Indonesia
2021-02-07,30,27,0.0,7.9,6,18,01:29 AM,02:19 PM,05:57 AM,06:18 PM,23,32,32,28,18,82,72,27.9,1008,30,8,302,11,Indonesia
