date_time,Jordan_maxtempC,Jordan_mintempC,Jordan_totalSnow_cm,Jordan_sunHour,Jordan_uvIndex,Jordan_moon_illumination,Jordan_moonrise,Jordan_moonset,Jordan_sunrise,Jordan_sunset,Jordan_DewPointC,Jordan_FeelsLikeC,Jordan_HeatIndexC,Jordan_WindChillC,Jordan_WindGustKmph,Jordan_cloudcover,Jordan_humidity,Jordan_precipMM,Jordan_pressure,Jordan_tempC,Jordan_visibility,Jordan_winddirDegree,Jordan_windspeedKmph,Jordan_location
2020-10-13,28,18,0.0,10.2,5,16,01:28 AM,03:16 PM,05:39 AM,05:06 PM,13,23,23,22,14,22,58,0.0,1013,28,10,298,9,Jordan
2020-10-14,25,15,0.0,11.6,6,9,02:36 AM,03:54 PM,05:39 AM,05:05 PM,10,19,20,19,20,0,60,0.0,1016,25,10,295,13,Jordan
2020-10-15,27,14,0.0,11.6,6,2,03:45 AM,04:31 PM,05:40 AM,05:04 PM,12,21,21,20,17,1,63,0.0,1017,27,10,302,11,Jordan
2020-10-16,27,13,0.0,11.6,6,0,04:55 AM,05:07 PM,05:41 AM,05:03 PM,10,20,20,20,12,5,59,0.0,1015,27,10,295,7,Jordan
2020-10-17,29,16,0.0,11.6,6,0,06:06 AM,05:46 PM,05:42 AM,05:01 PM,8,21,21,22,10,1,46,0.0,1014,29,10,198,6,Jordan
2020-10-18,30,18,0.0,11.6,7,5,07:18 AM,06:26 PM,05:42 AM,05:00 PM,6,22,22,23,14,1,41,0.0,1014,30,10,180,8,Jordan
2020-10-19,31,18,0.0,11.2,7,13,08:30 AM,07:12 PM,05:43 AM,04:59 PM,2,22,22,23,10,2,31,0.0,1015,31,10,190,6,Jordan
2020-10-20,29,16,0.0,11.1,6,20,09:41 AM,08:02 PM,05:44 AM,04:58 PM,3,21,21,22,17,2,36,0.0,1016,29,10,214,10,Jordan
2020-10-21,26,17,0.0,11.1,6,27,10:47 AM,08:57 PM,05:45 AM,04:57 PM,13,21,21,21,16,0,66,0.0,1016,26,10,281,10,Jordan
2020-10-22,29,16,0.0,11.1,6,35,11:47 AM,09:56 PM,05:45 AM,04:56 PM,6,22,22,22,10,1,42,0.0,1017,29,10,176,6,Jordan
2020-10-23,30,16,0.0,11.1,6,42,12:38 PM,10:56 PM,05:46 AM,04:55 PM,-5,22,22,22,24,0,17,0.0,1016,30,10,135,15,Jordan
2020-10-24,30,17,0.0,11.1,6,49,01:23 PM,11:56 PM,05:47 AM,04:54 PM,-4,22,22,23,28,12,20,0.0,1013,30,10,111,18,Jordan
2020-10-25,25,17,0.0,11.1,6,56,02:01 PM,No moonset,05:48 AM,04:53 PM,-3,20,20,20,21,32,22,0.0,1013,25,10,89,14,Jordan
2020-10-26,29,16,0.0,11.0,6,64,02:35 PM,12:55 AM,05:48 AM,04:52 PM,-2,21,21,22,17,0,24,0.0,1013,29,10,117,12,Jordan
2020-10-27,30,17,0.0,11.0,6,71,03:05 PM,01:51 AM,05:49 AM,04:51 PM,-2,22,22,23,14,2,20,0.0,1013,30,10,137,9,Jordan
2020-10-28,29,16,0.0,11.0,6,78,03:34 PM,02:46 AM,05:50 AM,04:50 PM,9,21,21,21,8,11,50,0.0,1015,29,10,209,5,Jordan
2020-10-29,29,16,0.0,11.0,6,85,04:01 PM,03:40 AM,05:51 AM,04:49 PM,11,22,22,22,10,11,55,0.0,1016,29,10,238,6,Jordan
2020-10-30,29,15,0.0,10.1,6,93,04:28 PM,04:33 AM,05:52 AM,04:48 PM,9,21,21,21,8,24,50,0.0,1015,29,10,156,5,Jordan
2020-10-31,27,16,0.0,11.0,6,97,04:57 PM,05:27 AM,05:52 AM,04:47 PM,12,21,21,20,10,12,61,0.0,1013,27,10,256,6,Jordan
2020-11-01,26,16,0.0,10.9,5,89,05:28 PM,06:21 AM,05:53 AM,04:46 PM,13,20,20,20,14,11,68,0.3,1014,26,10,294,9,Jordan
2020-11-02,22,16,0.0,8.5,4,81,06:02 PM,07:17 AM,05:54 AM,04:45 PM,13,18,19,18,13,46,71,4.3,1016,22,10,275,9,Jordan
2020-11-03,20,15,0.0,10.9,5,74,06:41 PM,08:13 AM,05:55 AM,04:44 PM,12,18,18,18,11,8,70,0.0,1018,20,10,295,9,Jordan
2020-11-04,18,13,0.0,7.0,4,66,07:25 PM,09:10 AM,05:56 AM,04:44 PM,11,15,16,15,24,52,75,0.4,1016,18,10,259,19,Jordan
2020-11-05,15,11,0.0,5.4,3,58,08:14 PM,10:05 AM,05:56 AM,04:43 PM,10,13,14,13,34,74,76,6.2,1011,15,8,257,25,Jordan
2020-11-06,18,13,0.0,10.1,4,51,09:10 PM,10:58 AM,05:57 AM,04:42 PM,11,15,15,15,14,48,76,1.0,1013,18,10,272,10,Jordan
2020-11-07,21,13,0.0,10.8,5,43,10:09 PM,11:47 AM,05:58 AM,04:41 PM,9,17,17,17,9,20,62,0.0,1014,21,10,148,6,Jordan
2020-11-08,22,16,0.0,10.8,4,36,11:12 PM,12:31 PM,05:59 AM,04:41 PM,7,18,18,18,25,38,48,1.2,1015,22,10,116,18,Jordan
2020-11-09,20,14,0.0,10.4,5,28,No moonrise,01:12 PM,06:00 AM,04:40 PM,8,17,17,17,15,24,54,1.4,1016,20,10,195,11,Jordan
2020-11-10,21,16,0.0,8.7,5,21,12:17 AM,01:50 PM,06:01 AM,04:39 PM,9,18,19,18,9,7,54,0.0,1016,21,10,260,6,Jordan
2020-11-11,19,14,0.0,8.7,5,13,01:24 AM,02:25 PM,06:02 AM,04:39 PM,11,17,17,17,10,6,67,0.0,1017,19,10,292,8,Jordan
2020-11-12,20,15,0.0,8.7,5,6,02:31 AM,03:00 PM,06:02 AM,04:38 PM,10,17,17,17,10,18,61,0.0,1019,20,10,156,7,Jordan
2020-11-13,21,15,0.0,8.7,5,0,03:40 AM,03:37 PM,06:03 AM,04:37 PM,6,18,18,18,22,6,47,0.0,1020,21,10,98,14,Jordan
2020-11-14,22,14,0.0,8.7,4,0,04:50 AM,04:15 PM,06:04 AM,04:37 PM,6,18,19,18,20,37,45,0.9,1016,22,10,133,13,Jordan
2020-11-15,17,13,0.0,5.5,4,0,06:03 AM,04:58 PM,06:05 AM,04:36 PM,9,15,15,15,20,44,67,1.2,1015,17,10,269,15,Jordan
2020-11-16,16,12,0.0,7.1,3,2,07:16 AM,05:47 PM,06:06 AM,04:36 PM,9,14,14,14,7,31,73,0.1,1018,16,10,265,5,Jordan
2020-11-17,18,12,0.0,8.7,5,9,08:26 AM,06:41 PM,06:07 AM,04:35 PM,6,15,15,15,13,8,56,0.0,1020,18,10,85,9,Jordan
2020-11-18,19,12,0.0,8.7,5,17,09:32 AM,07:41 PM,06:08 AM,04:35 PM,4,14,15,14,31,8,50,0.0,1017,19,10,108,21,Jordan
2020-11-19,19,12,0.0,8.7,5,24,10:29 AM,08:43 PM,06:08 AM,04:34 PM,6,14,15,14,23,8,55,0.0,1013,19,10,177,15,Jordan
2020-11-20,18,13,0.0,7.1,4,32,11:19 AM,09:46 PM,06:09 AM,04:34 PM,9,15,15,15,14,33,67,0.8,1011,18,10,245,10,Jordan
2020-11-21,14,11,0.0,5.5,3,39,12:01 PM,10:46 PM,06:10 AM,04:34 PM,7,11,12,11,23,57,70,1.7,1015,14,10,246,17,Jordan
2020-11-22,17,11,0.0,8.7,4,47,12:36 PM,11:44 PM,06:11 AM,04:33 PM,9,14,14,14,6,19,76,0.0,1021,17,10,239,5,Jordan
2020-11-23,20,13,0.0,8.7,5,54,01:08 PM,No moonset,06:12 AM,04:33 PM,9,16,16,16,5,2,65,0.0,1020,20,10,141,4,Jordan
2020-11-24,19,12,0.0,8.7,5,62,01:37 PM,12:40 AM,06:13 AM,04:33 PM,3,15,15,15,20,18,46,0.0,1016,19,10,119,13,Jordan
2020-11-25,16,12,0.0,8.7,3,70,02:04 PM,01:34 AM,06:14 AM,04:32 PM,6,13,14,13,16,55,61,0.7,1011,16,10,237,12,Jordan
2020-11-26,12,11,0.0,3.8,3,77,02:31 PM,02:27 AM,06:15 AM,04:32 PM,9,9,12,9,27,79,85,4.5,1012,12,8,244,21,Jordan
2020-11-27,15,10,0.0,7.1,3,85,03:00 PM,03:21 AM,06:15 AM,04:32 PM,8,12,12,12,8,40,75,0.0,1017,15,8,149,6,Jordan
2020-11-28,14,10,0.0,3.8,3,92,03:30 PM,04:15 AM,06:16 AM,04:32 PM,6,11,12,11,13,42,67,3.8,1017,14,10,60,8,Jordan
2020-11-29,17,11,0.0,8.7,4,100,04:03 PM,05:11 AM,06:17 AM,04:32 PM,6,13,13,13,13,23,62,0.3,1019,17,10,127,9,Jordan
2020-11-30,17,11,0.0,8.7,4,100,04:40 PM,06:07 AM,06:18 AM,04:32 PM,5,13,14,13,20,7,56,0.0,1016,17,10,158,13,Jordan
2020-12-01,17,12,0.0,8.7,4,89,05:23 PM,07:05 AM,06:19 AM,04:31 PM,4,14,14,14,9,4,52,0.0,1014,17,10,159,6,Jordan
2020-12-02,16,11,0.0,8.7,4,82,06:11 PM,08:01 AM,06:20 AM,04:31 PM,5,13,13,13,9,9,58,0.0,1016,16,10,215,6,Jordan
2020-12-03,16,10,0.0,8.7,4,75,07:05 PM,08:55 AM,06:20 AM,04:31 PM,7,12,13,12,19,11,68,0.0,1018,16,10,95,13,Jordan
2020-12-04,17,10,0.0,8.7,3,67,08:03 PM,09:46 AM,06:21 AM,04:31 PM,6,12,13,12,22,23,61,0.2,1016,17,10,117,14,Jordan
2020-12-05,14,9,0.0,3.8,3,60,09:05 PM,10:31 AM,06:22 AM,04:31 PM,8,11,12,11,13,62,76,17.8,1016,14,8,102,8,Jordan
2020-12-06,14,11,0.0,8.7,4,53,10:08 PM,11:12 AM,06:23 AM,04:32 PM,7,12,12,12,11,17,72,0.0,1017,14,10,263,8,Jordan
2020-12-07,16,10,0.0,7.1,3,46,11:12 PM,11:50 AM,06:24 AM,04:32 PM,4,13,13,13,11,21,56,0.0,1019,16,10,179,7,Jordan
2020-12-08,17,13,0.0,8.7,4,38,No moonrise,12:24 PM,06:24 AM,04:32 PM,5,14,14,14,21,14,56,0.1,1018,17,10,215,15,Jordan
2020-12-09,14,11,0.0,7.1,3,31,12:16 AM,12:58 PM,06:25 AM,04:32 PM,9,11,12,11,19,43,83,1.1,1021,14,10,270,14,Jordan
2020-12-10,16,10,0.0,8.7,4,24,01:21 AM,01:32 PM,06:26 AM,04:32 PM,5,11,12,11,20,3,65,0.0,1020,16,10,110,13,Jordan
2020-12-11,18,12,0.0,8.7,5,17,02:28 AM,02:08 PM,06:26 AM,04:32 PM,3,15,15,15,8,0,49,0.0,1018,18,10,186,6,Jordan
2020-12-12,18,11,0.0,7.1,4,9,03:38 AM,02:47 PM,06:27 AM,04:33 PM,-0,15,15,15,13,30,36,0.0,1016,18,10,164,7,Jordan
2020-12-13,21,14,0.0,8.7,5,2,04:49 AM,03:32 PM,06:28 AM,04:33 PM,2,17,17,17,25,19,36,0.0,1013,21,10,193,14,Jordan
2020-12-14,19,13,0.0,8.7,4,0,06:01 AM,04:23 PM,06:28 AM,04:33 PM,4,15,16,15,24,32,48,0.2,1009,19,10,230,15,Jordan
2020-12-15,13,10,0.0,8.7,4,0,07:10 AM,05:21 PM,06:29 AM,04:34 PM,5,10,12,10,24,36,65,0.2,1011,13,10,225,17,Jordan
2020-12-16,13,8,0.0,3.8,3,5,08:13 AM,06:23 PM,06:30 AM,04:34 PM,8,9,11,9,29,74,78,1.1,1014,13,9,234,22,Jordan
2020-12-17,13,10,0.0,8.7,3,12,09:08 AM,07:28 PM,06:30 AM,04:34 PM,9,9,11,9,24,51,86,0.3,1018,13,9,250,18,Jordan
2020-12-18,15,10,0.0,7.1,3,20,09:54 AM,08:31 PM,06:31 AM,04:35 PM,9,12,12,12,8,52,79,0.3,1020,15,9,163,6,Jordan
2020-12-19,16,10,0.0,8.7,4,27,10:34 AM,09:32 PM,06:31 AM,04:35 PM,7,12,13,12,12,6,69,0.0,1022,16,10,103,8,Jordan
2020-12-20,16,10,0.0,8.7,4,34,11:08 AM,10:30 PM,06:32 AM,04:36 PM,3,12,13,12,19,4,54,0.0,1021,16,10,125,11,Jordan
2020-12-21,16,9,0.0,8.7,4,41,11:38 AM,11:26 PM,06:33 AM,04:36 PM,5,11,12,11,20,5,61,0.0,1020,16,10,116,12,Jordan
2020-12-22,16,11,0.0,8.7,4,49,12:06 PM,No moonset,06:33 AM,04:37 PM,7,12,12,12,14,9,73,0.0,1018,16,10,217,9,Jordan
2020-12-23,12,8,0.0,5.4,3,56,12:34 PM,12:20 AM,06:33 AM,04:37 PM,8,8,10,8,17,49,87,0.2,1017,12,10,265,12,Jordan
2020-12-24,12,8,0.0,5.4,3,63,01:01 PM,01:13 AM,06:34 AM,04:38 PM,7,8,10,8,20,62,83,0.8,1018,12,10,266,15,Jordan
2020-12-25,13,8,0.0,8.7,4,70,01:31 PM,02:07 AM,06:34 AM,04:38 PM,5,8,10,8,19,6,71,0.0,1021,13,9,124,13,Jordan
2020-12-26,12,7,0.0,8.7,3,78,02:02 PM,03:02 AM,06:35 AM,04:39 PM,-1,6,9,6,38,2,50,0.0,1022,12,10,114,25,Jordan
2020-12-27,12,7,0.0,8.7,3,85,02:38 PM,03:58 AM,06:35 AM,04:40 PM,-1,6,9,6,40,11,49,0.0,1021,12,10,115,27,Jordan
2020-12-28,12,6,0.0,8.7,3,92,03:19 PM,04:55 AM,06:35 AM,04:40 PM,3,5,9,5,33,14,67,0.0,1020,12,10,112,23,Jordan
2020-12-29,13,7,0.0,8.7,4,100,04:05 PM,05:53 AM,06:36 AM,04:41 PM,1,8,10,8,26,0,54,0.0,1020,13,10,105,15,Jordan
2020-12-30,13,7,0.0,8.7,4,100,04:58 PM,06:48 AM,06:36 AM,04:42 PM,2,8,10,8,31,3,59,0.0,1019,13,10,104,19,Jordan
2020-12-31,14,7,0.0,8.7,4,89,05:56 PM,07:41 AM,06:36 AM,04:42 PM,4,9,11,9,28,9,64,0.0,1017,14,10,109,18,Jordan
2021-01-01,15,9,0.0,8.7,4,79,06:58 PM,08:29 AM,06:37 AM,04:43 PM,7,10,12,10,24,12,73,0.0,1017,15,10,111,15,Jordan
2021-01-02,15,9,0.0,8.7,4,71,08:01 PM,09:13 AM,06:37 AM,04:44 PM,6,10,12,10,29,9,69,0.0,1019,15,10,105,18,Jordan
2021-01-03,16,10,0.0,8.7,4,64,09:05 PM,09:51 AM,06:37 AM,04:45 PM,6,11,13,11,26,33,65,0.0,1018,16,10,106,17,Jordan
2021-01-04,15,10,0.0,8.7,4,57,10:09 PM,10:26 AM,06:37 AM,04:45 PM,7,11,12,11,26,12,68,0.0,1018,15,10,108,17,Jordan
2021-01-05,16,10,0.0,8.7,4,50,11:13 PM,11:00 AM,06:37 AM,04:46 PM,7,11,13,11,28,8,69,0.0,1019,16,10,113,18,Jordan
2021-01-06,16,10,0.0,8.7,4,42,No moonrise,11:33 AM,06:37 AM,04:47 PM,6,11,13,11,25,7,66,0.0,1021,16,10,111,15,Jordan
2021-01-07,16,10,0.0,8.7,4,35,12:17 AM,12:06 PM,06:37 AM,04:48 PM,3,12,13,12,26,26,53,0.0,1020,16,10,116,16,Jordan
2021-01-08,14,9,0.0,7.1,3,28,01:23 AM,12:43 PM,06:37 AM,04:49 PM,-4,9,11,9,31,30,34,0.0,1020,14,10,114,18,Jordan
2021-01-09,14,8,0.0,8.7,4,20,02:31 AM,01:24 PM,06:37 AM,04:49 PM,-2,9,11,9,27,4,41,0.0,1020,14,10,109,16,Jordan
2021-01-10,17,9,0.0,8.7,4,13,03:41 AM,02:10 PM,06:37 AM,04:50 PM,3,12,13,12,13,7,53,0.0,1021,17,10,105,8,Jordan
2021-01-11,17,12,0.0,8.7,3,6,04:49 AM,03:04 PM,06:37 AM,04:51 PM,4,14,14,14,14,14,53,0.0,1023,17,10,123,9,Jordan
2021-01-12,18,11,0.0,8.7,3,0,05:54 AM,04:03 PM,06:37 AM,04:52 PM,1,13,14,13,24,21,43,0.0,1022,18,10,132,14,Jordan
2021-01-13,18,12,0.0,7.1,4,0,06:53 AM,05:07 PM,06:37 AM,04:53 PM,1,14,15,14,24,42,41,0.0,1014,18,10,187,14,Jordan
2021-01-14,12,7,0.0,3.8,3,1,07:44 AM,06:11 PM,06:37 AM,04:54 PM,6,7,10,7,36,84,75,3.4,1011,12,10,257,27,Jordan
2021-01-15,11,5,0.0,5.4,2,8,08:27 AM,07:15 PM,06:37 AM,04:55 PM,6,6,9,6,24,59,78,3.0,1016,11,10,255,18,Jordan
2021-01-16,11,4,0.0,8.7,3,16,09:04 AM,08:15 PM,06:37 AM,04:56 PM,3,7,9,7,18,9,69,0.0,1014,11,10,213,13,Jordan
2021-01-17,11,8,0.0,8.7,2,23,09:37 AM,09:14 PM,06:36 AM,04:56 PM,3,6,9,6,44,36,64,2.6,1013,11,10,237,33,Jordan
2021-01-18,8,6,0.0,3.8,2,30,10:06 AM,10:09 PM,06:36 AM,04:57 PM,5,4,8,4,39,86,84,8.9,1018,8,9,250,28,Jordan
2021-01-19,10,6,0.0,8.7,2,38,10:34 AM,11:04 PM,06:36 AM,04:58 PM,2,3,8,3,45,20,67,2.0,1017,10,10,242,33,Jordan
2021-01-20,6,4,0.0,3.8,2,45,11:02 AM,11:58 PM,06:35 AM,04:59 PM,2,1,6,1,45,80,79,12.8,1020,6,9,281,32,Jordan
2021-01-21,10,3,0.0,8.7,3,52,11:30 AM,No moonset,06:35 AM,05:00 PM,-0,4,6,4,13,6,64,0.0,1029,10,10,266,9,Jordan
2021-01-22,10,4,0.0,8.7,3,59,12:01 PM,12:52 AM,06:35 AM,05:01 PM,-5,3,6,3,29,5,46,0.0,1026,10,10,110,19,Jordan
2021-01-23,10,3,0.0,8.7,3,67,12:34 PM,01:47 AM,06:34 AM,05:02 PM,-9,2,6,2,37,35,34,0.0,1022,10,10,112,22,Jordan
2021-01-24,14,4,0.0,8.7,3,74,01:13 PM,02:44 AM,06:34 AM,05:03 PM,-5,6,8,6,17,1,39,0.0,1020,14,10,108,10,Jordan
2021-01-25,14,8,0.0,8.7,4,81,01:57 PM,03:41 AM,06:33 AM,05:04 PM,-1,10,11,10,4,2,45,0.0,1020,14,10,150,3,Jordan
2021-01-26,14,5,0.0,4.0,3,88,02:47 PM,04:37 AM,06:33 AM,05:05 PM,-1,9,10,9,15,54,46,0.0,1020,14,10,112,9,Jordan
2021-01-27,16,8,0.0,7.1,3,96,03:44 PM,05:32 AM,06:32 AM,05:06 PM,-1,10,11,10,24,23,43,0.0,1013,16,10,175,13,Jordan
2021-01-28,10,7,0.0,4.0,2,100,04:45 PM,06:22 AM,06:32 AM,05:07 PM,3,7,9,7,24,65,68,0.5,1016,10,10,272,17,Jordan
2021-01-29,6,5,0.0,5.6,2,90,05:50 PM,07:09 AM,06:31 AM,05:08 PM,3,2,6,2,32,54,82,8.7,1016,6,9,247,23,Jordan
2021-01-30,10,1,0.0,5.6,2,82,06:55 PM,07:50 AM,06:31 AM,05:09 PM,3,3,7,3,33,51,76,1.2,1019,10,10,236,23,Jordan
2021-01-31,14,7,0.0,8.7,4,79,08:01 PM,08:27 AM,06:30 AM,05:10 PM,2,8,10,8,23,11,58,0.0,1018,14,10,220,14,Jordan
2021-02-01,16,9,0.0,8.7,4,63,09:06 PM,09:02 AM,06:30 AM,05:10 PM,2,11,12,11,30,0,52,0.0,1019,16,10,127,18,Jordan
2021-02-02,17,9,0.0,8.7,4,55,10:11 PM,09:35 AM,06:29 AM,05:11 PM,2,11,12,11,31,5,48,0.0,1017,17,10,102,18,Jordan
2021-02-03,18,10,0.0,8.7,4,48,11:16 PM,10:08 AM,06:28 AM,05:12 PM,3,13,14,13,20,13,50,0.0,1014,18,10,103,12,Jordan
2021-02-04,12,10,0.0,4.1,3,40,No moonrise,10:43 AM,06:27 AM,05:13 PM,7,10,12,10,23,63,77,19.4,1012,12,8,131,14,Jordan
2021-02-05,13,9,0.0,4.1,3,33,12:23 AM,11:22 AM,06:27 AM,05:14 PM,9,9,11,9,18,78,86,3.0,1013,13,10,313,12,Jordan
2021-02-06,13,10,0.0,8.7,4,25,01:31 AM,12:05 PM,06:26 AM,05:15 PM,8,10,11,10,14,17,84,0.0,1019,13,9,286,10,Jordan
2021-02-07,16,10,0.0,8.7,4,18,02:37 AM,12:55 PM,06:25 AM,05:16 PM,7,13,13,13,9,5,71,0.0,1021,16,9,276,6,Jordan
