date_time,Belarus_maxtempC,Belarus_mintempC,Belarus_totalSnow_cm,Belarus_sunHour,Belarus_uvIndex,Belarus_moon_illumination,Belarus_moonrise,Belarus_moonset,Belarus_sunrise,Belarus_sunset,Belarus_DewPointC,Belarus_FeelsLikeC,Belarus_HeatIndexC,Belarus_WindChillC,Belarus_WindGustKmph,Belarus_cloudcover,Belarus_humidity,Belarus_precipMM,Belarus_pressure,Belarus_tempC,Belarus_visibility,Belarus_winddirDegree,Belarus_windspeedKmph,Belarus_location
2021-01-22,1,-4,0.0,2.1,1,59,12:46 PM,03:10 AM,09:12 AM,05:32 PM,-0,-5,-1,-5,28,96,97,0.0,1006,1,10,190,17,Belarus
2021-01-23,1,-4,0.0,2.1,1,67,01:05 PM,04:21 AM,09:10 AM,05:34 PM,1,-3,1,-3,27,100,99,0.4,1004,1,8,172,15,Belarus
2021-01-24,2,-4,0.0,2.1,1,74,01:30 PM,05:33 AM,09:09 AM,05:36 PM,1,-4,1,-4,31,94,98,2.1,1001,2,10,151,18,Belarus
2021-01-25,2,-4,0.0,2.1,1,81,02:03 PM,06:42 AM,09:07 AM,05:38 PM,1,-3,1,-3,29,100,98,2.2,998,2,7,134,17,Belarus
2021-01-26,3,-2,2.6,2.1,1,88,02:48 PM,07:46 AM,09:06 AM,05:40 PM,1,-3,1,-3,32,100,98,23.5,989,3,5,151,20,Belarus
2021-01-27,-0,-2,0.9,2.1,1,96,03:48 PM,08:39 AM,09:04 AM,05:42 PM,-2,-7,-1,-7,32,100,93,6.3,1004,-0,4,269,22,Belarus
2021-01-28,-1,-6,0.1,2.1,1,100,04:59 PM,09:21 AM,09:03 AM,05:44 PM,-3,-5,-2,-5,12,99,94,0.3,1005,-1,7,322,9,Belarus
2021-01-29,-5,-8,0.3,2.1,1,90,06:19 PM,09:53 AM,09:01 AM,05:45 PM,-7,-11,-6,-11,17,90,94,0.7,994,-5,6,261,11,Belarus
2021-01-30,-6,-10,0.0,3.2,1,82,07:44 PM,10:17 AM,09:00 AM,05:47 PM,-8,-12,-7,-12,22,91,94,0.2,993,-6,8,246,14,Belarus
2021-01-31,-4,-7,0.3,3.3,1,79,09:08 PM,10:36 AM,08:58 AM,05:49 PM,-7,-12,-6,-12,27,92,93,0.3,999,-4,9,270,18,Belarus
2021-02-01,-8,-11,0.0,8.7,1,63,10:33 PM,10:52 AM,08:56 AM,05:51 PM,-10,-14,-9,-14,21,34,92,0.0,1008,-8,9,213,12,Belarus
2021-02-02,-6,-13,0.4,3.4,1,55,11:58 PM,11:07 AM,08:54 AM,05:53 PM,-10,-13,-9,-13,22,68,86,0.5,1013,-6,9,144,13,Belarus
2021-02-03,1,-11,1.9,3.4,1,48,No moonrise,11:22 AM,08:53 AM,05:55 PM,-1,-5,-2,-5,21,100,98,2.6,1006,1,3,216,13,Belarus
2021-02-04,-6,-12,6.3,3.4,1,40,01:23 AM,11:39 AM,08:51 AM,05:57 PM,-8,-14,-7,-14,30,87,93,10.3,1006,-6,7,149,20,Belarus
2021-02-05,-9,-16,0.0,5.2,1,33,02:49 AM,11:59 AM,08:49 AM,05:59 PM,-13,-19,-12,-19,28,68,94,0.1,1018,-9,9,298,15,Belarus
2021-02-06,-15,-19,0.0,4.8,1,25,04:15 AM,12:25 PM,08:47 AM,06:01 PM,-17,-23,-17,-23,21,74,96,0.0,1021,-15,2,326,11,Belarus
2021-02-07,-15,-20,0.0,9.6,1,18,05:39 AM,01:01 PM,08:45 AM,06:03 PM,-18,-23,-18,-23,15,44,95,0.0,1023,-15,4,172,7,Belarus
