date_time,Uruguay_maxtempC,Uruguay_mintempC,Uruguay_totalSnow_cm,Uruguay_sunHour,Uruguay_uvIndex,Uruguay_moon_illumination,Uruguay_moonrise,Uruguay_moonset,Uruguay_sunrise,Uruguay_sunset,Uruguay_DewPointC,Uruguay_FeelsLikeC,Uruguay_HeatIndexC,Uruguay_WindChillC,Uruguay_WindGustKmph,Uruguay_cloudcover,Uruguay_humidity,Uruguay_precipMM,Uruguay_pressure,Uruguay_tempC,Uruguay_visibility,Uruguay_winddirDegree,Uruguay_windspeedKmph,Uruguay_location
2020-06-09,16,12,0.0,5.4,3,69,09:35 PM,11:17 AM,07:48 AM,05:40 PM,10,13,13,13,12,37,81,0.0,1015,16,10,249,7,Uruguay
2020-06-10,17,10,0.0,8.7,4,61,10:35 PM,11:57 AM,07:49 AM,05:40 PM,9,12,13,12,12,2,77,0.0,1014,17,10,206,8,Uruguay
2020-06-11,18,10,0.0,8.7,3,54,11:34 PM,12:31 PM,07:49 AM,05:40 PM,10,12,13,12,20,27,79,0.0,1013,18,10,22,13,Uruguay
2020-06-12,17,15,0.0,5.4,4,46,No moonrise,01:02 PM,07:50 AM,05:40 PM,13,15,16,15,20,74,86,0.6,1006,17,9,211,13,Uruguay
2020-06-13,11,8,0.0,8.7,4,38,12:30 AM,01:31 PM,07:50 AM,05:40 PM,0,8,11,8,36,24,48,0.3,1019,11,10,239,26,Uruguay
2020-06-14,13,6,0.0,8.7,3,31,01:26 AM,01:57 PM,07:50 AM,05:40 PM,-2,8,9,8,15,1,45,0.0,1027,13,10,225,9,Uruguay
2020-06-15,14,6,0.0,7.0,2,23,02:21 AM,02:23 PM,07:51 AM,05:40 PM,1,7,9,7,25,21,57,0.0,1024,14,10,39,16,Uruguay
2020-06-16,21,12,0.0,7.0,4,16,03:16 AM,02:51 PM,07:51 AM,05:40 PM,14,15,16,15,30,58,88,2.3,1018,21,10,23,18,Uruguay
2020-06-17,23,18,0.0,8.7,5,8,04:12 AM,03:20 PM,07:51 AM,05:41 PM,17,20,20,20,43,49,82,0.0,1010,23,10,183,26,Uruguay
2020-06-18,15,13,0.0,5.4,3,1,05:10 AM,03:53 PM,07:52 AM,05:41 PM,12,15,16,15,37,67,78,71.3,1006,15,8,290,23,Uruguay
2020-06-19,18,11,0.0,8.7,4,0,06:09 AM,04:31 PM,07:52 AM,05:41 PM,9,13,14,13,14,12,74,0.0,1010,18,10,222,8,Uruguay
2020-06-20,17,11,0.0,8.7,3,0,07:09 AM,05:15 PM,07:52 AM,05:41 PM,7,13,14,13,16,45,68,0.2,1014,17,10,139,9,Uruguay
2020-06-21,15,12,0.0,7.0,3,0,08:08 AM,06:05 PM,07:52 AM,05:41 PM,11,12,13,12,20,70,87,46.2,1013,15,8,160,13,Uruguay
2020-06-22,16,9,0.0,7.0,3,7,09:05 AM,07:03 PM,07:53 AM,05:42 PM,10,11,13,11,19,63,84,38.6,1015,16,8,93,13,Uruguay
2020-06-23,18,13,0.0,3.7,4,14,09:57 AM,08:05 PM,07:53 AM,05:42 PM,16,16,16,16,22,100,96,40.6,1005,18,6,231,14,Uruguay
2020-06-24,14,12,0.0,3.7,3,22,10:43 AM,09:12 PM,07:53 AM,05:42 PM,12,11,13,11,30,100,91,26.1,1005,14,8,146,21,Uruguay
2020-06-25,11,9,0.0,3.7,3,29,11:25 AM,10:18 PM,07:53 AM,05:42 PM,6,7,10,7,35,73,76,4.0,1013,11,9,217,25,Uruguay
2020-06-26,10,7,0.0,8.7,3,37,12:01 PM,11:26 PM,07:53 AM,05:43 PM,1,6,9,6,22,14,61,0.0,1021,10,10,258,14,Uruguay
2020-06-27,11,8,0.0,8.7,3,44,12:35 PM,No moonset,07:53 AM,05:43 PM,1,8,9,8,12,30,57,0.0,1024,11,10,213,8,Uruguay
2020-06-28,13,6,0.0,7.0,2,52,01:08 PM,12:32 AM,07:53 AM,05:43 PM,3,8,9,8,12,34,66,0.0,1025,13,10,75,7,Uruguay
2020-06-29,13,7,0.0,8.7,4,59,01:41 PM,01:40 AM,07:53 AM,05:44 PM,6,7,10,7,29,26,75,0.0,1021,13,10,77,20,Uruguay
2020-06-30,13,11,0.0,3.7,3,67,02:15 PM,02:47 AM,07:53 AM,05:44 PM,10,9,12,9,37,100,91,59.3,1008,13,6,107,25,Uruguay
2020-07-01,11,8,0.0,3.7,2,72,02:53 PM,03:56 AM,07:53 AM,05:45 PM,5,6,10,6,38,94,75,21.4,1015,11,9,192,26,Uruguay
2020-07-02,10,7,0.0,5.4,2,79,03:36 PM,05:05 AM,07:53 AM,05:45 PM,3,6,8,6,21,74,68,0.7,1021,10,10,230,15,Uruguay
2020-07-03,12,5,0.0,7.0,2,86,04:24 PM,06:13 AM,07:53 AM,05:46 PM,4,5,8,5,24,75,79,0.4,1018,12,10,323,15,Uruguay
2020-07-04,13,7,0.0,7.0,2,94,05:19 PM,07:18 AM,07:53 AM,05:46 PM,6,7,9,7,25,61,81,0.0,1012,13,10,264,16,Uruguay
2020-07-05,11,9,0.0,7.0,2,100,06:18 PM,08:16 AM,07:53 AM,05:47 PM,6,8,10,8,20,43,76,6.4,1015,11,8,237,14,Uruguay
2020-07-06,11,8,0.0,8.7,3,100,07:19 PM,09:08 AM,07:53 AM,05:47 PM,5,8,9,8,12,30,75,0.0,1023,11,10,187,8,Uruguay
2020-07-07,10,7,0.0,5.4,2,85,08:21 PM,09:52 AM,07:52 AM,05:48 PM,3,7,9,7,18,62,70,0.0,1024,10,10,123,13,Uruguay
2020-07-08,11,8,0.0,3.7,2,77,09:21 PM,10:29 AM,07:52 AM,05:48 PM,4,8,9,8,13,89,72,1.9,1019,11,8,158,8,Uruguay
2020-07-09,11,7,0.0,8.7,2,70,10:19 PM,11:02 AM,07:52 AM,05:49 PM,3,6,9,6,26,39,71,0.8,1019,11,10,272,17,Uruguay
2020-07-10,14,7,0.0,8.7,4,63,11:16 PM,11:31 AM,07:52 AM,05:49 PM,6,6,9,6,33,19,79,0.0,1013,14,10,320,21,Uruguay
2020-07-11,12,7,0.0,8.7,3,55,No moonrise,11:58 AM,07:51 AM,05:50 PM,2,7,9,7,25,9,62,0.0,1014,12,10,273,15,Uruguay
2020-07-12,11,7,0.0,8.7,3,48,12:11 AM,12:25 PM,07:51 AM,05:50 PM,1,6,8,6,23,18,58,0.0,1013,11,10,280,14,Uruguay
2020-07-13,10,7,0.0,8.7,3,41,01:06 AM,12:51 PM,07:51 AM,05:51 PM,-2,5,8,5,36,14,47,0.0,1019,10,10,242,23,Uruguay
2020-07-14,9,6,0.0,8.7,3,34,02:01 AM,01:20 PM,07:50 AM,05:52 PM,-2,4,7,4,26,1,51,0.0,1023,9,10,249,16,Uruguay
2020-07-15,11,3,0.0,8.7,3,26,02:58 AM,01:51 PM,07:50 AM,05:52 PM,-2,5,7,5,15,2,54,0.0,1024,11,10,264,9,Uruguay
2020-07-16,14,5,0.0,8.7,3,19,03:56 AM,02:26 PM,07:49 AM,05:53 PM,2,6,8,6,21,0,65,0.0,1022,14,10,40,12,Uruguay
2020-07-17,15,7,0.0,7.1,3,12,04:56 AM,03:07 PM,07:49 AM,05:54 PM,8,8,10,8,24,45,86,0.0,1018,15,10,32,15,Uruguay
2020-07-18,17,10,0.0,3.8,4,5,05:56 AM,03:55 PM,07:48 AM,05:54 PM,15,14,15,14,18,91,95,9.8,1011,17,6,150,10,Uruguay
2020-07-19,20,16,0.0,5.4,4,0,06:54 AM,04:50 PM,07:48 AM,05:55 PM,16,17,17,17,19,48,91,0.0,1011,20,6,67,10,Uruguay
2020-07-20,21,17,0.0,8.7,4,0,07:49 AM,05:52 PM,07:47 AM,05:56 PM,16,18,18,18,22,38,89,0.0,1011,21,9,177,11,Uruguay
2020-07-21,17,15,0.0,3.8,4,2,08:38 AM,06:59 PM,07:47 AM,05:56 PM,15,16,16,16,20,93,92,5.6,1011,17,9,129,13,Uruguay
2020-07-22,21,16,0.0,3.8,4,10,09:23 AM,08:07 PM,07:46 AM,05:57 PM,16,17,17,17,15,79,93,5.4,1010,21,9,62,9,Uruguay
2020-07-23,18,14,0.0,3.8,4,17,10:02 AM,09:17 PM,07:46 AM,05:58 PM,16,16,16,16,15,100,97,16.5,1010,18,8,313,9,Uruguay
2020-07-24,10,8,0.0,3.8,2,24,10:37 AM,10:25 PM,07:45 AM,05:58 PM,7,7,10,7,32,90,83,23.1,1012,10,9,276,22,Uruguay
2020-07-25,10,6,0.0,8.7,2,32,11:11 AM,11:33 PM,07:44 AM,05:59 PM,2,5,8,5,27,20,66,0.0,1018,10,10,286,18,Uruguay
2020-07-26,14,6,0.0,10.6,3,39,11:43 AM,No moonset,07:43 AM,06:00 PM,4,7,9,7,28,8,70,0.0,1018,14,10,337,16,Uruguay
2020-07-27,13,7,0.0,8.4,3,46,12:17 PM,12:40 AM,07:43 AM,06:00 PM,5,8,10,8,24,52,74,0.0,1016,13,10,286,15,Uruguay
2020-07-28,9,7,0.0,10.6,2,53,12:53 PM,01:48 AM,07:42 AM,06:01 PM,2,5,8,5,23,38,66,0.0,1024,9,10,222,16,Uruguay
2020-07-29,12,6,0.0,10.6,3,61,01:33 PM,02:55 AM,07:41 AM,06:02 PM,3,8,9,8,8,3,67,0.0,1029,12,10,251,5,Uruguay
2020-07-30,13,4,0.0,10.6,3,68,02:18 PM,04:02 AM,07:40 AM,06:02 PM,4,6,8,6,20,8,75,0.0,1027,13,10,30,13,Uruguay
2020-07-31,15,7,0.0,10.6,4,72,03:10 PM,05:07 AM,07:40 AM,06:03 PM,6,8,9,8,17,14,81,0.0,1023,15,10,175,11,Uruguay
2020-08-01,18,8,0.0,10.7,4,82,04:06 PM,06:07 AM,07:39 AM,06:04 PM,10,12,13,12,22,37,85,0.0,1021,18,10,50,13,Uruguay
2020-08-02,17,15,0.0,6.9,4,90,05:06 PM,07:00 AM,07:38 AM,06:05 PM,15,16,16,16,22,72,93,1.4,1021,17,10,120,12,Uruguay
2020-08-03,23,14,0.0,10.7,5,97,06:07 PM,07:47 AM,07:37 AM,06:05 PM,15,17,18,17,25,53,88,0.0,1023,23,9,58,13,Uruguay
2020-08-04,23,16,0.0,10.7,5,100,07:08 PM,08:26 AM,07:36 AM,06:06 PM,15,19,19,19,30,9,78,0.0,1022,23,10,17,16,Uruguay
2020-08-05,24,15,0.0,10.7,5,88,08:07 PM,09:01 AM,07:35 AM,06:07 PM,15,19,20,19,36,12,78,0.0,1016,24,10,181,20,Uruguay
2020-08-06,17,12,0.0,5.4,3,81,09:05 PM,09:31 AM,07:34 AM,06:07 PM,11,14,15,14,25,70,75,1.0,1021,17,7,203,17,Uruguay
2020-08-07,11,1,0.0,5.4,2,74,10:01 PM,09:59 AM,07:33 AM,06:08 PM,9,7,9,7,24,100,91,55.2,1025,11,7,109,16,Uruguay
2020-08-08,18,12,0.0,8.5,4,67,10:56 PM,10:26 AM,07:32 AM,06:09 PM,14,14,15,14,22,73,92,1.7,1022,18,7,51,13,Uruguay
2020-08-09,19,17,0.0,6.9,4,59,11:51 PM,10:52 AM,07:31 AM,06:10 PM,16,18,18,18,19,71,88,2.3,1015,19,10,179,10,Uruguay
2020-08-10,18,12,0.0,8.5,4,52,No moonrise,11:20 AM,07:30 AM,06:10 PM,12,16,16,16,32,52,76,5.1,1007,18,10,234,19,Uruguay
2020-08-11,10,6,0.0,10.8,3,45,12:47 AM,11:49 AM,07:29 AM,06:11 PM,-2,6,8,6,30,1,48,0.0,1019,10,10,252,20,Uruguay
2020-08-12,12,4,0.0,10.8,3,38,01:44 AM,12:22 PM,07:28 AM,06:12 PM,-0,6,8,6,16,8,57,0.0,1017,12,10,287,10,Uruguay
2020-08-13,14,5,0.0,10.9,4,30,02:42 AM,01:00 PM,07:27 AM,06:13 PM,3,8,9,8,19,4,64,0.0,1013,14,10,292,11,Uruguay
2020-08-14,16,7,0.0,10.1,3,23,03:41 AM,01:44 PM,07:26 AM,06:13 PM,6,10,11,10,19,26,72,0.0,1011,16,10,218,11,Uruguay
2020-08-15,12,10,0.0,10.9,4,16,04:40 AM,02:35 PM,07:25 AM,06:14 PM,5,9,11,9,25,9,68,0.0,1010,12,10,261,17,Uruguay
2020-08-16,12,7,0.0,10.9,3,8,05:36 AM,03:35 PM,07:23 AM,06:15 PM,-1,6,9,6,31,1,50,0.0,1015,12,10,281,19,Uruguay
2020-08-17,15,8,0.0,10.9,4,1,06:28 AM,04:40 PM,07:22 AM,06:15 PM,5,10,11,10,18,1,66,0.0,1014,15,10,222,11,Uruguay
2020-08-18,17,8,0.0,11.0,4,0,07:15 AM,05:49 PM,07:21 AM,06:16 PM,6,10,12,10,27,2,69,0.0,1010,17,10,268,16,Uruguay
2020-08-19,9,8,0.0,11.0,2,0,07:57 AM,07:00 PM,07:20 AM,06:17 PM,2,6,9,6,27,28,60,0.6,1020,9,10,190,20,Uruguay
2020-08-20,9,6,0.0,10.1,2,6,08:35 AM,08:10 PM,07:19 AM,06:18 PM,-0,4,7,4,24,40,62,0.0,1031,9,10,231,17,Uruguay
2020-08-21,12,4,0.0,11.0,3,13,09:10 AM,09:20 PM,07:17 AM,06:18 PM,0,6,8,6,19,2,59,0.0,1029,12,10,291,12,Uruguay
2020-08-22,15,5,0.0,11.0,4,20,09:44 AM,10:30 PM,07:16 AM,06:19 PM,3,8,9,8,19,0,62,0.0,1027,15,10,266,11,Uruguay
2020-08-23,18,7,0.0,11.1,4,28,10:17 AM,11:39 PM,07:15 AM,06:20 PM,6,10,12,10,31,0,68,0.0,1022,18,10,30,19,Uruguay
2020-08-24,20,10,0.0,11.1,5,35,10:53 AM,No moonset,07:14 AM,06:20 PM,10,14,15,14,32,3,72,0.0,1017,20,10,38,20,Uruguay
2020-08-25,17,15,0.0,5.5,4,42,11:33 AM,12:48 AM,07:12 AM,06:21 PM,12,15,16,15,26,73,79,4.7,1013,17,10,42,15,Uruguay
2020-08-26,19,13,0.0,5.6,4,50,12:16 PM,01:56 AM,07:11 AM,06:22 PM,17,17,18,17,26,75,93,34.7,1009,19,8,104,15,Uruguay
2020-08-27,16,12,0.0,10.1,3,57,01:05 PM,03:01 AM,07:10 AM,06:23 PM,10,14,14,14,18,51,77,1.3,1017,16,10,144,13,Uruguay
2020-08-28,18,12,0.0,5.6,4,64,02:00 PM,04:01 AM,07:08 AM,06:23 PM,12,14,15,14,15,73,85,0.3,1016,18,10,79,10,Uruguay
2020-08-29,17,10,0.0,7.1,4,71,02:58 PM,04:56 AM,07:07 AM,06:24 PM,12,14,15,14,23,80,84,1.2,1013,17,10,118,16,Uruguay
2020-08-30,10,7,0.0,11.2,3,79,03:58 PM,05:44 AM,07:06 AM,06:25 PM,0,7,9,7,19,22,56,0.0,1024,10,10,213,13,Uruguay
2020-08-31,12,6,0.0,7.1,2,82,04:59 PM,06:25 AM,07:04 AM,06:26 PM,2,6,9,6,19,63,63,0.0,1029,12,10,201,13,Uruguay
2020-09-01,11,7,0.0,7.1,2,97,05:58 PM,07:01 AM,07:03 AM,06:26 PM,3,6,9,6,28,71,69,0.2,1034,11,9,112,20,Uruguay
2020-09-02,11,5,0.0,5.6,3,100,06:56 PM,07:32 AM,07:02 AM,06:27 PM,8,7,10,7,38,99,87,36.5,1020,11,5,119,25,Uruguay
2020-09-03,11,8,0.0,7.1,2,88,07:53 PM,08:01 AM,07:00 AM,06:28 PM,7,7,10,7,27,82,83,3.3,1014,11,10,248,19,Uruguay
2020-09-04,15,6,0.0,10.2,3,81,08:48 PM,08:27 AM,06:59 AM,06:28 PM,7,9,11,9,18,25,80,0.0,1018,15,10,272,12,Uruguay
2020-09-05,16,9,0.0,11.6,4,73,09:43 PM,08:54 AM,06:58 AM,06:29 PM,4,11,12,11,19,6,60,0.0,1023,16,10,85,13,Uruguay
2020-09-06,14,9,0.0,11.6,4,66,10:38 PM,09:21 AM,06:56 AM,06:30 PM,5,9,11,9,29,2,68,0.0,1025,14,10,111,20,Uruguay
2020-09-07,15,9,0.0,11.6,4,58,11:35 PM,09:49 AM,06:55 AM,06:31 PM,7,10,11,10,20,19,75,0.0,1025,15,10,109,14,Uruguay
2020-09-08,17,9,0.0,7.3,3,50,No moonrise,10:20 AM,06:53 AM,06:31 PM,9,12,13,12,27,63,78,0.5,1021,17,10,64,18,Uruguay
2020-09-09,18,13,0.0,7.3,4,43,12:31 AM,10:55 AM,06:52 AM,06:32 PM,11,14,15,14,17,66,81,0.6,1016,18,9,145,11,Uruguay
2020-09-10,21,12,0.0,11.6,5,35,01:30 AM,11:36 AM,06:50 AM,06:33 PM,9,15,16,15,15,15,71,0.0,1017,21,9,141,9,Uruguay
2020-09-11,20,11,0.0,10.2,4,28,02:27 AM,12:23 PM,06:49 AM,06:33 PM,10,15,16,15,23,45,78,0.0,1014,20,10,232,15,Uruguay
2020-09-12,15,9,0.0,11.6,4,20,03:24 AM,01:18 PM,06:48 AM,06:34 PM,4,10,12,10,18,14,61,0.0,1018,15,10,113,13,Uruguay
2020-09-13,17,9,0.0,11.6,4,13,04:16 AM,02:19 PM,06:46 AM,06:35 PM,7,12,13,12,16,3,67,0.0,1016,17,10,155,10,Uruguay
2020-09-14,13,10,0.0,11.6,4,5,05:05 AM,03:26 PM,06:45 AM,06:36 PM,1,10,12,10,24,0,50,0.0,1026,13,10,187,17,Uruguay
2020-09-15,16,5,0.0,11.6,4,0,05:49 AM,04:36 PM,06:43 AM,06:36 PM,3,9,10,9,16,11,60,0.0,1023,16,10,28,11,Uruguay
2020-09-16,17,9,0.0,11.6,4,0,06:28 AM,05:47 PM,06:42 AM,06:37 PM,7,12,13,12,12,16,69,0.0,1016,17,10,140,8,Uruguay
2020-09-17,20,8,0.0,11.6,5,0,07:05 AM,06:59 PM,06:40 AM,06:38 PM,8,13,14,13,20,6,70,0.0,1013,20,10,278,12,Uruguay
2020-09-18,19,13,0.0,11.6,5,2,07:40 AM,08:11 PM,06:39 AM,06:38 PM,8,15,16,15,17,15,62,0.0,1011,19,10,222,10,Uruguay
2020-09-19,12,10,0.0,11.6,4,10,08:14 AM,09:23 PM,06:37 AM,06:39 PM,2,10,11,10,25,6,51,0.0,1021,12,10,228,18,Uruguay
2020-09-20,15,7,0.0,11.6,4,17,08:50 AM,10:34 PM,06:36 AM,06:40 PM,3,9,11,9,27,1,58,0.0,1022,15,10,259,18,Uruguay
2020-09-21,14,8,0.0,11.6,4,25,09:29 AM,11:46 PM,06:35 AM,06:41 PM,1,9,11,9,16,2,52,0.0,1024,14,10,201,11,Uruguay
2020-09-22,17,4,0.0,10.2,3,32,10:12 AM,No moonset,06:33 AM,06:41 PM,4,9,10,9,19,23,66,0.0,1023,17,10,65,13,Uruguay
2020-09-23,21,8,0.0,11.6,5,40,11:01 AM,12:54 AM,06:32 AM,06:42 PM,7,13,14,13,17,21,67,0.0,1022,21,10,37,10,Uruguay
2020-09-24,21,11,0.0,8.8,4,47,11:55 AM,01:57 AM,06:30 AM,06:43 PM,9,15,15,15,18,31,67,0.0,1020,21,10,78,12,Uruguay
2020-09-25,22,13,0.0,10.2,4,55,12:52 PM,02:54 AM,06:29 AM,06:44 PM,11,17,17,17,21,38,70,0.3,1016,22,10,78,13,Uruguay
2020-09-26,18,9,0.0,7.5,4,62,01:52 PM,03:44 AM,06:27 AM,06:44 PM,14,14,15,14,26,89,86,20.4,1010,18,7,65,17,Uruguay
2020-09-27,16,13,0.0,6.1,4,70,02:52 PM,04:26 AM,06:26 AM,06:45 PM,14,14,15,14,27,100,91,2.7,1004,16,5,243,18,Uruguay
2020-09-28,15,11,0.0,11.6,4,78,03:51 PM,05:03 AM,06:25 AM,06:46 PM,8,12,13,12,24,25,70,0.3,1011,15,10,259,17,Uruguay
2020-09-29,20,9,0.0,11.6,5,85,04:49 PM,05:35 AM,06:23 AM,06:47 PM,7,13,14,13,21,8,62,0.0,1013,20,10,94,13,Uruguay
2020-09-30,24,12,0.0,11.6,5,93,05:46 PM,06:04 AM,06:22 AM,06:47 PM,12,18,19,18,15,12,69,0.0,1009,24,10,21,9,Uruguay
2020-10-01,21,15,0.0,11.6,5,97,06:41 PM,06:30 AM,06:20 AM,06:48 PM,11,18,18,18,19,29,65,0.0,1008,21,10,169,13,Uruguay
2020-10-02,13,9,0.0,11.6,4,100,07:37 PM,06:57 AM,06:19 AM,06:49 PM,3,9,11,9,34,2,58,0.0,1022,13,10,142,26,Uruguay
2020-10-03,12,8,0.0,10.2,3,89,08:32 PM,07:23 AM,06:18 AM,06:50 PM,3,7,9,7,29,35,62,0.0,1031,12,10,125,22,Uruguay
2020-10-04,16,9,0.0,8.9,3,82,09:28 PM,07:51 AM,06:16 AM,06:51 PM,6,11,12,11,28,50,67,0.5,1025,16,10,93,20,Uruguay
2020-10-05,14,11,0.0,6.2,3,74,10:24 PM,08:20 AM,06:15 AM,06:51 PM,9,10,12,10,30,93,83,7.9,1014,14,9,174,22,Uruguay
2020-10-06,17,11,0.0,10.2,3,67,11:22 PM,08:54 AM,06:13 AM,06:52 PM,9,13,14,13,12,60,72,0.0,1017,17,10,177,9,Uruguay
2020-10-07,19,10,0.0,11.6,5,60,No moonrise,09:32 AM,06:12 AM,06:53 PM,10,15,15,15,13,12,71,0.0,1015,19,10,272,9,Uruguay
2020-10-08,20,11,0.0,11.6,5,53,12:19 AM,10:15 AM,06:11 AM,06:54 PM,5,15,16,15,16,2,52,0.0,1016,20,10,91,11,Uruguay
2020-10-09,19,11,0.0,7.6,4,45,01:15 AM,11:06 AM,06:09 AM,06:55 PM,8,14,15,14,24,32,63,0.6,1014,19,10,230,17,Uruguay
2020-10-10,21,12,0.0,11.6,5,38,02:08 AM,12:03 PM,06:08 AM,06:55 PM,7,15,16,15,11,1,58,0.0,1016,21,10,189,7,Uruguay
2020-10-11,17,11,0.0,7.6,3,31,02:57 AM,01:06 PM,06:07 AM,06:56 PM,9,12,13,12,24,74,73,6.6,1014,17,10,77,16,Uruguay
2020-10-12,18,12,0.0,8.9,4,23,03:41 AM,02:12 PM,06:05 AM,06:57 PM,10,14,14,14,23,35,76,0.1,1015,18,10,198,16,Uruguay
2020-10-13,20,12,0.0,11.6,5,16,04:21 AM,03:22 PM,06:04 AM,06:58 PM,11,15,16,15,15,0,73,0.0,1017,20,10,179,11,Uruguay
2020-10-14,22,12,0.0,11.6,5,9,04:58 AM,04:33 PM,06:03 AM,06:59 PM,11,17,17,17,12,15,69,0.0,1017,22,10,89,8,Uruguay
2020-10-15,23,14,0.0,10.3,4,2,05:33 AM,05:45 PM,06:02 AM,07:00 PM,12,18,18,18,16,35,68,0.0,1021,23,10,113,11,Uruguay
2020-10-16,24,14,0.0,13.0,5,0,06:07 AM,06:57 PM,06:00 AM,07:00 PM,13,18,19,18,22,12,74,0.0,1021,24,10,51,15,Uruguay
2020-10-17,25,13,0.0,13.3,5,0,06:43 AM,08:11 PM,05:59 AM,07:01 PM,14,18,19,18,22,17,74,0.1,1015,25,10,24,15,Uruguay
2020-10-18,29,18,0.0,13.4,6,5,07:21 AM,09:25 PM,05:58 AM,07:02 PM,18,24,24,23,24,11,75,0.0,1010,29,10,55,15,Uruguay
2020-10-19,28,19,0.0,10.8,5,13,08:04 AM,10:37 PM,05:57 AM,07:03 PM,17,25,25,23,28,47,73,7.8,1009,28,10,159,17,Uruguay
2020-10-20,11,4,0.0,9.6,3,20,08:51 AM,11:46 PM,05:56 AM,07:04 PM,9,9,11,9,37,84,80,40.9,1022,11,8,135,27,Uruguay
2020-10-21,18,12,0.0,13.3,4,27,09:45 AM,No moonset,05:54 AM,07:05 PM,8,14,15,14,32,34,63,0.0,1026,18,10,101,23,Uruguay
2020-10-22,16,13,0.0,8.5,3,35,10:43 AM,12:48 AM,05:53 AM,07:06 PM,12,13,14,13,28,100,84,6.5,1023,16,5,73,19,Uruguay
2020-10-23,23,15,0.0,9.7,4,42,11:44 AM,01:42 AM,05:52 AM,07:07 PM,16,19,19,19,17,82,84,2.9,1016,23,8,77,12,Uruguay
2020-10-24,25,17,0.0,13.3,5,49,12:45 PM,02:27 AM,05:51 AM,07:08 PM,17,20,21,20,16,45,83,0.0,1012,25,9,86,11,Uruguay
2020-10-25,25,18,0.0,10.9,5,56,01:45 PM,03:05 AM,05:50 AM,07:09 PM,18,22,22,21,21,60,84,23.0,1006,25,8,118,14,Uruguay
2020-10-26,18,14,0.0,12.1,4,64,02:43 PM,03:39 AM,05:49 AM,07:09 PM,10,17,17,17,27,47,66,0.4,1011,18,10,184,20,Uruguay
2020-10-27,20,12,0.0,13.6,5,71,03:40 PM,04:08 AM,05:48 AM,07:10 PM,7,16,16,16,19,11,58,0.0,1010,20,10,136,13,Uruguay
2020-10-28,20,13,0.0,13.3,4,78,04:36 PM,04:35 AM,05:46 AM,07:11 PM,9,15,16,15,20,35,67,1.5,1009,20,9,192,15,Uruguay
2020-10-29,17,12,0.0,13.3,4,85,05:31 PM,05:01 AM,05:45 AM,07:12 PM,9,14,14,14,24,52,69,0.3,1018,17,10,199,18,Uruguay
2020-10-30,17,10,0.0,13.7,4,93,06:26 PM,05:27 AM,05:44 AM,07:13 PM,4,12,13,12,18,6,56,0.0,1027,17,10,136,13,Uruguay
2020-10-31,20,10,0.0,13.7,5,97,07:22 PM,05:54 AM,05:43 AM,07:14 PM,7,15,15,15,13,1,58,0.0,1026,20,10,101,9,Uruguay
2020-11-01,21,10,0.0,13.7,5,89,08:19 PM,06:22 AM,05:42 AM,07:15 PM,7,15,16,15,14,1,57,0.0,1023,21,10,172,9,Uruguay
2020-11-02,22,13,0.0,13.8,5,81,09:16 PM,06:55 AM,05:41 AM,07:16 PM,9,17,18,17,13,6,60,0.0,1020,22,10,79,9,Uruguay
2020-11-03,21,14,0.0,13.3,4,74,10:14 PM,07:31 AM,05:40 AM,07:17 PM,11,17,17,17,22,23,68,0.1,1020,21,10,92,16,Uruguay
2020-11-04,20,12,0.0,13.8,5,66,11:10 PM,08:12 AM,05:39 AM,07:18 PM,9,16,16,16,26,12,63,0.0,1023,20,10,81,19,Uruguay
2020-11-05,23,11,0.0,13.8,5,58,No moonrise,09:00 AM,05:39 AM,07:19 PM,9,16,18,16,24,18,62,0.1,1020,23,10,37,17,Uruguay
2020-11-06,24,14,0.0,13.8,6,51,12:04 AM,09:54 AM,05:38 AM,07:20 PM,12,18,19,18,21,20,66,0.0,1020,24,10,60,15,Uruguay
2020-11-07,24,16,0.0,11.0,5,43,12:53 AM,10:54 AM,05:37 AM,07:21 PM,14,19,19,19,18,63,71,1.0,1020,24,10,79,13,Uruguay
2020-11-08,24,15,0.0,13.9,6,36,01:38 AM,11:57 AM,05:36 AM,07:22 PM,13,20,20,20,21,2,66,0.0,1021,24,10,78,16,Uruguay
2020-11-09,23,14,0.0,12.2,4,28,02:18 AM,01:03 PM,05:35 AM,07:23 PM,12,18,19,18,23,38,66,0.0,1020,23,10,79,16,Uruguay
2020-11-10,22,16,0.0,9.9,5,21,02:54 AM,02:11 PM,05:34 AM,07:24 PM,14,19,20,19,20,74,72,4.4,1017,22,10,63,14,Uruguay
2020-11-11,23,15,0.0,13.9,6,13,03:29 AM,03:20 PM,05:34 AM,07:25 PM,12,19,19,19,20,16,65,0.0,1019,23,10,83,15,Uruguay
2020-11-12,23,15,0.0,11.0,5,6,04:02 AM,04:30 PM,05:33 AM,07:26 PM,13,19,19,19,20,35,72,0.2,1017,23,10,97,14,Uruguay
2020-11-13,26,15,0.0,14.0,6,0,04:35 AM,05:43 PM,05:32 AM,07:27 PM,13,20,20,20,16,6,69,0.0,1014,26,10,80,12,Uruguay
2020-11-14,28,17,0.0,13.3,5,0,05:12 AM,06:57 PM,05:32 AM,07:28 PM,16,22,22,21,13,23,71,0.0,1011,28,10,100,9,Uruguay
