date_time,Nepal_maxtempC,Nepal_mintempC,Nepal_totalSnow_cm,Nepal_sunHour,Nepal_uvIndex,Nepal_moon_illumination,Nepal_moonrise,Nepal_moonset,Nepal_sunrise,Nepal_sunset,Nepal_DewPointC,Nepal_FeelsLikeC,Nepal_HeatIndexC,Nepal_WindChillC,Nepal_WindGustKmph,Nepal_cloudcover,Nepal_humidity,Nepal_precipMM,Nepal_pressure,Nepal_tempC,Nepal_visibility,Nepal_winddirDegree,Nepal_windspeedKmph,Nepal_location
2020-08-09,23,21,0.0,9.5,5,59,10:19 PM,10:17 AM,05:31 AM,06:47 PM,20,21,23,21,5,74,94,28.1,1004,23,7,133,3,Nepal
2020-08-10,23,19,0.0,8.2,5,52,10:50 PM,11:09 AM,05:32 AM,06:46 PM,20,21,23,21,3,78,93,39.2,1005,23,8,148,2,Nepal
2020-08-11,25,19,0.0,8.2,5,45,11:24 PM,12:01 PM,05:32 AM,06:45 PM,20,23,23,22,5,81,88,18.1,1005,25,9,139,3,Nepal
2020-08-12,26,20,0.0,10.7,5,38,No moonrise,12:55 PM,05:33 AM,06:44 PM,21,24,24,22,8,69,92,55.4,1005,26,6,153,4,Nepal
2020-08-13,23,20,0.0,8.2,5,30,12:00 AM,01:51 PM,05:34 AM,06:43 PM,20,21,23,21,5,85,92,15.1,1005,23,9,167,3,Nepal
2020-08-14,26,20,0.0,10.7,5,23,12:41 AM,02:47 PM,05:34 AM,06:42 PM,20,23,23,22,4,74,90,31.4,1003,26,8,162,3,Nepal
2020-08-15,25,20,0.0,8.2,5,16,01:28 AM,03:45 PM,05:35 AM,06:42 PM,20,24,24,22,5,78,90,34.2,1003,25,7,179,3,Nepal
2020-08-16,26,21,0.0,8.2,5,8,02:21 AM,04:41 PM,05:35 AM,06:41 PM,21,25,25,23,5,77,89,23.4,1003,26,8,260,3,Nepal
2020-08-17,27,19,0.0,9.4,5,1,03:20 AM,05:34 PM,05:36 AM,06:40 PM,21,25,25,23,6,62,88,26.1,1003,27,8,230,4,Nepal
2020-08-18,26,19,0.0,10.7,5,0,04:24 AM,06:23 PM,05:36 AM,06:39 PM,21,24,24,23,7,66,89,28.8,1003,26,8,246,4,Nepal
2020-08-19,26,19,0.0,9.4,5,0,05:30 AM,07:08 PM,05:37 AM,06:38 PM,21,24,24,23,7,74,89,67.5,1003,26,5,206,4,Nepal
2020-08-20,25,19,0.0,8.1,5,6,06:36 AM,07:50 PM,05:37 AM,06:37 PM,20,24,24,22,7,72,89,38.9,1007,25,7,222,4,Nepal
2020-08-21,25,19,0.0,8.1,5,13,07:43 AM,08:29 PM,05:38 AM,06:36 PM,20,23,23,22,5,74,90,37.9,1009,25,7,248,3,Nepal
2020-08-22,25,19,0.0,9.4,5,20,08:48 AM,09:07 PM,05:38 AM,06:35 PM,19,23,23,22,5,65,86,14.5,1008,25,9,188,3,Nepal
2020-08-23,26,18,0.0,11.9,5,28,09:53 AM,09:45 PM,05:39 AM,06:34 PM,19,23,23,22,5,55,86,20.4,1007,26,8,178,3,Nepal
2020-08-24,26,19,0.0,8.1,5,35,10:58 AM,10:25 PM,05:39 AM,06:33 PM,20,24,24,22,5,75,88,41.2,1007,26,7,183,3,Nepal
2020-08-25,26,21,0.0,9.4,5,42,12:03 PM,11:09 PM,05:40 AM,06:32 PM,21,25,25,23,5,73,90,42.8,1008,26,7,175,3,Nepal
2020-08-26,27,20,0.0,8.1,5,50,01:07 PM,11:56 PM,05:40 AM,06:31 PM,21,25,25,23,6,72,88,28.8,1009,27,7,237,3,Nepal
2020-08-27,26,19,0.0,10.6,5,57,02:10 PM,No moonset,05:41 AM,06:30 PM,20,24,24,22,6,74,89,53.3,1008,26,6,251,3,Nepal
2020-08-28,26,18,0.0,8.0,5,64,03:09 PM,12:47 AM,05:41 AM,06:28 PM,20,23,23,22,5,74,89,26.6,1007,26,6,183,3,Nepal
2020-08-29,26,18,0.0,9.3,5,71,04:03 PM,01:42 AM,05:41 AM,06:27 PM,19,23,23,22,5,66,88,18.7,1007,26,7,160,3,Nepal
2020-08-30,26,19,0.0,8.0,5,79,04:52 PM,02:40 AM,05:42 AM,06:26 PM,20,23,23,22,5,68,89,17.4,1008,26,8,246,3,Nepal
2020-08-31,26,18,0.0,9.3,5,82,05:35 PM,03:38 AM,05:42 AM,06:25 PM,20,24,24,22,5,64,88,10.6,1007,26,6,248,3,Nepal
2020-09-01,25,19,0.0,9.3,5,97,06:13 PM,04:35 AM,05:43 AM,06:24 PM,20,23,23,21,6,69,91,24.5,1009,25,7,167,3,Nepal
2020-09-02,26,19,0.0,8.0,5,100,06:48 PM,05:32 AM,05:43 AM,06:23 PM,20,24,24,22,5,77,88,36.1,1011,26,7,159,3,Nepal
2020-09-03,25,19,0.0,8.0,5,88,07:20 PM,06:26 AM,05:44 AM,06:22 PM,20,23,23,22,5,71,89,48.1,1013,25,7,206,3,Nepal
2020-09-04,26,19,0.0,8.0,5,81,07:50 PM,07:19 AM,05:44 AM,06:21 PM,20,23,23,22,5,74,89,26.9,1011,26,7,202,3,Nepal
2020-09-05,25,19,0.0,10.6,5,73,08:20 PM,08:10 AM,05:45 AM,06:20 PM,20,24,24,22,5,62,89,18.5,1008,25,9,200,3,Nepal
2020-09-06,26,18,0.0,9.3,5,66,08:50 PM,09:02 AM,05:45 AM,06:18 PM,20,23,23,22,6,72,88,32.4,1008,26,7,181,3,Nepal
2020-09-07,26,18,0.0,9.3,5,58,09:22 PM,09:54 AM,05:46 AM,06:17 PM,20,23,23,22,7,71,88,27.1,1009,26,6,195,4,Nepal
2020-09-08,26,19,0.0,9.3,5,50,09:57 PM,10:46 AM,05:46 AM,06:16 PM,20,23,23,22,5,66,88,13.7,1009,26,9,174,3,Nepal
2020-09-09,26,19,0.0,10.6,5,43,10:35 PM,11:41 AM,05:47 AM,06:15 PM,20,24,24,22,5,63,87,13.2,1009,26,9,206,3,Nepal
2020-09-10,26,20,0.0,7.9,5,35,11:19 PM,12:36 PM,05:47 AM,06:14 PM,20,24,24,23,5,79,87,20.0,1006,26,8,209,3,Nepal
2020-09-11,26,19,0.0,7.9,5,28,No moonrise,01:32 PM,05:47 AM,06:13 PM,20,24,24,22,4,76,87,24.5,1007,26,8,188,3,Nepal
2020-09-12,25,19,0.0,7.9,5,20,12:08 AM,02:27 PM,05:48 AM,06:12 PM,20,23,23,22,5,76,88,40.5,1009,25,6,194,3,Nepal
2020-09-13,25,19,0.0,7.9,5,13,01:03 AM,03:21 PM,05:48 AM,06:10 PM,20,23,23,22,7,75,89,34.2,1010,25,8,179,4,Nepal
2020-09-14,25,20,0.0,7.9,5,5,02:04 AM,04:11 PM,05:49 AM,06:09 PM,20,23,23,22,5,83,89,19.2,1009,25,8,188,3,Nepal
2020-09-15,26,19,0.0,7.9,5,0,03:09 AM,04:58 PM,05:49 AM,06:08 PM,19,23,23,22,5,79,86,22.7,1009,26,8,171,3,Nepal
2020-09-16,26,20,0.0,10.5,5,0,04:15 AM,05:42 PM,05:50 AM,06:07 PM,20,24,24,22,5,68,86,13.4,1008,26,9,196,3,Nepal
2020-09-17,25,19,0.0,7.9,5,0,05:22 AM,06:22 PM,05:50 AM,06:06 PM,20,23,23,22,5,79,87,24.0,1008,25,8,193,3,Nepal
2020-09-18,25,19,0.0,9.2,5,2,06:29 AM,07:01 PM,05:51 AM,06:05 PM,19,23,23,22,6,69,88,26.1,1007,25,8,145,3,Nepal
2020-09-19,26,20,0.0,7.8,5,10,07:37 AM,07:40 PM,05:51 AM,06:04 PM,20,24,24,22,6,79,89,40.2,1007,26,6,216,3,Nepal
2020-09-20,27,19,0.0,11.8,5,17,08:44 AM,08:21 PM,05:51 AM,06:02 PM,19,24,24,23,5,65,79,17.0,1007,27,8,156,2,Nepal
2020-09-21,26,20,0.0,10.5,5,25,09:51 AM,09:04 PM,05:52 AM,06:01 PM,19,23,23,23,5,53,81,25.2,1006,26,7,189,3,Nepal
2020-09-22,25,20,0.0,9.1,5,32,10:58 AM,09:51 PM,05:52 AM,06:00 PM,20,24,24,22,3,72,89,20.5,1007,25,7,224,2,Nepal
2020-09-23,20,19,0.0,6.0,4,40,12:03 PM,10:42 PM,05:53 AM,05:59 PM,19,19,19,19,5,78,95,33.0,1008,20,7,128,4,Nepal
2020-09-24,19,17,0.0,6.0,4,47,01:05 PM,11:38 PM,05:53 AM,05:58 PM,18,18,18,18,6,93,96,93.4,1010,19,5,88,4,Nepal
2020-09-25,22,17,0.0,7.4,5,55,02:01 PM,No moonset,05:54 AM,05:57 PM,18,19,20,19,6,76,93,31.9,1007,22,7,123,4,Nepal
2020-09-26,25,16,0.0,8.8,5,62,02:51 PM,12:34 AM,05:54 AM,05:56 PM,18,22,22,20,4,66,85,6.0,1008,25,9,194,2,Nepal
2020-09-27,25,17,0.0,8.8,5,70,03:36 PM,01:33 AM,05:55 AM,05:54 PM,17,21,21,20,4,53,83,2.5,1010,25,10,198,3,Nepal
2020-09-28,24,16,0.0,7.4,5,78,04:14 PM,02:30 AM,05:55 AM,05:53 PM,17,20,21,20,4,52,82,0.3,1011,24,10,192,3,Nepal
2020-09-29,26,16,0.0,10.2,5,85,04:49 PM,03:26 AM,05:56 AM,05:52 PM,17,21,21,20,4,38,81,0.7,1009,26,10,143,3,Nepal
2020-09-30,24,17,0.0,8.8,5,93,05:22 PM,04:20 AM,05:56 AM,05:51 PM,18,20,21,20,5,62,87,9.1,1009,24,8,174,3,Nepal
2020-10-01,26,17,0.0,10.2,5,97,05:52 PM,05:13 AM,05:57 AM,05:50 PM,18,22,22,21,5,45,84,6.3,1008,26,9,166,3,Nepal
2020-10-02,25,17,0.0,7.4,5,100,06:21 PM,06:05 AM,05:57 AM,05:49 PM,18,21,21,21,6,73,84,11.8,1009,25,9,179,4,Nepal
2020-10-03,25,17,0.0,10.2,5,89,06:51 PM,06:57 AM,05:58 AM,05:48 PM,18,21,21,20,5,46,84,8.6,1010,25,9,157,3,Nepal
2020-10-04,26,17,0.0,8.8,5,82,07:23 PM,07:49 AM,05:58 AM,05:47 PM,17,22,22,21,5,50,81,2.0,1011,26,10,163,3,Nepal
2020-10-05,26,18,0.0,10.2,5,74,07:56 PM,08:41 AM,05:59 AM,05:45 PM,18,22,22,21,5,64,84,4.5,1010,26,9,172,3,Nepal
2020-10-06,26,17,0.0,10.2,5,67,08:33 PM,09:35 AM,05:59 AM,05:44 PM,18,22,22,21,5,65,84,6.3,1011,26,9,140,3,Nepal
2020-10-07,26,17,0.0,10.1,5,60,09:14 PM,10:29 AM,06:00 AM,05:43 PM,18,21,21,21,5,40,83,1.1,1013,26,10,133,3,Nepal
2020-10-08,26,17,0.0,11.4,6,53,10:00 PM,11:24 AM,06:00 AM,05:42 PM,16,21,21,21,4,11,77,0.0,1013,26,10,175,2,Nepal
2020-10-09,28,17,0.0,8.7,6,45,10:51 PM,12:19 PM,06:01 AM,05:41 PM,15,22,22,22,4,6,69,0.0,1014,28,10,121,2,Nepal
2020-10-10,28,17,0.0,8.7,6,38,11:49 PM,01:12 PM,06:01 AM,05:40 PM,15,22,22,21,4,6,69,0.0,1012,28,10,132,2,Nepal
2020-10-11,27,17,0.0,8.7,6,31,No moonrise,02:02 PM,06:02 AM,05:39 PM,16,22,22,21,4,10,75,0.0,1010,27,10,135,2,Nepal
2020-10-12,26,17,0.0,7.2,5,23,12:49 AM,02:49 PM,06:02 AM,05:38 PM,18,21,21,21,4,39,83,0.5,1010,26,10,153,3,Nepal
2020-10-13,27,17,0.0,8.7,6,16,01:54 AM,03:32 PM,06:03 AM,05:37 PM,16,21,21,21,4,11,76,0.0,1010,27,10,193,3,Nepal
2020-10-14,26,17,0.0,8.7,6,9,02:59 AM,04:13 PM,06:03 AM,05:36 PM,16,21,21,21,4,9,76,0.0,1011,26,10,141,2,Nepal
2020-10-15,28,17,0.0,8.7,6,2,04:05 AM,04:52 PM,06:04 AM,05:35 PM,16,22,22,21,4,6,72,0.0,1012,28,10,179,2,Nepal
2020-10-16,28,17,0.0,8.7,6,0,05:13 AM,05:31 PM,06:04 AM,05:34 PM,15,21,21,21,3,8,72,0.0,1011,28,10,156,2,Nepal
2020-10-17,28,17,0.0,8.7,6,0,06:21 AM,06:11 PM,06:05 AM,05:33 PM,16,22,22,21,4,10,72,0.0,1012,28,10,139,2,Nepal
2020-10-18,26,17,0.0,8.7,5,5,07:30 AM,06:54 PM,06:06 AM,05:32 PM,17,21,21,20,4,31,80,0.6,1012,26,10,154,3,Nepal
2020-10-19,24,16,0.0,8.7,5,13,08:39 AM,07:41 PM,06:06 AM,05:31 PM,16,19,20,19,4,44,83,1.4,1012,24,10,167,3,Nepal
2020-10-20,23,15,0.0,5.7,5,20,09:49 AM,08:32 PM,06:07 AM,05:30 PM,15,18,19,18,4,51,79,2.0,1012,23,10,147,3,Nepal
2020-10-21,26,15,0.0,8.7,5,27,10:54 AM,09:28 PM,06:07 AM,05:29 PM,14,19,20,19,4,28,74,0.2,1013,26,10,131,3,Nepal
2020-10-22,26,15,0.0,7.2,5,35,11:55 AM,10:26 PM,06:08 AM,05:28 PM,13,20,20,20,5,35,70,1.1,1011,26,10,170,3,Nepal
2020-10-23,25,14,0.0,8.7,5,42,12:49 PM,11:26 PM,06:09 AM,05:27 PM,12,19,19,19,4,16,68,0.1,1011,25,10,279,2,Nepal
2020-10-24,25,15,0.0,8.7,6,49,01:36 PM,No moonset,06:09 AM,05:26 PM,12,19,20,19,4,4,63,0.0,1012,25,10,134,3,Nepal
2020-10-25,24,14,0.0,7.2,4,56,02:16 PM,12:24 AM,06:10 AM,05:25 PM,13,18,18,18,5,31,77,0.7,1015,24,10,184,3,Nepal
2020-10-26,24,14,0.0,7.2,5,64,02:52 PM,01:21 AM,06:11 AM,05:25 PM,12,18,18,18,4,26,69,0.4,1015,24,10,127,3,Nepal
2020-10-27,23,13,0.0,5.7,4,71,03:25 PM,02:16 AM,06:11 AM,05:24 PM,12,17,18,17,6,41,73,1.2,1014,23,10,123,4,Nepal
2020-10-28,24,14,0.0,8.7,5,78,03:55 PM,03:09 AM,06:12 AM,05:23 PM,11,18,18,18,5,5,68,0.0,1015,24,10,172,3,Nepal
2020-10-29,24,10,0.0,8.7,6,85,04:24 PM,04:01 AM,06:12 AM,05:22 PM,11,17,18,17,5,6,67,0.0,1017,24,10,130,3,Nepal
2020-10-30,27,16,0.0,8.7,6,93,04:54 PM,04:52 AM,06:13 AM,05:21 PM,11,21,21,21,6,2,55,0.0,1017,27,10,111,4,Nepal
2020-10-31,28,14,0.0,8.7,6,97,05:25 PM,05:44 AM,06:14 AM,05:21 PM,9,21,21,21,7,3,48,0.0,1017,28,10,134,4,Nepal
2020-11-01,25,17,0.0,8.7,5,89,05:57 PM,06:36 AM,06:14 AM,05:20 PM,11,20,20,20,4,13,58,0.1,1016,25,10,183,3,Nepal
2020-11-02,25,13,0.0,7.2,5,81,06:33 PM,07:30 AM,06:15 AM,05:19 PM,13,18,19,18,5,25,71,0.9,1017,25,10,182,3,Nepal
2020-11-03,25,13,0.0,7.2,5,74,07:12 PM,08:24 AM,06:16 AM,05:18 PM,12,19,20,19,5,36,64,1.5,1017,25,10,173,4,Nepal
2020-11-04,24,14,0.0,8.7,5,66,07:57 PM,09:20 AM,06:17 AM,05:18 PM,10,17,18,17,5,13,63,0.1,1015,24,10,150,4,Nepal
2020-11-05,23,13,0.0,8.7,4,58,08:46 PM,10:14 AM,06:17 AM,05:17 PM,10,16,17,16,5,17,68,0.1,1017,23,10,159,3,Nepal
2020-11-06,22,12,0.0,8.7,5,51,09:40 PM,11:07 AM,06:18 AM,05:16 PM,10,15,16,15,4,12,73,0.0,1019,22,10,171,3,Nepal
2020-11-07,22,10,0.0,8.7,5,43,10:38 PM,11:57 AM,06:19 AM,05:16 PM,9,15,16,15,5,12,71,0.0,1019,22,10,112,3,Nepal
2020-11-08,24,12,0.0,8.7,5,36,11:40 PM,12:44 PM,06:19 AM,05:15 PM,10,17,17,17,4,7,68,0.0,1019,24,10,166,3,Nepal
2020-11-09,23,13,0.0,8.7,5,28,No moonrise,01:27 PM,06:20 AM,05:15 PM,9,17,17,17,4,4,60,0.0,1018,23,10,134,3,Nepal
2020-11-10,22,13,0.0,8.7,5,21,12:42 AM,02:07 PM,06:21 AM,05:14 PM,8,16,17,16,4,5,60,0.0,1019,22,10,133,3,Nepal
2020-11-11,23,12,0.0,8.7,5,13,01:46 AM,02:45 PM,06:22 AM,05:14 PM,10,16,16,16,4,7,67,0.0,1020,23,10,157,2,Nepal
2020-11-12,24,12,0.0,8.7,5,6,02:50 AM,03:23 PM,06:22 AM,05:13 PM,8,17,17,17,3,5,59,0.0,1021,24,10,104,2,Nepal
2020-11-13,24,11,0.0,8.7,5,0,03:56 AM,04:01 PM,06:23 AM,05:13 PM,8,17,18,17,4,2,55,0.0,1019,24,10,186,3,Nepal
2020-11-14,23,12,0.0,8.7,5,0,05:04 AM,04:42 PM,06:24 AM,05:12 PM,8,16,17,16,4,4,62,0.0,1017,23,10,137,2,Nepal
2020-11-15,24,12,0.0,8.7,5,0,06:13 AM,05:27 PM,06:25 AM,05:12 PM,8,17,17,17,4,3,58,0.0,1019,24,10,116,3,Nepal
2020-11-16,20,12,0.0,7.2,4,2,07:24 AM,06:17 PM,06:25 AM,05:11 PM,7,15,15,15,5,25,60,0.4,1018,20,10,181,3,Nepal
2020-11-17,21,11,0.0,8.7,5,9,08:34 AM,07:12 PM,06:26 AM,05:11 PM,6,15,15,15,4,12,58,0.2,1015,21,10,189,3,Nepal
2020-11-18,21,12,0.0,8.7,5,17,09:40 AM,08:11 PM,06:27 AM,05:11 PM,7,15,15,15,5,5,60,0.0,1015,21,10,138,3,Nepal
2020-11-19,21,11,0.0,8.7,5,24,10:38 AM,09:13 PM,06:28 AM,05:10 PM,6,15,15,15,5,3,60,0.0,1015,21,10,174,3,Nepal
2020-11-20,20,10,0.0,8.7,5,32,11:30 AM,10:14 PM,06:29 AM,05:10 PM,5,14,14,14,4,4,57,0.0,1015,20,10,170,3,Nepal
2020-11-21,19,6,0.0,8.7,4,39,12:14 PM,11:13 PM,06:29 AM,05:10 PM,4,12,12,12,6,11,60,0.0,1015,19,10,138,4,Nepal
2020-11-22,17,7,0.0,7.1,3,47,12:53 PM,No moonset,06:30 AM,05:09 PM,7,11,11,11,5,24,74,0.2,1016,17,10,173,3,Nepal
2020-11-23,18,9,0.0,8.7,4,54,01:27 PM,12:09 AM,06:31 AM,05:09 PM,7,12,12,12,5,12,72,0.0,1018,18,10,168,3,Nepal
2020-11-24,20,9,0.0,8.7,5,62,01:58 PM,01:03 AM,06:32 AM,05:09 PM,7,13,13,13,3,7,70,0.0,1019,20,10,218,2,Nepal
2020-11-25,22,9,0.0,8.7,5,70,02:27 PM,01:56 AM,06:32 AM,05:09 PM,7,14,14,14,3,7,65,0.0,1019,22,10,175,2,Nepal
2020-11-26,20,11,0.0,8.7,5,77,02:57 PM,02:47 AM,06:33 AM,05:09 PM,6,14,14,14,3,11,58,0.0,1020,20,10,186,2,Nepal
2020-11-27,23,12,0.0,8.7,5,85,03:27 PM,03:39 AM,06:34 AM,05:09 PM,6,16,16,16,3,3,56,0.0,1021,23,10,168,2,Nepal
2020-11-28,23,11,0.0,8.7,5,92,03:58 PM,04:30 AM,06:35 AM,05:08 PM,6,15,16,15,4,2,57,0.0,1021,23,10,130,3,Nepal
2020-11-29,23,12,0.0,8.7,5,100,04:33 PM,05:24 AM,06:36 AM,05:08 PM,6,16,17,16,4,1,52,0.0,1019,23,10,149,2,Nepal
2020-11-30,22,11,0.0,8.7,5,100,05:11 PM,06:18 AM,06:36 AM,05:08 PM,5,15,15,15,5,2,55,0.0,1018,22,10,129,3,Nepal
2020-12-01,20,10,0.0,8.7,5,89,05:54 PM,07:14 AM,06:37 AM,05:08 PM,5,14,14,14,5,6,58,0.0,1018,20,10,129,3,Nepal
2020-12-02,19,9,0.0,8.7,4,82,06:42 PM,08:10 AM,06:38 AM,05:08 PM,6,13,13,13,5,18,65,0.0,1016,19,10,144,3,Nepal
2020-12-03,17,9,0.0,5.6,3,75,07:36 PM,09:04 AM,06:39 AM,05:08 PM,7,12,12,12,4,54,72,0.8,1015,17,10,153,3,Nepal
2020-12-04,17,9,0.0,5.6,3,67,08:33 PM,09:55 AM,06:39 AM,05:09 PM,7,12,12,12,4,48,73,1.1,1014,17,10,172,2,Nepal
2020-12-05,15,8,0.0,4.0,3,60,09:33 PM,10:43 AM,06:40 AM,05:09 PM,7,11,11,11,4,57,75,2.6,1015,15,10,171,3,Nepal
2020-12-06,15,8,0.0,5.6,3,53,10:33 PM,11:27 AM,06:41 AM,05:09 PM,7,11,11,11,5,72,79,2.3,1016,15,10,165,3,Nepal
2020-12-07,17,8,0.0,8.7,4,46,11:35 PM,12:06 PM,06:41 AM,05:09 PM,7,12,12,12,5,20,74,0.0,1017,17,10,138,3,Nepal
2020-12-08,17,9,0.0,8.7,3,38,No moonrise,12:43 PM,06:42 AM,05:09 PM,8,12,12,12,4,37,77,0.2,1017,17,10,222,2,Nepal
2020-12-09,19,9,0.0,8.7,4,31,12:37 AM,01:20 PM,06:43 AM,05:09 PM,9,13,13,13,4,27,79,0.0,1016,19,10,161,3,Nepal
2020-12-10,19,9,0.0,8.7,4,24,01:40 AM,01:56 PM,06:44 AM,05:10 PM,8,13,13,13,3,15,76,0.0,1016,19,10,170,2,Nepal
2020-12-11,20,9,0.0,8.7,5,17,02:44 AM,02:34 PM,06:44 AM,05:10 PM,8,13,13,13,3,10,70,0.0,1016,20,10,215,2,Nepal
2020-12-12,19,10,0.0,8.7,5,9,03:50 AM,03:15 PM,06:45 AM,05:10 PM,7,13,13,13,6,9,69,0.0,1015,19,10,274,3,Nepal
2020-12-13,20,9,0.0,8.7,5,2,04:59 AM,04:01 PM,06:46 AM,05:10 PM,5,13,13,13,5,5,63,0.0,1014,20,10,206,3,Nepal
2020-12-14,19,8,0.0,8.7,4,0,06:08 AM,04:53 PM,06:46 AM,05:11 PM,5,13,12,13,5,4,61,0.0,1015,19,10,184,3,Nepal
2020-12-15,20,8,0.0,8.7,5,0,07:17 AM,05:51 PM,06:47 AM,05:11 PM,3,13,13,13,4,2,53,0.0,1018,20,10,186,3,Nepal
2020-12-16,19,11,0.0,8.7,5,5,08:21 AM,06:53 PM,06:47 AM,05:11 PM,-1,14,13,14,4,6,39,0.0,1019,19,10,170,3,Nepal
2020-12-17,20,9,0.0,8.7,5,12,09:18 AM,07:56 PM,06:48 AM,05:12 PM,-0,13,13,13,4,0,43,0.0,1017,20,10,136,3,Nepal
2020-12-18,18,7,0.0,8.7,4,20,10:07 AM,08:58 PM,06:49 AM,05:12 PM,3,12,12,12,4,2,56,0.0,1016,18,10,135,3,Nepal
2020-12-19,16,6,0.0,8.7,4,27,10:49 AM,09:58 PM,06:49 AM,05:13 PM,3,9,9,9,5,7,67,0.0,1017,16,10,139,3,Nepal
2020-12-20,16,4,0.0,8.7,4,34,11:26 AM,10:54 PM,06:50 AM,05:13 PM,3,9,9,9,4,8,68,0.0,1017,16,10,139,3,Nepal
2020-12-21,18,6,0.0,8.7,4,41,11:58 AM,11:48 PM,06:50 AM,05:14 PM,3,11,11,11,4,4,61,0.0,1016,18,10,145,2,Nepal
2020-12-22,20,7,0.0,8.7,4,49,12:29 PM,No moonset,06:51 AM,05:14 PM,3,12,12,12,5,3,57,0.0,1016,20,10,183,3,Nepal
2020-12-23,20,8,0.0,8.7,4,56,12:58 PM,12:40 AM,06:51 AM,05:15 PM,4,13,13,13,4,6,59,0.0,1016,20,10,199,3,Nepal
2020-12-24,20,8,0.0,8.7,4,63,01:28 PM,01:32 AM,06:52 AM,05:15 PM,5,13,13,13,3,4,62,0.0,1015,20,10,202,2,Nepal
2020-12-25,19,8,0.0,8.7,4,70,01:59 PM,02:23 AM,06:52 AM,05:16 PM,4,12,12,12,4,4,62,0.0,1015,19,10,168,3,Nepal
2020-12-26,20,9,0.0,8.7,5,78,02:32 PM,03:16 AM,06:52 AM,05:17 PM,5,13,13,13,4,2,59,0.0,1016,20,10,175,3,Nepal
2020-12-27,18,8,0.0,8.7,4,85,03:09 PM,04:10 AM,06:53 AM,05:17 PM,3,12,12,12,3,3,57,0.0,1015,18,10,197,2,Nepal
2020-12-28,20,8,0.0,8.7,5,92,03:50 PM,05:06 AM,06:53 AM,05:18 PM,3,13,13,13,3,2,56,0.0,1015,20,10,193,2,Nepal
2020-12-29,19,6,0.0,8.7,4,100,04:37 PM,06:02 AM,06:54 AM,05:18 PM,2,12,12,12,3,2,56,0.0,1016,19,10,167,2,Nepal
2020-12-30,19,7,0.0,8.7,4,100,05:29 PM,06:57 AM,06:54 AM,05:19 PM,2,12,12,12,4,2,54,0.0,1017,19,10,186,3,Nepal
2020-12-31,21,8,0.0,8.7,5,89,06:26 PM,07:51 AM,06:54 AM,05:20 PM,3,13,13,13,3,3,54,0.0,1017,21,10,142,2,Nepal
2021-01-01,21,9,0.0,8.7,5,79,07:26 PM,08:40 AM,06:55 AM,05:20 PM,3,13,14,13,4,1,54,0.0,1018,21,10,142,3,Nepal
2021-01-02,21,9,0.0,8.7,5,71,08:27 PM,09:26 AM,06:55 AM,05:21 PM,4,14,14,14,3,0,54,0.0,1017,21,10,190,2,Nepal
2021-01-03,20,10,0.0,8.7,5,64,09:30 PM,10:07 AM,06:55 AM,05:22 PM,1,13,13,13,3,2,46,0.0,1017,20,10,232,2,Nepal
2021-01-04,22,9,0.0,8.7,4,57,10:30 PM,10:45 AM,06:55 AM,05:23 PM,1,14,14,14,4,21,43,0.0,1018,22,10,250,3,Nepal
2021-01-05,22,12,0.0,8.7,5,50,11:32 PM,11:21 AM,06:55 AM,05:23 PM,2,16,16,16,6,7,41,0.0,1018,22,10,251,4,Nepal
2021-01-06,22,12,0.0,8.7,5,42,No moonrise,11:56 AM,06:56 AM,05:24 PM,3,17,17,17,8,4,43,0.0,1016,22,10,238,5,Nepal
2021-01-07,23,13,0.0,8.7,5,35,12:34 AM,12:32 PM,06:56 AM,05:25 PM,3,17,17,17,5,0,43,0.0,1014,23,10,145,4,Nepal
2021-01-08,22,11,0.0,8.7,5,28,01:37 AM,01:11 PM,06:56 AM,05:25 PM,4,16,16,16,5,1,51,0.0,1014,22,10,164,3,Nepal
2021-01-09,22,10,0.0,8.7,5,20,02:42 AM,01:53 PM,06:56 AM,05:26 PM,5,15,15,15,4,1,52,0.0,1014,22,10,246,3,Nepal
2021-01-10,23,11,0.0,8.7,5,13,03:50 AM,02:40 PM,06:56 AM,05:27 PM,4,16,16,16,4,1,51,0.0,1013,23,10,176,3,Nepal
2021-01-11,22,9,0.0,8.7,5,6,04:57 AM,03:35 PM,06:56 AM,05:28 PM,5,14,15,14,7,3,56,0.0,1014,22,10,153,4,Nepal
2021-01-12,18,8,0.0,8.7,4,0,06:02 AM,04:33 PM,06:56 AM,05:29 PM,7,12,12,12,6,24,74,0.0,1013,18,10,155,4,Nepal
2021-01-13,15,7,0.0,8.7,4,0,07:02 AM,05:37 PM,06:56 AM,05:29 PM,5,10,10,10,6,32,73,0.0,1012,15,10,154,4,Nepal
2021-01-14,17,6,0.0,8.7,4,1,07:55 AM,06:40 PM,06:56 AM,05:30 PM,4,10,10,10,4,20,68,0.0,1013,17,10,150,2,Nepal
2021-01-15,19,6,0.0,8.7,4,8,08:40 AM,07:42 PM,06:56 AM,05:31 PM,4,11,11,11,5,6,64,0.0,1013,19,10,164,3,Nepal
2021-01-16,18,7,0.0,8.7,4,16,09:21 AM,08:40 PM,06:56 AM,05:32 PM,4,10,11,10,5,11,68,0.0,1011,18,10,142,3,Nepal
