date_time,Sudan_maxtempC,Sudan_mintempC,Sudan_totalSnow_cm,Sudan_sunHour,Sudan_uvIndex,Sudan_moon_illumination,Sudan_moonrise,Sudan_moonset,Sudan_sunrise,Sudan_sunset,Sudan_DewPointC,Sudan_FeelsLikeC,Sudan_HeatIndexC,Sudan_WindChillC,Sudan_WindGustKmph,Sudan_cloudcover,Sudan_humidity,Sudan_precipMM,Sudan_pressure,Sudan_tempC,Sudan_visibility,Sudan_winddirDegree,Sudan_windspeedKmph,Sudan_location
2020-01-01,32,18,0.0,8.7,7,37,10:51 AM,10:54 PM,06:16 AM,05:30 PM,3,24,24,24,29,0,27,0.0,1012,32,10,184,18,Sudan
2020-01-02,34,20,0.0,8.7,7,44,11:27 AM,11:40 PM,06:17 AM,05:31 PM,0,27,27,27,28,5,19,0.0,1011,34,10,240,16,Sudan
2020-01-03,29,18,0.0,8.7,6,51,12:02 PM,No moonset,06:17 AM,05:31 PM,-1,22,22,23,45,2,20,0.0,1015,29,10,350,33,Sudan
2020-01-04,27,16,0.0,8.7,6,59,12:38 PM,12:26 AM,06:17 AM,05:32 PM,-2,21,20,21,41,10,22,0.0,1016,27,10,351,31,Sudan
2020-01-05,25,14,0.0,8.7,5,66,01:16 PM,01:14 AM,06:18 AM,05:32 PM,-7,18,19,18,39,6,19,0.0,1016,25,10,226,29,Sudan
2020-01-06,26,14,0.0,8.7,6,73,01:56 PM,02:04 AM,06:18 AM,05:33 PM,-8,19,19,19,31,3,16,0.0,1015,26,10,138,21,Sudan
2020-01-07,30,16,0.0,8.7,6,80,02:40 PM,02:56 AM,06:18 AM,05:34 PM,-10,22,22,22,32,4,11,0.0,1015,30,10,179,21,Sudan
2020-01-08,28,18,0.0,8.7,6,88,03:29 PM,03:51 AM,06:19 AM,05:34 PM,-9,22,22,22,40,0,12,0.0,1015,28,10,94,27,Sudan
2020-01-09,25,14,0.0,8.7,6,95,04:23 PM,04:48 AM,06:19 AM,05:35 PM,-5,19,20,19,38,0,20,0.0,1016,25,10,178,27,Sudan
2020-01-10,24,12,0.0,8.7,5,100,05:22 PM,05:48 AM,06:19 AM,05:35 PM,-7,17,18,17,39,0,19,0.0,1017,24,10,223,26,Sudan
2020-01-11,24,12,0.0,8.7,5,100,06:23 PM,06:46 AM,06:19 AM,05:36 PM,-7,16,18,16,39,0,21,0.0,1018,24,10,13,26,Sudan
2020-01-12,27,13,0.0,8.7,6,83,07:26 PM,07:43 AM,06:19 AM,05:37 PM,-3,18,19,18,37,0,24,0.0,1017,27,10,20,24,Sudan
2020-01-13,29,15,0.0,8.7,6,76,08:28 PM,08:36 AM,06:20 AM,05:37 PM,-4,21,21,21,34,0,20,0.0,1015,29,10,23,21,Sudan
2020-01-14,33,17,0.0,8.7,7,69,09:28 PM,09:25 AM,06:20 AM,05:38 PM,-0,24,24,25,31,0,22,0.0,1013,33,10,38,19,Sudan
2020-01-15,35,19,0.0,8.7,7,61,10:26 PM,10:11 AM,06:20 AM,05:38 PM,3,26,26,26,30,0,26,0.0,1011,35,10,32,18,Sudan
2020-01-16,35,21,0.0,8.7,7,54,11:23 PM,10:55 AM,06:20 AM,05:39 PM,2,27,27,28,27,0,20,0.0,1010,35,10,94,16,Sudan
2020-01-17,32,20,0.0,8.7,7,47,No moonrise,11:38 AM,06:20 AM,05:40 PM,1,25,25,25,41,0,22,0.0,1013,32,10,349,27,Sudan
2020-01-18,29,17,0.0,8.7,6,40,12:19 AM,12:22 PM,06:20 AM,05:40 PM,-1,22,22,22,41,0,23,0.0,1016,29,10,221,29,Sudan
2020-01-19,28,15,0.0,8.7,6,32,01:15 AM,01:07 PM,06:20 AM,05:41 PM,1,21,21,21,42,0,28,0.0,1016,28,10,140,29,Sudan
2020-01-20,29,15,0.0,8.7,6,25,02:12 AM,01:54 PM,06:20 AM,05:41 PM,-5,21,21,21,42,0,19,0.0,1017,29,10,98,29,Sudan
2020-01-21,27,13,0.0,8.7,6,18,03:10 AM,02:44 PM,06:20 AM,05:42 PM,-7,19,20,19,40,0,18,0.0,1017,27,10,95,27,Sudan
2020-01-22,25,13,0.0,8.7,5,11,04:06 AM,03:37 PM,06:20 AM,05:42 PM,-6,18,19,18,42,0,19,0.0,1016,25,10,137,28,Sudan
2020-01-23,24,11,0.0,8.7,5,3,05:02 AM,04:30 PM,06:20 AM,05:43 PM,-7,16,17,16,40,0,20,0.0,1018,24,10,8,27,Sudan
2020-01-24,25,12,0.0,8.7,5,0,05:55 AM,05:25 PM,06:20 AM,05:43 PM,-5,17,18,17,38,0,22,0.0,1019,25,10,14,25,Sudan
2020-01-25,26,13,0.0,8.7,6,0,06:43 AM,06:18 PM,06:20 AM,05:44 PM,-6,18,19,18,40,0,19,0.0,1019,26,10,17,26,Sudan
2020-01-26,27,14,0.0,8.7,6,4,07:29 AM,07:10 PM,06:20 AM,05:45 PM,-3,20,21,20,40,0,22,0.0,1018,27,10,21,26,Sudan
2020-01-27,28,15,0.0,8.7,6,11,08:10 AM,07:59 PM,06:20 AM,05:45 PM,-5,21,21,21,34,0,19,0.0,1015,28,10,58,21,Sudan
2020-01-28,29,16,0.0,8.7,6,18,08:48 AM,08:47 PM,06:20 AM,05:46 PM,-4,22,22,22,29,0,18,0.0,1014,29,10,309,17,Sudan
2020-01-29,30,17,0.0,8.7,6,26,09:25 AM,09:34 PM,06:20 AM,05:46 PM,-1,23,23,24,35,0,20,0.0,1014,30,10,181,21,Sudan
2020-01-30,30,18,0.0,8.7,6,33,10:00 AM,10:20 PM,06:20 AM,05:47 PM,-1,23,23,24,32,0,20,0.0,1014,30,10,228,21,Sudan
2020-01-31,30,18,0.0,8.7,6,37,10:35 AM,11:07 PM,06:20 AM,05:47 PM,-4,24,24,24,35,0,17,0.0,1014,30,10,303,22,Sudan
2020-02-01,29,16,0.0,8.7,6,49,11:11 AM,11:54 PM,06:19 AM,05:48 PM,-5,22,22,23,37,0,16,0.0,1015,29,10,261,23,Sudan
2020-02-02,30,16,0.0,8.7,6,57,11:50 AM,No moonset,06:19 AM,05:48 PM,-6,23,23,23,32,0,15,0.0,1014,30,10,221,20,Sudan
2020-02-03,31,17,0.0,8.7,6,64,12:30 PM,12:44 AM,06:19 AM,05:48 PM,-5,24,24,24,35,0,15,0.0,1014,31,10,260,21,Sudan
2020-02-04,30,17,0.0,8.7,6,72,01:16 PM,01:37 AM,06:19 AM,05:49 PM,-9,23,23,24,35,0,11,0.0,1014,30,10,258,21,Sudan
2020-02-05,30,16,0.0,8.7,6,79,02:07 PM,02:31 AM,06:18 AM,05:49 PM,-11,22,22,22,31,0,10,0.0,1013,30,10,260,18,Sudan
2020-02-06,32,19,0.0,8.7,7,87,03:03 PM,03:30 AM,06:18 AM,05:50 PM,-10,25,25,25,29,1,9,0.0,1014,32,10,103,17,Sudan
2020-02-07,36,22,0.0,8.7,7,95,04:03 PM,04:28 AM,06:18 AM,05:50 PM,-3,28,28,29,32,0,12,0.0,1013,36,10,20,20,Sudan
2020-02-08,34,22,0.0,8.7,7,100,05:06 PM,05:27 AM,06:18 AM,05:51 PM,-5,27,27,28,47,0,12,0.0,1015,34,10,14,33,Sudan
2020-02-09,31,18,0.0,8.7,6,100,06:10 PM,06:22 AM,06:17 AM,05:51 PM,-5,23,23,24,44,0,15,0.0,1016,31,10,9,32,Sudan
2020-02-10,28,16,0.0,8.7,6,83,07:13 PM,07:15 AM,06:17 AM,05:51 PM,-6,22,22,22,46,0,16,0.0,1017,28,10,137,34,Sudan
2020-02-11,26,13,0.0,8.7,5,75,08:14 PM,08:03 AM,06:16 AM,05:52 PM,-8,18,19,18,43,0,17,0.0,1018,26,10,139,31,Sudan
2020-02-12,28,14,0.0,8.7,6,68,09:14 PM,08:50 AM,06:16 AM,05:52 PM,-8,21,21,21,41,0,16,0.0,1016,28,10,14,27,Sudan
2020-02-13,30,15,0.0,8.7,6,60,10:12 PM,09:35 AM,06:16 AM,05:53 PM,-5,22,22,22,32,0,18,0.0,1015,30,10,142,20,Sudan
2020-02-14,33,18,0.0,8.7,7,53,11:10 PM,10:19 AM,06:15 AM,05:53 PM,-1,25,25,24,20,0,20,0.0,1012,33,10,211,11,Sudan
2020-02-15,34,20,0.0,8.7,7,45,No moonrise,11:05 AM,06:15 AM,05:53 PM,3,27,27,27,24,0,23,0.0,1010,34,10,337,14,Sudan
2020-02-16,36,21,0.0,8.7,7,38,12:08 AM,11:52 AM,06:14 AM,05:54 PM,3,28,28,28,35,0,22,0.0,1010,36,10,330,22,Sudan
2020-02-17,33,20,0.0,8.7,7,30,01:05 AM,12:41 PM,06:14 AM,05:54 PM,-1,26,26,27,37,0,17,0.0,1011,33,10,262,24,Sudan
2020-02-18,32,19,0.0,8.7,7,22,02:02 AM,01:33 PM,06:14 AM,05:54 PM,-4,25,25,25,35,0,15,0.0,1013,32,10,182,23,Sudan
2020-02-19,32,20,0.0,8.7,7,15,02:57 AM,02:25 PM,06:13 AM,05:55 PM,-2,25,25,26,38,2,17,0.0,1013,32,10,93,27,Sudan
2020-02-20,30,18,0.0,8.7,6,7,03:50 AM,03:19 PM,06:13 AM,05:55 PM,-3,23,23,24,39,0,18,0.0,1014,30,10,14,28,Sudan
2020-02-21,31,18,0.0,8.7,6,0,04:39 AM,04:12 PM,06:12 AM,05:55 PM,-6,24,24,24,35,0,14,0.0,1013,31,10,95,24,Sudan
2020-02-22,33,18,0.0,8.7,7,0,05:25 AM,05:04 PM,06:12 AM,05:55 PM,-6,25,25,25,38,2,13,0.0,1013,33,10,11,25,Sudan
2020-02-23,34,20,0.0,8.7,7,0,06:07 AM,05:54 PM,06:11 AM,05:56 PM,-5,26,26,26,39,0,13,0.0,1012,34,10,94,25,Sudan
2020-02-24,31,19,0.0,8.7,7,0,06:46 AM,06:42 PM,06:10 AM,05:56 PM,-6,24,24,25,42,8,14,0.0,1012,31,10,260,30,Sudan
2020-02-25,27,16,0.0,8.7,6,8,07:24 AM,07:29 PM,06:10 AM,05:56 PM,-6,21,21,21,41,6,17,0.0,1016,27,10,140,31,Sudan
2020-02-26,30,16,0.0,8.7,6,15,07:59 AM,08:15 PM,06:09 AM,05:57 PM,-7,22,22,23,36,2,14,0.0,1015,30,10,15,25,Sudan
2020-02-27,34,18,0.0,8.7,7,23,08:34 AM,09:02 PM,06:09 AM,05:57 PM,-4,25,25,26,34,0,14,0.0,1013,34,10,56,22,Sudan
2020-02-28,34,20,0.0,8.7,7,30,09:10 AM,09:49 PM,06:08 AM,05:57 PM,-8,26,26,27,34,0,11,0.0,1011,34,10,212,20,Sudan
2020-02-29,35,20,0.0,8.7,7,38,09:47 AM,10:37 PM,06:08 AM,05:57 PM,-7,28,28,28,39,0,10,0.0,1010,35,10,134,24,Sudan
2020-03-01,35,21,0.0,8.7,7,44,10:26 AM,11:27 PM,06:07 AM,05:58 PM,-6,27,27,28,41,1,11,0.0,1011,35,10,53,27,Sudan
2020-03-02,34,20,0.0,8.7,7,51,11:09 AM,No moonset,06:06 AM,05:58 PM,-5,27,27,27,36,1,12,0.0,1012,34,10,140,23,Sudan
2020-03-03,35,21,0.0,8.7,7,58,11:56 AM,12:20 AM,06:06 AM,05:58 PM,-9,27,27,28,34,0,9,0.0,1012,35,10,260,21,Sudan
2020-03-04,36,21,0.0,8.7,7,65,12:47 PM,01:15 AM,06:05 AM,05:58 PM,-13,28,28,29,33,0,6,0.0,1012,36,10,258,20,Sudan
2020-03-05,37,23,0.0,8.7,8,73,01:44 PM,02:12 AM,06:04 AM,05:58 PM,-13,29,29,30,30,0,6,0.0,1010,37,10,140,18,Sudan
2020-03-06,39,25,0.0,8.7,8,80,02:45 PM,03:09 AM,06:04 AM,05:59 PM,-8,31,31,32,34,1,8,0.0,1010,39,10,25,22,Sudan
2020-03-07,39,24,0.0,8.7,8,87,03:48 PM,04:05 AM,06:03 AM,05:59 PM,-2,31,31,32,37,4,11,0.0,1010,39,10,23,24,Sudan
2020-03-08,39,25,0.0,8.7,8,95,04:51 PM,04:59 AM,06:02 AM,05:59 PM,-4,31,31,32,38,1,10,0.0,1009,39,10,107,25,Sudan
2020-03-09,38,24,0.0,8.7,8,100,05:54 PM,05:50 AM,06:02 AM,05:59 PM,-5,30,30,31,33,12,10,0.0,1008,38,10,13,21,Sudan
2020-03-10,40,25,0.0,8.7,8,100,06:56 PM,06:38 AM,06:01 AM,05:59 PM,-5,31,31,32,33,0,9,0.0,1007,40,10,32,21,Sudan
2020-03-11,41,25,0.0,11.6,8,84,07:57 PM,07:25 AM,06:00 AM,05:59 PM,2,34,34,33,25,0,17,0.0,1005,41,10,100,15,Sudan
2020-03-12,41,29,0.0,12.0,9,76,08:57 PM,08:11 AM,06:00 AM,06:00 PM,-1,33,33,34,36,0,12,0.0,1003,41,10,196,25,Sudan
2020-03-13,30,22,0.0,12.4,7,69,09:58 PM,08:58 AM,05:59 AM,06:00 PM,-3,25,25,26,36,5,16,0.0,1010,30,10,343,28,Sudan
2020-03-14,31,20,0.0,12.4,7,62,10:57 PM,09:46 AM,05:58 AM,06:00 PM,-6,25,25,26,36,0,13,0.0,1013,31,10,265,25,Sudan
2020-03-15,32,20,0.0,12.4,7,55,11:56 PM,10:36 AM,05:58 AM,06:00 PM,-5,26,26,26,33,0,14,0.0,1011,32,10,97,21,Sudan
2020-03-16,33,20,0.0,12.4,7,47,No moonrise,11:29 AM,05:57 AM,06:00 PM,-7,26,26,27,28,0,11,0.0,1010,33,10,217,17,Sudan
2020-03-17,35,21,0.0,12.4,7,40,12:53 AM,12:21 PM,05:56 AM,06:00 PM,-4,27,27,28,30,0,13,0.0,1009,35,10,264,18,Sudan
2020-03-18,34,22,0.0,12.5,7,33,01:48 AM,01:16 PM,05:55 AM,06:01 PM,-4,28,28,28,38,0,12,0.0,1010,34,10,225,24,Sudan
2020-03-19,34,20,0.0,12.5,7,25,02:38 AM,02:08 PM,05:55 AM,06:01 PM,-8,26,26,27,36,0,11,0.0,1012,34,10,180,23,Sudan
2020-03-20,34,20,0.0,12.5,7,18,03:25 AM,03:00 PM,05:54 AM,06:01 PM,-13,27,27,28,35,0,6,0.0,1011,34,10,135,22,Sudan
2020-03-21,36,21,0.0,12.5,8,11,04:07 AM,03:51 PM,05:53 AM,06:01 PM,-11,28,28,29,32,0,7,0.0,1009,36,10,144,19,Sudan
2020-03-22,36,23,0.0,12.5,8,4,04:47 AM,04:39 PM,05:53 AM,06:01 PM,-5,29,29,30,35,0,11,0.0,1010,36,10,56,22,Sudan
2020-03-23,36,23,0.0,12.5,8,0,05:24 AM,05:26 PM,05:52 AM,06:01 PM,-11,29,29,30,35,0,7,0.0,1011,36,10,25,22,Sudan
2020-03-24,39,24,0.0,12.5,8,0,06:00 AM,06:12 PM,05:51 AM,06:01 PM,-5,31,31,32,30,0,9,0.0,1008,39,10,31,19,Sudan
2020-03-25,40,27,0.0,12.5,8,3,06:35 AM,06:59 PM,05:50 AM,06:02 PM,-4,33,33,34,27,0,9,0.0,1005,40,10,183,16,Sudan
2020-03-26,41,27,0.0,12.5,9,11,07:10 AM,07:46 PM,05:50 AM,06:02 PM,-3,34,34,35,25,0,9,0.0,1004,41,10,32,15,Sudan
2020-03-27,44,28,0.0,12.5,9,18,07:47 AM,08:33 PM,05:49 AM,06:02 PM,-2,36,36,36,17,0,9,0.0,1004,44,10,175,10,Sudan
2020-03-28,42,29,0.0,12.5,9,25,08:24 AM,09:23 PM,05:48 AM,06:02 PM,-3,35,35,35,37,0,9,0.0,1007,42,10,103,25,Sudan
2020-03-29,39,26,0.0,12.6,8,32,09:06 AM,10:14 PM,05:47 AM,06:02 PM,-5,31,31,32,47,0,10,0.0,1009,39,10,6,32,Sudan
2020-03-30,38,23,0.0,12.6,8,40,09:50 AM,11:07 PM,05:47 AM,06:02 PM,-5,30,30,31,36,0,10,0.0,1009,38,10,15,23,Sudan
2020-03-31,40,24,0.0,12.6,8,44,10:39 AM,No moonset,05:46 AM,06:02 PM,-7,32,32,33,30,0,8,0.0,1008,40,10,18,18,Sudan
2020-04-01,42,27,0.0,12.6,9,56,11:33 AM,12:02 AM,05:45 AM,06:02 PM,-3,34,34,35,32,0,9,0.0,1008,42,10,27,20,Sudan
2020-04-02,41,28,0.0,12.6,9,64,12:29 PM,12:57 AM,05:44 AM,06:03 PM,-1,35,35,35,40,0,11,0.0,1007,41,10,21,25,Sudan
2020-04-03,41,28,0.0,12.6,9,71,01:30 PM,01:52 AM,05:44 AM,06:03 PM,-1,34,34,35,43,0,12,0.0,1007,41,10,30,28,Sudan
2020-04-04,39,25,0.0,12.6,8,79,02:31 PM,02:45 AM,05:43 AM,06:03 PM,-3,32,32,33,36,0,12,0.0,1007,39,10,24,24,Sudan
2020-04-05,41,26,0.0,12.6,8,87,03:33 PM,03:36 AM,05:42 AM,06:03 PM,-3,32,32,33,25,0,10,0.0,1007,41,10,149,14,Sudan
2020-04-06,43,27,0.0,12.6,9,94,04:34 PM,04:24 AM,05:42 AM,06:03 PM,-1,34,34,35,21,0,10,0.0,1006,43,10,169,12,Sudan
2020-04-07,44,30,0.0,12.6,9,100,05:36 PM,05:11 AM,05:41 AM,06:03 PM,-1,36,36,37,20,0,10,0.0,1004,44,10,220,12,Sudan
2020-04-08,44,30,0.0,12.6,9,100,06:37 PM,05:58 AM,05:40 AM,06:03 PM,1,37,37,37,30,1,11,0.0,1004,44,10,208,17,Sudan
2020-04-09,43,29,0.0,12.6,9,83,07:39 PM,06:45 AM,05:40 AM,06:04 PM,3,36,36,36,38,4,14,0.0,1005,43,10,186,25,Sudan
2020-04-10,40,28,0.0,12.7,8,76,08:41 PM,07:34 AM,05:39 AM,06:04 PM,-2,33,33,34,41,3,10,0.0,1007,40,10,11,30,Sudan
2020-04-11,38,25,0.0,12.7,8,68,09:43 PM,08:25 AM,05:38 AM,06:04 PM,-4,31,31,32,42,8,10,0.0,1009,38,10,12,30,Sudan
2020-04-12,36,23,0.0,12.7,8,61,10:43 PM,09:18 AM,05:37 AM,06:04 PM,-6,29,29,30,41,4,10,0.0,1011,36,10,139,29,Sudan
2020-04-13,36,23,0.0,12.7,8,53,11:41 PM,10:13 AM,05:37 AM,06:04 PM,-8,28,28,29,39,6,9,0.0,1011,36,10,134,27,Sudan
2020-04-14,35,22,0.0,12.7,8,46,No moonrise,11:09 AM,05:36 AM,06:04 PM,-10,28,28,29,40,11,8,0.0,1011,35,10,269,26,Sudan
2020-04-15,36,22,0.0,12.7,8,38,12:34 AM,12:03 PM,05:35 AM,06:05 PM,-11,28,28,29,40,0,8,0.0,1011,36,10,52,26,Sudan
2020-04-16,37,22,0.0,12.7,8,30,01:23 AM,12:56 PM,05:35 AM,06:05 PM,-11,29,29,30,34,0,7,0.0,1009,37,10,58,21,Sudan
2020-04-17,39,25,0.0,12.7,8,23,02:07 AM,01:47 PM,05:34 AM,06:05 PM,-5,31,31,32,33,0,10,0.0,1007,39,10,19,21,Sudan
2020-04-18,39,26,0.0,12.7,8,15,02:47 AM,02:36 PM,05:34 AM,06:05 PM,-1,31,31,32,40,0,13,0.0,1007,39,10,136,26,Sudan
2020-04-19,37,26,0.0,12.7,8,8,03:25 AM,03:24 PM,05:33 AM,06:05 PM,-2,30,30,32,39,18,12,0.0,1008,37,10,301,25,Sudan
2020-04-20,38,24,0.0,12.7,8,0,04:01 AM,04:10 PM,05:32 AM,06:06 PM,-4,30,30,31,32,0,11,0.0,1008,38,10,258,20,Sudan
2020-04-21,37,24,0.0,12.7,8,0,04:36 AM,04:56 PM,05:32 AM,06:06 PM,-8,29,29,30,28,0,8,0.0,1009,37,10,181,16,Sudan
2020-04-22,39,23,0.0,12.8,8,0,05:11 AM,05:43 PM,05:31 AM,06:06 PM,-11,31,31,32,23,0,6,0.0,1008,39,10,60,14,Sudan
2020-04-23,41,26,0.0,12.8,9,0,05:47 AM,06:30 PM,05:31 AM,06:06 PM,-7,34,34,34,24,0,7,0.0,1007,41,10,64,14,Sudan
2020-04-24,42,28,0.0,12.8,9,7,06:24 AM,07:20 PM,05:30 AM,06:06 PM,-1,35,35,36,26,0,11,0.0,1006,42,10,146,15,Sudan
2020-04-25,42,29,0.0,12.8,9,15,07:05 AM,08:10 PM,05:29 AM,06:07 PM,-7,36,36,36,34,0,7,0.0,1006,42,10,59,21,Sudan
2020-04-26,43,29,0.0,12.8,9,22,07:49 AM,09:04 PM,05:29 AM,06:07 PM,-2,35,35,36,42,0,9,0.0,1007,43,10,19,27,Sudan
2020-04-27,41,28,0.0,12.8,9,30,08:36 AM,09:58 PM,05:28 AM,06:07 PM,-1,34,34,35,39,0,10,0.0,1008,41,10,19,25,Sudan
2020-04-28,43,27,0.0,12.8,9,37,09:28 AM,10:52 PM,05:28 AM,06:07 PM,-2,35,35,36,29,0,10,0.0,1007,43,10,28,18,Sudan
2020-04-29,44,29,0.0,12.8,9,45,10:22 AM,11:46 PM,05:27 AM,06:07 PM,-3,37,37,37,26,0,8,0.0,1006,44,10,255,17,Sudan
2020-04-30,39,27,0.0,12.8,8,52,11:20 AM,No moonset,05:27 AM,06:08 PM,-3,32,32,33,44,0,10,0.0,1009,39,10,217,29,Sudan
2020-05-01,37,24,0.0,12.8,8,58,12:19 PM,12:38 AM,05:26 AM,06:08 PM,-9,31,31,32,30,0,7,0.0,1010,37,10,256,18,Sudan
2020-05-02,40,25,0.0,12.8,8,65,01:19 PM,01:28 AM,05:26 AM,06:08 PM,-13,32,32,33,21,0,5,0.0,1008,40,10,262,13,Sudan
2020-05-03,43,27,0.0,12.8,9,72,02:18 PM,02:15 AM,05:25 AM,06:08 PM,-6,35,35,35,21,0,8,0.0,1007,43,10,115,13,Sudan
2020-05-04,43,27,0.0,12.8,9,80,03:18 PM,03:01 AM,05:25 AM,06:09 PM,-7,35,35,35,20,0,7,0.0,1007,43,10,179,12,Sudan
2020-05-05,43,29,0.0,12.9,9,87,04:17 PM,03:47 AM,05:24 AM,06:09 PM,-7,36,36,36,22,0,6,0.0,1007,43,10,147,13,Sudan
2020-05-06,43,29,0.0,12.9,9,94,05:19 PM,04:32 AM,05:24 AM,06:09 PM,-3,36,36,36,41,0,8,0.0,1006,43,10,143,26,Sudan
2020-05-07,42,27,0.0,12.9,9,100,06:20 PM,05:20 AM,05:24 AM,06:10 PM,-1,34,34,35,40,0,11,0.0,1007,42,10,218,26,Sudan
2020-05-08,40,26,0.0,12.9,9,100,07:24 PM,06:09 AM,05:23 AM,06:10 PM,-8,33,33,34,35,1,7,0.0,1007,40,10,332,21,Sudan
2020-05-09,40,27,0.0,12.9,9,84,08:26 PM,07:03 AM,05:23 AM,06:10 PM,-10,34,34,34,35,10,6,0.0,1007,40,10,297,21,Sudan
2020-05-10,41,27,0.0,12.9,9,77,09:27 PM,07:58 AM,05:22 AM,06:10 PM,-3,34,34,34,32,30,9,0.0,1007,41,10,301,20,Sudan
2020-05-11,42,28,0.0,12.9,9,70,10:24 PM,08:56 AM,05:22 AM,06:11 PM,3,35,35,36,33,34,14,0.0,1008,42,10,173,22,Sudan
2020-05-12,43,30,0.0,12.9,9,62,11:16 PM,09:53 AM,05:22 AM,06:11 PM,2,36,36,37,36,3,12,0.0,1007,43,10,262,23,Sudan
2020-05-13,44,31,0.0,12.9,9,55,No moonrise,10:48 AM,05:21 AM,06:11 PM,-1,39,39,38,33,12,9,0.0,1006,44,10,337,22,Sudan
2020-05-14,44,33,0.0,12.9,9,48,12:03 AM,11:41 AM,05:21 AM,06:12 PM,-3,38,38,38,38,0,8,0.0,1005,44,10,303,24,Sudan
2020-05-15,43,30,0.0,12.9,9,40,12:46 AM,12:31 PM,05:21 AM,06:12 PM,-8,38,38,38,26,3,5,0.0,1004,43,10,218,16,Sudan
2020-05-16,43,30,0.0,12.9,9,33,01:25 AM,01:20 PM,05:21 AM,06:12 PM,-9,37,37,37,22,4,5,0.0,1005,43,10,259,12,Sudan
2020-05-17,42,26,0.0,12.9,9,26,02:02 AM,02:06 PM,05:20 AM,06:13 PM,13,34,34,34,30,7,35,0.0,1008,42,10,215,24,Sudan
2020-05-18,38,28,0.0,10.6,7,19,02:37 AM,02:53 PM,05:20 AM,06:13 PM,16,34,34,33,30,73,39,6.2,1010,38,9,144,21,Sudan
2020-05-19,38,28,0.0,12.9,8,11,03:12 AM,03:39 PM,05:20 AM,06:13 PM,15,33,33,32,14,14,36,0.0,1010,38,10,109,11,Sudan
2020-05-20,40,31,0.0,12.9,9,4,03:47 AM,04:26 PM,05:20 AM,06:14 PM,11,36,36,36,15,5,23,0.0,1007,40,10,140,11,Sudan
2020-05-21,42,33,0.0,13.0,9,0,04:24 AM,05:15 PM,05:19 AM,06:14 PM,9,37,37,38,9,3,18,0.0,1007,42,10,241,6,Sudan
2020-05-22,41,31,0.0,13.0,9,0,05:03 AM,06:06 PM,05:19 AM,06:14 PM,14,36,36,35,25,14,29,0.1,1009,41,10,199,19,Sudan
2020-05-23,40,30,0.0,13.0,8,3,05:46 AM,06:59 PM,05:19 AM,06:14 PM,16,36,36,34,25,45,35,2.5,1010,40,10,206,19,Sudan
2020-05-24,41,31,0.0,13.0,9,10,06:32 AM,07:53 PM,05:19 AM,06:15 PM,12,36,36,35,18,3,24,0.0,1008,41,10,247,13,Sudan
2020-05-25,42,32,0.0,13.0,9,17,07:24 AM,08:48 PM,05:19 AM,06:15 PM,0,35,35,37,36,0,11,0.0,1008,42,10,135,27,Sudan
2020-05-26,40,29,0.0,13.0,9,25,08:18 AM,09:43 PM,05:19 AM,06:15 PM,-5,33,33,35,29,0,7,0.0,1009,40,10,258,21,Sudan
2020-05-27,41,29,0.0,13.0,9,32,09:15 AM,10:35 PM,05:18 AM,06:16 PM,-7,34,34,36,27,0,6,0.0,1008,41,10,330,17,Sudan
2020-05-28,42,30,0.0,13.0,9,39,10:13 AM,11:25 PM,05:18 AM,06:16 PM,-5,36,36,36,27,0,7,0.0,1008,42,10,252,16,Sudan
2020-05-29,43,31,0.0,13.0,9,47,11:12 AM,No moonset,05:18 AM,06:17 PM,-1,37,37,37,34,0,9,0.0,1007,43,10,89,23,Sudan
2020-05-30,42,30,0.0,13.0,9,54,12:10 PM,12:12 AM,05:18 AM,06:17 PM,1,36,36,37,39,0,11,0.0,1007,42,10,104,28,Sudan
2020-05-31,42,30,0.0,13.0,9,58,01:07 PM,12:57 AM,05:18 AM,06:17 PM,-5,36,36,37,37,0,7,0.0,1008,42,10,99,26,Sudan
2020-06-01,42,30,0.0,13.0,9,71,02:05 PM,01:41 AM,05:18 AM,06:17 PM,-6,35,35,36,31,0,6,0.0,1008,42,10,218,20,Sudan
2020-06-02,43,31,0.0,13.0,9,79,03:03 PM,02:24 AM,05:18 AM,06:18 PM,-5,36,36,37,29,0,7,0.0,1007,43,10,256,18,Sudan
2020-06-03,44,31,0.0,13.0,9,86,04:03 PM,03:10 AM,05:18 AM,06:18 PM,-2,38,38,38,33,0,8,0.0,1005,44,10,138,21,Sudan
2020-06-04,43,31,0.0,13.0,9,94,05:04 PM,03:57 AM,05:18 AM,06:18 PM,-1,37,37,38,32,0,9,0.0,1006,43,10,70,20,Sudan
2020-06-05,43,31,0.0,13.0,9,100,06:07 PM,04:48 AM,05:18 AM,06:19 PM,-2,37,37,37,17,0,8,0.0,1006,43,10,52,10,Sudan
2020-06-06,43,31,0.0,13.0,9,100,07:09 PM,05:42 AM,05:18 AM,06:19 PM,-2,37,37,38,21,0,8,0.0,1007,43,10,189,14,Sudan
2020-06-07,43,31,0.0,13.0,9,84,08:09 PM,06:39 AM,05:18 AM,06:19 PM,0,38,38,38,31,4,10,0.0,1005,43,10,105,20,Sudan
2020-06-08,43,34,0.0,13.0,9,76,09:05 PM,07:38 AM,05:18 AM,06:20 PM,6,38,38,38,26,11,15,0.0,1004,43,10,179,16,Sudan
