date_time,Latvia_maxtempC,Latvia_mintempC,Latvia_totalSnow_cm,Latvia_sunHour,Latvia_uvIndex,Latvia_moon_illumination,Latvia_moonrise,Latvia_moonset,Latvia_sunrise,Latvia_sunset,Latvia_DewPointC,Latvia_FeelsLikeC,Latvia_HeatIndexC,Latvia_WindChillC,Latvia_WindGustKmph,Latvia_cloudcover,Latvia_humidity,Latvia_precipMM,Latvia_pressure,Latvia_tempC,Latvia_visibility,Latvia_winddirDegree,Latvia_windspeedKmph,Latvia_location
2020-12-06,6,0,0.0,2.6,1,53,09:51 PM,01:14 PM,08:45 AM,03:45 PM,1,-1,4,-1,40,67,78,0.0,1022,6,10,158,27,Latvia
2020-12-07,1,-1,0.0,7.0,2,46,11:18 PM,01:29 PM,08:46 AM,03:44 PM,-8,-6,0,-6,40,10,54,0.0,1025,1,10,148,28,Latvia
2020-12-08,-1,-2,0.0,7.0,2,38,No moonrise,01:42 PM,08:48 AM,03:44 PM,-8,-8,-2,-8,34,3,62,0.0,1026,-1,10,141,24,Latvia
2020-12-09,-3,-5,0.0,6.9,2,31,12:46 AM,01:53 PM,08:49 AM,03:43 PM,-9,-9,-3,-9,27,26,66,0.0,1026,-3,10,140,19,Latvia
2020-12-10,-2,-4,0.0,2.6,1,24,02:16 AM,02:04 PM,08:50 AM,03:43 PM,-7,-8,-3,-8,23,75,75,0.1,1022,-2,10,129,16,Latvia
2020-12-11,1,-3,0.0,2.6,1,17,03:48 AM,02:16 PM,08:52 AM,03:42 PM,-2,-5,-1,-5,26,92,88,1.0,1016,1,7,129,17,Latvia
2020-12-12,1,-3,0.0,6.7,1,9,05:23 AM,02:32 PM,08:53 AM,03:42 PM,-3,-5,-0,-5,28,79,81,1.8,1015,1,10,142,19,Latvia
2020-12-13,-1,-7,0.0,2.6,1,2,07:00 AM,02:53 PM,08:54 AM,03:42 PM,-5,-7,-2,-7,19,97,78,0.0,1017,-1,10,139,14,Latvia
2020-12-14,1,-7,0.0,2.6,1,0,08:34 AM,03:24 PM,08:55 AM,03:42 PM,-0,-3,-0,-3,9,100,95,1.2,1018,1,6,141,6,Latvia
2020-12-15,1,-5,0.0,2.6,1,0,09:58 AM,04:10 PM,08:56 AM,03:42 PM,-1,-4,-1,-4,19,83,91,0.0,1021,1,9,170,13,Latvia
2020-12-16,2,-2,0.0,2.6,1,5,11:01 AM,05:15 PM,08:57 AM,03:42 PM,0,-3,1,-3,29,94,90,5.1,1016,2,10,203,18,Latvia
2020-12-17,3,-2,0.0,2.6,1,12,11:44 AM,06:33 PM,08:58 AM,03:42 PM,2,-1,2,-1,21,82,95,0.2,1023,3,5,229,12,Latvia
2020-12-18,6,2,0.0,2.6,1,20,12:11 PM,07:57 PM,08:58 AM,03:43 PM,3,0,4,0,29,98,92,4.6,1019,6,10,204,18,Latvia
2020-12-19,5,1,0.0,2.6,2,27,12:30 PM,09:20 PM,08:59 AM,03:43 PM,4,2,5,2,20,93,92,1.3,1022,5,5,224,12,Latvia
2020-12-20,3,1,0.0,6.4,2,34,12:43 PM,10:39 PM,09:00 AM,03:43 PM,0,-2,2,-2,27,35,90,0.0,1025,3,10,182,17,Latvia
2020-12-21,2,1,0.0,6.4,1,41,12:54 PM,11:56 PM,09:00 AM,03:44 PM,-0,-4,1,-4,30,63,89,0.1,1024,2,10,184,21,Latvia
2020-12-22,3,-1,0.0,1.6,1,49,01:03 PM,No moonset,09:01 AM,03:44 PM,1,-3,2,-3,32,99,91,4.2,1016,3,10,169,22,Latvia
2020-12-23,5,1,0.0,1.6,1,56,01:12 PM,01:10 AM,09:01 AM,03:45 PM,2,0,4,0,26,92,90,4.5,1005,5,9,210,16,Latvia
2020-12-24,3,-5,0.0,1.6,1,63,01:21 PM,02:23 AM,09:01 AM,03:46 PM,1,-1,1,-1,16,91,90,0.1,1006,3,10,158,10,Latvia
2020-12-25,3,-4,0.0,1.6,1,70,01:31 PM,03:37 AM,09:02 AM,03:46 PM,-1,-3,1,-3,30,99,81,0.2,1003,3,10,192,21,Latvia
2020-12-26,1,-4,2.1,1.6,1,78,01:44 PM,04:52 AM,09:02 AM,03:47 PM,-1,-4,0,-4,23,99,91,3.1,1008,1,6,329,16,Latvia
2020-12-27,-0,-1,0.0,1.6,1,85,02:01 PM,06:08 AM,09:02 AM,03:48 PM,-3,-6,-1,-6,31,76,84,0.1,1012,-0,10,186,21,Latvia
2020-12-28,2,-4,0.0,1.6,1,92,02:24 PM,07:24 AM,09:02 AM,03:49 PM,-3,-6,-0,-6,43,80,78,0.2,1006,2,10,141,29,Latvia
2020-12-29,5,-2,0.0,1.6,1,100,02:59 PM,08:35 AM,09:02 AM,03:50 PM,2,-1,4,-1,41,95,84,3.8,999,5,8,139,26,Latvia
2020-12-30,3,-1,0.0,3.7,1,100,03:49 PM,09:36 AM,09:02 AM,03:51 PM,0,-2,3,-2,29,80,85,2.9,1004,3,8,167,19,Latvia
2020-12-31,3,-4,0.0,1.6,1,89,04:55 PM,10:23 AM,09:02 AM,03:52 PM,1,-1,2,-1,16,77,93,2.4,1007,3,6,182,10,Latvia
2021-01-01,0,-4,0.0,1.6,1,79,06:13 PM,10:56 AM,09:01 AM,03:54 PM,-1,-3,0,-3,11,62,92,0.0,1013,0,8,118,7,Latvia
2021-01-02,0,-2,0.4,1.6,1,71,07:38 PM,11:20 AM,09:01 AM,03:55 PM,-1,-2,-0,-2,10,71,92,0.5,1014,0,8,161,6,Latvia
2021-01-03,1,-3,0.2,1.6,1,64,09:05 PM,11:37 AM,09:01 AM,03:56 PM,-1,-2,0,-2,10,92,92,0.3,1022,1,8,207,7,Latvia
2021-01-04,-1,-8,0.2,4.5,1,57,10:32 PM,11:51 AM,09:00 AM,03:58 PM,-3,-5,-2,-5,17,79,90,0.2,1024,-1,10,59,12,Latvia
2021-01-05,1,-2,0.3,2.6,1,50,11:59 PM,12:02 PM,08:59 AM,03:59 PM,-2,-5,-1,-5,23,98,91,1.5,1024,1,8,65,15,Latvia
2021-01-06,1,-2,0.0,2.8,1,42,No moonrise,12:12 PM,08:59 AM,04:01 PM,-1,-4,0,-4,22,100,89,0.1,1019,1,10,79,15,Latvia
2021-01-07,-1,-7,0.7,2.8,1,35,01:28 AM,12:24 PM,08:58 AM,04:02 PM,-3,-6,-2,-6,19,92,90,0.9,1013,-1,8,99,13,Latvia
2021-01-08,-1,-4,0.0,2.8,1,28,02:59 AM,12:37 PM,08:57 AM,04:04 PM,-3,-6,-2,-6,18,95,89,0.3,1013,-1,7,71,13,Latvia
2021-01-09,-5,-7,0.0,4.8,1,20,04:31 AM,12:55 PM,08:56 AM,04:05 PM,-7,-10,-5,-10,14,63,88,0.2,1019,-5,9,65,10,Latvia
2021-01-10,-6,-11,0.0,7.5,1,13,06:05 AM,01:20 PM,08:56 AM,04:07 PM,-8,-10,-7,-10,12,40,91,0.0,1020,-6,10,152,8,Latvia
2021-01-11,-0,-10,0.8,6.7,1,6,07:32 AM,01:58 PM,08:55 AM,04:09 PM,-3,-7,-3,-7,25,72,92,1.5,1014,-0,8,197,16,Latvia
2021-01-12,-0,-7,4.6,2.8,1,0,08:44 AM,02:52 PM,08:54 AM,04:11 PM,-2,-7,-2,-7,40,100,95,14.2,1004,-0,1,173,27,Latvia
2021-01-13,-1,-8,2.1,2.8,1,0,09:36 AM,04:05 PM,08:53 AM,04:12 PM,-3,-8,-3,-8,30,100,93,3.8,1005,-1,5,130,21,Latvia
2021-01-14,-6,-11,0.0,4.8,1,1,10:10 AM,05:28 PM,08:51 AM,04:14 PM,-9,-14,-8,-14,24,74,90,0.1,1015,-6,10,53,16,Latvia
2021-01-15,-9,-11,0.2,2.9,1,8,10:33 AM,06:53 PM,08:50 AM,04:16 PM,-12,-17,-10,-17,26,87,84,0.2,1017,-9,9,35,17,Latvia
2021-01-16,-10,-17,0.0,6.8,1,16,10:49 AM,08:15 PM,08:49 AM,04:18 PM,-14,-18,-12,-18,19,65,84,0.0,1019,-10,10,55,13,Latvia
2021-01-17,-11,-15,0.0,7.7,1,23,11:01 AM,09:35 PM,08:48 AM,04:20 PM,-14,-16,-13,-16,8,31,92,0.0,1021,-11,6,176,5,Latvia
2021-01-18,-8,-13,0.2,2.9,1,30,11:11 AM,10:51 PM,08:46 AM,04:22 PM,-11,-16,-11,-16,19,72,93,0.3,1019,-8,8,187,12,Latvia
2021-01-19,-10,-12,0.6,7.8,1,38,11:20 AM,No moonset,08:45 AM,04:24 PM,-13,-18,-10,-18,24,48,84,0.8,1014,-10,8,170,16,Latvia
2021-01-20,-6,-11,0.3,2.9,1,45,11:28 AM,12:06 AM,08:43 AM,04:26 PM,-9,-16,-8,-16,36,86,89,3.7,1007,-6,7,156,24,Latvia
2021-01-21,2,-10,0.0,2.9,1,52,11:38 AM,01:20 AM,08:42 AM,04:28 PM,0,-5,0,-5,32,89,95,2.0,1001,2,7,182,20,Latvia
2021-01-22,1,-1,0.0,3.0,1,59,11:49 AM,02:34 AM,08:40 AM,04:31 PM,-1,-5,1,-5,32,82,92,0.0,998,1,10,174,21,Latvia
2021-01-23,2,-3,0.0,3.0,1,67,12:04 PM,03:50 AM,08:39 AM,04:33 PM,1,-2,1,-2,21,91,97,0.5,999,2,5,168,13,Latvia
2021-01-24,3,-5,0.0,3.0,1,74,12:24 PM,05:06 AM,08:37 AM,04:35 PM,1,-2,1,-2,26,100,93,2.6,996,3,9,165,16,Latvia
2021-01-25,2,-5,0.3,3.0,1,81,12:54 PM,06:18 AM,08:35 AM,04:37 PM,0,-3,1,-3,20,100,92,2.2,996,2,9,160,13,Latvia
2021-01-26,2,-3,1.9,3.0,1,88,01:38 PM,07:24 AM,08:33 AM,04:39 PM,1,-4,1,-4,28,100,97,10.3,995,2,6,213,18,Latvia
2021-01-27,2,-4,1.5,3.0,1,96,02:38 PM,08:17 AM,08:32 AM,04:41 PM,-0,-5,0,-5,34,98,92,5.3,1001,2,6,294,23,Latvia
2021-01-28,-1,-5,0.0,3.1,1,100,03:54 PM,08:56 AM,08:30 AM,04:44 PM,-3,-5,-2,-5,18,81,86,0.1,1004,-1,10,206,12,Latvia
2021-01-29,-2,-7,1.8,3.1,1,90,05:19 PM,09:24 AM,08:28 AM,04:46 PM,-4,-6,-2,-6,19,100,88,2.1,994,-2,8,174,14,Latvia
2021-01-30,-1,-7,8.3,3.1,1,82,06:47 PM,09:43 AM,08:26 AM,04:48 PM,-3,-8,-2,-8,30,97,92,9.8,989,-1,3,296,22,Latvia
2021-01-31,-1,-4,7.1,3.1,1,79,08:17 PM,09:58 AM,08:24 AM,04:51 PM,-4,-8,-2,-8,29,85,86,8.5,994,-1,5,273,20,Latvia
2021-02-01,-2,-5,4.0,5.0,1,63,09:46 PM,10:10 AM,08:22 AM,04:53 PM,-5,-8,-4,-8,17,70,94,4.7,1002,-2,6,195,10,Latvia
2021-02-02,-4,-10,1.6,3.1,1,55,11:15 PM,10:20 AM,08:20 AM,04:55 PM,-6,-11,-5,-11,28,97,87,1.9,1007,-4,8,174,19,Latvia
2021-02-03,-2,-10,0.7,3.1,1,48,No moonrise,10:31 AM,08:18 AM,04:57 PM,-6,-8,-4,-8,16,91,88,0.9,1004,-2,9,231,10,Latvia
2021-02-04,-5,-6,0.4,3.3,1,40,12:45 AM,10:44 AM,08:16 AM,05:00 PM,-7,-11,-5,-11,24,97,83,0.6,1011,-5,8,184,16,Latvia
2021-02-05,-5,-8,4.4,3.3,1,33,02:16 AM,11:00 AM,08:14 AM,05:02 PM,-8,-11,-6,-11,22,100,85,5.2,1018,-5,3,281,15,Latvia
2021-02-06,-7,-11,2.6,3.3,1,25,03:48 AM,11:21 AM,08:12 AM,05:04 PM,-11,-15,-9,-15,18,96,86,3.4,1023,-7,3,29,12,Latvia
2021-02-07,-6,-13,0.8,3.4,1,18,05:15 AM,11:53 AM,08:10 AM,05:07 PM,-10,-12,-9,-12,9,75,91,0.9,1023,-6,8,193,5,Latvia
