date_time,Latvia_maxtempC,Latvia_mintempC,Latvia_totalSnow_cm,Latvia_sunHour,Latvia_uvIndex,Latvia_moon_illumination,Latvia_moonrise,Latvia_moonset,Latvia_sunrise,Latvia_sunset,Latvia_DewPointC,Latvia_FeelsLikeC,Latvia_HeatIndexC,Latvia_WindChillC,Latvia_WindGustKmph,Latvia_cloudcover,Latvia_humidity,Latvia_precipMM,Latvia_pressure,Latvia_tempC,Latvia_visibility,Latvia_winddirDegree,Latvia_windspeedKmph,Latvia_location
2020-06-28,25,19,0.0,16.1,5,52,12:26 PM,12:36 AM,03:33 AM,09:21 PM,16,23,23,22,16,39,71,0.5,1009,25,10,199,10,Latvia
2020-06-29,22,16,0.0,13.4,4,59,01:55 PM,12:49 AM,03:33 AM,09:21 PM,17,19,20,19,14,88,87,15.6,1007,22,9,250,9,Latvia
2020-06-30,21,16,0.0,15.4,4,67,03:25 PM,01:02 AM,03:34 AM,09:21 PM,13,18,19,18,24,60,73,1.8,1004,21,10,246,18,Latvia
2020-07-01,21,15,0.0,15.4,4,72,04:56 PM,01:17 AM,03:35 AM,09:20 PM,12,17,17,17,36,76,72,4.3,1001,21,10,231,25,Latvia
2020-07-02,21,14,0.0,16.1,4,79,06:26 PM,01:35 AM,03:36 AM,09:19 PM,14,18,18,18,27,47,78,0.6,1005,21,10,220,19,Latvia
2020-07-03,20,13,0.0,15.4,4,86,07:50 PM,02:00 AM,03:37 AM,09:19 PM,13,16,16,16,18,51,80,7.1,1010,20,10,235,12,Latvia
2020-07-04,21,12,0.0,14.7,4,94,09:01 PM,02:36 AM,03:38 AM,09:18 PM,12,16,17,16,23,67,77,0.7,1011,21,9,228,17,Latvia
2020-07-05,20,15,0.0,13.3,4,100,09:55 PM,03:27 AM,03:39 AM,09:17 PM,15,17,18,17,30,91,84,6.4,1007,20,7,216,21,Latvia
2020-07-06,21,13,0.0,16.7,4,100,10:32 PM,04:31 AM,03:40 AM,09:16 PM,12,18,18,18,33,45,68,0.4,1003,21,9,228,22,Latvia
2020-07-07,18,13,0.0,14.7,4,85,10:58 PM,05:46 AM,03:41 AM,09:15 PM,11,15,16,15,28,56,72,3.4,1007,18,10,226,20,Latvia
2020-07-08,17,11,0.0,14.0,3,77,11:16 PM,07:05 AM,03:43 AM,09:14 PM,10,13,14,13,24,57,79,5.6,1008,17,9,225,17,Latvia
2020-07-09,19,10,0.0,14.6,4,70,11:30 PM,08:23 AM,03:44 AM,09:13 PM,9,14,15,14,20,55,68,1.2,1011,19,10,180,14,Latvia
2020-07-10,19,11,0.0,15.3,4,63,11:41 PM,09:40 AM,03:45 AM,09:12 PM,11,14,15,14,20,53,80,1.9,1013,19,10,182,14,Latvia
2020-07-11,19,15,0.0,13.2,4,55,11:51 PM,10:54 AM,03:47 AM,09:11 PM,12,16,16,16,31,80,75,1.8,1010,19,10,227,21,Latvia
2020-07-12,19,11,0.0,16.0,4,48,No moonrise,12:07 PM,03:48 AM,09:10 PM,9,15,15,15,19,44,69,0.3,1018,19,10,240,13,Latvia
2020-07-13,19,10,0.0,16.0,4,41,12:01 AM,01:20 PM,03:50 AM,09:09 PM,9,15,15,15,17,42,70,0.6,1016,19,10,269,11,Latvia
2020-07-14,21,13,0.0,16.0,4,34,12:11 AM,02:33 PM,03:51 AM,09:07 PM,11,17,17,17,8,55,70,0.8,1016,21,10,203,5,Latvia
2020-07-15,21,13,0.0,17.4,5,26,12:23 AM,03:49 PM,03:53 AM,09:06 PM,9,17,17,17,8,18,60,0.0,1015,21,10,140,6,Latvia
2020-07-16,21,15,0.0,17.4,5,19,12:38 AM,05:05 PM,03:54 AM,09:04 PM,11,18,19,18,12,6,63,0.0,1013,21,10,53,9,Latvia
2020-07-17,21,16,0.0,17.4,5,12,12:58 AM,06:20 PM,03:56 AM,09:03 PM,12,19,20,19,13,21,64,0.0,1016,21,10,196,9,Latvia
2020-07-18,22,17,0.0,17.4,6,5,01:27 AM,07:31 PM,03:57 AM,09:01 PM,13,20,21,20,10,7,64,0.0,1019,22,10,197,7,Latvia
2020-07-19,24,17,0.0,16.0,5,0,02:07 AM,08:30 PM,03:59 AM,09:00 PM,14,21,21,21,8,38,64,0.2,1019,24,10,69,5,Latvia
2020-07-20,26,17,0.0,12.8,5,0,03:04 AM,09:16 PM,04:01 AM,08:58 PM,15,22,22,21,9,47,68,1.4,1014,26,10,152,5,Latvia
2020-07-21,21,16,0.0,12.0,4,2,04:17 AM,09:49 PM,04:03 AM,08:56 PM,13,19,19,19,23,49,70,2.7,1011,21,10,262,16,Latvia
2020-07-22,18,13,0.0,10.3,4,10,05:43 AM,10:12 PM,04:04 AM,08:55 PM,10,15,15,15,28,69,70,1.9,1009,18,10,278,20,Latvia
2020-07-23,18,11,0.0,10.3,4,17,07:12 AM,10:30 PM,04:06 AM,08:53 PM,9,14,15,14,24,71,68,5.9,1009,18,10,271,16,Latvia
2020-07-24,20,11,0.0,12.0,4,24,08:43 AM,10:44 PM,04:08 AM,08:51 PM,10,15,16,15,25,56,70,1.9,1008,20,10,219,17,Latvia
2020-07-25,20,11,0.0,12.8,4,32,10:13 AM,10:57 PM,04:10 AM,08:49 PM,12,16,17,16,22,59,76,3.3,1009,20,10,266,15,Latvia
2020-07-26,24,14,0.0,14.5,5,39,11:42 AM,11:10 PM,04:11 AM,08:47 PM,11,18,19,18,10,10,64,0.0,1016,24,10,175,6,Latvia
2020-07-27,23,15,0.0,13.6,5,46,01:11 PM,11:24 PM,04:13 AM,08:45 PM,14,19,19,19,16,42,76,4.8,1016,23,10,132,9,Latvia
2020-07-28,22,18,0.0,12.8,5,53,02:40 PM,11:41 PM,04:15 AM,08:43 PM,16,20,20,20,12,51,80,0.5,1012,22,10,279,8,Latvia
2020-07-29,22,16,0.0,13.6,4,61,04:09 PM,No moonset,04:17 AM,08:41 PM,14,19,19,19,21,47,73,2.5,1009,22,10,238,15,Latvia
2020-07-30,18,14,0.0,10.1,4,68,05:34 PM,12:03 AM,04:19 AM,08:39 PM,13,15,16,15,34,85,81,12.5,1009,18,9,231,21,Latvia
2020-07-31,19,15,0.0,11.0,4,72,06:48 PM,12:33 AM,04:21 AM,08:37 PM,14,16,17,16,32,82,82,5.4,1006,19,10,276,22,Latvia
2020-08-01,19,16,0.0,13.6,4,82,07:48 PM,01:17 AM,04:23 AM,08:35 PM,12,17,17,17,21,44,72,0.5,1014,19,10,179,15,Latvia
2020-08-02,22,14,0.0,13.6,4,90,08:30 PM,02:16 AM,04:25 AM,08:33 PM,11,18,19,18,9,42,67,0.0,1014,22,10,203,5,Latvia
2020-08-03,23,14,0.0,13.6,4,97,09:00 PM,03:27 AM,04:27 AM,08:31 PM,13,18,19,18,21,49,74,0.5,1010,23,10,187,13,Latvia
2020-08-04,18,16,0.0,10.0,4,100,09:21 PM,04:44 AM,04:29 AM,08:29 PM,16,17,17,17,16,94,94,47.8,1009,18,7,186,10,Latvia
2020-08-05,22,14,0.0,14.5,4,88,09:36 PM,06:03 AM,04:31 AM,08:26 PM,12,18,19,18,13,33,71,0.9,1017,22,8,239,9,Latvia
2020-08-06,23,13,0.0,11.8,4,81,09:48 PM,07:21 AM,04:33 AM,08:24 PM,13,18,19,18,15,55,73,0.4,1024,23,10,249,10,Latvia
2020-08-07,24,16,0.0,14.5,6,74,09:59 PM,08:36 AM,04:35 AM,08:22 PM,13,20,21,20,12,10,64,0.0,1028,24,10,205,7,Latvia
2020-08-08,24,17,0.0,14.5,6,67,10:08 PM,09:50 AM,04:37 AM,08:20 PM,13,21,21,21,8,16,63,0.0,1025,24,10,190,5,Latvia
2020-08-09,24,18,0.0,14.5,6,59,10:18 PM,11:03 AM,04:39 AM,08:17 PM,13,22,22,21,9,8,60,0.0,1021,24,10,224,6,Latvia
2020-08-10,22,19,0.0,14.5,6,52,10:29 PM,12:16 PM,04:41 AM,08:15 PM,15,20,21,20,16,17,74,0.0,1019,22,10,256,11,Latvia
2020-08-11,20,15,0.0,13.6,4,45,10:42 PM,01:31 PM,04:43 AM,08:13 PM,10,18,18,18,23,23,61,0.0,1023,20,10,111,15,Latvia
2020-08-12,19,14,0.0,14.5,5,38,11:00 PM,02:45 PM,04:45 AM,08:10 PM,9,16,16,16,12,6,63,0.0,1024,19,10,123,9,Latvia
2020-08-13,21,13,0.0,14.5,4,30,11:24 PM,04:01 PM,04:47 AM,08:08 PM,10,17,18,17,8,35,65,0.0,1020,21,10,213,5,Latvia
2020-08-14,22,13,0.0,10.7,4,23,11:58 PM,05:14 PM,04:49 AM,08:05 PM,13,17,18,17,12,51,75,0.2,1018,22,10,208,7,Latvia
2020-08-15,24,16,0.0,14.5,6,16,No moonrise,06:18 PM,04:52 AM,08:03 PM,14,20,21,20,9,22,69,0.0,1018,24,10,236,5,Latvia
2020-08-16,26,17,0.0,14.5,6,8,12:47 AM,07:10 PM,04:54 AM,08:01 PM,14,22,22,21,12,8,65,0.0,1017,26,10,253,7,Latvia
2020-08-17,24,17,0.0,14.5,6,1,01:53 AM,07:48 PM,04:56 AM,07:58 PM,14,21,21,21,13,7,68,0.0,1015,24,10,234,8,Latvia
2020-08-18,24,16,0.0,14.5,6,0,03:15 AM,08:15 PM,04:58 AM,07:56 PM,11,19,20,19,15,14,57,0.0,1012,24,10,133,9,Latvia
2020-08-19,24,15,0.0,14.5,6,0,04:44 AM,08:35 PM,05:00 AM,07:53 PM,10,19,20,19,17,11,57,0.0,1010,24,10,74,11,Latvia
2020-08-20,24,16,0.0,14.5,6,6,06:17 AM,08:50 PM,05:02 AM,07:51 PM,14,20,20,20,12,31,71,0.0,1012,24,10,133,7,Latvia
2020-08-21,24,17,0.0,11.2,5,13,07:51 AM,09:04 PM,05:04 AM,07:48 PM,16,20,20,20,9,62,80,7.7,1016,24,9,177,6,Latvia
2020-08-22,24,16,0.0,10.1,5,20,09:24 AM,09:17 PM,05:06 AM,07:46 PM,17,20,21,20,26,70,81,4.2,1015,24,10,167,17,Latvia
2020-08-23,22,17,0.0,12.3,5,28,10:55 AM,09:30 PM,05:08 AM,07:43 PM,16,19,20,19,22,49,80,4.2,1008,22,10,229,14,Latvia
2020-08-24,20,15,0.0,10.1,4,35,12:27 PM,09:46 PM,05:10 AM,07:41 PM,13,17,18,17,27,56,77,4.5,1007,20,10,228,18,Latvia
2020-08-25,18,13,0.0,10.0,4,42,01:57 PM,10:06 PM,05:12 AM,07:38 PM,12,14,15,14,21,71,81,12.8,1009,18,8,234,14,Latvia
2020-08-26,17,11,0.0,10.0,3,50,03:24 PM,10:34 PM,05:14 AM,07:35 PM,11,13,14,13,22,61,86,2.5,1004,17,9,189,14,Latvia
2020-08-27,19,10,0.0,11.1,4,57,04:41 PM,11:13 PM,05:16 AM,07:33 PM,13,15,16,15,15,67,82,1.6,1001,19,9,86,10,Latvia
2020-08-28,19,13,0.0,14.1,5,64,05:45 PM,No moonset,05:19 AM,07:30 PM,8,16,16,16,10,33,60,0.2,1009,19,10,128,7,Latvia
2020-08-29,14,8,0.0,9.9,3,71,06:31 PM,12:06 AM,05:21 AM,07:27 PM,10,11,13,11,23,69,83,13.0,1008,14,8,149,15,Latvia
2020-08-30,20,8,0.0,11.1,4,79,07:04 PM,01:13 AM,05:23 AM,07:25 PM,13,15,16,15,21,53,83,0.3,1008,20,8,204,14,Latvia
2020-08-31,17,14,0.0,11.0,4,82,07:27 PM,02:28 AM,05:25 AM,07:22 PM,13,16,16,16,21,67,83,1.2,1009,17,10,196,14,Latvia
2020-09-01,17,12,0.0,12.2,4,97,07:43 PM,03:47 AM,05:27 AM,07:19 PM,9,14,15,14,24,49,71,0.2,1018,17,10,159,16,Latvia
2020-09-02,20,14,0.0,9.8,4,100,07:56 PM,05:05 AM,05:29 AM,07:17 PM,13,16,17,16,23,71,81,1.1,1018,20,9,96,14,Latvia
2020-09-03,19,15,0.0,11.0,4,88,08:06 PM,06:21 AM,05:31 AM,07:14 PM,14,17,17,17,24,74,81,2.9,1016,19,10,162,17,Latvia
2020-09-04,18,15,0.0,11.0,4,81,08:16 PM,07:36 AM,05:33 AM,07:11 PM,12,15,16,15,27,64,80,0.3,1016,18,10,206,18,Latvia
2020-09-05,19,13,0.0,9.8,4,73,08:25 PM,08:49 AM,05:35 AM,07:08 PM,13,15,16,15,24,67,83,11.3,1012,19,9,202,16,Latvia
2020-09-06,18,12,0.0,10.9,4,66,08:35 PM,10:02 AM,05:37 AM,07:06 PM,11,14,14,14,21,61,81,3.4,1012,18,9,223,14,Latvia
2020-09-07,16,11,0.0,9.7,3,58,08:47 PM,11:16 AM,05:39 AM,07:03 PM,10,12,13,12,18,71,84,1.3,1016,16,8,212,11,Latvia
2020-09-08,16,10,0.0,9.7,3,50,09:02 PM,12:30 PM,05:41 AM,07:00 PM,10,11,13,11,31,64,85,9.8,1013,16,9,235,20,Latvia
2020-09-09,16,10,0.0,10.7,3,43,09:23 PM,01:45 PM,05:43 AM,06:57 PM,11,13,14,13,29,62,79,1.5,1012,16,9,251,19,Latvia
2020-09-10,15,12,0.0,9.5,3,35,09:51 PM,02:58 PM,05:45 AM,06:55 PM,10,12,14,12,43,73,75,13.1,1005,15,9,274,28,Latvia
2020-09-11,16,9,0.0,10.7,3,28,10:32 PM,04:05 PM,05:47 AM,06:52 PM,7,11,12,11,24,57,73,0.6,1015,16,10,236,15,Latvia
2020-09-12,18,11,0.0,13.0,4,20,11:30 PM,05:01 PM,05:49 AM,06:49 PM,10,13,14,13,26,41,74,0.3,1017,18,10,202,17,Latvia
2020-09-13,16,13,0.0,8.1,3,13,No moonrise,05:44 PM,05:51 AM,06:46 PM,9,14,15,14,34,81,70,1.5,1014,16,9,247,24,Latvia
2020-09-14,18,10,0.0,10.6,4,5,12:44 AM,06:15 PM,05:53 AM,06:44 PM,12,15,16,15,27,68,77,4.7,1020,18,10,284,18,Latvia
2020-09-15,20,14,0.0,12.9,4,0,02:10 AM,06:38 PM,05:55 AM,06:41 PM,14,16,17,16,16,37,83,0.0,1022,20,9,200,10,Latvia
2020-09-16,24,14,0.0,12.8,5,0,03:43 AM,06:55 PM,05:57 AM,06:38 PM,14,19,20,19,25,30,79,0.6,1015,24,9,217,16,Latvia
2020-09-17,13,12,0.0,8.0,3,0,05:17 AM,07:09 PM,05:59 AM,06:35 PM,8,10,13,10,56,99,72,4.8,1012,13,9,324,39,Latvia
2020-09-18,14,12,0.0,11.6,3,2,06:52 AM,07:22 PM,06:01 AM,06:33 PM,7,11,13,11,37,46,66,0.8,1021,14,10,326,26,Latvia
2020-09-19,15,11,0.0,11.6,4,10,08:28 AM,07:35 PM,06:03 AM,06:30 PM,8,12,13,12,25,18,73,0.0,1021,15,10,314,17,Latvia
2020-09-20,16,10,0.0,11.6,4,17,10:03 AM,07:50 PM,06:05 AM,06:27 PM,7,12,13,12,16,26,69,0.0,1023,16,10,259,10,Latvia
2020-09-21,19,10,0.0,11.6,5,25,11:38 AM,08:09 PM,06:07 AM,06:24 PM,10,13,14,13,23,18,75,0.0,1017,19,10,224,15,Latvia
2020-09-22,20,12,0.0,11.6,5,32,01:10 PM,08:34 PM,06:09 AM,06:22 PM,9,14,15,14,24,3,68,0.0,1013,20,10,223,15,Latvia
2020-09-23,22,13,0.0,11.6,5,40,02:33 PM,09:10 PM,06:11 AM,06:19 PM,12,16,17,16,27,10,74,0.0,1009,22,10,180,15,Latvia
2020-09-24,21,14,0.0,11.6,4,47,03:43 PM,09:59 PM,06:13 AM,06:16 PM,13,17,17,17,25,26,78,0.0,1007,21,10,168,15,Latvia
2020-09-25,21,15,0.0,8.8,4,55,04:34 PM,11:03 PM,06:15 AM,06:13 PM,14,17,17,17,23,57,81,3.6,1005,21,10,146,15,Latvia
2020-09-26,22,15,0.0,11.6,4,62,05:10 PM,No moonset,06:17 AM,06:11 PM,12,18,19,18,32,27,68,0.1,1005,22,10,127,20,Latvia
2020-09-27,21,15,0.0,11.6,5,70,05:34 PM,12:16 AM,06:19 AM,06:08 PM,11,18,18,18,31,20,63,0.1,1010,21,10,104,19,Latvia
2020-09-28,15,10,0.0,5.9,3,78,05:51 PM,01:34 AM,06:21 AM,06:05 PM,10,12,14,12,19,75,79,7.8,1014,15,8,150,13,Latvia
2020-09-29,17,11,0.0,11.6,4,85,06:04 PM,02:51 AM,06:23 AM,06:03 PM,9,13,14,13,12,41,76,0.5,1018,17,8,162,7,Latvia
2020-09-30,17,11,0.0,11.6,4,93,06:15 PM,04:08 AM,06:25 AM,06:00 PM,9,13,13,13,16,4,76,0.0,1018,17,10,65,10,Latvia
2020-10-01,17,11,0.0,8.7,4,97,06:24 PM,05:23 AM,06:28 AM,05:57 PM,8,13,14,13,22,16,69,0.0,1015,17,10,101,14,Latvia
2020-10-02,17,11,0.0,8.7,3,100,06:34 PM,06:36 AM,06:30 AM,05:55 PM,7,12,14,12,25,28,67,0.0,1016,17,10,116,16,Latvia
2020-10-03,17,11,0.0,5.7,3,89,06:43 PM,07:50 AM,06:32 AM,05:52 PM,9,12,14,12,30,51,73,0.1,1016,17,10,117,21,Latvia
2020-10-04,19,14,0.0,4.2,4,82,06:54 PM,09:03 AM,06:34 AM,05:49 PM,13,16,17,16,37,80,79,3.2,1010,19,7,135,24,Latvia
2020-10-05,19,13,0.0,7.2,4,74,07:08 PM,10:18 AM,06:36 AM,05:47 PM,13,16,16,16,24,49,81,0.3,1012,19,10,151,15,Latvia
2020-10-06,16,14,0.0,4.1,4,67,07:25 PM,11:33 AM,06:38 AM,05:44 PM,11,15,15,15,32,81,76,2.5,1007,16,10,170,21,Latvia
2020-10-07,17,12,0.0,8.7,3,60,07:50 PM,12:46 PM,06:40 AM,05:41 PM,9,13,14,13,23,48,73,0.1,1010,17,10,161,14,Latvia
2020-10-08,16,11,0.0,5.6,3,53,08:24 PM,01:55 PM,06:42 AM,05:39 PM,10,12,13,12,19,55,82,0.4,1014,16,10,189,12,Latvia
2020-10-09,13,10,0.0,4.1,3,45,09:14 PM,02:55 PM,06:44 AM,05:36 PM,9,9,11,9,28,88,85,2.1,1014,13,9,197,18,Latvia
2020-10-10,14,8,0.0,8.7,3,38,10:19 PM,03:42 PM,06:47 AM,05:34 PM,8,9,11,9,21,34,82,0.1,1016,14,10,181,13,Latvia
2020-10-11,12,7,0.0,4.1,3,31,11:39 PM,04:16 PM,06:49 AM,05:31 PM,8,10,11,10,11,87,82,7.1,1015,12,9,279,7,Latvia
2020-10-12,12,7,0.0,7.1,2,23,No moonrise,04:41 PM,06:51 AM,05:28 PM,6,9,10,9,13,51,77,0.0,1016,12,10,220,8,Latvia
2020-10-13,12,8,0.0,8.7,3,16,01:07 AM,05:00 PM,06:53 AM,05:26 PM,6,9,10,9,14,42,80,0.2,1018,12,10,136,9,Latvia
2020-10-14,11,8,0.0,4.0,2,9,02:39 AM,05:14 PM,06:55 AM,05:23 PM,6,6,9,6,37,79,77,8.1,1014,11,9,57,25,Latvia
2020-10-15,9,8,0.0,4.0,2,2,04:13 AM,05:27 PM,06:57 AM,05:20 PM,6,6,9,6,29,92,84,20.6,1012,9,8,38,20,Latvia
2020-10-16,7,6,0.0,4.0,2,0,05:49 AM,05:40 PM,06:59 AM,05:18 PM,2,4,7,4,20,82,71,0.2,1017,7,10,38,14,Latvia
2020-10-17,7,4,0.0,8.7,3,0,07:27 AM,05:53 PM,07:02 AM,05:15 PM,-1,4,5,4,10,42,67,0.0,1019,7,10,159,7,Latvia
2020-10-18,7,3,0.0,3.8,2,5,09:05 AM,06:10 PM,07:04 AM,05:13 PM,1,1,5,1,33,67,77,6.5,1002,7,9,244,22,Latvia
2020-10-19,8,4,0.0,5.4,2,13,10:42 AM,06:32 PM,07:06 AM,05:10 PM,-1,1,6,1,42,69,64,2.9,1009,8,10,274,28,Latvia
2020-10-20,8,5,0.0,3.8,2,20,12:14 PM,07:03 PM,07:08 AM,05:08 PM,1,4,7,4,29,80,66,0.5,1019,8,10,259,19,Latvia
2020-10-21,9,6,0.0,5.4,2,27,01:33 PM,07:49 PM,07:10 AM,05:05 PM,6,5,8,5,21,89,88,2.4,1013,9,10,170,15,Latvia
2020-10-22,14,4,0.0,3.7,3,35,02:33 PM,08:49 PM,07:13 AM,05:03 PM,10,9,11,9,35,97,87,8.8,1005,14,7,213,22,Latvia
2020-10-23,13,10,0.0,3.7,3,42,03:14 PM,10:02 PM,07:15 AM,05:00 PM,9,10,12,10,33,90,81,1.4,1004,13,10,238,21,Latvia
2020-10-24,11,8,0.0,3.5,2,49,03:42 PM,11:20 PM,07:17 AM,04:58 PM,8,7,9,7,25,67,88,1.7,1004,11,9,230,16,Latvia
2020-10-25,11,5,0.0,8.7,2,56,04:01 PM,No moonset,07:19 AM,04:55 PM,8,7,9,7,18,43,88,0.1,1013,11,10,213,11,Latvia
2020-10-26,13,9,0.0,8.7,3,64,04:14 PM,12:39 AM,07:22 AM,04:53 PM,9,9,11,9,29,57,86,0.1,1012,13,10,165,19,Latvia
2020-10-27,13,11,0.0,3.5,3,71,04:25 PM,01:56 AM,07:24 AM,04:50 PM,10,10,12,10,28,93,88,1.3,1009,13,10,180,18,Latvia
2020-10-28,11,8,0.0,7.0,2,78,04:35 PM,03:11 AM,07:26 AM,04:48 PM,8,8,10,8,24,69,85,12.3,1012,11,9,203,16,Latvia
2020-10-29,11,7,0.0,3.4,3,85,04:43 PM,04:25 AM,07:28 AM,04:46 PM,8,8,10,8,20,87,85,0.5,1011,11,9,195,14,Latvia
2020-10-30,9,8,0.0,3.4,2,93,04:52 PM,05:38 AM,07:30 AM,04:43 PM,8,8,9,8,8,98,93,2.7,1011,9,5,169,6,Latvia
2020-10-31,10,7,0.0,8.7,3,97,05:03 PM,06:52 AM,07:33 AM,04:41 PM,7,7,8,7,12,34,90,0.0,1022,10,9,63,7,Latvia
2020-11-01,10,6,0.0,8.7,2,89,05:15 PM,08:06 AM,07:35 AM,04:39 PM,6,5,8,5,22,31,89,0.0,1023,10,8,155,13,Latvia
2020-11-02,9,4,0.0,3.4,2,81,05:30 PM,09:22 AM,07:37 AM,04:36 PM,6,4,7,4,33,82,89,0.4,1013,9,9,166,22,Latvia
2020-11-03,13,3,0.0,5.1,3,74,05:52 PM,10:37 AM,07:39 AM,04:34 PM,8,8,10,8,30,66,86,0.5,1014,13,9,208,19,Latvia
2020-11-04,9,6,0.0,3.3,2,66,06:22 PM,11:48 AM,07:42 AM,04:32 PM,5,5,8,5,24,47,86,0.0,1022,9,8,210,15,Latvia
2020-11-05,9,4,0.0,5.1,2,58,07:06 PM,12:51 PM,07:44 AM,04:30 PM,5,5,8,5,29,74,80,0.2,1021,9,10,245,19,Latvia
2020-11-06,12,5,0.0,8.7,4,51,08:05 PM,01:42 PM,07:46 AM,04:28 PM,9,8,10,8,28,42,87,0.2,1021,12,10,277,18,Latvia
2020-11-07,13,8,0.0,8.7,3,43,09:18 PM,02:19 PM,07:48 AM,04:26 PM,8,8,10,8,27,28,88,0.1,1025,13,10,244,16,Latvia
2020-11-08,11,7,0.0,5.1,2,36,10:41 PM,02:46 PM,07:50 AM,04:24 PM,6,7,10,7,27,61,75,0.9,1022,11,9,288,17,Latvia
2020-11-09,7,1,0.0,8.7,3,28,No moonrise,03:06 PM,07:53 AM,04:22 PM,2,4,6,4,11,23,75,0.0,1029,7,10,243,7,Latvia
2020-11-10,9,3,0.0,5.1,2,21,12:09 AM,03:21 PM,07:55 AM,04:20 PM,4,6,7,6,9,55,81,0.2,1032,9,10,215,5,Latvia
2020-11-11,6,4,0.0,8.6,2,13,01:39 AM,03:34 PM,07:57 AM,04:18 PM,3,3,5,3,14,33,87,0.0,1033,6,10,171,9,Latvia
2020-11-12,5,3,0.0,5.0,1,6,03:12 AM,03:46 PM,07:59 AM,04:16 PM,2,0,3,0,20,44,88,0.0,1028,5,10,149,13,Latvia
2020-11-13,5,-2,0.0,3.0,1,0,04:46 AM,03:58 PM,08:01 AM,04:14 PM,2,1,4,1,20,88,85,0.4,1025,5,10,141,14,Latvia
2020-11-14,6,-0,0.0,3.0,2,0,06:23 AM,04:12 PM,08:03 AM,04:12 PM,4,2,5,2,20,98,89,0.3,1021,6,9,150,14,Latvia
2020-11-15,6,1,0.0,3.0,1,0,08:02 AM,04:30 PM,08:05 AM,04:10 PM,2,0,4,0,23,87,88,0.0,1021,6,10,143,16,Latvia
2020-11-16,6,1,0.0,3.0,2,2,09:40 AM,04:56 PM,08:07 AM,04:09 PM,4,2,6,2,37,100,88,7.5,1018,6,5,155,25,Latvia
2020-11-17,8,1,0.0,3.0,2,9,11:09 AM,05:35 PM,08:10 AM,04:07 PM,6,4,7,4,28,96,90,3.2,1020,8,7,173,19,Latvia
2020-11-18,11,2,0.0,3.0,3,17,12:21 PM,06:30 PM,08:12 AM,04:05 PM,8,6,9,6,35,100,89,5.9,1018,11,8,213,22,Latvia
2020-11-19,10,8,0.0,3.0,2,24,01:13 PM,07:41 PM,08:14 AM,04:04 PM,6,6,10,6,43,98,79,4.2,1006,10,10,211,28,Latvia
2020-11-20,4,1,1.8,2.9,1,32,01:46 PM,09:01 PM,08:16 AM,04:02 PM,-1,-1,4,-1,43,86,67,5.2,1010,4,6,266,30,Latvia
2020-11-21,4,0,0.3,6.8,1,39,02:08 PM,10:22 PM,08:18 AM,04:01 PM,-0,-0,4,-0,31,77,73,1.9,1022,4,9,246,21,Latvia
2020-11-22,7,2,0.0,6.7,2,47,02:24 PM,11:41 PM,08:20 AM,03:59 PM,3,2,6,2,33,64,83,7.2,1009,7,9,230,21,Latvia
2020-11-23,7,3,0.0,2.8,2,54,02:35 PM,No moonset,08:22 AM,03:58 PM,2,3,6,3,36,86,74,1.2,1005,7,10,257,23,Latvia
2020-11-24,7,1,0.0,6.7,2,62,02:45 PM,12:58 AM,08:24 AM,03:56 PM,2,2,6,2,32,60,74,2.7,1014,7,9,281,21,Latvia
2020-11-25,9,0,0.0,2.7,2,70,02:54 PM,02:12 AM,08:26 AM,03:55 PM,7,6,8,6,25,98,89,4.7,1015,9,10,247,16,Latvia
2020-11-26,8,5,0.0,2.7,2,77,03:02 PM,03:25 AM,08:28 AM,03:54 PM,5,4,7,4,25,98,85,3.4,1012,8,9,233,17,Latvia
2020-11-27,6,1,1.1,2.7,1,85,03:12 PM,04:38 AM,08:30 AM,03:53 PM,1,-0,4,-0,29,91,80,4.8,1011,6,8,246,20,Latvia
2020-11-28,3,1,0.0,2.7,1,92,03:23 PM,05:53 AM,08:31 AM,03:51 PM,-1,-2,2,-2,24,81,81,0.1,1021,3,10,40,17,Latvia
2020-11-29,1,-1,0.0,4.7,1,100,03:37 PM,07:09 AM,08:33 AM,03:50 PM,-2,-3,1,-3,19,86,80,0.1,1025,1,10,68,13,Latvia
2020-11-30,-0,-4,0.1,4.7,1,100,03:56 PM,08:25 AM,08:35 AM,03:49 PM,-2,-3,-1,-3,13,79,87,0.2,1020,-0,9,151,9,Latvia
2020-12-01,1,-2,0.3,2.7,1,89,04:23 PM,09:39 AM,08:37 AM,03:48 PM,-1,-4,0,-4,24,100,89,0.5,1023,1,8,192,17,Latvia
2020-12-02,-1,-2,0.0,7.1,2,82,05:03 PM,10:46 AM,08:38 AM,03:48 PM,-4,-6,-2,-6,20,22,85,0.0,1029,-1,10,158,13,Latvia
2020-12-03,-1,-6,0.0,2.7,1,75,05:57 PM,11:42 AM,08:40 AM,03:47 PM,-4,-7,-2,-7,27,81,85,0.0,1021,-1,10,150,19,Latvia
2020-12-04,4,-6,0.0,2.6,1,67,07:07 PM,12:23 PM,08:42 AM,03:46 PM,-0,-3,2,-3,41,100,83,0.2,1013,4,10,153,28,Latvia
2020-12-05,7,-2,0.0,2.6,2,60,08:26 PM,12:52 PM,08:43 AM,03:45 PM,3,1,5,1,42,99,83,0.0,1015,7,10,158,28,Latvia
