date_time,Belgium_maxtempC,Belgium_mintempC,Belgium_totalSnow_cm,Belgium_sunHour,Belgium_uvIndex,Belgium_moon_illumination,Belgium_moonrise,Belgium_moonset,Belgium_sunrise,Belgium_sunset,Belgium_DewPointC,Belgium_FeelsLikeC,Belgium_HeatIndexC,Belgium_WindChillC,Belgium_WindGustKmph,Belgium_cloudcover,Belgium_humidity,Belgium_precipMM,Belgium_pressure,Belgium_tempC,Belgium_visibility,Belgium_winddirDegree,Belgium_windspeedKmph,Belgium_location
2020-08-07,33,22,0.0,14.5,7,74,10:14 PM,09:07 AM,05:19 AM,08:17 PM,15,28,28,27,13,3,49,0.0,1019,33,10,121,9,Belgium
2020-08-08,35,24,0.0,14.5,8,67,10:30 PM,10:14 AM,05:20 AM,08:15 PM,17,30,30,29,13,8,50,0.0,1019,35,10,97,8,Belgium
2020-08-09,35,24,0.0,13.5,8,59,10:46 PM,11:21 AM,05:22 AM,08:14 PM,16,31,31,29,15,38,48,2.7,1016,35,10,138,10,Belgium
2020-08-10,34,23,0.0,11.4,6,52,11:04 PM,12:27 PM,05:23 AM,08:12 PM,17,30,30,28,16,63,54,8.4,1014,34,9,119,10,Belgium
2020-08-11,34,24,0.0,13.5,6,45,11:24 PM,01:34 PM,05:25 AM,08:10 PM,18,30,30,28,11,39,56,3.7,1014,34,10,94,7,Belgium
2020-08-12,34,24,0.0,14.5,6,38,11:48 PM,02:42 PM,05:26 AM,08:08 PM,19,31,31,29,7,20,58,0.5,1013,34,10,181,5,Belgium
2020-08-13,27,22,0.0,9.2,5,30,No moonrise,03:51 PM,05:28 AM,08:06 PM,19,26,26,24,18,79,74,8.5,1011,27,9,198,13,Belgium
2020-08-14,26,19,0.0,10.3,5,23,12:19 AM,04:57 PM,05:29 AM,08:04 PM,17,24,24,23,14,55,73,10.6,1013,26,10,214,10,Belgium
2020-08-15,24,19,0.0,10.3,5,16,12:59 AM,05:58 PM,05:31 AM,08:02 PM,17,23,23,22,12,67,78,6.0,1013,24,10,252,9,Belgium
2020-08-16,28,20,0.0,14.5,7,8,01:51 AM,06:51 PM,05:32 AM,08:01 PM,16,25,25,24,8,37,66,3.1,1011,28,10,154,6,Belgium
2020-08-17,24,18,0.0,11.1,5,1,02:56 AM,07:35 PM,05:34 AM,07:59 PM,15,21,22,21,21,51,70,3.2,1009,24,10,214,15,Belgium
2020-08-18,23,16,0.0,11.1,5,0,04:11 AM,08:09 PM,05:36 AM,07:57 PM,14,19,20,19,21,49,73,0.8,1010,23,10,241,15,Belgium
2020-08-19,25,17,0.0,11.1,5,0,05:33 AM,08:37 PM,05:37 AM,07:55 PM,14,21,22,21,19,49,67,1.1,1009,25,10,194,14,Belgium
2020-08-20,28,20,0.0,13.4,5,6,06:57 AM,09:00 PM,05:39 AM,07:53 PM,17,24,24,24,21,52,68,1.1,1006,28,9,197,14,Belgium
2020-08-21,25,22,0.0,12.2,5,13,08:21 AM,09:22 PM,05:40 AM,07:51 PM,15,25,25,24,30,53,60,1.8,1009,25,10,208,19,Belgium
2020-08-22,22,17,0.0,11.1,4,20,09:46 AM,09:42 PM,05:42 AM,07:49 PM,12,19,19,19,32,52,65,0.5,1015,22,10,232,22,Belgium
2020-08-23,19,14,0.0,8.8,4,28,11:09 AM,10:03 PM,05:43 AM,07:47 PM,12,16,17,16,31,66,74,2.2,1017,19,10,249,21,Belgium
2020-08-24,21,13,0.0,12.2,4,35,12:32 PM,10:27 PM,05:45 AM,07:44 PM,11,16,17,16,24,48,70,0.1,1016,21,10,251,17,Belgium
2020-08-25,23,14,0.0,11.0,4,42,01:54 PM,10:56 PM,05:46 AM,07:42 PM,12,18,19,18,34,62,71,0.7,1010,23,10,210,22,Belgium
2020-08-26,18,15,0.0,8.7,4,50,03:12 PM,11:32 PM,05:48 AM,07:40 PM,11,17,17,17,45,87,68,0.4,1011,18,10,264,31,Belgium
2020-08-27,21,14,0.0,11.0,4,57,04:23 PM,No moonset,05:49 AM,07:38 PM,12,16,17,16,19,63,76,1.5,1015,21,10,239,14,Belgium
2020-08-28,19,15,0.0,8.7,4,64,05:24 PM,12:16 AM,05:51 AM,07:36 PM,12,16,17,16,33,71,76,6.1,1002,19,10,220,23,Belgium
2020-08-29,19,12,0.0,9.8,4,71,06:12 PM,01:12 AM,05:52 AM,07:34 PM,12,15,15,15,21,69,81,2.8,1004,19,10,249,14,Belgium
2020-08-30,20,12,0.0,8.6,4,79,06:50 PM,02:15 AM,05:54 AM,07:32 PM,12,15,15,15,18,71,81,3.2,1010,20,10,214,12,Belgium
2020-08-31,17,14,0.0,9.8,4,82,07:20 PM,03:24 AM,05:55 AM,07:30 PM,9,15,15,15,15,69,69,0.1,1018,17,10,165,11,Belgium
2020-09-01,17,11,0.0,12.1,3,97,07:43 PM,04:35 AM,05:57 AM,07:27 PM,8,14,14,14,12,52,66,0.0,1019,17,10,63,8,Belgium
2020-09-02,20,11,0.0,13.3,4,100,08:03 PM,05:46 AM,05:59 AM,07:25 PM,10,15,15,15,9,40,70,0.1,1020,20,10,181,6,Belgium
2020-09-03,22,14,0.0,12.0,4,88,08:19 PM,06:54 AM,06:00 AM,07:23 PM,11,18,18,18,19,62,66,0.0,1020,22,10,206,13,Belgium
2020-09-04,22,18,0.0,6.6,4,81,08:35 PM,08:02 AM,06:02 AM,07:21 PM,16,19,19,19,22,96,83,2.9,1020,22,8,262,15,Belgium
2020-09-05,18,13,0.0,10.3,4,73,08:51 PM,09:09 AM,06:03 AM,07:19 PM,10,15,16,15,19,63,70,5.2,1020,18,10,287,14,Belgium
2020-09-06,18,11,0.0,10.3,4,66,09:08 PM,10:15 AM,06:05 AM,07:16 PM,8,14,14,14,15,38,68,0.3,1020,18,10,259,10,Belgium
2020-09-07,21,11,0.0,11.6,5,58,09:26 PM,11:22 AM,06:06 AM,07:14 PM,10,16,16,16,8,20,68,0.0,1023,21,10,261,6,Belgium
2020-09-08,22,13,0.0,6.5,4,50,09:48 PM,12:29 PM,06:08 AM,07:12 PM,13,17,18,17,18,65,77,0.0,1026,22,10,238,12,Belgium
2020-09-09,21,15,0.0,6.5,4,43,10:15 PM,01:37 PM,06:09 AM,07:10 PM,16,18,19,18,20,84,85,1.5,1022,21,10,244,13,Belgium
2020-09-10,21,14,0.0,11.6,4,35,10:51 PM,02:43 PM,06:11 AM,07:07 PM,10,17,18,17,13,32,64,0.0,1022,21,10,54,10,Belgium
2020-09-11,23,15,0.0,11.6,5,28,11:37 PM,03:46 PM,06:12 AM,07:05 PM,12,19,19,19,8,15,65,0.0,1017,23,10,189,6,Belgium
2020-09-12,21,13,0.0,11.6,5,20,No moonrise,04:41 PM,06:14 AM,07:03 PM,11,16,17,16,13,12,71,0.0,1018,21,10,265,10,Belgium
2020-09-13,27,14,0.0,11.6,6,13,12:34 AM,05:28 PM,06:15 AM,07:00 PM,13,20,21,20,10,2,68,0.0,1025,27,10,218,7,Belgium
2020-09-14,31,18,0.0,11.6,7,5,01:44 AM,06:05 PM,06:17 AM,06:58 PM,16,25,25,24,13,0,61,0.0,1022,31,10,133,8,Belgium
2020-09-15,31,20,0.0,11.6,7,0,03:03 AM,06:36 PM,06:18 AM,06:56 PM,15,25,25,25,14,14,56,0.0,1019,31,10,168,8,Belgium
2020-09-16,28,20,0.0,11.6,6,0,04:26 AM,07:01 PM,06:20 AM,06:54 PM,15,24,24,23,12,20,62,0.0,1019,28,10,246,8,Belgium
2020-09-17,22,13,0.0,11.6,5,0,05:52 AM,07:23 PM,06:21 AM,06:51 PM,9,17,17,17,28,21,61,0.0,1024,22,10,51,19,Belgium
2020-09-18,22,10,0.0,11.6,5,2,07:19 AM,07:44 PM,06:23 AM,06:49 PM,7,15,16,15,31,0,58,0.0,1023,22,10,72,19,Belgium
2020-09-19,26,13,0.0,11.6,6,10,08:45 AM,08:05 PM,06:25 AM,06:47 PM,10,18,19,18,20,27,57,0.3,1017,26,10,76,12,Belgium
2020-09-20,23,15,0.0,7.5,4,17,10:12 AM,08:28 PM,06:26 AM,06:44 PM,9,19,19,19,18,52,56,0.0,1016,23,10,55,11,Belgium
2020-09-21,27,15,0.0,11.6,6,25,11:38 AM,08:56 PM,06:28 AM,06:42 PM,12,20,21,20,7,1,62,0.0,1015,27,10,83,5,Belgium
2020-09-22,24,16,0.0,11.6,6,32,01:00 PM,09:30 PM,06:29 AM,06:40 PM,11,20,20,20,8,4,60,0.0,1010,24,10,241,6,Belgium
2020-09-23,20,14,0.0,7.4,4,40,02:16 PM,10:12 PM,06:31 AM,06:38 PM,11,17,17,17,27,56,70,0.5,1005,20,10,214,18,Belgium
2020-09-24,17,11,0.0,10.2,3,47,03:21 PM,11:05 PM,06:32 AM,06:35 PM,9,13,15,13,35,67,74,6.3,1001,17,9,213,25,Belgium
2020-09-25,12,5,0.0,6.0,3,55,04:13 PM,No moonset,06:34 AM,06:33 PM,7,7,10,7,33,69,79,2.8,996,12,10,238,23,Belgium
2020-09-26,14,8,0.0,6.0,3,62,04:54 PM,12:06 AM,06:35 AM,06:31 PM,9,9,12,9,43,88,80,27.7,1000,14,8,316,27,Belgium
2020-09-27,18,11,0.0,7.4,4,70,05:25 PM,01:14 AM,06:37 AM,06:29 PM,12,14,15,14,28,88,85,31.2,1001,18,7,151,19,Belgium
2020-09-28,13,7,0.0,5.9,3,78,05:50 PM,02:24 AM,06:39 AM,06:26 PM,11,11,12,11,20,93,87,9.3,1010,13,9,241,13,Belgium
2020-09-29,18,11,0.0,7.3,4,85,06:09 PM,03:35 AM,06:40 AM,06:24 PM,12,14,15,14,18,73,84,6.6,1014,18,9,243,12,Belgium
2020-09-30,18,13,0.0,5.9,4,93,06:26 PM,04:44 AM,06:42 AM,06:22 PM,13,15,15,15,23,68,86,4.8,1012,18,8,193,14,Belgium
2020-10-01,14,12,0.0,8.7,3,97,06:42 PM,05:52 AM,06:43 AM,06:20 PM,10,12,14,12,31,79,78,3.2,1002,14,9,196,20,Belgium
2020-10-02,14,9,0.0,7.3,3,100,06:57 PM,06:58 AM,06:45 AM,06:17 PM,9,10,12,10,31,57,81,2.2,994,14,8,108,19,Belgium
2020-10-03,14,11,0.0,5.8,3,89,07:14 PM,08:05 AM,06:47 AM,06:15 PM,9,11,12,11,23,76,82,3.5,989,14,8,164,15,Belgium
2020-10-04,14,10,0.0,7.3,3,82,07:31 PM,09:12 AM,06:48 AM,06:13 PM,8,9,11,9,36,70,79,2.4,991,14,9,194,26,Belgium
2020-10-05,13,10,0.0,5.8,3,74,07:51 PM,10:19 AM,06:50 AM,06:11 PM,9,9,12,9,41,97,83,8.0,995,13,8,212,28,Belgium
2020-10-06,14,11,0.0,5.8,3,67,08:16 PM,11:27 AM,06:52 AM,06:09 PM,9,10,12,10,45,87,81,3.7,1001,14,8,230,30,Belgium
2020-10-07,14,11,0.0,5.8,3,60,08:47 PM,12:33 PM,06:53 AM,06:07 PM,8,10,12,10,34,82,78,4.5,1010,14,10,255,23,Belgium
2020-10-08,16,10,0.0,5.7,3,53,09:28 PM,01:37 PM,06:55 AM,06:04 PM,11,12,13,12,40,95,85,4.8,1015,16,7,226,25,Belgium
2020-10-09,16,10,0.0,10.1,3,45,10:19 PM,02:33 PM,06:56 AM,06:02 PM,9,12,13,12,14,47,78,7.6,1018,16,10,268,9,Belgium
2020-10-10,11,7,0.0,8.7,2,38,11:23 PM,03:23 PM,06:58 AM,06:00 PM,5,7,9,7,25,39,75,2.8,1020,11,10,263,17,Belgium
2020-10-11,13,7,0.0,5.5,3,31,No moonrise,04:03 PM,07:00 AM,05:58 PM,6,8,10,8,21,56,80,3.0,1020,13,10,290,13,Belgium
2020-10-12,12,8,0.0,4.0,3,23,12:35 AM,04:35 PM,07:01 AM,05:56 PM,7,8,10,8,16,77,81,1.7,1020,12,10,254,10,Belgium
2020-10-13,9,8,0.0,3.9,2,16,01:55 AM,05:01 PM,07:03 AM,05:54 PM,6,7,9,7,23,91,81,3.4,1011,9,9,157,14,Belgium
2020-10-14,11,6,0.0,7.1,2,9,03:19 AM,05:24 PM,07:05 AM,05:52 PM,6,6,9,6,24,55,80,0.5,1016,11,10,49,15,Belgium
2020-10-15,11,7,0.0,3.9,2,2,04:44 AM,05:45 PM,07:06 AM,05:50 PM,3,6,8,6,24,81,72,0.0,1020,11,10,30,16,Belgium
2020-10-16,11,5,0.0,8.7,3,0,06:11 AM,06:05 PM,07:08 AM,05:48 PM,4,6,8,6,14,45,76,0.0,1021,11,10,33,10,Belgium
2020-10-17,12,5,0.0,8.7,3,0,07:40 AM,06:27 PM,07:10 AM,05:46 PM,4,8,8,8,8,34,76,0.0,1021,12,10,144,5,Belgium
2020-10-18,12,8,0.0,5.5,3,5,09:09 AM,06:53 PM,07:11 AM,05:44 PM,6,9,10,9,10,70,76,0.1,1023,12,10,274,7,Belgium
2020-10-19,13,8,0.0,8.7,3,13,10:36 AM,07:25 PM,07:13 AM,05:42 PM,6,9,10,9,14,40,74,0.4,1020,13,10,205,9,Belgium
2020-10-20,15,9,0.0,3.8,3,20,11:59 AM,08:04 PM,07:15 AM,05:40 PM,8,10,12,10,40,68,77,1.8,1010,15,8,186,25,Belgium
2020-10-21,18,11,0.0,5.5,4,27,01:12 PM,08:55 PM,07:17 AM,05:38 PM,11,13,15,13,45,79,80,11.7,1006,18,9,196,27,Belgium
2020-10-22,16,13,0.0,3.8,4,35,02:11 PM,09:56 PM,07:18 AM,05:36 PM,12,14,15,14,32,71,84,1.6,1011,16,10,217,19,Belgium
2020-10-23,17,11,0.0,8.7,3,42,02:56 PM,11:03 PM,07:20 AM,05:34 PM,11,13,13,13,21,50,84,0.2,1011,17,8,218,13,Belgium
2020-10-24,14,6,0.0,7.1,3,49,03:31 PM,No moonset,07:22 AM,05:32 PM,8,8,11,8,33,61,77,0.4,1014,14,9,220,21,Belgium
2020-10-25,14,10,0.0,5.4,3,56,03:56 PM,12:14 AM,07:23 AM,05:30 PM,9,10,13,10,41,75,76,4.4,1003,14,9,204,28,Belgium
2020-10-26,12,8,0.0,8.7,3,64,04:17 PM,01:25 AM,07:25 AM,05:28 PM,6,6,9,6,34,51,79,0.7,1002,12,9,209,22,Belgium
2020-10-27,11,4,0.0,3.7,2,71,04:34 PM,02:34 AM,07:27 AM,05:26 PM,7,6,9,6,42,83,83,0.5,1005,11,8,207,28,Belgium
2020-10-28,13,9,0.0,3.7,3,78,04:50 PM,03:42 AM,07:29 AM,05:24 PM,8,8,11,8,41,82,81,3.8,1007,13,10,225,26,Belgium
2020-10-29,12,6,0.0,3.7,3,85,05:05 PM,04:49 AM,07:30 AM,05:22 PM,8,8,11,8,37,89,83,13.2,1016,12,9,237,23,Belgium
2020-10-30,15,11,0.0,7.0,3,93,05:21 PM,05:56 AM,07:32 AM,05:20 PM,10,11,13,11,38,75,83,0.2,1020,15,10,227,24,Belgium
2020-10-31,16,11,0.0,8.7,4,97,05:37 PM,07:02 AM,07:34 AM,05:19 PM,10,12,13,12,35,27,78,0.0,1018,16,10,193,22,Belgium
2020-11-01,16,11,0.0,3.7,3,89,05:56 PM,08:10 AM,07:35 AM,05:17 PM,11,12,14,12,39,83,85,3.7,1012,16,6,223,25,Belgium
2020-11-02,18,11,0.0,5.3,4,81,06:19 PM,09:18 AM,07:37 AM,05:15 PM,12,15,16,15,52,78,79,5.0,1010,18,9,227,33,Belgium
2020-11-03,11,7,0.0,7.0,2,74,06:48 PM,10:25 AM,07:39 AM,05:13 PM,4,6,9,6,32,35,74,0.5,1021,11,10,224,20,Belgium
2020-11-04,11,4,0.0,8.7,3,66,07:25 PM,11:31 AM,07:41 AM,05:12 PM,4,5,7,5,16,22,79,0.0,1031,11,10,258,10,Belgium
2020-11-05,11,6,0.0,8.7,3,58,08:12 PM,12:29 PM,07:42 AM,05:10 PM,5,7,8,7,10,3,79,0.0,1037,11,10,65,7,Belgium
2020-11-06,11,4,0.0,8.7,3,51,09:10 PM,01:21 PM,07:44 AM,05:08 PM,1,5,7,5,21,4,67,0.0,1032,11,10,99,13,Belgium
2020-11-07,15,7,0.0,8.7,4,43,10:18 PM,02:03 PM,07:46 AM,05:07 PM,7,9,11,9,17,13,81,0.0,1024,15,10,151,9,Belgium
2020-11-08,16,9,0.0,8.7,3,36,11:33 PM,02:36 PM,07:47 AM,05:05 PM,10,11,12,11,22,37,83,0.0,1022,16,10,166,12,Belgium
2020-11-09,16,11,0.0,8.7,4,28,No moonrise,03:04 PM,07:49 AM,05:04 PM,11,13,13,13,15,52,83,0.0,1022,16,10,170,9,Belgium
2020-11-10,15,12,0.0,3.6,3,21,12:52 AM,03:27 PM,07:51 AM,05:02 PM,11,13,13,13,12,91,88,3.4,1024,15,10,196,7,Belgium
2020-11-11,14,10,0.0,5.3,3,13,02:14 AM,03:47 PM,07:52 AM,05:01 PM,9,10,12,10,18,77,87,0.0,1022,14,10,186,12,Belgium
2020-11-12,12,9,0.0,8.7,3,6,03:38 AM,04:07 PM,07:54 AM,04:59 PM,8,9,11,9,31,45,80,0.7,1018,12,9,209,20,Belgium
2020-11-13,13,7,0.0,3.4,3,0,05:04 AM,04:27 PM,07:56 AM,04:58 PM,7,8,10,8,31,57,83,0.3,1018,13,10,199,18,Belgium
2020-11-14,14,11,0.0,6.9,3,0,06:32 AM,04:50 PM,07:57 AM,04:56 PM,9,10,12,10,34,56,81,1.1,1015,14,10,198,21,Belgium
2020-11-15,15,10,0.0,5.1,3,0,08:01 AM,05:18 PM,07:59 AM,04:55 PM,9,10,12,10,53,64,78,22.9,1006,15,9,199,32,Belgium
2020-11-16,11,6,0.0,3.2,2,2,09:29 AM,05:54 PM,08:01 AM,04:54 PM,6,6,9,6,41,77,78,0.4,1014,11,10,237,25,Belgium
2020-11-17,11,7,0.0,3.2,2,9,10:50 AM,06:40 PM,08:02 AM,04:53 PM,7,7,9,7,30,77,84,0.0,1025,11,10,215,19,Belgium
2020-11-18,13,8,0.0,8.5,4,17,11:59 AM,07:38 PM,08:04 AM,04:51 PM,7,8,11,8,34,27,78,0.0,1022,13,10,194,21,Belgium
2020-11-19,11,6,0.0,3.2,2,24,12:52 PM,08:45 PM,08:05 AM,04:50 PM,4,6,9,6,37,81,72,2.2,1022,11,9,274,23,Belgium
2020-11-20,7,4,0.0,6.9,2,32,01:32 PM,09:58 PM,08:07 AM,04:49 PM,1,3,5,3,19,45,74,0.0,1035,7,10,245,12,Belgium
2020-11-21,8,4,0.0,3.1,2,39,02:01 PM,11:11 PM,08:09 AM,04:48 PM,3,2,6,2,35,73,79,0.0,1031,8,10,212,23,Belgium
2020-11-22,9,1,0.0,3.1,2,47,02:24 PM,No moonset,08:10 AM,04:47 PM,6,5,7,5,28,96,86,0.3,1027,9,8,228,19,Belgium
2020-11-23,9,7,0.0,8.3,2,54,02:42 PM,12:22 AM,08:12 AM,04:46 PM,5,7,8,7,11,54,83,2.4,1027,9,9,240,7,Belgium
2020-11-24,10,5,0.0,8.3,2,62,02:58 PM,01:31 AM,08:13 AM,04:45 PM,5,4,7,4,23,25,88,0.0,1023,10,10,181,13,Belgium
2020-11-25,9,5,0.0,5.0,2,70,03:13 PM,02:38 AM,08:15 AM,04:44 PM,4,4,7,4,26,59,81,0.0,1016,9,10,191,15,Belgium
2020-11-26,9,3,0.0,8.3,3,77,03:28 PM,03:45 AM,08:16 AM,04:43 PM,5,5,7,5,17,38,88,0.0,1019,9,10,223,10,Belgium
2020-11-27,10,7,0.0,8.2,2,85,03:44 PM,04:52 AM,08:18 AM,04:42 PM,6,7,8,7,9,47,87,0.0,1020,10,10,113,6,Belgium
2020-11-28,9,5,0.0,8.2,3,92,04:02 PM,05:59 AM,08:19 AM,04:42 PM,4,5,7,5,18,12,82,0.0,1019,9,10,84,10,Belgium
2020-11-29,5,2,0.0,8.2,2,100,04:23 PM,07:07 AM,08:21 AM,04:41 PM,0,1,4,1,17,13,76,0.0,1024,5,10,58,11,Belgium
2020-11-30,4,1,0.0,6.8,1,100,04:50 PM,08:16 AM,08:22 AM,04:40 PM,-1,1,3,1,15,49,75,1.5,1025,4,9,196,10,Belgium
2020-12-01,8,-1,0.0,3.1,2,89,05:24 PM,09:23 AM,08:23 AM,04:40 PM,5,3,6,3,28,94,85,12.6,1017,8,8,290,17,Belgium
2020-12-02,6,4,0.0,8.1,3,82,06:08 PM,10:25 AM,08:25 AM,04:39 PM,3,4,5,4,11,37,86,0.0,1017,6,10,147,7,Belgium
2020-12-03,5,1,0.0,3.0,1,75,07:03 PM,11:20 AM,08:26 AM,04:39 PM,3,1,5,1,24,95,87,2.2,1000,5,6,200,16,Belgium
2020-12-04,7,3,0.0,3.0,2,67,08:08 PM,12:04 PM,08:27 AM,04:38 PM,3,1,5,1,40,85,82,4.8,983,7,6,185,27,Belgium
2020-12-05,5,2,0.0,8.1,2,60,09:21 PM,12:40 PM,08:28 AM,04:38 PM,1,0,3,0,19,12,85,0.0,994,5,10,151,12,Belgium
2020-12-06,5,2,0.0,8.1,2,53,10:37 PM,01:09 PM,08:30 AM,04:37 PM,1,0,3,0,17,11,85,0.0,1000,5,10,97,10,Belgium
2020-12-07,4,2,0.0,3.0,1,46,11:56 PM,01:32 PM,08:31 AM,04:37 PM,1,-1,2,-1,18,92,88,0.0,999,4,10,201,11,Belgium
2020-12-08,4,0,0.0,6.8,1,38,No moonrise,01:52 PM,08:32 AM,04:37 PM,0,0,3,0,13,71,85,0.0,1004,4,10,99,8,Belgium
2020-12-09,4,-1,0.7,8.0,1,31,01:16 AM,02:11 PM,08:33 AM,04:37 PM,1,-1,2,-1,17,58,89,1.1,1009,4,10,227,11,Belgium
2020-12-10,4,1,0.0,6.8,1,24,02:37 AM,02:30 PM,08:34 AM,04:37 PM,-0,-1,2,-1,23,51,82,0.0,1006,4,10,150,14,Belgium
2020-12-11,6,-1,0.0,3.0,1,17,04:01 AM,02:50 PM,08:35 AM,04:37 PM,3,-0,3,-0,27,89,90,5.8,993,6,8,163,16,Belgium
2020-12-12,8,4,0.0,3.0,2,9,05:28 AM,03:15 PM,08:36 AM,04:37 PM,6,5,7,5,18,95,95,0.5,996,8,5,221,11,Belgium
2020-12-13,6,2,0.0,8.0,1,2,06:55 AM,03:45 PM,08:37 AM,04:37 PM,3,2,5,2,28,65,87,0.7,1009,6,9,215,17,Belgium
2020-12-14,9,5,0.0,3.0,2,0,08:19 AM,04:25 PM,08:38 AM,04:37 PM,6,4,8,4,39,79,84,3.7,1007,9,9,190,25,Belgium
2020-12-15,10,7,0.0,3.0,2,0,09:36 AM,05:18 PM,08:39 AM,04:37 PM,7,6,9,6,28,86,90,11.4,1008,10,7,203,18,Belgium
2020-12-16,10,4,0.0,8.0,3,5,10:38 AM,06:22 PM,08:39 AM,04:37 PM,6,5,8,5,29,35,88,0.0,1015,10,10,168,17,Belgium
2020-12-17,9,7,0.0,6.8,2,12,11:26 AM,07:35 PM,08:40 AM,04:37 PM,7,6,9,6,30,63,86,3.3,1018,9,9,209,19,Belgium
2020-12-18,10,6,0.0,8.0,3,20,12:01 PM,08:50 PM,08:41 AM,04:38 PM,6,5,8,5,35,27,84,0.0,1019,10,10,188,21,Belgium
2020-12-19,10,6,0.0,3.0,2,27,12:27 PM,10:04 PM,08:42 AM,04:38 PM,7,5,9,5,41,61,86,2.1,1013,10,8,188,24,Belgium
2020-12-20,9,7,0.0,8.0,2,34,12:47 PM,11:16 PM,08:42 AM,04:38 PM,6,5,8,5,31,41,87,0.0,1018,9,10,206,19,Belgium
2020-12-21,8,1,0.0,3.0,2,41,01:05 PM,No moonset,08:43 AM,04:39 PM,6,3,7,3,43,70,88,14.0,1016,8,8,197,26,Belgium
2020-12-22,13,9,0.0,3.0,3,49,01:20 PM,12:25 AM,08:43 AM,04:40 PM,11,10,12,10,45,100,87,12.2,1013,13,8,230,28,Belgium
2020-12-23,12,11,0.0,3.0,3,56,01:35 PM,01:33 AM,08:44 AM,04:40 PM,11,10,12,10,34,95,91,24.4,1010,12,8,224,21,Belgium
2020-12-24,7,1,0.0,3.0,2,63,01:50 PM,02:39 AM,08:44 AM,04:41 PM,2,2,6,2,34,91,77,5.5,1010,7,8,290,23,Belgium
2020-12-25,5,3,0.0,3.0,1,70,02:07 PM,03:46 AM,08:44 AM,04:41 PM,0,1,4,1,22,62,77,1.7,1025,5,9,255,13,Belgium
2020-12-26,4,1,0.0,4.9,1,78,02:27 PM,04:54 AM,08:44 AM,04:42 PM,1,-1,3,-1,33,80,84,0.1,1022,4,10,236,21,Belgium
2020-12-27,6,3,0.0,3.0,2,85,02:51 PM,06:02 AM,08:45 AM,04:43 PM,3,0,5,0,54,95,86,33.7,988,6,6,209,37,Belgium
2020-12-28,4,2,0.5,4.9,1,92,03:23 PM,07:10 AM,08:45 AM,04:44 PM,1,-1,3,-1,24,71,87,2.1,975,4,8,165,16,Belgium
2020-12-29,4,1,0.1,6.8,1,100,04:04 PM,08:15 AM,08:45 AM,04:45 PM,1,-0,3,-0,16,70,89,0.2,985,4,10,192,10,Belgium
2020-12-30,4,1,0.0,3.0,1,100,04:56 PM,09:14 AM,08:45 AM,04:46 PM,1,-1,3,-1,26,71,88,0.4,1001,4,10,240,16,Belgium
2020-12-31,5,1,2.6,3.0,1,89,05:59 PM,10:03 AM,08:45 AM,04:47 PM,3,0,4,0,22,99,94,11.4,1000,5,8,192,14,Belgium
2021-01-01,4,2,2.0,4.9,1,79,07:11 PM,10:42 AM,08:45 AM,04:48 PM,1,2,3,2,8,74,89,2.4,1010,4,6,232,5,Belgium
2021-01-02,4,-1,0.0,3.0,1,71,08:27 PM,11:13 AM,08:45 AM,04:49 PM,-0,-1,1,-1,13,65,87,0.0,1014,4,9,233,8,Belgium
2021-01-03,3,1,0.1,3.0,1,64,09:46 PM,11:38 AM,08:45 AM,04:50 PM,-0,-1,2,-1,17,86,85,0.3,1016,3,10,89,11,Belgium
2021-01-04,2,-1,1.1,3.0,1,57,11:04 PM,11:59 AM,08:44 AM,04:51 PM,1,-3,2,-3,30,100,94,1.4,1016,2,5,43,20,Belgium
2021-01-05,2,1,0.8,3.0,1,50,No moonrise,12:17 PM,08:44 AM,04:52 PM,0,-3,2,-3,27,100,91,1.0,1017,2,7,44,18,Belgium
2021-01-06,2,0,0.4,3.0,1,42,12:23 AM,12:35 PM,08:44 AM,04:54 PM,-0,-2,1,-2,15,94,91,0.6,1017,2,6,135,10,Belgium
2021-01-07,2,-2,3.7,3.0,1,35,01:44 AM,12:55 PM,08:43 AM,04:55 PM,1,-2,2,-2,20,98,94,4.6,1015,2,5,281,13,Belgium
2021-01-08,3,1,2.6,4.9,1,28,03:06 AM,01:16 PM,08:43 AM,04:56 PM,-1,-2,1,-2,19,84,85,3.0,1017,3,7,266,12,Belgium
2021-01-09,3,-3,0.0,8.2,2,20,04:30 AM,01:43 PM,08:42 AM,04:57 PM,-0,-1,1,-1,9,39,89,0.0,1024,3,9,120,5,Belgium
2021-01-10,3,-3,0.0,6.8,1,13,05:54 AM,02:17 PM,08:42 AM,04:59 PM,-1,-0,1,-0,8,52,86,0.0,1026,3,10,272,5,Belgium
2021-01-11,4,0,0.0,3.2,1,6,07:13 AM,03:02 PM,08:41 AM,05:00 PM,1,-2,2,-2,30,72,90,0.2,1021,4,10,223,18,Belgium
2021-01-12,7,3,0.0,3.2,2,0,08:21 AM,04:00 PM,08:41 AM,05:02 PM,4,3,6,3,29,86,89,17.9,1011,7,9,288,18,Belgium
2021-01-13,4,1,0.0,5.1,1,0,09:16 AM,05:10 PM,08:40 AM,05:03 PM,-1,-1,2,-1,20,57,81,0.0,1018,4,10,268,12,Belgium
2021-01-14,2,1,5.4,3.2,1,1,09:56 AM,06:25 PM,08:39 AM,05:05 PM,1,-2,2,-2,21,100,94,18.0,1019,2,7,162,14,Belgium
