date_time,Belgium_maxtempC,Belgium_mintempC,Belgium_totalSnow_cm,Belgium_sunHour,Belgium_uvIndex,Belgium_moon_illumination,Belgium_moonrise,Belgium_moonset,Belgium_sunrise,Belgium_sunset,Belgium_DewPointC,Belgium_FeelsLikeC,Belgium_HeatIndexC,Belgium_WindChillC,Belgium_WindGustKmph,Belgium_cloudcover,Belgium_humidity,Belgium_precipMM,Belgium_pressure,Belgium_tempC,Belgium_visibility,Belgium_winddirDegree,Belgium_windspeedKmph,Belgium_location
2021-01-15,0,-4,0.1,6.9,1,8,10:26 AM,07:42 PM,08:38 AM,05:06 PM,-3,-5,-1,-5,20,61,82,0.1,1026,0,10,49,14,Belgium
2021-01-16,0,-4,0.0,5.1,1,16,10:50 AM,08:56 PM,08:38 AM,05:08 PM,-3,-4,-1,-4,18,73,82,2.0,1026,0,10,202,12,Belgium
2021-01-17,4,-2,0.0,3.3,1,23,11:09 AM,10:07 PM,08:37 AM,05:09 PM,2,-1,2,-1,22,91,94,2.1,1021,4,9,267,13,Belgium
2021-01-18,4,1,0.0,5.1,1,30,11:25 AM,11:17 PM,08:36 AM,05:11 PM,1,-2,3,-2,31,78,92,0.2,1024,4,10,228,19,Belgium
2021-01-19,9,4,0.0,3.3,2,38,11:40 AM,No moonset,08:35 AM,05:13 PM,5,2,6,2,53,100,88,13.9,1010,9,6,220,34,Belgium
2021-01-20,8,4,0.0,5.1,2,45,11:55 AM,12:24 AM,08:34 AM,05:14 PM,2,2,7,2,53,79,73,0.0,999,8,10,203,34,Belgium
2021-01-21,8,3,0.0,3.3,2,52,12:11 PM,01:31 AM,08:33 AM,05:16 PM,3,3,7,3,55,88,74,7.5,989,8,9,205,37,Belgium
2021-01-22,6,3,0.0,3.3,1,59,12:30 PM,02:38 AM,08:32 AM,05:18 PM,3,2,5,2,23,87,85,9.5,992,6,9,218,16,Belgium
2021-01-23,4,2,0.2,3.3,1,67,12:52 PM,03:47 AM,08:30 AM,05:19 PM,1,-1,3,-1,25,81,86,0.4,995,4,10,226,17,Belgium
2021-01-24,3,-0,0.6,8.7,1,74,01:20 PM,04:55 AM,08:29 AM,05:21 PM,-2,-3,1,-3,23,62,82,1.3,998,3,8,224,15,Belgium
2021-01-25,4,0,2.5,3.4,1,81,01:57 PM,06:01 AM,08:28 AM,05:23 PM,-0,-2,1,-2,17,92,87,2.9,1003,4,5,233,11,Belgium
2021-01-26,4,-2,0.0,8.7,2,88,02:44 PM,07:02 AM,08:27 AM,05:24 PM,-1,-3,2,-3,30,40,84,0.0,1017,4,10,253,18,Belgium
2021-01-27,6,1,0.0,3.4,1,96,03:44 PM,07:56 AM,08:25 AM,05:26 PM,2,-1,4,-1,30,96,89,0.4,1014,6,8,224,19,Belgium
2021-01-28,11,5,0.0,3.4,2,100,04:54 PM,08:39 AM,08:24 AM,05:28 PM,7,5,8,5,35,99,94,17.2,1005,11,5,232,21,Belgium
2021-01-29,10,4,0.0,3.4,2,90,06:11 PM,09:14 AM,08:23 AM,05:30 PM,6,5,8,5,39,98,87,17.0,998,10,9,254,26,Belgium
2021-01-30,6,0,8.3,3.4,1,82,07:31 PM,09:41 AM,08:21 AM,05:31 PM,1,-2,3,-2,32,96,90,13.1,999,6,6,120,22,Belgium
2021-01-31,2,-3,0.3,5.2,1,79,08:52 PM,10:04 AM,08:20 AM,05:33 PM,-3,-5,-0,-5,25,64,82,0.4,1002,2,9,70,17,Belgium
2021-02-01,4,2,0.0,3.4,1,63,10:12 PM,10:23 AM,08:18 AM,05:35 PM,3,1,4,1,13,100,93,1.1,996,4,8,180,9,Belgium
2021-02-02,11,3,0.0,3.5,2,55,11:34 PM,10:41 AM,08:17 AM,05:37 PM,6,4,7,4,32,84,90,8.4,1001,11,7,216,19,Belgium
2021-02-03,11,7,0.0,3.5,2,48,No moonrise,11:00 AM,08:15 AM,05:38 PM,7,5,9,5,38,88,87,22.7,998,11,8,221,25,Belgium
2021-02-04,9,5,0.0,5.2,2,40,12:55 AM,11:21 AM,08:14 AM,05:40 PM,5,4,7,4,25,55,86,1.8,1011,9,9,200,16,Belgium
2021-02-05,9,6,0.0,3.5,2,33,02:17 AM,11:45 AM,08:12 AM,05:42 PM,6,6,7,6,18,79,90,0.2,1011,9,9,200,11,Belgium
2021-02-06,7,2,0.0,3.5,2,25,03:40 AM,12:15 PM,08:11 AM,05:44 PM,5,4,7,4,30,94,89,14.8,1006,7,9,93,21,Belgium
2021-02-07,2,0,4.0,3.5,1,18,04:58 AM,12:55 PM,08:09 AM,05:46 PM,1,-2,2,-2,18,100,94,25.2,996,2,4,31,14,Belgium
