date_time,Tanzania_maxtempC,Tanzania_mintempC,Tanzania_totalSnow_cm,Tanzania_sunHour,Tanzania_uvIndex,Tanzania_moon_illumination,Tanzania_moonrise,Tanzania_moonset,Tanzania_sunrise,Tanzania_sunset,Tanzania_DewPointC,Tanzania_FeelsLikeC,Tanzania_HeatIndexC,Tanzania_WindChillC,Tanzania_WindGustKmph,Tanzania_cloudcover,Tanzania_humidity,Tanzania_precipMM,Tanzania_pressure,Tanzania_tempC,Tanzania_visibility,Tanzania_winddirDegree,Tanzania_windspeedKmph,Tanzania_location
2020-12-27,20,11,0.0,7.5,4,85,04:43 PM,04:00 AM,06:24 AM,06:53 PM,18,19,20,19,5,70,91,48.8,1011,20,8,226,3,Tanzania
2020-12-28,30,20,0.0,10.2,6,92,05:34 PM,04:46 AM,06:24 AM,06:53 PM,18,25,25,24,8,58,73,9.0,1010,30,9,89,5,Tanzania
2020-12-29,29,18,0.0,11.6,6,100,06:26 PM,05:36 AM,06:25 AM,06:54 PM,17,24,24,24,11,36,67,0.0,1010,29,9,75,8,Tanzania
2020-12-30,31,19,0.0,11.6,7,100,07:20 PM,06:28 AM,06:25 AM,06:54 PM,17,25,25,24,10,28,66,0.2,1010,31,10,79,7,Tanzania
2020-12-31,31,19,0.0,10.2,6,89,08:14 PM,07:23 AM,06:26 AM,06:54 PM,17,26,26,24,14,34,68,0.1,1010,31,10,80,10,Tanzania
2021-01-01,25,19,0.0,6.1,5,79,09:06 PM,08:18 AM,06:26 AM,06:55 PM,18,22,22,21,10,73,82,28.3,1012,25,8,140,6,Tanzania
2021-01-02,27,19,0.0,7.5,5,71,09:57 PM,09:13 AM,06:27 AM,06:55 PM,18,22,22,21,7,68,81,12.3,1012,27,9,199,4,Tanzania
2021-01-03,19,12,0.0,7.5,4,64,10:44 PM,10:06 AM,06:27 AM,06:56 PM,18,18,19,18,7,72,93,33.7,1013,19,7,143,5,Tanzania
2021-01-04,26,18,0.0,7.5,5,57,11:31 PM,10:58 AM,06:28 AM,06:56 PM,18,23,23,22,10,68,80,13.8,1011,26,8,146,6,Tanzania
2021-01-05,30,18,0.0,10.2,5,50,No moonrise,11:49 AM,06:28 AM,06:57 PM,18,24,24,23,10,45,75,7.4,1011,30,9,102,7,Tanzania
2021-01-06,28,19,0.0,7.5,5,42,12:16 AM,12:40 PM,06:29 AM,06:57 PM,18,23,23,22,8,60,80,10.2,1011,28,9,140,5,Tanzania
2021-01-07,29,18,0.0,8.9,5,35,01:02 AM,01:32 PM,06:29 AM,06:57 PM,18,24,24,23,13,59,78,3.4,1010,29,9,75,8,Tanzania
2021-01-08,30,18,0.0,8.9,5,28,01:50 AM,02:26 PM,06:30 AM,06:58 PM,18,24,24,23,12,49,78,5.5,1009,30,9,82,8,Tanzania
2021-01-09,22,19,0.0,10.2,5,20,02:40 AM,03:23 PM,06:30 AM,06:58 PM,19,20,21,20,8,52,90,19.2,1010,22,9,221,5,Tanzania
2021-01-10,23,18,0.0,8.9,5,13,03:35 AM,04:23 PM,06:31 AM,06:58 PM,18,20,20,20,15,71,89,13.2,1011,23,9,305,11,Tanzania
2021-01-11,26,18,0.0,7.5,5,6,04:32 AM,05:25 PM,06:31 AM,06:59 PM,18,22,22,21,8,64,81,7.9,1011,26,9,255,6,Tanzania
2021-01-12,25,18,0.0,7.5,5,0,05:33 AM,06:26 PM,06:32 AM,06:59 PM,19,21,21,21,9,71,88,21.7,1012,25,9,59,6,Tanzania
2021-01-13,21,18,0.0,7.5,4,0,06:33 AM,07:25 PM,06:32 AM,06:59 PM,18,19,19,19,6,66,92,5.0,1012,21,8,84,4,Tanzania
2021-01-14,28,18,0.0,8.9,5,1,07:33 AM,08:19 PM,06:33 AM,06:59 PM,19,23,23,22,9,60,83,13.9,1011,28,7,94,5,Tanzania
2021-01-15,28,18,0.0,7.7,5,8,08:28 AM,09:09 PM,06:33 AM,07:00 PM,18,22,22,21,8,77,84,23.9,1011,28,8,170,5,Tanzania
2021-01-16,28,18,0.0,7.7,5,16,09:20 AM,09:54 PM,06:33 AM,07:00 PM,19,24,24,22,6,73,82,12.4,1010,28,9,190,4,Tanzania
2021-01-17,29,18,0.0,7.6,5,23,10:08 AM,10:36 PM,06:34 AM,07:00 PM,18,24,24,23,7,62,77,2.9,1011,29,8,176,4,Tanzania
2021-01-18,30,18,0.0,7.6,6,30,10:53 AM,11:16 PM,06:34 AM,07:00 PM,18,25,25,24,6,72,76,7.2,1010,30,9,228,4,Tanzania
2021-01-19,28,19,0.0,6.3,5,38,11:37 AM,11:54 PM,06:35 AM,07:01 PM,19,24,24,23,7,81,81,16.8,1011,28,9,220,4,Tanzania
2021-01-20,27,19,0.0,7.6,5,45,12:20 PM,No moonset,06:35 AM,07:01 PM,19,24,24,22,6,72,81,28.6,1011,27,7,199,4,Tanzania
2021-01-21,24,19,0.0,7.6,5,52,01:03 PM,12:33 AM,06:36 AM,07:01 PM,19,20,21,20,10,72,90,18.7,1013,24,9,211,6,Tanzania
2021-01-22,25,18,0.0,9.0,5,59,01:48 PM,01:13 AM,06:36 AM,07:01 PM,19,22,22,21,8,66,86,5.0,1012,25,10,155,5,Tanzania
2021-01-23,26,18,0.0,10.3,5,67,02:34 PM,01:54 AM,06:36 AM,07:01 PM,18,22,22,21,11,56,83,5.5,1012,26,9,58,7,Tanzania
2021-01-24,27,17,0.0,11.6,5,74,03:24 PM,02:38 AM,06:37 AM,07:01 PM,17,22,22,21,13,41,78,0.0,1012,27,8,76,8,Tanzania
2021-01-25,28,17,0.0,11.6,5,81,04:15 PM,03:26 AM,06:37 AM,07:01 PM,17,22,22,22,16,42,77,0.1,1012,28,9,76,11,Tanzania
2021-01-26,27,17,0.0,9.0,5,88,05:09 PM,04:17 AM,06:37 AM,07:02 PM,18,22,22,21,14,57,82,2.3,1013,27,9,87,9,Tanzania
2021-01-27,30,17,0.0,11.6,5,96,06:04 PM,05:12 AM,06:38 AM,07:02 PM,17,24,24,23,12,35,76,0.0,1012,30,8,80,7,Tanzania
2021-01-28,31,17,0.0,11.6,6,100,06:58 PM,06:07 AM,06:38 AM,07:02 PM,17,24,24,23,10,34,70,0.1,1011,31,9,82,6,Tanzania
2021-01-29,32,18,0.0,11.6,6,90,07:50 PM,07:04 AM,06:38 AM,07:02 PM,17,25,25,24,10,25,73,0.0,1012,32,9,79,6,Tanzania
2021-01-30,24,19,0.0,6.3,5,82,08:40 PM,07:59 AM,06:39 AM,07:02 PM,18,21,21,21,10,64,87,19.3,1013,24,8,136,6,Tanzania
2021-01-31,29,17,0.0,10.3,5,79,09:28 PM,08:53 AM,06:39 AM,07:02 PM,17,22,22,22,13,48,76,2.2,1010,29,9,72,8,Tanzania
2021-02-01,29,17,0.0,11.6,5,63,10:14 PM,09:45 AM,06:39 AM,07:02 PM,16,23,23,22,15,24,72,0.0,1012,29,9,69,10,Tanzania
2021-02-02,30,16,0.0,11.6,5,55,11:01 PM,10:37 AM,06:40 AM,07:02 PM,16,24,24,23,12,26,69,0.0,1014,30,8,93,7,Tanzania
2021-02-03,29,17,0.0,9.0,5,48,11:48 PM,11:29 AM,06:40 AM,07:02 PM,16,22,22,22,15,41,73,0.0,1013,29,9,89,9,Tanzania
2021-02-04,29,17,0.0,9.0,5,40,No moonrise,12:22 PM,06:40 AM,07:02 PM,17,23,23,22,14,44,75,0.7,1013,29,9,84,9,Tanzania
2021-02-05,25,18,0.0,10.3,5,33,12:36 AM,01:17 PM,06:40 AM,07:02 PM,18,22,22,21,8,31,79,0.3,1012,25,10,170,5,Tanzania
2021-02-06,33,18,0.0,10.3,6,25,01:29 AM,02:14 PM,06:40 AM,07:01 PM,18,27,27,25,8,41,76,1.1,1011,33,9,105,5,Tanzania
2021-02-07,24,19,0.0,9.0,5,18,02:23 AM,03:14 PM,06:41 AM,07:01 PM,19,20,21,20,11,67,90,22.4,1011,24,7,124,7,Tanzania
