date_time,Uganda_maxtempC,Uganda_mintempC,Uganda_totalSnow_cm,Uganda_sunHour,Uganda_uvIndex,Uganda_moon_illumination,Uganda_moonrise,Uganda_moonset,Uganda_sunrise,Uganda_sunset,Uganda_DewPointC,Uganda_FeelsLikeC,Uganda_HeatIndexC,Uganda_WindChillC,Uganda_WindGustKmph,Uganda_cloudcover,Uganda_humidity,Uganda_precipMM,Uganda_pressure,Uganda_tempC,Uganda_visibility,Uganda_winddirDegree,Uganda_windspeedKmph,Uganda_location
2020-10-20,30,19,0.0,8.8,6,20,09:53 AM,10:20 PM,06:31 AM,06:37 PM,17,24,24,23,6,57,73,5.7,1010,30,9,186,4,Uganda
2020-10-21,25,19,0.0,7.4,5,27,10:53 AM,11:20 PM,06:31 AM,06:37 PM,19,23,23,22,7,72,86,12.0,1011,25,9,234,5,Uganda
2020-10-22,27,18,0.0,7.4,5,35,11:52 AM,No moonset,06:31 AM,06:37 PM,19,23,23,22,7,68,83,9.6,1011,27,9,189,5,Uganda
2020-10-23,28,19,0.0,7.4,5,42,12:48 PM,12:18 AM,06:31 AM,06:37 PM,18,23,23,23,8,77,77,5.7,1011,28,9,219,5,Uganda
2020-10-24,29,19,0.0,7.4,5,49,01:40 PM,01:12 AM,06:31 AM,06:37 PM,18,24,24,23,7,62,77,8.4,1010,29,9,211,5,Uganda
2020-10-25,29,18,0.0,7.4,5,56,02:29 PM,02:03 AM,06:30 AM,06:37 PM,18,24,24,23,9,59,76,6.5,1009,29,8,270,5,Uganda
2020-10-26,25,19,0.0,8.8,5,64,03:14 PM,02:50 AM,06:30 AM,06:37 PM,18,21,21,21,8,63,87,5.3,1010,25,9,148,6,Uganda
2020-10-27,25,19,0.0,7.4,5,71,03:57 PM,03:34 AM,06:30 AM,06:36 PM,19,22,22,21,8,76,86,8.5,1010,25,9,233,5,Uganda
2020-10-28,25,19,0.0,7.4,5,78,04:38 PM,04:16 AM,06:30 AM,06:36 PM,19,21,22,21,7,74,87,4.5,1010,25,10,215,5,Uganda
2020-10-29,25,19,0.0,7.4,5,85,05:18 PM,04:57 AM,06:30 AM,06:36 PM,19,22,22,21,7,71,87,11.1,1010,25,9,225,4,Uganda
2020-10-30,22,18,0.0,8.8,5,93,05:58 PM,05:37 AM,06:30 AM,06:36 PM,18,20,20,20,8,64,91,10.0,1012,22,7,254,6,Uganda
2020-10-31,25,18,0.0,7.4,5,97,06:39 PM,06:18 AM,06:30 AM,06:36 PM,18,22,22,21,5,61,84,13.2,1011,25,9,216,3,Uganda
2020-11-01,25,19,0.0,7.4,5,89,07:23 PM,07:00 AM,06:30 AM,06:36 PM,18,23,23,22,7,67,81,6.7,1011,25,9,192,4,Uganda
2020-11-02,30,18,0.0,11.6,6,81,08:07 PM,07:45 AM,06:30 AM,06:36 PM,17,25,25,24,7,33,70,0.6,1010,30,10,172,5,Uganda
2020-11-03,29,19,0.0,11.6,6,74,08:55 PM,08:31 AM,06:30 AM,06:36 PM,18,25,25,24,6,44,74,1.7,1011,29,10,226,5,Uganda
2020-11-04,30,18,0.0,10.2,5,66,09:45 PM,09:20 AM,06:30 AM,06:36 PM,18,24,24,23,8,54,77,7.4,1010,30,9,151,5,Uganda
2020-11-05,30,19,0.0,8.8,5,58,10:37 PM,10:11 AM,06:30 AM,06:36 PM,18,24,24,23,7,65,77,4.7,1009,30,10,188,5,Uganda
2020-11-06,27,20,0.0,7.4,5,51,11:31 PM,11:04 AM,06:30 AM,06:36 PM,19,23,23,22,8,63,85,10.1,1010,27,9,244,5,Uganda
2020-11-07,26,18,0.0,6.0,5,43,No moonrise,11:57 AM,06:30 AM,06:36 PM,19,22,22,21,9,74,84,14.5,1012,26,9,156,6,Uganda
2020-11-08,31,18,0.0,10.2,5,36,12:24 AM,12:50 PM,06:30 AM,06:36 PM,18,24,24,23,8,55,78,2.3,1012,31,8,182,5,Uganda
2020-11-09,28,18,0.0,7.4,5,28,01:17 AM,01:43 PM,06:30 AM,06:37 PM,19,23,23,22,7,71,83,11.0,1012,28,9,267,4,Uganda
2020-11-10,27,18,0.0,7.4,5,21,02:09 AM,02:34 PM,06:30 AM,06:37 PM,19,23,23,22,7,75,85,11.4,1010,27,8,228,4,Uganda
2020-11-11,27,18,0.0,7.4,5,13,03:00 AM,03:25 PM,06:30 AM,06:37 PM,18,23,23,22,7,57,79,3.9,1010,27,10,198,5,Uganda
2020-11-12,26,18,0.0,8.8,5,6,03:51 AM,04:16 PM,06:31 AM,06:37 PM,18,22,22,21,8,65,84,5.1,1012,26,9,216,5,Uganda
2020-11-13,29,18,0.0,8.8,5,0,04:43 AM,05:09 PM,06:31 AM,06:37 PM,17,24,24,23,6,59,74,0.8,1010,29,10,253,5,Uganda
2020-11-14,29,18,0.0,7.4,5,0,05:38 AM,06:03 PM,06:31 AM,06:37 PM,18,23,23,22,7,61,79,3.0,1010,29,7,240,4,Uganda
2020-11-15,30,18,0.0,10.2,5,0,06:34 AM,07:01 PM,06:31 AM,06:37 PM,17,23,23,22,8,45,77,2.7,1009,30,8,236,5,Uganda
2020-11-16,24,18,0.0,7.4,5,2,07:34 AM,08:02 PM,06:31 AM,06:38 PM,19,21,22,21,9,72,89,12.2,1010,24,8,251,5,Uganda
2020-11-17,27,18,0.0,6.0,5,9,08:35 AM,09:03 PM,06:31 AM,06:38 PM,19,23,23,22,5,73,84,7.5,1010,27,9,202,3,Uganda
2020-11-18,29,18,0.0,11.6,5,17,09:37 AM,10:04 PM,06:32 AM,06:38 PM,17,24,24,23,7,31,73,0.4,1009,29,8,242,5,Uganda
2020-11-19,29,17,0.0,10.2,5,24,10:36 AM,11:02 PM,06:32 AM,06:38 PM,16,23,23,22,11,33,73,2.8,1010,29,10,239,8,Uganda
2020-11-20,28,18,0.0,7.4,5,32,11:32 AM,11:56 PM,06:32 AM,06:38 PM,18,23,23,22,7,55,79,6.0,1009,28,10,182,4,Uganda
2020-11-21,30,18,0.0,11.6,5,39,12:23 PM,No moonset,06:32 AM,06:39 PM,18,24,24,23,6,20,77,3.3,1009,30,10,192,4,Uganda
2020-11-22,30,18,0.0,10.2,6,47,01:11 PM,12:46 AM,06:33 AM,06:39 PM,17,24,24,24,6,29,70,0.1,1010,30,10,194,4,Uganda
2020-11-23,30,19,0.0,10.2,6,54,01:55 PM,01:32 AM,06:33 AM,06:39 PM,17,25,25,24,7,44,69,0.3,1010,30,10,170,5,Uganda
2020-11-24,30,19,0.0,8.8,6,62,02:36 PM,02:14 AM,06:33 AM,06:40 PM,17,26,26,24,7,49,69,0.6,1010,30,10,209,4,Uganda
2020-11-25,27,19,0.0,7.4,5,70,03:17 PM,02:56 AM,06:33 AM,06:40 PM,19,22,22,22,6,57,83,7.9,1011,27,9,172,3,Uganda
2020-11-26,29,18,0.0,11.6,5,77,03:57 PM,03:36 AM,06:34 AM,06:40 PM,17,23,23,22,8,52,74,1.6,1011,29,10,186,5,Uganda
2020-11-27,26,19,0.0,7.4,5,85,04:38 PM,04:16 AM,06:34 AM,06:40 PM,19,23,23,22,7,69,83,10.4,1010,26,9,256,4,Uganda
2020-11-28,27,18,0.0,7.4,5,92,05:20 PM,04:58 AM,06:34 AM,06:41 PM,19,23,23,22,7,54,82,13.3,1009,27,9,250,4,Uganda
2020-11-29,26,18,0.0,8.8,5,100,06:04 PM,05:42 AM,06:35 AM,06:41 PM,18,22,22,22,8,67,84,8.0,1010,26,10,225,5,Uganda
2020-11-30,28,18,0.0,10.2,5,100,06:52 PM,06:27 AM,06:35 AM,06:42 PM,17,23,23,22,8,47,77,1.1,1011,28,8,240,5,Uganda
2020-12-01,29,18,0.0,10.2,5,89,07:42 PM,07:16 AM,06:36 AM,06:42 PM,17,24,24,23,6,28,73,0.1,1010,29,10,223,4,Uganda
2020-12-02,30,17,0.0,11.6,7,82,08:33 PM,08:07 AM,06:36 AM,06:42 PM,16,24,24,24,8,13,67,0.0,1009,30,10,174,5,Uganda
2020-12-03,30,18,0.0,11.6,7,75,09:27 PM,09:00 AM,06:36 AM,06:43 PM,16,24,24,24,8,10,66,0.0,1010,30,10,199,5,Uganda
2020-12-04,30,18,0.0,11.6,7,67,10:20 PM,09:54 AM,06:37 AM,06:43 PM,16,25,25,24,7,25,64,0.1,1011,30,10,183,4,Uganda
2020-12-05,28,18,0.0,7.4,5,60,11:13 PM,10:46 AM,06:37 AM,06:44 PM,17,23,23,22,8,62,75,2.4,1011,28,10,228,5,Uganda
2020-12-06,29,18,0.0,10.2,5,53,No moonrise,11:38 AM,06:38 AM,06:44 PM,17,24,24,23,7,34,74,1.5,1011,29,10,197,4,Uganda
2020-12-07,29,18,0.0,8.8,5,46,12:04 AM,12:28 PM,06:38 AM,06:44 PM,17,24,24,23,8,37,71,1.5,1011,29,10,218,5,Uganda
2020-12-08,29,18,0.0,8.8,5,38,12:54 AM,01:18 PM,06:38 AM,06:45 PM,17,23,23,23,8,56,73,1.0,1012,29,10,222,5,Uganda
2020-12-09,30,18,0.0,8.8,5,31,01:43 AM,02:07 PM,06:39 AM,06:45 PM,17,24,24,23,7,39,71,0.6,1010,30,10,230,5,Uganda
2020-12-10,31,18,0.0,11.6,7,24,02:32 AM,02:56 PM,06:39 AM,06:46 PM,15,24,24,24,6,6,60,0.0,1010,31,10,127,4,Uganda
2020-12-11,30,18,0.0,11.6,6,17,03:24 AM,03:48 PM,06:40 AM,06:46 PM,16,24,24,23,6,14,64,0.0,1010,30,10,244,4,Uganda
2020-12-12,29,18,0.0,10.2,5,9,04:17 AM,04:43 PM,06:40 AM,06:47 PM,17,24,24,23,6,30,72,2.1,1010,29,10,213,4,Uganda
2020-12-13,30,18,0.0,11.6,7,2,05:14 AM,05:41 PM,06:41 AM,06:47 PM,16,24,24,24,7,8,64,0.0,1010,30,10,166,4,Uganda
2020-12-14,30,18,0.0,11.6,7,0,06:13 AM,06:42 PM,06:41 AM,06:48 PM,15,24,24,24,8,5,62,0.0,1010,30,10,157,5,Uganda
2020-12-15,30,18,0.0,11.6,7,0,07:16 AM,07:44 PM,06:42 AM,06:48 PM,16,24,24,24,6,7,65,0.0,1010,30,10,176,4,Uganda
2020-12-16,31,18,0.0,11.6,6,5,08:17 AM,08:45 PM,06:42 AM,06:49 PM,16,25,25,25,6,14,64,0.1,1010,31,10,114,5,Uganda
2020-12-17,32,18,0.0,11.6,7,12,09:17 AM,09:43 PM,06:43 AM,06:49 PM,15,25,25,25,7,5,59,0.0,1009,32,10,151,5,Uganda
2020-12-18,31,19,0.0,11.6,7,20,10:12 AM,10:36 PM,06:43 AM,06:50 PM,16,25,25,24,7,15,62,0.0,1009,31,10,170,5,Uganda
2020-12-19,29,19,0.0,10.2,5,27,11:03 AM,11:25 PM,06:44 AM,06:50 PM,17,24,24,23,7,40,70,1.4,1009,29,10,204,5,Uganda
2020-12-20,29,19,0.0,10.2,6,34,11:50 AM,No moonset,06:44 AM,06:51 PM,16,24,24,23,7,24,65,0.1,1010,29,10,178,5,Uganda
2020-12-21,29,18,0.0,8.8,6,41,12:33 PM,12:10 AM,06:45 AM,06:51 PM,17,24,24,23,6,48,68,1.4,1010,29,10,187,4,Uganda
2020-12-22,29,18,0.0,11.6,7,49,01:14 PM,12:52 AM,06:45 AM,06:52 PM,16,25,25,24,9,18,64,0.0,1010,29,10,198,6,Uganda
2020-12-23,29,19,0.0,11.6,6,56,01:55 PM,01:34 AM,06:46 AM,06:52 PM,16,25,25,24,7,19,64,0.1,1009,29,10,204,5,Uganda
2020-12-24,29,19,0.0,8.8,6,63,02:35 PM,02:14 AM,06:46 AM,06:53 PM,17,25,25,24,7,25,67,0.3,1008,29,10,194,5,Uganda
2020-12-25,30,20,0.0,10.2,6,70,03:16 PM,02:55 AM,06:47 AM,06:53 PM,17,25,25,24,7,31,67,0.4,1008,30,10,211,5,Uganda
2020-12-26,30,19,0.0,8.8,6,78,04:00 PM,03:38 AM,06:47 AM,06:54 PM,17,25,25,24,7,28,66,0.3,1007,30,10,214,5,Uganda
2020-12-27,30,19,0.0,11.6,6,85,04:46 PM,04:22 AM,06:48 AM,06:54 PM,17,26,26,25,8,14,66,0.1,1007,30,10,150,6,Uganda
2020-12-28,30,20,0.0,11.6,7,92,05:35 PM,05:10 AM,06:48 AM,06:55 PM,17,26,26,25,7,3,64,0.0,1008,30,10,140,6,Uganda
2020-12-29,30,18,0.0,11.6,7,100,06:27 PM,06:01 AM,06:49 AM,06:55 PM,17,25,25,24,8,4,67,0.0,1008,30,10,185,6,Uganda
2020-12-30,30,20,0.0,10.2,5,100,07:21 PM,06:54 AM,06:49 AM,06:56 PM,17,24,24,23,8,16,69,0.1,1008,30,10,208,6,Uganda
2020-12-31,30,19,0.0,10.2,6,89,08:15 PM,07:48 AM,06:50 AM,06:56 PM,16,25,25,24,6,21,66,0.6,1008,30,10,187,4,Uganda
2021-01-01,24,18,0.0,8.8,5,79,09:09 PM,08:42 AM,06:50 AM,06:57 PM,18,21,22,21,9,60,83,9.1,1010,24,8,150,6,Uganda
2021-01-02,26,17,0.0,8.8,5,71,10:01 PM,09:35 AM,06:51 AM,06:57 PM,17,22,22,21,7,60,80,3.5,1011,26,10,173,5,Uganda
2021-01-03,27,18,0.0,8.8,5,64,10:52 PM,10:26 AM,06:51 AM,06:58 PM,18,23,23,22,11,56,78,2.6,1011,27,10,219,7,Uganda
2021-01-04,29,18,0.0,11.6,6,57,11:41 PM,11:16 AM,06:52 AM,06:58 PM,16,24,24,23,8,11,68,0.0,1009,29,10,219,6,Uganda
2021-01-05,30,18,0.0,11.6,7,50,No moonrise,12:04 PM,06:52 AM,06:58 PM,16,24,24,24,7,12,64,0.0,1008,30,10,210,5,Uganda
2021-01-06,30,19,0.0,11.6,7,42,12:29 AM,12:52 PM,06:52 AM,06:59 PM,16,24,24,24,7,10,65,0.0,1009,30,10,178,5,Uganda
2021-01-07,31,19,0.0,11.6,7,35,01:18 AM,01:41 PM,06:53 AM,06:59 PM,17,26,26,25,7,14,64,0.1,1008,31,10,180,5,Uganda
2021-01-08,33,19,0.0,11.6,7,28,02:08 AM,02:32 PM,06:53 AM,07:00 PM,15,27,27,26,6,4,60,0.0,1007,33,10,197,4,Uganda
2021-01-09,32,20,0.0,11.6,6,20,03:01 AM,03:27 PM,06:54 AM,07:00 PM,16,27,27,26,8,26,61,0.2,1007,32,10,222,5,Uganda
2021-01-10,29,19,0.0,7.6,5,13,03:58 AM,04:25 PM,06:54 AM,07:01 PM,17,23,23,22,9,63,75,3.0,1009,29,10,237,6,Uganda
2021-01-11,28,18,0.0,10.3,5,6,04:58 AM,05:26 PM,06:55 AM,07:01 PM,17,24,24,23,6,41,74,1.5,1009,28,10,211,4,Uganda
2021-01-12,28,21,0.0,8.9,5,0,05:59 AM,06:27 PM,06:55 AM,07:01 PM,16,24,24,23,7,27,64,0.2,1009,28,10,161,5,Uganda
2021-01-13,30,19,0.0,10.3,6,0,06:59 AM,07:26 PM,06:55 AM,07:02 PM,17,24,24,24,6,40,68,0.3,1009,30,10,203,4,Uganda
2021-01-14,31,20,0.0,11.6,7,1,07:57 AM,08:22 PM,06:56 AM,07:02 PM,16,26,26,25,5,13,62,0.0,1009,31,10,187,4,Uganda
2021-01-15,30,20,0.0,8.9,6,8,08:51 AM,09:14 PM,06:56 AM,07:02 PM,17,25,25,24,8,45,69,2.0,1009,30,10,179,5,Uganda
2021-01-16,28,20,0.0,10.3,5,16,09:40 AM,10:02 PM,06:56 AM,07:03 PM,17,24,24,23,7,41,71,1.9,1009,28,10,217,5,Uganda
2021-01-17,25,19,0.0,7.6,5,23,10:25 AM,10:46 PM,06:57 AM,07:03 PM,18,22,22,21,9,62,81,4.6,1010,25,9,188,6,Uganda
2021-01-18,31,20,0.0,10.3,6,30,11:09 AM,11:28 PM,06:57 AM,07:03 PM,17,25,25,24,6,40,67,1.4,1008,31,10,197,4,Uganda
2021-01-19,30,19,0.0,10.3,6,38,11:50 AM,No moonset,06:57 AM,07:04 PM,16,25,25,25,5,21,63,0.1,1008,30,10,157,4,Uganda
2021-01-20,31,19,0.0,11.6,7,45,12:30 PM,12:09 AM,06:58 AM,07:04 PM,16,25,25,25,7,5,63,0.0,1009,31,10,211,5,Uganda
2021-01-21,30,20,0.0,8.9,6,52,01:11 PM,12:50 AM,06:58 AM,07:04 PM,17,25,25,24,7,34,70,0.5,1009,30,10,209,5,Uganda
2021-01-22,30,20,0.0,11.6,6,59,01:54 PM,01:32 AM,06:58 AM,07:05 PM,17,25,25,24,7,12,65,0.0,1009,30,10,182,5,Uganda
2021-01-23,29,21,0.0,10.3,6,67,02:38 PM,02:15 AM,06:58 AM,07:05 PM,17,25,25,24,7,38,68,1.5,1009,29,10,153,5,Uganda
2021-01-24,29,19,0.0,7.6,5,74,03:26 PM,03:02 AM,06:59 AM,07:05 PM,17,24,24,23,7,54,71,5.9,1009,29,9,177,5,Uganda
2021-01-25,29,19,0.0,10.3,6,81,04:17 PM,03:51 AM,06:59 AM,07:05 PM,17,25,25,24,8,19,69,0.2,1009,29,10,215,6,Uganda
2021-01-26,29,19,0.0,8.9,6,88,05:10 PM,04:43 AM,06:59 AM,07:06 PM,17,25,25,24,8,43,68,0.6,1009,29,10,196,7,Uganda
2021-01-27,28,19,0.0,8.9,5,96,06:05 PM,05:38 AM,06:59 AM,07:06 PM,18,25,25,24,9,47,72,0.7,1009,28,10,186,7,Uganda
2021-01-28,30,19,0.0,10.2,6,100,07:00 PM,06:32 AM,07:00 AM,07:06 PM,17,25,25,24,8,13,68,0.2,1009,30,10,214,6,Uganda
2021-01-29,31,20,0.0,11.6,7,90,07:54 PM,07:27 AM,07:00 AM,07:06 PM,17,26,26,25,7,5,67,0.0,1010,31,10,221,5,Uganda
2021-01-30,30,20,0.0,11.6,7,82,08:46 PM,08:20 AM,07:00 AM,07:06 PM,17,26,26,25,8,7,66,0.0,1009,30,10,183,6,Uganda
2021-01-31,31,20,0.0,11.6,6,79,09:37 PM,09:12 AM,07:00 AM,07:06 PM,17,26,26,25,8,17,65,0.2,1008,31,10,157,6,Uganda
2021-02-01,32,20,0.0,11.6,7,63,10:26 PM,10:01 AM,07:00 AM,07:07 PM,15,26,26,25,8,1,57,0.0,1009,32,10,142,7,Uganda
2021-02-02,29,21,0.0,11.6,7,55,11:16 PM,10:50 AM,07:00 AM,07:07 PM,17,27,27,25,10,3,64,0.0,1011,29,10,156,8,Uganda
2021-02-03,30,19,0.0,11.6,7,48,No moonrise,11:39 AM,07:00 AM,07:07 PM,17,26,26,25,8,6,65,0.0,1010,30,10,153,6,Uganda
2021-02-04,30,21,0.0,11.6,6,40,12:05 AM,12:29 PM,07:01 AM,07:07 PM,17,26,26,25,10,29,61,0.2,1010,30,10,167,7,Uganda
2021-02-05,30,20,0.0,11.6,6,33,12:57 AM,01:22 PM,07:01 AM,07:07 PM,18,25,25,24,9,27,70,0.6,1010,30,10,200,7,Uganda
2021-02-06,34,22,0.0,11.6,6,25,01:51 AM,02:17 PM,07:01 AM,07:07 PM,15,29,29,27,7,20,56,0.1,1008,34,10,245,5,Uganda
2021-02-07,35,21,0.0,11.6,7,18,02:48 AM,03:15 PM,07:01 AM,07:07 PM,10,27,27,27,6,21,42,0.0,1008,35,10,227,4,Uganda
