date_time,Uganda_maxtempC,Uganda_mintempC,Uganda_totalSnow_cm,Uganda_sunHour,Uganda_uvIndex,Uganda_moon_illumination,Uganda_moonrise,Uganda_moonset,Uganda_sunrise,Uganda_sunset,Uganda_DewPointC,Uganda_FeelsLikeC,Uganda_HeatIndexC,Uganda_WindChillC,Uganda_WindGustKmph,Uganda_cloudcover,Uganda_humidity,Uganda_precipMM,Uganda_pressure,Uganda_tempC,Uganda_visibility,Uganda_winddirDegree,Uganda_windspeedKmph,Uganda_location
2020-01-01,30,19,0.0,11.6,7,37,11:42 AM,No moonset,06:50 AM,06:56 PM,16,25,25,24,8,10,61,0.0,1010,30,10,173,5,Uganda
2020-01-02,30,19,0.0,10.2,6,44,12:22 PM,12:01 AM,06:50 AM,06:57 PM,16,26,26,25,7,25,64,0.2,1010,30,10,119,5,Uganda
2020-01-03,31,19,0.0,11.6,7,51,01:03 PM,12:41 AM,06:51 AM,06:57 PM,17,25,25,24,9,12,66,0.0,1010,31,10,176,6,Uganda
2020-01-04,30,19,0.0,8.8,6,59,01:45 PM,01:23 AM,06:51 AM,06:58 PM,17,25,25,24,8,40,69,1.9,1011,30,10,189,5,Uganda
2020-01-05,29,20,0.0,10.2,5,66,02:27 PM,02:05 AM,06:52 AM,06:58 PM,18,25,25,23,8,38,74,3.8,1009,29,10,235,5,Uganda
2020-01-06,30,18,0.0,8.8,5,73,03:13 PM,02:49 AM,06:52 AM,06:59 PM,18,24,24,23,6,68,74,4.0,1010,30,9,200,4,Uganda
2020-01-07,30,19,0.0,7.4,5,80,04:01 PM,03:36 AM,06:53 AM,06:59 PM,18,24,24,23,5,56,75,3.6,1010,30,10,203,3,Uganda
2020-01-08,28,19,0.0,8.8,5,88,04:54 PM,04:27 AM,06:53 AM,06:59 PM,17,24,24,23,8,45,71,0.8,1010,28,10,225,5,Uganda
2020-01-09,30,19,0.0,10.3,6,95,05:50 PM,05:22 AM,06:53 AM,07:00 PM,18,25,25,24,7,39,72,1.1,1010,30,10,215,5,Uganda
2020-01-10,29,18,0.0,11.6,6,100,06:49 PM,06:19 AM,06:54 AM,07:00 PM,17,24,24,23,8,37,71,1.0,1010,29,10,212,5,Uganda
2020-01-11,32,18,0.0,11.6,6,100,07:49 PM,07:19 AM,06:54 AM,07:01 PM,16,25,25,24,6,29,66,0.8,1011,32,10,210,4,Uganda
2020-01-12,32,21,0.0,11.6,6,83,08:48 PM,08:18 AM,06:55 AM,07:01 PM,14,27,27,25,10,16,58,0.1,1011,32,10,220,7,Uganda
2020-01-13,27,19,0.0,7.6,5,76,09:45 PM,09:16 AM,06:55 AM,07:01 PM,17,24,24,22,8,57,75,3.1,1012,27,10,205,5,Uganda
2020-01-14,33,17,0.0,11.6,7,69,10:38 PM,10:11 AM,06:55 AM,07:02 PM,13,25,25,25,6,7,57,0.0,1010,33,10,158,4,Uganda
2020-01-15,32,19,0.0,11.6,7,61,11:30 PM,11:04 AM,06:56 AM,07:02 PM,14,25,25,25,6,9,52,0.0,1009,32,10,163,4,Uganda
2020-01-16,30,20,0.0,10.3,6,54,No moonrise,11:54 AM,06:56 AM,07:03 PM,17,25,25,24,7,20,65,0.1,1010,30,10,195,5,Uganda
2020-01-17,30,20,0.0,10.3,6,47,12:20 AM,12:44 PM,06:56 AM,07:03 PM,18,25,25,24,8,35,74,2.2,1010,30,10,156,5,Uganda
2020-01-18,32,22,0.0,7.6,6,40,01:10 AM,01:34 PM,06:57 AM,07:03 PM,18,26,26,24,7,53,70,2.4,1010,32,10,162,5,Uganda
2020-01-19,34,20,0.0,11.6,7,32,02:00 AM,02:24 PM,06:57 AM,07:04 PM,16,26,26,26,5,13,61,0.1,1011,34,10,213,4,Uganda
2020-01-20,34,21,0.0,11.6,7,25,02:52 AM,03:16 PM,06:57 AM,07:04 PM,17,27,27,27,4,2,63,0.0,1011,34,10,243,3,Uganda
2020-01-21,34,19,0.0,11.6,7,18,03:45 AM,04:10 PM,06:58 AM,07:04 PM,14,26,26,26,8,4,56,0.0,1010,34,10,206,5,Uganda
2020-01-22,35,19,0.0,11.6,7,11,04:39 AM,05:04 PM,06:58 AM,07:04 PM,11,27,27,27,7,3,43,0.0,1009,35,10,210,5,Uganda
2020-01-23,33,19,0.0,11.6,7,3,05:34 AM,05:58 PM,06:58 AM,07:05 PM,11,27,27,26,9,3,42,0.0,1010,33,10,232,6,Uganda
2020-01-24,33,20,0.0,11.6,7,0,06:27 AM,06:51 PM,06:59 AM,07:05 PM,10,26,26,26,7,5,41,0.0,1011,33,10,203,5,Uganda
2020-01-25,32,20,0.0,11.6,7,0,07:19 AM,07:41 PM,06:59 AM,07:05 PM,13,26,26,26,5,14,48,0.0,1011,32,10,157,3,Uganda
2020-01-26,26,20,0.0,8.9,5,4,08:07 AM,08:28 PM,06:59 AM,07:05 PM,17,24,24,22,4,55,75,1.9,1011,26,10,247,3,Uganda
2020-01-27,30,19,0.0,10.3,5,11,08:53 AM,09:13 PM,06:59 AM,07:06 PM,18,24,24,23,7,62,75,4.4,1011,30,10,191,4,Uganda
2020-01-28,19,18,0.0,7.6,4,18,09:37 AM,09:56 PM,06:59 AM,07:06 PM,18,19,19,19,11,73,92,2.5,1013,19,8,44,8,Uganda
2020-01-29,18,16,0.0,7.4,4,26,10:18 AM,10:37 PM,07:00 AM,07:06 PM,16,17,17,17,12,71,93,12.6,1016,18,9,32,8,Uganda
2020-01-30,24,18,0.0,8.8,5,33,10:59 AM,11:18 PM,07:00 AM,07:06 PM,16,21,21,21,8,58,76,0.3,1014,24,10,66,6,Uganda
2020-01-31,23,17,0.0,8.8,5,37,11:40 AM,11:59 PM,07:00 AM,07:06 PM,17,20,21,20,9,58,80,1.5,1013,23,10,121,6,Uganda
2020-02-01,24,19,0.0,7.4,5,49,12:21 PM,No moonset,07:00 AM,07:06 PM,17,21,22,21,3,57,79,2.1,1012,24,10,158,2,Uganda
2020-02-02,27,18,0.0,8.8,5,57,01:04 PM,12:41 AM,07:00 AM,07:07 PM,17,23,23,22,6,58,77,0.7,1012,27,10,186,4,Uganda
2020-02-03,26,19,0.0,7.4,5,64,01:50 PM,01:27 AM,07:00 AM,07:07 PM,18,24,24,23,9,52,78,8.8,1012,26,9,185,6,Uganda
2020-02-04,25,20,0.0,6.0,5,72,02:40 PM,02:14 AM,07:00 AM,07:07 PM,19,22,22,22,8,75,84,10.8,1012,25,8,151,5,Uganda
2020-02-05,28,19,0.0,8.8,5,79,03:34 PM,03:06 AM,07:01 AM,07:07 PM,18,24,24,23,8,71,78,6.0,1011,28,9,199,5,Uganda
2020-02-06,26,19,0.0,7.4,5,87,04:31 PM,04:02 AM,07:01 AM,07:07 PM,18,22,22,21,8,63,83,9.5,1012,26,9,236,5,Uganda
2020-02-07,29,18,0.0,11.6,5,95,05:31 PM,05:00 AM,07:01 AM,07:07 PM,17,25,25,23,8,40,71,0.6,1012,29,10,185,6,Uganda
2020-02-08,31,19,0.0,11.6,7,100,06:30 PM,06:00 AM,07:01 AM,07:07 PM,17,25,25,25,7,8,66,0.0,1012,31,10,123,5,Uganda
2020-02-09,31,20,0.0,11.6,7,100,07:30 PM,07:00 AM,07:01 AM,07:07 PM,16,26,26,25,9,5,61,0.0,1011,31,10,165,7,Uganda
2020-02-10,32,19,0.0,11.6,7,83,08:26 PM,07:58 AM,07:01 AM,07:07 PM,15,26,26,25,7,4,57,0.0,1011,32,10,149,5,Uganda
2020-02-11,31,20,0.0,10.2,6,75,09:21 PM,08:53 AM,07:01 AM,07:07 PM,16,26,26,25,5,14,57,0.2,1011,31,10,168,4,Uganda
2020-02-12,32,20,0.0,10.2,6,68,10:13 PM,09:47 AM,07:01 AM,07:07 PM,17,27,27,26,5,27,64,0.7,1009,32,10,162,4,Uganda
2020-02-13,32,20,0.0,11.6,7,60,11:05 PM,10:38 AM,07:01 AM,07:07 PM,15,26,26,25,7,8,55,0.0,1009,32,10,133,4,Uganda
2020-02-14,30,21,0.0,11.6,6,53,11:57 PM,11:30 AM,07:01 AM,07:07 PM,16,26,26,25,10,25,58,0.1,1009,30,10,130,7,Uganda
2020-02-15,31,20,0.0,11.6,7,45,No moonrise,12:21 PM,07:01 AM,07:07 PM,16,26,26,25,8,23,61,0.2,1009,31,10,176,6,Uganda
2020-02-16,28,20,0.0,7.4,5,38,12:49 AM,01:13 PM,07:01 AM,07:07 PM,18,25,25,23,9,66,73,3.0,1010,28,10,196,6,Uganda
2020-02-17,31,21,0.0,8.8,6,30,01:42 AM,02:06 PM,07:01 AM,07:07 PM,18,26,26,25,10,53,69,2.8,1010,31,10,160,7,Uganda
2020-02-18,31,21,0.0,11.6,6,22,02:35 AM,03:00 PM,07:01 AM,07:07 PM,19,27,27,25,8,30,69,1.2,1009,31,10,187,7,Uganda
2020-02-19,31,21,0.0,8.8,6,15,03:30 AM,03:54 PM,07:01 AM,07:07 PM,19,27,27,25,9,42,69,1.1,1009,31,10,224,6,Uganda
2020-02-20,32,20,0.0,11.6,6,7,04:22 AM,04:46 PM,07:00 AM,07:07 PM,18,26,26,25,9,16,68,0.4,1008,32,10,221,6,Uganda
2020-02-21,31,20,0.0,11.6,6,0,05:14 AM,05:37 PM,07:00 AM,07:07 PM,19,27,27,26,7,20,68,0.7,1008,31,10,210,5,Uganda
2020-02-22,32,21,0.0,11.6,6,0,06:03 AM,06:24 PM,07:00 AM,07:07 PM,18,27,27,26,7,19,65,0.1,1008,32,10,195,5,Uganda
2020-02-23,33,22,0.0,10.2,6,0,06:49 AM,07:10 PM,07:00 AM,07:06 PM,17,28,28,27,7,26,60,0.3,1008,33,10,144,5,Uganda
2020-02-24,32,22,0.0,10.2,6,0,07:33 AM,07:53 PM,07:00 AM,07:06 PM,18,27,27,26,9,36,66,3.5,1008,32,10,160,7,Uganda
2020-02-25,30,21,0.0,7.4,6,8,08:15 AM,08:34 PM,07:00 AM,07:06 PM,19,26,26,25,9,52,71,1.4,1009,30,10,210,7,Uganda
2020-02-26,30,21,0.0,6.0,6,15,08:56 AM,09:16 PM,07:00 AM,07:06 PM,18,25,25,24,10,71,72,3.0,1010,30,10,167,6,Uganda
2020-02-27,29,20,0.0,8.9,6,23,09:37 AM,09:56 PM,06:59 AM,07:06 PM,19,26,26,24,11,48,74,9.2,1010,29,9,173,7,Uganda
2020-02-28,29,21,0.0,11.6,6,30,10:17 AM,10:38 PM,06:59 AM,07:06 PM,20,26,26,24,9,17,76,4.3,1009,29,9,173,6,Uganda
2020-02-29,26,20,0.0,7.6,5,38,11:00 AM,11:21 PM,06:59 AM,07:05 PM,20,24,24,23,11,64,81,8.2,1010,26,10,170,7,Uganda
2020-03-01,31,21,0.0,10.3,6,44,11:44 AM,No moonset,06:59 AM,07:05 PM,18,27,27,25,8,42,69,1.2,1010,31,10,209,6,Uganda
2020-03-02,28,21,0.0,8.9,5,51,12:31 PM,12:06 AM,06:59 AM,07:05 PM,19,24,24,23,10,61,81,9.9,1010,28,9,166,7,Uganda
2020-03-03,27,20,0.0,7.6,5,58,01:21 PM,12:55 AM,06:58 AM,07:05 PM,19,25,25,23,8,62,81,5.3,1011,27,9,186,5,Uganda
2020-03-04,30,14,0.0,7.6,5,65,02:15 PM,01:48 AM,06:58 AM,07:05 PM,17,23,23,22,9,36,74,9.0,1012,30,10,151,6,Uganda
2020-03-05,24,19,0.0,10.3,5,73,03:12 PM,02:43 AM,06:58 AM,07:04 PM,18,21,22,21,13,56,81,4.3,1014,24,10,160,9,Uganda
2020-03-06,28,20,0.0,7.6,6,80,04:11 PM,03:42 AM,06:58 AM,07:04 PM,18,25,25,24,7,59,74,2.8,1011,28,10,163,5,Uganda
2020-03-07,30,20,0.0,11.6,6,87,05:10 PM,04:40 AM,06:57 AM,07:04 PM,19,27,27,25,11,33,73,1.9,1009,30,10,193,8,Uganda
2020-03-08,30,21,0.0,7.6,6,95,06:08 PM,05:39 AM,06:57 AM,07:04 PM,19,26,26,25,10,55,74,2.0,1008,30,10,195,7,Uganda
2020-03-09,30,20,0.0,8.9,5,100,07:04 PM,06:36 AM,06:57 AM,07:03 PM,19,25,25,24,9,66,78,5.5,1009,30,10,222,6,Uganda
2020-03-10,26,20,0.0,7.6,5,100,07:59 PM,07:31 AM,06:57 AM,07:03 PM,20,24,24,23,10,59,83,8.4,1009,26,9,203,6,Uganda
2020-03-11,28,20,0.0,7.6,5,84,08:53 PM,08:25 AM,06:56 AM,07:03 PM,19,25,25,24,13,64,76,3.3,1009,28,10,196,9,Uganda
2020-03-12,30,20,0.0,10.3,6,76,09:47 PM,09:18 AM,06:56 AM,07:03 PM,19,25,25,24,10,42,73,0.7,1009,30,10,213,7,Uganda
2020-03-13,31,19,0.0,8.9,6,69,10:40 PM,10:11 AM,06:56 AM,07:02 PM,18,26,26,24,7,49,71,3.9,1009,31,10,232,5,Uganda
2020-03-14,30,19,0.0,8.9,6,62,11:35 PM,11:06 AM,06:56 AM,07:02 PM,18,25,25,24,8,47,75,1.6,1010,30,10,226,6,Uganda
2020-03-15,30,20,0.0,8.9,6,55,No moonrise,12:00 PM,06:55 AM,07:02 PM,18,25,25,24,8,40,71,1.9,1009,30,10,202,6,Uganda
2020-03-16,32,20,0.0,8.9,6,47,12:30 AM,12:55 PM,06:55 AM,07:02 PM,18,26,26,25,6,58,71,1.6,1008,32,10,218,4,Uganda
2020-03-17,32,19,0.0,6.2,6,40,01:25 AM,01:50 PM,06:55 AM,07:01 PM,19,25,25,24,10,78,78,10.1,1009,32,9,206,6,Uganda
2020-03-18,28,20,0.0,8.9,5,33,02:19 AM,02:43 PM,06:54 AM,07:01 PM,19,24,24,23,11,66,77,2.9,1010,28,10,199,8,Uganda
2020-03-19,24,19,0.0,8.9,5,25,03:11 AM,03:34 PM,06:54 AM,07:01 PM,18,22,22,21,13,66,85,3.3,1012,24,9,209,9,Uganda
2020-03-20,28,19,0.0,7.6,5,18,04:01 AM,04:22 PM,06:54 AM,07:00 PM,19,24,24,22,10,64,81,6.8,1011,28,9,189,7,Uganda
2020-03-21,29,20,0.0,8.9,5,11,04:47 AM,05:08 PM,06:53 AM,07:00 PM,19,24,24,23,9,56,78,5.3,1010,29,9,200,6,Uganda
2020-03-22,29,20,0.0,7.6,6,4,05:32 AM,05:52 PM,06:53 AM,07:00 PM,18,25,25,24,11,62,76,4.3,1010,29,10,234,7,Uganda
2020-03-23,30,19,0.0,7.6,6,0,06:14 AM,06:33 PM,06:53 AM,07:00 PM,18,25,25,24,9,61,73,2.5,1011,30,10,217,6,Uganda
2020-03-24,29,19,0.0,10.2,5,0,06:55 AM,07:14 PM,06:53 AM,06:59 PM,18,24,24,23,10,52,76,3.1,1010,29,10,195,7,Uganda
2020-03-25,27,19,0.0,6.0,5,3,07:36 AM,07:55 PM,06:52 AM,06:59 PM,19,23,23,22,10,69,84,29.6,1009,27,9,238,7,Uganda
2020-03-26,21,11,0.0,8.8,4,11,08:16 AM,08:36 PM,06:52 AM,06:59 PM,19,19,19,19,9,57,89,7.3,1009,21,10,203,6,Uganda
2020-03-27,21,12,0.0,7.4,4,18,08:58 AM,09:19 PM,06:52 AM,06:58 PM,19,19,19,19,9,75,92,10.0,1011,21,8,126,6,Uganda
2020-03-28,23,13,0.0,7.4,5,25,09:41 AM,10:03 PM,06:51 AM,06:58 PM,18,19,20,19,10,71,83,0.6,1012,23,9,136,7,Uganda
2020-03-29,27,19,0.0,7.4,5,32,10:27 AM,10:50 PM,06:51 AM,06:58 PM,18,23,23,22,10,61,79,3.2,1012,27,10,174,7,Uganda
2020-03-30,27,20,0.0,8.8,5,40,11:15 AM,11:41 PM,06:51 AM,06:57 PM,19,24,24,23,12,56,77,3.4,1011,27,10,184,8,Uganda
2020-03-31,29,20,0.0,8.8,6,44,12:07 PM,No moonset,06:50 AM,06:57 PM,18,25,25,24,9,63,74,2.7,1010,29,10,188,6,Uganda
2020-04-01,30,20,0.0,8.8,6,56,01:01 PM,12:33 AM,06:50 AM,06:57 PM,19,26,26,24,8,51,73,0.8,1010,30,10,207,6,Uganda
2020-04-02,30,20,0.0,7.4,6,64,01:57 PM,01:29 AM,06:50 AM,06:57 PM,19,26,26,24,8,54,74,1.4,1010,30,10,198,6,Uganda
2020-04-03,30,20,0.0,11.6,7,71,02:54 PM,02:25 AM,06:49 AM,06:56 PM,18,26,26,25,8,20,71,0.1,1009,30,10,188,6,Uganda
2020-04-04,29,20,0.0,8.8,6,79,03:51 PM,03:23 AM,06:49 AM,06:56 PM,19,25,25,24,11,58,79,2.7,1009,29,10,199,8,Uganda
2020-04-05,31,19,0.0,8.8,6,87,04:47 PM,04:18 AM,06:49 AM,06:56 PM,18,25,25,24,8,59,73,1.3,1010,31,10,194,5,Uganda
2020-04-06,29,20,0.0,11.6,6,94,05:42 PM,05:14 AM,06:49 AM,06:55 PM,18,25,25,24,9,17,72,1.6,1011,29,9,203,6,Uganda
2020-04-07,30,19,0.0,11.6,6,100,06:35 PM,06:08 AM,06:48 AM,06:55 PM,18,25,25,24,7,25,72,0.8,1010,30,10,203,5,Uganda
2020-04-08,29,20,0.0,7.4,6,100,07:30 PM,07:01 AM,06:48 AM,06:55 PM,19,25,25,24,10,66,74,0.7,1010,29,10,171,7,Uganda
2020-04-09,29,20,0.0,11.6,6,83,08:25 PM,07:56 AM,06:48 AM,06:55 PM,19,25,25,24,12,19,74,0.1,1010,29,10,190,9,Uganda
2020-04-10,28,20,0.0,8.8,5,76,09:21 PM,08:51 AM,06:47 AM,06:54 PM,19,25,25,23,10,49,78,5.3,1010,28,9,168,7,Uganda
2020-04-11,27,20,0.0,7.4,5,68,10:18 PM,09:48 AM,06:47 AM,06:54 PM,19,25,25,23,14,71,78,6.6,1010,27,9,195,9,Uganda
2020-04-12,29,20,0.0,10.2,6,61,11:16 PM,10:44 AM,06:47 AM,06:54 PM,19,25,25,24,13,53,75,2.3,1010,29,10,207,9,Uganda
2020-04-13,29,19,0.0,7.4,5,53,No moonrise,11:42 AM,06:47 AM,06:54 PM,19,26,26,24,7,63,78,5.1,1010,29,9,246,4,Uganda
2020-04-14,26,19,0.0,6.0,5,46,12:12 AM,12:37 PM,06:46 AM,06:53 PM,19,22,22,22,8,68,85,9.4,1012,26,8,196,6,Uganda
2020-04-15,28,19,0.0,10.2,5,38,01:06 AM,01:30 PM,06:46 AM,06:53 PM,19,24,24,23,8,50,79,1.9,1012,28,8,192,6,Uganda
2020-04-16,27,19,0.0,7.4,5,30,01:57 AM,02:19 PM,06:46 AM,06:53 PM,19,25,25,23,8,56,80,6.6,1010,27,9,167,5,Uganda
2020-04-17,27,20,0.0,7.4,5,23,02:45 AM,03:06 PM,06:46 AM,06:53 PM,20,24,24,23,8,66,85,12.1,1009,27,8,218,5,Uganda
2020-04-18,28,18,0.0,10.2,5,15,03:31 AM,03:51 PM,06:45 AM,06:53 PM,18,23,23,22,11,51,81,56.3,1011,28,9,208,7,Uganda
2020-04-19,20,18,0.0,6.0,4,8,04:13 AM,04:32 PM,06:45 AM,06:52 PM,18,19,19,19,6,75,94,18.3,1014,20,7,152,4,Uganda
2020-04-20,27,18,0.0,11.6,6,0,04:55 AM,05:14 PM,06:45 AM,06:52 PM,17,22,22,21,5,35,78,0.0,1013,27,9,174,4,Uganda
2020-04-21,26,18,0.0,7.4,5,0,05:35 AM,05:54 PM,06:45 AM,06:52 PM,19,23,23,22,6,67,84,6.4,1012,26,9,179,4,Uganda
2020-04-22,25,19,0.0,7.4,5,0,06:15 AM,06:35 PM,06:44 AM,06:52 PM,19,21,22,21,6,62,88,10.3,1012,25,9,254,4,Uganda
2020-04-23,24,18,0.0,10.2,5,0,06:57 AM,07:18 PM,06:44 AM,06:52 PM,19,22,22,21,7,57,88,6.8,1011,24,8,197,4,Uganda
2020-04-24,28,19,0.0,8.8,5,7,07:40 AM,08:01 PM,06:44 AM,06:51 PM,18,22,22,22,7,54,83,8.6,1012,28,7,228,5,Uganda
2020-04-25,25,19,0.0,10.2,5,15,08:25 AM,08:48 PM,06:44 AM,06:51 PM,18,23,23,22,8,45,80,1.0,1011,25,9,149,6,Uganda
2020-04-26,22,12,0.0,10.2,5,22,09:13 AM,09:38 PM,06:44 AM,06:51 PM,19,20,22,20,12,40,87,4.2,1012,22,10,175,7,Uganda
2020-04-27,26,19,0.0,8.8,5,30,10:03 AM,10:29 PM,06:43 AM,06:51 PM,18,21,21,21,11,56,84,0.6,1013,26,7,137,7,Uganda
2020-04-28,26,19,0.0,6.0,5,37,10:56 AM,11:23 PM,06:43 AM,06:51 PM,19,23,23,22,11,69,86,13.2,1013,26,9,183,7,Uganda
2020-04-29,25,19,0.0,7.4,5,45,11:51 AM,No moonset,06:43 AM,06:51 PM,19,21,22,21,8,70,89,12.2,1014,25,7,237,6,Uganda
2020-04-30,27,19,0.0,8.8,5,52,12:46 PM,12:18 AM,06:43 AM,06:51 PM,18,23,23,22,10,62,83,5.8,1014,27,10,165,7,Uganda
2020-05-01,25,19,0.0,7.4,5,58,01:41 PM,01:14 AM,06:43 AM,06:50 PM,19,22,22,21,9,66,85,7.3,1014,25,8,143,6,Uganda
2020-05-02,26,19,0.0,8.8,5,65,02:35 PM,02:08 AM,06:43 AM,06:50 PM,19,23,23,22,11,52,84,7.0,1012,26,9,194,7,Uganda
2020-05-03,23,18,0.0,10.2,4,72,03:29 PM,03:01 AM,06:43 AM,06:50 PM,18,19,20,19,7,61,89,3.1,1014,23,7,198,5,Uganda
2020-05-04,26,19,0.0,7.4,5,80,04:21 PM,03:54 AM,06:43 AM,06:50 PM,19,23,23,22,9,69,84,12.4,1013,26,9,171,6,Uganda
2020-05-05,25,20,0.0,8.8,5,87,05:14 PM,04:46 AM,06:42 AM,06:50 PM,20,22,22,21,8,66,90,17.5,1013,25,7,209,5,Uganda
2020-05-06,26,18,0.0,7.4,5,94,06:07 PM,05:39 AM,06:42 AM,06:50 PM,19,23,23,22,10,68,84,5.8,1012,26,9,247,7,Uganda
2020-05-07,27,19,0.0,7.4,5,100,07:03 PM,06:33 AM,06:42 AM,06:50 PM,19,23,23,22,13,64,80,6.1,1011,27,9,188,8,Uganda
2020-05-08,24,19,0.0,10.2,5,100,08:00 PM,07:30 AM,06:42 AM,06:50 PM,19,21,22,21,8,54,88,8.9,1012,24,8,180,6,Uganda
2020-05-09,25,19,0.0,7.4,5,84,08:59 PM,08:27 AM,06:42 AM,06:50 PM,19,21,22,21,8,69,90,10.6,1012,25,8,176,5,Uganda
2020-05-10,20,13,0.0,8.8,4,77,09:58 PM,09:27 AM,06:42 AM,06:50 PM,19,19,19,19,5,58,92,9.1,1013,20,7,190,4,Uganda
2020-05-11,25,19,0.0,8.8,5,70,10:55 PM,10:24 AM,06:42 AM,06:50 PM,19,21,21,21,9,69,88,14.0,1013,25,7,184,7,Uganda
