date_time,Madagascar_maxtempC,Madagascar_mintempC,Madagascar_totalSnow_cm,Madagascar_sunHour,Madagascar_uvIndex,Madagascar_moon_illumination,Madagascar_moonrise,Madagascar_moonset,Madagascar_sunrise,Madagascar_sunset,Madagascar_DewPointC,Madagascar_FeelsLikeC,Madagascar_HeatIndexC,Madagascar_WindChillC,Madagascar_WindGustKmph,Madagascar_cloudcover,Madagascar_humidity,Madagascar_precipMM,Madagascar_pressure,Madagascar_tempC,Madagascar_visibility,Madagascar_winddirDegree,Madagascar_windspeedKmph,Madagascar_location
2020-12-16,29,14,0.0,13.2,6,5,06:36 AM,08:21 PM,05:08 AM,06:24 PM,13,22,22,22,13,21,66,0.0,1015,29,10,112,9,Madagascar
2020-12-17,27,16,0.0,10.7,5,12,07:39 AM,09:15 PM,05:08 AM,06:24 PM,15,21,21,20,17,58,75,21.1,1015,27,8,104,11,Madagascar
2020-12-18,27,17,0.0,10.7,5,20,08:38 AM,10:03 PM,05:09 AM,06:25 PM,15,22,22,21,12,56,73,3.5,1014,27,10,87,8,Madagascar
2020-12-19,29,18,0.0,13.2,5,27,09:36 AM,10:45 PM,05:09 AM,06:25 PM,16,23,23,22,8,45,71,6.6,1014,29,10,85,6,Madagascar
2020-12-20,28,17,0.0,12.0,5,34,10:29 AM,11:23 PM,05:10 AM,06:26 PM,15,22,22,21,11,57,72,4.1,1014,28,10,103,8,Madagascar
2020-12-21,25,18,0.0,13.2,5,41,11:20 AM,11:58 PM,05:10 AM,06:26 PM,16,21,21,21,13,61,81,38.3,1015,25,7,97,8,Madagascar
2020-12-22,27,16,0.0,12.0,5,49,12:09 PM,No moonset,05:11 AM,06:27 PM,15,22,22,21,15,52,76,7.8,1014,27,8,98,11,Madagascar
2020-12-23,26,16,0.0,13.2,5,56,12:57 PM,12:31 AM,05:11 AM,06:27 PM,15,22,22,21,13,44,76,0.6,1014,26,10,111,10,Madagascar
2020-12-24,28,15,0.0,13.2,6,63,01:45 PM,01:05 AM,05:12 AM,06:28 PM,13,22,22,21,13,26,69,0.2,1012,28,9,117,9,Madagascar
2020-12-25,28,15,0.0,13.2,6,70,02:33 PM,01:39 AM,05:12 AM,06:28 PM,12,22,22,21,14,23,65,0.1,1012,28,8,112,10,Madagascar
2020-12-26,26,15,0.0,10.7,5,78,03:23 PM,02:14 AM,05:13 AM,06:28 PM,15,20,20,20,19,53,75,15.8,1012,26,7,128,12,Madagascar
2020-12-27,19,9,0.0,8.2,4,85,04:15 PM,02:53 AM,05:13 AM,06:29 PM,17,16,17,16,25,74,91,58.6,1011,19,7,117,16,Madagascar
2020-12-28,24,18,0.0,9.5,5,92,05:08 PM,03:35 AM,05:14 AM,06:29 PM,18,20,20,20,17,81,91,25.5,1013,24,6,76,10,Madagascar
2020-12-29,24,18,0.0,9.5,5,100,06:03 PM,04:22 AM,05:14 AM,06:30 PM,17,20,20,20,17,75,84,15.0,1014,24,8,98,13,Madagascar
2020-12-30,25,18,0.0,13.2,5,100,06:57 PM,05:13 AM,05:15 AM,06:30 PM,16,20,20,20,21,42,76,0.1,1014,25,10,117,16,Madagascar
2020-12-31,24,14,0.0,13.1,6,89,07:50 PM,06:08 AM,05:16 AM,06:30 PM,13,18,19,18,21,21,72,0.0,1015,24,10,121,16,Madagascar
2021-01-01,24,15,0.0,13.2,5,79,08:39 PM,07:06 AM,05:16 AM,06:31 PM,14,19,20,19,20,44,77,1.0,1015,24,10,112,15,Madagascar
2021-01-02,25,15,0.0,13.1,5,71,09:25 PM,08:04 AM,05:17 AM,06:31 PM,15,19,20,19,14,52,79,6.5,1016,25,8,112,10,Madagascar
2021-01-03,25,15,0.0,13.1,5,64,10:08 PM,09:02 AM,05:18 AM,06:31 PM,15,19,19,19,19,42,78,0.2,1015,25,10,111,14,Madagascar
2021-01-04,27,13,0.0,13.1,6,57,10:49 PM,09:59 AM,05:18 AM,06:32 PM,12,21,21,20,15,17,68,0.0,1013,27,10,114,11,Madagascar
2021-01-05,31,15,0.0,13.1,6,50,11:29 PM,10:56 AM,05:19 AM,06:32 PM,14,23,23,22,9,23,68,0.0,1013,31,9,131,6,Madagascar
2021-01-06,29,17,0.0,12.0,5,42,No moonrise,11:53 AM,05:19 AM,06:32 PM,16,23,23,22,10,63,75,5.0,1013,29,10,135,6,Madagascar
2021-01-07,31,17,0.0,13.1,6,35,12:09 AM,12:51 PM,05:20 AM,06:32 PM,16,24,24,23,9,37,72,4.5,1012,31,9,95,6,Madagascar
2021-01-08,30,18,0.0,12.0,6,28,12:51 AM,01:51 PM,05:21 AM,06:33 PM,17,24,24,23,7,53,74,2.7,1010,30,10,154,5,Madagascar
2021-01-09,25,18,0.0,8.2,5,20,01:36 AM,02:53 PM,05:21 AM,06:33 PM,18,20,21,20,12,74,88,57.9,1009,25,6,103,6,Madagascar
2021-01-10,22,18,0.0,9.5,5,13,02:25 AM,03:57 PM,05:22 AM,06:33 PM,18,20,20,20,12,75,90,35.4,1010,22,6,109,8,Madagascar
2021-01-11,30,17,0.0,13.1,6,6,03:19 AM,05:01 PM,05:23 AM,06:33 PM,16,24,24,23,8,39,74,0.6,1012,30,9,108,5,Madagascar
2021-01-12,31,16,0.0,13.1,5,0,04:18 AM,06:03 PM,05:23 AM,06:33 PM,16,22,22,22,8,49,75,1.2,1013,31,9,124,5,Madagascar
2021-01-13,30,19,0.0,13.1,5,0,05:19 AM,07:00 PM,05:24 AM,06:33 PM,17,23,23,23,4,49,74,8.6,1012,30,9,161,3,Madagascar
2021-01-14,30,18,0.0,13.1,6,1,06:20 AM,07:52 PM,05:25 AM,06:33 PM,17,25,25,24,7,45,72,5.6,1011,30,10,158,4,Madagascar
2021-01-15,27,17,0.0,10.7,5,8,07:20 AM,08:37 PM,05:25 AM,06:33 PM,17,23,23,22,14,62,78,43.9,1011,27,8,112,9,Madagascar
2021-01-16,28,18,0.0,12.0,5,16,08:16 AM,09:18 PM,05:26 AM,06:33 PM,18,24,24,23,10,54,79,15.8,1011,28,8,73,7,Madagascar
2021-01-17,30,18,0.0,13.1,5,23,09:10 AM,09:55 PM,05:27 AM,06:33 PM,17,23,23,23,7,52,76,0.2,1011,30,7,135,5,Madagascar
2021-01-18,30,18,0.0,13.1,6,30,10:00 AM,10:29 PM,05:27 AM,06:33 PM,17,24,24,24,8,36,71,0.1,1010,30,7,104,6,Madagascar
2021-01-19,28,18,0.0,13.1,5,38,10:49 AM,11:03 PM,05:28 AM,06:33 PM,15,24,24,23,14,27,71,0.2,1010,28,8,122,10,Madagascar
2021-01-20,23,17,0.0,13.0,5,45,11:37 AM,11:37 PM,05:29 AM,06:33 PM,17,20,21,20,22,57,82,1.6,1010,23,10,126,17,Madagascar
2021-01-21,26,18,0.0,9.4,5,52,12:25 PM,No moonset,05:29 AM,06:33 PM,18,22,22,21,21,67,81,4.3,1012,26,9,56,14,Madagascar
2021-01-22,28,18,0.0,12.0,5,59,01:15 PM,12:11 AM,05:30 AM,06:33 PM,18,23,23,22,9,59,80,11.2,1014,28,6,72,6,Madagascar
2021-01-23,28,17,0.0,12.0,5,67,02:05 PM,12:48 AM,05:30 AM,06:33 PM,17,23,23,22,13,43,79,14.8,1014,28,6,109,9,Madagascar
2021-01-24,28,17,0.0,13.0,5,74,02:58 PM,01:29 AM,05:31 AM,06:33 PM,17,22,22,22,9,50,76,6.3,1013,28,9,120,6,Madagascar
2021-01-25,27,17,0.0,9.4,5,81,03:52 PM,02:13 AM,05:32 AM,06:33 PM,17,22,22,21,7,73,81,40.4,1013,27,5,218,4,Madagascar
2021-01-26,26,17,0.0,9.4,5,88,04:46 PM,03:03 AM,05:32 AM,06:32 PM,18,21,21,21,11,71,84,53.1,1013,26,6,82,5,Madagascar
2021-01-27,28,17,0.0,10.7,5,96,05:41 PM,03:57 AM,05:33 AM,06:32 PM,18,22,22,21,9,69,83,31.2,1012,28,7,142,5,Madagascar
2021-01-28,27,18,0.0,10.7,5,100,06:32 PM,04:54 AM,05:34 AM,06:32 PM,18,22,22,21,9,70,84,22.8,1012,27,7,77,5,Madagascar
2021-01-29,26,17,0.0,9.4,5,90,07:21 PM,05:54 AM,05:34 AM,06:32 PM,17,20,21,20,13,78,86,22.1,1013,26,6,106,7,Madagascar
2021-01-30,25,16,0.0,10.7,5,82,08:05 PM,06:53 AM,05:35 AM,06:32 PM,16,20,20,20,10,69,82,11.7,1014,25,8,76,7,Madagascar
2021-01-31,26,16,0.0,11.9,5,79,08:48 PM,07:52 AM,05:35 AM,06:31 PM,16,22,22,21,13,53,81,2.8,1014,26,9,84,9,Madagascar
2021-02-01,26,16,0.0,11.9,5,63,09:29 PM,08:51 AM,05:36 AM,06:31 PM,17,22,22,21,12,48,82,4.4,1016,26,7,108,8,Madagascar
2021-02-02,28,17,0.0,13.0,5,55,10:09 PM,09:48 AM,05:36 AM,06:31 PM,17,23,23,22,14,56,80,0.9,1016,28,8,124,10,Madagascar
2021-02-03,26,14,0.0,12.9,5,48,10:50 PM,10:46 AM,05:37 AM,06:30 PM,16,19,21,19,15,36,80,3.0,1015,26,8,118,10,Madagascar
2021-02-04,27,17,0.0,12.9,5,40,11:34 PM,11:45 AM,05:38 AM,06:30 PM,17,21,21,21,14,43,83,18.8,1015,27,8,112,9,Madagascar
2021-02-05,27,17,0.0,11.9,5,33,No moonrise,12:45 PM,05:38 AM,06:30 PM,17,23,23,21,12,57,80,8.4,1014,27,8,98,8,Madagascar
2021-02-06,27,17,0.0,12.9,5,25,12:20 AM,01:48 PM,05:39 AM,06:29 PM,17,22,22,21,6,54,79,1.8,1011,27,8,117,4,Madagascar
2021-02-07,25,17,0.0,10.6,5,18,01:11 AM,02:50 PM,05:39 AM,06:29 PM,17,20,21,20,9,62,84,16.7,1010,25,7,233,5,Madagascar
