date_time,Germany_maxtempC,Germany_mintempC,Germany_totalSnow_cm,Germany_sunHour,Germany_uvIndex,Germany_moon_illumination,Germany_moonrise,Germany_moonset,Germany_sunrise,Germany_sunset,Germany_DewPointC,Germany_FeelsLikeC,Germany_HeatIndexC,Germany_WindChillC,Germany_WindGustKmph,Germany_cloudcover,Germany_humidity,Germany_precipMM,Germany_pressure,Germany_tempC,Germany_visibility,Germany_winddirDegree,Germany_windspeedKmph,Germany_location
2020-06-06,19,11,0.0,13.7,4,100,09:25 PM,04:14 AM,03:46 AM,08:25 PM,6,13,14,13,28,56,58,2.3,1000,19,10,221,22,Germany
2020-06-07,20,11,0.0,11.3,4,84,10:27 PM,05:01 AM,03:45 AM,08:26 PM,8,16,16,16,16,64,60,0.1,1008,20,10,210,12,Germany
2020-06-08,21,14,0.0,14.5,5,76,11:16 PM,05:59 AM,03:45 AM,08:27 PM,8,17,17,17,12,36,54,0.0,1012,21,10,276,10,Germany
2020-06-09,23,15,0.0,14.5,5,69,11:52 PM,07:06 AM,03:45 AM,08:27 PM,9,19,20,19,10,32,54,0.0,1015,23,10,84,8,Germany
2020-06-10,20,13,0.0,13.7,4,61,No moonrise,08:18 AM,03:44 AM,08:28 PM,9,16,17,16,18,50,64,1.2,1014,20,9,33,14,Germany
2020-06-11,20,14,0.0,10.5,4,54,12:19 AM,09:30 AM,03:44 AM,08:29 PM,14,16,16,16,14,97,83,5.8,1010,20,9,59,10,Germany
2020-06-12,28,17,0.0,12.1,5,46,12:40 AM,10:41 AM,03:44 AM,08:30 PM,17,23,23,22,16,73,76,3.9,1010,28,9,49,12,Germany
2020-06-13,31,21,0.0,13.7,6,38,12:57 AM,11:50 AM,03:43 AM,08:30 PM,18,27,27,26,23,62,64,0.6,1010,31,10,75,17,Germany
2020-06-14,25,20,0.0,12.9,5,31,01:13 AM,12:58 PM,03:43 AM,08:31 PM,14,23,23,22,25,53,62,1.0,1012,25,10,74,20,Germany
2020-06-15,24,16,0.0,14.5,5,23,01:27 AM,02:06 PM,03:43 AM,08:31 PM,11,20,21,20,15,29,56,0.0,1015,24,10,60,11,Germany
2020-06-16,26,16,0.0,13.7,6,16,01:42 AM,03:14 PM,03:43 AM,08:32 PM,11,22,22,21,6,35,52,0.0,1014,26,10,189,5,Germany
2020-06-17,26,19,0.0,12.9,5,8,01:57 AM,04:23 PM,03:43 AM,08:32 PM,13,24,24,23,11,40,53,0.0,1012,26,10,87,8,Germany
2020-06-18,28,18,0.0,14.5,6,1,02:15 AM,05:34 PM,03:43 AM,08:32 PM,13,23,23,23,16,30,57,0.0,1010,28,10,31,12,Germany
2020-06-19,18,17,0.0,10.6,4,0,02:37 AM,06:45 PM,03:43 AM,08:33 PM,14,17,17,17,22,93,83,5.6,1010,18,10,292,17,Germany
2020-06-20,17,14,0.0,10.6,4,0,03:06 AM,07:55 PM,03:43 AM,08:33 PM,14,16,16,16,29,100,86,1.9,1016,17,9,303,20,Germany
2020-06-21,24,13,0.0,14.5,5,0,03:44 AM,08:58 PM,03:43 AM,08:33 PM,12,19,20,19,20,34,63,0.0,1017,24,10,288,16,Germany
2020-06-22,24,14,0.0,14.5,6,7,04:33 AM,09:52 PM,03:44 AM,08:33 PM,11,20,21,20,17,16,57,0.0,1021,24,10,310,14,Germany
2020-06-23,24,16,0.0,14.5,6,14,05:35 AM,10:35 PM,03:44 AM,08:33 PM,10,20,20,20,15,2,56,0.0,1025,24,10,314,13,Germany
2020-06-24,25,15,0.0,12.9,5,22,06:48 AM,11:09 PM,03:44 AM,08:33 PM,12,21,21,20,14,42,59,1.0,1024,25,10,155,11,Germany
2020-06-25,26,18,0.0,12.9,5,29,08:07 AM,11:36 PM,03:45 AM,08:33 PM,16,23,23,23,22,47,69,7.2,1022,26,10,72,15,Germany
2020-06-26,28,20,0.0,12.9,6,37,09:29 AM,11:57 PM,03:45 AM,08:33 PM,15,25,25,24,14,38,59,1.0,1015,28,10,106,11,Germany
2020-06-27,31,21,0.0,13.7,6,44,10:51 AM,No moonset,03:46 AM,08:33 PM,16,26,26,26,14,47,58,0.6,1010,31,10,223,11,Germany
2020-06-28,26,21,0.0,12.1,5,52,12:13 PM,12:16 AM,03:46 AM,08:33 PM,16,25,25,23,18,47,65,0.7,1013,26,10,254,14,Germany
2020-06-29,24,18,0.0,11.3,5,59,01:36 PM,12:34 AM,03:47 AM,08:33 PM,10,20,21,20,16,63,53,1.6,1011,24,10,251,13,Germany
2020-06-30,21,15,0.0,12.1,4,67,02:59 PM,12:52 AM,03:48 AM,08:32 PM,9,18,19,18,23,63,54,0.1,1009,21,10,252,18,Germany
2020-07-01,24,17,0.0,10.5,5,72,04:23 PM,01:13 AM,03:48 AM,08:32 PM,14,21,21,21,24,81,68,8.0,1007,24,9,238,17,Germany
2020-07-02,24,16,0.0,12.9,5,79,05:47 PM,01:38 AM,03:49 AM,08:32 PM,13,20,21,20,16,57,64,2.8,1009,24,8,264,13,Germany
2020-07-03,23,16,0.0,12.9,5,86,07:05 PM,02:09 AM,03:50 AM,08:31 PM,12,20,20,20,19,48,62,0.2,1014,23,10,275,15,Germany
2020-07-04,21,12,0.0,11.3,4,94,08:13 PM,02:51 AM,03:51 AM,08:31 PM,12,18,19,18,22,61,64,0.0,1015,21,10,240,16,Germany
2020-07-05,24,19,0.0,10.5,5,100,09:08 PM,03:44 AM,03:51 AM,08:30 PM,15,22,22,21,27,89,68,1.5,1011,24,9,239,20,Germany
2020-07-06,20,16,0.0,11.3,4,100,09:49 PM,04:47 AM,03:52 AM,08:30 PM,9,18,19,18,30,60,57,0.3,1010,20,10,263,23,Germany
2020-07-07,19,12,0.0,12.1,4,85,10:19 PM,05:57 AM,03:53 AM,08:29 PM,7,15,15,15,23,58,58,0.1,1018,19,10,271,17,Germany
2020-07-08,14,7,0.0,10.5,3,77,10:43 PM,07:11 AM,03:54 AM,08:28 PM,10,11,13,11,19,83,80,2.7,1015,14,9,254,14,Germany
2020-07-09,18,11,0.0,10.5,4,70,11:02 PM,08:23 AM,03:55 AM,08:27 PM,11,15,15,15,9,86,76,1.8,1016,18,7,237,7,Germany
2020-07-10,23,15,0.0,11.3,5,63,11:18 PM,09:34 AM,03:56 AM,08:27 PM,13,19,20,19,31,69,71,6.6,1010,23,8,227,22,Germany
2020-07-11,21,12,0.0,14.5,5,55,11:33 PM,10:43 AM,03:57 AM,08:26 PM,8,16,17,16,16,20,61,0.0,1021,21,10,295,13,Germany
2020-07-12,21,13,0.0,14.5,5,48,11:48 PM,11:51 AM,03:59 AM,08:25 PM,9,17,17,17,14,33,59,0.1,1025,21,10,309,11,Germany
2020-07-13,22,15,0.0,13.6,4,41,No moonrise,12:59 PM,04:00 AM,08:24 PM,10,19,19,19,8,26,57,0.0,1023,22,10,270,7,Germany
2020-07-14,25,17,0.0,14.5,6,34,12:02 AM,02:07 PM,04:01 AM,08:23 PM,11,21,21,21,10,34,53,1.4,1016,25,10,210,8,Germany
2020-07-15,18,17,0.0,10.1,4,26,12:19 AM,03:17 PM,04:02 AM,08:22 PM,14,18,18,18,12,85,78,6.6,1012,18,9,281,8,Germany
2020-07-16,21,12,0.0,12.7,4,19,12:39 AM,04:28 PM,04:03 AM,08:21 PM,11,16,17,16,19,54,69,0.5,1014,21,10,295,15,Germany
2020-07-17,21,14,0.0,10.1,4,12,01:05 AM,05:38 PM,04:05 AM,08:20 PM,12,17,18,17,17,58,72,0.7,1017,21,10,285,13,Germany
2020-07-18,26,15,0.0,12.7,5,5,01:39 AM,06:44 PM,04:06 AM,08:18 PM,14,21,21,21,12,61,66,1.8,1018,26,10,66,9,Germany
2020-07-19,28,19,0.0,10.1,6,0,02:23 AM,07:44 PM,04:07 AM,08:17 PM,14,25,25,24,7,73,57,1.6,1016,28,10,223,5,Germany
2020-07-20,23,18,0.0,11.8,5,0,03:21 AM,08:31 PM,04:09 AM,08:16 PM,14,21,22,21,17,65,65,5.7,1015,23,9,281,14,Germany
2020-07-21,21,15,0.0,14.5,4,2,04:31 AM,09:10 PM,04:10 AM,08:15 PM,9,18,19,18,15,26,57,0.0,1021,21,10,305,12,Germany
2020-07-22,21,14,0.0,13.6,4,10,05:50 AM,09:39 PM,04:11 AM,08:13 PM,9,17,17,17,14,53,59,0.2,1021,21,10,299,12,Germany
2020-07-23,23,15,0.0,13.6,5,17,07:13 AM,10:02 PM,04:13 AM,08:12 PM,8,19,20,19,8,39,53,0.0,1017,23,10,223,6,Germany
2020-07-24,22,16,0.0,11.8,4,24,08:37 AM,10:22 PM,04:14 AM,08:10 PM,11,18,19,18,13,60,62,0.9,1011,22,10,223,9,Germany
2020-07-25,27,17,0.0,13.6,5,32,10:01 AM,10:40 PM,04:16 AM,08:09 PM,14,23,23,22,10,29,61,0.2,1012,27,10,260,8,Germany
2020-07-26,24,19,0.0,12.7,5,39,11:25 AM,10:59 PM,04:17 AM,08:07 PM,15,21,22,21,18,39,67,1.5,1010,24,10,215,13,Germany
2020-07-27,26,17,0.0,12.7,5,46,12:47 PM,11:19 PM,04:19 AM,08:06 PM,13,23,23,22,10,34,57,0.0,1016,26,10,233,8,Germany
2020-07-28,26,20,0.0,12.7,5,53,02:10 PM,11:42 PM,04:20 AM,08:04 PM,13,24,24,23,24,46,56,0.6,1010,26,10,236,17,Germany
2020-07-29,20,17,0.0,12.7,4,61,03:33 PM,No moonset,04:22 AM,08:03 PM,9,18,18,18,24,44,54,0.0,1016,20,10,269,20,Germany
2020-07-30,21,14,0.0,11.7,4,68,04:51 PM,12:10 AM,04:23 AM,08:01 PM,8,17,17,17,21,41,57,0.0,1020,21,10,278,16,Germany
2020-07-31,25,16,0.0,13.5,5,72,06:01 PM,12:46 AM,04:25 AM,07:59 PM,12,20,21,20,12,36,58,0.0,1018,25,10,284,9,Germany
2020-08-01,28,19,0.0,13.5,5,82,07:00 PM,01:34 AM,04:26 AM,07:58 PM,12,23,23,23,14,20,53,0.0,1016,28,10,106,11,Germany
2020-08-02,27,20,0.0,12.5,5,90,07:46 PM,02:32 AM,04:28 AM,07:56 PM,14,24,24,22,15,51,61,3.0,1011,27,10,207,11,Germany
2020-08-03,21,15,0.0,11.5,4,97,08:20 PM,03:40 AM,04:30 AM,07:54 PM,12,18,18,18,17,70,68,0.4,1011,21,10,292,13,Germany
2020-08-04,22,15,0.0,10.5,4,100,08:46 PM,04:52 AM,04:31 AM,07:53 PM,11,19,19,19,14,52,61,0.1,1013,22,10,256,11,Germany
2020-08-05,27,17,0.0,14.5,6,88,09:06 PM,06:05 AM,04:33 AM,07:51 PM,11,22,22,22,9,10,51,0.0,1019,27,10,180,8,Germany
2020-08-06,29,19,0.0,14.5,7,81,09:24 PM,07:18 AM,04:34 AM,07:49 PM,11,24,24,23,14,6,46,0.0,1022,29,10,120,11,Germany
2020-08-07,30,21,0.0,12.5,6,74,09:39 PM,08:27 AM,04:36 AM,07:47 PM,16,27,27,26,14,43,58,0.0,1022,30,10,84,10,Germany
2020-08-08,33,24,0.0,14.5,7,67,09:53 PM,09:36 AM,04:38 AM,07:45 PM,16,29,29,28,8,41,51,0.0,1020,33,10,100,5,Germany
2020-08-09,33,25,0.0,12.5,6,59,10:07 PM,10:44 AM,04:39 AM,07:43 PM,16,29,29,28,9,44,49,1.2,1019,33,10,66,6,Germany
2020-08-10,33,24,0.0,13.5,6,52,10:23 PM,11:52 AM,04:41 AM,07:41 PM,17,29,29,28,14,50,54,0.4,1017,33,10,68,10,Germany
2020-08-11,30,22,0.0,14.5,7,45,10:41 PM,01:01 PM,04:43 AM,07:39 PM,16,27,27,26,19,19,57,1.2,1019,30,10,73,15,Germany
2020-08-12,29,21,0.0,14.5,7,38,11:04 PM,02:10 PM,04:44 AM,07:37 PM,14,26,26,24,18,6,54,0.0,1020,29,10,94,14,Germany
2020-08-13,29,21,0.0,13.5,7,30,11:34 PM,03:21 PM,04:46 AM,07:35 PM,14,25,25,24,18,28,52,0.1,1015,29,10,115,14,Germany
2020-08-14,24,21,0.0,9.3,5,23,No moonrise,04:28 PM,04:48 AM,07:33 PM,15,25,25,23,16,73,63,4.7,1014,24,9,98,11,Germany
2020-08-15,26,20,0.0,9.3,5,16,12:12 AM,05:31 PM,04:49 AM,07:31 PM,16,24,24,23,16,67,67,6.2,1014,26,10,131,11,Germany
2020-08-16,28,22,0.0,14.5,7,8,01:04 AM,06:23 PM,04:51 AM,07:29 PM,14,26,26,25,16,9,53,0.0,1015,28,10,107,12,Germany
2020-08-17,30,21,0.0,14.5,7,1,02:08 AM,07:05 PM,04:53 AM,07:27 PM,14,26,26,25,15,24,52,0.0,1010,30,10,113,11,Germany
2020-08-18,27,21,0.0,13.4,5,0,03:25 AM,07:39 PM,04:54 AM,07:25 PM,15,25,25,24,15,49,61,2.0,1008,27,10,283,12,Germany
2020-08-19,26,19,0.0,14.5,6,0,04:48 AM,08:04 PM,04:56 AM,07:23 PM,15,23,23,22,14,23,64,0.0,1010,26,10,299,11,Germany
2020-08-20,29,21,0.0,14.5,7,6,06:15 AM,08:26 PM,04:58 AM,07:21 PM,15,26,26,25,12,24,54,0.0,1011,29,10,182,9,Germany
2020-08-21,33,23,0.0,14.5,7,13,07:42 AM,08:45 PM,04:59 AM,07:18 PM,17,29,29,28,13,13,55,0.0,1013,33,10,159,10,Germany
2020-08-22,27,23,0.0,10.0,5,20,09:08 AM,09:04 PM,05:01 AM,07:16 PM,16,26,26,24,17,59,60,3.0,1014,27,10,254,12,Germany
2020-08-23,23,19,0.0,12.2,5,28,10:33 AM,09:23 PM,05:03 AM,07:14 PM,11,21,22,21,23,53,56,0.9,1013,23,10,256,18,Germany
2020-08-24,22,16,0.0,12.2,4,35,11:58 AM,09:45 PM,05:05 AM,07:12 PM,12,19,20,19,17,51,64,1.9,1013,22,10,265,13,Germany
2020-08-25,24,15,0.0,11.1,5,42,01:22 PM,10:12 PM,05:06 AM,07:10 PM,11,19,20,19,18,52,60,0.2,1012,24,10,240,14,Germany
2020-08-26,20,11,0.0,9.9,4,50,02:42 PM,10:45 PM,05:08 AM,07:07 PM,11,18,19,18,39,79,59,1.1,1004,20,9,234,28,Germany
2020-08-27,21,14,0.0,12.2,4,57,03:55 PM,11:29 PM,05:10 AM,07:05 PM,10,18,18,18,30,61,60,0.0,1011,21,10,281,23,Germany
2020-08-28,21,15,0.0,12.2,4,64,04:56 PM,No moonset,05:11 AM,07:03 PM,11,18,19,18,17,53,63,0.0,1007,21,10,166,13,Germany
2020-08-29,23,17,0.0,13.9,6,71,05:45 PM,12:23 AM,05:13 AM,07:00 PM,10,20,21,20,19,30,55,0.1,1004,23,10,223,14,Germany
2020-08-30,22,17,0.0,9.6,4,79,06:21 PM,01:28 AM,05:15 AM,06:58 PM,12,19,20,19,10,68,62,1.4,1008,22,10,172,8,Germany
2020-08-31,21,16,0.0,8.4,4,82,06:49 PM,02:38 AM,05:16 AM,06:56 PM,13,18,19,18,18,68,71,14.3,1013,21,9,280,13,Germany
2020-09-01,20,14,0.0,12.0,4,97,07:11 PM,03:51 AM,05:18 AM,06:54 PM,11,17,17,17,18,47,70,3.1,1017,20,10,41,14,Germany
2020-09-02,19,14,0.0,8.3,4,100,07:29 PM,05:03 AM,05:20 AM,06:51 PM,10,16,16,16,14,74,68,2.0,1017,19,10,310,10,Germany
2020-09-03,22,14,0.0,13.3,4,88,07:45 PM,06:14 AM,05:21 AM,06:49 PM,10,17,18,17,19,49,65,0.1,1019,22,10,271,14,Germany
2020-09-04,23,16,0.0,8.3,5,81,07:59 PM,07:23 AM,05:23 AM,06:47 PM,14,19,20,19,22,83,73,4.2,1019,23,10,240,17,Germany
2020-09-05,19,16,0.0,9.5,4,73,08:13 PM,08:31 AM,05:25 AM,06:44 PM,12,18,18,18,18,74,71,10.7,1016,19,9,263,13,Germany
2020-09-06,19,13,0.0,13.2,5,66,08:28 PM,09:40 AM,05:26 AM,06:42 PM,8,15,16,15,16,29,63,0.0,1017,19,10,266,13,Germany
2020-09-07,18,12,0.0,12.0,4,58,08:45 PM,10:48 AM,05:28 AM,06:39 PM,8,15,16,15,14,35,62,0.0,1022,18,10,279,11,Germany
2020-09-08,20,14,0.0,10.7,4,50,09:05 PM,11:57 AM,05:30 AM,06:37 PM,10,17,17,17,22,51,64,0.0,1024,20,10,246,15,Germany
2020-09-09,22,16,0.0,8.2,4,43,09:31 PM,01:06 PM,05:31 AM,06:35 PM,14,19,19,19,16,71,75,0.1,1020,22,10,241,11,Germany
2020-09-10,18,14,0.0,13.0,4,35,10:04 PM,02:14 PM,05:33 AM,06:32 PM,8,16,17,16,19,51,60,1.1,1020,18,10,294,15,Germany
2020-09-11,25,14,0.0,13.0,6,28,10:49 PM,03:18 PM,05:35 AM,06:30 PM,10,20,20,20,4,4,54,0.0,1018,25,10,198,4,Germany
2020-09-12,26,17,0.0,12.9,6,20,11:47 PM,04:13 PM,05:36 AM,06:28 PM,11,21,21,21,13,13,54,0.0,1016,26,10,214,10,Germany
2020-09-13,24,15,0.0,12.9,6,13,No moonrise,04:59 PM,05:38 AM,06:25 PM,12,19,20,19,14,17,63,0.0,1024,24,10,255,11,Germany
2020-09-14,28,17,0.0,12.8,5,5,12:57 AM,05:36 PM,05:40 AM,06:23 PM,13,23,23,22,10,37,57,0.0,1026,28,10,168,6,Germany
2020-09-15,29,20,0.0,12.8,7,0,02:17 AM,06:04 PM,05:41 AM,06:20 PM,16,25,25,25,16,17,59,0.0,1021,29,10,152,11,Germany
2020-09-16,27,21,0.0,12.8,6,0,03:43 AM,06:27 PM,05:43 AM,06:18 PM,16,25,25,23,15,15,62,0.0,1018,27,10,300,11,Germany
2020-09-17,19,14,0.0,12.7,5,0,05:11 AM,06:48 PM,05:45 AM,06:16 PM,7,16,16,16,19,9,55,0.0,1026,19,10,88,16,Germany
2020-09-18,21,12,0.0,12.7,5,2,06:40 AM,07:07 PM,05:46 AM,06:13 PM,3,16,16,16,10,5,44,0.0,1029,21,10,84,8,Germany
2020-09-19,21,13,0.0,12.6,5,10,08:08 AM,07:26 PM,05:48 AM,06:11 PM,3,17,17,17,15,25,41,0.0,1023,21,10,91,10,Germany
2020-09-20,22,13,0.0,12.6,5,17,09:37 AM,07:47 PM,05:50 AM,06:09 PM,5,17,18,17,17,15,46,0.0,1020,22,10,84,12,Germany
2020-09-21,27,15,0.0,12.6,6,25,11:05 AM,08:12 PM,05:51 AM,06:06 PM,10,21,21,20,10,3,54,0.0,1017,27,10,97,8,Germany
2020-09-22,26,18,0.0,12.5,6,32,12:30 PM,08:44 PM,05:53 AM,06:04 PM,12,22,22,21,10,5,55,0.0,1011,26,10,167,8,Germany
2020-09-23,26,18,0.0,12.5,6,40,01:48 PM,09:25 PM,05:55 AM,06:02 PM,11,22,22,21,12,16,53,0.0,1006,26,10,207,9,Germany
2020-09-24,22,17,0.0,8.8,5,47,02:53 PM,10:17 PM,05:56 AM,05:59 PM,11,20,20,20,19,42,57,1.1,1004,22,9,208,14,Germany
2020-09-25,16,13,0.0,6.0,4,55,03:46 PM,11:19 PM,05:58 AM,05:57 PM,9,15,15,15,17,68,68,14.7,999,16,8,263,13,Germany
2020-09-26,14,10,0.0,5.8,3,62,04:25 PM,No moonset,06:00 AM,05:55 PM,8,10,12,10,24,89,80,24.9,993,14,8,213,18,Germany
2020-09-27,12,6,0.0,5.8,3,70,04:55 PM,12:28 AM,06:01 AM,05:52 PM,8,9,11,9,9,76,81,1.8,1001,12,8,186,7,Germany
2020-09-28,19,9,0.0,8.7,5,78,05:18 PM,01:40 AM,06:03 AM,05:50 PM,9,14,14,14,12,18,70,0.1,1010,19,10,205,9,Germany
2020-09-29,19,12,0.0,8.7,4,85,05:37 PM,02:52 AM,06:05 AM,05:48 PM,9,16,16,16,4,52,66,0.1,1015,19,10,196,3,Germany
2020-09-30,21,13,0.0,8.7,5,93,05:52 PM,04:03 AM,06:06 AM,05:45 PM,9,16,16,16,3,14,63,0.0,1015,21,10,149,3,Germany
2020-10-01,20,13,0.0,8.7,5,97,06:06 PM,05:12 AM,06:08 AM,05:43 PM,10,16,16,16,10,25,69,0.0,1008,20,10,105,8,Germany
2020-10-02,17,13,0.0,4.2,4,100,06:20 PM,06:20 AM,06:10 AM,05:41 PM,11,14,15,14,21,71,79,0.0,1002,17,10,107,15,Germany
2020-10-03,23,14,0.0,8.7,5,89,06:34 PM,07:29 AM,06:11 AM,05:38 PM,12,17,18,17,26,23,71,0.0,994,23,10,109,18,Germany
2020-10-04,18,13,0.0,7.2,4,82,06:50 PM,08:37 AM,06:13 AM,05:36 PM,9,15,15,15,16,50,69,2.1,999,18,9,234,13,Germany
2020-10-05,17,12,0.0,8.7,5,74,07:09 PM,09:46 AM,06:15 AM,05:34 PM,7,14,14,14,17,31,62,0.0,1003,17,10,163,11,Germany
2020-10-06,15,12,0.0,4.2,3,67,07:32 PM,10:55 AM,06:17 AM,05:31 PM,8,12,13,12,28,72,70,0.4,1004,15,10,207,20,Germany
2020-10-07,15,11,0.0,4.2,3,60,08:01 PM,12:04 PM,06:18 AM,05:29 PM,9,12,13,12,23,75,74,0.8,1006,15,10,232,16,Germany
2020-10-08,13,5,0.0,4.2,3,53,08:40 PM,01:08 PM,06:20 AM,05:27 PM,8,9,11,9,27,74,78,3.6,1016,13,9,231,19,Germany
2020-10-09,16,11,0.0,4.1,3,45,09:32 PM,02:06 PM,06:22 AM,05:24 PM,9,13,14,13,17,76,73,0.8,1017,16,8,254,12,Germany
2020-10-10,13,10,0.0,4.1,3,38,10:35 PM,02:55 PM,06:23 AM,05:22 PM,6,10,12,10,20,60,71,0.3,1016,13,10,240,15,Germany
2020-10-11,13,7,0.0,4.1,3,31,11:50 PM,03:34 PM,06:25 AM,05:20 PM,4,8,10,8,18,54,67,0.1,1017,13,10,229,12,Germany
2020-10-12,11,7,0.0,4.1,2,23,No moonrise,04:04 PM,06:27 AM,05:18 PM,5,8,9,8,12,49,72,0.1,1016,11,10,243,9,Germany
2020-10-13,11,8,0.0,5.6,2,16,01:11 AM,04:29 PM,06:29 AM,05:15 PM,5,8,9,8,15,56,75,3.0,1013,11,10,96,11,Germany
2020-10-14,10,4,0.0,4.1,2,9,02:36 AM,04:50 PM,06:31 AM,05:13 PM,7,7,10,7,39,99,81,20.5,1008,10,8,9,26,Germany
2020-10-15,12,9,0.0,4.0,3,2,04:04 AM,05:09 PM,06:32 AM,05:11 PM,8,8,11,8,29,100,84,3.7,1014,12,8,14,20,Germany
2020-10-16,11,8,0.0,4.0,3,0,05:34 AM,05:27 PM,06:34 AM,05:09 PM,7,8,10,8,19,78,80,0.5,1018,11,9,85,14,Germany
2020-10-17,13,8,0.0,5.6,3,0,07:04 AM,05:47 PM,06:36 AM,05:06 PM,6,10,10,10,9,69,74,0.7,1018,13,9,118,7,Germany
2020-10-18,9,7,0.0,4.0,2,5,08:35 AM,06:10 PM,06:38 AM,05:04 PM,5,6,8,6,27,83,79,2.0,1017,9,9,270,18,Germany
2020-10-19,11,7,0.0,4.0,2,13,10:05 AM,06:39 PM,06:39 AM,05:02 PM,4,7,9,7,17,63,72,0.0,1021,11,10,244,11,Germany
2020-10-20,13,7,0.0,8.7,4,20,11:30 AM,07:18 PM,06:41 AM,05:00 PM,4,8,10,8,22,53,67,0.6,1018,13,10,174,15,Germany
2020-10-21,16,10,0.0,7.1,3,27,12:44 PM,08:07 PM,06:43 AM,04:58 PM,7,13,13,13,23,61,65,0.0,1012,16,10,192,13,Germany
2020-10-22,19,13,0.0,8.7,5,35,01:44 PM,09:08 PM,06:45 AM,04:56 PM,10,16,16,16,30,31,67,0.0,1012,19,10,224,18,Germany
2020-10-23,16,14,0.0,5.4,4,42,02:28 PM,10:16 PM,06:47 AM,04:54 PM,12,15,15,15,16,76,80,2.5,1011,16,10,229,10,Germany
2020-10-24,13,11,0.0,5.4,3,49,03:01 PM,11:29 PM,06:49 AM,04:52 PM,6,10,12,10,24,61,69,0.4,1014,13,10,243,17,Germany
2020-10-25,17,11,0.0,8.7,4,56,03:26 PM,No moonset,06:50 AM,04:49 PM,9,13,14,13,24,20,73,0.0,1010,17,10,184,16,Germany
2020-10-26,15,12,0.0,7.0,3,64,03:45 PM,12:41 AM,06:52 AM,04:47 PM,9,12,13,12,12,68,78,0.2,1004,15,10,230,8,Germany
2020-10-27,12,9,0.0,7.0,3,71,04:01 PM,01:53 AM,06:54 AM,04:45 PM,6,9,11,9,24,48,71,0.5,1009,12,10,219,16,Germany
2020-10-28,12,9,0.0,3.7,3,78,04:14 PM,03:02 AM,06:56 AM,04:43 PM,6,8,11,8,28,65,73,2.9,1010,12,10,207,18,Germany
2020-10-29,11,9,0.0,3.7,3,85,04:28 PM,04:11 AM,06:58 AM,04:41 PM,5,8,10,8,30,71,71,2.5,1014,11,10,245,20,Germany
2020-10-30,13,6,0.0,3.5,3,93,04:42 PM,05:19 AM,07:00 AM,04:39 PM,9,8,11,8,28,97,86,4.9,1016,13,8,249,18,Germany
2020-10-31,15,10,0.0,5.2,3,97,04:57 PM,06:27 AM,07:02 AM,04:38 PM,12,13,13,13,16,74,90,0.7,1021,15,8,225,11,Germany
2020-11-01,13,9,0.0,3.5,3,89,05:14 PM,07:37 AM,07:03 AM,04:36 PM,10,10,12,10,26,78,85,1.4,1015,13,8,192,17,Germany
2020-11-02,18,11,0.0,3.5,4,81,05:35 PM,08:46 AM,07:05 AM,04:34 PM,13,15,16,15,31,76,82,4.7,1011,18,9,220,19,Germany
2020-11-03,12,11,0.0,8.7,3,74,06:02 PM,09:56 AM,07:07 AM,04:32 PM,6,11,12,11,20,43,64,0.0,1021,12,10,246,14,Germany
2020-11-04,10,7,0.0,8.7,2,66,06:38 PM,11:02 AM,07:09 AM,04:30 PM,3,6,9,6,21,37,69,0.0,1028,10,10,257,15,Germany
2020-11-05,10,6,0.0,8.7,3,58,07:24 PM,12:02 PM,07:11 AM,04:28 PM,5,5,8,5,17,24,82,0.0,1035,10,10,268,12,Germany
2020-11-06,11,8,0.0,3.4,3,51,08:22 PM,12:53 PM,07:13 AM,04:27 PM,7,8,10,8,13,85,81,0.0,1034,11,10,258,9,Germany
2020-11-07,13,8,0.0,8.7,4,43,09:32 PM,01:35 PM,07:15 AM,04:25 PM,5,9,10,9,11,9,69,0.0,1028,13,10,170,9,Germany
2020-11-08,13,8,0.0,8.7,4,36,10:48 PM,02:07 PM,07:16 AM,04:23 PM,3,10,10,10,5,5,60,0.0,1026,13,10,149,3,Germany
2020-11-09,11,7,0.0,8.7,3,28,No moonrise,02:32 PM,07:18 AM,04:22 PM,4,7,9,7,13,9,70,0.0,1027,11,10,105,9,Germany
2020-11-10,10,6,0.0,8.7,3,21,12:09 AM,02:53 PM,07:20 AM,04:20 PM,5,6,8,6,14,18,83,0.0,1027,10,10,114,10,Germany
2020-11-11,9,5,0.0,8.7,3,13,01:34 AM,03:12 PM,07:22 AM,04:18 PM,4,6,7,6,11,37,83,0.0,1025,9,10,138,7,Germany
2020-11-12,11,6,0.0,8.7,2,6,02:59 AM,03:30 PM,07:24 AM,04:17 PM,6,7,9,7,15,52,80,0.0,1021,11,10,178,10,Germany
2020-11-13,11,7,0.0,8.7,2,0,04:27 AM,03:48 PM,07:26 AM,04:15 PM,6,7,9,7,15,35,82,0.0,1021,11,10,219,10,Germany
2020-11-14,12,9,0.0,3.3,3,0,05:57 AM,04:09 PM,07:27 AM,04:14 PM,9,9,10,9,16,86,89,1.3,1019,12,8,204,10,Germany
2020-11-15,13,10,0.0,8.7,4,0,07:29 AM,04:34 PM,07:29 AM,04:13 PM,7,9,11,9,25,13,75,0.0,1014,13,10,177,15,Germany
2020-11-16,12,10,0.0,6.9,3,2,08:59 AM,05:08 PM,07:31 AM,04:11 PM,5,9,11,9,31,68,69,2.9,1013,12,9,220,20,Germany
