date_time,Syria_maxtempC,Syria_mintempC,Syria_totalSnow_cm,Syria_sunHour,Syria_uvIndex,Syria_moon_illumination,Syria_moonrise,Syria_moonset,Syria_sunrise,Syria_sunset,Syria_DewPointC,Syria_FeelsLikeC,Syria_HeatIndexC,Syria_WindChillC,Syria_WindGustKmph,Syria_cloudcover,Syria_humidity,Syria_precipMM,Syria_pressure,Syria_tempC,Syria_visibility,Syria_winddirDegree,Syria_windspeedKmph,Syria_location
2020-10-17,28,15,0.0,11.2,6,0,06:05 AM,05:42 PM,05:41 AM,04:58 PM,5,21,21,21,10,4,42,0.0,1014,28,10,155,6,Syria
2020-10-18,30,17,0.0,11.2,7,5,07:19 AM,06:22 PM,05:42 AM,04:57 PM,3,22,22,23,10,5,31,0.0,1014,30,10,141,6,Syria
2020-10-19,30,18,0.0,11.1,7,13,08:31 AM,07:07 PM,05:43 AM,04:56 PM,0,22,22,23,8,6,24,0.0,1016,30,10,112,5,Syria
2020-10-20,29,16,0.0,11.1,6,20,09:43 AM,07:56 PM,05:44 AM,04:55 PM,3,21,21,22,7,10,30,0.0,1016,29,10,195,5,Syria
2020-10-21,28,17,0.0,11.1,6,27,10:49 AM,08:51 PM,05:45 AM,04:54 PM,5,22,22,22,7,0,36,0.0,1016,28,10,167,4,Syria
2020-10-22,28,16,0.0,11.1,6,35,11:49 AM,09:51 PM,05:46 AM,04:53 PM,7,21,21,21,9,0,45,0.0,1018,28,10,113,6,Syria
2020-10-23,29,16,0.0,11.1,6,42,12:41 PM,10:51 PM,05:46 AM,04:52 PM,2,21,21,22,12,0,31,0.0,1016,29,10,91,7,Syria
2020-10-24,29,17,0.0,11.0,6,49,01:25 PM,11:52 PM,05:47 AM,04:50 PM,-4,21,21,22,15,15,18,0.0,1014,29,10,60,9,Syria
2020-10-25,27,16,0.0,11.0,6,56,02:03 PM,No moonset,05:48 AM,04:49 PM,-3,20,20,21,13,32,22,0.0,1013,27,10,82,7,Syria
2020-10-26,28,16,0.0,11.0,6,64,02:35 PM,12:50 AM,05:49 AM,04:48 PM,-1,21,21,22,14,1,23,0.0,1014,28,10,95,8,Syria
2020-10-27,28,17,0.0,11.0,6,71,03:05 PM,01:48 AM,05:50 AM,04:47 PM,-4,21,21,22,18,2,19,0.0,1014,28,10,54,10,Syria
2020-10-28,29,18,0.0,11.0,7,78,03:33 PM,02:43 AM,05:51 AM,04:46 PM,2,23,23,23,9,4,27,0.0,1015,29,10,131,5,Syria
2020-10-29,30,17,0.0,10.9,7,85,03:59 PM,03:38 AM,05:51 AM,04:45 PM,8,23,23,23,13,5,42,0.0,1016,30,10,198,8,Syria
2020-10-30,29,15,0.0,7.0,5,93,04:26 PM,04:32 AM,05:52 AM,04:44 PM,7,21,21,22,10,54,44,0.0,1015,29,10,131,6,Syria
2020-10-31,29,16,0.0,10.9,6,97,04:54 PM,05:27 AM,05:53 AM,04:43 PM,6,21,21,22,14,21,40,0.0,1013,29,10,157,8,Syria
2020-11-01,27,15,0.0,10.9,6,89,05:24 PM,06:22 AM,05:54 AM,04:42 PM,8,21,21,21,10,5,48,0.0,1014,27,10,169,6,Syria
2020-11-02,25,15,0.0,10.9,5,81,05:58 PM,07:19 AM,05:55 AM,04:41 PM,10,19,19,19,14,21,59,0.3,1016,25,10,210,9,Syria
2020-11-03,23,16,0.0,10.9,5,74,06:35 PM,08:15 AM,05:56 AM,04:41 PM,11,19,19,19,13,13,63,0.1,1017,23,10,148,10,Syria
2020-11-04,20,15,0.0,10.8,5,66,07:19 PM,09:13 AM,05:57 AM,04:40 PM,9,17,17,17,25,21,59,0.1,1014,20,10,244,20,Syria
2020-11-05,18,12,0.0,10.8,5,58,08:08 PM,10:08 AM,05:57 AM,04:39 PM,8,16,16,16,25,38,60,6.5,1008,18,10,265,20,Syria
2020-11-06,20,14,0.0,10.8,5,51,09:04 PM,11:01 AM,05:58 AM,04:38 PM,9,17,17,17,10,24,59,0.0,1013,20,10,129,8,Syria
2020-11-07,20,15,0.0,10.8,5,43,10:04 PM,11:49 AM,05:59 AM,04:37 PM,8,17,17,17,15,28,56,0.2,1015,20,10,57,12,Syria
2020-11-08,20,16,0.0,10.4,4,36,11:08 PM,12:33 PM,06:00 AM,04:36 PM,8,17,17,17,20,40,56,0.6,1016,20,10,56,15,Syria
2020-11-09,20,16,0.0,8.7,5,28,No moonrise,01:13 PM,06:01 AM,04:36 PM,8,18,18,18,18,38,52,0.9,1017,20,10,53,14,Syria
2020-11-10,21,15,0.0,8.7,5,21,12:13 AM,01:50 PM,06:02 AM,04:35 PM,7,18,18,18,8,11,50,0.0,1016,21,10,68,5,Syria
2020-11-11,21,16,0.0,8.7,5,13,01:21 AM,02:24 PM,06:03 AM,04:34 PM,9,18,18,18,6,27,57,0.8,1017,21,10,82,4,Syria
2020-11-12,21,15,0.0,8.7,5,6,02:29 AM,02:59 PM,06:04 AM,04:34 PM,8,18,18,18,8,11,55,0.0,1019,21,10,80,5,Syria
2020-11-13,21,15,0.0,8.7,5,0,03:39 AM,03:34 PM,06:05 AM,04:33 PM,7,18,18,18,9,7,52,0.0,1020,21,10,69,6,Syria
2020-11-14,21,14,0.0,8.7,4,0,04:50 AM,04:11 PM,06:06 AM,04:32 PM,6,17,17,17,10,29,49,0.3,1017,21,10,77,6,Syria
2020-11-15,18,14,0.0,7.1,4,0,06:04 AM,04:54 PM,06:06 AM,04:32 PM,8,16,16,16,13,42,59,0.9,1014,18,10,157,10,Syria
2020-11-16,17,13,0.0,8.7,5,2,07:18 AM,05:42 PM,06:07 AM,04:31 PM,7,15,15,15,7,8,60,0.0,1018,17,10,140,5,Syria
2020-11-17,17,12,0.0,8.7,4,9,08:29 AM,06:35 PM,06:08 AM,04:31 PM,7,14,14,14,11,14,62,0.0,1021,17,10,70,8,Syria
2020-11-18,17,12,0.0,8.7,4,17,09:35 AM,07:35 PM,06:09 AM,04:30 PM,6,13,14,13,14,11,58,0.0,1019,17,10,53,10,Syria
2020-11-19,17,12,0.0,8.7,5,24,10:32 AM,08:37 PM,06:10 AM,04:30 PM,4,14,14,14,14,24,50,0.0,1014,17,10,47,10,Syria
2020-11-20,18,12,0.0,8.7,4,32,11:22 AM,09:40 PM,06:11 AM,04:29 PM,6,15,15,15,13,22,54,0.1,1010,18,10,145,9,Syria
2020-11-21,17,12,0.0,8.7,3,39,12:02 PM,10:41 PM,06:12 AM,04:29 PM,8,13,14,13,17,36,66,0.1,1014,17,10,241,14,Syria
2020-11-22,18,12,0.0,8.7,5,47,12:37 PM,11:41 PM,06:13 AM,04:29 PM,9,14,14,14,4,9,69,0.0,1020,18,10,154,3,Syria
2020-11-23,18,12,0.0,8.7,5,54,01:08 PM,No moonset,06:14 AM,04:28 PM,9,15,15,15,5,13,72,0.0,1020,18,10,93,3,Syria
2020-11-24,18,12,0.0,8.7,5,62,01:37 PM,12:37 AM,06:15 AM,04:28 PM,7,15,15,15,10,11,62,0.0,1016,18,10,55,7,Syria
2020-11-25,18,13,0.0,8.7,4,70,02:03 PM,01:32 AM,06:16 AM,04:28 PM,6,15,15,15,7,26,53,0.1,1010,18,10,105,5,Syria
2020-11-26,16,12,0.0,8.7,4,77,02:29 PM,02:26 AM,06:16 AM,04:27 PM,7,13,14,13,15,31,61,0.3,1011,16,10,230,12,Syria
2020-11-27,14,11,0.0,5.4,3,85,02:57 PM,03:21 AM,06:17 AM,04:27 PM,6,12,12,12,11,52,65,0.0,1017,14,10,61,8,Syria
2020-11-28,16,11,0.0,8.7,4,92,03:26 PM,04:16 AM,06:18 AM,04:27 PM,6,12,13,12,15,22,62,0.0,1018,16,10,62,11,Syria
2020-11-29,16,10,0.0,8.7,4,100,03:58 PM,05:12 AM,06:19 AM,04:27 PM,6,13,13,13,8,14,62,0.0,1020,16,10,137,5,Syria
2020-11-30,17,11,0.0,8.7,4,100,04:35 PM,06:09 AM,06:20 AM,04:27 PM,5,13,13,13,9,17,59,0.0,1016,17,10,121,6,Syria
2020-12-01,16,11,0.0,8.7,3,89,05:17 PM,07:07 AM,06:21 AM,04:26 PM,4,12,13,12,15,22,55,0.6,1014,16,10,42,10,Syria
2020-12-02,15,10,0.0,8.7,4,82,06:05 PM,08:04 AM,06:22 AM,04:26 PM,5,11,12,11,20,11,63,0.0,1017,15,10,54,14,Syria
2020-12-03,15,11,0.0,3.8,3,75,06:59 PM,08:58 AM,06:23 AM,04:26 PM,6,12,13,12,19,51,62,0.0,1019,15,10,54,14,Syria
2020-12-04,16,11,0.0,8.7,3,67,07:58 PM,09:48 AM,06:23 AM,04:26 PM,6,12,13,12,19,55,62,0.6,1017,16,10,49,13,Syria
2020-12-05,15,12,0.0,5.4,3,60,09:00 PM,10:33 AM,06:24 AM,04:26 PM,5,13,13,13,12,59,57,1.3,1016,15,9,56,8,Syria
2020-12-06,16,9,0.0,8.7,4,53,10:03 PM,11:14 AM,06:25 AM,04:26 PM,5,12,12,12,8,15,62,0.0,1017,16,10,227,5,Syria
2020-12-07,16,10,0.0,8.7,4,46,11:08 PM,11:50 AM,06:26 AM,04:26 PM,6,12,13,12,12,13,65,0.0,1018,16,10,215,8,Syria
2020-12-08,17,11,0.0,8.7,4,38,No moonrise,12:24 PM,06:27 AM,04:27 PM,5,13,14,13,13,8,58,0.0,1018,17,10,157,9,Syria
2020-12-09,16,11,0.0,8.7,4,31,12:13 AM,12:57 PM,06:27 AM,04:27 PM,6,13,13,13,16,14,62,0.0,1021,16,10,241,11,Syria
2020-12-10,15,10,0.0,8.7,4,24,01:20 AM,01:30 PM,06:28 AM,04:27 PM,7,11,12,11,11,17,71,0.0,1021,15,10,92,7,Syria
2020-12-11,16,10,0.0,8.7,4,17,02:28 AM,02:05 PM,06:29 AM,04:27 PM,4,13,13,13,9,2,55,0.0,1018,16,10,130,6,Syria
2020-12-12,16,10,0.0,8.7,4,9,03:39 AM,02:43 PM,06:29 AM,04:27 PM,1,13,13,13,8,9,46,0.0,1016,16,10,101,5,Syria
2020-12-13,18,12,0.0,8.7,5,2,04:51 AM,03:27 PM,06:30 AM,04:28 PM,3,15,15,15,10,40,44,0.0,1013,18,10,109,5,Syria
2020-12-14,19,11,0.0,8.7,4,0,06:03 AM,04:17 PM,06:31 AM,04:28 PM,4,15,15,15,17,59,48,0.2,1009,19,10,136,11,Syria
2020-12-15,14,9,0.0,8.7,3,0,07:13 AM,05:15 PM,06:31 AM,04:28 PM,6,11,12,11,19,44,67,2.3,1010,14,9,218,16,Syria
2020-12-16,12,9,0.0,3.7,3,5,08:15 AM,06:17 PM,06:32 AM,04:29 PM,9,9,11,9,28,90,84,3.5,1012,12,9,205,23,Syria
2020-12-17,14,8,0.0,7.0,3,12,09:10 AM,07:22 PM,06:33 AM,04:29 PM,9,11,12,11,19,57,77,2.3,1016,14,9,196,15,Syria
2020-12-18,15,10,0.0,8.7,4,20,09:56 AM,08:26 PM,06:33 AM,04:29 PM,8,12,12,12,7,33,75,0.2,1020,15,10,79,5,Syria
2020-12-19,15,10,0.0,8.7,4,27,10:35 AM,09:28 PM,06:34 AM,04:30 PM,7,12,12,12,6,7,69,0.0,1022,15,10,87,4,Syria
2020-12-20,15,10,0.0,8.7,4,34,11:08 AM,10:26 PM,06:34 AM,04:30 PM,5,12,12,12,7,7,63,0.0,1021,15,10,59,4,Syria
2020-12-21,15,9,0.0,8.7,4,41,11:38 AM,11:24 PM,06:35 AM,04:31 PM,4,12,12,12,9,10,58,0.0,1020,15,10,46,5,Syria
2020-12-22,16,10,0.0,8.7,4,49,12:05 PM,No moonset,06:35 AM,04:31 PM,6,13,13,13,8,16,65,0.0,1018,16,10,182,5,Syria
2020-12-23,14,9,0.0,8.7,4,56,12:32 PM,12:18 AM,06:36 AM,04:32 PM,6,11,11,11,12,15,70,0.0,1017,14,10,288,8,Syria
2020-12-24,13,8,0.0,5.4,3,63,12:59 PM,01:13 AM,06:36 AM,04:32 PM,5,10,10,10,9,39,70,0.0,1018,13,10,140,7,Syria
2020-12-25,11,6,0.0,8.7,3,70,01:27 PM,02:07 AM,06:37 AM,04:33 PM,-0,8,9,8,13,7,53,0.0,1022,11,10,52,9,Syria
2020-12-26,12,7,0.0,8.7,4,78,01:58 PM,03:03 AM,06:37 AM,04:34 PM,-1,8,10,8,20,4,50,0.0,1023,12,10,50,13,Syria
2020-12-27,12,6,0.0,8.7,3,85,02:33 PM,04:00 AM,06:37 AM,04:34 PM,-5,7,9,7,20,12,38,0.0,1022,12,10,55,12,Syria
2020-12-28,12,7,0.0,8.7,3,92,03:13 PM,04:58 AM,06:38 AM,04:35 PM,3,7,9,7,18,35,67,0.0,1021,12,10,58,12,Syria
2020-12-29,13,7,0.0,8.7,4,100,03:59 PM,05:56 AM,06:38 AM,04:36 PM,2,8,10,8,16,5,59,0.0,1021,13,10,56,10,Syria
2020-12-30,13,7,0.0,8.7,4,100,04:52 PM,06:51 AM,06:38 AM,04:36 PM,2,8,10,8,17,4,59,0.0,1020,13,10,53,11,Syria
2020-12-31,14,8,0.0,8.7,4,89,05:50 PM,07:44 AM,06:39 AM,04:37 PM,1,9,10,9,19,16,53,0.0,1018,14,10,52,11,Syria
2021-01-01,14,10,0.0,8.7,4,79,06:53 PM,08:31 AM,06:39 AM,04:38 PM,6,11,12,11,15,41,63,0.0,1018,14,10,57,11,Syria
2021-01-02,15,8,0.0,8.7,4,71,07:57 PM,09:14 AM,06:39 AM,04:39 PM,6,11,12,11,18,38,66,0.0,1019,15,10,58,12,Syria
2021-01-03,15,11,0.0,7.1,3,64,09:02 PM,09:52 AM,06:39 AM,04:39 PM,5,11,13,11,19,47,61,0.0,1019,15,10,50,13,Syria
2021-01-04,16,10,0.0,8.7,4,57,10:06 PM,10:26 AM,06:39 AM,04:40 PM,6,12,12,12,17,33,64,0.0,1019,16,10,48,11,Syria
2021-01-05,16,9,0.0,8.7,4,50,11:11 PM,10:59 AM,06:39 AM,04:41 PM,6,12,13,12,16,26,63,0.0,1020,16,10,52,10,Syria
2021-01-06,16,11,0.0,8.7,4,42,No moonrise,11:31 AM,06:40 AM,04:42 PM,6,13,13,13,12,17,62,0.0,1022,16,10,59,8,Syria
2021-01-07,17,12,0.0,8.7,4,35,12:16 AM,12:04 PM,06:40 AM,04:43 PM,5,14,14,14,11,31,57,0.0,1020,17,10,55,6,Syria
2021-01-08,15,10,0.0,7.1,3,28,01:24 AM,12:39 PM,06:40 AM,04:43 PM,-0,11,12,11,15,38,43,0.0,1020,15,10,53,9,Syria
2021-01-09,15,9,0.0,8.7,4,20,02:32 AM,01:19 PM,06:40 AM,04:44 PM,-2,10,11,10,16,6,40,0.0,1020,15,10,56,10,Syria
2021-01-10,15,8,0.0,8.7,4,13,03:43 AM,02:05 PM,06:39 AM,04:45 PM,-2,12,12,12,7,6,38,0.0,1021,15,10,73,4,Syria
2021-01-11,18,10,0.0,8.7,4,6,04:52 AM,02:58 PM,06:39 AM,04:46 PM,0,13,13,13,3,4,42,0.0,1023,18,10,98,2,Syria
2021-01-12,19,11,0.0,8.7,4,0,05:57 AM,03:57 PM,06:39 AM,04:47 PM,0,15,15,15,4,23,38,0.0,1022,19,10,167,2,Syria
2021-01-13,18,12,0.0,8.7,5,0,06:56 AM,05:01 PM,06:39 AM,04:48 PM,1,14,14,14,17,26,41,0.0,1013,18,10,241,11,Syria
2021-01-14,12,6,0.0,5.4,3,1,07:46 AM,06:06 PM,06:39 AM,04:49 PM,6,8,11,8,24,48,71,3.0,1009,12,10,246,18,Syria
2021-01-15,13,4,0.0,8.7,4,8,08:28 AM,07:11 PM,06:39 AM,04:50 PM,3,7,10,7,25,18,64,0.1,1014,13,10,249,18,Syria
2021-01-16,11,6,0.0,7.1,2,16,09:05 AM,08:12 PM,06:38 AM,04:51 PM,4,7,9,7,14,35,71,0.0,1013,11,10,233,11,Syria
2021-01-17,11,9,0.0,3.8,3,23,09:37 AM,09:11 PM,06:38 AM,04:52 PM,6,6,10,6,39,83,77,4.5,1010,11,8,232,31,Syria
2021-01-18,11,7,0.0,8.7,3,30,10:05 AM,10:07 PM,06:38 AM,04:53 PM,3,6,9,6,30,29,65,0.2,1015,11,10,255,23,Syria
2021-01-19,8,5,0.0,3.8,2,38,10:32 AM,11:03 PM,06:38 AM,04:54 PM,4,4,8,4,34,77,78,2.4,1014,8,10,237,27,Syria
2021-01-20,8,3,0.0,8.7,2,45,10:59 AM,11:57 PM,06:37 AM,04:55 PM,-0,2,6,2,32,41,65,1.2,1018,8,9,272,26,Syria
2021-01-21,10,3,0.0,8.7,3,52,11:27 AM,No moonset,06:37 AM,04:56 PM,-4,6,6,6,6,1,51,0.0,1029,10,10,167,5,Syria
2021-01-22,9,4,0.0,8.7,3,59,11:57 AM,12:52 AM,06:36 AM,04:57 PM,-6,4,6,4,17,13,42,0.0,1027,9,10,48,10,Syria
2021-01-23,9,4,0.0,8.7,3,67,12:29 PM,01:49 AM,06:36 AM,04:57 PM,-8,4,6,4,18,27,36,0.0,1023,9,10,47,11,Syria
2021-01-24,11,4,0.0,8.7,3,74,01:07 PM,02:46 AM,06:36 AM,04:58 PM,-6,6,7,6,13,2,37,0.0,1021,11,10,55,8,Syria
2021-01-25,12,6,0.0,8.7,3,81,01:51 PM,03:44 AM,06:35 AM,04:59 PM,-3,8,9,8,7,10,42,0.0,1021,12,10,65,5,Syria
2021-01-26,12,4,0.0,4.0,2,88,02:41 PM,04:40 AM,06:34 AM,05:00 PM,-3,8,9,8,9,65,44,0.0,1021,12,10,62,5,Syria
2021-01-27,14,8,0.0,8.7,4,96,03:38 PM,05:35 AM,06:34 AM,05:01 PM,-2,9,10,9,14,26,44,0.0,1013,14,10,140,8,Syria
2021-01-28,12,8,0.0,8.7,4,100,04:40 PM,06:25 AM,06:33 AM,05:02 PM,2,8,10,8,23,23,61,0.0,1014,12,10,262,16,Syria
2021-01-29,8,6,0.0,4.0,2,90,05:45 PM,07:10 AM,06:33 AM,05:03 PM,3,3,7,3,30,74,76,1.7,1013,8,9,238,23,Syria
2021-01-30,10,6,0.0,8.7,2,82,06:51 PM,07:51 AM,06:32 AM,05:04 PM,3,4,8,4,30,49,72,0.0,1017,10,10,243,23,Syria
2021-01-31,12,2,0.0,8.7,3,79,07:58 PM,08:27 AM,06:31 AM,05:05 PM,5,6,9,6,28,41,75,0.4,1017,12,9,235,19,Syria
2021-02-01,15,6,0.0,8.7,4,63,09:04 PM,09:01 AM,06:31 AM,05:06 PM,5,9,11,9,15,8,70,0.0,1020,15,10,59,10,Syria
2021-02-02,16,9,0.0,8.7,4,55,10:10 PM,09:33 AM,06:30 AM,05:07 PM,2,11,12,11,29,6,51,0.0,1019,16,10,46,18,Syria
2021-02-03,16,10,0.0,8.7,4,48,11:16 PM,10:06 AM,06:29 AM,05:08 PM,3,11,13,11,24,12,52,0.0,1015,16,10,47,15,Syria
2021-02-04,13,11,0.0,5.6,3,40,No moonrise,10:40 AM,06:28 AM,05:09 PM,5,10,12,10,26,65,64,1.1,1014,13,8,58,19,Syria
2021-02-05,14,7,0.0,5.6,3,33,12:24 AM,11:18 AM,06:28 AM,05:10 PM,8,10,11,10,21,57,78,5.6,1014,14,10,75,17,Syria
2021-02-06,17,10,0.0,8.7,4,25,01:32 AM,12:00 PM,06:27 AM,05:11 PM,5,13,13,13,11,3,61,0.0,1019,17,10,220,7,Syria
2021-02-07,18,10,0.0,8.7,4,18,02:40 AM,12:49 PM,06:26 AM,05:12 PM,7,13,13,13,6,5,68,0.0,1020,18,10,181,4,Syria
