date_time,Syria_maxtempC,Syria_mintempC,Syria_totalSnow_cm,Syria_sunHour,Syria_uvIndex,Syria_moon_illumination,Syria_moonrise,Syria_moonset,Syria_sunrise,Syria_sunset,Syria_DewPointC,Syria_FeelsLikeC,Syria_HeatIndexC,Syria_WindChillC,Syria_WindGustKmph,Syria_cloudcover,Syria_humidity,Syria_precipMM,Syria_pressure,Syria_tempC,Syria_visibility,Syria_winddirDegree,Syria_windspeedKmph,Syria_location
2020-01-01,12,6,0.0,8.7,3,37,10:49 AM,10:28 PM,06:39 AM,04:37 PM,3,7,9,7,13,19,71,0.0,1017,12,10,255,9,Syria
2020-01-02,11,6,0.0,8.7,2,44,11:18 AM,11:22 PM,06:39 AM,04:38 PM,4,9,9,9,6,38,71,0.0,1016,11,10,127,4,Syria
2020-01-03,10,6,0.0,3.8,2,51,11:45 AM,No moonset,06:39 AM,04:39 PM,3,6,8,6,21,67,72,1.3,1016,10,7,243,17,Syria
2020-01-04,9,5,0.0,5.4,2,59,12:13 PM,12:16 AM,06:39 AM,04:39 PM,3,3,7,3,23,59,77,0.4,1015,9,8,228,17,Syria
2020-01-05,11,6,0.0,5.4,2,66,12:43 PM,01:12 AM,06:39 AM,04:40 PM,5,5,8,5,24,56,79,0.9,1014,11,9,239,17,Syria
2020-01-06,11,7,0.0,8.7,3,73,01:17 PM,02:08 AM,06:39 AM,04:41 PM,3,8,9,8,11,21,67,2.8,1016,11,9,171,8,Syria
2020-01-07,10,6,0.0,8.7,2,80,01:54 PM,03:08 AM,06:40 AM,04:42 PM,1,6,8,6,18,34,64,0.3,1014,10,10,187,14,Syria
2020-01-08,6,1,0.0,3.8,1,88,02:37 PM,04:09 AM,06:40 AM,04:43 PM,4,2,5,2,26,99,87,9.2,1011,6,8,230,21,Syria
2020-01-09,10,2,0.0,5.4,2,95,03:28 PM,05:11 AM,06:40 AM,04:44 PM,4,6,8,6,17,68,77,0.8,1010,10,10,214,13,Syria
2020-01-10,9,7,0.0,7.1,2,100,04:26 PM,06:12 AM,06:40 AM,04:45 PM,4,7,8,7,9,56,76,0.2,1016,9,9,129,7,Syria
2020-01-11,13,5,0.0,8.7,3,100,05:31 PM,07:09 AM,06:39 AM,04:45 PM,3,8,8,8,6,1,70,0.0,1022,13,10,204,4,Syria
2020-01-12,12,5,0.0,8.7,3,83,06:39 PM,08:01 AM,06:39 AM,04:46 PM,3,7,8,7,15,47,71,0.0,1022,12,10,267,11,Syria
2020-01-13,14,7,0.0,8.7,4,76,07:48 PM,08:48 AM,06:39 AM,04:47 PM,4,8,10,8,20,13,69,0.0,1021,14,10,225,13,Syria
2020-01-14,13,6,0.0,8.7,3,69,08:57 PM,09:29 AM,06:39 AM,04:48 PM,3,8,9,8,10,12,70,0.0,1025,13,10,156,6,Syria
2020-01-15,13,7,0.0,8.7,4,61,10:04 PM,10:06 AM,06:39 AM,04:49 PM,0,8,10,8,16,29,53,0.0,1022,13,10,45,10,Syria
2020-01-16,13,9,0.0,8.7,4,54,11:11 PM,10:41 AM,06:39 AM,04:50 PM,-1,8,11,8,28,28,44,0.1,1017,13,10,49,19,Syria
2020-01-17,10,6,0.0,8.7,3,47,No moonrise,11:15 AM,06:38 AM,04:51 PM,-0,6,8,6,19,25,55,0.0,1014,10,10,60,14,Syria
2020-01-18,11,6,0.0,5.4,2,40,12:16 AM,11:50 AM,06:38 AM,04:52 PM,3,7,8,7,7,60,72,0.7,1015,11,9,166,5,Syria
2020-01-19,11,6,0.0,5.4,2,32,01:21 AM,12:27 PM,06:38 AM,04:53 PM,5,7,9,7,20,61,79,0.6,1018,11,8,201,16,Syria
2020-01-20,12,7,0.0,7.1,2,25,02:25 AM,01:07 PM,06:38 AM,04:54 PM,3,7,9,7,22,41,69,0.1,1021,12,10,257,16,Syria
2020-01-21,7,5,0.0,3.8,2,18,03:29 AM,01:52 PM,06:37 AM,04:55 PM,2,5,6,5,8,55,78,1.4,1018,7,9,199,6,Syria
2020-01-22,10,4,0.0,8.7,3,11,04:29 AM,02:41 PM,06:37 AM,04:56 PM,-0,6,7,6,7,8,61,0.0,1020,10,10,210,5,Syria
2020-01-23,10,4,0.0,8.7,3,3,05:27 AM,03:35 PM,06:36 AM,04:57 PM,1,4,7,4,22,14,64,0.6,1019,10,10,259,17,Syria
2020-01-24,8,2,0.0,5.5,2,0,06:17 AM,04:31 PM,06:36 AM,04:58 PM,-1,3,6,3,22,51,60,3.7,1018,8,9,268,16,Syria
2020-01-25,8,1,0.0,8.7,3,0,07:03 AM,05:30 PM,06:35 AM,04:59 PM,-6,4,5,4,7,0,45,0.0,1028,8,10,234,5,Syria
2020-01-26,11,1,0.0,8.7,3,4,07:43 AM,06:27 PM,06:35 AM,05:00 PM,-1,6,7,6,5,5,57,0.0,1028,11,10,155,4,Syria
2020-01-27,10,4,0.0,8.7,3,11,08:17 AM,07:24 PM,06:34 AM,05:01 PM,2,6,7,6,7,18,71,0.0,1024,10,10,83,5,Syria
2020-01-28,13,6,0.0,7.1,3,18,08:49 AM,08:18 PM,06:34 AM,05:02 PM,1,9,9,9,7,35,57,0.0,1018,13,10,143,4,Syria
2020-01-29,13,7,0.0,8.7,4,26,09:18 AM,09:13 PM,06:33 AM,05:03 PM,3,8,10,8,19,18,66,0.0,1019,13,10,276,13,Syria
2020-01-30,12,7,0.0,8.7,4,33,09:46 AM,10:07 PM,06:33 AM,05:04 PM,4,8,9,8,15,10,69,0.0,1021,12,10,245,10,Syria
2020-01-31,11,6,0.0,8.7,2,37,10:14 AM,11:01 PM,06:32 AM,05:05 PM,2,5,9,5,41,32,64,0.4,1015,11,9,255,32,Syria
2020-02-01,11,4,0.0,8.7,3,49,10:42 AM,11:56 PM,06:31 AM,05:06 PM,-1,4,8,4,29,15,57,0.0,1018,11,10,264,21,Syria
2020-02-02,12,6,0.0,8.7,3,57,11:13 AM,No moonset,06:31 AM,05:07 PM,3,8,9,8,8,26,69,0.0,1021,12,10,128,5,Syria
2020-02-03,14,9,0.0,5.6,3,64,11:48 AM,12:53 AM,06:30 AM,05:08 PM,4,11,11,11,6,42,65,0.0,1021,14,10,136,5,Syria
2020-02-04,14,8,0.0,8.7,4,72,12:27 PM,01:52 AM,06:29 AM,05:09 PM,5,10,10,10,4,12,70,0.0,1018,14,10,147,3,Syria
2020-02-05,15,7,0.0,8.7,4,79,01:13 PM,02:52 AM,06:28 AM,05:09 PM,5,10,11,10,9,18,70,0.0,1015,15,10,218,6,Syria
2020-02-06,16,9,0.0,8.7,4,87,02:07 PM,03:53 AM,06:27 AM,05:10 PM,4,11,12,11,18,9,60,0.0,1013,16,10,215,13,Syria
2020-02-07,9,4,0.0,4.1,2,95,03:09 PM,04:52 AM,06:27 AM,05:11 PM,4,4,8,4,32,67,75,1.7,1014,9,9,236,25,Syria
2020-02-08,8,4,0.0,7.2,2,100,04:16 PM,05:48 AM,06:26 AM,05:12 PM,1,1,6,1,50,58,68,1.7,1014,8,9,258,41,Syria
2020-02-09,3,-0,0.0,8.7,1,100,05:27 PM,06:37 AM,06:25 AM,05:13 PM,-5,-1,2,-1,13,39,60,0.0,1025,3,10,108,10,Syria
2020-02-10,4,-1,0.0,8.7,1,83,06:38 PM,07:22 AM,06:24 AM,05:14 PM,-6,-2,1,-2,11,50,59,0.1,1026,4,10,137,9,Syria
2020-02-11,5,-2,0.0,8.7,1,75,07:49 PM,08:02 AM,06:23 AM,05:15 PM,-8,-0,2,-0,7,31,50,0.0,1026,5,10,146,6,Syria
2020-02-12,10,2,0.0,4.1,2,68,08:58 PM,08:39 AM,06:22 AM,05:16 PM,5,5,8,5,18,71,84,0.1,1023,10,10,223,14,Syria
2020-02-13,13,6,0.0,8.7,4,60,10:06 PM,09:15 AM,06:21 AM,05:17 PM,4,8,9,8,13,22,72,0.0,1023,13,10,129,8,Syria
2020-02-14,10,8,0.0,4.1,2,53,11:13 PM,09:50 AM,06:20 AM,05:18 PM,4,6,9,6,21,82,74,0.0,1024,10,10,60,16,Syria
2020-02-15,12,7,0.0,8.7,3,45,No moonrise,10:27 AM,06:19 AM,05:19 PM,0,7,9,7,22,31,54,0.0,1017,12,10,47,15,Syria
2020-02-16,11,6,0.0,8.7,3,38,12:19 AM,11:07 AM,06:18 AM,05:20 PM,-1,6,8,6,17,44,54,0.0,1015,11,10,68,13,Syria
2020-02-17,12,5,0.0,8.7,3,30,01:23 AM,11:50 AM,06:17 AM,05:21 PM,2,7,8,7,9,36,65,0.0,1018,12,10,74,6,Syria
2020-02-18,13,9,0.0,8.7,4,22,02:24 AM,12:38 PM,06:16 AM,05:22 PM,4,9,11,9,21,57,63,0.0,1018,13,10,61,17,Syria
2020-02-19,12,9,0.0,5.7,3,15,03:22 AM,01:30 PM,06:15 AM,05:23 PM,6,9,10,9,10,63,75,2.2,1014,12,9,115,9,Syria
2020-02-20,15,7,0.0,8.7,4,7,04:14 AM,02:25 PM,06:14 AM,05:23 PM,4,8,10,8,25,5,65,0.0,1015,15,10,279,18,Syria
2020-02-21,13,7,0.0,8.7,4,0,05:01 AM,03:22 PM,06:13 AM,05:24 PM,4,8,10,8,24,24,66,0.2,1015,13,10,232,17,Syria
2020-02-22,11,7,0.0,5.7,2,0,05:42 AM,04:19 PM,06:12 AM,05:25 PM,6,6,9,6,25,57,79,1.6,1015,11,9,223,20,Syria
2020-02-23,13,6,0.0,7.2,3,0,06:17 AM,05:16 PM,06:11 AM,05:26 PM,3,9,10,9,9,31,64,0.1,1018,13,10,154,6,Syria
2020-02-24,16,9,0.0,8.7,4,0,06:50 AM,06:11 PM,06:10 AM,05:27 PM,3,11,12,11,23,20,54,0.0,1014,16,10,44,16,Syria
2020-02-25,17,9,0.0,8.7,4,8,07:20 AM,07:06 PM,06:09 AM,05:28 PM,3,12,13,12,8,13,54,0.0,1012,17,10,209,5,Syria
2020-02-26,17,9,0.0,8.7,4,15,07:48 AM,08:00 PM,06:08 AM,05:29 PM,3,12,12,12,19,1,56,0.0,1016,17,10,264,14,Syria
2020-02-27,17,7,0.0,8.7,4,23,08:15 AM,08:54 PM,06:06 AM,05:30 PM,5,11,12,11,8,12,67,0.0,1019,17,10,173,6,Syria
2020-02-28,17,10,0.0,8.7,4,30,08:43 AM,09:48 PM,06:05 AM,05:30 PM,3,12,13,12,21,5,51,0.0,1014,17,10,252,16,Syria
2020-02-29,14,10,0.0,8.7,4,38,09:13 AM,10:43 PM,06:04 AM,05:31 PM,4,10,12,10,28,26,56,0.7,1011,14,10,232,23,Syria
2020-03-01,14,7,0.0,8.7,4,44,09:45 AM,11:41 PM,06:03 AM,05:32 PM,2,7,10,7,30,31,59,7.5,1013,14,10,278,24,Syria
2020-03-02,16,7,0.0,8.7,4,51,10:21 AM,No moonset,06:02 AM,05:33 PM,3,10,11,10,12,2,60,0.0,1019,16,10,226,8,Syria
2020-03-03,18,9,0.0,11.3,4,58,11:03 AM,12:39 AM,06:00 AM,05:34 PM,5,13,13,13,8,0,63,0.0,1020,18,10,94,6,Syria
2020-03-04,20,10,0.0,11.6,5,65,11:52 AM,01:38 AM,05:59 AM,05:34 PM,2,14,15,14,17,8,44,0.0,1016,20,10,87,10,Syria
2020-03-05,21,12,0.0,8.7,4,73,12:48 PM,02:36 AM,05:58 AM,05:35 PM,0,16,16,16,14,43,35,0.0,1012,21,10,104,9,Syria
2020-03-06,16,11,0.0,10.2,3,80,01:52 PM,03:32 AM,05:57 AM,05:36 PM,3,13,14,13,21,45,48,0.3,1009,16,9,167,16,Syria
2020-03-07,19,10,0.0,11.6,5,87,03:00 PM,04:24 AM,05:55 AM,05:37 PM,6,13,14,13,18,8,58,0.0,1016,19,10,259,13,Syria
2020-03-08,21,12,0.0,11.6,5,95,04:11 PM,05:11 AM,05:54 AM,05:38 PM,7,16,16,16,6,4,59,0.0,1020,21,10,180,5,Syria
2020-03-09,21,13,0.0,10.2,4,100,05:24 PM,05:53 AM,05:53 AM,05:38 PM,4,17,17,17,8,41,44,0.0,1014,21,10,83,5,Syria
2020-03-10,22,16,0.0,8.8,4,100,06:35 PM,06:31 AM,05:52 AM,05:39 PM,5,19,19,19,6,39,41,0.0,1014,22,10,103,4,Syria
2020-03-11,24,14,0.0,11.6,6,84,07:47 PM,07:09 AM,05:50 AM,05:40 PM,6,19,19,19,11,13,46,0.0,1014,24,10,58,7,Syria
2020-03-12,24,17,0.0,11.6,6,76,08:57 PM,07:46 AM,05:49 AM,05:41 PM,4,20,20,20,32,28,36,0.1,1008,24,10,41,20,Syria
2020-03-13,17,11,0.0,6.0,3,69,10:06 PM,08:23 AM,05:48 AM,05:42 PM,9,12,14,12,36,78,74,11.7,1001,17,9,108,29,Syria
2020-03-14,17,11,0.0,8.8,3,62,11:14 PM,09:03 AM,05:46 AM,05:42 PM,9,14,14,14,5,60,72,3.8,1006,17,9,133,4,Syria
2020-03-15,19,11,0.0,11.6,5,55,No moonrise,09:47 AM,05:45 AM,05:43 PM,9,14,15,14,11,19,72,0.0,1014,19,10,194,9,Syria
2020-03-16,20,12,0.0,11.6,5,47,12:18 AM,10:34 AM,05:44 AM,05:44 PM,6,15,16,15,16,3,54,0.0,1013,20,10,228,11,Syria
2020-03-17,16,9,0.0,11.6,3,40,01:18 AM,11:26 AM,05:43 AM,05:45 PM,4,11,13,11,28,21,55,0.5,1009,16,10,223,21,Syria
2020-03-18,10,7,0.0,7.4,2,33,02:12 AM,12:20 PM,05:41 AM,05:45 PM,3,5,9,5,30,54,66,0.5,1009,10,10,251,25,Syria
2020-03-19,12,6,0.0,11.6,2,25,03:00 AM,01:17 PM,05:40 AM,05:46 PM,2,5,9,5,31,35,64,0.2,1013,12,10,244,25,Syria
2020-03-20,11,5,0.0,11.6,2,18,03:43 AM,02:13 PM,05:39 AM,05:47 PM,0,5,8,5,17,29,60,0.9,1013,11,10,248,14,Syria
2020-03-21,11,5,0.0,11.6,2,11,04:19 AM,03:10 PM,05:37 AM,05:48 PM,1,8,8,8,6,40,61,0.2,1012,11,10,120,5,Syria
2020-03-22,16,6,0.0,11.6,4,4,04:52 AM,04:05 PM,05:36 AM,05:48 PM,2,10,11,10,11,5,56,0.0,1016,16,10,249,8,Syria
2020-03-23,19,8,0.0,11.6,4,0,05:23 AM,05:00 PM,05:34 AM,05:49 PM,2,13,13,13,8,6,51,0.0,1014,19,10,196,6,Syria
2020-03-24,20,12,0.0,11.6,5,0,05:51 AM,05:55 PM,05:33 AM,05:50 PM,3,15,15,15,15,16,44,0.1,1008,20,10,188,11,Syria
2020-03-25,20,10,0.0,11.6,5,3,06:18 AM,06:48 PM,05:32 AM,05:51 PM,6,14,15,14,10,6,57,0.0,1010,20,10,228,7,Syria
2020-03-26,19,11,0.0,11.6,5,11,06:46 AM,07:43 PM,05:30 AM,05:51 PM,5,15,16,15,10,21,52,0.0,1009,19,10,103,8,Syria
2020-03-27,20,13,0.0,11.6,5,18,07:15 AM,08:38 PM,05:29 AM,05:52 PM,5,16,16,16,19,25,48,0.4,1008,20,9,259,15,Syria
2020-03-28,19,13,0.0,11.6,5,25,07:46 AM,09:35 PM,05:28 AM,05:53 PM,3,15,15,15,26,3,44,0.0,1012,19,10,284,18,Syria
2020-03-29,15,9,0.0,11.6,4,32,08:20 AM,10:32 PM,05:26 AM,05:53 PM,3,10,12,10,29,18,55,0.4,1012,15,10,261,23,Syria
2020-03-30,20,11,0.0,11.6,5,40,08:59 AM,11:30 PM,05:25 AM,05:54 PM,4,14,15,14,36,27,49,0.7,1012,20,10,263,28,Syria
2020-03-31,20,12,0.0,10.2,5,44,09:45 AM,No moonset,05:24 AM,05:55 PM,4,16,17,16,14,36,48,0.2,1009,20,10,161,11,Syria
2020-04-01,18,12,0.0,11.6,5,56,10:36 AM,12:27 AM,05:22 AM,05:56 PM,6,13,15,13,28,29,57,0.0,1009,18,10,250,22,Syria
2020-04-02,19,10,0.0,11.6,5,64,11:35 AM,01:22 AM,05:21 AM,05:56 PM,3,13,14,13,22,14,49,0.0,1013,19,10,266,17,Syria
2020-04-03,19,11,0.0,11.6,5,71,12:39 PM,02:13 AM,05:20 AM,05:57 PM,1,14,14,14,19,9,41,0.0,1015,19,10,260,15,Syria
2020-04-04,22,11,0.0,11.6,5,79,01:47 PM,03:01 AM,05:18 AM,05:58 PM,3,16,17,16,13,6,41,0.0,1017,22,10,131,8,Syria
2020-04-05,25,15,0.0,11.6,6,87,02:57 PM,03:44 AM,05:17 AM,05:59 PM,3,19,20,19,20,45,34,0.0,1013,25,10,137,13,Syria
2020-04-06,22,13,0.0,7.6,4,94,04:09 PM,04:23 AM,05:16 AM,05:59 PM,4,17,18,17,14,55,42,0.0,1014,22,10,205,9,Syria
2020-04-07,21,12,0.0,12.9,5,100,05:20 PM,05:01 AM,05:14 AM,06:00 PM,3,16,16,16,13,4,45,0.0,1013,21,10,202,10,Syria
2020-04-08,19,11,0.0,12.9,5,100,06:32 PM,05:37 AM,05:13 AM,06:01 PM,4,15,14,15,8,4,52,0.0,1014,19,10,162,7,Syria
2020-04-09,18,11,0.0,12.9,5,83,07:44 PM,06:14 AM,05:12 AM,06:01 PM,5,14,14,14,12,10,56,0.0,1012,18,10,199,10,Syria
2020-04-10,17,10,0.0,12.9,4,76,08:54 PM,06:54 AM,05:11 AM,06:02 PM,4,12,13,12,24,12,53,0.0,1011,17,10,262,19,Syria
2020-04-11,19,11,0.0,12.9,5,68,10:03 PM,07:38 AM,05:09 AM,06:03 PM,5,14,15,14,23,24,53,0.0,1013,19,10,268,18,Syria
2020-04-12,20,11,0.0,13.0,5,61,11:08 PM,08:25 AM,05:08 AM,06:04 PM,4,15,15,15,7,5,50,0.0,1016,20,10,191,6,Syria
2020-04-13,21,12,0.0,13.0,5,53,No moonrise,09:17 AM,05:07 AM,06:04 PM,4,17,17,17,7,6,48,0.0,1017,21,10,89,5,Syria
2020-04-14,24,14,0.0,13.0,6,46,12:06 AM,10:12 AM,05:06 AM,06:05 PM,0,19,19,19,15,3,31,0.0,1016,24,10,78,10,Syria
2020-04-15,24,15,0.0,13.0,6,38,12:58 AM,11:09 AM,05:04 AM,06:06 PM,2,20,19,20,15,14,32,0.0,1016,24,10,181,11,Syria
2020-04-16,23,15,0.0,13.0,4,30,01:43 AM,12:07 PM,05:03 AM,06:07 PM,3,18,18,18,16,29,39,1.4,1011,23,10,170,12,Syria
2020-04-17,23,14,0.0,10.7,5,23,02:21 AM,01:04 PM,05:02 AM,06:07 PM,7,18,19,18,29,55,47,7.1,1010,23,9,50,21,Syria
2020-04-18,24,15,0.0,13.1,6,15,02:55 AM,02:00 PM,05:01 AM,06:08 PM,5,20,20,20,12,10,39,0.0,1013,24,10,49,8,Syria
2020-04-19,25,17,0.0,13.5,6,8,03:26 AM,02:55 PM,04:59 AM,06:09 PM,6,22,22,21,9,18,37,0.0,1011,25,10,62,6,Syria
2020-04-20,28,18,0.0,13.5,6,0,03:55 AM,03:49 PM,04:58 AM,06:09 PM,6,22,22,23,17,10,35,0.0,1010,28,10,145,11,Syria
2020-04-21,28,18,0.0,13.5,6,0,04:22 AM,04:43 PM,04:57 AM,06:10 PM,6,23,23,23,14,12,35,0.0,1010,28,10,166,10,Syria
2020-04-22,28,19,0.0,13.6,7,0,04:49 AM,05:38 PM,04:56 AM,06:11 PM,4,23,23,23,17,4,30,0.0,1007,28,10,246,13,Syria
2020-04-23,23,16,0.0,13.6,6,0,05:18 AM,06:33 PM,04:55 AM,06:12 PM,6,19,19,19,29,9,43,0.0,1009,23,10,255,22,Syria
2020-04-24,21,14,0.0,13.6,4,7,05:48 AM,07:30 PM,04:54 AM,06:12 PM,5,18,18,18,14,31,45,0.1,1006,21,10,164,10,Syria
2020-04-25,19,14,0.0,13.6,5,15,06:21 AM,08:27 PM,04:52 AM,06:13 PM,6,16,16,16,26,16,53,0.0,1006,19,10,247,21,Syria
2020-04-26,20,11,0.0,13.6,4,22,06:59 AM,09:25 PM,04:51 AM,06:14 PM,5,15,16,15,23,14,50,0.0,1011,20,10,256,19,Syria
2020-04-27,21,11,0.0,13.7,4,30,07:42 AM,10:22 PM,04:50 AM,06:15 PM,1,16,16,16,12,24,44,0.0,1012,21,10,207,9,Syria
2020-04-28,24,14,0.0,13.7,6,37,08:30 AM,11:18 PM,04:49 AM,06:15 PM,1,19,18,19,9,6,34,0.0,1010,24,10,97,6,Syria
2020-04-29,25,16,0.0,13.7,6,45,09:26 AM,No moonset,04:48 AM,06:16 PM,4,20,20,20,9,4,38,0.0,1011,25,10,133,7,Syria
2020-04-30,25,14,0.0,13.3,5,52,10:27 AM,12:09 AM,04:47 AM,06:17 PM,6,19,19,19,14,16,48,0.0,1013,25,10,204,11,Syria
2020-05-01,23,15,0.0,13.3,5,58,11:32 AM,12:57 AM,04:46 AM,06:18 PM,5,18,19,18,16,19,43,0.1,1012,23,10,212,13,Syria
2020-05-02,24,14,0.0,13.7,5,65,12:39 PM,01:40 AM,04:45 AM,06:19 PM,2,18,18,18,13,12,36,0.0,1011,24,10,211,10,Syria
2020-05-03,25,14,0.0,13.3,5,72,01:48 PM,02:18 AM,04:44 AM,06:19 PM,2,19,19,19,15,26,33,0.0,1010,25,10,211,11,Syria
2020-05-04,26,14,0.0,13.8,5,80,02:57 PM,02:55 AM,04:43 AM,06:20 PM,1,20,20,20,18,27,29,0.0,1010,26,10,247,13,Syria
2020-05-05,23,15,0.0,12.1,4,87,04:07 PM,03:31 AM,04:42 AM,06:21 PM,6,18,19,18,18,37,46,0.7,1008,23,10,264,14,Syria
2020-05-06,20,8,0.0,13.8,5,94,05:18 PM,04:07 AM,04:41 AM,06:22 PM,7,15,16,15,32,18,57,0.0,1010,20,10,263,26,Syria
