date_time,Malawi_maxtempC,Malawi_mintempC,Malawi_totalSnow_cm,Malawi_sunHour,Malawi_uvIndex,Malawi_moon_illumination,Malawi_moonrise,Malawi_moonset,Malawi_sunrise,Malawi_sunset,Malawi_DewPointC,Malawi_FeelsLikeC,Malawi_HeatIndexC,Malawi_WindChillC,Malawi_WindGustKmph,Malawi_cloudcover,Malawi_humidity,Malawi_precipMM,Malawi_pressure,Malawi_tempC,Malawi_visibility,Malawi_winddirDegree,Malawi_windspeedKmph,Malawi_location
2021-01-09,28,21,0.0,8.1,6,20,01:39 AM,02:42 PM,05:25 AM,06:19 PM,19,26,26,24,6,77,77,32.1,1007,28,8,139,4,Malawi
2021-01-10,25,20,0.0,8.1,5,13,02:30 AM,03:45 PM,05:26 AM,06:19 PM,19,24,24,22,15,76,83,41.4,1007,25,8,277,9,Malawi
2021-01-11,25,20,0.0,10.6,5,6,03:26 AM,04:48 PM,05:26 AM,06:19 PM,19,23,23,22,14,67,82,39.4,1008,25,7,216,8,Malawi
2021-01-12,27,20,0.0,8.1,5,0,04:25 AM,05:50 PM,05:27 AM,06:19 PM,19,24,24,23,8,68,81,24.7,1009,27,8,106,5,Malawi
2021-01-13,24,20,0.0,8.1,5,0,05:27 AM,06:47 PM,05:28 AM,06:20 PM,19,21,22,21,7,66,88,28.3,1009,24,7,151,5,Malawi
2021-01-14,24,20,0.0,8.1,5,1,06:27 AM,07:40 PM,05:28 AM,06:20 PM,19,23,23,22,11,77,87,29.2,1009,24,8,191,6,Malawi
2021-01-15,23,20,0.0,10.6,5,8,07:25 AM,08:27 PM,05:29 AM,06:20 PM,19,21,23,21,14,63,86,27.0,1009,23,8,298,8,Malawi
2021-01-16,23,19,0.0,10.6,5,16,08:19 AM,09:10 PM,05:29 AM,06:20 PM,19,21,22,21,14,68,87,7.5,1009,23,9,310,10,Malawi
2021-01-17,28,20,0.0,9.4,5,23,09:10 AM,09:48 PM,05:30 AM,06:20 PM,19,25,25,23,10,70,78,9.7,1008,28,9,286,6,Malawi
2021-01-18,27,21,0.0,9.4,5,30,09:59 AM,10:25 PM,05:30 AM,06:20 PM,19,25,25,23,12,72,78,22.5,1008,27,8,216,7,Malawi
2021-01-19,26,20,0.0,9.3,5,38,10:45 AM,11:00 PM,05:31 AM,06:20 PM,19,23,23,23,12,62,82,28.8,1009,26,7,179,7,Malawi
2021-01-20,24,19,0.0,8.1,5,45,11:32 AM,11:36 PM,05:32 AM,06:20 PM,19,22,22,21,14,77,87,31.6,1011,24,8,214,8,Malawi
2021-01-21,25,20,0.0,9.3,5,52,12:18 PM,No moonset,05:32 AM,06:20 PM,19,23,23,22,9,68,85,39.3,1011,25,8,230,5,Malawi
2021-01-22,24,20,0.0,8.0,5,59,01:05 PM,12:13 AM,05:33 AM,06:20 PM,19,23,23,22,11,71,83,35.4,1009,24,7,274,6,Malawi
2021-01-23,23,19,0.0,8.0,5,67,01:54 PM,12:52 AM,05:33 AM,06:20 PM,18,21,22,21,17,71,85,7.5,1008,23,9,304,13,Malawi
2021-01-24,20,19,0.0,10.6,4,74,02:46 PM,01:34 AM,05:34 AM,06:20 PM,17,19,19,19,17,63,87,13.0,1011,20,9,113,12,Malawi
2021-01-25,22,19,0.0,9.3,5,81,03:39 PM,02:20 AM,05:34 AM,06:20 PM,17,20,21,20,9,66,83,6.4,1013,22,10,256,6,Malawi
2021-01-26,22,18,0.0,10.6,5,88,04:33 PM,03:10 AM,05:35 AM,06:20 PM,18,20,20,20,11,71,87,4.7,1013,22,9,183,8,Malawi
2021-01-27,27,18,0.0,10.6,5,96,05:27 PM,04:04 AM,05:35 AM,06:20 PM,18,23,23,22,5,59,79,15.1,1011,27,9,111,3,Malawi
2021-01-28,28,20,0.0,8.0,5,100,06:19 PM,05:01 AM,05:36 AM,06:20 PM,19,25,25,23,7,74,76,23.3,1010,28,8,109,4,Malawi
2021-01-29,25,20,0.0,8.0,5,90,07:10 PM,05:59 AM,05:36 AM,06:20 PM,19,23,23,22,13,79,83,19.8,1012,25,8,199,8,Malawi
2021-01-30,26,20,0.0,9.3,5,82,07:57 PM,06:57 AM,05:37 AM,06:20 PM,19,24,24,22,6,69,82,30.1,1011,26,7,152,3,Malawi
2021-01-31,26,20,0.0,9.3,5,79,08:41 PM,07:54 AM,05:37 AM,06:19 PM,19,24,24,22,11,73,83,30.0,1009,26,8,91,6,Malawi
2021-02-01,24,20,0.0,8.0,5,63,09:24 PM,08:50 AM,05:38 AM,06:19 PM,19,22,22,21,14,79,85,7.4,1011,24,8,205,10,Malawi
2021-02-02,24,19,0.0,11.9,5,55,10:07 PM,09:45 AM,05:38 AM,06:19 PM,18,21,22,21,9,60,84,3.2,1013,24,9,185,6,Malawi
2021-02-03,28,19,0.0,10.6,5,48,10:50 PM,10:41 AM,05:38 AM,06:19 PM,19,24,24,23,10,70,78,3.9,1013,28,9,79,7,Malawi
2021-02-04,28,20,0.0,8.0,6,40,11:36 PM,11:38 AM,05:39 AM,06:19 PM,19,25,25,23,8,72,77,12.1,1012,28,10,99,5,Malawi
2021-02-05,27,20,0.0,8.0,5,33,No moonrise,12:36 PM,05:39 AM,06:18 PM,19,24,24,23,11,78,79,32.1,1011,27,7,98,7,Malawi
2021-02-06,26,19,0.0,8.0,5,25,12:25 AM,01:36 PM,05:40 AM,06:18 PM,19,24,24,23,11,81,82,17.2,1010,26,9,106,7,Malawi
2021-02-07,26,20,0.0,8.0,5,18,01:18 AM,02:37 PM,05:40 AM,06:18 PM,19,24,24,23,12,74,82,21.7,1008,26,8,77,7,Malawi
