date_time,Cambodia_maxtempC,Cambodia_mintempC,Cambodia_totalSnow_cm,Cambodia_sunHour,Cambodia_uvIndex,Cambodia_moon_illumination,Cambodia_moonrise,Cambodia_moonset,Cambodia_sunrise,Cambodia_sunset,Cambodia_DewPointC,Cambodia_FeelsLikeC,Cambodia_HeatIndexC,Cambodia_WindChillC,Cambodia_WindGustKmph,Cambodia_cloudcover,Cambodia_humidity,Cambodia_precipMM,Cambodia_pressure,Cambodia_tempC,Cambodia_visibility,Cambodia_winddirDegree,Cambodia_windspeedKmph,Cambodia_location
2020-01-01,33,22,0.0,8.7,7,37,10:51 AM,10:57 PM,06:19 AM,05:48 PM,17,29,29,28,22,7,53,0.0,1014,33,10,39,14,Cambodia
2020-01-02,33,23,0.0,8.7,7,44,11:29 AM,11:42 PM,06:20 AM,05:48 PM,18,29,29,28,20,18,56,0.0,1014,33,10,82,13,Cambodia
2020-01-03,33,24,0.0,8.7,7,51,12:05 PM,No moonset,06:20 AM,05:49 PM,18,29,29,28,19,24,57,0.0,1013,33,10,34,13,Cambodia
2020-01-04,32,22,0.0,8.7,7,59,12:42 PM,12:27 AM,06:21 AM,05:49 PM,17,28,28,27,17,8,57,0.0,1012,32,10,34,11,Cambodia
2020-01-05,32,21,0.0,8.7,7,66,01:21 PM,01:13 AM,06:21 AM,05:50 PM,16,27,27,27,19,5,55,0.0,1012,32,10,30,13,Cambodia
2020-01-06,33,21,0.0,8.7,7,73,02:02 PM,02:00 AM,06:21 AM,05:50 PM,16,29,29,27,16,4,53,0.0,1012,33,10,183,11,Cambodia
2020-01-07,33,23,0.0,8.7,7,80,02:47 PM,02:50 AM,06:22 AM,05:51 PM,17,30,30,28,10,17,53,0.0,1011,33,10,275,6,Cambodia
2020-01-08,34,25,0.0,8.7,8,88,03:36 PM,03:44 AM,06:22 AM,05:51 PM,20,31,31,29,9,30,60,0.0,1010,34,10,170,7,Cambodia
2020-01-09,35,25,0.0,8.7,8,95,04:29 PM,04:40 AM,06:22 AM,05:52 PM,19,31,31,30,11,19,52,0.0,1010,35,10,116,8,Cambodia
2020-01-10,34,24,0.0,8.7,8,100,05:28 PM,05:39 AM,06:23 AM,05:53 PM,20,31,31,29,13,24,59,0.0,1009,34,10,169,9,Cambodia
2020-01-11,33,24,0.0,8.7,7,100,06:28 PM,06:38 AM,06:23 AM,05:53 PM,21,31,31,28,11,32,65,0.0,1009,33,10,145,7,Cambodia
2020-01-12,34,24,0.0,7.2,6,83,07:31 PM,07:36 AM,06:23 AM,05:54 PM,21,31,31,28,13,48,67,0.4,1009,34,10,143,8,Cambodia
2020-01-13,33,23,0.0,8.7,6,76,08:31 PM,08:30 AM,06:23 AM,05:54 PM,19,29,29,28,13,42,61,0.8,1010,33,10,111,9,Cambodia
2020-01-14,33,23,0.0,8.7,7,69,09:30 PM,09:22 AM,06:24 AM,05:55 PM,17,29,29,28,8,8,52,0.0,1010,33,10,125,5,Cambodia
2020-01-15,34,22,0.0,8.7,7,61,10:26 PM,10:10 AM,06:24 AM,05:55 PM,17,28,28,27,10,4,59,0.0,1011,34,10,116,6,Cambodia
2020-01-16,34,23,0.0,8.7,7,54,11:22 PM,10:56 AM,06:24 AM,05:56 PM,18,30,30,28,10,5,58,0.0,1011,34,10,178,7,Cambodia
2020-01-17,34,24,0.0,8.7,8,47,No moonrise,11:41 AM,06:24 AM,05:56 PM,18,30,30,29,13,8,56,0.0,1012,34,10,180,8,Cambodia
2020-01-18,34,24,0.0,8.7,7,40,12:16 AM,12:26 PM,06:24 AM,05:57 PM,19,30,30,28,12,11,59,0.0,1012,34,10,152,8,Cambodia
2020-01-19,34,24,0.0,8.7,7,32,01:11 AM,01:13 PM,06:24 AM,05:57 PM,19,30,30,28,11,15,59,0.0,1011,34,10,120,8,Cambodia
2020-01-20,34,24,0.0,8.7,7,25,02:06 AM,02:01 PM,06:25 AM,05:58 PM,19,30,30,28,9,12,59,0.0,1013,34,10,151,7,Cambodia
2020-01-21,34,24,0.0,8.7,7,18,03:02 AM,02:51 PM,06:25 AM,05:58 PM,18,30,30,29,11,8,56,0.0,1014,34,10,176,8,Cambodia
2020-01-22,35,24,0.0,8.7,8,11,03:58 AM,03:44 PM,06:25 AM,05:59 PM,19,31,31,29,12,11,58,0.0,1013,35,10,174,8,Cambodia
2020-01-23,34,24,0.0,8.7,7,3,04:54 AM,04:38 PM,06:25 AM,05:59 PM,19,30,30,28,14,8,60,0.0,1011,34,10,169,9,Cambodia
2020-01-24,35,23,0.0,11.6,8,0,05:47 AM,05:32 PM,06:25 AM,06:00 PM,17,30,30,28,18,3,54,0.0,1011,35,10,154,11,Cambodia
2020-01-25,33,22,0.0,11.6,7,0,06:37 AM,06:24 PM,06:25 AM,06:00 PM,19,29,29,27,21,18,63,0.0,1011,33,10,181,14,Cambodia
2020-01-26,34,23,0.0,11.6,7,4,07:24 AM,07:16 PM,06:25 AM,06:00 PM,20,30,30,28,14,38,64,0.1,1010,34,10,178,9,Cambodia
2020-01-27,33,23,0.0,11.6,7,11,08:07 AM,08:04 PM,06:25 AM,06:01 PM,19,30,30,28,23,20,63,0.0,1010,33,10,169,15,Cambodia
2020-01-28,33,22,0.0,11.6,7,18,08:48 AM,08:51 PM,06:25 AM,06:01 PM,19,29,29,27,20,17,64,0.0,1010,33,10,171,13,Cambodia
2020-01-29,34,23,0.0,11.6,6,26,09:26 AM,09:36 PM,06:25 AM,06:02 PM,18,29,29,28,16,30,60,0.0,1012,34,10,130,10,Cambodia
2020-01-30,32,23,0.0,8.7,6,33,10:03 AM,10:21 PM,06:25 AM,06:02 PM,19,29,29,27,15,48,64,1.8,1012,32,10,151,10,Cambodia
2020-01-31,33,22,0.0,11.6,7,37,10:39 AM,11:06 PM,06:25 AM,06:02 PM,16,28,28,26,14,24,58,0.0,1012,33,10,128,9,Cambodia
2020-02-01,33,22,0.0,11.6,7,49,11:17 AM,11:52 PM,06:25 AM,06:03 PM,17,28,28,27,11,19,57,0.0,1012,33,10,119,8,Cambodia
2020-02-02,33,22,0.0,11.6,7,57,11:56 AM,No moonset,06:24 AM,06:03 PM,15,28,28,27,14,7,53,0.0,1013,33,10,159,10,Cambodia
2020-02-03,34,21,0.0,11.6,7,64,12:37 PM,12:40 AM,06:24 AM,06:04 PM,16,29,29,28,14,4,55,0.0,1012,34,10,150,9,Cambodia
2020-02-04,34,22,0.0,11.6,7,72,01:24 PM,01:31 AM,06:24 AM,06:04 PM,17,29,29,27,15,10,58,0.0,1012,34,10,156,10,Cambodia
2020-02-05,34,22,0.0,11.6,7,79,02:14 PM,02:24 AM,06:24 AM,06:04 PM,17,29,29,28,11,7,56,0.0,1012,34,10,145,7,Cambodia
2020-02-06,35,21,0.0,11.6,7,87,03:09 PM,03:21 AM,06:24 AM,06:05 PM,15,29,29,28,12,3,48,0.0,1012,35,10,168,8,Cambodia
2020-02-07,34,21,0.0,11.6,7,95,04:09 PM,04:19 AM,06:24 AM,06:05 PM,15,29,29,28,13,1,51,0.0,1013,34,10,164,8,Cambodia
2020-02-08,34,22,0.0,11.6,8,100,05:11 PM,05:18 AM,06:23 AM,06:05 PM,16,29,29,28,13,3,51,0.0,1012,34,10,139,8,Cambodia
2020-02-09,31,23,0.0,8.8,6,100,06:13 PM,06:15 AM,06:23 AM,06:06 PM,16,28,28,27,22,39,53,0.0,1013,31,10,67,15,Cambodia
2020-02-10,29,23,0.0,8.8,6,83,07:15 PM,07:10 AM,06:23 AM,06:06 PM,16,27,27,26,19,48,54,0.0,1013,29,10,93,13,Cambodia
2020-02-11,34,22,0.0,11.6,7,75,08:15 PM,08:01 AM,06:23 AM,06:06 PM,17,29,29,28,16,29,54,0.0,1013,34,10,70,10,Cambodia
2020-02-12,35,23,0.0,11.6,8,68,09:13 PM,08:50 AM,06:22 AM,06:06 PM,19,30,30,29,16,28,61,0.0,1012,35,10,164,11,Cambodia
2020-02-13,36,23,0.0,11.6,7,60,10:09 PM,09:37 AM,06:22 AM,06:07 PM,19,31,31,29,22,30,61,0.0,1011,36,10,177,15,Cambodia
2020-02-14,35,24,0.0,11.6,7,53,11:06 PM,10:23 AM,06:22 AM,06:07 PM,19,32,32,30,24,18,59,0.0,1010,35,10,169,16,Cambodia
2020-02-15,36,24,0.0,11.6,8,45,No moonrise,11:10 AM,06:22 AM,06:07 PM,19,32,32,30,22,13,60,0.0,1011,36,10,173,14,Cambodia
2020-02-16,37,24,0.0,11.6,8,38,12:02 AM,11:59 AM,06:21 AM,06:07 PM,20,32,32,30,17,12,59,0.0,1012,37,10,163,11,Cambodia
2020-02-17,34,25,0.0,10.2,7,30,12:58 AM,12:48 PM,06:21 AM,06:08 PM,20,31,31,29,14,35,60,0.1,1012,34,10,176,10,Cambodia
2020-02-18,35,24,0.0,11.6,8,22,01:54 AM,01:40 PM,06:20 AM,06:08 PM,16,30,30,29,26,26,48,0.1,1013,35,10,60,18,Cambodia
2020-02-19,35,22,0.0,11.6,8,15,02:49 AM,02:33 PM,06:20 AM,06:08 PM,15,30,30,29,17,9,46,0.0,1013,35,10,54,12,Cambodia
2020-02-20,35,23,0.0,11.6,7,7,03:43 AM,03:27 PM,06:20 AM,06:08 PM,16,29,29,28,14,7,52,0.0,1013,35,10,87,10,Cambodia
2020-02-21,36,22,0.0,11.6,7,0,04:33 AM,04:19 PM,06:19 AM,06:09 PM,15,29,29,29,16,14,48,0.0,1014,36,10,105,11,Cambodia
2020-02-22,35,22,0.0,11.6,8,0,05:21 AM,05:10 PM,06:19 AM,06:09 PM,13,30,30,29,22,11,43,0.0,1015,35,10,48,14,Cambodia
2020-02-23,35,22,0.0,11.6,7,0,06:04 AM,05:59 PM,06:18 AM,06:09 PM,14,30,30,29,17,18,44,0.0,1014,35,10,34,12,Cambodia
2020-02-24,36,22,0.0,11.6,8,0,06:45 AM,06:46 PM,06:18 AM,06:09 PM,13,29,29,29,14,5,44,0.0,1012,36,10,153,10,Cambodia
2020-02-25,36,23,0.0,11.6,8,8,07:24 AM,07:32 PM,06:18 AM,06:09 PM,17,30,30,29,15,7,53,0.0,1011,36,10,163,10,Cambodia
2020-02-26,36,25,0.0,11.6,7,15,08:01 AM,08:17 PM,06:17 AM,06:09 PM,19,32,32,30,15,36,54,0.2,1011,36,10,143,10,Cambodia
2020-02-27,36,25,0.0,11.6,8,23,08:38 AM,09:02 PM,06:17 AM,06:09 PM,18,31,31,30,17,18,53,0.0,1010,36,10,160,11,Cambodia
2020-02-28,36,24,0.0,11.6,8,30,09:15 AM,09:47 PM,06:16 AM,06:10 PM,18,31,31,29,16,17,54,0.0,1009,36,10,143,11,Cambodia
2020-02-29,37,23,0.0,11.6,8,38,09:53 AM,10:33 PM,06:16 AM,06:10 PM,17,32,32,30,18,12,52,0.0,1009,37,10,144,12,Cambodia
2020-03-01,37,25,0.0,11.6,8,44,10:33 AM,11:22 PM,06:15 AM,06:10 PM,19,32,32,30,18,12,55,0.0,1010,37,10,169,12,Cambodia
2020-03-02,35,25,0.0,10.2,7,51,11:16 AM,No moonset,06:15 AM,06:10 PM,20,32,32,30,23,32,59,0.0,1010,35,10,176,16,Cambodia
2020-03-03,36,24,0.0,11.6,8,58,12:03 PM,12:13 AM,06:14 AM,06:10 PM,19,32,32,30,19,26,57,0.0,1009,36,10,187,13,Cambodia
2020-03-04,35,25,0.0,11.6,8,65,12:54 PM,01:07 AM,06:14 AM,06:10 PM,20,32,32,29,21,25,58,0.0,1010,35,10,181,15,Cambodia
2020-03-05,35,24,0.0,11.6,8,73,01:51 PM,02:03 AM,06:13 AM,06:10 PM,20,31,31,29,17,19,59,0.0,1010,35,10,158,12,Cambodia
2020-03-06,34,24,0.0,8.8,7,80,02:50 PM,03:00 AM,06:13 AM,06:10 PM,20,31,31,29,19,46,60,0.0,1012,34,10,179,13,Cambodia
2020-03-07,37,25,0.0,11.6,8,87,03:52 PM,03:57 AM,06:12 AM,06:10 PM,20,33,33,30,13,21,56,0.0,1011,37,10,176,8,Cambodia
2020-03-08,39,25,0.0,11.6,8,95,04:54 PM,04:53 AM,06:11 AM,06:10 PM,21,35,35,32,18,18,61,0.0,1009,39,10,197,12,Cambodia
2020-03-09,38,26,0.0,11.6,8,100,05:55 PM,05:46 AM,06:11 AM,06:11 PM,21,34,34,31,21,20,60,0.0,1007,38,10,191,15,Cambodia
2020-03-10,39,26,0.0,11.6,8,100,06:55 PM,06:36 AM,06:10 AM,06:11 PM,20,35,35,32,19,16,56,0.0,1008,39,10,179,13,Cambodia
2020-03-11,35,26,0.0,6.0,7,84,07:55 PM,07:26 AM,06:10 AM,06:11 PM,21,33,33,31,21,48,60,0.7,1010,35,10,155,15,Cambodia
2020-03-12,38,25,0.0,11.6,8,76,08:53 PM,08:14 AM,06:09 AM,06:11 PM,18,33,33,31,19,22,51,0.0,1011,38,10,150,13,Cambodia
2020-03-13,38,26,0.0,11.6,8,69,09:52 PM,09:02 AM,06:09 AM,06:11 PM,20,34,34,31,20,11,54,0.0,1011,38,10,163,14,Cambodia
2020-03-14,38,25,0.0,11.6,8,62,10:50 PM,09:52 AM,06:08 AM,06:11 PM,19,33,33,31,23,21,54,0.1,1010,38,10,145,16,Cambodia
2020-03-15,38,25,0.0,11.6,7,55,11:48 PM,10:43 AM,06:07 AM,06:11 PM,19,33,33,30,16,41,56,0.1,1011,38,10,142,11,Cambodia
2020-03-16,38,26,0.0,11.6,8,47,No moonrise,11:36 AM,06:07 AM,06:11 PM,18,33,33,32,17,15,49,0.0,1011,38,10,165,11,Cambodia
2020-03-17,39,26,0.0,11.6,8,40,12:45 AM,12:29 PM,06:06 AM,06:11 PM,17,33,33,31,17,18,47,0.0,1012,39,10,158,11,Cambodia
2020-03-18,37,25,0.0,11.6,8,33,01:40 AM,01:23 PM,06:06 AM,06:11 PM,17,33,33,31,19,16,50,0.0,1010,37,10,162,13,Cambodia
2020-03-19,37,25,0.0,11.6,8,25,02:31 AM,02:15 PM,06:05 AM,06:11 PM,18,33,33,31,20,18,52,0.0,1010,37,10,157,14,Cambodia
2020-03-20,37,25,0.0,11.6,8,18,03:19 AM,03:07 PM,06:04 AM,06:11 PM,18,32,32,30,23,16,53,0.0,1010,37,10,162,15,Cambodia
2020-03-21,36,24,0.0,11.6,8,11,04:04 AM,03:56 PM,06:04 AM,06:11 PM,18,31,31,30,18,15,54,0.0,1011,36,10,172,12,Cambodia
2020-03-22,37,25,0.0,11.6,8,4,04:45 AM,04:43 PM,06:03 AM,06:11 PM,19,32,32,30,18,22,55,0.0,1011,37,10,168,12,Cambodia
2020-03-23,37,25,0.0,11.6,8,0,05:24 AM,05:30 PM,06:03 AM,06:11 PM,19,32,32,31,19,26,55,0.0,1009,37,10,159,13,Cambodia
2020-03-24,37,25,0.0,11.6,7,0,06:02 AM,06:14 PM,06:02 AM,06:11 PM,18,33,33,31,22,27,52,0.0,1009,37,10,161,16,Cambodia
2020-03-25,37,26,0.0,11.6,7,3,06:38 AM,06:59 PM,06:01 AM,06:11 PM,20,33,33,31,18,37,54,0.0,1008,37,10,184,12,Cambodia
2020-03-26,38,25,0.0,11.6,8,11,07:15 AM,07:45 PM,06:01 AM,06:11 PM,19,33,33,31,20,35,54,0.1,1009,38,10,167,14,Cambodia
2020-03-27,39,26,0.0,12.1,8,18,07:52 AM,08:30 PM,06:00 AM,06:11 PM,20,35,35,32,15,22,54,0.0,1009,39,10,205,11,Cambodia
2020-03-28,38,27,0.0,12.1,8,25,08:31 AM,09:18 PM,06:00 AM,06:11 PM,21,35,35,32,19,36,59,1.3,1008,38,10,201,13,Cambodia
2020-03-29,37,26,0.0,11.8,7,32,09:13 AM,10:08 PM,05:59 AM,06:11 PM,21,34,34,31,21,55,58,7.5,1008,37,9,176,15,Cambodia
2020-03-30,38,26,0.0,12.5,8,40,09:58 AM,11:00 PM,05:58 AM,06:11 PM,20,34,34,32,21,18,54,0.0,1009,38,10,180,14,Cambodia
2020-03-31,37,26,0.0,12.5,7,44,10:47 AM,11:54 PM,05:58 AM,06:11 PM,21,34,34,31,17,23,57,0.0,1009,37,10,173,12,Cambodia
2020-04-01,39,27,0.0,12.5,8,56,11:40 AM,No moonset,05:57 AM,06:11 PM,20,35,35,33,20,36,52,0.1,1009,39,10,161,14,Cambodia
2020-04-02,37,27,0.0,12.5,7,64,12:36 PM,12:49 AM,05:57 AM,06:11 PM,20,34,34,32,21,44,51,0.3,1009,37,10,160,15,Cambodia
2020-04-03,39,25,0.0,12.6,8,71,01:35 PM,01:44 AM,05:56 AM,06:11 PM,19,34,34,32,20,21,52,0.0,1010,39,10,142,14,Cambodia
2020-04-04,38,26,0.0,12.6,8,79,02:35 PM,02:38 AM,05:55 AM,06:11 PM,20,34,34,32,20,11,52,0.0,1010,38,10,156,13,Cambodia
2020-04-05,39,26,0.0,12.6,8,87,03:36 PM,03:31 AM,05:55 AM,06:11 PM,18,33,33,32,20,19,50,0.0,1010,39,10,140,14,Cambodia
2020-04-06,38,27,0.0,12.6,8,94,04:35 PM,04:22 AM,05:54 AM,06:11 PM,20,34,34,32,20,23,53,0.1,1010,38,10,179,14,Cambodia
2020-04-07,36,26,0.0,10.5,7,100,05:35 PM,05:11 AM,05:54 AM,06:11 PM,21,34,34,31,21,67,59,3.6,1009,36,10,197,15,Cambodia
2020-04-08,37,26,0.0,12.6,8,100,06:34 PM,06:00 AM,05:53 AM,06:11 PM,21,34,34,31,14,51,61,4.2,1010,37,10,155,10,Cambodia
2020-04-09,34,26,0.0,10.5,7,83,07:34 PM,06:48 AM,05:52 AM,06:12 PM,22,33,33,30,19,67,65,14.9,1011,34,9,160,13,Cambodia
2020-04-10,31,25,0.0,9.2,6,76,08:34 PM,07:39 AM,05:52 AM,06:12 PM,23,32,32,28,13,63,71,33.2,1012,31,7,160,8,Cambodia
2020-04-11,35,26,0.0,10.5,7,68,09:35 PM,08:31 AM,05:51 AM,06:12 PM,22,34,34,30,13,67,63,3.0,1011,35,10,149,10,Cambodia
2020-04-12,35,27,0.0,12.6,7,61,10:34 PM,09:25 AM,05:51 AM,06:12 PM,21,33,33,31,22,46,59,4.8,1010,35,10,135,16,Cambodia
2020-04-13,30,25,0.0,7.9,6,53,11:32 PM,10:20 AM,05:50 AM,06:12 PM,23,31,31,27,16,72,76,40.1,1011,30,7,200,9,Cambodia
2020-04-14,31,25,0.0,11.9,6,46,No moonrise,11:16 AM,05:50 AM,06:12 PM,22,31,31,28,9,51,71,3.0,1012,31,10,243,7,Cambodia
2020-04-15,33,26,0.0,9.2,7,38,12:26 AM,12:10 PM,05:49 AM,06:12 PM,23,33,33,29,10,65,68,8.5,1011,33,9,218,7,Cambodia
2020-04-16,31,23,0.0,7.9,6,30,01:17 AM,01:03 PM,05:48 AM,06:12 PM,23,30,30,27,18,67,74,2.3,1010,31,10,181,13,Cambodia
2020-04-17,33,26,0.0,11.9,7,23,02:03 AM,01:53 PM,05:48 AM,06:12 PM,23,34,34,30,12,57,68,1.7,1010,33,10,143,9,Cambodia
2020-04-18,35,27,0.0,12.7,7,15,02:45 AM,02:41 PM,05:47 AM,06:12 PM,22,34,34,30,11,32,63,0.2,1011,35,10,182,8,Cambodia
2020-04-19,34,27,0.0,12.7,7,8,03:25 AM,03:28 PM,05:47 AM,06:12 PM,22,34,34,30,14,36,63,0.0,1010,34,10,162,10,Cambodia
2020-04-20,36,27,0.0,10.5,7,0,04:02 AM,04:12 PM,05:46 AM,06:12 PM,22,35,35,31,15,53,61,0.4,1010,36,10,157,11,Cambodia
