date_time,Cambodia_maxtempC,Cambodia_mintempC,Cambodia_totalSnow_cm,Cambodia_sunHour,Cambodia_uvIndex,Cambodia_moon_illumination,Cambodia_moonrise,Cambodia_moonset,Cambodia_sunrise,Cambodia_sunset,Cambodia_DewPointC,Cambodia_FeelsLikeC,Cambodia_HeatIndexC,Cambodia_WindChillC,Cambodia_WindGustKmph,Cambodia_cloudcover,Cambodia_humidity,Cambodia_precipMM,Cambodia_pressure,Cambodia_tempC,Cambodia_visibility,Cambodia_winddirDegree,Cambodia_windspeedKmph,Cambodia_location
2020-09-27,30,27,0.0,6.0,6,70,03:01 PM,01:57 AM,05:50 AM,05:53 PM,24,32,32,28,11,71,79,18.3,1007,30,8,279,7,Cambodia
2020-09-28,32,26,0.0,6.0,6,78,03:46 PM,02:50 AM,05:50 AM,05:53 PM,24,32,32,28,16,72,77,15.0,1006,32,9,145,10,Cambodia
2020-09-29,31,25,0.0,6.0,6,85,04:27 PM,03:40 AM,05:50 AM,05:52 PM,23,31,31,28,28,80,78,9.9,1007,31,9,210,18,Cambodia
2020-09-30,32,26,0.0,7.4,6,93,05:06 PM,04:28 AM,05:49 AM,05:51 PM,23,33,33,29,12,65,73,3.5,1007,32,10,265,8,Cambodia
2020-10-01,33,26,0.0,8.8,7,97,05:43 PM,05:14 AM,05:49 AM,05:51 PM,23,33,33,29,17,57,73,13.0,1006,33,9,249,10,Cambodia
2020-10-02,33,27,0.0,7.4,7,100,06:19 PM,05:59 AM,05:49 AM,05:50 PM,24,34,34,29,13,59,76,19.2,1006,33,9,179,8,Cambodia
2020-10-03,32,27,0.0,7.4,7,89,06:56 PM,06:44 AM,05:49 AM,05:49 PM,24,34,34,29,9,63,77,12.9,1007,32,9,222,6,Cambodia
2020-10-04,32,25,0.0,8.8,6,82,07:33 PM,07:30 AM,05:49 AM,05:49 PM,24,32,32,28,26,59,77,26.2,1008,32,8,220,16,Cambodia
2020-10-05,29,25,0.0,7.4,6,74,08:12 PM,08:15 AM,05:49 AM,05:48 PM,23,30,30,27,9,61,81,27.6,1008,29,9,224,6,Cambodia
2020-10-06,32,26,0.0,8.8,6,67,08:54 PM,09:03 AM,05:50 AM,05:48 PM,24,33,33,28,6,69,76,14.0,1008,32,9,155,4,Cambodia
2020-10-07,28,25,0.0,8.8,6,60,09:40 PM,09:53 AM,05:50 AM,05:47 PM,24,30,30,26,14,68,85,15.0,1006,28,9,228,9,Cambodia
2020-10-08,31,22,0.0,7.4,6,53,10:28 PM,10:44 AM,05:50 AM,05:46 PM,23,30,30,27,19,70,82,12.0,1005,31,8,158,13,Cambodia
2020-10-09,28,24,0.0,6.0,6,45,11:21 PM,11:37 AM,05:50 AM,05:46 PM,24,29,29,26,14,83,91,45.7,1007,28,5,137,9,Cambodia
2020-10-10,28,23,0.0,6.0,6,38,No moonrise,12:30 PM,05:50 AM,05:45 PM,24,29,29,26,10,80,88,26.1,1006,28,8,78,6,Cambodia
2020-10-11,27,22,0.0,6.0,6,31,12:16 AM,01:24 PM,05:50 AM,05:45 PM,24,29,29,25,8,89,91,53.0,1005,27,7,236,6,Cambodia
2020-10-12,27,24,0.0,6.0,6,23,01:13 AM,02:15 PM,05:50 AM,05:44 PM,23,28,28,25,13,94,86,5.6,1005,27,8,341,10,Cambodia
2020-10-13,29,24,0.0,6.0,6,16,02:11 AM,03:06 PM,05:50 AM,05:44 PM,23,29,29,26,9,89,82,13.1,1005,29,9,206,6,Cambodia
2020-10-14,26,24,0.0,6.0,6,9,03:10 AM,03:54 PM,05:50 AM,05:43 PM,23,28,28,25,11,77,91,13.0,1006,26,9,177,7,Cambodia
2020-10-15,29,25,0.0,8.8,6,2,04:08 AM,04:42 PM,05:50 AM,05:42 PM,24,30,30,26,11,64,86,23.4,1005,29,8,243,7,Cambodia
2020-10-16,26,25,0.0,7.4,6,0,05:06 AM,05:30 PM,05:50 AM,05:42 PM,23,28,28,25,11,63,89,16.1,1005,26,8,284,7,Cambodia
2020-10-17,27,24,0.0,6.0,6,0,06:05 AM,06:18 PM,05:50 AM,05:41 PM,23,28,28,25,15,83,92,56.2,1004,27,7,237,9,Cambodia
2020-10-18,28,24,0.0,6.0,6,5,07:06 AM,07:09 PM,05:50 AM,05:41 PM,23,29,29,26,22,73,86,4.5,1007,28,8,220,14,Cambodia
2020-10-19,29,24,0.0,6.0,6,13,08:07 AM,08:03 PM,05:50 AM,05:40 PM,24,29,29,26,12,81,87,15.1,1009,29,8,104,8,Cambodia
2020-10-20,30,23,0.0,6.0,6,20,09:11 AM,08:59 PM,05:50 AM,05:40 PM,24,30,30,27,15,71,83,17.3,1008,30,8,309,9,Cambodia
2020-10-21,29,24,0.0,5.9,6,27,10:13 AM,09:57 PM,05:51 AM,05:40 PM,24,29,29,26,29,79,87,16.2,1008,29,9,275,19,Cambodia
2020-10-22,31,25,0.0,10.2,6,35,11:13 AM,10:55 PM,05:51 AM,05:39 PM,23,31,31,27,16,61,81,8.1,1008,31,10,228,10,Cambodia
2020-10-23,30,24,0.0,11.6,7,42,12:08 PM,11:52 PM,05:51 AM,05:39 PM,21,29,29,26,16,12,74,0.0,1009,30,10,296,11,Cambodia
2020-10-24,30,24,0.0,7.4,6,49,12:59 PM,No moonset,05:51 AM,05:38 PM,22,29,29,27,9,60,74,0.0,1009,30,10,205,6,Cambodia
2020-10-25,31,25,0.0,7.4,6,56,01:46 PM,12:46 AM,05:51 AM,05:38 PM,22,30,30,27,10,69,75,5.5,1010,31,10,292,7,Cambodia
2020-10-26,30,24,0.0,10.2,6,64,02:27 PM,01:38 AM,05:51 AM,05:37 PM,22,29,29,27,13,45,75,14.7,1009,30,9,329,9,Cambodia
2020-10-27,30,24,0.0,11.6,7,71,03:07 PM,02:26 AM,05:52 AM,05:37 PM,22,29,29,27,17,35,75,0.0,1007,30,10,335,12,Cambodia
2020-10-28,30,25,0.0,11.6,7,78,03:44 PM,03:12 AM,05:52 AM,05:37 PM,22,30,30,27,19,27,75,0.5,1006,30,10,279,13,Cambodia
2020-10-29,30,25,0.0,5.9,6,85,04:20 PM,03:58 AM,05:52 AM,05:36 PM,22,29,29,27,15,70,77,2.5,1008,30,10,154,11,Cambodia
2020-10-30,32,24,0.0,11.6,7,93,04:56 PM,04:42 AM,05:52 AM,05:36 PM,23,32,32,28,7,38,75,1.9,1010,32,10,182,5,Cambodia
2020-10-31,32,26,0.0,5.9,6,97,05:33 PM,05:27 AM,05:52 AM,05:36 PM,24,33,33,28,8,74,78,34.3,1010,32,7,197,5,Cambodia
2020-11-01,32,25,0.0,8.8,6,89,06:12 PM,06:13 AM,05:53 AM,05:35 PM,23,32,32,28,19,53,77,8.9,1010,32,9,64,13,Cambodia
2020-11-02,31,25,0.0,7.3,6,81,06:53 PM,07:00 AM,05:53 AM,05:35 PM,23,31,31,28,17,70,77,7.0,1010,31,9,54,11,Cambodia
2020-11-03,31,24,0.0,11.6,7,74,07:37 PM,07:49 AM,05:53 AM,05:35 PM,20,30,30,27,11,17,65,0.0,1011,31,10,93,8,Cambodia
2020-11-04,31,25,0.0,11.6,6,66,08:24 PM,08:40 AM,05:53 AM,05:35 PM,21,30,30,27,13,52,70,1.5,1011,31,10,262,8,Cambodia
2020-11-05,31,25,0.0,11.6,6,58,09:16 PM,09:33 AM,05:54 AM,05:34 PM,22,31,31,28,15,27,72,0.0,1011,31,10,305,10,Cambodia
2020-11-06,31,25,0.0,10.2,6,51,10:09 PM,10:25 AM,05:54 AM,05:34 PM,22,31,31,27,17,55,75,2.1,1011,31,10,329,12,Cambodia
2020-11-07,28,25,0.0,5.9,6,43,11:04 PM,11:18 AM,05:54 AM,05:34 PM,24,29,29,26,9,81,86,18.2,1011,28,8,174,6,Cambodia
2020-11-08,29,25,0.0,10.2,6,36,No moonrise,12:08 PM,05:55 AM,05:34 PM,22,29,29,27,19,52,79,31.0,1011,29,9,50,13,Cambodia
2020-11-09,29,24,0.0,8.7,6,28,12:00 AM,12:57 PM,05:55 AM,05:34 PM,22,29,29,26,24,40,77,0.2,1009,29,10,204,16,Cambodia
2020-11-10,24,22,0.0,10.2,5,21,12:56 AM,01:45 PM,05:55 AM,05:34 PM,19,25,25,23,38,55,79,0.6,1009,24,9,336,25,Cambodia
2020-11-11,25,22,0.0,5.9,5,13,01:52 AM,02:31 PM,05:56 AM,05:33 PM,20,25,25,23,27,71,81,0.0,1011,25,10,275,19,Cambodia
2020-11-12,30,22,0.0,5.9,6,6,02:48 AM,03:17 PM,05:56 AM,05:33 PM,22,29,29,26,15,79,84,5.9,1011,30,7,114,10,Cambodia
2020-11-13,28,23,0.0,8.7,6,0,03:46 AM,04:04 PM,05:56 AM,05:33 PM,22,28,28,25,24,38,81,7.1,1010,28,10,127,16,Cambodia
2020-11-14,28,23,0.0,11.6,7,0,04:44 AM,04:53 PM,05:57 AM,05:33 PM,20,27,27,25,26,5,76,0.0,1009,28,10,346,17,Cambodia
2020-11-15,29,23,0.0,11.6,7,0,05:46 AM,05:45 PM,05:57 AM,05:33 PM,21,28,28,25,19,14,75,0.0,1010,29,10,256,12,Cambodia
2020-11-16,31,24,0.0,11.6,6,2,06:49 AM,06:41 PM,05:58 AM,05:33 PM,22,30,30,27,20,54,78,5.3,1011,31,10,219,14,Cambodia
2020-11-17,31,24,0.0,11.6,7,9,07:53 AM,07:40 PM,05:58 AM,05:33 PM,23,31,31,27,19,28,77,2.6,1009,31,10,35,13,Cambodia
2020-11-18,32,25,0.0,11.6,7,17,08:57 AM,08:41 PM,05:58 AM,05:33 PM,22,31,31,28,18,16,72,0.0,1009,32,10,124,12,Cambodia
2020-11-19,32,26,0.0,10.2,6,24,09:57 AM,09:41 PM,05:59 AM,05:33 PM,23,32,32,29,10,39,73,0.0,1008,32,10,45,7,Cambodia
2020-11-20,32,26,0.0,7.3,7,32,10:52 AM,10:38 PM,05:59 AM,05:33 PM,23,33,33,29,6,71,74,14.4,1008,32,9,168,4,Cambodia
2020-11-21,32,25,0.0,5.7,6,39,11:41 AM,11:32 PM,06:00 AM,05:33 PM,24,32,32,28,10,72,78,17.8,1009,32,9,235,6,Cambodia
2020-11-22,31,25,0.0,10.1,6,47,12:26 PM,No moonset,06:00 AM,05:33 PM,24,32,32,28,11,47,77,2.1,1010,31,10,183,8,Cambodia
2020-11-23,31,24,0.0,8.7,7,54,01:07 PM,12:22 AM,06:01 AM,05:33 PM,22,30,30,27,20,17,73,0.2,1010,31,10,70,14,Cambodia
2020-11-24,31,23,0.0,8.7,7,62,01:45 PM,01:09 AM,06:01 AM,05:33 PM,21,30,30,27,25,21,71,0.5,1011,31,10,28,17,Cambodia
2020-11-25,30,23,0.0,8.7,7,70,02:21 PM,01:55 AM,06:01 AM,05:33 PM,21,29,29,26,25,36,72,0.1,1010,30,10,29,17,Cambodia
2020-11-26,31,23,0.0,8.7,7,77,02:57 PM,02:39 AM,06:02 AM,05:34 PM,21,29,29,27,24,21,70,0.1,1011,31,10,30,16,Cambodia
2020-11-27,30,23,0.0,8.7,7,85,03:33 PM,03:24 AM,06:02 AM,05:34 PM,20,29,29,26,31,16,70,0.0,1011,30,10,38,20,Cambodia
2020-11-28,30,23,0.0,7.2,6,92,04:11 PM,04:09 AM,06:03 AM,05:34 PM,20,28,28,26,29,38,70,2.8,1011,30,10,27,19,Cambodia
2020-11-29,28,24,0.0,4.2,6,100,04:51 PM,04:56 AM,06:03 AM,05:34 PM,21,28,28,26,36,65,76,7.1,1011,28,10,25,23,Cambodia
2020-11-30,23,22,0.0,4.2,5,100,05:35 PM,05:45 AM,06:04 AM,05:34 PM,21,25,25,23,29,98,89,9.3,1012,23,9,8,20,Cambodia
2020-12-01,27,23,0.0,5.7,5,89,06:21 PM,06:36 AM,06:04 AM,05:35 PM,21,26,26,24,29,54,81,0.0,1012,27,10,24,18,Cambodia
2020-12-02,30,22,0.0,4.2,6,82,07:12 PM,07:29 AM,06:05 AM,05:35 PM,20,28,28,26,24,56,72,1.3,1011,30,10,29,16,Cambodia
2020-12-03,29,21,0.0,8.7,7,75,08:05 PM,08:22 AM,06:05 AM,05:35 PM,18,27,27,25,30,12,66,0.0,1011,29,10,32,20,Cambodia
2020-12-04,28,20,0.0,8.7,6,67,09:00 PM,09:15 AM,06:06 AM,05:35 PM,17,25,25,24,30,4,66,0.0,1011,28,10,23,20,Cambodia
2020-12-05,28,20,0.0,8.7,6,60,09:55 PM,10:06 AM,06:06 AM,05:36 PM,17,25,25,23,31,9,69,0.0,1012,28,10,80,20,Cambodia
2020-12-06,29,21,0.0,8.7,7,53,10:50 PM,10:55 AM,06:07 AM,05:36 PM,18,26,26,24,30,8,70,0.0,1012,29,10,137,20,Cambodia
2020-12-07,30,23,0.0,8.7,7,46,11:45 PM,11:41 AM,06:07 AM,05:36 PM,20,28,28,26,29,19,70,0.0,1012,30,10,184,19,Cambodia
2020-12-08,30,23,0.0,8.7,7,38,No moonrise,12:26 PM,06:08 AM,05:37 PM,20,28,28,26,26,29,71,0.0,1011,30,10,90,17,Cambodia
2020-12-09,30,23,0.0,8.7,7,31,12:38 AM,01:10 PM,06:09 AM,05:37 PM,20,28,28,26,23,20,71,0.0,1010,30,10,251,15,Cambodia
2020-12-10,30,23,0.0,8.7,7,24,01:33 AM,01:55 PM,06:09 AM,05:37 PM,20,29,29,27,21,46,68,0.1,1010,30,10,205,14,Cambodia
2020-12-11,31,25,0.0,8.7,6,17,02:28 AM,02:40 PM,06:10 AM,05:38 PM,22,30,30,27,16,61,73,6.2,1009,31,9,197,11,Cambodia
2020-12-12,32,24,0.0,7.2,6,9,03:27 AM,03:30 PM,06:10 AM,05:38 PM,23,31,31,28,15,65,76,12.7,1009,32,9,105,11,Cambodia
2020-12-13,32,25,0.0,8.7,6,2,04:27 AM,04:22 PM,06:11 AM,05:39 PM,23,32,32,28,10,60,74,17.9,1009,32,9,177,7,Cambodia
2020-12-14,32,26,0.0,4.2,6,0,05:31 AM,05:20 PM,06:11 AM,05:39 PM,23,32,32,29,8,76,73,22.4,1009,32,8,146,5,Cambodia
2020-12-15,30,24,0.0,5.7,6,0,06:35 AM,06:20 PM,06:12 AM,05:39 PM,23,30,30,27,14,66,79,23.1,1011,30,8,130,9,Cambodia
2020-12-16,31,24,0.0,8.7,6,5,07:38 AM,07:22 PM,06:12 AM,05:40 PM,21,29,29,27,26,45,72,8.4,1012,31,10,35,17,Cambodia
2020-12-17,30,23,0.0,8.7,7,12,08:37 AM,08:22 PM,06:13 AM,05:40 PM,20,29,29,27,28,41,67,0.0,1011,30,10,29,19,Cambodia
2020-12-18,31,23,0.0,8.7,7,20,09:31 AM,09:20 PM,06:13 AM,05:41 PM,20,29,29,27,27,36,66,0.0,1011,31,10,21,19,Cambodia
2020-12-19,30,24,0.0,8.7,7,27,10:19 AM,10:13 PM,06:14 AM,05:41 PM,19,28,28,26,33,34,66,0.0,1011,30,10,93,22,Cambodia
2020-12-20,27,22,0.0,8.7,6,34,11:02 AM,11:03 PM,06:14 AM,05:42 PM,18,26,26,24,32,19,68,0.0,1012,27,10,164,22,Cambodia
2020-12-21,25,20,0.0,8.7,6,41,11:42 AM,11:50 PM,06:15 AM,05:42 PM,16,24,24,23,36,10,67,0.0,1011,25,10,349,25,Cambodia
2020-12-22,26,20,0.0,8.7,6,49,12:19 PM,No moonset,06:15 AM,05:43 PM,16,24,24,23,38,24,66,0.0,1010,26,10,346,26,Cambodia
2020-12-23,26,22,0.0,7.2,5,56,12:55 PM,12:35 AM,06:16 AM,05:43 PM,18,26,26,24,29,55,68,0.1,1008,26,10,308,20,Cambodia
2020-12-24,31,21,0.0,5.7,6,63,01:32 PM,01:20 AM,06:16 AM,05:44 PM,21,29,29,26,18,62,74,8.2,1008,31,9,160,11,Cambodia
2020-12-25,31,24,0.0,5.7,6,70,02:09 PM,02:05 AM,06:17 AM,05:44 PM,22,30,30,27,10,70,78,12.6,1009,31,9,114,6,Cambodia
2020-12-26,31,24,0.0,4.2,6,78,02:48 PM,02:51 AM,06:17 AM,05:45 PM,23,30,30,27,7,77,77,8.5,1010,31,10,193,5,Cambodia
2020-12-27,32,25,0.0,8.7,7,85,03:30 PM,03:39 AM,06:18 AM,05:45 PM,21,31,31,28,9,30,67,0.1,1010,32,10,128,7,Cambodia
2020-12-28,32,26,0.0,8.7,6,92,04:16 PM,04:29 AM,06:18 AM,05:46 PM,21,31,31,29,8,40,66,0.0,1009,32,10,132,5,Cambodia
2020-12-29,32,25,0.0,8.7,7,100,05:06 PM,05:22 AM,06:19 AM,05:46 PM,21,30,30,28,9,24,66,0.0,1009,32,10,119,6,Cambodia
2020-12-30,30,24,0.0,8.7,7,100,05:59 PM,06:15 AM,06:19 AM,05:47 PM,18,28,28,27,26,33,60,0.0,1010,30,10,88,17,Cambodia
2020-12-31,25,23,0.0,4.2,5,89,06:54 PM,07:09 AM,06:19 AM,05:48 PM,15,25,25,24,33,70,58,0.0,1012,25,10,28,21,Cambodia
2021-01-01,28,21,0.0,8.7,6,79,07:50 PM,08:02 AM,06:20 AM,05:48 PM,15,25,25,24,31,32,59,0.0,1012,28,10,85,21,Cambodia
2021-01-02,27,21,0.0,8.7,6,71,08:46 PM,08:52 AM,06:20 AM,05:49 PM,16,25,25,24,29,50,61,0.0,1012,27,10,81,19,Cambodia
2021-01-03,31,21,0.0,8.7,7,64,09:41 PM,09:40 AM,06:21 AM,05:49 PM,18,27,27,25,23,35,64,0.0,1011,31,10,185,15,Cambodia
2021-01-04,32,23,0.0,8.7,7,57,10:35 PM,10:25 AM,06:21 AM,05:50 PM,19,29,29,27,27,29,63,0.0,1010,32,10,30,18,Cambodia
2021-01-05,25,20,0.0,4.2,5,50,11:28 PM,11:09 AM,06:21 AM,05:50 PM,20,26,26,24,21,82,75,3.0,1011,25,6,171,14,Cambodia
2021-01-06,32,22,0.0,8.7,6,42,No moonrise,11:52 AM,06:22 AM,05:51 PM,19,29,29,27,20,33,64,0.0,1010,32,10,49,13,Cambodia
2021-01-07,32,23,0.0,8.7,7,35,12:21 AM,12:36 PM,06:22 AM,05:51 PM,19,29,29,27,19,25,60,0.0,1009,32,10,34,13,Cambodia
2021-01-08,31,22,0.0,8.7,7,28,01:17 AM,01:22 PM,06:22 AM,05:52 PM,17,28,28,27,25,17,58,0.0,1010,31,10,43,17,Cambodia
2021-01-09,30,21,0.0,8.7,7,20,02:14 AM,02:11 PM,06:22 AM,05:52 PM,16,26,26,25,28,8,57,0.0,1011,30,10,31,19,Cambodia
2021-01-10,30,20,0.0,8.7,7,13,03:14 AM,03:05 PM,06:23 AM,05:53 PM,16,26,26,25,23,6,59,0.0,1011,30,10,21,16,Cambodia
2021-01-11,31,21,0.0,8.7,7,6,04:16 AM,04:03 PM,06:23 AM,05:53 PM,16,27,27,25,28,12,58,0.0,1012,31,10,111,20,Cambodia
2021-01-12,27,19,0.0,8.7,6,0,05:19 AM,05:03 PM,06:23 AM,05:54 PM,13,24,24,23,36,6,54,0.0,1013,27,10,125,25,Cambodia
2021-01-13,28,18,0.0,8.7,6,0,06:19 AM,06:04 PM,06:23 AM,05:55 PM,13,24,24,23,29,3,57,0.0,1012,28,10,265,19,Cambodia
2021-01-14,30,18,0.0,8.7,7,1,07:16 AM,07:03 PM,06:24 AM,05:55 PM,14,24,24,24,18,2,56,0.0,1011,30,10,132,12,Cambodia
2021-01-15,31,22,0.0,8.7,7,8,08:08 AM,07:59 PM,06:24 AM,05:56 PM,17,27,27,26,8,11,59,0.0,1010,31,10,169,6,Cambodia
2021-01-16,32,21,0.0,8.7,6,16,08:54 AM,08:52 PM,06:24 AM,05:56 PM,18,28,28,26,12,26,63,0.0,1010,32,10,136,8,Cambodia
2021-01-17,32,22,0.0,8.7,6,23,09:36 AM,09:41 PM,06:24 AM,05:57 PM,17,28,28,26,17,25,60,0.0,1012,32,10,85,12,Cambodia
2021-01-18,30,20,0.0,8.7,7,30,10:15 AM,10:28 PM,06:24 AM,05:57 PM,14,26,26,25,28,12,52,0.0,1013,30,10,29,20,Cambodia
2021-01-19,29,18,0.0,8.7,6,38,10:52 AM,11:13 PM,06:24 AM,05:58 PM,13,24,24,23,19,14,54,0.0,1012,29,10,199,13,Cambodia
2021-01-20,31,20,0.0,8.7,7,45,11:29 AM,11:58 PM,06:25 AM,05:58 PM,16,26,26,25,19,19,57,0.0,1011,31,10,342,13,Cambodia
2021-01-21,32,22,0.0,8.7,7,52,12:05 PM,No moonset,06:25 AM,05:59 PM,17,29,29,27,14,23,56,0.0,1010,32,10,214,9,Cambodia
2021-01-22,32,24,0.0,8.7,7,59,12:44 PM,12:44 AM,06:25 AM,05:59 PM,18,29,29,28,8,28,56,0.0,1009,32,10,206,6,Cambodia
2021-01-23,31,25,0.0,5.7,6,67,01:25 PM,01:31 AM,06:25 AM,05:59 PM,20,30,30,27,14,50,67,1.0,1010,31,10,167,9,Cambodia
2021-01-24,30,24,0.0,5.9,6,74,02:08 PM,02:20 AM,06:25 AM,06:00 PM,21,29,29,26,14,79,75,7.3,1011,30,10,197,10,Cambodia
2021-01-25,32,23,0.0,11.6,7,81,02:56 PM,03:11 AM,06:25 AM,06:00 PM,21,30,30,28,12,44,70,0.7,1010,32,10,192,8,Cambodia
2021-01-26,34,24,0.0,11.6,7,88,03:48 PM,04:04 AM,06:25 AM,06:01 PM,19,30,30,28,15,18,61,0.0,1010,34,10,147,10,Cambodia
2021-01-27,34,25,0.0,11.6,8,96,04:43 PM,04:59 AM,06:25 AM,06:01 PM,20,31,31,29,11,11,60,0.0,1010,34,10,138,8,Cambodia
2021-01-28,33,24,0.0,11.6,7,100,05:40 PM,05:53 AM,06:25 AM,06:02 PM,19,30,30,29,14,32,59,0.0,1011,33,10,129,10,Cambodia
2021-01-29,32,23,0.0,11.6,7,90,06:37 PM,06:45 AM,06:25 AM,06:02 PM,15,28,28,27,24,9,50,0.0,1012,32,10,49,17,Cambodia
2021-01-30,32,21,0.0,11.6,7,82,07:34 PM,07:35 AM,06:25 AM,06:02 PM,14,27,27,26,20,10,48,0.0,1012,32,10,46,14,Cambodia
2021-01-31,33,23,0.0,11.6,7,79,08:29 PM,08:22 AM,06:25 AM,06:03 PM,16,28,28,27,13,5,51,0.0,1012,33,10,57,9,Cambodia
2021-02-01,33,23,0.0,11.6,7,63,09:24 PM,09:07 AM,06:24 AM,06:03 PM,17,29,29,28,11,9,53,0.0,1012,33,10,157,8,Cambodia
2021-02-02,34,23,0.0,11.6,7,55,10:18 PM,09:51 AM,06:24 AM,06:04 PM,18,30,30,28,11,13,57,0.0,1012,34,10,166,7,Cambodia
2021-02-03,34,23,0.0,11.6,6,48,11:13 PM,10:35 AM,06:24 AM,06:04 PM,17,29,29,28,16,19,56,0.0,1012,34,10,89,11,Cambodia
2021-02-04,34,22,0.0,11.6,6,40,No moonrise,11:20 AM,06:24 AM,06:04 PM,16,28,28,27,17,21,55,0.0,1012,34,10,56,12,Cambodia
2021-02-05,33,23,0.0,11.6,7,33,12:09 AM,12:08 PM,06:24 AM,06:05 PM,17,29,29,28,9,9,54,0.0,1011,33,10,198,7,Cambodia
2021-02-06,34,23,0.0,11.6,7,25,01:07 AM,12:59 PM,06:24 AM,06:05 PM,19,30,30,28,13,16,60,0.0,1010,34,10,129,8,Cambodia
2021-02-07,34,24,0.0,11.6,7,18,02:07 AM,01:53 PM,06:23 AM,06:05 PM,20,31,31,29,15,46,58,0.3,1010,34,10,192,10,Cambodia
