date_time,Canada%2C%20Nunavut_maxtempC,Canada%2C%20Nunavut_mintempC,Canada%2C%20Nunavut_totalSnow_cm,Canada%2C%20Nunavut_sunHour,Canada%2C%20Nunavut_uvIndex,Canada%2C%20Nunavut_moon_illumination,Canada%2C%20Nunavut_moonrise,Canada%2C%20Nunavut_moonset,Canada%2C%20Nunavut_sunrise,Canada%2C%20Nunavut_sunset,Canada%2C%20Nunavut_DewPointC,Canada%2C%20Nunavut_FeelsLikeC,Canada%2C%20Nunavut_HeatIndexC,Canada%2C%20Nunavut_WindChillC,Canada%2C%20Nunavut_WindGustKmph,Canada%2C%20Nunavut_cloudcover,Canada%2C%20Nunavut_humidity,Canada%2C%20Nunavut_precipMM,Canada%2C%20Nunavut_pressure,Canada%2C%20Nunavut_tempC,Canada%2C%20Nunavut_visibility,Canada%2C%20Nunavut_winddirDegree,Canada%2C%20Nunavut_windspeedKmph,Canada%2C%20Nunavut_location
2020-11-25,-23,-27,0.0,1.4,1,70,02:05 PM,01:38 AM,08:31 AM,02:10 PM,-23,-35,-23,-35,39,93,98,0.0,1000,-23,10,334,23,Canada%2C%20Nunavut
2020-11-26,-12,-22,0.5,1.4,1,77,02:03 PM,03:02 AM,08:34 AM,02:08 PM,-16,-20,-16,-20,14,99,93,0.6,1005,-12,6,75,8,Canada%2C%20Nunavut
2020-11-27,-4,-8,3.2,1.4,1,85,02:02 PM,04:27 AM,08:37 AM,02:06 PM,-6,-12,-5,-12,33,99,92,11.9,987,-4,1,150,24,Canada%2C%20Nunavut
2020-11-28,-7,-19,2.4,1.4,1,92,02:02 PM,05:54 AM,08:40 AM,02:04 PM,-12,-14,-9,-14,25,94,94,3.0,991,-7,5,263,19,Canada%2C%20Nunavut
2020-11-29,-26,-35,0.0,1.4,1,100,02:03 PM,07:25 AM,08:43 AM,02:02 PM,-26,-39,-27,-39,45,76,99,0.0,1016,-26,10,317,30,Canada%2C%20Nunavut
2020-11-30,-22,-28,0.0,3.6,1,100,02:07 PM,08:58 AM,08:46 AM,02:00 PM,-24,-34,-24,-34,36,46,93,0.0,1022,-22,10,330,20,Canada%2C%20Nunavut
2020-12-01,-13,-20,0.0,3.5,1,89,02:18 PM,10:31 AM,08:48 AM,01:58 PM,-18,-20,-15,-20,13,81,74,0.0,1027,-13,10,94,6,Canada%2C%20Nunavut
2020-12-02,-13,-19,0.0,3.5,1,82,02:47 PM,11:51 AM,08:51 AM,01:56 PM,-16,-17,-14,-17,13,38,82,0.0,1031,-13,10,63,6,Canada%2C%20Nunavut
2020-12-03,-3,-10,1.1,1.3,1,75,03:51 PM,12:38 PM,08:53 AM,01:54 PM,-9,-11,-5,-11,50,78,72,1.4,1009,-3,6,86,32,Canada%2C%20Nunavut
2020-12-04,-2,-9,0.9,1.2,1,67,05:23 PM,12:57 PM,08:56 AM,01:53 PM,-7,-10,-4,-10,34,73,83,1.9,991,-2,7,123,20,Canada%2C%20Nunavut
2020-12-05,-13,-23,0.0,3.5,1,60,07:04 PM,01:05 PM,08:58 AM,01:51 PM,-15,-23,-14,-23,43,62,90,0.0,1003,-13,10,326,24,Canada%2C%20Nunavut
2020-12-06,-15,-27,0.0,0.6,1,53,08:47 PM,01:07 PM,09:01 AM,01:50 PM,-19,-28,-18,-28,35,91,95,0.0,1015,-15,10,331,21,Canada%2C%20Nunavut
2020-12-07,-11,-20,0.0,0.6,1,46,10:30 PM,01:08 PM,09:03 AM,01:48 PM,-18,-18,-15,-18,12,86,71,0.0,1014,-11,10,157,7,Canada%2C%20Nunavut
2020-12-08,-8,-15,0.2,0.6,1,38,No moonrise,01:08 PM,09:05 AM,01:47 PM,-10,-13,-8,-13,20,83,83,0.2,1005,-8,9,135,12,Canada%2C%20Nunavut
2020-12-09,-7,-17,0.0,2.9,2,31,12:12 AM,01:07 PM,09:07 AM,01:46 PM,-11,-15,-9,-15,36,41,82,0.1,1003,-7,9,127,22,Canada%2C%20Nunavut
2020-12-10,-7,-8,0.0,0.5,1,24,01:56 AM,01:06 PM,09:09 AM,01:45 PM,-10,-15,-8,-15,35,52,82,0.0,1003,-7,10,142,19,Canada%2C%20Nunavut
2020-12-11,-7,-14,4.6,0.5,1,17,03:44 AM,01:06 PM,09:11 AM,01:44 PM,-11,-16,-9,-16,24,98,89,5.4,1001,-7,5,178,15,Canada%2C%20Nunavut
2020-12-12,-25,-31,0.7,2.9,1,9,05:36 AM,01:06 PM,09:13 AM,01:44 PM,-28,-37,-27,-37,26,59,88,0.8,1016,-25,8,339,15,Canada%2C%20Nunavut
2020-12-13,-20,-31,0.0,0.5,1,2,07:34 AM,01:09 PM,09:14 AM,01:43 PM,-23,-29,-24,-29,20,89,92,0.0,1022,-20,6,81,10,Canada%2C%20Nunavut
2020-12-14,-11,-18,0.0,0.5,1,0,09:33 AM,01:19 PM,09:16 AM,01:43 PM,-14,-19,-13,-19,37,87,83,0.0,1017,-11,9,115,22,Canada%2C%20Nunavut
2020-12-15,-7,-9,0.0,0.5,1,0,11:11 AM,01:51 PM,09:17 AM,01:42 PM,-11,-15,-8,-15,37,92,77,1.0,1007,-7,6,96,23,Canada%2C%20Nunavut
2020-12-16,-12,-24,0.2,0.5,1,5,12:00 PM,03:10 PM,09:18 AM,01:42 PM,-18,-26,-17,-26,32,97,91,0.3,1019,-12,8,263,20,Canada%2C%20Nunavut
2020-12-17,-25,-33,0.0,2.9,1,12,12:14 PM,04:55 PM,09:19 AM,01:42 PM,-29,-34,-26,-34,23,43,71,0.0,1021,-25,10,254,12,Canada%2C%20Nunavut
2020-12-18,-17,-29,0.2,0.5,1,20,12:19 PM,06:39 PM,09:20 AM,01:42 PM,-20,-23,-19,-23,9,74,89,0.2,1013,-17,9,196,5,Canada%2C%20Nunavut
2020-12-19,-8,-21,0.0,0.5,1,27,12:20 PM,08:18 PM,09:21 AM,01:42 PM,-13,-20,-12,-20,54,100,91,3.4,1002,-8,6,118,38,Canada%2C%20Nunavut
2020-12-20,-18,-23,0.9,0.5,1,34,12:20 PM,09:50 PM,09:22 AM,01:42 PM,-19,-24,-18,-24,16,98,93,1.1,997,-18,6,261,10,Canada%2C%20Nunavut
2020-12-21,-15,-25,0.9,0.5,1,41,12:19 PM,11:18 PM,09:22 AM,01:43 PM,-19,-23,-20,-23,15,100,92,1.1,995,-15,5,108,10,Canada%2C%20Nunavut
2020-12-22,-20,-28,0.0,0.5,1,49,12:17 PM,No moonset,09:23 AM,01:44 PM,-25,-28,-23,-28,16,84,83,0.0,1006,-20,10,174,9,Canada%2C%20Nunavut
2020-12-23,-27,-36,0.1,0.5,1,56,12:16 PM,12:42 AM,09:23 AM,01:44 PM,-27,-37,-27,-37,32,70,89,0.1,1008,-27,9,329,18,Canada%2C%20Nunavut
2020-12-24,-27,-29,0.0,0.5,1,63,12:15 PM,02:07 AM,09:23 AM,01:45 PM,-28,-35,-27,-35,15,98,93,0.0,1014,-27,8,178,8,Canada%2C%20Nunavut
2020-12-25,-25,-31,0.0,2.9,2,70,12:14 PM,03:33 AM,09:23 AM,01:46 PM,-28,-34,-27,-34,22,25,83,0.0,1016,-25,10,285,10,Canada%2C%20Nunavut
2020-12-26,-17,-25,1.6,0.5,1,78,12:15 PM,05:02 AM,09:23 AM,01:47 PM,-21,-24,-22,-24,18,52,81,6.7,1018,-17,7,229,10,Canada%2C%20Nunavut
2020-12-27,0,-7,0.7,0.5,1,85,12:18 PM,06:35 AM,09:23 AM,01:49 PM,-9,-11,-3,-11,69,96,78,10.4,987,0,2,110,47,Canada%2C%20Nunavut
2020-12-28,-20,-30,0.0,0.5,1,92,12:25 PM,08:09 AM,09:22 AM,01:50 PM,-24,-34,-22,-34,46,81,80,2.5,1001,-20,4,153,31,Canada%2C%20Nunavut
2020-12-29,-22,-31,1.4,0.5,1,100,12:46 PM,09:37 AM,09:22 AM,01:52 PM,-25,-31,-24,-31,19,100,88,1.6,1004,-22,8,150,11,Canada%2C%20Nunavut
2020-12-30,-18,-25,0.1,0.5,1,100,01:38 PM,10:37 AM,09:21 AM,01:53 PM,-23,-29,-22,-29,23,97,89,0.1,1006,-18,8,192,13,Canada%2C%20Nunavut
2020-12-31,-28,-30,0.0,2.9,1,89,03:04 PM,11:05 AM,09:20 AM,01:55 PM,-30,-37,-28,-37,24,62,86,0.0,1005,-28,9,335,12,Canada%2C%20Nunavut
2021-01-01,-26,-32,0.0,2.9,2,79,04:45 PM,11:15 AM,09:19 AM,01:57 PM,-29,-34,-27,-34,18,33,79,0.0,1014,-26,10,332,9,Canada%2C%20Nunavut
2021-01-02,-22,-30,0.1,0.6,1,71,06:30 PM,11:19 AM,09:18 AM,01:59 PM,-28,-35,-26,-35,21,87,87,0.1,1009,-22,10,339,11,Canada%2C%20Nunavut
2021-01-03,-22,-26,0.4,0.6,1,64,08:12 PM,11:20 AM,09:17 AM,02:01 PM,-24,-28,-24,-28,9,100,95,0.5,1007,-22,5,189,5,Canada%2C%20Nunavut
2021-01-04,-29,-34,0.0,2.9,2,57,09:54 PM,11:20 AM,09:16 AM,02:03 PM,-30,-38,-29,-38,21,60,86,0.0,1017,-29,10,329,10,Canada%2C%20Nunavut
2021-01-05,-19,-27,1.6,0.6,1,50,11:35 PM,11:19 AM,09:14 AM,02:05 PM,-22,-26,-22,-26,12,100,92,1.9,1018,-19,4,158,8,Canada%2C%20Nunavut
2021-01-06,-14,-29,0.2,0.6,1,42,No moonrise,11:18 AM,09:13 AM,02:08 PM,-22,-27,-19,-27,34,77,90,0.4,1020,-14,8,270,22,Canada%2C%20Nunavut
2021-01-07,-29,-39,0.0,2.9,2,35,01:17 AM,11:18 AM,09:11 AM,02:10 PM,-34,-42,-32,-42,27,18,77,0.0,1039,-29,10,298,13,Canada%2C%20Nunavut
2021-01-08,-21,-30,0.0,0.6,1,28,03:03 AM,11:18 AM,09:10 AM,02:13 PM,-27,-30,-24,-30,19,85,68,0.0,1025,-21,10,124,10,Canada%2C%20Nunavut
2021-01-09,-15,-20,4.7,0.6,1,20,04:55 AM,11:19 AM,09:08 AM,02:15 PM,-16,-23,-16,-23,19,100,96,5.5,1009,-15,3,105,12,Canada%2C%20Nunavut
2021-01-10,-17,-22,0.1,0.6,1,13,06:50 AM,11:25 AM,09:06 AM,02:18 PM,-19,-25,-18,-25,17,100,94,0.1,1006,-17,8,331,9,Canada%2C%20Nunavut
2021-01-11,-20,-22,0.6,0.6,1,6,08:39 AM,11:43 AM,09:04 AM,02:20 PM,-22,-28,-21,-28,14,100,97,0.7,1006,-20,3,327,9,Canada%2C%20Nunavut
2021-01-12,-26,-28,0.0,0.7,1,0,09:53 AM,12:37 PM,09:02 AM,02:23 PM,-27,-36,-26,-36,28,81,92,0.0,1006,-26,8,322,14,Canada%2C%20Nunavut
2021-01-13,-25,-27,0.0,5.3,2,0,10:20 AM,02:14 PM,09:00 AM,02:26 PM,-27,-37,-26,-37,35,22,87,0.0,1007,-25,10,324,17,Canada%2C%20Nunavut
2021-01-14,-24,-25,0.0,5.7,2,1,10:28 AM,04:01 PM,08:58 AM,02:29 PM,-27,-27,-25,-27,8,15,85,0.0,1011,-24,10,234,4,Canada%2C%20Nunavut
2021-01-15,-17,-25,0.7,1.4,1,8,10:31 AM,05:45 PM,08:56 AM,02:32 PM,-21,-26,-20,-26,21,97,88,0.8,1008,-17,8,121,13,Canada%2C%20Nunavut
2021-01-16,-13,-25,5.1,1.5,1,16,10:31 AM,07:22 PM,08:53 AM,02:35 PM,-18,-25,-17,-25,22,100,94,6.0,1000,-13,6,197,15,Canada%2C%20Nunavut
2021-01-17,-30,-34,0.0,5.8,2,23,10:30 AM,08:53 PM,08:51 AM,02:38 PM,-33,-37,-31,-37,12,40,85,0.0,1017,-30,10,294,6,Canada%2C%20Nunavut
2021-01-18,-9,-26,6.2,1.5,1,30,10:29 AM,10:20 PM,08:48 AM,02:41 PM,-17,-21,-17,-21,13,100,90,7.3,1009,-9,4,212,8,Canada%2C%20Nunavut
2021-01-19,1,-12,1.7,1.5,1,38,10:28 AM,11:46 PM,08:46 AM,02:44 PM,-4,-8,-3,-8,34,100,88,2.5,993,1,5,119,22,Canada%2C%20Nunavut
2021-01-20,-16,-24,4.1,1.5,1,45,10:26 AM,No moonset,08:43 AM,02:47 PM,-17,-23,-17,-23,22,100,94,4.8,1010,-16,5,222,14,Canada%2C%20Nunavut
2021-01-21,-1,-17,2.7,1.5,1,52,10:26 AM,01:11 AM,08:41 AM,02:51 PM,-9,-13,-7,-13,42,95,82,3.7,1014,-1,2,177,25,Canada%2C%20Nunavut
2021-01-22,-4,-18,0.0,3.7,1,59,10:25 AM,02:38 AM,08:38 AM,02:54 PM,-8,-14,-6,-14,48,66,86,1.3,1016,-4,6,123,29,Canada%2C%20Nunavut
2021-01-23,-9,-12,0.0,5.8,1,67,10:27 AM,04:09 AM,08:36 AM,02:57 PM,-12,-16,-10,-16,27,51,89,0.0,1027,-9,10,284,13,Canada%2C%20Nunavut
2021-01-24,-11,-14,0.0,4.6,1,74,10:32 AM,05:43 AM,08:33 AM,03:00 PM,-15,-19,-12,-19,33,43,78,0.0,1028,-11,10,327,16,Canada%2C%20Nunavut
2021-01-25,-12,-16,0.0,6.7,2,81,10:45 AM,07:15 AM,08:30 AM,03:03 PM,-18,-20,-14,-20,25,2,69,0.0,1027,-12,10,332,12,Canada%2C%20Nunavut
2021-01-26,-20,-30,0.0,6.8,2,88,11:22 AM,08:29 AM,08:27 AM,03:07 PM,-21,-29,-21,-29,40,9,85,0.0,1025,-20,10,324,20,Canada%2C%20Nunavut
2021-01-27,-19,-28,0.0,6.9,2,96,12:37 PM,09:09 AM,08:25 AM,03:10 PM,-22,-28,-20,-28,38,1,78,0.0,1025,-19,10,317,18,Canada%2C%20Nunavut
2021-01-28,-19,-20,0.0,6.9,2,100,02:17 PM,09:24 AM,08:22 AM,03:13 PM,-23,-30,-20,-30,43,3,72,0.0,1022,-19,10,312,22,Canada%2C%20Nunavut
2021-01-29,-21,-22,0.0,7.0,2,90,04:04 PM,09:30 AM,08:19 AM,03:16 PM,-24,-34,-22,-34,49,1,80,0.0,1024,-21,10,313,26,Canada%2C%20Nunavut
2021-01-30,-23,-30,0.0,7.0,2,82,05:51 PM,09:31 AM,08:16 AM,03:20 PM,-25,-33,-24,-33,42,5,87,0.0,1028,-23,10,320,21,Canada%2C%20Nunavut
2021-01-31,-17,-21,0.4,6.7,1,79,07:35 PM,09:31 AM,08:13 AM,03:23 PM,-20,-26,-18,-26,21,58,85,0.5,1023,-17,9,332,11,Canada%2C%20Nunavut
2021-02-01,-30,-43,0.0,7.2,1,63,09:18 PM,09:31 AM,08:10 AM,03:26 PM,-32,-41,-31,-41,34,45,88,0.0,1026,-30,10,325,18,Canada%2C%20Nunavut
2021-02-02,-25,-34,0.0,2.7,1,55,11:00 PM,09:30 AM,08:07 AM,03:30 PM,-29,-34,-28,-34,14,94,76,0.0,1029,-25,10,327,8,Canada%2C%20Nunavut
2021-02-03,-26,-33,0.4,4.7,1,48,No moonrise,09:29 AM,08:04 AM,03:33 PM,-26,-28,-26,-28,7,85,96,0.5,1026,-26,7,215,4,Canada%2C%20Nunavut
2021-02-04,-16,-23,1.1,2.8,1,40,12:45 AM,09:28 AM,08:01 AM,03:36 PM,-19,-28,-19,-28,33,100,96,3.0,1016,-16,5,135,22,Canada%2C%20Nunavut
2021-02-05,-10,-17,0.3,2.9,1,33,02:33 AM,09:29 AM,07:58 AM,03:39 PM,-14,-23,-12,-23,47,80,90,2.7,1016,-10,4,134,31,Canada%2C%20Nunavut
2021-02-06,-10,-18,0.1,3.0,1,25,04:26 AM,09:32 AM,07:55 AM,03:42 PM,-12,-17,-12,-17,20,73,88,0.1,1019,-10,10,128,10,Canada%2C%20Nunavut
2021-02-07,-4,-14,0.5,6.8,1,18,06:16 AM,09:43 AM,07:52 AM,03:46 PM,-9,-13,-8,-13,36,51,78,0.6,1019,-4,8,79,20,Canada%2C%20Nunavut
