date_time,Botswana_maxtempC,Botswana_mintempC,Botswana_totalSnow_cm,Botswana_sunHour,Botswana_uvIndex,Botswana_moon_illumination,Botswana_moonrise,Botswana_moonset,Botswana_sunrise,Botswana_sunset,Botswana_DewPointC,Botswana_FeelsLikeC,Botswana_HeatIndexC,Botswana_WindChillC,Botswana_WindGustKmph,Botswana_cloudcover,Botswana_humidity,Botswana_precipMM,Botswana_pressure,Botswana_tempC,Botswana_visibility,Botswana_winddirDegree,Botswana_windspeedKmph,Botswana_location
2020-08-09,27,7,0.0,8.7,5,59,11:04 PM,10:22 AM,06:48 AM,05:56 PM,3,16,17,16,15,3,52,0.0,1019,27,10,132,10,Botswana
2020-08-10,26,8,0.0,8.7,5,52,11:54 PM,10:54 AM,06:47 AM,05:57 PM,-10,17,18,17,14,0,18,0.0,1019,26,10,197,8,Botswana
2020-08-11,27,9,0.0,8.7,5,45,No moonrise,11:27 AM,06:46 AM,05:57 PM,-5,18,19,18,14,0,24,0.0,1019,27,10,118,9,Botswana
2020-08-12,29,11,0.0,8.7,6,38,12:46 AM,12:04 PM,06:45 AM,05:58 PM,-5,20,21,20,13,0,25,0.0,1018,29,10,153,8,Botswana
2020-08-13,27,11,0.0,8.7,6,30,01:40 AM,12:44 PM,06:45 AM,05:58 PM,-15,19,20,19,17,0,11,0.0,1020,27,10,183,10,Botswana
2020-08-14,24,10,0.0,8.7,5,23,02:36 AM,01:30 PM,06:44 AM,05:58 PM,-4,17,18,17,18,0,28,0.0,1020,24,10,86,12,Botswana
2020-08-15,30,8,0.0,8.7,6,16,03:33 AM,02:21 PM,06:43 AM,05:59 PM,0,18,19,18,20,1,46,0.0,1014,30,10,184,14,Botswana
2020-08-16,26,12,0.0,8.7,6,8,04:29 AM,03:18 PM,06:42 AM,05:59 PM,-9,19,20,19,18,0,17,0.0,1015,26,10,214,12,Botswana
2020-08-17,24,8,0.0,11.6,5,1,05:24 AM,04:20 PM,06:41 AM,06:00 PM,-1,16,17,16,24,2,34,0.0,1016,24,10,86,17,Botswana
2020-08-18,22,10,0.0,11.6,5,0,06:15 AM,05:25 PM,06:40 AM,06:00 PM,-1,16,17,16,21,10,47,0.0,1014,22,10,191,15,Botswana
2020-08-19,21,3,0.0,11.6,4,0,07:03 AM,06:29 PM,06:40 AM,06:00 PM,-16,11,13,11,16,0,17,0.0,1020,21,10,143,10,Botswana
2020-08-20,21,5,0.0,11.6,5,6,07:47 AM,07:35 PM,06:39 AM,06:01 PM,-5,13,14,13,10,22,32,0.0,1020,21,10,88,7,Botswana
2020-08-21,24,9,0.0,11.6,5,13,08:28 AM,08:38 PM,06:38 AM,06:01 PM,4,16,17,16,11,6,53,0.0,1021,24,10,79,8,Botswana
2020-08-22,23,11,0.0,10.2,4,20,09:08 AM,09:42 PM,06:37 AM,06:01 PM,7,16,17,16,17,42,62,0.0,1023,23,9,63,12,Botswana
2020-08-23,25,9,0.0,11.6,5,28,09:48 AM,10:45 PM,06:36 AM,06:02 PM,3,17,18,17,9,4,48,0.0,1020,25,10,47,6,Botswana
2020-08-24,28,12,0.0,11.6,6,35,10:29 AM,11:48 PM,06:35 AM,06:02 PM,-1,21,21,20,8,0,29,0.0,1014,28,10,127,5,Botswana
2020-08-25,31,14,0.0,11.6,6,42,11:13 AM,No moonset,06:34 AM,06:03 PM,-3,23,23,23,11,0,22,0.0,1012,31,10,172,8,Botswana
2020-08-26,31,16,0.0,11.6,7,50,12:00 PM,12:51 AM,06:33 AM,06:03 PM,-3,24,24,24,9,2,19,0.0,1013,31,10,157,7,Botswana
2020-08-27,26,15,0.0,10.2,5,57,12:50 PM,01:54 AM,06:32 AM,06:03 PM,7,20,21,20,31,20,47,0.0,1015,26,10,40,22,Botswana
2020-08-28,31,13,0.0,11.6,6,64,01:45 PM,02:54 AM,06:31 AM,06:04 PM,4,22,22,22,26,1,44,0.0,1009,31,10,177,17,Botswana
2020-08-29,26,15,0.0,11.6,6,71,02:41 PM,03:50 AM,06:30 AM,06:04 PM,-8,20,21,20,21,12,16,0.0,1010,26,10,225,14,Botswana
2020-08-30,24,10,0.0,11.6,5,79,03:39 PM,04:41 AM,06:29 AM,06:04 PM,-8,17,18,17,25,13,21,0.0,1016,24,10,202,17,Botswana
2020-08-31,24,6,0.0,11.6,5,82,04:36 PM,05:27 AM,06:28 AM,06:05 PM,-10,16,17,16,13,1,21,0.0,1019,24,10,187,8,Botswana
2020-09-01,23,14,0.0,8.7,4,97,05:31 PM,06:08 AM,06:27 AM,06:05 PM,11,17,18,17,36,71,68,1.1,1017,23,9,41,29,Botswana
2020-09-02,22,13,0.0,8.7,4,100,06:24 PM,06:44 AM,06:26 AM,06:05 PM,9,16,18,16,36,54,62,0.2,1020,22,10,47,28,Botswana
2020-09-03,28,12,0.0,11.6,5,88,07:17 PM,07:19 AM,06:25 AM,06:06 PM,8,19,20,19,20,31,57,0.0,1021,28,10,42,14,Botswana
2020-09-04,31,15,0.0,11.6,6,81,08:07 PM,07:51 AM,06:24 AM,06:06 PM,5,23,23,23,13,3,37,0.0,1020,31,10,55,9,Botswana
2020-09-05,29,14,0.0,11.6,6,73,08:57 PM,08:22 AM,06:23 AM,06:07 PM,6,22,22,22,17,2,42,0.0,1019,29,10,48,11,Botswana
2020-09-06,27,12,0.0,11.6,6,66,09:48 PM,08:53 AM,06:22 AM,06:07 PM,4,20,21,20,22,3,41,0.0,1018,27,10,38,14,Botswana
2020-09-07,28,10,0.0,11.6,6,58,10:38 PM,09:26 AM,06:21 AM,06:07 PM,3,19,20,19,18,3,41,0.0,1019,28,10,50,12,Botswana
2020-09-08,30,13,0.0,11.6,6,50,11:31 PM,10:01 AM,06:20 AM,06:08 PM,0,22,22,22,12,1,28,0.0,1021,30,10,82,8,Botswana
2020-09-09,30,13,0.0,11.6,6,43,No moonrise,10:39 AM,06:19 AM,06:08 PM,3,22,22,21,14,1,35,0.0,1022,30,10,98,9,Botswana
2020-09-10,30,14,0.0,11.6,6,35,12:25 AM,11:22 AM,06:18 AM,06:08 PM,1,22,22,22,12,0,29,0.0,1018,30,10,100,8,Botswana
2020-09-11,29,14,0.0,11.6,6,28,01:21 AM,12:09 PM,06:17 AM,06:09 PM,2,22,22,22,17,2,34,0.0,1020,29,10,49,11,Botswana
2020-09-12,29,13,0.0,11.6,6,20,02:16 AM,01:03 PM,06:16 AM,06:09 PM,-0,22,22,21,16,0,29,0.0,1020,29,10,37,11,Botswana
2020-09-13,28,12,0.0,11.6,6,13,03:11 AM,02:01 PM,06:15 AM,06:09 PM,2,21,21,20,19,0,37,0.0,1019,28,10,37,12,Botswana
2020-09-14,31,13,0.0,11.6,7,5,04:03 AM,03:04 PM,06:14 AM,06:10 PM,1,24,24,23,14,0,30,0.0,1014,31,10,131,10,Botswana
2020-09-15,33,16,0.0,11.6,7,0,04:51 AM,04:09 PM,06:13 AM,06:10 PM,-4,25,25,25,15,19,17,0.0,1011,33,10,189,11,Botswana
2020-09-16,32,17,0.0,11.6,7,0,05:37 AM,05:14 PM,06:12 AM,06:10 PM,1,25,25,25,16,30,26,0.0,1011,32,10,120,11,Botswana
2020-09-17,34,14,0.0,11.6,7,0,06:20 AM,06:19 PM,06:11 AM,06:11 PM,-7,25,25,25,16,3,13,0.0,1014,34,10,193,10,Botswana
2020-09-18,34,18,0.0,11.6,7,2,07:01 AM,07:25 PM,06:10 AM,06:11 PM,7,26,26,26,13,6,37,0.0,1015,34,10,118,9,Botswana
2020-09-19,35,18,0.0,11.6,6,10,07:42 AM,08:30 PM,06:09 AM,06:11 PM,5,27,27,27,12,17,30,0.3,1014,35,10,155,8,Botswana
2020-09-20,35,18,0.0,11.6,7,17,08:23 AM,09:36 PM,06:08 AM,06:12 PM,0,28,28,28,17,15,20,0.0,1011,35,10,115,12,Botswana
2020-09-21,36,19,0.0,11.6,7,25,09:08 AM,10:42 PM,06:07 AM,06:12 PM,-2,28,28,28,15,13,17,0.0,1011,36,10,227,9,Botswana
2020-09-22,24,16,0.0,10.2,4,32,09:55 AM,11:47 PM,06:06 AM,06:12 PM,5,20,21,20,31,29,45,0.0,1021,24,10,62,23,Botswana
2020-09-23,29,13,0.0,11.6,6,40,10:46 AM,No moonset,06:04 AM,06:13 PM,6,21,21,20,21,10,45,0.0,1021,29,10,48,14,Botswana
2020-09-24,34,15,0.0,11.6,7,47,11:40 AM,12:49 AM,06:03 AM,06:13 PM,5,25,25,25,15,3,33,0.0,1015,34,10,33,10,Botswana
2020-09-25,36,18,0.0,11.6,7,55,12:36 PM,01:47 AM,06:02 AM,06:14 PM,4,28,28,27,18,11,26,0.0,1010,36,10,173,12,Botswana
2020-09-26,32,20,0.0,11.6,7,62,01:34 PM,02:39 AM,06:01 AM,06:14 PM,-5,27,27,27,21,2,16,0.0,1007,32,10,247,15,Botswana
2020-09-27,32,11,0.0,12.1,7,70,02:30 PM,03:27 AM,06:00 AM,06:14 PM,-14,23,23,23,23,0,10,0.0,1010,32,10,224,15,Botswana
2020-09-28,31,13,0.0,12.6,6,78,03:26 PM,04:08 AM,05:59 AM,06:15 PM,-10,23,23,23,16,0,12,0.0,1013,31,10,183,10,Botswana
2020-09-29,31,13,0.0,12.6,7,85,04:19 PM,04:45 AM,05:58 AM,06:15 PM,-10,23,23,23,15,0,12,0.0,1014,31,10,179,9,Botswana
2020-09-30,28,14,0.0,10.5,5,93,05:12 PM,05:20 AM,05:57 AM,06:15 PM,9,22,22,21,24,57,56,3.2,1012,28,10,56,18,Botswana
2020-10-01,32,16,0.0,9.2,6,97,06:02 PM,05:52 AM,05:56 AM,06:16 PM,9,25,25,25,30,61,49,1.2,1007,32,10,172,23,Botswana
2020-10-02,34,17,0.0,12.6,7,100,06:52 PM,06:23 AM,05:55 AM,06:16 PM,7,27,27,26,23,15,45,0.3,1009,34,10,183,18,Botswana
2020-10-03,33,17,0.0,11.9,6,89,07:43 PM,06:54 AM,05:54 AM,06:17 PM,12,25,25,25,17,32,56,0.0,1012,33,10,125,13,Botswana
2020-10-04,37,19,0.0,12.6,7,82,08:33 PM,07:27 AM,05:53 AM,06:17 PM,10,28,28,28,16,28,43,0.2,1012,37,10,64,11,Botswana
2020-10-05,33,23,0.0,10.5,6,74,09:26 PM,08:00 AM,05:52 AM,06:17 PM,11,27,27,27,22,56,41,6.6,1013,33,9,65,17,Botswana
2020-10-06,20,18,0.0,9.2,4,67,10:18 PM,08:37 AM,05:51 AM,06:18 PM,16,19,19,19,24,78,84,86.8,1015,20,7,79,17,Botswana
2020-10-07,22,17,0.0,9.2,4,60,11:13 PM,09:17 AM,05:50 AM,06:18 PM,14,19,19,19,27,68,75,5.5,1015,22,9,45,21,Botswana
2020-10-08,25,17,0.0,12.7,5,53,No moonrise,10:02 AM,05:49 AM,06:19 PM,13,21,22,21,20,40,64,6.0,1014,25,9,51,15,Botswana
2020-10-09,31,19,0.0,12.7,7,45,12:07 AM,10:52 AM,05:48 AM,06:19 PM,12,25,25,25,14,13,50,0.0,1010,31,10,169,10,Botswana
2020-10-10,30,19,0.0,12.7,7,38,01:01 AM,11:48 AM,05:47 AM,06:20 PM,6,24,24,25,16,5,33,0.0,1010,30,10,194,10,Botswana
2020-10-11,19,12,0.0,8.0,4,31,01:53 AM,12:46 PM,05:46 AM,06:20 PM,9,18,19,18,18,59,60,25.4,1013,19,9,87,11,Botswana
2020-10-12,22,16,0.0,10.6,4,23,02:41 AM,01:49 PM,05:45 AM,06:20 PM,13,19,19,19,19,56,69,0.1,1017,22,10,41,15,Botswana
2020-10-13,28,15,0.0,12.8,5,16,03:27 AM,02:52 PM,05:44 AM,06:21 PM,10,21,21,21,13,19,55,0.0,1017,28,10,102,9,Botswana
2020-10-14,31,21,0.0,12.8,7,9,04:10 AM,03:57 PM,05:44 AM,06:21 PM,8,25,25,26,11,2,34,0.0,1017,31,10,161,8,Botswana
2020-10-15,30,19,0.0,12.8,7,2,04:51 AM,05:02 PM,05:43 AM,06:22 PM,10,24,24,24,18,2,43,0.0,1020,30,10,44,14,Botswana
2020-10-16,35,22,0.0,12.8,8,0,05:32 AM,06:08 PM,05:42 AM,06:22 PM,7,28,28,28,8,0,30,0.0,1016,35,10,193,5,Botswana
2020-10-17,34,23,0.0,12.8,7,0,06:13 AM,07:15 PM,05:41 AM,06:23 PM,6,29,29,29,18,0,25,0.0,1015,34,10,92,12,Botswana
2020-10-18,36,23,0.0,12.8,8,5,06:57 AM,08:23 PM,05:40 AM,06:23 PM,4,31,31,30,13,5,22,0.0,1012,36,10,199,8,Botswana
2020-10-19,37,26,0.0,12.9,8,13,07:44 AM,09:31 PM,05:39 AM,06:24 PM,3,31,31,31,13,8,18,0.0,1010,37,10,252,9,Botswana
2020-10-20,37,25,0.0,12.9,8,20,08:35 AM,10:37 PM,05:38 AM,06:24 PM,4,30,30,31,20,21,19,0.0,1008,37,10,109,13,Botswana
2020-10-21,32,25,0.0,12.9,7,27,09:31 AM,11:39 PM,05:37 AM,06:25 PM,6,27,27,28,26,16,26,0.0,1013,32,10,39,20,Botswana
2020-10-22,32,20,0.0,12.9,7,35,10:28 AM,No moonset,05:36 AM,06:25 PM,10,26,26,26,22,2,39,0.0,1018,32,10,36,17,Botswana
2020-10-23,36,22,0.0,12.9,8,42,11:27 AM,12:35 AM,05:36 AM,06:26 PM,8,28,28,29,13,3,29,0.0,1016,36,10,57,9,Botswana
2020-10-24,38,24,0.0,12.9,7,49,12:25 PM,01:25 AM,05:35 AM,06:27 PM,8,31,31,31,14,16,28,0.1,1012,38,10,81,9,Botswana
2020-10-25,36,24,0.0,12.9,8,56,01:22 PM,02:09 AM,05:34 AM,06:27 PM,6,30,30,30,15,14,24,0.3,1010,36,10,77,10,Botswana
2020-10-26,35,24,0.0,13.0,8,64,02:15 PM,02:47 AM,05:33 AM,06:28 PM,4,29,29,29,23,7,22,0.0,1011,35,10,60,16,Botswana
2020-10-27,34,23,0.0,13.0,8,71,03:08 PM,03:23 AM,05:33 AM,06:28 PM,5,28,28,29,23,6,23,0.0,1011,34,10,43,16,Botswana
2020-10-28,36,23,0.0,13.0,8,78,03:58 PM,03:55 AM,05:32 AM,06:29 PM,6,29,29,29,23,2,24,0.0,1011,36,10,40,16,Botswana
2020-10-29,35,23,0.0,13.0,8,85,04:48 PM,04:26 AM,05:31 AM,06:29 PM,3,28,28,29,26,1,20,0.0,1012,35,10,43,18,Botswana
2020-10-30,35,22,0.0,13.0,7,93,05:39 PM,04:57 AM,05:30 AM,06:30 PM,0,28,28,29,25,27,17,0.0,1014,35,10,52,17,Botswana
2020-10-31,32,21,0.0,13.0,7,97,06:29 PM,05:28 AM,05:30 AM,06:31 PM,8,26,26,26,30,14,35,0.3,1014,32,10,41,23,Botswana
2020-11-01,27,20,0.0,8.1,5,89,07:21 PM,06:01 AM,05:29 AM,06:31 PM,12,24,24,23,27,75,53,9.8,1014,27,9,50,21,Botswana
2020-11-02,30,19,0.0,9.4,6,81,08:14 PM,06:37 AM,05:28 AM,06:32 PM,13,24,24,24,24,59,52,13.9,1013,30,9,76,16,Botswana
2020-11-03,30,21,0.0,13.0,6,74,09:08 PM,07:16 AM,05:28 AM,06:32 PM,13,26,26,25,16,53,50,8.3,1013,30,9,109,11,Botswana
2020-11-04,31,22,0.0,10.7,6,66,10:03 PM,07:59 AM,05:27 AM,06:33 PM,14,26,26,26,19,57,49,4.6,1011,31,9,105,15,Botswana
2020-11-05,32,21,0.0,10.7,6,58,10:56 PM,08:47 AM,05:27 AM,06:34 PM,15,27,27,26,27,67,53,10.6,1008,32,9,102,19,Botswana
2020-11-06,35,21,0.0,13.1,7,51,11:48 PM,09:40 AM,05:26 AM,06:34 PM,11,28,28,28,17,5,44,0.0,1008,35,10,170,12,Botswana
2020-11-07,36,22,0.0,13.1,8,43,No moonrise,10:37 AM,05:25 AM,06:35 PM,4,29,29,30,12,3,21,0.0,1010,36,10,186,8,Botswana
2020-11-08,38,27,0.0,13.1,7,36,12:36 AM,11:36 AM,05:25 AM,06:36 PM,8,32,32,32,16,15,24,1.1,1010,38,10,105,12,Botswana
2020-11-09,36,23,0.0,12.0,7,28,01:22 AM,12:37 PM,05:24 AM,06:36 PM,13,29,29,29,20,58,42,6.4,1012,36,10,134,13,Botswana
2020-11-10,24,20,0.0,8.2,5,21,02:04 AM,01:39 PM,05:24 AM,06:37 PM,16,25,25,23,11,79,67,11.7,1014,24,9,107,9,Botswana
2020-11-11,28,13,0.0,12.0,5,13,02:44 AM,02:41 PM,05:23 AM,06:38 PM,15,23,23,22,15,46,65,0.0,1014,28,10,52,12,Botswana
2020-11-12,28,19,0.0,13.2,6,6,03:24 AM,03:45 PM,05:23 AM,06:38 PM,14,24,24,23,23,19,58,0.0,1016,28,10,42,18,Botswana
2020-11-13,30,21,0.0,13.2,7,0,04:03 AM,04:50 PM,05:23 AM,06:39 PM,9,25,25,25,17,8,39,0.0,1016,30,10,40,13,Botswana
2020-11-14,33,22,0.0,13.2,7,0,04:45 AM,05:58 PM,05:22 AM,06:40 PM,4,27,27,27,13,4,26,0.0,1012,33,10,59,9,Botswana
2020-11-15,34,22,0.0,13.2,7,0,05:30 AM,07:06 PM,05:22 AM,06:41 PM,3,28,28,28,13,5,21,0.0,1009,34,10,35,9,Botswana
2020-11-16,35,23,0.0,13.2,8,2,06:19 AM,08:15 PM,05:21 AM,06:41 PM,4,29,29,29,18,4,21,0.0,1009,35,10,37,13,Botswana
2020-11-17,34,24,0.0,13.2,8,9,07:14 AM,09:22 PM,05:21 AM,06:42 PM,6,28,28,29,17,16,24,0.0,1008,34,10,128,12,Botswana
2020-11-18,36,24,0.0,13.2,8,17,08:12 AM,10:23 PM,05:21 AM,06:43 PM,7,30,30,30,14,4,25,0.0,1007,36,10,209,10,Botswana
2020-11-19,37,27,0.0,13.2,7,24,09:14 AM,11:18 PM,05:21 AM,06:43 PM,9,31,31,32,9,14,26,0.6,1006,37,10,242,7,Botswana
2020-11-20,31,24,0.0,13.2,6,32,10:14 AM,No moonset,05:20 AM,06:44 PM,14,27,27,27,20,57,46,5.4,1010,31,9,103,16,Botswana
2020-11-21,20,14,0.0,9.5,4,39,11:13 AM,12:06 AM,05:20 AM,06:45 PM,16,19,20,19,23,79,80,24.7,1015,20,7,46,18,Botswana
2020-11-22,30,18,0.0,9.5,6,47,12:09 PM,12:47 AM,05:20 AM,06:46 PM,17,25,25,24,16,63,68,4.7,1011,30,10,118,13,Botswana
2020-11-23,31,21,0.0,8.3,6,54,01:02 PM,01:24 AM,05:20 AM,06:46 PM,17,27,27,26,19,80,63,5.5,1010,31,9,158,14,Botswana
2020-11-24,33,22,0.0,13.3,8,62,01:54 PM,01:57 AM,05:20 AM,06:47 PM,14,29,29,28,17,8,48,0.0,1007,33,10,173,12,Botswana
2020-11-25,35,22,0.0,13.3,8,70,02:44 PM,02:28 AM,05:19 AM,06:48 PM,6,29,29,29,18,1,25,0.0,1008,35,10,204,11,Botswana
2020-11-26,28,21,0.0,8.3,5,77,03:34 PM,02:59 AM,05:19 AM,06:49 PM,16,27,27,24,19,67,64,8.5,1012,28,10,52,15,Botswana
2020-11-27,35,21,0.0,13.3,8,85,04:24 PM,03:30 AM,05:19 AM,06:49 PM,15,29,29,28,15,10,46,0.0,1012,35,10,79,11,Botswana
2020-11-28,32,22,0.0,13.3,6,92,05:16 PM,04:02 AM,05:19 AM,06:50 PM,15,28,28,27,28,49,53,2.0,1013,32,10,36,22,Botswana
2020-11-29,32,20,0.0,10.8,6,100,06:09 PM,04:37 AM,05:19 AM,06:51 PM,16,27,27,26,11,53,60,3.8,1011,32,9,200,9,Botswana
2020-11-30,29,22,0.0,12.0,6,100,07:03 PM,05:15 AM,05:19 AM,06:51 PM,16,27,27,25,19,61,62,43.5,1010,29,9,104,13,Botswana
2020-12-01,32,18,0.0,10.8,6,89,07:58 PM,05:57 AM,05:19 AM,06:52 PM,16,25,25,24,13,61,63,22.1,1008,32,9,163,9,Botswana
2020-12-02,36,22,0.0,13.3,8,82,08:53 PM,06:44 AM,05:19 AM,06:53 PM,9,29,29,29,15,4,39,0.1,1007,36,10,192,11,Botswana
2020-12-03,29,21,0.0,12.0,6,75,09:45 PM,07:36 AM,05:19 AM,06:54 PM,14,26,26,25,24,62,57,1.3,1012,29,10,40,20,Botswana
2020-12-04,33,20,0.0,13.4,6,67,10:34 PM,08:31 AM,05:19 AM,06:54 PM,13,27,27,27,22,16,48,1.2,1011,33,10,57,16,Botswana
2020-12-05,28,19,0.0,10.8,5,60,11:21 PM,09:30 AM,05:20 AM,06:55 PM,14,25,25,24,29,65,58,5.6,1014,28,10,75,22,Botswana
2020-12-06,30,18,0.0,13.3,6,53,No moonrise,10:29 AM,05:20 AM,06:56 PM,13,23,23,23,21,35,56,0.0,1014,30,10,40,17,Botswana
2020-12-07,31,19,0.0,13.4,7,46,12:03 AM,11:30 AM,05:20 AM,06:56 PM,14,25,25,25,21,29,56,0.0,1014,31,10,38,17,Botswana
2020-12-08,26,20,0.0,10.8,5,38,12:42 AM,12:29 PM,05:20 AM,06:57 PM,15,24,24,23,25,50,62,1.1,1015,26,10,39,20,Botswana
2020-12-09,33,20,0.0,13.4,7,31,01:20 AM,01:31 PM,05:20 AM,06:58 PM,15,26,26,26,19,37,54,7.3,1010,33,9,104,13,Botswana
2020-12-10,35,23,0.0,13.4,8,24,01:58 AM,02:32 PM,05:21 AM,06:58 PM,13,29,29,29,17,8,39,0.0,1008,35,10,65,12,Botswana
2020-12-11,36,25,0.0,13.3,7,17,02:37 AM,03:36 PM,05:21 AM,06:59 PM,12,30,30,30,16,26,33,0.8,1007,36,10,155,11,Botswana
2020-12-12,35,26,0.0,8.6,7,9,03:19 AM,04:42 PM,05:21 AM,07:00 PM,13,30,30,30,18,63,37,3.1,1008,35,10,165,12,Botswana
2020-12-13,33,20,0.0,13.3,6,2,04:04 AM,05:51 PM,05:21 AM,07:00 PM,15,27,27,27,15,48,53,7.6,1010,33,9,80,12,Botswana
2020-12-14,30,21,0.0,13.3,6,0,04:56 AM,06:58 PM,05:22 AM,07:01 PM,17,27,27,26,15,60,63,13.6,1011,30,9,124,10,Botswana
2020-12-15,29,21,0.0,13.3,6,0,05:53 AM,08:04 PM,05:22 AM,07:02 PM,16,26,26,25,14,34,60,0.4,1010,29,10,69,11,Botswana
2020-12-16,28,21,0.0,12.1,6,5,06:54 AM,09:03 PM,05:23 AM,07:02 PM,17,26,26,24,19,44,67,2.9,1011,28,10,63,14,Botswana
2020-12-17,25,19,0.0,9.8,5,12,07:56 AM,09:56 PM,05:23 AM,07:03 PM,17,22,22,21,20,71,76,1.7,1012,25,10,49,15,Botswana
2020-12-18,26,19,0.0,12.2,5,20,08:58 AM,10:41 PM,05:23 AM,07:03 PM,17,23,23,22,18,52,75,0.7,1012,26,10,61,15,Botswana
2020-12-19,27,18,0.0,12.2,5,27,09:57 AM,11:21 PM,05:24 AM,07:04 PM,17,23,23,22,19,53,73,0.1,1012,27,10,51,15,Botswana
2020-12-20,27,19,0.0,11.0,5,34,10:53 AM,11:56 PM,05:24 AM,07:04 PM,18,22,22,22,19,65,78,7.8,1013,27,8,45,14,Botswana
2020-12-21,29,21,0.0,13.3,6,41,11:46 AM,No moonset,05:25 AM,07:05 PM,17,26,26,25,17,45,63,2.8,1012,29,10,45,12,Botswana
2020-12-22,29,21,0.0,9.8,6,49,12:37 PM,12:29 AM,05:25 AM,07:05 PM,19,26,26,24,19,74,75,26.0,1008,29,8,166,11,Botswana
2020-12-23,31,22,0.0,11.0,6,56,01:28 PM,01:00 AM,05:26 AM,07:06 PM,17,28,28,26,10,57,60,11.3,1007,31,9,178,6,Botswana
2020-12-24,35,22,0.0,13.8,8,63,02:17 PM,01:31 AM,05:26 AM,07:06 PM,8,29,29,29,16,2,30,0.0,1007,35,10,185,11,Botswana
2020-12-25,30,22,0.0,11.0,6,70,03:09 PM,02:02 AM,05:27 AM,07:07 PM,17,27,27,26,17,38,63,0.2,1009,30,10,55,13,Botswana
2020-12-26,32,22,0.0,13.8,7,78,04:01 PM,02:36 AM,05:27 AM,07:07 PM,17,28,28,27,16,20,57,0.0,1010,32,10,27,11,Botswana
2020-12-27,34,24,0.0,13.8,8,85,04:55 PM,03:13 AM,05:28 AM,07:07 PM,15,29,29,29,16,10,45,0.0,1009,34,10,70,12,Botswana
2020-12-28,34,25,0.0,13.3,7,92,05:50 PM,03:53 AM,05:29 AM,07:08 PM,16,30,30,29,17,42,46,1.6,1009,34,10,40,12,Botswana
2020-12-29,34,23,0.0,13.3,6,100,06:45 PM,04:39 AM,05:29 AM,07:08 PM,17,29,29,28,20,50,52,2.2,1009,34,10,49,14,Botswana
2020-12-30,36,25,0.0,13.8,8,100,07:40 PM,05:30 AM,05:30 AM,07:09 PM,13,31,31,31,9,10,37,0.0,1007,36,10,93,6,Botswana
2020-12-31,34,26,0.0,13.8,8,89,08:31 PM,06:25 AM,05:31 AM,07:09 PM,15,30,30,29,20,25,43,0.3,1007,34,10,70,15,Botswana
2021-01-01,31,23,0.0,11.0,6,79,09:19 PM,07:24 AM,05:31 AM,07:09 PM,18,28,28,27,15,60,61,10.5,1009,31,9,92,11,Botswana
2021-01-02,26,20,0.0,11.0,5,71,10:03 PM,08:24 AM,05:32 AM,07:09 PM,17,23,23,22,32,64,71,25.8,1015,26,8,84,22,Botswana
2021-01-03,29,18,0.0,13.8,6,64,10:43 PM,09:25 AM,05:33 AM,07:10 PM,14,24,24,23,22,24,58,0.0,1015,29,10,42,17,Botswana
2021-01-04,29,21,0.0,13.8,7,57,11:21 PM,10:24 AM,05:33 AM,07:10 PM,15,26,26,25,15,26,57,0.0,1011,29,10,29,11,Botswana
2021-01-05,32,22,0.0,13.8,7,50,11:58 PM,11:24 AM,05:34 AM,07:10 PM,13,28,28,27,14,14,43,0.0,1008,32,10,95,10,Botswana
2021-01-06,33,23,0.0,12.1,6,42,No moonrise,12:23 PM,05:35 AM,07:10 PM,16,28,28,27,12,41,53,0.7,1007,33,10,168,8,Botswana
2021-01-07,31,23,0.0,8.6,6,35,12:35 AM,01:25 PM,05:35 AM,07:10 PM,18,29,29,27,16,81,63,11.4,1009,31,9,84,11,Botswana
2021-01-08,29,21,0.0,12.1,6,28,01:14 AM,02:27 PM,05:36 AM,07:10 PM,18,26,26,24,13,58,71,2.9,1010,29,10,58,11,Botswana
2021-01-09,31,22,0.0,11.0,6,20,01:57 AM,03:33 PM,05:37 AM,07:11 PM,16,28,28,27,17,54,56,8.3,1008,31,9,75,12,Botswana
2021-01-10,33,23,0.0,12.1,6,13,02:44 AM,04:39 PM,05:38 AM,07:11 PM,15,28,28,27,13,53,51,2.4,1007,33,10,81,9,Botswana
2021-01-11,32,24,0.0,13.7,7,6,03:37 AM,05:44 PM,05:38 AM,07:11 PM,13,28,28,27,21,24,42,0.0,1009,32,10,56,17,Botswana
2021-01-12,32,23,0.0,13.3,6,0,04:35 AM,06:46 PM,05:39 AM,07:11 PM,15,28,28,28,17,37,49,0.4,1011,32,10,41,13,Botswana
2021-01-13,32,24,0.0,13.3,6,0,05:37 AM,07:42 PM,05:40 AM,07:11 PM,15,28,28,28,16,42,47,0.2,1010,32,10,67,12,Botswana
2021-01-14,31,23,0.0,13.7,6,1,06:39 AM,08:31 PM,05:40 AM,07:11 PM,16,28,28,27,18,42,50,0.2,1009,31,10,68,14,Botswana
2021-01-15,33,22,0.0,13.3,6,8,07:41 AM,09:14 PM,05:41 AM,07:11 PM,16,28,28,27,14,46,53,5.8,1007,33,9,65,11,Botswana
2021-01-16,34,24,0.0,13.3,7,16,08:39 AM,09:52 PM,05:42 AM,07:11 PM,16,30,30,29,11,33,47,0.3,1004,34,10,163,8,Botswana
