date_time,Burundi_maxtempC,Burundi_mintempC,Burundi_totalSnow_cm,Burundi_sunHour,Burundi_uvIndex,Burundi_moon_illumination,Burundi_moonrise,Burundi_moonset,Burundi_sunrise,Burundi_sunset,Burundi_DewPointC,Burundi_FeelsLikeC,Burundi_HeatIndexC,Burundi_WindChillC,Burundi_WindGustKmph,Burundi_cloudcover,Burundi_humidity,Burundi_precipMM,Burundi_pressure,Burundi_tempC,Burundi_visibility,Burundi_winddirDegree,Burundi_windspeedKmph,Burundi_location
2021-01-01,25,20,0.0,7.9,5,79,08:28 PM,07:49 AM,05:57 AM,06:15 PM,19,24,24,22,6,72,81,18.7,1012,25,9,89,4,Burundi
2021-01-02,23,20,0.0,7.9,5,71,09:19 PM,08:43 AM,05:57 AM,06:16 PM,19,21,23,21,5,70,86,11.3,1014,23,9,155,4,Burundi
2021-01-03,23,18,0.0,10.5,5,64,10:08 PM,09:36 AM,05:58 AM,06:16 PM,18,20,21,20,6,63,87,28.5,1015,23,8,111,4,Burundi
2021-01-04,23,19,0.0,7.9,5,57,10:56 PM,10:26 AM,05:58 AM,06:17 PM,19,21,23,21,8,78,86,8.6,1013,23,10,155,6,Burundi
2021-01-05,26,18,0.0,7.9,5,50,11:43 PM,11:16 AM,05:59 AM,06:17 PM,18,24,24,22,9,70,76,7.8,1011,26,9,152,6,Burundi
2021-01-06,25,19,0.0,7.9,5,42,No moonrise,12:06 PM,05:59 AM,06:18 PM,18,23,23,22,7,76,80,12.4,1012,25,9,106,5,Burundi
2021-01-07,25,19,0.0,7.6,5,35,12:29 AM,12:57 PM,06:00 AM,06:18 PM,18,24,24,22,8,79,78,9.5,1011,25,9,131,5,Burundi
2021-01-08,27,19,0.0,10.4,5,28,01:19 AM,01:50 PM,06:00 AM,06:18 PM,19,24,24,23,9,67,79,10.8,1011,27,9,141,6,Burundi
2021-01-09,23,19,0.0,6.1,5,20,02:10 AM,02:46 PM,06:01 AM,06:19 PM,19,21,23,21,13,71,87,12.9,1013,23,9,140,10,Burundi
2021-01-10,26,18,0.0,8.8,5,13,03:06 AM,03:45 PM,06:01 AM,06:19 PM,16,21,22,21,8,58,76,1.4,1013,26,10,186,5,Burundi
2021-01-11,26,19,0.0,6.1,5,6,04:04 AM,04:46 PM,06:01 AM,06:19 PM,19,23,23,22,8,68,85,18.5,1012,26,9,140,6,Burundi
2021-01-12,23,18,0.0,7.5,5,0,05:05 AM,05:47 PM,06:02 AM,06:20 PM,18,21,22,21,8,65,86,9.5,1013,23,9,65,6,Burundi
2021-01-13,26,20,0.0,10.2,5,0,06:06 AM,06:46 PM,06:02 AM,06:20 PM,18,25,25,23,6,56,73,1.3,1012,26,9,121,5,Burundi
2021-01-14,22,19,0.0,7.5,5,1,07:04 AM,07:42 PM,06:03 AM,06:20 PM,19,20,22,20,5,78,91,24.3,1013,22,8,94,4,Burundi
2021-01-15,24,18,0.0,7.5,5,8,07:59 AM,08:32 PM,06:03 AM,06:21 PM,18,21,23,21,9,68,84,8.7,1013,24,10,126,6,Burundi
2021-01-16,25,18,0.0,7.5,5,16,08:49 AM,09:18 PM,06:04 AM,06:21 PM,19,23,23,22,6,70,84,8.5,1012,25,9,147,4,Burundi
2021-01-17,26,20,0.0,6.1,5,23,09:37 AM,10:01 PM,06:04 AM,06:21 PM,19,24,24,23,5,57,77,9.7,1013,26,9,72,3,Burundi
2021-01-18,28,20,0.0,6.1,5,30,10:20 AM,10:42 PM,06:04 AM,06:21 PM,19,26,26,24,6,74,75,5.0,1012,28,9,159,4,Burundi
2021-01-19,28,20,0.0,10.2,5,38,11:03 AM,11:21 PM,06:05 AM,06:22 PM,19,25,25,23,8,52,76,2.7,1012,28,10,76,6,Burundi
2021-01-20,25,20,0.0,8.8,5,45,11:45 AM,No moonset,06:05 AM,06:22 PM,19,24,24,22,9,59,80,9.3,1013,25,9,134,6,Burundi
2021-01-21,25,20,0.0,6.1,5,52,12:27 PM,12:01 AM,06:05 AM,06:22 PM,20,24,24,23,9,78,83,15.4,1013,25,9,129,6,Burundi
2021-01-22,24,20,0.0,7.5,5,59,01:11 PM,12:41 AM,06:06 AM,06:22 PM,20,24,24,23,7,68,84,4.1,1013,24,10,151,6,Burundi
2021-01-23,25,19,0.0,6.1,5,67,01:57 PM,01:24 AM,06:06 AM,06:23 PM,19,24,24,23,6,77,79,12.1,1012,25,9,149,4,Burundi
2021-01-24,25,21,0.0,6.1,5,74,02:45 PM,02:09 AM,06:06 AM,06:23 PM,19,24,24,23,10,75,81,18.6,1012,25,9,109,6,Burundi
2021-01-25,25,20,0.0,7.5,5,81,03:37 PM,02:58 AM,06:07 AM,06:23 PM,19,24,24,22,10,70,79,12.7,1013,25,9,126,6,Burundi
2021-01-26,25,20,0.0,7.5,5,88,04:30 PM,03:49 AM,06:07 AM,06:23 PM,19,24,24,23,9,70,81,15.4,1013,25,9,197,6,Burundi
2021-01-27,25,20,0.0,7.5,5,96,05:25 PM,04:43 AM,06:07 AM,06:23 PM,19,24,24,23,4,72,81,4.5,1013,25,9,149,3,Burundi
2021-01-28,27,19,0.0,11.6,5,100,06:19 PM,05:39 AM,06:07 AM,06:23 PM,18,24,24,23,7,47,72,1.8,1012,27,10,107,5,Burundi
2021-01-29,27,20,0.0,6.1,5,90,07:13 PM,06:34 AM,06:08 AM,06:23 PM,18,25,25,23,6,53,72,1.5,1013,27,10,120,5,Burundi
2021-01-30,27,20,0.0,7.5,5,82,08:04 PM,07:29 AM,06:08 AM,06:23 PM,19,25,25,24,7,57,75,4.3,1013,27,10,115,5,Burundi
2021-01-31,26,19,0.0,7.5,5,79,08:53 PM,08:21 AM,06:08 AM,06:23 PM,18,24,24,23,7,55,73,4.6,1011,26,10,119,5,Burundi
2021-02-01,26,20,0.0,7.5,5,63,09:41 PM,09:13 AM,06:08 AM,06:24 PM,19,25,25,23,8,74,79,12.3,1013,26,9,212,5,Burundi
2021-02-02,30,18,0.0,7.5,6,55,10:28 PM,10:03 AM,06:09 AM,06:24 PM,18,25,25,24,7,59,72,1.4,1014,30,10,91,5,Burundi
2021-02-03,27,19,0.0,7.5,5,48,11:16 PM,10:54 AM,06:09 AM,06:24 PM,17,24,24,23,8,45,69,2.6,1014,27,10,94,5,Burundi
2021-02-04,25,19,0.0,7.5,5,40,No moonrise,11:46 AM,06:09 AM,06:24 PM,17,24,24,22,9,58,73,7.0,1013,25,9,125,6,Burundi
2021-02-05,27,19,0.0,6.1,5,33,12:06 AM,12:40 PM,06:09 AM,06:24 PM,18,24,24,23,6,77,75,9.9,1013,27,9,107,4,Burundi
2021-02-06,25,20,0.0,6.1,5,25,12:59 AM,01:37 PM,06:09 AM,06:24 PM,18,24,24,22,7,74,76,8.2,1013,25,9,66,5,Burundi
2021-02-07,28,21,0.0,8.8,6,18,01:55 AM,02:35 PM,06:09 AM,06:24 PM,18,26,26,24,5,56,67,0.4,1011,28,10,142,4,Burundi
