date_time,Papua%20New%20Guinea_maxtempC,Papua%20New%20Guinea_mintempC,Papua%20New%20Guinea_totalSnow_cm,Papua%20New%20Guinea_sunHour,Papua%20New%20Guinea_uvIndex,Papua%20New%20Guinea_moon_illumination,Papua%20New%20Guinea_moonrise,Papua%20New%20Guinea_moonset,Papua%20New%20Guinea_sunrise,Papua%20New%20Guinea_sunset,Papua%20New%20Guinea_DewPointC,Papua%20New%20Guinea_FeelsLikeC,Papua%20New%20Guinea_HeatIndexC,Papua%20New%20Guinea_WindChillC,Papua%20New%20Guinea_WindGustKmph,Papua%20New%20Guinea_cloudcover,Papua%20New%20Guinea_humidity,Papua%20New%20Guinea_precipMM,Papua%20New%20Guinea_pressure,Papua%20New%20Guinea_tempC,Papua%20New%20Guinea_visibility,Papua%20New%20Guinea_winddirDegree,Papua%20New%20Guinea_windspeedKmph,Papua%20New%20Guinea_location
2020-12-04,30,25,0.0,8.0,6,67,09:43 PM,08:39 AM,05:42 AM,06:21 PM,24,31,31,27,13,80,84,25.1,1008,30,7,109,8,Papua%20New%20Guinea
2020-12-05,31,26,0.0,12.8,6,60,10:33 PM,09:35 AM,05:43 AM,06:21 PM,24,32,32,28,12,52,82,8.8,1008,31,9,169,8,Papua%20New%20Guinea
2020-12-06,30,25,0.0,8.0,6,53,11:22 PM,10:29 AM,05:43 AM,06:22 PM,24,32,32,27,12,78,84,6.9,1009,30,9,138,8,Papua%20New%20Guinea
2020-12-07,29,25,0.0,9.3,6,46,No moonrise,11:23 AM,05:43 AM,06:22 PM,24,30,30,27,9,68,84,11.4,1010,29,9,107,5,Papua%20New%20Guinea
2020-12-08,28,25,0.0,9.3,6,38,12:08 AM,12:16 PM,05:44 AM,06:23 PM,23,30,30,26,12,61,82,2.7,1010,28,10,241,8,Papua%20New%20Guinea
2020-12-09,29,25,0.0,8.0,6,31,12:54 AM,01:10 PM,05:44 AM,06:23 PM,23,30,30,27,9,60,82,9.0,1010,29,9,136,5,Papua%20New%20Guinea
2020-12-10,30,25,0.0,11.9,6,24,01:39 AM,02:03 PM,05:44 AM,06:24 PM,23,30,30,27,14,46,81,10.1,1009,30,9,133,9,Papua%20New%20Guinea
2020-12-11,28,25,0.0,9.3,6,17,02:24 AM,02:59 PM,05:45 AM,06:24 PM,23,30,30,26,8,67,84,9.0,1009,28,9,148,5,Papua%20New%20Guinea
2020-12-12,29,24,0.0,11.9,6,9,03:13 AM,03:57 PM,05:45 AM,06:25 PM,22,29,29,27,10,47,77,2.8,1008,29,10,129,7,Papua%20New%20Guinea
2020-12-13,29,25,0.0,9.3,6,2,04:04 AM,04:58 PM,05:46 AM,06:25 PM,23,30,30,27,12,57,80,7.8,1007,29,9,174,7,Papua%20New%20Guinea
2020-12-14,30,25,0.0,12.8,6,0,05:00 AM,06:01 PM,05:46 AM,06:26 PM,23,30,30,27,9,46,78,3.6,1007,30,10,130,6,Papua%20New%20Guinea
2020-12-15,30,25,0.0,11.9,6,0,05:59 AM,07:05 PM,05:46 AM,06:26 PM,22,30,30,27,11,37,76,1.2,1007,30,10,130,7,Papua%20New%20Guinea
2020-12-16,31,25,0.0,12.8,6,5,07:00 AM,08:06 PM,05:47 AM,06:27 PM,23,31,31,28,9,37,75,8.8,1007,31,9,120,6,Papua%20New%20Guinea
2020-12-17,30,26,0.0,10.6,6,12,08:01 AM,09:04 PM,05:47 AM,06:27 PM,23,31,31,27,9,52,79,12.7,1006,30,9,112,6,Papua%20New%20Guinea
2020-12-18,31,25,0.0,12.8,6,20,09:00 AM,09:56 PM,05:48 AM,06:28 PM,24,31,31,28,14,40,80,5.5,1006,31,10,113,9,Papua%20New%20Guinea
2020-12-19,31,26,0.0,10.6,6,27,09:55 AM,10:43 PM,05:48 AM,06:29 PM,24,31,31,28,17,55,80,7.1,1007,31,9,147,11,Papua%20New%20Guinea
2020-12-20,30,25,0.0,11.9,6,34,10:46 AM,11:26 PM,05:49 AM,06:29 PM,23,31,31,27,8,63,76,4.3,1007,30,10,153,6,Papua%20New%20Guinea
2020-12-21,30,25,0.0,12.8,6,41,11:35 AM,No moonset,05:49 AM,06:30 PM,22,30,30,27,11,33,74,1.2,1007,30,10,140,8,Papua%20New%20Guinea
2020-12-22,31,25,0.0,12.8,6,49,12:20 PM,12:05 AM,05:50 AM,06:30 PM,23,31,31,28,12,51,76,4.6,1007,31,10,165,9,Papua%20New%20Guinea
2020-12-23,31,25,0.0,12.8,6,56,01:04 PM,12:43 AM,05:50 AM,06:30 PM,22,30,30,27,10,50,75,7.8,1008,31,8,116,7,Papua%20New%20Guinea
2020-12-24,31,25,0.0,10.6,6,63,01:48 PM,01:20 AM,05:51 AM,06:31 PM,22,30,30,27,8,67,75,9.1,1008,31,9,119,6,Papua%20New%20Guinea
2020-12-25,29,25,0.0,10.6,6,70,02:32 PM,01:57 AM,05:51 AM,06:31 PM,23,30,30,27,10,63,83,20.9,1008,29,8,150,6,Papua%20New%20Guinea
2020-12-26,29,25,0.0,10.6,6,78,03:19 PM,02:35 AM,05:52 AM,06:32 PM,23,31,31,27,8,52,79,9.3,1008,29,10,139,5,Papua%20New%20Guinea
2020-12-27,30,25,0.0,11.9,6,85,04:07 PM,03:16 AM,05:52 AM,06:32 PM,23,31,31,27,8,56,80,4.5,1007,30,10,146,6,Papua%20New%20Guinea
2020-12-28,31,25,0.0,12.8,6,92,04:57 PM,04:00 AM,05:53 AM,06:33 PM,23,31,31,28,11,46,78,19.7,1007,31,8,150,7,Papua%20New%20Guinea
2020-12-29,30,25,0.0,9.3,6,100,05:50 PM,04:48 AM,05:53 AM,06:33 PM,23,30,30,27,15,73,80,14.7,1007,30,9,190,10,Papua%20New%20Guinea
2020-12-30,31,25,0.0,8.0,6,100,06:44 PM,05:39 AM,05:54 AM,06:34 PM,23,31,31,27,11,79,78,13.7,1007,31,9,175,7,Papua%20New%20Guinea
2020-12-31,29,25,0.0,11.9,6,89,07:38 PM,06:33 AM,05:54 AM,06:34 PM,23,30,30,27,13,59,81,12.4,1008,29,9,183,9,Papua%20New%20Guinea
2021-01-01,29,25,0.0,10.6,6,79,08:30 PM,07:29 AM,05:55 AM,06:35 PM,23,30,30,27,11,65,79,3.4,1008,29,9,98,7,Papua%20New%20Guinea
2021-01-02,31,26,0.0,12.8,6,71,09:20 PM,08:24 AM,05:55 AM,06:35 PM,23,31,31,28,9,47,76,2.4,1007,31,10,126,7,Papua%20New%20Guinea
2021-01-03,30,25,0.0,12.8,7,64,10:07 PM,09:20 AM,05:56 AM,06:35 PM,23,31,31,28,8,31,76,1.4,1007,30,10,146,5,Papua%20New%20Guinea
2021-01-04,30,26,0.0,11.9,6,57,10:53 PM,10:13 AM,05:56 AM,06:36 PM,24,31,31,27,15,59,80,3.3,1007,30,10,200,11,Papua%20New%20Guinea
2021-01-05,31,25,0.0,12.8,6,50,11:37 PM,11:06 AM,05:57 AM,06:36 PM,23,31,31,28,12,41,75,4.0,1007,31,10,136,8,Papua%20New%20Guinea
2021-01-06,30,26,0.0,11.9,6,42,No moonrise,11:58 AM,05:57 AM,06:36 PM,23,31,31,28,9,61,78,5.0,1007,30,10,155,6,Papua%20New%20Guinea
2021-01-07,31,26,0.0,12.8,6,35,12:21 AM,12:51 PM,05:58 AM,06:37 PM,23,31,31,28,11,36,78,2.9,1006,31,10,146,7,Papua%20New%20Guinea
2021-01-08,30,25,0.0,12.8,6,28,01:07 AM,01:46 PM,05:59 AM,06:37 PM,24,32,32,27,11,34,82,33.2,1006,30,8,169,7,Papua%20New%20Guinea
2021-01-09,29,25,0.0,9.3,6,20,01:55 AM,02:43 PM,05:59 AM,06:37 PM,24,31,31,27,13,65,83,7.9,1007,29,10,119,8,Papua%20New%20Guinea
2021-01-10,29,25,0.0,10.4,6,13,02:47 AM,03:44 PM,06:00 AM,06:38 PM,24,30,30,26,9,64,84,14.6,1007,29,9,123,6,Papua%20New%20Guinea
2021-01-11,30,25,0.0,9.1,6,6,03:43 AM,04:46 PM,06:00 AM,06:38 PM,23,31,31,27,9,59,80,2.3,1008,30,10,144,6,Papua%20New%20Guinea
2021-01-12,30,25,0.0,8.9,6,0,04:42 AM,05:48 PM,06:01 AM,06:38 PM,23,31,31,28,8,48,77,2.7,1007,30,10,133,6,Papua%20New%20Guinea
2021-01-13,30,26,0.0,8.9,6,0,05:43 AM,06:47 PM,06:01 AM,06:38 PM,24,32,32,28,10,52,82,14.8,1007,30,9,179,6,Papua%20New%20Guinea
2021-01-14,29,25,0.0,8.9,6,1,06:43 AM,07:43 PM,06:02 AM,06:39 PM,24,30,30,27,13,61,83,5.3,1007,29,10,236,9,Papua%20New%20Guinea
2021-01-15,30,25,0.0,7.5,6,8,07:41 AM,08:33 PM,06:02 AM,06:39 PM,23,30,30,27,16,56,81,24.7,1005,30,8,132,10,Papua%20New%20Guinea
2021-01-16,30,24,0.0,11.6,6,16,08:34 AM,09:18 PM,06:03 AM,06:39 PM,23,30,30,27,11,51,81,17.3,1006,30,9,179,8,Papua%20New%20Guinea
2021-01-17,30,26,0.0,7.5,6,23,09:25 AM,10:00 PM,06:03 AM,06:39 PM,24,31,31,27,10,67,80,3.6,1006,30,10,160,7,Papua%20New%20Guinea
2021-01-18,31,26,0.0,8.9,6,30,10:12 AM,10:39 PM,06:03 AM,06:39 PM,24,33,33,28,10,60,80,8.0,1006,31,9,171,7,Papua%20New%20Guinea
2021-01-19,30,26,0.0,10.2,6,38,10:57 AM,11:16 PM,06:04 AM,06:40 PM,24,32,32,28,9,59,80,4.0,1008,30,10,138,6,Papua%20New%20Guinea
2021-01-20,31,26,0.0,10.2,6,45,11:42 AM,11:54 PM,06:04 AM,06:40 PM,24,32,32,28,11,40,81,14.8,1008,31,9,154,7,Papua%20New%20Guinea
2021-01-21,30,25,0.0,7.5,6,52,12:26 PM,No moonset,06:05 AM,06:40 PM,24,31,31,27,12,69,82,14.6,1008,30,9,204,8,Papua%20New%20Guinea
2021-01-22,30,25,0.0,7.5,6,59,01:12 PM,12:31 AM,06:05 AM,06:40 PM,23,30,30,27,13,72,81,7.4,1007,30,10,257,9,Papua%20New%20Guinea
2021-01-23,31,25,0.0,8.9,6,67,01:59 PM,01:11 AM,06:06 AM,06:40 PM,23,31,31,27,14,42,79,9.6,1007,31,9,172,10,Papua%20New%20Guinea
2021-01-24,28,25,0.0,7.5,6,74,02:48 PM,01:54 AM,06:06 AM,06:40 PM,23,29,29,26,17,64,83,15.0,1008,28,9,173,10,Papua%20New%20Guinea
2021-01-25,29,25,0.0,7.5,6,81,03:40 PM,02:39 AM,06:07 AM,06:40 PM,23,30,30,27,16,71,81,13.0,1007,29,9,132,9,Papua%20New%20Guinea
2021-01-26,31,23,0.0,10.2,6,88,04:33 PM,03:29 AM,06:07 AM,06:40 PM,22,30,30,27,12,53,73,3.9,1005,31,9,150,8,Papua%20New%20Guinea
2021-01-27,31,26,0.0,8.9,6,96,05:28 PM,04:22 AM,06:07 AM,06:40 PM,23,31,31,28,10,57,74,3.4,1005,31,9,148,7,Papua%20New%20Guinea
2021-01-28,29,26,0.0,7.5,6,100,06:21 PM,05:18 AM,06:08 AM,06:40 PM,23,30,30,27,21,73,79,12.7,1005,29,9,201,12,Papua%20New%20Guinea
2021-01-29,27,23,0.0,7.5,6,90,07:14 PM,06:15 AM,06:08 AM,06:40 PM,22,28,28,25,24,85,82,92.0,1006,27,7,339,15,Papua%20New%20Guinea
2021-01-30,27,24,0.0,6.2,6,82,08:03 PM,07:12 AM,06:09 AM,06:40 PM,23,29,29,26,32,92,84,45.5,1006,27,8,284,19,Papua%20New%20Guinea
2021-01-31,24,17,0.0,6.2,5,79,08:50 PM,08:07 AM,06:09 AM,06:40 PM,23,25,25,22,27,92,93,314.7,1006,24,6,346,15,Papua%20New%20Guinea
2021-02-01,24,17,0.0,6.2,5,63,09:36 PM,09:01 AM,06:09 AM,06:40 PM,22,25,25,22,23,85,90,93.9,1006,24,8,261,13,Papua%20New%20Guinea
2021-02-02,25,23,0.0,6.2,5,55,10:20 PM,09:55 AM,06:10 AM,06:40 PM,23,26,26,24,28,84,92,60.6,1007,25,7,339,17,Papua%20New%20Guinea
2021-02-03,27,22,0.0,7.5,6,48,11:05 PM,10:48 AM,06:10 AM,06:40 PM,23,27,27,25,22,73,87,15.2,1007,27,9,259,14,Papua%20New%20Guinea
2021-02-04,29,23,0.0,7.5,6,40,11:52 PM,11:42 AM,06:10 AM,06:40 PM,22,28,28,25,14,70,81,18.0,1007,29,8,211,8,Papua%20New%20Guinea
2021-02-05,31,25,0.0,10.2,6,33,No moonrise,12:38 PM,06:11 AM,06:39 PM,22,31,31,28,18,52,71,0.5,1007,31,9,243,12,Papua%20New%20Guinea
2021-02-06,29,25,0.0,10.2,6,25,12:42 AM,01:36 PM,06:11 AM,06:39 PM,23,30,30,27,10,52,79,5.4,1006,29,10,167,6,Papua%20New%20Guinea
2021-02-07,31,26,0.0,11.6,7,18,01:35 AM,02:35 PM,06:11 AM,06:39 PM,22,32,32,28,11,28,70,0.0,1006,31,10,171,8,Papua%20New%20Guinea
