date_time,Papua%20New%20Guinea_maxtempC,Papua%20New%20Guinea_mintempC,Papua%20New%20Guinea_totalSnow_cm,Papua%20New%20Guinea_sunHour,Papua%20New%20Guinea_uvIndex,Papua%20New%20Guinea_moon_illumination,Papua%20New%20Guinea_moonrise,Papua%20New%20Guinea_moonset,Papua%20New%20Guinea_sunrise,Papua%20New%20Guinea_sunset,Papua%20New%20Guinea_DewPointC,Papua%20New%20Guinea_FeelsLikeC,Papua%20New%20Guinea_HeatIndexC,Papua%20New%20Guinea_WindChillC,Papua%20New%20Guinea_WindGustKmph,Papua%20New%20Guinea_cloudcover,Papua%20New%20Guinea_humidity,Papua%20New%20Guinea_precipMM,Papua%20New%20Guinea_pressure,Papua%20New%20Guinea_tempC,Papua%20New%20Guinea_visibility,Papua%20New%20Guinea_winddirDegree,Papua%20New%20Guinea_windspeedKmph,Papua%20New%20Guinea_location
2020-01-01,30,25,0.0,10.6,6,37,10:42 AM,11:14 PM,05:54 AM,06:34 PM,23,31,31,27,12,65,79,5.7,1010,30,10,141,8,Papua%20New%20Guinea
2020-01-02,30,25,0.0,11.9,6,44,11:27 AM,11:52 PM,05:55 AM,06:35 PM,23,31,31,27,10,58,80,8.8,1010,30,9,171,7,Papua%20New%20Guinea
2020-01-03,30,25,0.0,9.3,6,51,12:11 PM,No moonset,05:55 AM,06:35 PM,23,30,30,27,10,73,77,5.8,1008,30,9,135,7,Papua%20New%20Guinea
2020-01-04,29,25,0.0,9.3,6,59,12:56 PM,12:29 AM,05:56 AM,06:35 PM,23,30,30,27,11,73,81,21.8,1007,29,8,131,6,Papua%20New%20Guinea
2020-01-05,31,25,0.0,11.9,6,66,01:42 PM,01:08 AM,05:57 AM,06:36 PM,23,31,31,27,11,55,79,7.3,1007,31,9,134,7,Papua%20New%20Guinea
2020-01-06,31,25,0.0,8.0,6,73,02:29 PM,01:48 AM,05:57 AM,06:36 PM,23,31,31,28,9,70,77,7.6,1008,31,9,132,6,Papua%20New%20Guinea
2020-01-07,31,26,0.0,11.9,6,80,03:20 PM,02:31 AM,05:58 AM,06:36 PM,23,31,31,28,11,53,76,4.4,1008,31,10,116,8,Papua%20New%20Guinea
2020-01-08,31,25,0.0,11.9,6,88,04:13 PM,03:18 AM,05:58 AM,06:37 PM,23,31,31,28,13,47,79,16.1,1007,31,9,123,8,Papua%20New%20Guinea
2020-01-09,29,25,0.0,10.6,6,95,05:11 PM,04:09 AM,05:59 AM,06:37 PM,24,30,30,27,18,68,86,36.6,1007,29,7,285,11,Papua%20New%20Guinea
2020-01-10,30,24,0.0,10.6,6,100,06:09 PM,05:05 AM,05:59 AM,06:37 PM,23,30,30,27,11,68,83,20.1,1007,30,9,172,7,Papua%20New%20Guinea
2020-01-11,29,25,0.0,9.1,6,100,07:09 PM,06:04 AM,06:00 AM,06:38 PM,23,30,30,27,10,72,81,22.7,1006,29,8,185,6,Papua%20New%20Guinea
2020-01-12,28,25,0.0,9.1,6,83,08:06 PM,07:05 AM,06:00 AM,06:38 PM,24,30,30,26,24,70,85,28.7,1005,28,8,213,13,Papua%20New%20Guinea
2020-01-13,28,25,0.0,6.2,6,76,09:00 PM,08:06 AM,06:01 AM,06:38 PM,23,29,29,26,7,80,81,7.6,1006,28,10,224,5,Papua%20New%20Guinea
2020-01-14,24,19,0.0,6.2,5,69,09:51 PM,09:06 AM,06:01 AM,06:38 PM,22,25,25,23,25,81,91,76.0,1008,24,7,345,15,Papua%20New%20Guinea
2020-01-15,27,24,0.0,11.6,6,61,10:39 PM,10:03 AM,06:02 AM,06:39 PM,21,27,27,25,12,49,78,1.0,1008,27,10,188,7,Papua%20New%20Guinea
2020-01-16,29,25,0.0,7.5,6,54,11:26 PM,10:58 AM,06:02 AM,06:39 PM,23,30,30,27,19,73,80,13.2,1008,29,9,193,11,Papua%20New%20Guinea
2020-01-17,31,24,0.0,6.2,6,47,No moonrise,11:52 AM,06:03 AM,06:39 PM,22,30,30,27,28,80,76,15.7,1007,31,8,279,17,Papua%20New%20Guinea
2020-01-18,31,24,0.0,10.2,6,40,12:11 AM,12:45 PM,06:03 AM,06:39 PM,22,31,31,27,25,49,75,4.0,1007,31,9,285,16,Papua%20New%20Guinea
2020-01-19,31,25,0.0,10.2,6,32,12:58 AM,01:40 PM,06:04 AM,06:39 PM,23,31,31,28,24,50,75,8.4,1008,31,9,251,15,Papua%20New%20Guinea
2020-01-20,31,25,0.0,10.2,6,25,01:46 AM,02:34 PM,06:04 AM,06:40 PM,22,31,31,28,15,36,75,1.6,1010,31,10,197,10,Papua%20New%20Guinea
2020-01-21,31,25,0.0,10.2,6,18,02:35 AM,03:30 PM,06:05 AM,06:40 PM,23,31,31,28,13,32,75,0.9,1010,31,10,191,9,Papua%20New%20Guinea
2020-01-22,31,26,0.0,10.2,6,11,03:27 AM,04:25 PM,06:05 AM,06:40 PM,23,31,31,28,18,53,77,3.7,1011,31,10,323,12,Papua%20New%20Guinea
2020-01-23,31,25,0.0,11.6,6,3,04:20 AM,05:20 PM,06:05 AM,06:40 PM,22,31,31,28,14,31,73,0.3,1010,31,10,238,10,Papua%20New%20Guinea
2020-01-24,31,26,0.0,10.2,6,0,05:15 AM,06:13 PM,06:06 AM,06:40 PM,23,32,32,28,10,38,73,0.5,1010,31,10,139,7,Papua%20New%20Guinea
2020-01-25,30,26,0.0,6.2,6,0,06:08 AM,07:02 PM,06:06 AM,06:40 PM,23,31,31,28,8,67,76,5.0,1009,30,9,154,5,Papua%20New%20Guinea
2020-01-26,30,25,0.0,10.2,6,4,06:59 AM,07:48 PM,06:07 AM,06:40 PM,23,31,31,28,11,61,77,6.1,1009,30,9,136,8,Papua%20New%20Guinea
2020-01-27,31,25,0.0,8.9,6,11,07:49 AM,08:30 PM,06:07 AM,06:40 PM,23,31,31,28,9,50,73,1.3,1008,31,10,149,6,Papua%20New%20Guinea
2020-01-28,32,26,0.0,11.6,7,18,08:36 AM,09:11 PM,06:08 AM,06:40 PM,22,32,32,29,9,19,69,0.0,1008,32,10,129,6,Papua%20New%20Guinea
2020-01-29,31,25,0.0,6.2,6,26,09:22 AM,09:49 PM,06:08 AM,06:40 PM,23,32,32,28,10,75,76,5.0,1008,31,9,175,6,Papua%20New%20Guinea
2020-01-30,30,26,0.0,6.2,6,33,10:06 AM,10:26 PM,06:08 AM,06:40 PM,23,31,31,27,17,72,76,10.6,1009,30,9,240,10,Papua%20New%20Guinea
2020-01-31,30,25,0.0,10.2,7,37,10:50 AM,11:04 PM,06:09 AM,06:40 PM,22,30,30,27,10,42,71,0.2,1009,30,10,105,6,Papua%20New%20Guinea
2020-02-01,31,25,0.0,10.2,7,49,11:34 AM,11:43 PM,06:09 AM,06:40 PM,21,30,30,28,9,46,68,0.6,1009,31,10,145,6,Papua%20New%20Guinea
2020-02-02,28,25,0.0,6.2,6,57,12:20 PM,No moonset,06:09 AM,06:40 PM,23,30,30,26,25,72,82,20.7,1009,28,8,193,14,Papua%20New%20Guinea
2020-02-03,29,25,0.0,6.2,6,64,01:08 PM,12:23 AM,06:10 AM,06:40 PM,23,30,30,27,23,76,80,14.3,1009,29,9,328,14,Papua%20New%20Guinea
2020-02-04,30,25,0.0,6.2,6,72,01:59 PM,01:07 AM,06:10 AM,06:40 PM,23,31,31,27,14,77,79,9.4,1009,30,9,179,9,Papua%20New%20Guinea
2020-02-05,31,26,0.0,7.5,6,79,02:54 PM,01:55 AM,06:10 AM,06:39 PM,22,31,31,28,11,74,74,8.6,1009,31,9,200,7,Papua%20New%20Guinea
2020-02-06,26,24,0.0,6.1,6,87,03:51 PM,02:48 AM,06:11 AM,06:39 PM,23,28,28,25,22,78,87,78.5,1009,26,8,339,14,Papua%20New%20Guinea
2020-02-07,29,25,0.0,6.1,6,95,04:50 PM,03:45 AM,06:11 AM,06:39 PM,23,30,30,27,11,73,81,18.0,1009,29,9,206,7,Papua%20New%20Guinea
2020-02-08,28,25,0.0,6.1,6,100,05:49 PM,04:46 AM,06:11 AM,06:39 PM,23,29,29,26,22,71,85,18.9,1008,28,9,190,12,Papua%20New%20Guinea
2020-02-09,26,25,0.0,7.5,6,100,06:46 PM,05:48 AM,06:12 AM,06:39 PM,23,28,28,25,25,64,88,39.3,1007,26,8,308,17,Papua%20New%20Guinea
2020-02-10,27,19,0.0,6.1,5,83,07:40 PM,06:49 AM,06:12 AM,06:39 PM,22,27,27,24,19,68,83,32.7,1008,27,9,297,13,Papua%20New%20Guinea
2020-02-11,28,25,0.0,6.1,6,75,08:31 PM,07:50 AM,06:12 AM,06:38 PM,23,29,29,26,30,66,81,13.3,1009,28,9,267,18,Papua%20New%20Guinea
2020-02-12,25,17,0.0,6.1,5,68,09:20 PM,08:48 AM,06:12 AM,06:38 PM,23,26,26,23,23,74,88,60.4,1008,25,8,236,13,Papua%20New%20Guinea
2020-02-13,29,24,0.0,6.1,6,60,10:07 PM,09:44 AM,06:12 AM,06:38 PM,23,30,30,26,27,82,83,74.8,1008,29,8,324,17,Papua%20New%20Guinea
2020-02-14,29,24,0.0,6.1,6,53,10:55 PM,10:39 AM,06:13 AM,06:38 PM,23,30,30,26,27,83,83,15.8,1009,29,9,328,16,Papua%20New%20Guinea
2020-02-15,28,24,0.0,6.1,6,45,11:43 PM,11:35 AM,06:13 AM,06:37 PM,23,29,29,26,24,79,83,17.7,1009,28,9,336,14,Papua%20New%20Guinea
2020-02-16,31,24,0.0,11.6,7,38,No moonrise,12:30 PM,06:13 AM,06:37 PM,22,30,30,27,17,25,74,3.1,1009,31,10,236,11,Papua%20New%20Guinea
2020-02-17,31,25,0.0,8.9,6,30,12:32 AM,01:26 PM,06:13 AM,06:37 PM,22,30,30,27,14,40,73,4.4,1009,31,10,160,9,Papua%20New%20Guinea
2020-02-18,31,25,0.0,10.2,6,22,01:24 AM,02:21 PM,06:13 AM,06:36 PM,22,30,30,28,17,36,73,1.6,1008,31,10,222,12,Papua%20New%20Guinea
2020-02-19,31,25,0.0,7.5,6,15,02:16 AM,03:16 PM,06:14 AM,06:36 PM,22,31,31,28,15,50,74,2.1,1007,31,10,181,11,Papua%20New%20Guinea
2020-02-20,30,25,0.0,6.1,6,7,03:10 AM,04:08 PM,06:14 AM,06:36 PM,23,30,30,27,24,78,77,13.9,1008,30,9,207,14,Papua%20New%20Guinea
2020-02-21,28,25,0.0,7.5,6,0,04:02 AM,04:58 PM,06:14 AM,06:35 PM,22,29,29,26,13,73,79,12.5,1009,28,9,258,8,Papua%20New%20Guinea
2020-02-22,31,26,0.0,8.9,6,0,04:54 AM,05:45 PM,06:14 AM,06:35 PM,23,32,32,28,12,63,72,0.9,1009,31,10,174,8,Papua%20New%20Guinea
2020-02-23,30,27,0.0,6.1,6,0,05:44 AM,06:28 PM,06:14 AM,06:35 PM,23,32,32,28,14,73,73,4.6,1009,30,10,190,9,Papua%20New%20Guinea
2020-02-24,28,25,0.0,6.1,6,0,06:31 AM,07:09 PM,06:14 AM,06:34 PM,24,30,30,27,17,74,85,39.1,1009,28,7,165,9,Papua%20New%20Guinea
2020-02-25,31,25,0.0,10.2,6,8,07:18 AM,07:48 PM,06:14 AM,06:34 PM,22,31,31,28,11,55,73,4.3,1009,31,10,134,7,Papua%20New%20Guinea
2020-02-26,31,25,0.0,11.6,7,15,08:02 AM,08:25 PM,06:15 AM,06:33 PM,23,31,31,28,10,28,77,3.0,1009,31,10,189,7,Papua%20New%20Guinea
2020-02-27,30,25,0.0,11.6,6,23,08:46 AM,09:02 PM,06:15 AM,06:33 PM,23,31,31,27,9,37,79,1.5,1008,30,10,216,6,Papua%20New%20Guinea
2020-02-28,30,25,0.0,10.2,6,30,09:30 AM,09:40 PM,06:15 AM,06:33 PM,23,31,31,27,12,41,80,6.8,1008,30,9,165,8,Papua%20New%20Guinea
2020-02-29,31,25,0.0,8.8,6,38,10:15 AM,10:19 PM,06:15 AM,06:32 PM,23,31,31,28,9,43,76,2.4,1008,31,10,163,7,Papua%20New%20Guinea
2020-03-01,31,26,0.0,10.2,7,44,11:01 AM,11:01 PM,06:15 AM,06:32 PM,23,32,32,28,9,23,74,1.2,1008,31,10,180,7,Papua%20New%20Guinea
2020-03-02,31,26,0.0,8.8,6,51,11:50 AM,11:47 PM,06:15 AM,06:31 PM,23,31,31,28,9,42,77,3.2,1009,31,10,115,6,Papua%20New%20Guinea
2020-03-03,32,26,0.0,11.6,6,58,12:42 PM,No moonset,06:15 AM,06:31 PM,24,32,32,28,13,37,77,8.2,1008,32,9,138,9,Papua%20New%20Guinea
2020-03-04,30,26,0.0,7.5,6,65,01:37 PM,12:35 AM,06:15 AM,06:30 PM,24,32,32,27,15,71,85,13.4,1008,30,9,185,10,Papua%20New%20Guinea
2020-03-05,31,26,0.0,6.1,6,73,02:33 PM,01:29 AM,06:15 AM,06:30 PM,24,32,32,28,11,83,80,42.3,1008,31,6,128,6,Papua%20New%20Guinea
2020-03-06,31,26,0.0,6.1,6,80,03:31 PM,02:26 AM,06:15 AM,06:29 PM,24,32,32,28,9,76,78,6.0,1009,31,9,149,6,Papua%20New%20Guinea
2020-03-07,31,26,0.0,6.1,6,87,04:28 PM,03:27 AM,06:15 AM,06:29 PM,23,32,32,28,11,78,77,7.3,1009,31,9,172,8,Papua%20New%20Guinea
2020-03-08,30,26,0.0,6.1,6,95,05:23 PM,04:28 AM,06:15 AM,06:28 PM,24,32,32,28,10,74,82,39.2,1007,30,7,159,6,Papua%20New%20Guinea
2020-03-09,29,26,0.0,7.4,6,100,06:16 PM,05:30 AM,06:15 AM,06:28 PM,24,30,30,27,26,76,84,34.5,1007,29,7,195,14,Papua%20New%20Guinea
2020-03-10,32,25,0.0,11.6,7,100,07:07 PM,06:29 AM,06:15 AM,06:27 PM,22,31,31,28,18,42,71,2.5,1008,32,10,194,12,Papua%20New%20Guinea
2020-03-11,30,25,0.0,7.4,6,84,07:56 PM,07:28 AM,06:15 AM,06:27 PM,23,30,30,27,17,73,80,12.2,1008,30,9,195,10,Papua%20New%20Guinea
2020-03-12,31,25,0.0,7.4,6,76,08:45 PM,08:26 AM,06:15 AM,06:26 PM,23,30,30,27,35,68,80,18.4,1009,31,9,311,22,Papua%20New%20Guinea
2020-03-13,27,25,0.0,6.1,6,69,09:35 PM,09:24 AM,06:15 AM,06:26 PM,22,28,28,26,34,71,80,7.3,1009,27,9,327,20,Papua%20New%20Guinea
2020-03-14,30,24,0.0,8.8,6,62,10:26 PM,10:21 AM,06:15 AM,06:25 PM,22,30,30,27,31,54,74,4.8,1007,30,10,320,20,Papua%20New%20Guinea
2020-03-15,27,25,0.0,7.4,6,55,11:19 PM,11:19 AM,06:15 AM,06:24 PM,22,28,28,26,18,65,82,13.0,1008,27,9,267,11,Papua%20New%20Guinea
2020-03-16,30,24,0.0,8.8,6,47,No moonrise,12:16 PM,06:15 AM,06:24 PM,22,29,29,27,10,63,76,7.4,1011,30,9,150,7,Papua%20New%20Guinea
2020-03-17,29,25,0.0,6.0,6,40,12:12 AM,01:12 PM,06:15 AM,06:23 PM,22,29,29,26,10,74,79,10.6,1012,29,9,146,6,Papua%20New%20Guinea
2020-03-18,29,24,0.0,8.8,6,33,01:06 AM,02:05 PM,06:15 AM,06:23 PM,22,29,29,26,11,65,81,7.7,1012,29,9,105,7,Papua%20New%20Guinea
2020-03-19,30,25,0.0,8.8,6,25,01:59 AM,02:56 PM,06:15 AM,06:22 PM,23,30,30,27,22,49,82,9.8,1011,30,9,131,14,Papua%20New%20Guinea
2020-03-20,29,25,0.0,6.0,6,18,02:51 AM,03:43 PM,06:15 AM,06:22 PM,23,29,29,26,17,74,84,13.2,1010,29,9,135,11,Papua%20New%20Guinea
2020-03-21,30,25,0.0,7.4,6,11,03:41 AM,04:27 PM,06:15 AM,06:21 PM,23,30,30,27,18,64,82,18.0,1010,30,8,138,11,Papua%20New%20Guinea
2020-03-22,30,25,0.0,7.4,6,4,04:29 AM,05:08 PM,06:15 AM,06:21 PM,24,31,31,27,10,63,83,13.8,1009,30,9,151,6,Papua%20New%20Guinea
2020-03-23,30,26,0.0,7.4,6,0,05:15 AM,05:47 PM,06:15 AM,06:20 PM,24,32,32,27,14,64,83,21.8,1008,30,8,123,8,Papua%20New%20Guinea
2020-03-24,29,25,0.0,7.4,6,0,06:00 AM,06:25 PM,06:15 AM,06:19 PM,24,31,31,27,13,57,86,48.4,1007,29,8,157,7,Papua%20New%20Guinea
2020-03-25,29,25,0.0,6.0,6,3,06:44 AM,07:02 PM,06:15 AM,06:19 PM,24,30,30,27,12,77,86,40.0,1008,29,7,164,7,Papua%20New%20Guinea
2020-03-26,28,25,0.0,7.4,6,11,07:28 AM,07:40 PM,06:15 AM,06:18 PM,24,30,30,26,13,61,86,25.4,1008,28,8,209,8,Papua%20New%20Guinea
2020-03-27,30,25,0.0,7.4,6,18,08:12 AM,08:18 PM,06:15 AM,06:18 PM,23,30,30,27,10,59,83,17.7,1009,30,8,135,6,Papua%20New%20Guinea
2020-03-28,29,25,0.0,7.4,6,25,08:58 AM,08:59 PM,06:15 AM,06:17 PM,24,30,30,26,13,77,85,19.3,1008,29,9,151,8,Papua%20New%20Guinea
2020-03-29,28,24,0.0,6.0,6,32,09:46 AM,09:43 PM,06:15 AM,06:17 PM,23,29,29,26,13,70,85,15.1,1008,28,8,163,8,Papua%20New%20Guinea
2020-03-30,30,24,0.0,7.4,6,40,10:36 AM,10:29 PM,06:15 AM,06:16 PM,22,30,30,27,9,64,78,4.1,1008,30,9,132,6,Papua%20New%20Guinea
2020-03-31,30,25,0.0,6.0,6,44,11:29 AM,11:20 PM,06:15 AM,06:16 PM,23,30,30,27,9,74,80,14.1,1008,30,9,140,5,Papua%20New%20Guinea
2020-04-01,26,24,0.0,6.0,6,56,12:23 PM,No moonset,06:15 AM,06:15 PM,23,28,28,25,10,79,86,12.9,1008,26,10,126,6,Papua%20New%20Guinea
2020-04-02,27,23,0.0,7.4,6,64,01:19 PM,12:14 AM,06:15 AM,06:14 PM,23,27,27,25,11,72,89,44.9,1008,27,7,155,6,Papua%20New%20Guinea
2020-04-03,28,22,0.0,8.8,6,71,02:14 PM,01:12 AM,06:15 AM,06:14 PM,23,29,29,26,8,73,83,8.4,1009,28,10,136,6,Papua%20New%20Guinea
2020-04-04,29,24,0.0,11.6,6,79,03:08 PM,02:11 AM,06:15 AM,06:13 PM,22,29,29,26,9,26,80,0.5,1010,29,10,137,6,Papua%20New%20Guinea
2020-04-05,30,24,0.0,11.6,7,87,04:01 PM,03:11 AM,06:14 AM,06:13 PM,21,29,29,26,13,10,75,0.0,1010,30,10,148,8,Papua%20New%20Guinea
2020-04-06,29,23,0.0,11.6,7,94,04:51 PM,04:10 AM,06:14 AM,06:12 PM,21,28,28,26,13,8,75,0.0,1010,29,10,144,9,Papua%20New%20Guinea
2020-04-07,28,24,0.0,11.6,7,100,05:42 PM,05:08 AM,06:14 AM,06:12 PM,21,28,28,26,11,24,77,0.2,1009,28,10,139,8,Papua%20New%20Guinea
2020-04-08,30,24,0.0,10.2,6,100,06:31 PM,06:07 AM,06:14 AM,06:11 PM,23,30,30,27,17,30,79,2.0,1010,30,10,135,11,Papua%20New%20Guinea
2020-04-09,29,25,0.0,6.0,6,83,07:21 PM,07:05 AM,06:14 AM,06:11 PM,24,30,30,26,20,76,85,24.1,1011,29,9,146,12,Papua%20New%20Guinea
2020-04-10,29,23,0.0,7.4,6,76,08:13 PM,08:04 AM,06:14 AM,06:10 PM,23,29,29,26,11,71,83,14.0,1012,29,9,133,7,Papua%20New%20Guinea
2020-04-11,29,24,0.0,7.4,6,68,09:07 PM,09:04 AM,06:14 AM,06:10 PM,23,30,30,26,16,64,83,10.0,1011,29,9,106,10,Papua%20New%20Guinea
2020-04-12,29,25,0.0,10.2,6,61,10:02 PM,10:04 AM,06:14 AM,06:09 PM,23,29,29,26,18,49,81,5.9,1011,29,9,139,11,Papua%20New%20Guinea
2020-04-13,29,24,0.0,10.2,6,53,10:58 PM,11:03 AM,06:14 AM,06:09 PM,23,30,30,27,18,41,82,2.1,1010,29,10,139,12,Papua%20New%20Guinea
2020-04-14,29,24,0.0,10.2,6,46,11:53 PM,11:59 AM,06:14 AM,06:08 PM,23,29,29,26,12,47,85,17.9,1012,29,8,144,8,Papua%20New%20Guinea
2020-04-15,30,25,0.0,10.2,6,38,No moonrise,12:52 PM,06:14 AM,06:08 PM,23,30,30,27,14,53,81,10.5,1012,30,10,103,9,Papua%20New%20Guinea
2020-04-16,29,21,0.0,6.0,6,30,12:46 AM,01:41 PM,06:14 AM,06:07 PM,24,29,29,26,14,74,87,32.2,1011,29,8,120,8,Papua%20New%20Guinea
2020-04-17,29,24,0.0,8.8,6,23,01:38 AM,02:26 PM,06:14 AM,06:07 PM,23,29,29,26,11,63,83,10.6,1012,29,9,173,7,Papua%20New%20Guinea
2020-04-18,29,25,0.0,7.4,6,15,02:26 AM,03:08 PM,06:14 AM,06:06 PM,23,30,30,27,11,69,83,10.1,1011,29,9,112,7,Papua%20New%20Guinea
2020-04-19,29,25,0.0,8.8,6,8,03:13 AM,03:48 PM,06:14 AM,06:06 PM,24,30,30,27,13,48,83,3.6,1011,29,10,142,9,Papua%20New%20Guinea
2020-04-20,30,25,0.0,10.2,6,0,03:58 AM,04:25 PM,06:14 AM,06:06 PM,24,31,31,27,16,49,84,4.4,1011,30,9,132,10,Papua%20New%20Guinea
2020-04-21,29,25,0.0,6.0,6,0,04:42 AM,05:03 PM,06:14 AM,06:05 PM,24,31,31,27,24,75,85,26.4,1011,29,8,135,14,Papua%20New%20Guinea
2020-04-22,29,25,0.0,7.4,6,0,05:26 AM,05:40 PM,06:14 AM,06:05 PM,24,30,30,27,30,50,84,13.3,1010,29,9,130,17,Papua%20New%20Guinea
2020-04-23,30,25,0.0,7.4,6,0,06:10 AM,06:18 PM,06:14 AM,06:04 PM,23,30,30,27,28,72,81,4.8,1010,30,9,134,18,Papua%20New%20Guinea
2020-04-24,29,25,0.0,5.9,6,7,06:56 AM,06:58 PM,06:15 AM,06:04 PM,23,29,29,26,26,69,83,16.0,1010,29,9,135,15,Papua%20New%20Guinea
2020-04-25,29,24,0.0,8.8,6,15,07:44 AM,07:41 PM,06:15 AM,06:03 PM,23,30,30,26,24,53,84,10.4,1009,29,9,137,15,Papua%20New%20Guinea
2020-04-26,30,25,0.0,8.8,6,22,08:33 AM,08:27 PM,06:15 AM,06:03 PM,24,30,30,27,21,49,84,9.8,1009,30,9,141,13,Papua%20New%20Guinea
2020-04-27,29,25,0.0,7.4,6,30,09:25 AM,09:17 PM,06:15 AM,06:03 PM,24,30,30,26,20,62,86,14.1,1009,29,9,136,12,Papua%20New%20Guinea
2020-04-28,29,25,0.0,7.4,6,37,10:18 AM,10:09 PM,06:15 AM,06:02 PM,24,31,31,27,19,61,85,9.0,1008,29,9,130,12,Papua%20New%20Guinea
2020-04-29,30,25,0.0,10.2,7,45,11:13 AM,11:05 PM,06:15 AM,06:02 PM,24,31,31,27,16,35,84,4.8,1008,30,10,148,10,Papua%20New%20Guinea
2020-04-30,30,25,0.0,10.2,6,52,12:07 PM,No moonset,06:15 AM,06:02 PM,24,31,31,27,10,50,84,7.1,1008,30,9,150,7,Papua%20New%20Guinea
2020-05-01,29,25,0.0,5.9,6,58,01:00 PM,12:01 AM,06:15 AM,06:01 PM,24,31,31,27,11,70,86,17.6,1008,29,9,136,7,Papua%20New%20Guinea
2020-05-02,29,25,0.0,7.3,6,65,01:52 PM,12:59 AM,06:15 AM,06:01 PM,24,31,31,27,13,53,86,15.8,1008,29,9,136,8,Papua%20New%20Guinea
2020-05-03,30,25,0.0,7.3,6,72,02:41 PM,01:56 AM,06:15 AM,06:01 PM,24,31,31,27,21,73,85,11.5,1009,30,9,136,14,Papua%20New%20Guinea
2020-05-04,28,25,0.0,5.9,6,80,03:30 PM,02:53 AM,06:15 AM,06:00 PM,24,30,30,26,18,79,89,29.1,1011,28,6,123,10,Papua%20New%20Guinea
2020-05-05,27,25,0.0,5.9,6,87,04:17 PM,03:50 AM,06:15 AM,06:00 PM,24,29,29,25,30,81,91,29.1,1011,27,8,131,17,Papua%20New%20Guinea
2020-05-06,28,24,0.0,7.3,6,94,05:07 PM,04:47 AM,06:16 AM,06:00 PM,23,28,28,26,31,58,84,2.6,1011,28,10,133,21,Papua%20New%20Guinea
2020-05-07,29,24,0.0,11.6,6,100,05:57 PM,05:45 AM,06:16 AM,06:00 PM,22,28,28,26,32,46,79,0.3,1011,29,10,132,22,Papua%20New%20Guinea
2020-05-08,29,24,0.0,8.7,7,100,06:50 PM,06:44 AM,06:16 AM,05:59 PM,23,29,29,26,29,33,81,0.9,1010,29,10,132,20,Papua%20New%20Guinea
2020-05-09,28,24,0.0,8.7,6,84,07:46 PM,07:46 AM,06:16 AM,05:59 PM,23,29,29,26,17,57,86,5.3,1011,28,10,127,12,Papua%20New%20Guinea
2020-05-10,30,25,0.0,7.2,6,77,08:43 PM,08:46 AM,06:16 AM,05:59 PM,24,30,30,26,28,63,86,9.5,1010,30,9,132,19,Papua%20New%20Guinea
2020-05-11,30,25,0.0,7.2,6,70,09:41 PM,09:46 AM,06:16 AM,05:59 PM,24,30,30,27,32,68,84,5.2,1010,30,10,139,22,Papua%20New%20Guinea
2020-05-12,29,25,0.0,5.8,6,62,10:36 PM,10:42 AM,06:16 AM,05:59 PM,23,30,30,26,30,74,84,6.7,1011,29,10,133,20,Papua%20New%20Guinea
2020-05-13,29,24,0.0,5.8,6,55,11:31 PM,11:35 AM,06:17 AM,05:58 PM,23,29,29,26,25,70,83,9.9,1011,29,9,134,17,Papua%20New%20Guinea
2020-05-14,28,24,0.0,5.8,6,48,No moonrise,12:22 PM,06:17 AM,05:58 PM,23,29,29,26,22,56,83,3.3,1011,28,10,137,14,Papua%20New%20Guinea
2020-05-15,29,24,0.0,8.7,6,40,12:21 AM,01:06 PM,06:17 AM,05:58 PM,23,29,29,26,24,31,82,1.0,1011,29,10,131,16,Papua%20New%20Guinea
2020-05-16,30,23,0.0,8.7,7,33,01:09 AM,01:47 PM,06:17 AM,05:58 PM,22,29,29,26,25,21,79,0.2,1010,30,10,131,17,Papua%20New%20Guinea
2020-05-17,29,24,0.0,8.7,6,26,01:55 AM,02:25 PM,06:17 AM,05:58 PM,23,30,30,26,24,31,81,0.1,1010,29,10,135,16,Papua%20New%20Guinea
2020-05-18,30,24,0.0,8.7,7,19,02:39 AM,03:03 PM,06:17 AM,05:58 PM,23,30,30,27,20,32,82,0.6,1010,30,10,133,14,Papua%20New%20Guinea
2020-05-19,30,25,0.0,8.7,7,11,03:23 AM,03:40 PM,06:18 AM,05:58 PM,24,31,31,27,13,16,82,0.1,1009,30,10,134,9,Papua%20New%20Guinea
2020-05-20,30,24,0.0,8.7,7,4,04:07 AM,04:17 PM,06:18 AM,05:57 PM,23,30,30,27,9,10,79,0.0,1008,30,10,110,6,Papua%20New%20Guinea
2020-05-21,29,26,0.0,5.7,6,0,04:52 AM,04:57 PM,06:18 AM,05:57 PM,24,31,31,27,8,58,84,12.6,1008,29,9,137,5,Papua%20New%20Guinea
2020-05-22,30,26,0.0,5.7,6,0,05:40 AM,05:39 PM,06:18 AM,05:57 PM,24,31,31,27,7,65,82,8.3,1009,30,9,129,5,Papua%20New%20Guinea
2020-05-23,29,25,0.0,4.3,6,3,06:29 AM,06:24 PM,06:19 AM,05:57 PM,24,30,30,27,10,71,86,9.1,1010,29,9,180,6,Papua%20New%20Guinea
2020-05-24,28,25,0.0,4.3,6,10,07:21 AM,07:13 PM,06:19 AM,05:57 PM,24,30,30,26,14,79,86,13.1,1011,28,10,137,9,Papua%20New%20Guinea
