date_time,Ecuador_maxtempC,Ecuador_mintempC,Ecuador_totalSnow_cm,Ecuador_sunHour,Ecuador_uvIndex,Ecuador_moon_illumination,Ecuador_moonrise,Ecuador_moonset,Ecuador_sunrise,Ecuador_sunset,Ecuador_DewPointC,Ecuador_FeelsLikeC,Ecuador_HeatIndexC,Ecuador_WindChillC,Ecuador_WindGustKmph,Ecuador_cloudcover,Ecuador_humidity,Ecuador_precipMM,Ecuador_pressure,Ecuador_tempC,Ecuador_visibility,Ecuador_winddirDegree,Ecuador_windspeedKmph,Ecuador_location
2020-10-06,18,11,0.0,11.8,4,67,09:50 PM,09:24 AM,05:59 AM,06:05 PM,7,14,14,14,9,54,61,1.8,1014,18,10,84,7,Ecuador
2020-10-07,19,11,0.0,11.8,4,60,10:39 PM,10:12 AM,05:58 AM,06:05 PM,6,14,14,14,9,43,60,1.5,1014,19,10,88,7,Ecuador
2020-10-08,19,12,0.0,12.5,4,53,11:31 PM,11:03 AM,05:58 AM,06:05 PM,7,14,14,14,7,46,63,6.0,1015,19,10,122,6,Ecuador
2020-10-09,18,12,0.0,11.8,4,45,No moonrise,11:56 AM,05:58 AM,06:04 PM,8,15,15,15,6,60,65,6.7,1016,18,10,90,5,Ecuador
2020-10-10,20,11,0.0,11.8,4,38,12:24 AM,12:50 PM,05:57 AM,06:04 PM,7,15,15,15,9,48,59,3.3,1015,20,10,94,7,Ecuador
2020-10-11,21,11,0.0,11.8,4,31,01:19 AM,01:45 PM,05:57 AM,06:04 PM,6,14,15,14,9,36,56,1.5,1014,21,10,127,7,Ecuador
2020-10-12,20,11,0.0,12.5,4,23,02:14 AM,02:39 PM,05:57 AM,06:04 PM,5,14,14,14,9,23,54,0.7,1014,20,10,94,7,Ecuador
2020-10-13,19,10,0.0,11.8,4,16,03:08 AM,03:34 PM,05:57 AM,06:03 PM,5,14,14,14,7,38,55,2.7,1014,19,10,114,5,Ecuador
2020-10-14,20,11,0.0,11.8,4,9,04:01 AM,04:26 PM,05:57 AM,06:03 PM,6,14,14,14,6,50,60,2.7,1013,20,10,99,5,Ecuador
2020-10-15,19,11,0.0,11.8,4,2,04:54 AM,05:20 PM,05:56 AM,06:03 PM,8,15,14,15,7,60,67,3.6,1013,19,10,107,5,Ecuador
2020-10-16,19,12,0.0,11.8,4,0,05:47 AM,06:13 PM,05:56 AM,06:03 PM,9,15,15,15,7,56,66,2.6,1013,19,10,119,6,Ecuador
2020-10-17,17,12,0.0,10.5,4,0,06:41 AM,07:08 PM,05:56 AM,06:03 PM,9,15,15,15,5,70,72,4.7,1014,17,10,133,4,Ecuador
2020-10-18,18,12,0.0,7.8,4,5,07:37 AM,08:05 PM,05:56 AM,06:02 PM,10,14,14,14,7,78,78,24.9,1013,18,8,144,5,Ecuador
2020-10-19,17,12,0.0,7.8,3,13,08:35 AM,09:05 PM,05:55 AM,06:02 PM,11,14,14,14,7,75,81,36.5,1012,17,7,200,5,Ecuador
2020-10-20,18,12,0.0,7.8,4,20,09:35 AM,10:04 PM,05:55 AM,06:02 PM,10,15,14,15,6,78,76,30.4,1013,18,8,190,4,Ecuador
2020-10-21,19,12,0.0,11.8,4,27,10:34 AM,11:04 PM,05:55 AM,06:02 PM,9,15,15,15,6,54,69,5.7,1014,19,9,138,5,Ecuador
2020-10-22,19,12,0.0,11.8,4,35,11:33 AM,No moonset,05:55 AM,06:02 PM,9,15,15,15,7,57,69,5.4,1014,19,10,59,5,Ecuador
2020-10-23,19,11,0.0,11.8,4,42,12:27 PM,12:00 AM,05:55 AM,06:02 PM,9,14,14,14,7,56,69,8.3,1015,19,10,140,5,Ecuador
2020-10-24,18,12,0.0,9.1,4,49,01:19 PM,12:53 AM,05:55 AM,06:02 PM,9,14,14,14,7,69,71,15.7,1014,18,9,225,5,Ecuador
2020-10-25,18,12,0.0,7.8,4,56,02:07 PM,01:43 AM,05:55 AM,06:02 PM,10,14,14,14,8,72,78,28.5,1014,18,8,257,5,Ecuador
2020-10-26,19,12,0.0,7.8,4,64,02:51 PM,02:28 AM,05:54 AM,06:01 PM,10,15,15,15,7,75,76,15.0,1013,19,8,142,5,Ecuador
2020-10-27,18,12,0.0,7.8,4,71,03:34 PM,03:12 AM,05:54 AM,06:01 PM,10,14,14,14,7,72,78,10.9,1013,18,9,187,5,Ecuador
2020-10-28,16,12,0.0,11.8,3,78,04:14 PM,03:53 AM,05:54 AM,06:01 PM,10,14,14,14,7,60,80,8.0,1012,16,9,292,5,Ecuador
2020-10-29,18,12,0.0,11.8,4,85,04:55 PM,04:33 AM,05:54 AM,06:01 PM,10,14,14,14,6,57,74,3.3,1012,18,10,228,5,Ecuador
2020-10-30,17,12,0.0,10.5,4,93,05:36 PM,05:14 AM,05:54 AM,06:01 PM,10,14,14,14,7,69,76,3.9,1013,17,10,259,5,Ecuador
2020-10-31,19,12,0.0,11.8,4,97,06:17 PM,05:55 AM,05:54 AM,06:01 PM,9,15,14,15,7,49,72,3.1,1014,19,10,241,5,Ecuador
2020-11-01,19,12,0.0,10.5,4,89,07:01 PM,06:37 AM,05:54 AM,06:01 PM,9,15,15,15,8,60,70,1.3,1014,19,10,234,6,Ecuador
2020-11-02,19,11,0.0,12.5,5,81,07:47 PM,07:22 AM,05:54 AM,06:01 PM,6,14,14,14,7,11,59,0.0,1014,19,10,208,6,Ecuador
2020-11-03,20,10,0.0,12.5,5,74,08:35 PM,08:09 AM,05:54 AM,06:01 PM,4,15,14,15,8,17,55,0.1,1014,20,10,222,7,Ecuador
2020-11-04,21,11,0.0,12.5,4,66,09:26 PM,08:59 AM,05:54 AM,06:01 PM,6,15,15,15,7,28,61,0.4,1014,21,10,219,6,Ecuador
2020-11-05,18,12,0.0,7.8,4,58,10:19 PM,09:50 AM,05:54 AM,06:01 PM,10,15,14,15,7,74,76,7.8,1014,18,9,183,5,Ecuador
2020-11-06,18,12,0.0,11.8,4,51,11:12 PM,10:43 AM,05:54 AM,06:01 PM,8,14,14,14,7,60,69,6.1,1013,18,10,199,5,Ecuador
2020-11-07,19,11,0.0,11.8,4,43,No moonrise,11:37 AM,05:54 AM,06:01 PM,9,15,15,15,7,56,71,9.3,1014,19,9,163,5,Ecuador
2020-11-08,18,12,0.0,11.8,4,36,12:05 AM,12:30 PM,05:54 AM,06:02 PM,9,15,14,15,6,52,73,5.4,1015,18,9,123,5,Ecuador
2020-11-09,18,12,0.0,11.8,4,28,12:58 AM,01:22 PM,05:54 AM,06:02 PM,9,14,14,14,6,50,72,5.5,1015,18,9,180,5,Ecuador
2020-11-10,18,12,0.0,10.5,4,21,01:50 AM,02:13 PM,05:54 AM,06:02 PM,9,14,14,14,7,57,72,7.0,1014,18,9,228,5,Ecuador
2020-11-11,17,11,0.0,9.1,3,13,02:40 AM,03:05 PM,05:54 AM,06:02 PM,8,13,13,13,7,62,72,2.9,1015,17,10,190,6,Ecuador
2020-11-12,17,11,0.0,9.1,3,6,03:32 AM,03:56 PM,05:55 AM,06:02 PM,9,13,13,13,7,73,75,5.0,1015,17,9,221,6,Ecuador
2020-11-13,18,11,0.0,7.8,3,0,04:24 AM,04:50 PM,05:55 AM,06:02 PM,9,14,14,14,7,76,75,8.6,1014,18,9,212,6,Ecuador
2020-11-14,16,11,0.0,7.8,3,0,05:18 AM,05:46 PM,05:55 AM,06:02 PM,9,13,13,13,6,73,78,21.3,1014,16,9,259,5,Ecuador
2020-11-15,18,11,0.0,11.8,3,0,06:15 AM,06:45 PM,05:55 AM,06:03 PM,8,13,13,13,7,56,73,9.2,1014,18,9,172,5,Ecuador
2020-11-16,17,11,0.0,10.5,3,2,07:16 AM,07:46 PM,05:55 AM,06:03 PM,10,13,13,13,5,66,79,14.3,1014,17,8,216,4,Ecuador
2020-11-17,16,12,0.0,7.8,3,9,08:17 AM,08:47 PM,05:55 AM,06:03 PM,10,13,13,13,6,79,81,13.9,1014,16,8,260,5,Ecuador
2020-11-18,17,10,0.0,7.8,3,17,09:19 AM,09:48 PM,05:56 AM,06:03 PM,10,13,13,13,7,75,79,9.2,1014,17,9,201,5,Ecuador
2020-11-19,16,12,0.0,7.8,3,24,10:17 AM,10:44 PM,05:56 AM,06:03 PM,10,13,13,13,6,79,80,12.7,1014,16,8,253,5,Ecuador
2020-11-20,14,12,0.0,7.8,3,32,11:12 AM,11:37 PM,05:56 AM,06:04 PM,10,13,13,13,6,77,86,21.0,1014,14,8,314,4,Ecuador
2020-11-21,16,11,0.0,7.8,3,39,12:02 PM,No moonset,05:56 AM,06:04 PM,9,13,13,13,5,77,77,22.8,1014,16,8,132,4,Ecuador
2020-11-22,18,11,0.0,9.1,4,47,12:49 PM,12:25 AM,05:56 AM,06:04 PM,9,14,14,14,7,66,74,11.4,1013,18,9,161,5,Ecuador
2020-11-23,17,12,0.0,10.5,3,54,01:32 PM,01:10 AM,05:57 AM,06:04 PM,10,14,14,14,5,64,78,10.8,1014,17,9,51,4,Ecuador
2020-11-24,18,12,0.0,9.1,4,62,02:13 PM,01:52 AM,05:57 AM,06:05 PM,10,15,14,15,5,66,76,6.9,1014,18,9,125,4,Ecuador
2020-11-25,18,11,0.0,11.8,4,70,02:54 PM,02:32 AM,05:57 AM,06:05 PM,9,14,14,14,7,59,73,12.7,1014,18,9,161,5,Ecuador
2020-11-26,18,12,0.0,9.1,3,77,03:34 PM,03:13 AM,05:58 AM,06:05 PM,10,14,14,14,7,72,81,41.0,1013,18,8,165,5,Ecuador
2020-11-27,16,11,0.0,7.8,3,85,04:15 PM,03:53 AM,05:58 AM,06:06 PM,10,14,13,14,6,70,79,27.6,1013,16,6,190,5,Ecuador
2020-11-28,17,12,0.0,7.8,4,92,04:58 PM,04:35 AM,05:58 AM,06:06 PM,10,14,14,14,7,72,76,15.4,1013,17,8,211,5,Ecuador
2020-11-29,17,9,0.0,10.5,3,100,05:44 PM,05:19 AM,05:59 AM,06:06 PM,10,14,14,14,6,56,77,3.0,1014,17,10,161,5,Ecuador
2020-11-30,18,12,0.0,10.5,4,100,06:32 PM,06:06 AM,05:59 AM,06:07 PM,10,14,14,14,7,67,77,8.4,1014,18,9,194,5,Ecuador
2020-12-01,16,12,0.0,7.8,3,89,07:23 PM,06:55 AM,05:59 AM,06:07 PM,10,13,13,13,6,75,82,12.2,1014,16,9,147,5,Ecuador
2020-12-02,17,12,0.0,7.6,3,82,08:15 PM,07:47 AM,06:00 AM,06:08 PM,10,14,14,14,6,74,80,24.8,1013,17,8,147,4,Ecuador
2020-12-03,17,11,0.0,7.6,3,75,09:09 PM,08:40 AM,06:00 AM,06:08 PM,10,14,14,14,7,73,79,11.3,1013,17,9,207,5,Ecuador
2020-12-04,18,12,0.0,8.9,4,67,10:02 PM,09:34 AM,06:00 AM,06:08 PM,10,14,14,14,7,69,79,19.4,1014,18,8,225,5,Ecuador
2020-12-05,17,12,0.0,6.0,3,60,10:54 PM,10:26 AM,06:01 AM,06:09 PM,10,14,14,14,6,70,80,12.9,1015,17,9,155,4,Ecuador
2020-12-06,15,12,0.0,6.0,3,53,11:44 PM,11:18 AM,06:01 AM,06:09 PM,10,13,13,13,5,79,80,8.2,1015,15,8,47,4,Ecuador
2020-12-07,18,12,0.0,6.0,3,46,No moonrise,12:07 PM,06:02 AM,06:10 PM,10,14,14,14,6,78,76,8.7,1014,18,9,157,5,Ecuador
2020-12-08,16,12,0.0,6.0,3,38,12:33 AM,12:57 PM,06:02 AM,06:10 PM,10,14,14,14,7,78,81,18.9,1015,16,8,108,5,Ecuador
2020-12-09,16,11,0.0,6.0,3,31,01:23 AM,01:46 PM,06:03 AM,06:11 PM,10,14,13,14,6,72,78,7.5,1016,16,10,117,4,Ecuador
2020-12-10,18,12,0.0,6.0,3,24,02:12 AM,02:36 PM,06:03 AM,06:11 PM,10,14,14,14,7,65,78,10.3,1014,18,9,247,5,Ecuador
2020-12-11,18,12,0.0,6.0,3,17,03:03 AM,03:30 PM,06:03 AM,06:12 PM,10,14,14,14,7,67,79,17.4,1013,18,8,211,5,Ecuador
2020-12-12,18,12,0.0,6.0,4,9,03:58 AM,04:25 PM,06:04 AM,06:12 PM,10,14,14,14,7,76,76,25.8,1013,18,8,218,5,Ecuador
2020-12-13,17,12,0.0,8.8,3,2,04:55 AM,05:25 PM,06:04 AM,06:12 PM,9,14,14,14,7,69,75,12.4,1014,17,9,240,5,Ecuador
2020-12-14,17,12,0.0,7.4,3,0,05:56 AM,06:26 PM,06:05 AM,06:13 PM,9,14,14,14,6,57,76,11.0,1014,17,9,183,5,Ecuador
2020-12-15,17,11,0.0,6.0,3,0,06:58 AM,07:29 PM,06:05 AM,06:13 PM,10,14,14,14,6,72,77,9.2,1013,17,9,184,5,Ecuador
2020-12-16,17,11,0.0,6.0,3,5,07:59 AM,08:28 PM,06:06 AM,06:14 PM,10,14,14,14,6,74,77,7.1,1013,17,10,151,5,Ecuador
2020-12-17,16,12,0.0,6.0,3,12,08:58 AM,09:25 PM,06:06 AM,06:14 PM,10,14,13,14,6,74,79,10.2,1014,16,9,155,5,Ecuador
2020-12-18,15,12,0.0,6.0,3,20,09:52 AM,10:16 PM,06:07 AM,06:15 PM,10,13,13,13,6,72,83,12.9,1014,15,9,211,4,Ecuador
2020-12-19,17,10,0.0,6.0,3,27,10:41 AM,11:04 PM,06:07 AM,06:15 PM,9,13,14,13,6,63,75,11.9,1013,17,9,168,4,Ecuador
2020-12-20,17,11,0.0,6.0,3,34,11:27 AM,11:48 PM,06:08 AM,06:16 PM,10,14,14,14,7,74,81,21.8,1013,17,7,187,5,Ecuador
2020-12-21,17,12,0.0,6.0,4,41,12:10 PM,No moonset,06:08 AM,06:16 PM,10,14,14,14,6,76,76,14.0,1014,17,9,125,5,Ecuador
2020-12-22,18,12,0.0,8.8,4,49,12:51 PM,12:29 AM,06:09 AM,06:17 PM,10,14,14,14,7,74,75,14.4,1014,18,9,162,5,Ecuador
2020-12-23,16,12,0.0,6.0,3,56,01:32 PM,01:10 AM,06:09 AM,06:17 PM,10,14,14,14,6,70,79,12.0,1013,16,9,151,4,Ecuador
2020-12-24,17,12,0.0,6.0,3,63,02:12 PM,01:50 AM,06:10 AM,06:18 PM,10,14,14,14,6,81,81,32.7,1013,17,8,167,5,Ecuador
2020-12-25,15,12,0.0,6.0,3,70,02:54 PM,02:31 AM,06:10 AM,06:18 PM,10,13,13,13,7,77,83,45.6,1013,15,8,255,5,Ecuador
2020-12-26,13,11,0.0,6.0,3,78,03:39 PM,03:15 AM,06:11 AM,06:19 PM,10,11,11,11,7,80,88,44.1,1013,13,8,287,5,Ecuador
2020-12-27,15,11,0.0,7.4,3,85,04:26 PM,04:00 AM,06:11 AM,06:19 PM,9,12,12,12,6,67,80,3.3,1013,15,10,284,5,Ecuador
2020-12-28,14,10,0.0,6.0,3,92,05:16 PM,04:48 AM,06:12 AM,06:20 PM,9,12,12,12,6,72,84,16.5,1014,14,9,289,5,Ecuador
2020-12-29,17,11,0.0,6.0,3,100,06:08 PM,05:40 AM,06:12 AM,06:20 PM,9,13,13,13,7,74,79,6.1,1014,17,10,252,5,Ecuador
2020-12-30,17,11,0.0,7.4,3,100,07:03 PM,06:33 AM,06:13 AM,06:21 PM,10,13,13,13,7,71,81,23.7,1013,17,8,221,5,Ecuador
2020-12-31,18,11,0.0,7.4,3,89,07:57 PM,07:28 AM,06:13 AM,06:21 PM,9,14,14,14,7,65,77,10.8,1013,18,9,113,5,Ecuador
2021-01-01,16,11,0.0,8.8,3,79,08:50 PM,08:22 AM,06:14 AM,06:22 PM,9,13,13,13,5,67,78,13.1,1014,16,9,45,4,Ecuador
2021-01-02,13,11,0.0,7.4,3,71,09:42 PM,09:15 AM,06:14 AM,06:22 PM,10,12,12,12,4,75,84,19.2,1015,13,9,35,3,Ecuador
2021-01-03,15,11,0.0,6.0,3,64,10:31 PM,10:05 AM,06:14 AM,06:23 PM,10,13,13,13,6,79,84,12.1,1014,15,8,203,5,Ecuador
2021-01-04,16,11,0.0,6.0,3,57,11:20 PM,10:54 AM,06:15 AM,06:23 PM,10,13,13,13,7,75,82,11.7,1013,16,8,244,5,Ecuador
2021-01-05,15,10,0.0,6.0,3,50,No moonrise,11:43 AM,06:15 AM,06:23 PM,10,12,12,12,7,87,85,37.5,1013,15,7,202,5,Ecuador
2021-01-06,16,11,0.0,6.0,3,42,12:08 AM,12:31 PM,06:16 AM,06:24 PM,10,13,13,13,7,82,82,15.2,1014,16,9,302,5,Ecuador
2021-01-07,17,11,0.0,6.0,3,35,12:57 AM,01:22 PM,06:16 AM,06:24 PM,9,13,13,13,6,63,77,8.0,1014,17,9,230,5,Ecuador
2021-01-08,16,11,0.0,6.0,3,28,01:48 AM,02:14 PM,06:17 AM,06:25 PM,9,13,13,13,6,79,77,9.9,1015,16,9,204,4,Ecuador
2021-01-09,15,11,0.0,6.0,3,20,02:42 AM,03:10 PM,06:17 AM,06:25 PM,9,13,13,13,6,71,80,12.4,1014,15,9,146,4,Ecuador
2021-01-10,17,11,0.0,6.0,3,13,03:40 AM,04:09 PM,06:17 AM,06:26 PM,9,14,13,14,6,67,75,8.4,1014,17,9,165,4,Ecuador
2021-01-11,17,11,0.0,8.8,3,6,04:39 AM,05:10 PM,06:18 AM,06:26 PM,8,14,13,14,7,52,73,6.8,1014,17,9,182,5,Ecuador
2021-01-12,16,11,0.0,6.0,3,0,05:41 AM,06:11 PM,06:18 AM,06:26 PM,9,13,13,13,5,63,76,5.4,1014,16,10,162,4,Ecuador
2021-01-13,17,11,0.0,7.4,3,0,06:41 AM,07:09 PM,06:19 AM,06:27 PM,9,14,14,14,6,56,75,10.8,1013,17,9,201,4,Ecuador
2021-01-14,17,11,0.0,7.4,3,1,07:38 AM,08:04 PM,06:19 AM,06:27 PM,9,14,14,14,6,61,76,3.7,1013,17,10,151,5,Ecuador
2021-01-15,17,11,0.0,7.4,3,8,08:30 AM,08:54 PM,06:19 AM,06:27 PM,10,13,13,13,6,65,79,5.8,1013,17,10,199,5,Ecuador
2021-01-16,16,11,0.0,7.4,3,16,09:18 AM,09:40 PM,06:20 AM,06:28 PM,10,14,13,14,6,60,78,5.1,1013,16,10,221,5,Ecuador
2021-01-17,17,11,0.0,7.4,3,23,10:03 AM,10:23 PM,06:20 AM,06:28 PM,9,14,14,14,6,61,76,2.6,1012,17,10,234,5,Ecuador
2021-01-18,18,11,0.0,8.8,3,30,10:45 AM,11:05 PM,06:20 AM,06:28 PM,9,14,14,14,6,62,76,3.1,1013,18,10,197,5,Ecuador
2021-01-19,18,11,0.0,10.2,4,38,11:27 AM,11:46 PM,06:21 AM,06:29 PM,9,14,14,14,6,48,72,3.7,1013,18,10,133,5,Ecuador
2021-01-20,18,11,0.0,8.8,4,45,12:07 PM,No moonset,06:21 AM,06:29 PM,9,14,14,14,6,45,72,3.6,1013,18,10,132,5,Ecuador
2021-01-21,17,11,0.0,7.4,3,52,12:49 PM,12:26 AM,06:21 AM,06:29 PM,9,14,13,14,7,61,76,3.4,1013,17,10,164,5,Ecuador
2021-01-22,13,12,0.0,7.4,3,59,01:32 PM,01:09 AM,06:22 AM,06:29 PM,9,13,12,13,5,71,80,14.0,1014,13,9,96,4,Ecuador
2021-01-23,17,11,0.0,6.0,3,67,02:18 PM,01:53 AM,06:22 AM,06:30 PM,9,13,13,13,5,71,76,7.1,1014,17,8,166,4,Ecuador
2021-01-24,16,11,0.0,7.4,3,74,03:07 PM,02:40 AM,06:22 AM,06:30 PM,10,13,13,13,5,60,79,4.4,1013,16,10,164,4,Ecuador
2021-01-25,17,12,0.0,7.4,3,81,03:58 PM,03:30 AM,06:22 AM,06:30 PM,9,14,14,14,6,63,76,4.0,1012,17,9,174,5,Ecuador
2021-01-26,18,12,0.0,7.4,4,88,04:52 PM,04:23 AM,06:23 AM,06:30 PM,10,14,14,14,6,55,77,4.8,1012,18,9,146,5,Ecuador
2021-01-27,18,12,0.0,6.0,4,96,05:47 PM,05:18 AM,06:23 AM,06:30 PM,10,14,14,14,7,81,77,13.0,1013,18,9,155,5,Ecuador
2021-01-28,18,11,0.0,10.2,4,100,06:42 PM,06:13 AM,06:23 AM,06:31 PM,9,14,14,14,6,57,76,2.2,1013,18,10,224,5,Ecuador
2021-01-29,19,12,0.0,7.4,4,90,07:36 PM,07:07 AM,06:23 AM,06:31 PM,11,15,15,15,6,66,77,5.0,1011,19,9,293,5,Ecuador
2021-01-30,18,12,0.0,10.2,4,82,08:27 PM,08:00 AM,06:23 AM,06:31 PM,10,15,15,15,6,52,77,4.3,1012,18,9,194,5,Ecuador
2021-01-31,21,11,0.0,11.6,4,79,09:17 PM,08:51 AM,06:23 AM,06:31 PM,6,15,15,15,8,23,59,0.9,1012,21,10,149,7,Ecuador
2021-02-01,20,11,0.0,11.6,4,63,10:06 PM,09:40 AM,06:24 AM,06:31 PM,8,15,15,15,8,38,66,1.6,1012,20,10,175,6,Ecuador
2021-02-02,18,12,0.0,10.2,4,55,10:55 PM,10:29 AM,06:24 AM,06:31 PM,10,15,15,15,6,52,75,4.1,1012,18,10,154,5,Ecuador
2021-02-03,19,12,0.0,11.6,4,48,11:45 PM,11:19 AM,06:24 AM,06:31 PM,10,15,15,15,6,39,73,3.7,1013,19,10,168,5,Ecuador
2021-02-04,17,12,0.0,10.2,4,40,No moonrise,12:10 PM,06:24 AM,06:31 PM,10,15,14,15,6,45,74,3.7,1013,17,10,210,5,Ecuador
2021-02-05,17,12,0.0,8.8,3,33,12:37 AM,01:04 PM,06:24 AM,06:32 PM,10,14,14,14,5,59,79,6.8,1014,17,9,159,4,Ecuador
2021-02-06,19,12,0.0,7.4,4,25,01:32 AM,02:00 PM,06:24 AM,06:32 PM,10,15,15,15,6,67,75,9.0,1013,19,9,151,5,Ecuador
2021-02-07,19,12,0.0,8.8,4,18,02:29 AM,02:59 PM,06:24 AM,06:32 PM,10,15,15,15,6,48,74,6.1,1013,19,9,195,5,Ecuador
