date_time,Zambia_maxtempC,Zambia_mintempC,Zambia_totalSnow_cm,Zambia_sunHour,Zambia_uvIndex,Zambia_moon_illumination,Zambia_moonrise,Zambia_moonset,Zambia_sunrise,Zambia_sunset,Zambia_DewPointC,Zambia_FeelsLikeC,Zambia_HeatIndexC,Zambia_WindChillC,Zambia_WindGustKmph,Zambia_cloudcover,Zambia_humidity,Zambia_precipMM,Zambia_pressure,Zambia_tempC,Zambia_visibility,Zambia_winddirDegree,Zambia_windspeedKmph,Zambia_location
2020-09-10,28,12,0.0,11.6,6,35,No moonrise,11:30 AM,06:06 AM,06:02 PM,3,21,21,21,19,3,38,0.0,1016,28,10,109,12,Zambia
2020-09-11,28,14,0.0,11.6,6,28,12:51 AM,12:19 PM,06:05 AM,06:02 PM,2,22,22,21,21,2,32,0.0,1016,28,10,105,14,Zambia
2020-09-12,28,15,0.0,11.6,6,20,01:46 AM,01:13 PM,06:04 AM,06:02 PM,5,22,22,22,22,7,38,0.0,1016,28,10,101,15,Zambia
2020-09-13,29,14,0.0,11.6,6,13,02:41 AM,02:10 PM,06:03 AM,06:02 PM,5,22,22,21,19,5,38,0.0,1016,29,10,94,12,Zambia
2020-09-14,31,16,0.0,11.6,7,5,03:35 AM,03:11 PM,06:02 AM,06:02 PM,7,24,24,24,16,4,38,0.0,1013,31,10,89,10,Zambia
2020-09-15,32,20,0.0,11.6,7,0,04:27 AM,04:12 PM,06:02 AM,06:02 PM,6,25,25,26,14,4,31,0.0,1011,32,10,84,9,Zambia
2020-09-16,33,18,0.0,11.6,7,0,05:17 AM,05:13 PM,06:01 AM,06:02 PM,6,26,26,26,15,3,31,0.0,1010,33,10,86,10,Zambia
2020-09-17,33,20,0.0,12.0,7,0,06:04 AM,06:14 PM,06:00 AM,06:02 PM,5,28,28,28,20,2,27,0.0,1011,33,10,90,13,Zambia
2020-09-18,33,21,0.0,12.4,7,2,06:50 AM,07:14 PM,05:59 AM,06:03 PM,5,27,27,27,24,1,27,0.0,1012,33,10,98,16,Zambia
2020-09-19,33,17,0.0,12.4,7,10,07:36 AM,08:15 PM,05:59 AM,06:03 PM,5,26,26,26,21,1,31,0.0,1013,33,10,100,14,Zambia
2020-09-20,33,18,0.0,12.5,7,17,08:22 AM,09:16 PM,05:58 AM,06:03 PM,4,26,26,27,21,1,28,0.0,1012,33,10,101,14,Zambia
2020-09-21,35,17,0.0,12.5,7,25,09:10 AM,10:17 PM,05:57 AM,06:03 PM,2,26,26,27,17,0,25,0.0,1011,35,10,98,12,Zambia
2020-09-22,32,20,0.0,12.5,7,32,10:01 AM,11:19 PM,05:56 AM,06:03 PM,6,26,26,26,27,1,30,0.0,1014,32,10,94,19,Zambia
2020-09-23,29,16,0.0,12.5,6,40,10:55 AM,No moonset,05:56 AM,06:03 PM,9,23,23,22,23,9,52,0.0,1017,29,10,99,15,Zambia
2020-09-24,31,14,0.0,12.5,7,47,11:50 AM,12:19 AM,05:55 AM,06:03 PM,4,23,23,23,21,0,38,0.0,1015,31,10,98,14,Zambia
2020-09-25,34,15,0.0,12.5,7,55,12:46 PM,01:17 AM,05:54 AM,06:03 PM,3,26,26,25,17,1,27,0.0,1011,34,10,99,10,Zambia
2020-09-26,40,20,0.0,12.5,8,62,01:43 PM,02:10 AM,05:53 AM,06:03 PM,2,30,30,30,10,0,22,0.0,1007,40,10,84,6,Zambia
2020-09-27,40,22,0.0,12.5,8,70,02:36 PM,03:00 AM,05:53 AM,06:03 PM,-0,31,31,31,9,1,16,0.0,1005,40,10,100,6,Zambia
2020-09-28,37,21,0.0,12.5,8,78,03:29 PM,03:45 AM,05:52 AM,06:03 PM,2,30,30,30,17,1,19,0.0,1007,37,10,79,12,Zambia
2020-09-29,35,23,0.0,12.5,8,85,04:19 PM,04:25 AM,05:51 AM,06:03 PM,6,29,29,29,22,2,25,0.0,1008,35,10,85,14,Zambia
2020-09-30,34,22,0.0,12.5,7,93,05:07 PM,05:03 AM,05:50 AM,06:04 PM,8,29,29,28,24,3,31,0.0,1009,34,10,88,16,Zambia
2020-10-01,35,20,0.0,12.5,7,97,05:54 PM,05:39 AM,05:50 AM,06:04 PM,9,28,28,27,21,3,38,0.0,1009,35,10,78,14,Zambia
2020-10-02,36,21,0.0,12.6,8,100,06:40 PM,06:14 AM,05:49 AM,06:04 PM,6,29,29,29,19,1,30,0.0,1008,36,10,82,12,Zambia
2020-10-03,36,23,0.0,12.6,8,89,07:27 PM,06:49 AM,05:48 AM,06:04 PM,6,29,29,30,23,1,25,0.0,1009,36,10,84,15,Zambia
2020-10-04,36,21,0.0,12.6,8,82,08:13 PM,07:25 AM,05:47 AM,06:04 PM,6,30,30,29,23,2,27,0.0,1011,36,10,90,16,Zambia
2020-10-05,36,22,0.0,12.6,8,74,09:02 PM,08:02 AM,05:47 AM,06:04 PM,5,29,29,29,23,1,26,0.0,1011,36,10,84,16,Zambia
2020-10-06,36,19,0.0,12.6,8,67,09:53 PM,08:42 AM,05:46 AM,06:04 PM,7,28,28,28,20,1,33,0.0,1009,36,10,74,13,Zambia
2020-10-07,34,19,0.0,12.6,7,60,10:44 PM,09:25 AM,05:45 AM,06:04 PM,11,28,28,27,23,12,44,0.1,1010,34,10,79,16,Zambia
2020-10-08,33,20,0.0,12.6,6,53,11:38 PM,10:12 AM,05:44 AM,06:05 PM,13,27,27,26,21,26,49,3.4,1011,33,10,116,15,Zambia
2020-10-09,34,21,0.0,12.6,6,45,No moonrise,11:03 AM,05:44 AM,06:05 PM,13,27,27,26,11,40,48,2.6,1009,34,10,176,8,Zambia
2020-10-10,33,21,0.0,12.6,6,38,12:31 AM,11:57 AM,05:43 AM,06:05 PM,13,27,27,26,10,17,47,0.1,1008,33,10,46,7,Zambia
2020-10-11,33,23,0.0,11.9,6,31,01:24 AM,12:55 PM,05:42 AM,06:05 PM,13,28,28,27,13,53,46,2.1,1009,33,10,67,9,Zambia
2020-10-12,20,19,0.0,9.2,4,23,02:15 AM,01:54 PM,05:42 AM,06:05 PM,16,20,20,20,17,67,78,8.0,1014,20,8,109,12,Zambia
2020-10-13,26,18,0.0,10.5,5,16,03:04 AM,02:54 PM,05:41 AM,06:05 PM,15,21,21,21,17,47,71,0.0,1014,26,10,101,13,Zambia
2020-10-14,27,17,0.0,11.9,5,9,03:52 AM,03:54 PM,05:40 AM,06:06 PM,15,23,23,22,19,46,66,2.7,1015,27,10,97,14,Zambia
2020-10-15,28,19,0.0,12.7,6,2,04:37 AM,04:54 PM,05:40 AM,06:06 PM,13,23,23,23,22,12,55,0.0,1016,28,10,95,17,Zambia
2020-10-16,30,18,0.0,12.7,7,0,05:23 AM,05:55 PM,05:39 AM,06:06 PM,9,24,24,24,19,5,42,0.0,1014,30,10,98,13,Zambia
2020-10-17,30,19,0.0,12.7,7,0,06:09 AM,06:57 PM,05:38 AM,06:06 PM,6,25,25,25,22,1,33,0.0,1013,30,10,100,15,Zambia
2020-10-18,32,18,0.0,12.7,7,5,06:58 AM,08:00 PM,05:38 AM,06:06 PM,3,25,25,25,19,0,26,0.0,1012,32,10,98,12,Zambia
2020-10-19,33,20,0.0,12.7,7,13,07:49 AM,09:04 PM,05:37 AM,06:07 PM,-0,26,26,26,15,0,20,0.0,1010,33,10,100,10,Zambia
2020-10-20,34,20,0.0,12.7,7,20,08:43 AM,10:08 PM,05:37 AM,06:07 PM,2,27,27,28,16,0,22,0.0,1009,34,10,93,10,Zambia
2020-10-21,34,21,0.0,12.7,7,27,09:41 AM,11:09 PM,05:36 AM,06:07 PM,5,27,27,28,20,2,24,0.0,1010,34,10,87,13,Zambia
2020-10-22,30,21,0.0,12.7,7,35,10:39 AM,No moonset,05:36 AM,06:07 PM,11,26,26,25,22,14,42,0.0,1013,30,10,97,16,Zambia
2020-10-23,32,20,0.0,12.7,7,42,11:37 AM,12:06 AM,05:35 AM,06:08 PM,8,26,26,26,21,8,35,0.0,1013,32,10,96,14,Zambia
2020-10-24,33,20,0.0,12.7,7,49,12:32 PM,12:57 AM,05:34 AM,06:08 PM,6,27,27,27,17,3,29,0.0,1011,33,10,111,11,Zambia
2020-10-25,34,20,0.0,12.7,7,56,01:26 PM,01:44 AM,05:34 AM,06:08 PM,6,27,27,28,18,2,29,0.0,1009,34,10,100,12,Zambia
2020-10-26,34,20,0.0,12.8,7,64,02:16 PM,02:26 AM,05:33 AM,06:09 PM,6,28,28,28,20,3,28,0.0,1008,34,10,92,14,Zambia
2020-10-27,34,21,0.0,12.8,7,71,03:04 PM,03:05 AM,05:33 AM,06:09 PM,8,28,28,28,24,3,33,0.0,1009,34,10,93,16,Zambia
2020-10-28,34,20,0.0,12.8,7,78,03:51 PM,03:41 AM,05:32 AM,06:09 PM,8,27,27,27,22,4,32,0.0,1010,34,10,95,15,Zambia
2020-10-29,34,22,0.0,12.8,7,85,04:37 PM,04:15 AM,05:32 AM,06:09 PM,9,28,28,28,22,7,34,0.0,1010,34,10,85,15,Zambia
2020-10-30,34,21,0.0,12.8,7,93,05:24 PM,04:50 AM,05:32 AM,06:10 PM,7,28,28,28,23,4,30,0.0,1011,34,10,86,15,Zambia
2020-10-31,33,21,0.0,12.8,7,97,06:10 PM,05:25 AM,05:31 AM,06:10 PM,6,27,27,27,22,4,30,0.0,1011,33,10,87,15,Zambia
2020-11-01,30,19,0.0,12.8,7,89,06:59 PM,06:02 AM,05:31 AM,06:10 PM,10,26,26,26,22,11,41,0.0,1011,30,10,83,15,Zambia
2020-11-02,33,19,0.0,12.8,7,81,07:49 PM,06:41 AM,05:30 AM,06:11 PM,11,26,26,26,18,10,45,0.0,1011,33,10,85,12,Zambia
2020-11-03,33,21,0.0,12.8,6,74,08:40 PM,07:23 AM,05:30 AM,06:11 PM,13,27,27,26,16,40,45,1.0,1011,33,10,93,11,Zambia
2020-11-04,33,21,0.0,12.8,6,66,09:33 PM,08:08 AM,05:30 AM,06:12 PM,13,27,27,27,16,29,44,0.2,1009,33,10,89,10,Zambia
2020-11-05,36,22,0.0,12.8,8,58,10:26 PM,08:58 AM,05:29 AM,06:12 PM,7,30,30,30,13,4,31,0.0,1008,36,10,113,10,Zambia
2020-11-06,37,22,0.0,12.8,8,51,11:18 PM,09:51 AM,05:29 AM,06:12 PM,7,29,29,29,17,3,28,0.0,1008,37,10,112,11,Zambia
2020-11-07,37,23,0.0,12.8,8,43,No moonrise,10:46 AM,05:29 AM,06:13 PM,4,31,31,31,22,1,21,0.0,1008,37,10,87,15,Zambia
2020-11-08,37,22,0.0,12.9,8,36,12:09 AM,11:43 AM,05:28 AM,06:13 PM,2,31,31,31,20,3,19,0.0,1009,37,10,79,14,Zambia
2020-11-09,38,23,0.0,12.9,8,28,12:57 AM,12:40 PM,05:28 AM,06:14 PM,3,31,31,31,19,0,20,0.0,1009,38,10,77,12,Zambia
2020-11-10,36,23,0.0,12.9,8,21,01:43 AM,01:38 PM,05:28 AM,06:14 PM,8,30,30,30,19,3,27,0.0,1007,36,10,74,12,Zambia
2020-11-11,34,24,0.0,12.9,8,13,02:28 AM,02:36 PM,05:28 AM,06:15 PM,9,29,29,29,18,8,32,0.2,1008,34,10,109,12,Zambia
2020-11-12,29,20,0.0,8.1,6,6,03:12 AM,03:35 PM,05:27 AM,06:15 PM,15,25,25,24,20,61,61,1.7,1012,29,10,110,14,Zambia
2020-11-13,27,19,0.0,11.9,5,0,03:57 AM,04:35 PM,05:27 AM,06:16 PM,15,23,23,22,20,44,67,0.1,1013,27,10,96,15,Zambia
2020-11-14,31,20,0.0,12.9,7,0,04:43 AM,05:37 PM,05:27 AM,06:16 PM,11,25,25,25,18,12,44,0.0,1010,31,10,95,12,Zambia
2020-11-15,33,20,0.0,12.9,7,0,05:33 AM,06:41 PM,05:27 AM,06:16 PM,8,26,26,26,15,11,35,0.0,1008,33,10,105,10,Zambia
2020-11-16,34,21,0.0,12.9,8,2,06:26 AM,07:47 PM,05:27 AM,06:17 PM,9,28,28,28,14,3,38,0.0,1008,34,10,125,9,Zambia
2020-11-17,36,22,0.0,12.9,8,9,07:23 AM,08:52 PM,05:27 AM,06:17 PM,7,29,29,29,15,3,29,0.0,1007,36,10,87,10,Zambia
2020-11-18,36,23,0.0,12.9,8,17,08:23 AM,09:53 PM,05:26 AM,06:18 PM,8,30,30,30,10,3,28,0.0,1006,36,10,68,7,Zambia
2020-11-19,36,24,0.0,12.9,8,24,09:24 AM,10:49 PM,05:26 AM,06:19 PM,10,29,29,29,8,5,32,0.0,1006,36,10,194,5,Zambia
2020-11-20,34,25,0.0,12.9,8,32,10:22 AM,11:40 PM,05:26 AM,06:19 PM,12,29,29,29,14,14,38,0.1,1006,34,10,104,9,Zambia
2020-11-21,33,22,0.0,12.9,6,39,11:18 AM,No moonset,05:26 AM,06:20 PM,13,28,28,27,21,24,44,0.3,1009,33,10,85,15,Zambia
2020-11-22,33,21,0.0,12.9,7,47,12:11 PM,12:24 AM,05:26 AM,06:20 PM,13,28,28,27,15,9,47,0.0,1010,33,10,79,10,Zambia
2020-11-23,35,22,0.0,13.0,8,54,01:01 PM,01:04 AM,05:26 AM,06:21 PM,13,29,29,29,10,26,41,0.5,1008,35,10,86,8,Zambia
2020-11-24,36,24,0.0,13.0,8,62,01:48 PM,01:42 AM,05:26 AM,06:21 PM,11,29,29,29,11,9,34,0.0,1007,36,10,75,8,Zambia
2020-11-25,37,23,0.0,13.0,8,70,02:34 PM,02:16 AM,05:26 AM,06:22 PM,14,30,30,29,11,11,45,0.2,1007,37,10,246,7,Zambia
2020-11-26,35,22,0.0,13.0,8,77,03:21 PM,02:51 AM,05:26 AM,06:22 PM,12,29,29,29,13,5,40,0.0,1008,35,10,138,8,Zambia
2020-11-27,32,21,0.0,11.9,6,85,04:07 PM,03:26 AM,05:26 AM,06:23 PM,15,28,28,27,21,53,54,1.4,1010,32,10,111,15,Zambia
2020-11-28,29,19,0.0,11.9,5,92,04:55 PM,04:02 AM,05:27 AM,06:23 PM,17,24,24,23,19,53,72,7.9,1012,29,10,95,14,Zambia
2020-11-29,31,20,0.0,13.0,7,100,05:45 PM,04:40 AM,05:27 AM,06:24 PM,15,26,26,25,13,34,55,0.7,1009,31,10,101,9,Zambia
2020-11-30,33,22,0.0,13.0,7,100,06:36 PM,05:21 AM,05:27 AM,06:25 PM,13,27,27,27,10,17,44,0.0,1008,33,10,125,7,Zambia
2020-12-01,32,20,0.0,11.9,6,89,07:29 PM,06:06 AM,05:27 AM,06:25 PM,16,26,26,25,11,65,62,3.2,1008,32,9,120,7,Zambia
2020-12-02,27,20,0.0,8.1,5,82,08:22 PM,06:54 AM,05:27 AM,06:26 PM,19,24,24,23,8,76,77,17.1,1007,27,9,93,5,Zambia
2020-12-03,23,20,0.0,9.4,5,75,09:15 PM,07:47 AM,05:27 AM,06:26 PM,19,21,22,21,11,74,89,73.7,1011,23,7,90,7,Zambia
2020-12-04,21,19,0.0,8.1,4,67,10:06 PM,08:41 AM,05:28 AM,06:27 PM,19,20,20,20,13,76,94,62.8,1012,21,6,100,8,Zambia
2020-12-05,22,18,0.0,10.7,4,60,10:55 PM,09:38 AM,05:28 AM,06:27 PM,18,19,20,19,10,71,91,9.6,1012,22,8,47,7,Zambia
2020-12-06,23,19,0.0,8.1,5,53,11:41 PM,10:34 AM,05:28 AM,06:28 PM,19,21,21,21,14,74,89,9.7,1013,23,8,97,8,Zambia
2020-12-07,22,19,0.0,9.4,5,46,No moonrise,11:30 AM,05:28 AM,06:29 PM,18,20,21,20,13,76,90,6.5,1014,22,8,67,9,Zambia
2020-12-08,24,19,0.0,10.7,5,38,12:24 AM,12:26 PM,05:29 AM,06:29 PM,18,21,21,21,14,56,88,4.7,1014,24,7,91,10,Zambia
2020-12-09,25,19,0.0,8.1,5,31,01:07 AM,01:22 PM,05:29 AM,06:30 PM,19,22,22,21,14,74,86,14.6,1011,25,9,71,9,Zambia
2020-12-10,22,19,0.0,9.4,5,24,01:49 AM,02:19 PM,05:29 AM,06:30 PM,18,20,21,20,6,60,89,13.2,1011,22,9,185,4,Zambia
2020-12-11,20,19,0.0,10.7,4,17,02:32 AM,03:18 PM,05:30 AM,06:31 PM,18,20,20,20,8,70,92,27.7,1011,20,8,174,5,Zambia
2020-12-12,24,19,0.0,8.1,5,9,03:19 AM,04:20 PM,05:30 AM,06:32 PM,19,21,22,21,10,72,87,32.5,1010,24,8,194,6,Zambia
2020-12-13,25,19,0.0,9.4,5,2,04:09 AM,05:24 PM,05:30 AM,06:32 PM,19,22,22,21,12,70,86,17.3,1009,25,9,163,8,Zambia
2020-12-14,22,18,0.0,9.4,5,0,05:04 AM,06:29 PM,05:31 AM,06:33 PM,18,20,21,20,16,67,87,3.5,1011,22,9,343,11,Zambia
2020-12-15,26,19,0.0,9.4,5,0,06:03 AM,07:34 PM,05:31 AM,06:33 PM,18,22,22,22,14,61,82,6.4,1009,26,9,209,9,Zambia
2020-12-16,25,20,0.0,9.4,5,5,07:04 AM,08:33 PM,05:32 AM,06:34 PM,18,23,23,22,16,64,81,3.0,1009,25,10,216,10,Zambia
2020-12-17,25,19,0.0,8.1,5,12,08:05 AM,09:28 PM,05:32 AM,06:34 PM,19,23,23,22,21,74,86,25.9,1009,25,8,32,12,Zambia
2020-12-18,25,19,0.0,10.7,5,20,09:05 AM,10:16 PM,05:33 AM,06:35 PM,19,23,23,21,18,62,84,13.2,1009,25,9,29,11,Zambia
2020-12-19,25,19,0.0,10.7,5,27,10:00 AM,11:00 PM,05:33 AM,06:35 PM,19,22,22,21,12,69,86,17.1,1009,25,9,126,7,Zambia
2020-12-20,26,19,0.0,12.0,5,34,10:53 AM,11:39 PM,05:34 AM,06:36 PM,19,23,23,22,11,55,84,6.4,1011,26,8,84,7,Zambia
2020-12-21,25,19,0.0,8.1,5,41,11:42 AM,No moonset,05:34 AM,06:36 PM,19,22,22,21,7,70,85,13.5,1012,25,9,123,4,Zambia
2020-12-22,27,19,0.0,8.1,5,49,12:29 PM,12:15 AM,05:35 AM,06:37 PM,19,24,24,23,7,69,80,20.5,1010,27,8,91,4,Zambia
2020-12-23,28,19,0.0,13.0,5,56,01:16 PM,12:50 AM,05:35 AM,06:37 PM,19,24,24,23,11,42,77,1.3,1008,28,10,68,7,Zambia
2020-12-24,28,20,0.0,9.4,6,63,02:02 PM,01:25 AM,05:36 AM,06:38 PM,19,25,25,24,9,55,75,8.3,1008,28,10,88,6,Zambia
2020-12-25,28,20,0.0,12.0,6,70,02:49 PM,02:00 AM,05:36 AM,06:38 PM,19,25,25,24,9,54,77,2.0,1008,28,10,134,6,Zambia
2020-12-26,28,20,0.0,13.0,5,78,03:38 PM,02:37 AM,05:37 AM,06:39 PM,18,25,25,23,13,27,76,1.0,1009,28,10,87,9,Zambia
2020-12-27,26,19,0.0,10.7,5,85,04:28 PM,03:18 AM,05:37 AM,06:39 PM,19,23,23,22,17,54,81,15.0,1008,26,9,93,10,Zambia
2020-12-28,26,18,0.0,8.1,5,92,05:21 PM,04:01 AM,05:38 AM,06:40 PM,19,23,23,22,17,78,84,18.2,1008,26,9,81,10,Zambia
2020-12-29,27,19,0.0,13.0,5,100,06:15 PM,04:48 AM,05:38 AM,06:40 PM,19,24,24,22,17,50,82,6.3,1008,27,9,94,11,Zambia
2020-12-30,28,19,0.0,13.0,5,100,07:10 PM,05:41 AM,05:39 AM,06:40 PM,18,24,24,23,10,21,74,0.2,1008,28,10,94,7,Zambia
2020-12-31,26,19,0.0,10.7,5,89,08:02 PM,06:35 AM,05:39 AM,06:41 PM,18,23,23,22,15,49,80,12.4,1007,26,9,315,9,Zambia
2021-01-01,24,18,0.0,9.4,5,79,08:52 PM,07:32 AM,05:40 AM,06:41 PM,19,22,22,21,13,75,90,16.8,1008,24,8,249,8,Zambia
2021-01-02,21,19,0.0,8.1,4,71,09:40 PM,08:29 AM,05:41 AM,06:41 PM,19,20,20,20,10,69,94,25.6,1011,21,6,117,6,Zambia
2021-01-03,25,18,0.0,8.1,5,64,10:24 PM,09:26 AM,05:41 AM,06:42 PM,18,20,21,20,20,79,87,4.7,1012,25,8,95,14,Zambia
2021-01-04,25,17,0.0,10.7,5,57,11:06 PM,10:22 AM,05:42 AM,06:42 PM,18,21,21,21,18,69,86,14.9,1010,25,9,88,11,Zambia
2021-01-05,26,17,0.0,9.4,5,50,11:48 PM,11:17 AM,05:42 AM,06:42 PM,19,22,22,21,14,69,85,13.1,1009,26,7,80,9,Zambia
2021-01-06,25,19,0.0,8.1,5,42,No moonrise,12:12 PM,05:43 AM,06:43 PM,20,23,23,22,7,67,88,18.4,1008,25,8,191,4,Zambia
2021-01-07,27,19,0.0,10.7,5,35,12:29 AM,01:09 PM,05:44 AM,06:43 PM,20,24,24,23,12,52,84,7.5,1008,27,9,64,7,Zambia
2021-01-08,27,19,0.0,10.7,5,28,01:13 AM,02:07 PM,05:44 AM,06:43 PM,20,24,24,23,11,68,85,10.1,1007,27,9,74,7,Zambia
2021-01-09,23,19,0.0,9.4,5,20,02:00 AM,03:08 PM,05:45 AM,06:43 PM,19,21,22,21,9,68,92,15.1,1008,23,7,287,5,Zambia
2021-01-10,20,19,0.0,9.4,4,13,02:50 AM,04:11 PM,05:45 AM,06:44 PM,19,20,20,20,9,69,95,34.1,1008,20,6,218,5,Zambia
2021-01-11,24,15,0.0,9.4,5,6,03:46 AM,05:14 PM,05:46 AM,06:44 PM,19,20,21,20,9,65,92,11.3,1008,24,5,282,5,Zambia
2021-01-12,25,19,0.0,10.7,5,0,04:45 AM,06:16 PM,05:47 AM,06:44 PM,19,22,22,21,11,63,91,8.5,1009,25,6,93,7,Zambia
2021-01-13,25,18,0.0,8.1,5,0,05:47 AM,07:13 PM,05:47 AM,06:44 PM,19,22,22,21,13,67,90,16.9,1009,25,8,55,7,Zambia
2021-01-14,23,18,0.0,8.1,5,1,06:47 AM,08:05 PM,05:48 AM,06:44 PM,19,20,20,20,13,78,93,3.8,1008,23,7,179,9,Zambia
2021-01-15,24,18,0.0,9.4,5,8,07:46 AM,08:51 PM,05:48 AM,06:44 PM,18,20,21,20,20,75,88,4.8,1008,24,9,325,14,Zambia
2021-01-16,25,19,0.0,10.7,5,16,08:40 AM,09:34 PM,05:49 AM,06:44 PM,19,22,22,22,16,58,85,1.6,1007,25,9,314,11,Zambia
2021-01-17,27,18,0.0,8.1,5,23,09:32 AM,10:11 PM,05:49 AM,06:44 PM,19,23,23,22,13,68,86,7.1,1007,27,8,324,8,Zambia
2021-01-18,25,19,0.0,9.4,5,30,10:21 AM,10:48 PM,05:50 AM,06:45 PM,20,23,23,22,14,63,89,11.3,1008,25,7,232,8,Zambia
2021-01-19,20,19,0.0,9.4,4,38,11:08 AM,11:23 PM,05:51 AM,06:45 PM,19,20,20,20,11,70,95,9.3,1009,20,7,177,7,Zambia
2021-01-20,20,19,0.0,8.1,4,45,11:55 AM,11:58 PM,05:51 AM,06:45 PM,19,19,19,19,10,86,97,7.2,1011,20,5,176,7,Zambia
2021-01-21,22,18,0.0,10.6,5,52,12:41 PM,No moonset,05:52 AM,06:45 PM,19,20,21,20,7,79,93,12.7,1011,22,6,159,4,Zambia
2021-01-22,24,18,0.0,9.4,5,59,01:30 PM,12:34 AM,05:52 AM,06:45 PM,19,21,21,21,9,68,90,10.8,1010,24,8,196,5,Zambia
2021-01-23,22,18,0.0,9.4,5,67,02:19 PM,01:13 AM,05:53 AM,06:44 PM,19,20,20,20,15,76,92,13.9,1008,22,7,302,10,Zambia
2021-01-24,24,18,0.0,9.4,5,74,03:11 PM,01:54 AM,05:53 AM,06:44 PM,18,20,20,20,15,80,92,8.0,1008,24,8,314,10,Zambia
2021-01-25,19,18,0.0,8.1,4,81,04:04 PM,02:40 AM,05:54 AM,06:44 PM,18,19,19,19,14,93,96,19.4,1010,19,6,96,10,Zambia
2021-01-26,19,17,0.0,8.1,4,88,04:59 PM,03:30 AM,05:54 AM,06:44 PM,18,18,18,18,12,100,98,33.5,1012,19,4,103,8,Zambia
2021-01-27,22,17,0.0,10.6,5,96,05:53 PM,04:24 AM,05:55 AM,06:44 PM,18,19,20,19,13,78,93,1.6,1011,22,4,145,9,Zambia
2021-01-28,27,18,0.0,10.6,5,100,06:45 PM,05:21 AM,05:55 AM,06:44 PM,18,23,23,22,10,64,85,1.5,1010,27,7,296,7,Zambia
2021-01-29,24,19,0.0,9.3,5,90,07:35 PM,06:19 AM,05:56 AM,06:44 PM,19,21,21,21,12,66,91,7.7,1011,24,8,195,7,Zambia
2021-01-30,25,16,0.0,9.3,5,82,08:21 PM,07:18 AM,05:56 AM,06:44 PM,19,22,22,21,8,69,87,4.1,1011,25,10,83,5,Zambia
2021-01-31,25,18,0.0,10.6,5,79,09:05 PM,08:15 AM,05:57 AM,06:43 PM,20,22,22,22,9,77,90,9.8,1008,25,8,58,5,Zambia
2021-02-01,24,19,0.0,9.3,5,63,09:47 PM,09:12 AM,05:57 AM,06:43 PM,19,21,21,21,13,71,92,8.4,1010,24,8,234,8,Zambia
2021-02-02,24,19,0.0,12.9,5,55,10:29 PM,10:08 AM,05:58 AM,06:43 PM,19,22,22,21,12,57,89,4.1,1011,24,8,280,8,Zambia
2021-02-03,24,18,0.0,8.0,5,48,11:12 PM,11:04 AM,05:58 AM,06:43 PM,19,20,21,20,14,73,93,17.0,1012,24,7,239,9,Zambia
2021-02-04,27,18,0.0,11.9,5,40,11:57 PM,12:02 PM,05:59 AM,06:42 PM,19,23,23,22,8,45,84,2.9,1013,27,7,253,5,Zambia
2021-02-05,27,19,0.0,12.8,5,33,No moonrise,01:01 PM,05:59 AM,06:42 PM,19,23,23,22,12,53,86,8.0,1011,27,7,93,7,Zambia
2021-02-06,26,18,0.0,11.8,5,25,12:45 AM,02:01 PM,06:00 AM,06:42 PM,19,23,23,22,16,63,88,16.6,1010,26,8,98,10,Zambia
2021-02-07,26,18,0.0,10.5,5,18,01:38 AM,03:03 PM,06:00 AM,06:41 PM,19,23,23,22,14,65,87,6.2,1007,26,7,88,9,Zambia
