date_time,Finland_maxtempC,Finland_mintempC,Finland_totalSnow_cm,Finland_sunHour,Finland_uvIndex,Finland_moon_illumination,Finland_moonrise,Finland_moonset,Finland_sunrise,Finland_sunset,Finland_DewPointC,Finland_FeelsLikeC,Finland_HeatIndexC,Finland_WindChillC,Finland_WindGustKmph,Finland_cloudcover,Finland_humidity,Finland_precipMM,Finland_pressure,Finland_tempC,Finland_visibility,Finland_winddirDegree,Finland_windspeedKmph,Finland_location
2020-12-05,6,-3,0.0,1.5,2,60,07:59 PM,01:13 PM,09:05 AM,03:17 PM,3,0,4,0,37,100,86,0.7,1016,6,7,166,25,Finland
2020-12-06,6,2,0.0,1.5,2,53,09:31 PM,01:28 PM,09:07 AM,03:16 PM,3,1,5,1,31,99,86,0.2,1022,6,10,171,21,Finland
2020-12-07,2,0,0.0,5.8,1,46,11:04 PM,01:38 PM,09:09 AM,03:15 PM,-3,-3,2,-3,31,44,69,0.0,1026,2,10,168,20,Finland
2020-12-08,0,-4,0.0,5.8,2,38,No moonrise,01:45 PM,09:10 AM,03:14 PM,-5,-5,-0,-5,27,0,67,0.0,1028,0,10,161,18,Finland
2020-12-09,-1,-3,0.0,5.8,2,31,12:38 AM,01:51 PM,09:12 AM,03:14 PM,-6,-6,-1,-6,25,24,69,0.0,1028,-1,10,163,17,Finland
2020-12-10,-1,-6,0.6,1.5,1,24,02:13 AM,01:57 PM,09:13 AM,03:13 PM,-4,-6,-2,-6,18,85,82,0.7,1025,-1,8,149,13,Finland
2020-12-11,2,-6,0.0,1.5,1,17,03:52 AM,02:04 PM,09:15 AM,03:13 PM,-2,-5,-0,-5,25,74,85,2.2,1020,2,8,126,17,Finland
2020-12-12,3,-4,0.0,1.5,1,9,05:33 AM,02:13 PM,09:16 AM,03:12 PM,0,-2,1,-2,23,77,88,7.3,1017,3,9,147,15,Finland
2020-12-13,-1,-4,0.2,1.5,1,2,07:18 AM,02:27 PM,09:17 AM,03:12 PM,-4,-6,-1,-6,18,58,80,0.2,1019,-1,10,149,12,Finland
2020-12-14,-2,-8,0.3,1.5,1,0,09:00 AM,02:51 PM,09:19 AM,03:12 PM,-5,-5,-3,-5,9,99,82,0.5,1021,-2,9,86,7,Finland
2020-12-15,2,-5,0.0,1.5,1,0,10:29 AM,03:32 PM,09:20 AM,03:12 PM,-1,-3,0,-3,19,99,90,0.0,1019,2,10,175,13,Finland
2020-12-16,4,-4,0.0,1.5,1,5,11:33 AM,04:36 PM,09:21 AM,03:12 PM,3,-1,3,-1,31,97,95,9.8,1010,4,6,221,20,Finland
2020-12-17,3,-4,0.0,3.6,1,12,12:10 PM,06:01 PM,09:22 AM,03:12 PM,0,-1,1,-1,17,84,89,0.0,1019,3,10,204,11,Finland
2020-12-18,4,-2,0.0,1.5,1,20,12:31 PM,07:32 PM,09:22 AM,03:12 PM,3,-1,3,-1,25,100,96,15.1,1014,4,5,190,16,Finland
2020-12-19,4,-0,0.0,3.6,1,27,12:43 PM,09:01 PM,09:23 AM,03:12 PM,4,2,4,2,14,87,95,0.6,1018,4,5,251,8,Finland
2020-12-20,5,0,0.0,3.6,1,34,12:51 PM,10:26 PM,09:24 AM,03:13 PM,4,0,5,0,32,75,92,0.3,1020,5,10,220,21,Finland
2020-12-21,5,1,0.0,1.5,1,41,12:57 PM,11:48 PM,09:24 AM,03:13 PM,3,-0,4,-0,35,100,91,2.2,1019,5,8,207,24,Finland
2020-12-22,5,-0,0.0,1.5,1,49,01:02 PM,No moonset,09:25 AM,03:14 PM,3,-0,4,-0,36,94,91,2.1,1014,5,9,192,24,Finland
2020-12-23,4,0,5.3,1.5,1,56,01:06 PM,01:07 AM,09:25 AM,03:14 PM,1,-3,2,-3,27,91,92,8.2,1003,4,6,182,18,Finland
2020-12-24,2,1,0.0,1.5,1,63,01:11 PM,02:24 AM,09:26 AM,03:15 PM,0,-1,2,-1,16,67,88,0.0,1003,2,10,285,10,Finland
2020-12-25,-1,-7,0.1,1.5,1,70,01:16 PM,03:44 AM,09:26 AM,03:16 PM,-3,-6,-1,-6,22,86,85,0.2,1005,-1,10,38,15,Finland
2020-12-26,-3,-5,0.0,1.5,1,78,01:24 PM,05:04 AM,09:26 AM,03:17 PM,-6,-7,-3,-7,18,100,82,0.2,1008,-3,10,29,13,Finland
2020-12-27,2,-8,1.1,1.5,1,85,01:36 PM,06:25 AM,09:26 AM,03:18 PM,-2,-6,-0,-6,30,100,85,3.0,1009,2,4,181,21,Finland
2020-12-28,-0,-6,0.1,1.5,1,92,01:53 PM,07:48 AM,09:26 AM,03:19 PM,-3,-6,-1,-6,37,70,83,0.4,1011,-0,8,144,26,Finland
2020-12-29,3,-5,1.8,1.5,1,100,02:23 PM,09:04 AM,09:25 AM,03:20 PM,1,-4,1,-4,42,100,90,3.7,1006,3,7,125,29,Finland
2020-12-30,3,-4,3.7,1.5,1,100,03:11 PM,10:07 AM,09:25 AM,03:21 PM,1,-2,2,-2,38,98,89,8.3,1004,3,7,164,26,Finland
2020-12-31,3,-3,7.1,1.5,1,89,04:20 PM,10:51 AM,09:25 AM,03:23 PM,2,-1,2,-1,16,95,96,9.6,1007,3,6,172,10,Finland
2021-01-01,2,-1,0.9,1.5,1,79,05:45 PM,11:19 AM,09:24 AM,03:24 PM,1,-1,2,-1,12,94,95,1.8,1013,2,8,189,8,Finland
2021-01-02,0,-3,0.0,1.5,1,71,07:16 PM,11:36 AM,09:24 AM,03:26 PM,-1,-4,-0,-4,18,90,90,0.0,1015,0,8,120,12,Finland
2021-01-03,-2,-3,3.8,1.5,1,64,08:49 PM,11:47 AM,09:23 AM,03:27 PM,-3,-7,-2,-7,18,97,93,4.6,1019,-2,3,311,13,Finland
2021-01-04,-1,-4,0.4,1.5,1,57,10:22 PM,11:55 AM,09:22 AM,03:29 PM,-3,-7,-2,-7,19,97,93,0.5,1027,-1,7,32,13,Finland
2021-01-05,-4,-5,0.3,1.5,1,50,11:55 PM,12:01 PM,09:22 AM,03:31 PM,-5,-9,-4,-9,23,90,92,0.3,1031,-4,10,51,16,Finland
2021-01-06,-3,-5,0.7,1.5,1,42,No moonrise,12:07 PM,09:21 AM,03:33 PM,-5,-10,-4,-10,25,79,93,0.9,1026,-3,7,51,16,Finland
2021-01-07,-3,-4,5.7,1.5,1,35,01:30 AM,12:13 PM,09:20 AM,03:34 PM,-4,-9,-3,-9,29,99,92,6.7,1019,-3,2,79,20,Finland
2021-01-08,-3,-7,2.7,1.5,1,28,03:06 AM,12:21 PM,09:19 AM,03:36 PM,-5,-10,-4,-10,23,94,92,3.2,1018,-3,3,69,16,Finland
2021-01-09,-8,-9,0.1,3.7,1,20,04:46 AM,12:32 PM,09:18 AM,03:38 PM,-9,-14,-8,-14,22,63,93,0.4,1023,-8,9,51,13,Finland
2021-01-10,-4,-9,0.7,1.6,1,13,06:26 AM,12:50 PM,09:16 AM,03:40 PM,-6,-9,-5,-9,19,94,89,1.1,1019,-4,6,142,13,Finland
2021-01-11,-1,-8,8.8,1.6,1,6,08:01 AM,01:21 PM,09:15 AM,03:42 PM,-3,-7,-2,-7,28,86,88,10.6,1011,-1,5,190,18,Finland
2021-01-12,-1,-2,0.0,1.6,1,0,09:17 AM,02:13 PM,09:14 AM,03:45 PM,-2,-8,-1,-8,45,100,94,24.5,1003,-1,2,146,32,Finland
2021-01-13,-4,-8,0.6,1.6,1,0,10:05 AM,03:29 PM,09:12 AM,03:47 PM,-6,-13,-5,-13,46,100,93,18.3,1013,-4,0,99,32,Finland
2021-01-14,-12,-17,0.3,5.8,1,1,10:33 AM,04:59 PM,09:11 AM,03:49 PM,-14,-22,-13,-22,30,72,94,0.9,1022,-12,8,40,20,Finland
2021-01-15,-13,-17,0.0,3.7,1,8,10:49 AM,06:31 PM,09:09 AM,03:51 PM,-15,-22,-15,-22,23,65,94,0.0,1020,-13,10,56,15,Finland
2021-01-16,-10,-15,0.0,5.8,2,16,10:59 AM,08:00 PM,09:08 AM,03:53 PM,-13,-18,-12,-18,16,34,92,0.0,1020,-10,10,117,10,Finland
2021-01-17,-6,-16,0.1,1.6,1,23,11:06 AM,09:25 PM,09:06 AM,03:56 PM,-9,-13,-9,-13,15,89,93,0.3,1018,-6,9,306,9,Finland
2021-01-18,-2,-12,2.4,1.6,1,30,11:11 AM,10:46 PM,09:04 AM,03:58 PM,-4,-6,-5,-6,12,92,94,2.9,1015,-2,5,233,7,Finland
2021-01-19,-2,-7,1.4,1.7,1,38,11:16 AM,No moonset,09:02 AM,04:00 PM,-4,-8,-3,-8,24,84,88,1.7,1012,-2,7,202,16,Finland
2021-01-20,-5,-10,4.3,6.7,1,45,11:20 AM,12:05 AM,09:00 AM,04:03 PM,-8,-11,-6,-11,29,53,84,5.1,1008,-5,7,155,20,Finland
2021-01-21,1,-12,6.7,2.8,1,52,11:25 AM,01:24 AM,08:59 AM,04:05 PM,-3,-8,-3,-8,29,100,96,18.2,998,1,4,136,20,Finland
2021-01-22,2,-6,0.0,2.8,1,59,11:32 AM,02:44 AM,08:57 AM,04:08 PM,1,-3,1,-3,31,100,95,5.0,995,2,10,183,21,Finland
2021-01-23,3,-3,0.9,2.8,1,67,11:41 AM,04:05 AM,08:55 AM,04:10 PM,1,-3,2,-3,31,89,93,3.5,997,3,8,198,20,Finland
2021-01-24,3,1,0.9,2.9,1,74,11:56 AM,05:27 AM,08:52 AM,04:13 PM,1,-2,2,-2,23,97,96,6.2,996,3,8,146,15,Finland
2021-01-25,3,1,0.2,2.9,1,81,12:20 PM,06:46 AM,08:50 AM,04:15 PM,1,-2,2,-2,25,95,94,11.4,996,3,8,158,16,Finland
2021-01-26,2,-3,1.9,2.9,1,88,01:00 PM,07:56 AM,08:48 AM,04:18 PM,0,-3,1,-3,23,96,95,4.4,999,2,7,96,15,Finland
2021-01-27,1,-5,5.7,2.9,1,96,02:01 PM,08:48 AM,08:46 AM,04:20 PM,0,-2,0,-2,13,100,97,6.7,999,1,5,95,8,Finland
2021-01-28,-3,-4,1.8,4.8,1,100,03:22 PM,09:22 AM,08:44 AM,04:23 PM,-4,-6,-3,-6,10,84,90,2.3,1003,-3,7,259,7,Finland
2021-01-29,-3,-5,2.3,2.9,1,90,04:54 PM,09:42 AM,08:42 AM,04:26 PM,-5,-9,-4,-9,21,100,92,2.7,995,-3,5,77,15,Finland
2021-01-30,-4,-6,6.1,3.0,1,82,06:29 PM,09:55 AM,08:39 AM,04:28 PM,-6,-10,-5,-10,22,100,93,7.2,986,-4,2,185,16,Finland
2021-01-31,-6,-10,1.0,3.0,1,79,08:05 PM,10:04 AM,08:37 AM,04:31 PM,-8,-12,-7,-12,16,95,92,1.3,990,-6,7,331,11,Finland
2021-02-01,-4,-10,0.0,3.0,1,63,09:40 PM,10:11 AM,08:35 AM,04:34 PM,-9,-12,-7,-12,18,69,88,0.1,998,-4,10,275,11,Finland
2021-02-02,-2,-6,4.4,3.0,1,55,11:15 PM,10:17 AM,08:32 AM,04:36 PM,-5,-8,-4,-8,16,86,89,6.8,1006,-2,6,164,10,Finland
2021-02-03,-4,-9,2.0,3.0,1,48,No moonrise,10:22 AM,08:30 AM,04:39 PM,-7,-11,-5,-11,22,89,90,3.8,1006,-4,7,38,15,Finland
2021-02-04,-9,-11,0.0,8.2,1,40,12:51 AM,10:29 AM,08:27 AM,04:42 PM,-12,-18,-10,-18,27,59,87,0.0,1012,-9,10,274,19,Finland
2021-02-05,-11,-14,0.0,6.8,1,33,02:28 AM,10:39 AM,08:25 AM,04:44 PM,-14,-19,-12,-19,24,59,86,0.0,1018,-11,10,205,17,Finland
2021-02-06,-9,-14,0.0,3.1,1,25,04:07 AM,10:54 AM,08:22 AM,04:47 PM,-13,-19,-11,-19,25,73,87,0.0,1023,-9,10,222,17,Finland
2021-02-07,-7,-11,0.0,8.3,2,18,05:43 AM,11:18 AM,08:20 AM,04:50 PM,-11,-16,-10,-16,23,28,89,0.0,1023,-7,10,343,15,Finland
