date_time,Bulgaria_maxtempC,Bulgaria_mintempC,Bulgaria_totalSnow_cm,Bulgaria_sunHour,Bulgaria_uvIndex,Bulgaria_moon_illumination,Bulgaria_moonrise,Bulgaria_moonset,Bulgaria_sunrise,Bulgaria_sunset,Bulgaria_DewPointC,Bulgaria_FeelsLikeC,Bulgaria_HeatIndexC,Bulgaria_WindChillC,Bulgaria_WindGustKmph,Bulgaria_cloudcover,Bulgaria_humidity,Bulgaria_precipMM,Bulgaria_pressure,Bulgaria_tempC,Bulgaria_visibility,Bulgaria_winddirDegree,Bulgaria_windspeedKmph,Bulgaria_location
2020-07-01,30,17,0.0,14.5,7,72,04:14 PM,01:54 AM,04:53 AM,08:08 PM,14,25,25,24,7,1,60,0.0,1014,30,10,152,5,Bulgaria
2020-07-02,30,16,0.0,13.5,6,79,05:28 PM,02:27 AM,04:53 AM,08:08 PM,16,25,25,24,10,25,67,0.7,1013,30,10,94,7,Bulgaria
2020-07-03,29,16,0.0,9.7,6,86,06:39 PM,03:08 AM,04:54 AM,08:08 PM,16,25,25,23,9,75,69,14.3,1011,29,8,97,5,Bulgaria
2020-07-04,26,17,0.0,11.6,5,94,07:44 PM,03:55 AM,04:54 AM,08:08 PM,17,23,23,22,10,67,77,21.9,1013,26,8,262,6,Bulgaria
2020-07-05,24,16,0.0,10.7,5,100,08:40 PM,04:49 AM,04:55 AM,08:07 PM,17,20,21,20,11,72,81,17.6,1013,24,8,193,6,Bulgaria
2020-07-06,27,16,0.0,9.7,5,100,09:27 PM,05:51 AM,04:56 AM,08:07 PM,16,23,23,21,12,75,76,6.1,1010,27,10,79,8,Bulgaria
2020-07-07,22,14,0.0,9.7,4,85,10:05 PM,06:55 AM,04:56 AM,08:07 PM,14,18,20,18,16,73,80,6.7,1009,22,9,289,11,Bulgaria
2020-07-08,24,10,0.0,14.5,5,77,10:37 PM,08:00 AM,04:57 AM,08:06 PM,11,17,19,17,10,27,71,0.0,1018,24,10,161,7,Bulgaria
2020-07-09,26,13,0.0,14.5,6,70,11:04 PM,09:05 AM,04:58 AM,08:06 PM,13,21,21,21,9,4,68,0.0,1019,26,10,78,6,Bulgaria
2020-07-10,26,16,0.0,14.5,6,63,11:28 PM,10:07 AM,04:59 AM,08:05 PM,13,22,22,21,14,8,66,0.0,1018,26,10,92,10,Bulgaria
2020-07-11,27,14,0.0,14.5,6,55,11:51 PM,11:08 AM,04:59 AM,08:05 PM,13,22,22,21,13,6,63,0.0,1016,27,10,100,8,Bulgaria
2020-07-12,24,15,0.0,13.5,5,48,No moonrise,12:08 PM,05:00 AM,08:04 PM,14,20,22,20,13,34,72,1.3,1016,24,10,237,9,Bulgaria
2020-07-13,20,11,0.0,14.5,4,41,12:12 AM,01:08 PM,05:01 AM,08:04 PM,10,15,16,15,14,35,73,0.1,1018,20,10,227,10,Bulgaria
2020-07-14,24,10,0.0,14.5,6,34,12:35 AM,02:08 PM,05:02 AM,08:03 PM,10,18,19,18,8,10,65,0.0,1017,24,10,89,5,Bulgaria
2020-07-15,25,11,0.0,13.5,5,26,01:00 AM,03:10 PM,05:03 AM,08:03 PM,11,19,20,19,10,41,63,0.2,1016,25,10,107,6,Bulgaria
2020-07-16,25,15,0.0,9.4,5,19,01:28 AM,04:12 PM,05:03 AM,08:02 PM,13,19,21,19,8,74,72,9.5,1013,25,9,216,5,Bulgaria
2020-07-17,28,13,0.0,14.5,6,12,02:00 AM,05:16 PM,05:04 AM,08:01 PM,12,22,22,21,5,14,64,0.0,1012,28,10,151,3,Bulgaria
2020-07-18,18,14,0.0,9.3,4,5,02:40 AM,06:17 PM,05:05 AM,08:00 PM,13,16,16,16,9,81,84,34.1,1012,18,9,81,6,Bulgaria
2020-07-19,24,13,0.0,9.3,5,0,03:28 AM,07:16 PM,05:06 AM,08:00 PM,14,19,20,19,8,79,79,28.6,1013,24,7,161,4,Bulgaria
2020-07-20,23,13,0.0,14.5,6,0,04:25 AM,08:08 PM,05:07 AM,07:59 PM,12,19,20,19,13,15,72,0.0,1015,23,10,298,9,Bulgaria
2020-07-21,27,15,0.0,14.5,6,2,05:31 AM,08:52 PM,05:08 AM,07:58 PM,14,22,22,22,8,7,69,0.0,1019,27,10,271,6,Bulgaria
2020-07-22,27,15,0.0,14.5,5,10,06:42 AM,09:31 PM,05:09 AM,07:57 PM,15,23,23,22,8,31,68,0.1,1018,27,10,176,6,Bulgaria
2020-07-23,28,16,0.0,13.4,5,17,07:56 AM,10:03 PM,05:10 AM,07:56 PM,14,24,24,23,9,32,65,0.4,1014,28,10,80,6,Bulgaria
2020-07-24,29,15,0.0,12.3,5,24,09:11 AM,10:33 PM,05:11 AM,07:55 PM,14,24,24,23,11,38,62,1.4,1012,29,10,115,7,Bulgaria
2020-07-25,29,15,0.0,9.0,5,32,10:24 AM,11:00 PM,05:12 AM,07:54 PM,14,24,24,23,11,81,65,5.2,1011,29,10,111,6,Bulgaria
2020-07-26,25,15,0.0,11.2,5,39,11:38 AM,11:28 PM,05:13 AM,07:53 PM,14,22,22,21,9,65,71,20.8,1012,25,8,62,5,Bulgaria
2020-07-27,25,15,0.0,11.2,5,46,12:50 PM,11:57 PM,05:14 AM,07:52 PM,15,20,22,20,10,65,78,16.2,1016,25,9,330,6,Bulgaria
2020-07-28,28,15,0.0,14.4,6,53,02:04 PM,No moonset,05:15 AM,07:51 PM,15,23,23,22,9,20,70,0.1,1017,28,10,194,6,Bulgaria
2020-07-29,32,17,0.0,14.3,7,61,03:17 PM,12:28 AM,05:16 AM,07:50 PM,15,26,26,25,4,6,61,0.0,1016,32,10,107,2,Bulgaria
2020-07-30,32,19,0.0,14.3,7,68,04:27 PM,01:05 AM,05:17 AM,07:49 PM,15,27,27,27,6,6,56,0.0,1017,32,10,83,4,Bulgaria
2020-07-31,33,20,0.0,14.3,7,72,05:33 PM,01:49 AM,05:18 AM,07:48 PM,15,28,28,27,4,10,53,0.1,1014,33,10,271,3,Bulgaria
2020-08-01,28,19,0.0,8.9,6,82,06:31 PM,02:39 AM,05:19 AM,07:47 PM,16,25,25,24,10,81,66,4.5,1012,28,10,320,7,Bulgaria
2020-08-02,27,15,0.0,14.3,5,90,07:22 PM,03:38 AM,05:20 AM,07:46 PM,13,22,22,22,11,22,61,0.1,1013,27,10,159,8,Bulgaria
2020-08-03,29,15,0.0,14.2,6,97,08:02 PM,04:40 AM,05:21 AM,07:45 PM,13,23,23,22,14,15,63,0.0,1012,29,10,122,9,Bulgaria
2020-08-04,32,14,0.0,14.2,7,100,08:36 PM,05:46 AM,05:22 AM,07:43 PM,12,25,25,24,13,14,54,0.0,1010,32,10,111,7,Bulgaria
2020-08-05,27,15,0.0,11.1,5,88,09:05 PM,06:50 AM,05:23 AM,07:42 PM,13,23,23,22,17,52,64,3.9,1010,27,10,135,12,Bulgaria
2020-08-06,26,14,0.0,13.4,5,81,09:30 PM,07:54 AM,05:24 AM,07:41 PM,12,22,22,21,18,44,63,5.7,1013,26,10,83,13,Bulgaria
2020-08-07,24,15,0.0,12.2,5,74,09:53 PM,08:56 AM,05:25 AM,07:40 PM,14,20,20,20,17,40,73,20.9,1015,24,9,103,11,Bulgaria
2020-08-08,25,16,0.0,11.1,5,67,10:15 PM,09:56 AM,05:26 AM,07:38 PM,16,20,21,20,13,67,79,13.0,1014,25,9,70,9,Bulgaria
2020-08-09,25,17,0.0,13.4,5,59,10:37 PM,10:56 AM,05:27 AM,07:37 PM,15,21,21,21,15,41,71,8.8,1015,25,9,58,10,Bulgaria
2020-08-10,27,16,0.0,14.1,6,52,11:01 PM,11:56 AM,05:28 AM,07:35 PM,13,22,22,22,9,16,59,0.0,1015,27,10,41,6,Bulgaria
2020-08-11,30,17,0.0,14.0,7,45,11:27 PM,12:56 PM,05:30 AM,07:34 PM,13,25,25,24,5,12,55,0.0,1015,30,10,202,3,Bulgaria
2020-08-12,28,17,0.0,11.1,6,38,11:57 PM,01:58 PM,05:31 AM,07:33 PM,14,25,25,23,6,48,62,6.1,1015,28,10,312,4,Bulgaria
2020-08-13,29,17,0.0,14.0,7,30,No moonrise,03:01 PM,05:32 AM,07:31 PM,14,25,25,24,7,27,60,2.1,1017,29,10,169,5,Bulgaria
2020-08-14,30,17,0.0,14.0,6,23,12:32 AM,04:03 PM,05:33 AM,07:30 PM,14,24,24,24,6,26,60,0.4,1015,30,10,213,4,Bulgaria
2020-08-15,28,17,0.0,9.9,5,16,01:16 AM,05:02 PM,05:34 AM,07:28 PM,14,22,22,21,9,72,67,18.2,1013,28,8,149,5,Bulgaria
2020-08-16,27,15,0.0,11.0,5,8,02:09 AM,05:57 PM,05:35 AM,07:27 PM,15,21,21,20,9,60,73,3.4,1014,27,9,91,7,Bulgaria
2020-08-17,27,13,0.0,12.2,5,1,03:11 AM,06:45 PM,05:36 AM,07:25 PM,11,21,21,20,13,33,61,0.2,1014,27,10,114,8,Bulgaria
2020-08-18,29,14,0.0,8.7,5,0,04:21 AM,07:26 PM,05:37 AM,07:24 PM,12,23,23,22,8,68,58,3.7,1011,29,10,90,4,Bulgaria
2020-08-19,25,16,0.0,8.7,5,0,05:36 AM,08:02 PM,05:38 AM,07:22 PM,15,20,21,20,10,71,75,18.7,1009,25,9,290,6,Bulgaria
2020-08-20,23,13,0.0,11.0,5,6,06:52 AM,08:33 PM,05:39 AM,07:21 PM,14,18,20,18,16,58,76,5.0,1012,23,10,288,11,Bulgaria
2020-08-21,28,14,0.0,13.8,6,13,08:08 AM,09:02 PM,05:40 AM,07:19 PM,14,22,22,21,7,23,67,0.0,1017,28,10,235,5,Bulgaria
2020-08-22,31,16,0.0,13.8,7,20,09:24 AM,09:30 PM,05:41 AM,07:17 PM,14,25,25,24,5,7,58,0.0,1016,31,10,222,3,Bulgaria
2020-08-23,32,18,0.0,13.7,7,28,10:39 AM,09:59 PM,05:42 AM,07:16 PM,13,26,26,25,4,10,52,0.0,1013,32,10,92,3,Bulgaria
2020-08-24,30,17,0.0,13.7,6,35,11:54 AM,10:30 PM,05:43 AM,07:14 PM,14,25,25,24,7,31,58,1.3,1011,30,10,59,5,Bulgaria
2020-08-25,30,17,0.0,10.9,6,42,01:08 PM,11:05 PM,05:45 AM,07:13 PM,15,25,25,23,6,62,65,6.0,1012,30,10,145,4,Bulgaria
2020-08-26,27,15,0.0,13.7,6,50,02:20 PM,11:47 PM,05:46 AM,07:11 PM,13,22,22,21,9,24,67,1.2,1015,27,10,299,6,Bulgaria
2020-08-27,32,17,0.0,13.6,7,57,03:27 PM,No moonset,05:47 AM,07:09 PM,12,25,25,25,3,4,52,0.0,1014,32,10,148,2,Bulgaria
2020-08-28,32,17,0.0,13.6,7,64,04:27 PM,12:35 AM,05:48 AM,07:08 PM,9,26,26,25,2,6,41,0.0,1012,32,10,134,1,Bulgaria
2020-08-29,32,18,0.0,13.6,7,71,05:19 PM,01:30 AM,05:49 AM,07:06 PM,11,26,26,25,11,5,44,0.0,1012,32,10,123,7,Bulgaria
2020-08-30,36,19,0.0,13.5,8,79,06:01 PM,02:30 AM,05:50 AM,07:04 PM,11,28,28,28,6,1,41,0.0,1013,36,10,174,4,Bulgaria
2020-08-31,35,21,0.0,13.5,8,82,06:37 PM,03:35 AM,05:51 AM,07:02 PM,10,29,29,28,6,0,37,0.0,1012,35,10,93,5,Bulgaria
2020-09-01,35,21,0.0,13.5,8,97,07:07 PM,04:39 AM,05:52 AM,07:01 PM,10,29,29,28,8,2,38,0.0,1007,35,10,218,5,Bulgaria
2020-09-02,27,15,0.0,13.1,6,100,07:33 PM,05:43 AM,05:53 AM,06:59 PM,12,22,22,21,12,13,63,0.0,1012,27,10,319,8,Bulgaria
2020-09-03,30,16,0.0,13.0,6,88,07:56 PM,06:45 AM,05:54 AM,06:57 PM,10,23,23,23,8,28,48,0.0,1017,30,10,256,5,Bulgaria
2020-09-04,26,15,0.0,13.0,6,81,08:18 PM,07:46 AM,05:55 AM,06:55 PM,8,21,21,21,12,16,49,0.1,1022,26,10,233,9,Bulgaria
2020-09-05,28,12,0.0,13.0,6,73,08:40 PM,08:46 AM,05:56 AM,06:54 PM,7,21,21,21,7,5,48,0.0,1019,28,10,251,5,Bulgaria
2020-09-06,33,16,0.0,13.0,7,66,09:03 PM,09:46 AM,05:57 AM,06:52 PM,9,25,25,25,4,1,43,0.0,1015,33,10,100,3,Bulgaria
2020-09-07,33,17,0.0,12.9,7,58,09:28 PM,10:46 AM,05:58 AM,06:50 PM,10,26,26,26,7,4,42,0.0,1016,33,10,75,4,Bulgaria
2020-09-08,29,17,0.0,12.9,7,50,09:55 PM,11:47 AM,05:59 AM,06:48 PM,10,24,24,24,8,15,46,0.0,1022,29,10,148,6,Bulgaria
2020-09-09,30,17,0.0,12.5,7,43,10:28 PM,12:48 PM,06:00 AM,06:47 PM,11,24,24,24,8,10,50,0.0,1023,30,10,46,5,Bulgaria
2020-09-10,29,15,0.0,11.6,6,35,11:07 PM,01:50 PM,06:01 AM,06:45 PM,10,23,23,23,11,5,52,0.0,1017,29,10,71,7,Bulgaria
2020-09-11,28,16,0.0,11.6,6,28,11:55 PM,02:49 PM,06:02 AM,06:43 PM,8,23,23,22,13,4,44,0.0,1015,28,10,70,9,Bulgaria
2020-09-12,29,16,0.0,11.6,6,20,No moonrise,03:45 PM,06:04 AM,06:41 PM,8,23,23,23,13,4,45,0.0,1017,29,10,81,9,Bulgaria
2020-09-13,27,16,0.0,11.6,6,13,12:52 AM,04:35 PM,06:05 AM,06:39 PM,9,21,21,21,13,7,49,0.0,1021,27,10,59,9,Bulgaria
2020-09-14,27,15,0.0,11.6,6,5,01:57 AM,05:19 PM,06:06 AM,06:38 PM,5,22,22,22,15,21,39,0.0,1024,27,10,59,11,Bulgaria
2020-09-15,26,15,0.0,11.6,6,0,03:10 AM,05:57 PM,06:07 AM,06:36 PM,10,22,22,21,16,10,54,0.0,1023,26,10,69,11,Bulgaria
2020-09-16,27,15,0.0,11.6,6,0,04:25 AM,06:30 PM,06:08 AM,06:34 PM,10,22,22,22,13,3,54,0.0,1020,27,10,94,9,Bulgaria
2020-09-17,28,14,0.0,11.6,6,0,05:43 AM,07:00 PM,06:09 AM,06:32 PM,9,22,22,22,11,13,51,0.0,1016,28,10,75,7,Bulgaria
2020-09-18,26,16,0.0,11.6,6,2,07:01 AM,07:29 PM,06:10 AM,06:30 PM,6,21,21,21,13,6,42,0.0,1017,26,10,54,9,Bulgaria
2020-09-19,23,12,0.0,11.6,5,10,08:19 AM,07:58 PM,06:11 AM,06:29 PM,7,17,19,17,16,11,57,0.0,1021,23,10,82,11,Bulgaria
2020-09-20,23,10,0.0,11.6,5,17,09:37 AM,08:28 PM,06:12 AM,06:27 PM,3,17,18,17,13,4,46,0.0,1019,23,10,73,9,Bulgaria
2020-09-21,24,11,0.0,11.6,5,25,10:54 AM,09:03 PM,06:13 AM,06:25 PM,5,18,19,18,11,3,50,0.0,1019,24,10,100,8,Bulgaria
2020-09-22,28,12,0.0,11.6,6,32,12:10 PM,09:44 PM,06:14 AM,06:23 PM,7,20,20,20,9,5,52,0.0,1019,28,10,112,5,Bulgaria
2020-09-23,27,12,0.0,7.4,5,40,01:21 PM,10:30 PM,06:15 AM,06:22 PM,8,21,21,20,9,53,54,3.0,1015,27,10,193,6,Bulgaria
2020-09-24,26,14,0.0,7.4,5,47,02:24 PM,11:24 PM,06:16 AM,06:20 PM,11,20,20,20,6,62,64,1.7,1012,26,10,243,4,Bulgaria
2020-09-25,27,14,0.0,11.6,6,55,03:18 PM,No moonset,06:17 AM,06:18 PM,9,22,22,21,7,26,51,0.0,1008,27,10,201,5,Bulgaria
2020-09-26,20,11,0.0,6.0,4,62,04:03 PM,12:23 AM,06:18 AM,06:16 PM,9,16,16,16,14,61,67,16.7,999,20,8,206,9,Bulgaria
2020-09-27,21,10,0.0,11.6,5,70,04:40 PM,01:27 AM,06:20 AM,06:14 PM,6,15,16,15,11,6,59,0.0,1008,21,10,198,8,Bulgaria
2020-09-28,24,11,0.0,11.6,4,78,05:11 PM,02:30 AM,06:21 AM,06:13 PM,7,18,19,18,10,30,54,0.3,1013,24,10,159,7,Bulgaria
2020-09-29,18,11,0.0,7.4,4,85,05:38 PM,03:35 AM,06:22 AM,06:11 PM,9,14,14,14,14,64,70,3.3,1012,18,9,281,10,Bulgaria
2020-09-30,16,8,0.0,11.6,3,93,06:01 PM,04:36 AM,06:23 AM,06:09 PM,6,10,11,10,19,52,69,0.5,1012,16,10,276,13,Bulgaria
2020-10-01,16,9,0.0,8.8,3,97,06:23 PM,05:38 AM,06:24 AM,06:08 PM,5,12,12,12,16,52,62,0.1,1009,16,10,241,10,Bulgaria
2020-10-02,23,9,0.0,11.6,5,100,06:45 PM,06:38 AM,06:25 AM,06:06 PM,7,16,17,16,5,10,58,0.0,1012,23,10,183,3,Bulgaria
2020-10-03,26,12,0.0,11.6,6,89,07:07 PM,07:38 AM,06:26 AM,06:04 PM,8,19,20,19,5,5,54,0.0,1015,26,10,158,3,Bulgaria
2020-10-04,28,15,0.0,11.6,6,82,07:30 PM,08:38 AM,06:27 AM,06:02 PM,10,22,22,21,10,17,52,0.0,1015,28,10,133,7,Bulgaria
2020-10-05,27,15,0.0,10.2,5,74,07:57 PM,09:39 AM,06:28 AM,06:01 PM,11,20,20,20,14,26,60,6.7,1015,27,10,166,9,Bulgaria
2020-10-06,24,13,0.0,7.2,5,67,08:27 PM,10:40 AM,06:30 AM,05:59 PM,11,19,19,19,8,51,60,1.6,1015,24,9,157,6,Bulgaria
2020-10-07,23,13,0.0,5.7,4,60,09:03 PM,11:41 AM,06:31 AM,05:57 PM,11,17,18,17,6,61,72,9.3,1012,23,9,220,4,Bulgaria
2020-10-08,13,10,0.0,7.2,3,53,09:47 PM,12:40 PM,06:32 AM,05:56 PM,8,10,12,10,19,72,80,9.2,1014,13,8,268,15,Bulgaria
2020-10-09,14,10,0.0,4.2,3,45,10:38 PM,01:37 PM,06:33 AM,05:54 PM,9,10,12,10,15,79,82,10.7,1018,14,7,289,13,Bulgaria
2020-10-10,20,8,0.0,8.7,5,38,11:39 PM,02:28 PM,06:34 AM,05:52 PM,8,14,14,14,5,21,73,0.0,1018,20,10,234,4,Bulgaria
2020-10-11,20,11,0.0,8.7,5,31,No moonrise,03:13 PM,06:35 AM,05:51 PM,9,15,16,15,4,11,70,0.0,1015,20,10,186,3,Bulgaria
2020-10-12,20,11,0.0,8.7,5,23,12:46 AM,03:52 PM,06:37 AM,05:49 PM,10,15,15,15,10,15,74,0.0,1010,20,10,121,7,Bulgaria
2020-10-13,15,9,0.0,4.2,3,16,01:59 AM,04:26 PM,06:38 AM,05:47 PM,8,12,12,12,17,48,77,13.0,1004,15,9,181,11,Bulgaria
2020-10-14,17,7,0.0,8.7,3,9,03:14 AM,04:56 PM,06:39 AM,05:46 PM,4,11,11,11,8,28,63,0.0,1013,17,10,246,5,Bulgaria
2020-10-15,19,9,0.0,8.7,4,2,04:31 AM,05:25 PM,06:40 AM,05:44 PM,5,13,13,13,7,14,60,0.0,1016,19,10,140,4,Bulgaria
2020-10-16,19,11,0.0,4.1,4,0,05:50 AM,05:54 PM,06:41 AM,05:43 PM,8,14,14,14,6,72,69,3.1,1012,19,9,130,3,Bulgaria
2020-10-17,16,10,0.0,8.7,3,0,07:09 AM,06:24 PM,06:42 AM,05:41 PM,7,12,12,12,11,36,71,7.0,1011,16,10,260,8,Bulgaria
2020-10-18,14,7,0.0,8.7,4,5,08:29 AM,06:57 PM,06:44 AM,05:39 PM,5,10,10,10,7,28,74,0.0,1019,14,10,245,5,Bulgaria
2020-10-19,17,5,0.0,8.7,4,13,09:49 AM,07:36 PM,06:45 AM,05:38 PM,4,11,11,11,5,2,65,0.0,1025,17,10,239,4,Bulgaria
2020-10-20,15,7,0.0,8.7,4,20,11:05 AM,08:21 PM,06:46 AM,05:36 PM,3,11,11,11,6,1,61,0.0,1027,15,10,91,5,Bulgaria
2020-10-21,16,8,0.0,8.7,4,27,12:14 PM,09:15 PM,06:47 AM,05:35 PM,4,11,11,11,5,11,65,0.0,1027,16,10,106,3,Bulgaria
2020-10-22,21,6,0.0,8.7,5,35,01:14 PM,10:14 PM,06:49 AM,05:33 PM,3,13,13,13,3,4,52,0.0,1024,21,10,222,2,Bulgaria
2020-10-23,23,11,0.0,8.7,5,42,02:03 PM,11:18 PM,06:50 AM,05:32 PM,5,16,16,16,4,0,49,0.0,1020,23,10,232,3,Bulgaria
2020-10-24,19,10,0.0,8.7,4,49,02:43 PM,No moonset,06:51 AM,05:30 PM,3,14,13,14,7,27,51,0.0,1017,19,10,179,4,Bulgaria
2020-10-25,13,10,0.0,4.0,3,56,03:16 PM,12:22 AM,06:52 AM,05:29 PM,6,12,11,12,5,46,73,20.6,1014,13,8,161,3,Bulgaria
2020-10-26,18,9,0.0,8.7,4,64,03:43 PM,01:27 AM,06:53 AM,05:27 PM,8,12,12,12,5,27,78,0.3,1015,18,10,224,4,Bulgaria
2020-10-27,18,8,0.0,8.7,4,71,04:07 PM,02:29 AM,06:55 AM,05:26 PM,7,13,13,13,5,4,65,0.0,1014,18,10,127,4,Bulgaria
2020-10-28,16,9,0.0,8.7,4,78,04:29 PM,03:31 AM,06:56 AM,05:25 PM,7,12,12,12,7,20,74,0.0,1016,16,10,90,5,Bulgaria
2020-10-29,16,7,0.0,8.7,4,85,04:50 PM,04:31 AM,06:57 AM,05:23 PM,8,11,11,11,8,28,78,0.0,1018,16,10,289,5,Bulgaria
2020-10-30,11,7,0.0,8.7,2,93,05:12 PM,05:31 AM,06:58 AM,05:22 PM,3,7,9,7,19,34,70,0.7,1020,11,10,288,15,Bulgaria
2020-10-31,12,6,0.0,5.5,2,97,05:35 PM,06:31 AM,07:00 AM,05:21 PM,5,7,9,7,13,58,76,0.0,1022,12,10,277,10,Bulgaria
2020-11-01,13,7,0.0,8.7,3,89,06:00 PM,07:32 AM,07:01 AM,05:19 PM,3,9,10,9,9,34,68,0.7,1022,13,9,295,8,Bulgaria
2020-11-02,16,5,0.0,8.7,3,81,06:28 PM,08:33 AM,07:02 AM,05:18 PM,3,9,10,9,8,35,63,0.0,1022,16,10,284,5,Bulgaria
2020-11-03,13,10,0.0,3.8,3,74,07:03 PM,09:35 AM,07:04 AM,05:17 PM,8,11,11,11,8,90,79,1.4,1020,13,9,278,6,Bulgaria
2020-11-04,14,9,0.0,3.8,3,66,07:44 PM,10:35 AM,07:05 AM,05:15 PM,9,11,12,11,7,74,87,0.1,1023,14,10,136,6,Bulgaria
2020-11-05,13,7,0.0,8.7,4,58,08:32 PM,11:33 AM,07:06 AM,05:14 PM,5,9,9,9,7,46,76,0.0,1027,13,10,53,5,Bulgaria
2020-11-06,12,6,0.0,8.7,3,51,09:28 PM,12:24 PM,07:07 AM,05:13 PM,4,8,8,8,7,22,77,0.0,1031,12,10,40,5,Bulgaria
2020-11-07,14,5,0.0,8.7,4,43,10:31 PM,01:11 PM,07:09 AM,05:12 PM,5,9,9,9,7,31,79,0.0,1032,14,10,193,5,Bulgaria
2020-11-08,17,6,0.0,8.7,4,36,11:40 PM,01:51 PM,07:10 AM,05:11 PM,6,11,11,11,6,2,74,0.0,1029,17,10,94,5,Bulgaria
2020-11-09,15,7,0.0,8.7,3,28,No moonrise,02:25 PM,07:11 AM,05:10 PM,5,10,10,10,6,21,69,0.0,1026,15,10,80,4,Bulgaria
2020-11-10,13,7,0.0,8.7,4,21,12:52 AM,02:55 PM,07:13 AM,05:09 PM,6,9,10,9,7,6,78,0.0,1027,13,10,74,6,Bulgaria
2020-11-11,9,2,0.0,5.4,2,13,02:05 AM,03:24 PM,07:14 AM,05:08 PM,4,6,7,6,9,57,80,0.0,1030,9,10,84,8,Bulgaria
2020-11-12,12,4,0.0,8.7,3,6,03:21 AM,03:51 PM,07:15 AM,05:07 PM,4,7,7,7,6,14,81,0.0,1028,12,10,104,5,Bulgaria
2020-11-13,11,4,0.0,7.0,2,0,04:38 AM,04:19 PM,07:16 AM,05:06 PM,4,7,7,7,3,57,82,1.8,1026,11,9,208,3,Bulgaria
2020-11-14,12,4,0.0,8.7,3,0,05:57 AM,04:50 PM,07:18 AM,05:05 PM,4,7,7,7,4,25,79,0.2,1026,12,10,260,3,Bulgaria
2020-11-15,12,5,0.0,8.7,3,0,07:18 AM,05:26 PM,07:19 AM,05:04 PM,3,8,8,8,2,6,72,0.0,1025,12,10,262,1,Bulgaria
2020-11-16,13,4,0.0,8.7,3,2,08:37 AM,06:08 PM,07:20 AM,05:03 PM,2,8,8,8,4,8,68,0.0,1022,13,10,202,2,Bulgaria
2020-11-17,13,4,0.0,8.7,3,9,09:53 AM,06:59 PM,07:21 AM,05:02 PM,3,7,8,7,5,16,75,0.0,1025,13,10,83,3,Bulgaria
2020-11-18,9,5,0.0,3.7,2,17,11:00 AM,07:58 PM,07:23 AM,05:01 PM,5,7,7,7,5,85,87,1.4,1030,9,8,156,4,Bulgaria
2020-11-19,8,5,0.0,5.3,2,24,11:56 AM,09:03 PM,07:24 AM,05:00 PM,4,5,6,5,8,52,83,0.0,1028,8,10,69,6,Bulgaria
2020-11-20,8,2,0.0,8.7,3,32,12:41 PM,10:09 PM,07:25 AM,05:00 PM,1,4,5,4,6,28,80,0.0,1022,8,10,211,4,Bulgaria
2020-11-21,4,2,1.3,3.5,1,39,01:18 PM,11:16 PM,07:26 AM,04:59 PM,1,2,3,2,5,90,88,1.5,1028,4,7,143,5,Bulgaria
2020-11-22,7,1,0.1,8.7,1,47,01:47 PM,No moonset,07:28 AM,04:58 PM,-0,2,3,2,7,40,78,0.5,1034,7,9,90,6,Bulgaria
2020-11-23,10,1,0.0,8.7,3,54,02:12 PM,12:20 AM,07:29 AM,04:58 PM,0,5,5,5,3,5,73,0.0,1028,10,10,247,2,Bulgaria
2020-11-24,7,1,0.0,7.0,1,62,02:35 PM,01:22 AM,07:30 AM,04:57 PM,-0,3,4,3,9,36,76,0.0,1027,7,10,199,5,Bulgaria
2020-11-25,10,-1,0.0,8.7,3,70,02:56 PM,02:23 AM,07:31 AM,04:57 PM,-1,3,4,3,6,5,72,0.0,1028,10,10,104,4,Bulgaria
2020-11-26,11,1,0.0,8.7,3,77,03:17 PM,03:23 AM,07:32 AM,04:56 PM,-6,5,5,5,3,4,47,0.0,1025,11,10,134,2,Bulgaria
2020-11-27,13,2,0.0,8.7,3,85,03:40 PM,04:22 AM,07:33 AM,04:56 PM,-2,7,7,7,3,0,52,0.0,1022,13,10,219,2,Bulgaria
2020-11-28,11,2,0.0,8.7,3,92,04:03 PM,05:23 AM,07:35 AM,04:55 PM,-4,5,6,5,6,14,49,0.0,1019,11,10,245,3,Bulgaria
2020-11-29,8,-1,0.0,6.9,2,100,04:31 PM,06:25 AM,07:36 AM,04:55 PM,-4,4,4,4,5,63,55,0.0,1018,8,10,187,3,Bulgaria
2020-11-30,3,-1,3.9,3.4,1,100,05:03 PM,07:27 AM,07:37 AM,04:54 PM,-1,-0,2,-0,8,82,86,4.7,1022,3,6,276,6,Bulgaria
2020-12-01,3,-4,0.0,8.7,2,89,05:42 PM,08:28 AM,07:38 AM,04:54 PM,-4,-2,-1,-2,6,12,83,0.0,1025,3,10,109,5,Bulgaria
2020-12-02,2,-5,0.0,8.7,2,82,06:28 PM,09:28 AM,07:39 AM,04:54 PM,-4,-3,-1,-3,6,13,86,0.0,1024,2,10,114,4,Bulgaria
2020-12-03,4,-6,0.0,8.7,2,75,07:23 PM,10:22 AM,07:40 AM,04:53 PM,-2,-3,-1,-3,12,16,88,0.0,1021,4,10,113,7,Bulgaria
2020-12-04,4,-3,0.0,3.4,1,67,08:24 PM,11:11 AM,07:41 AM,04:53 PM,-0,-2,1,-2,14,62,93,0.0,1015,4,6,108,8,Bulgaria
