date_time,Cote%20d%27Ivoire_maxtempC,Cote%20d%27Ivoire_mintempC,Cote%20d%27Ivoire_totalSnow_cm,Cote%20d%27Ivoire_sunHour,Cote%20d%27Ivoire_uvIndex,Cote%20d%27Ivoire_moon_illumination,Cote%20d%27Ivoire_moonrise,Cote%20d%27Ivoire_moonset,Cote%20d%27Ivoire_sunrise,Cote%20d%27Ivoire_sunset,Cote%20d%27Ivoire_DewPointC,Cote%20d%27Ivoire_FeelsLikeC,Cote%20d%27Ivoire_HeatIndexC,Cote%20d%27Ivoire_WindChillC,Cote%20d%27Ivoire_WindGustKmph,Cote%20d%27Ivoire_cloudcover,Cote%20d%27Ivoire_humidity,Cote%20d%27Ivoire_precipMM,Cote%20d%27Ivoire_pressure,Cote%20d%27Ivoire_tempC,Cote%20d%27Ivoire_visibility,Cote%20d%27Ivoire_winddirDegree,Cote%20d%27Ivoire_windspeedKmph,Cote%20d%27Ivoire_location
2020-10-30,33,22,0.0,11.6,6,93,05:31 PM,05:15 AM,06:08 AM,06:01 PM,21,30,30,27,8,37,77,1.1,1010,33,9,159,5,Cote%20d%27Ivoire
2020-10-31,33,22,0.0,11.6,6,97,06:10 PM,05:58 AM,06:08 AM,06:01 PM,22,29,29,26,6,53,79,3.4,1011,33,8,176,4,Cote%20d%27Ivoire
2020-11-01,33,22,0.0,7.4,6,89,06:51 PM,06:43 AM,06:08 AM,06:01 PM,22,30,30,27,9,69,81,1.6,1010,33,8,192,6,Cote%20d%27Ivoire
2020-11-02,33,22,0.0,11.6,6,81,07:34 PM,07:29 AM,06:08 AM,06:01 PM,22,30,30,27,8,63,80,1.6,1010,33,6,177,5,Cote%20d%27Ivoire
2020-11-03,33,21,0.0,11.6,6,74,08:20 PM,08:17 AM,06:09 AM,06:01 PM,21,29,29,26,8,53,77,0.7,1011,33,7,161,5,Cote%20d%27Ivoire
2020-11-04,33,22,0.0,10.2,6,66,09:10 PM,09:08 AM,06:09 AM,06:01 PM,22,30,30,27,9,64,81,4.4,1011,33,7,171,6,Cote%20d%27Ivoire
2020-11-05,34,22,0.0,10.2,6,58,10:02 PM,10:00 AM,06:09 AM,06:00 PM,22,31,31,27,9,65,80,6.5,1010,34,7,165,6,Cote%20d%27Ivoire
2020-11-06,30,23,0.0,11.6,6,51,10:55 PM,10:53 AM,06:09 AM,06:00 PM,22,28,28,25,8,43,84,4.2,1012,30,8,199,5,Cote%20d%27Ivoire
2020-11-07,32,22,0.0,8.8,6,43,11:50 PM,11:46 AM,06:09 AM,06:00 PM,22,29,29,26,8,69,84,0.8,1013,32,6,180,5,Cote%20d%27Ivoire
2020-11-08,34,21,0.0,11.6,6,36,No moonrise,12:37 PM,06:09 AM,06:00 PM,21,29,29,27,7,26,77,0.0,1013,34,7,209,5,Cote%20d%27Ivoire
2020-11-09,33,22,0.0,8.8,6,28,12:45 AM,01:27 PM,06:10 AM,06:00 PM,22,29,29,26,8,46,80,3.0,1013,33,9,189,5,Cote%20d%27Ivoire
2020-11-10,33,22,0.0,7.4,6,21,01:39 AM,02:16 PM,06:10 AM,06:00 PM,22,29,29,26,8,71,84,8.1,1011,33,6,194,5,Cote%20d%27Ivoire
2020-11-11,32,22,0.0,8.8,6,13,02:33 AM,03:04 PM,06:10 AM,06:00 PM,22,28,28,25,8,71,85,10.2,1011,32,7,204,5,Cote%20d%27Ivoire
2020-11-12,32,22,0.0,10.2,6,6,03:27 AM,03:52 PM,06:10 AM,06:00 PM,22,29,29,26,7,55,79,0.7,1011,32,7,170,5,Cote%20d%27Ivoire
2020-11-13,32,21,0.0,11.6,6,0,04:22 AM,04:42 PM,06:11 AM,06:00 PM,20,29,29,26,8,27,74,0.0,1011,32,8,162,5,Cote%20d%27Ivoire
2020-11-14,32,21,0.0,11.6,7,0,05:20 AM,05:34 PM,06:11 AM,06:00 PM,19,28,28,26,4,17,70,0.0,1011,32,9,173,3,Cote%20d%27Ivoire
2020-11-15,33,21,0.0,11.6,6,0,06:19 AM,06:29 PM,06:11 AM,06:00 PM,20,30,30,27,6,37,73,0.0,1011,33,8,181,4,Cote%20d%27Ivoire
2020-11-16,34,22,0.0,11.6,6,2,07:22 AM,07:28 PM,06:12 AM,06:00 PM,21,30,30,27,7,50,77,1.2,1010,34,6,176,4,Cote%20d%27Ivoire
2020-11-17,34,21,0.0,10.2,6,9,08:24 AM,08:29 PM,06:12 AM,06:00 PM,21,30,30,27,9,48,77,1.2,1011,34,8,176,5,Cote%20d%27Ivoire
2020-11-18,34,22,0.0,11.6,6,17,09:27 AM,09:30 PM,06:12 AM,06:00 PM,21,29,29,27,8,39,75,0.2,1010,34,9,188,5,Cote%20d%27Ivoire
2020-11-19,34,21,0.0,10.2,6,24,10:26 AM,10:28 PM,06:13 AM,06:00 PM,21,30,30,27,8,63,77,0.1,1010,34,8,188,5,Cote%20d%27Ivoire
2020-11-20,33,22,0.0,10.2,6,32,11:20 AM,11:23 PM,06:13 AM,06:01 PM,21,29,29,27,8,58,78,0.0,1009,33,7,193,5,Cote%20d%27Ivoire
2020-11-21,35,23,0.0,11.6,6,39,12:09 PM,No moonset,06:13 AM,06:01 PM,21,29,29,27,8,46,75,1.1,1010,35,10,192,5,Cote%20d%27Ivoire
2020-11-22,34,22,0.0,11.6,6,47,12:54 PM,12:14 AM,06:14 AM,06:01 PM,20,30,30,28,7,28,72,0.0,1011,34,8,185,5,Cote%20d%27Ivoire
2020-11-23,35,22,0.0,10.2,6,54,01:36 PM,01:02 AM,06:14 AM,06:01 PM,21,30,30,27,8,62,76,0.8,1011,35,8,181,5,Cote%20d%27Ivoire
2020-11-24,34,22,0.0,11.6,6,62,02:15 PM,01:47 AM,06:14 AM,06:01 PM,21,30,30,28,8,33,72,0.3,1012,34,8,182,5,Cote%20d%27Ivoire
2020-11-25,33,22,0.0,10.2,6,70,02:53 PM,02:30 AM,06:15 AM,06:01 PM,21,30,30,27,8,57,77,0.2,1011,33,8,191,5,Cote%20d%27Ivoire
2020-11-26,35,22,0.0,10.2,6,77,03:31 PM,03:13 AM,06:15 AM,06:02 PM,20,30,30,28,8,47,70,0.1,1010,35,8,223,5,Cote%20d%27Ivoire
2020-11-27,32,22,0.0,8.8,6,85,04:09 PM,03:56 AM,06:16 AM,06:02 PM,21,28,28,26,9,63,77,0.1,1010,32,9,209,7,Cote%20d%27Ivoire
2020-11-28,31,22,0.0,10.2,6,92,04:49 PM,04:40 AM,06:16 AM,06:02 PM,21,27,27,25,8,55,80,0.4,1011,31,9,207,5,Cote%20d%27Ivoire
2020-11-29,34,23,0.0,8.8,6,100,05:32 PM,05:26 AM,06:17 AM,06:02 PM,21,30,30,27,8,46,73,0.3,1011,34,9,194,5,Cote%20d%27Ivoire
2020-11-30,32,22,0.0,7.3,6,100,06:17 PM,06:14 AM,06:17 AM,06:03 PM,22,29,29,26,9,63,80,1.2,1011,32,8,199,6,Cote%20d%27Ivoire
2020-12-01,32,22,0.0,8.8,6,89,07:06 PM,07:04 AM,06:17 AM,06:03 PM,22,29,29,26,8,69,78,0.6,1011,32,7,179,5,Cote%20d%27Ivoire
2020-12-02,33,22,0.0,10.2,6,82,07:58 PM,07:57 AM,06:18 AM,06:03 PM,21,29,29,26,8,48,79,0.0,1011,33,8,202,6,Cote%20d%27Ivoire
2020-12-03,35,21,0.0,11.6,6,75,08:51 PM,08:50 AM,06:18 AM,06:04 PM,20,30,30,28,9,43,72,0.1,1012,35,8,201,6,Cote%20d%27Ivoire
2020-12-04,33,22,0.0,10.2,6,67,09:46 PM,09:43 AM,06:19 AM,06:04 PM,21,29,29,27,10,40,74,0.0,1012,33,9,195,6,Cote%20d%27Ivoire
2020-12-05,33,22,0.0,10.2,6,60,10:40 PM,10:34 AM,06:19 AM,06:04 PM,21,30,30,27,11,48,75,0.0,1011,33,8,198,7,Cote%20d%27Ivoire
2020-12-06,32,21,0.0,10.2,6,53,11:33 PM,11:24 AM,06:20 AM,06:05 PM,21,28,28,25,10,43,79,0.1,1011,32,8,204,6,Cote%20d%27Ivoire
2020-12-07,34,22,0.0,8.8,6,46,No moonrise,12:11 PM,06:20 AM,06:05 PM,21,30,30,27,10,62,76,1.0,1012,34,8,196,7,Cote%20d%27Ivoire
2020-12-08,32,22,0.0,7.3,6,38,12:25 AM,12:58 PM,06:21 AM,06:05 PM,21,30,30,27,9,71,78,4.5,1013,32,7,208,6,Cote%20d%27Ivoire
2020-12-09,33,22,0.0,7.3,6,31,01:18 AM,01:44 PM,06:21 AM,06:06 PM,22,29,29,27,10,62,78,4.0,1011,33,9,205,7,Cote%20d%27Ivoire
2020-12-10,31,22,0.0,8.8,6,24,02:10 AM,02:31 PM,06:22 AM,06:06 PM,22,29,29,26,10,58,80,10.5,1012,31,7,204,6,Cote%20d%27Ivoire
2020-12-11,35,22,0.0,11.6,6,17,03:04 AM,03:20 PM,06:22 AM,06:07 PM,21,30,30,27,8,42,75,0.4,1012,35,8,202,6,Cote%20d%27Ivoire
2020-12-12,34,23,0.0,7.3,6,9,04:01 AM,04:12 PM,06:23 AM,06:07 PM,22,30,30,27,9,78,77,1.0,1011,34,9,209,6,Cote%20d%27Ivoire
2020-12-13,31,22,0.0,7.3,6,2,05:00 AM,05:08 PM,06:23 AM,06:07 PM,22,29,29,26,9,63,78,0.6,1010,31,8,217,6,Cote%20d%27Ivoire
2020-12-14,33,22,0.0,8.8,6,0,06:03 AM,06:08 PM,06:24 AM,06:08 PM,22,29,29,26,10,67,77,3.1,1010,33,7,209,7,Cote%20d%27Ivoire
2020-12-15,33,23,0.0,8.8,6,0,07:06 AM,07:10 PM,06:24 AM,06:08 PM,22,30,30,28,10,66,76,4.4,1010,33,9,201,7,Cote%20d%27Ivoire
2020-12-16,33,23,0.0,7.3,6,5,08:08 AM,08:10 PM,06:25 AM,06:09 PM,22,31,31,28,9,69,76,3.8,1011,33,9,198,7,Cote%20d%27Ivoire
2020-12-17,36,23,0.0,10.2,7,12,09:06 AM,09:09 PM,06:25 AM,06:09 PM,22,31,31,29,8,52,76,6.8,1011,36,8,212,6,Cote%20d%27Ivoire
2020-12-18,32,22,0.0,8.8,6,20,09:59 AM,10:04 PM,06:26 AM,06:10 PM,21,29,29,27,10,65,76,4.8,1010,32,9,198,7,Cote%20d%27Ivoire
2020-12-19,31,22,0.0,10.2,6,27,10:47 AM,10:54 PM,06:26 AM,06:10 PM,21,28,28,25,8,49,81,4.1,1010,31,9,207,5,Cote%20d%27Ivoire
2020-12-20,33,23,0.0,7.3,6,34,11:32 AM,11:42 PM,06:27 AM,06:11 PM,21,29,29,27,9,66,76,3.8,1010,33,9,195,6,Cote%20d%27Ivoire
2020-12-21,34,23,0.0,7.3,6,41,12:12 PM,No moonset,06:27 AM,06:11 PM,21,30,30,27,8,51,71,5.6,1011,34,8,182,5,Cote%20d%27Ivoire
2020-12-22,36,23,0.0,11.6,8,49,12:51 PM,12:26 AM,06:28 AM,06:12 PM,20,31,31,29,7,27,65,0.0,1010,36,10,195,5,Cote%20d%27Ivoire
2020-12-23,36,22,0.0,10.2,7,56,01:29 PM,01:09 AM,06:28 AM,06:12 PM,20,32,32,29,7,30,66,0.0,1010,36,9,194,5,Cote%20d%27Ivoire
2020-12-24,34,22,0.0,7.3,6,63,02:06 PM,01:52 AM,06:29 AM,06:13 PM,21,29,29,27,9,57,70,0.7,1010,34,10,191,6,Cote%20d%27Ivoire
2020-12-25,35,22,0.0,7.3,6,70,02:46 PM,02:35 AM,06:29 AM,06:13 PM,21,30,30,27,8,62,74,3.1,1009,35,9,185,6,Cote%20d%27Ivoire
2020-12-26,34,22,0.0,10.2,6,78,03:28 PM,03:21 AM,06:30 AM,06:14 PM,21,30,30,27,7,55,72,1.5,1009,34,8,210,5,Cote%20d%27Ivoire
2020-12-27,35,22,0.0,10.2,6,85,04:12 PM,04:08 AM,06:30 AM,06:14 PM,19,30,30,28,6,33,66,0.0,1009,35,8,144,4,Cote%20d%27Ivoire
2020-12-28,35,21,0.0,11.6,7,92,05:00 PM,04:57 AM,06:31 AM,06:15 PM,17,29,29,27,9,18,58,0.0,1010,35,10,256,6,Cote%20d%27Ivoire
2020-12-29,34,21,0.0,10.2,6,100,05:52 PM,05:50 AM,06:31 AM,06:15 PM,19,28,28,26,8,35,68,0.0,1010,34,9,213,5,Cote%20d%27Ivoire
2020-12-30,36,21,0.0,11.6,7,100,06:45 PM,06:43 AM,06:32 AM,06:16 PM,18,31,31,29,7,15,59,0.0,1010,36,9,204,4,Cote%20d%27Ivoire
2020-12-31,35,22,0.0,10.2,6,89,07:41 PM,07:38 AM,06:32 AM,06:16 PM,19,29,29,28,7,33,66,0.0,1011,35,9,212,5,Cote%20d%27Ivoire
2021-01-01,37,22,0.0,11.6,8,79,08:36 PM,08:30 AM,06:32 AM,06:17 PM,18,30,30,29,8,10,58,0.0,1010,37,10,207,5,Cote%20d%27Ivoire
2021-01-02,36,24,0.0,10.2,6,71,09:30 PM,09:21 AM,06:33 AM,06:17 PM,20,30,30,28,11,45,65,0.0,1010,36,10,204,8,Cote%20d%27Ivoire
2021-01-03,34,23,0.0,10.2,6,64,10:22 PM,10:10 AM,06:33 AM,06:18 PM,21,30,30,28,11,58,69,0.1,1010,34,10,200,8,Cote%20d%27Ivoire
2021-01-04,38,22,0.0,11.6,7,57,11:14 PM,10:56 AM,06:34 AM,06:18 PM,20,32,32,29,8,34,65,0.8,1010,38,9,215,6,Cote%20d%27Ivoire
2021-01-05,36,24,0.0,10.2,6,50,No moonrise,11:42 AM,06:34 AM,06:19 PM,20,31,31,28,11,51,66,0.1,1009,36,10,184,8,Cote%20d%27Ivoire
2021-01-06,35,24,0.0,8.8,6,42,12:05 AM,12:27 PM,06:34 AM,06:19 PM,21,30,30,27,10,45,69,0.0,1010,35,10,213,8,Cote%20d%27Ivoire
2021-01-07,37,23,0.0,8.8,7,35,12:57 AM,01:14 PM,06:35 AM,06:20 PM,21,31,31,29,10,55,68,0.5,1010,37,10,209,7,Cote%20d%27Ivoire
2021-01-08,33,24,0.0,7.3,6,28,01:51 AM,02:03 PM,06:35 AM,06:20 PM,21,30,30,27,12,56,70,1.4,1011,33,10,203,9,Cote%20d%27Ivoire
2021-01-09,38,23,0.0,11.6,7,20,02:47 AM,02:55 PM,06:36 AM,06:21 PM,20,32,32,29,9,42,66,0.5,1010,38,9,195,7,Cote%20d%27Ivoire
2021-01-10,36,24,0.0,7.3,6,13,03:46 AM,03:52 PM,06:36 AM,06:21 PM,21,31,31,29,11,76,70,0.8,1010,36,10,210,8,Cote%20d%27Ivoire
2021-01-11,36,23,0.0,10.2,6,6,04:47 AM,04:51 PM,06:36 AM,06:22 PM,20,31,31,28,10,56,67,3.0,1010,36,10,202,8,Cote%20d%27Ivoire
2021-01-12,37,22,0.0,10.2,7,0,05:49 AM,05:52 PM,06:36 AM,06:22 PM,20,31,31,29,9,53,66,1.8,1011,37,10,200,6,Cote%20d%27Ivoire
2021-01-13,37,23,0.0,10.2,7,0,06:49 AM,06:52 PM,06:37 AM,06:23 PM,20,31,31,29,11,51,67,1.8,1012,37,10,194,8,Cote%20d%27Ivoire
2021-01-14,37,23,0.0,11.6,8,1,07:45 AM,07:49 PM,06:37 AM,06:23 PM,19,31,31,29,8,21,60,0.0,1011,37,10,159,6,Cote%20d%27Ivoire
2021-01-15,37,23,0.0,11.6,8,8,08:36 AM,08:42 PM,06:37 AM,06:24 PM,18,31,31,29,8,24,58,0.0,1010,37,10,189,6,Cote%20d%27Ivoire
2021-01-16,35,22,0.0,10.2,6,16,09:23 AM,09:32 PM,06:38 AM,06:24 PM,18,30,30,28,8,30,59,0.0,1009,35,10,191,6,Cote%20d%27Ivoire
2021-01-17,37,22,0.0,11.6,8,23,10:06 AM,10:18 PM,06:38 AM,06:24 PM,18,31,31,29,8,17,59,0.0,1009,37,10,199,6,Cote%20d%27Ivoire
2021-01-18,37,23,0.0,11.6,8,30,10:46 AM,11:03 PM,06:38 AM,06:25 PM,19,31,31,29,8,24,60,0.0,1010,37,10,204,6,Cote%20d%27Ivoire
2021-01-19,37,23,0.0,11.6,8,38,11:25 AM,11:47 PM,06:38 AM,06:25 PM,19,31,31,29,8,25,59,0.1,1010,37,10,184,6,Cote%20d%27Ivoire
2021-01-20,35,23,0.0,10.2,6,45,12:03 PM,No moonset,06:38 AM,06:26 PM,19,30,30,28,8,37,63,0.1,1010,35,10,198,6,Cote%20d%27Ivoire
2021-01-21,36,23,0.0,11.6,8,52,12:42 PM,12:30 AM,06:39 AM,06:26 PM,18,30,30,29,8,17,56,0.0,1010,36,10,160,6,Cote%20d%27Ivoire
2021-01-22,35,23,0.0,8.8,6,59,01:22 PM,01:14 AM,06:39 AM,06:26 PM,19,29,29,27,6,39,65,0.2,1011,35,10,198,5,Cote%20d%27Ivoire
2021-01-23,37,21,0.0,11.6,8,67,02:05 PM,02:00 AM,06:39 AM,06:27 PM,16,30,30,29,6,13,54,0.0,1010,37,10,162,4,Cote%20d%27Ivoire
2021-01-24,38,21,0.0,11.6,7,74,02:51 PM,02:48 AM,06:39 AM,06:27 PM,16,30,30,29,8,15,54,0.0,1010,38,9,178,5,Cote%20d%27Ivoire
2021-01-25,37,21,0.0,10.2,6,81,03:42 PM,03:40 AM,06:39 AM,06:28 PM,18,30,30,28,8,29,61,0.0,1010,37,10,176,6,Cote%20d%27Ivoire
2021-01-26,38,21,0.0,10.2,7,88,04:34 PM,04:32 AM,06:39 AM,06:28 PM,18,30,30,29,7,34,58,0.0,1010,38,9,182,5,Cote%20d%27Ivoire
2021-01-27,36,22,0.0,10.2,6,96,05:30 PM,05:27 AM,06:39 AM,06:28 PM,19,30,30,28,8,33,64,0.0,1010,36,9,237,6,Cote%20d%27Ivoire
2021-01-28,37,22,0.0,8.8,6,100,06:26 PM,06:21 AM,06:39 AM,06:29 PM,19,30,30,28,7,43,66,0.0,1010,37,9,218,5,Cote%20d%27Ivoire
2021-01-29,38,22,0.0,10.2,7,90,07:22 PM,07:14 AM,06:39 AM,06:29 PM,20,32,32,29,8,48,64,0.0,1010,38,9,202,6,Cote%20d%27Ivoire
2021-01-30,36,22,0.0,11.6,8,82,08:17 PM,08:05 AM,06:39 AM,06:29 PM,19,31,31,29,8,25,61,0.0,1011,36,10,189,6,Cote%20d%27Ivoire
2021-01-31,38,23,0.0,11.6,8,79,09:10 PM,08:53 AM,06:39 AM,06:29 PM,19,32,32,30,9,42,59,0.7,1010,38,10,203,6,Cote%20d%27Ivoire
2021-02-01,37,23,0.0,8.8,7,63,10:02 PM,09:40 AM,06:39 AM,06:30 PM,20,31,31,29,7,44,64,0.1,1010,37,10,200,5,Cote%20d%27Ivoire
2021-02-02,35,22,0.0,7.4,6,55,10:54 PM,10:26 AM,06:39 AM,06:30 PM,20,30,30,28,9,55,66,0.2,1011,35,9,223,6,Cote%20d%27Ivoire
2021-02-03,38,22,0.0,8.8,7,48,11:47 PM,11:12 AM,06:39 AM,06:30 PM,19,33,33,30,9,44,59,0.0,1011,38,10,205,6,Cote%20d%27Ivoire
2021-02-04,38,24,0.0,10.2,7,40,No moonrise,12:00 PM,06:39 AM,06:30 PM,19,32,32,30,10,48,59,0.1,1011,38,10,184,7,Cote%20d%27Ivoire
2021-02-05,39,23,0.0,10.2,7,33,12:41 AM,12:50 PM,06:39 AM,06:31 PM,19,32,32,30,10,44,60,0.5,1010,39,10,189,7,Cote%20d%27Ivoire
2021-02-06,41,23,0.0,10.2,7,25,01:39 AM,01:44 PM,06:39 AM,06:31 PM,20,33,33,31,11,57,65,1.4,1011,41,10,202,7,Cote%20d%27Ivoire
2021-02-07,39,24,0.0,10.2,7,18,02:37 AM,02:40 PM,06:39 AM,06:31 PM,20,33,33,30,10,61,61,0.6,1010,39,10,228,7,Cote%20d%27Ivoire
