date_time,San%20Marino_maxtempC,San%20Marino_mintempC,San%20Marino_totalSnow_cm,San%20Marino_sunHour,San%20Marino_uvIndex,San%20Marino_moon_illumination,San%20Marino_moonrise,San%20Marino_moonset,San%20Marino_sunrise,San%20Marino_sunset,San%20Marino_DewPointC,San%20Marino_FeelsLikeC,San%20Marino_HeatIndexC,San%20Marino_WindChillC,San%20Marino_WindGustKmph,San%20Marino_cloudcover,San%20Marino_humidity,San%20Marino_precipMM,San%20Marino_pressure,San%20Marino_tempC,San%20Marino_visibility,San%20Marino_winddirDegree,San%20Marino_windspeedKmph,San%20Marino_location
2020-09-18,23,22,0.0,12.6,6,2,06:46 AM,07:13 PM,05:53 AM,06:14 PM,17,25,25,23,19,21,69,1.0,1018,23,10,53,14,San%20Marino
2020-09-19,23,20,0.0,12.6,5,10,08:05 AM,07:41 PM,05:54 AM,06:12 PM,14,23,23,22,14,19,64,0.0,1018,23,10,73,10,San%20Marino
2020-09-20,24,19,0.0,11.8,5,17,09:25 AM,08:10 PM,05:56 AM,06:11 PM,14,22,22,21,12,35,64,12.0,1015,24,9,142,8,San%20Marino
2020-09-21,24,20,0.0,10.5,5,25,10:43 AM,08:44 PM,05:57 AM,06:09 PM,17,23,23,22,13,56,73,4.6,1015,24,10,195,9,San%20Marino
2020-09-22,24,20,0.0,12.5,5,32,11:59 AM,09:24 PM,05:58 AM,06:07 PM,16,23,23,22,13,47,70,2.8,1014,24,10,163,8,San%20Marino
2020-09-23,25,20,0.0,10.5,5,40,01:11 PM,10:10 PM,05:59 AM,06:05 PM,15,24,24,23,17,54,63,0.0,1011,25,10,222,11,San%20Marino
2020-09-24,26,19,0.0,12.0,6,47,02:14 PM,11:04 PM,06:00 AM,06:03 PM,15,23,23,22,22,18,65,0.0,1011,26,10,210,14,San%20Marino
2020-09-25,25,18,0.0,11.6,5,55,03:08 PM,No moonset,06:01 AM,06:02 PM,13,23,23,22,30,56,63,1.3,999,25,9,202,22,San%20Marino
2020-09-26,20,14,0.0,11.6,4,62,03:52 PM,12:04 AM,06:02 AM,06:00 PM,4,16,17,16,25,31,44,0.1,996,20,10,249,20,San%20Marino
2020-09-27,18,14,0.0,7.2,4,70,04:28 PM,01:08 AM,06:03 AM,05:58 PM,6,15,16,15,15,45,55,8.8,1002,18,10,167,11,San%20Marino
2020-09-28,19,11,0.0,4.3,4,78,04:58 PM,02:13 AM,06:05 AM,05:56 PM,10,15,16,15,26,82,69,33.3,1006,19,9,211,17,San%20Marino
2020-09-29,19,15,0.0,8.7,4,85,05:24 PM,03:17 AM,06:06 AM,05:54 PM,10,17,17,17,15,22,65,0.1,1015,19,10,228,10,San%20Marino
2020-09-30,19,16,0.0,7.2,4,93,05:47 PM,04:20 AM,06:07 AM,05:53 PM,11,18,18,18,10,46,67,0.0,1014,19,10,183,7,San%20Marino
2020-10-01,21,17,0.0,7.2,4,97,06:07 PM,05:23 AM,06:08 AM,05:51 PM,12,19,19,19,13,41,67,0.3,1009,21,10,194,8,San%20Marino
2020-10-02,22,17,0.0,8.7,6,100,06:28 PM,06:23 AM,06:09 AM,05:49 PM,13,20,20,20,28,27,67,0.0,1004,22,10,175,18,San%20Marino
2020-10-03,21,17,0.0,4.3,5,89,06:49 PM,07:25 AM,06:10 AM,05:47 PM,13,20,20,20,21,65,65,10.3,1001,21,10,183,13,San%20Marino
2020-10-04,20,16,0.0,8.7,4,82,07:12 PM,08:25 AM,06:12 AM,05:45 PM,12,18,18,18,29,27,68,1.9,1008,20,10,202,21,San%20Marino
2020-10-05,21,16,0.0,8.7,4,74,07:38 PM,09:27 AM,06:13 AM,05:44 PM,11,18,18,18,21,39,63,0.2,1009,21,10,217,14,San%20Marino
2020-10-06,21,15,0.0,7.2,4,67,08:08 PM,10:29 AM,06:14 AM,05:42 PM,11,18,18,18,21,28,64,0.1,1015,21,10,228,14,San%20Marino
2020-10-07,19,16,0.0,4.2,4,60,08:43 PM,11:31 AM,06:15 AM,05:40 PM,12,18,18,18,22,69,68,5.4,1011,19,10,201,16,San%20Marino
2020-10-08,19,15,0.0,8.7,5,53,09:27 PM,12:30 PM,06:16 AM,05:38 PM,10,17,17,17,13,4,65,0.0,1021,19,10,141,9,San%20Marino
2020-10-09,19,15,0.0,8.7,5,45,10:18 PM,01:27 PM,06:18 AM,05:37 PM,11,17,17,17,8,5,66,0.0,1022,19,10,181,6,San%20Marino
2020-10-10,19,16,0.0,8.7,4,38,11:20 PM,02:17 PM,06:19 AM,05:35 PM,9,17,17,17,12,45,59,0.2,1018,19,10,191,8,San%20Marino
2020-10-11,16,13,0.0,4.2,3,31,No moonrise,03:02 PM,06:20 AM,05:33 PM,12,15,15,15,21,79,84,44.7,1010,16,8,199,12,San%20Marino
2020-10-12,13,7,0.0,4.2,3,23,12:27 AM,03:40 PM,06:21 AM,05:31 PM,9,10,13,10,32,88,78,12.6,1010,13,9,201,22,San%20Marino
2020-10-13,16,11,0.0,8.7,4,16,01:41 AM,04:12 PM,06:22 AM,05:30 PM,7,13,13,13,16,21,64,0.1,1008,16,10,162,11,San%20Marino
2020-10-14,18,12,0.0,7.2,4,9,02:58 AM,04:42 PM,06:24 AM,05:28 PM,8,14,15,14,16,48,64,3.9,1009,18,9,195,10,San%20Marino
2020-10-15,16,12,0.0,4.1,3,2,04:16 AM,05:10 PM,06:25 AM,05:26 PM,11,13,14,13,25,83,83,14.5,1005,16,8,215,19,San%20Marino
2020-10-16,15,12,0.0,4.1,3,0,05:36 AM,05:38 PM,06:26 AM,05:25 PM,9,13,14,13,16,76,74,1.5,1010,15,10,272,12,San%20Marino
2020-10-17,15,12,0.0,4.1,3,0,06:56 AM,06:06 PM,06:27 AM,05:23 PM,9,14,14,14,11,81,71,2.6,1014,15,10,202,7,San%20Marino
2020-10-18,16,12,0.0,5.6,3,5,08:17 AM,06:39 PM,06:29 AM,05:21 PM,9,14,14,14,14,57,73,2.3,1019,16,9,263,10,San%20Marino
2020-10-19,16,13,0.0,8.7,4,13,09:38 AM,07:17 PM,06:30 AM,05:20 PM,10,14,14,14,12,21,75,0.0,1023,16,10,200,8,San%20Marino
2020-10-20,16,13,0.0,8.7,4,20,10:55 AM,08:02 PM,06:31 AM,05:18 PM,10,14,14,14,10,3,73,0.0,1026,16,10,191,7,San%20Marino
2020-10-21,17,13,0.0,8.7,5,27,12:04 PM,08:55 PM,06:32 AM,05:16 PM,8,15,15,15,11,2,64,0.0,1025,17,10,161,7,San%20Marino
2020-10-22,19,13,0.0,8.7,5,35,01:04 PM,09:55 PM,06:34 AM,05:15 PM,10,16,16,16,15,4,67,0.0,1025,19,10,182,9,San%20Marino
2020-10-23,20,15,0.0,8.7,5,42,01:53 PM,10:59 PM,06:35 AM,05:13 PM,12,17,17,17,19,37,73,0.0,1021,20,10,194,11,San%20Marino
2020-10-24,17,15,0.0,5.6,4,49,02:31 PM,No moonset,06:36 AM,05:12 PM,13,16,16,16,13,66,84,4.6,1018,17,10,247,9,San%20Marino
2020-10-25,18,13,0.0,8.7,4,56,03:03 PM,12:04 AM,06:38 AM,05:10 PM,11,16,16,16,14,26,72,0.0,1015,18,10,207,9,San%20Marino
2020-10-26,20,15,0.0,8.7,5,64,03:30 PM,01:09 AM,06:39 AM,05:09 PM,12,17,17,17,32,6,71,0.0,1011,20,10,189,20,San%20Marino
2020-10-27,17,14,0.0,4.0,4,71,03:53 PM,02:13 AM,06:40 AM,05:07 PM,10,15,16,15,17,67,70,1.3,1010,17,9,170,11,San%20Marino
2020-10-28,16,12,0.0,7.1,3,78,04:14 PM,03:15 AM,06:42 AM,05:06 PM,9,13,14,13,18,44,71,0.2,1017,16,10,298,13,San%20Marino
2020-10-29,16,12,0.0,8.7,4,85,04:34 PM,04:16 AM,06:43 AM,05:04 PM,7,14,14,14,10,12,62,0.0,1020,16,10,239,7,San%20Marino
2020-10-30,16,13,0.0,8.7,4,93,04:55 PM,05:17 AM,06:44 AM,05:03 PM,10,14,14,14,11,19,75,0.0,1024,16,10,245,7,San%20Marino
2020-10-31,16,13,0.0,8.7,4,97,05:17 PM,06:18 AM,06:45 AM,05:01 PM,10,15,14,15,8,8,73,0.0,1024,16,10,202,5,San%20Marino
2020-11-01,17,14,0.0,8.7,4,89,05:41 PM,07:20 AM,06:47 AM,05:00 PM,11,15,15,15,9,40,78,0.0,1022,17,10,196,6,San%20Marino
2020-11-02,17,13,0.0,8.7,5,81,06:09 PM,08:22 AM,06:48 AM,04:59 PM,11,15,15,15,11,13,74,0.0,1023,17,10,164,7,San%20Marino
2020-11-03,17,15,0.0,7.1,4,74,06:43 PM,09:24 AM,06:49 AM,04:57 PM,12,16,16,16,8,60,78,0.0,1023,17,10,193,5,San%20Marino
2020-11-04,17,15,0.0,5.4,4,66,07:24 PM,10:25 AM,06:51 AM,04:56 PM,13,16,16,16,7,57,81,0.0,1021,17,10,194,5,San%20Marino
2020-11-05,16,14,0.0,5.4,4,58,08:12 PM,11:23 AM,06:52 AM,04:55 PM,11,15,15,15,15,67,76,0.7,1027,16,10,195,11,San%20Marino
2020-11-06,15,13,0.0,8.7,4,51,09:09 PM,12:14 PM,06:53 AM,04:54 PM,8,13,14,13,17,32,68,0.0,1030,15,10,272,12,San%20Marino
2020-11-07,15,11,0.0,8.7,4,43,10:12 PM,01:00 PM,06:55 AM,04:52 PM,8,13,13,13,12,3,71,0.0,1030,15,10,201,8,San%20Marino
2020-11-08,16,13,0.0,8.7,4,36,11:22 PM,01:39 PM,06:56 AM,04:51 PM,9,14,14,14,8,3,72,0.0,1027,16,10,149,5,San%20Marino
2020-11-09,16,13,0.0,8.7,4,28,No moonrise,02:12 PM,06:58 AM,04:50 PM,10,15,14,15,8,8,74,0.0,1024,16,10,246,5,San%20Marino
2020-11-10,16,13,0.0,8.7,4,21,12:35 AM,02:41 PM,06:59 AM,04:49 PM,10,14,14,14,8,9,77,0.0,1024,16,10,253,5,San%20Marino
2020-11-11,15,12,0.0,8.7,4,13,01:50 AM,03:09 PM,07:00 AM,04:48 PM,9,14,13,14,9,7,76,0.0,1025,15,10,199,6,San%20Marino
2020-11-12,14,11,0.0,7.0,3,6,03:06 AM,03:35 PM,07:02 AM,04:47 PM,10,13,13,13,7,53,81,0.0,1025,14,10,176,5,San%20Marino
2020-11-13,15,12,0.0,3.5,3,0,04:24 AM,04:02 PM,07:03 AM,04:46 PM,11,13,13,13,8,84,83,0.2,1025,15,10,275,5,San%20Marino
2020-11-14,15,12,0.0,3.5,3,0,05:45 AM,04:32 PM,07:04 AM,04:45 PM,11,14,14,14,7,82,83,0.7,1025,15,10,153,5,San%20Marino
2020-11-15,15,13,0.0,3.5,3,0,07:07 AM,05:07 PM,07:05 AM,04:44 PM,11,14,14,14,7,83,83,0.6,1022,15,10,190,5,San%20Marino
2020-11-16,14,13,0.0,3.5,3,2,08:27 AM,05:49 PM,07:07 AM,04:43 PM,12,13,14,13,14,76,89,26.9,1017,14,8,209,9,San%20Marino
2020-11-17,15,12,0.0,3.5,3,9,09:44 AM,06:39 PM,07:08 AM,04:42 PM,9,11,13,11,38,86,77,2.7,1024,15,8,37,27,San%20Marino
2020-11-18,13,10,0.0,8.7,4,17,10:50 AM,07:38 PM,07:09 AM,04:41 PM,7,11,12,11,17,15,73,0.0,1028,13,10,302,12,San%20Marino
2020-11-19,13,10,0.0,8.7,4,24,11:46 AM,08:43 PM,07:11 AM,04:40 PM,5,12,12,12,8,4,64,0.0,1023,13,10,199,5,San%20Marino
2020-11-20,13,11,0.0,3.5,3,32,12:30 PM,09:51 PM,07:12 AM,04:39 PM,6,10,12,10,50,65,68,5.9,1021,13,8,75,38,San%20Marino
2020-11-21,10,9,0.0,8.7,3,39,01:05 PM,10:58 PM,07:13 AM,04:39 PM,2,5,10,5,56,1,57,0.0,1029,10,10,56,45,San%20Marino
2020-11-22,9,8,0.0,8.7,3,47,01:34 PM,No moonset,07:15 AM,04:38 PM,1,6,9,6,24,10,58,0.0,1031,9,10,189,18,San%20Marino
2020-11-23,10,7,0.0,5.2,2,54,01:58 PM,12:03 AM,07:16 AM,04:37 PM,3,7,8,7,11,60,68,0.0,1028,10,10,298,7,San%20Marino
2020-11-24,10,7,0.0,7.0,2,62,02:20 PM,01:06 AM,07:17 AM,04:37 PM,3,6,8,6,20,69,69,0.0,1026,10,10,294,14,San%20Marino
2020-11-25,10,7,0.0,8.7,3,70,02:40 PM,02:08 AM,07:18 AM,04:36 PM,5,8,9,8,10,25,75,0.0,1024,10,10,252,7,San%20Marino
2020-11-26,11,8,0.0,5.2,2,77,03:01 PM,03:09 AM,07:19 AM,04:35 PM,7,9,9,9,8,64,82,0.0,1024,11,10,296,5,San%20Marino
2020-11-27,11,8,0.0,3.4,3,85,03:22 PM,04:09 AM,07:21 AM,04:35 PM,8,10,10,10,8,71,85,0.0,1022,11,10,273,5,San%20Marino
2020-11-28,11,7,0.0,3.4,3,92,03:45 PM,05:11 AM,07:22 AM,04:34 PM,9,9,11,9,12,90,87,0.2,1018,11,10,279,9,San%20Marino
2020-11-29,12,9,0.0,3.4,3,100,04:12 PM,06:13 AM,07:23 AM,04:34 PM,8,9,11,9,19,84,82,6.5,1014,12,9,177,14,San%20Marino
2020-11-30,10,8,0.0,6.9,2,100,04:43 PM,07:16 AM,07:24 AM,04:34 PM,5,9,9,9,8,65,75,0.0,1020,10,10,236,6,San%20Marino
2020-12-01,9,6,0.0,5.2,2,89,05:22 PM,08:18 AM,07:25 AM,04:33 PM,4,6,7,6,11,59,77,3.9,1017,9,9,267,7,San%20Marino
2020-12-02,12,4,0.0,3.4,3,82,06:08 PM,09:18 AM,07:26 AM,04:33 PM,7,7,9,7,22,92,83,34.8,1009,12,7,205,16,San%20Marino
2020-12-03,9,6,0.0,3.4,2,75,07:03 PM,10:12 AM,07:27 AM,04:33 PM,6,6,8,6,16,93,86,20.3,1006,9,9,308,13,San%20Marino
2020-12-04,12,6,0.0,5.2,2,67,08:05 PM,11:00 AM,07:28 AM,04:32 PM,5,7,9,7,24,72,77,0.0,1002,12,10,179,16,San%20Marino
2020-12-05,14,10,0.0,3.4,3,60,09:12 PM,11:41 AM,07:30 AM,04:32 PM,8,11,13,11,40,62,71,1.1,999,14,10,150,24,San%20Marino
2020-12-06,13,10,0.0,3.4,3,53,10:22 PM,12:15 PM,07:31 AM,04:32 PM,10,11,12,11,24,91,83,4.6,996,13,7,180,17,San%20Marino
2020-12-07,12,8,0.0,3.4,3,46,11:34 PM,12:44 PM,07:31 AM,04:32 PM,5,8,10,8,23,45,70,0.0,1005,12,10,179,15,San%20Marino
2020-12-08,11,9,0.0,3.4,3,38,No moonrise,01:11 PM,07:32 AM,04:32 PM,6,8,10,8,27,83,77,14.6,999,11,9,161,19,San%20Marino
2020-12-09,10,7,0.0,3.4,2,31,12:47 AM,01:37 PM,07:33 AM,04:32 PM,7,7,9,7,18,88,84,19.7,999,10,9,211,14,San%20Marino
2020-12-10,9,7,0.0,6.9,2,24,02:02 AM,02:02 PM,07:34 AM,04:32 PM,5,6,8,6,14,61,83,0.0,1005,9,10,274,11,San%20Marino
2020-12-11,9,7,0.0,3.4,2,17,03:18 AM,02:29 PM,07:35 AM,04:32 PM,6,8,8,8,9,86,84,0.0,1005,9,10,208,6,San%20Marino
2020-12-12,9,6,0.0,5.1,2,9,04:36 AM,03:00 PM,07:36 AM,04:32 PM,5,6,8,6,13,75,81,0.0,1002,9,10,306,10,San%20Marino
2020-12-13,9,7,0.0,6.9,2,2,05:57 AM,03:38 PM,07:37 AM,04:32 PM,5,5,8,5,26,49,80,0.0,1008,9,10,302,20,San%20Marino
2020-12-14,9,7,0.0,8.7,3,0,07:16 AM,04:23 PM,07:38 AM,04:33 PM,3,7,8,7,13,4,72,0.0,1017,9,10,302,9,San%20Marino
2020-12-15,9,6,0.0,5.1,2,0,08:28 AM,05:18 PM,07:38 AM,04:33 PM,3,7,8,7,9,39,74,0.0,1020,9,10,193,5,San%20Marino
2020-12-16,10,7,0.0,5.1,2,5,09:31 AM,06:21 PM,07:39 AM,04:33 PM,3,8,8,8,7,50,70,1.2,1023,10,10,194,4,San%20Marino
2020-12-17,10,7,0.0,6.9,2,12,10:22 AM,07:30 PM,07:40 AM,04:33 PM,5,8,9,8,7,44,80,0.0,1025,10,10,308,5,San%20Marino
2020-12-18,10,8,0.0,3.4,2,20,11:02 AM,08:40 PM,07:40 AM,04:34 PM,6,9,9,9,7,77,83,0.0,1026,10,10,291,5,San%20Marino
2020-12-19,10,8,0.0,8.7,3,27,11:35 AM,09:48 PM,07:41 AM,04:34 PM,6,9,9,9,7,40,83,0.0,1025,10,10,207,5,San%20Marino
2020-12-20,11,9,0.0,6.9,2,34,12:01 PM,10:53 PM,07:41 AM,04:35 PM,7,9,10,9,8,58,85,0.0,1024,11,10,304,5,San%20Marino
2020-12-21,11,9,0.0,3.3,3,41,12:24 PM,11:56 PM,07:42 AM,04:35 PM,8,9,10,9,11,80,85,0.0,1026,11,10,266,7,San%20Marino
2020-12-22,11,9,0.0,6.9,3,49,12:45 PM,No moonset,07:42 AM,04:36 PM,7,10,10,10,6,51,82,0.0,1026,11,10,194,4,San%20Marino
2020-12-23,13,10,0.0,5.1,3,56,01:05 PM,12:58 AM,07:43 AM,04:36 PM,9,11,11,11,7,66,83,0.0,1025,13,10,224,4,San%20Marino
2020-12-24,15,12,0.0,6.9,3,63,01:26 PM,01:59 AM,07:43 AM,04:37 PM,9,12,13,12,30,55,77,0.0,1015,15,10,186,17,San%20Marino
2020-12-25,13,9,0.0,5.1,3,70,01:49 PM,03:00 AM,07:44 AM,04:37 PM,5,10,11,10,21,66,68,2.5,1010,13,10,211,13,San%20Marino
2020-12-26,9,7,0.0,3.4,2,78,02:13 PM,04:02 AM,07:44 AM,04:38 PM,4,4,8,4,44,96,78,33.0,1014,9,8,45,32,San%20Marino
2020-12-27,6,4,0.0,8.7,3,85,02:43 PM,05:05 AM,07:44 AM,04:39 PM,-1,2,5,2,21,29,63,0.0,1010,6,10,206,17,San%20Marino
2020-12-28,11,4,0.0,3.4,2,92,03:19 PM,06:08 AM,07:44 AM,04:40 PM,4,4,8,4,45,80,72,25.7,991,11,9,201,32,San%20Marino
2020-12-29,12,7,0.0,6.9,3,100,04:03 PM,07:09 AM,07:45 AM,04:40 PM,4,7,10,7,45,40,65,0.4,997,12,10,210,31,San%20Marino
2020-12-30,8,6,0.0,3.4,2,100,04:55 PM,08:06 AM,07:45 AM,04:41 PM,5,6,8,6,15,93,83,0.2,1003,8,10,258,11,San%20Marino
2020-12-31,8,6,0.0,8.7,2,89,05:56 PM,08:57 AM,07:45 AM,04:42 PM,3,5,7,5,19,47,76,0.0,1009,8,10,284,14,San%20Marino
2021-01-01,10,6,0.0,3.4,2,79,07:03 PM,09:41 AM,07:45 AM,04:43 PM,4,6,8,6,24,76,75,1.2,1011,10,9,157,15,San%20Marino
2021-01-02,10,8,0.0,3.4,2,71,08:13 PM,10:17 AM,07:45 AM,04:44 PM,6,7,9,7,16,82,81,10.8,1007,10,8,190,10,San%20Marino
2021-01-03,11,7,0.0,8.7,2,64,09:26 PM,10:48 AM,07:45 AM,04:45 PM,4,7,9,7,16,33,74,1.1,1009,11,10,176,10,San%20Marino
2021-01-04,9,7,0.0,5.2,2,57,10:37 PM,11:16 AM,07:45 AM,04:46 PM,4,7,8,7,12,67,76,0.3,1009,9,10,224,8,San%20Marino
2021-01-05,8,6,0.0,3.4,2,50,11:50 PM,11:41 AM,07:45 AM,04:47 PM,3,5,7,5,20,60,77,3.5,1009,8,8,181,13,San%20Marino
2021-01-06,9,5,0.0,6.9,2,42,No moonrise,12:05 PM,07:45 AM,04:48 PM,1,4,7,4,16,48,70,0.2,1011,9,10,230,10,San%20Marino
2021-01-07,7,5,0.0,8.7,3,35,01:03 AM,12:31 PM,07:45 AM,04:49 PM,2,4,6,4,14,38,74,0.2,1014,7,10,238,9,San%20Marino
2021-01-08,5,2,0.0,3.4,1,28,02:18 AM,12:59 PM,07:44 AM,04:50 PM,2,1,5,1,22,96,80,0.1,1013,5,10,307,17,San%20Marino
2021-01-09,6,4,0.0,3.4,1,20,03:35 AM,01:32 PM,07:44 AM,04:51 PM,2,1,5,1,20,91,80,5.5,1016,6,9,223,15,San%20Marino
2021-01-10,5,4,0.0,3.4,1,13,04:52 AM,02:12 PM,07:44 AM,04:52 PM,4,0,5,0,31,100,93,31.6,1014,5,7,34,23,San%20Marino
2021-01-11,6,4,0.0,3.4,2,6,06:06 AM,03:02 PM,07:43 AM,04:53 PM,0,1,5,1,28,92,70,0.6,1017,6,9,77,22,San%20Marino
2021-01-12,5,2,0.1,6.9,1,0,07:13 AM,04:01 PM,07:43 AM,04:55 PM,-2,1,4,1,13,40,66,0.3,1017,5,10,256,10,San%20Marino
2021-01-13,7,4,0.0,8.7,3,0,08:09 AM,05:07 PM,07:43 AM,04:56 PM,1,4,5,4,11,15,73,0.0,1014,7,10,276,7,San%20Marino
2021-01-14,7,-0,0.0,8.7,2,1,08:55 AM,06:17 PM,07:42 AM,04:57 PM,1,3,5,3,14,16,74,0.0,1014,7,10,228,10,San%20Marino
2021-01-15,8,5,0.0,8.7,2,8,09:31 AM,07:28 PM,07:42 AM,04:58 PM,-1,3,6,3,23,41,60,0.0,1016,8,10,92,16,San%20Marino
2021-01-16,6,4,0.0,5.3,2,16,10:01 AM,08:36 PM,07:41 AM,05:00 PM,-1,3,6,3,20,50,62,0.2,1020,6,10,101,15,San%20Marino
2021-01-17,5,3,0.0,8.7,1,23,10:25 AM,09:41 PM,07:41 AM,05:01 PM,-1,2,4,2,11,62,67,0.0,1018,5,10,283,8,San%20Marino
2021-01-18,5,3,0.0,5.3,1,30,10:48 AM,10:44 PM,07:40 AM,05:02 PM,1,2,4,2,15,64,80,0.2,1023,5,9,290,11,San%20Marino
2021-01-19,7,3,0.0,8.7,3,38,11:09 AM,11:46 PM,07:39 AM,05:03 PM,1,4,5,4,9,24,75,0.0,1026,7,10,190,6,San%20Marino
2021-01-20,12,6,0.0,7.0,2,45,11:29 AM,No moonset,07:39 AM,05:05 PM,5,6,9,6,24,37,76,0.0,1022,12,10,204,14,San%20Marino
2021-01-21,13,8,0.0,7.0,3,52,11:51 AM,12:47 AM,07:38 AM,05:06 PM,7,9,10,9,15,44,79,0.0,1016,13,10,180,9,San%20Marino
2021-01-22,14,10,0.0,7.0,3,59,12:14 PM,01:49 AM,07:37 AM,05:07 PM,8,10,12,10,35,59,78,2.6,1005,14,8,176,21,San%20Marino
2021-01-23,9,8,0.0,3.6,2,67,12:42 PM,02:51 AM,07:36 AM,05:09 PM,5,6,9,6,32,71,73,4.2,994,9,8,225,23,San%20Marino
2021-01-24,9,6,0.0,3.7,2,74,01:15 PM,03:54 AM,07:36 AM,05:10 PM,5,5,8,5,26,79,80,18.3,996,9,8,248,19,San%20Marino
2021-01-25,7,5,0.0,5.3,2,81,01:55 PM,04:56 AM,07:35 AM,05:11 PM,1,3,6,3,28,47,68,2.2,1001,7,10,255,19,San%20Marino
2021-01-26,7,3,0.0,8.7,3,88,02:44 PM,05:55 AM,07:34 AM,05:13 PM,-3,1,5,1,24,7,56,0.0,1012,7,10,296,18,San%20Marino
2021-01-27,6,4,0.0,8.7,3,96,03:43 PM,06:49 AM,07:33 AM,05:14 PM,-5,2,5,2,17,31,50,0.0,1017,6,10,294,11,San%20Marino
2021-01-28,9,4,0.0,7.0,2,100,04:48 PM,07:36 AM,07:32 AM,05:15 PM,-0,5,6,5,14,29,64,0.0,1016,9,10,214,9,San%20Marino
2021-01-29,9,2,0.0,3.7,2,90,06:00 PM,08:16 AM,07:31 AM,05:17 PM,4,4,6,4,21,62,82,11.3,1006,9,9,227,14,San%20Marino
2021-01-30,13,5,0.0,8.7,4,82,07:13 PM,08:49 AM,07:30 AM,05:18 PM,6,8,9,8,20,27,77,0.3,1001,13,10,204,11,San%20Marino
2021-01-31,9,2,0.0,3.7,2,79,08:27 PM,09:19 AM,07:29 AM,05:20 PM,6,6,8,6,22,90,86,2.9,994,9,5,206,16,San%20Marino
2021-02-01,10,7,0.0,3.7,2,63,09:41 PM,09:45 AM,07:28 AM,05:21 PM,5,7,8,7,10,73,77,0.1,1000,10,10,140,7,San%20Marino
2021-02-02,9,6,0.0,7.0,2,55,10:55 PM,10:10 AM,07:26 AM,05:22 PM,5,7,8,7,11,58,81,0.0,1011,9,10,231,7,San%20Marino
2021-02-03,13,8,0.0,7.0,3,48,No moonrise,10:35 AM,07:25 AM,05:24 PM,7,10,10,10,15,30,81,0.0,1016,13,10,194,8,San%20Marino
2021-02-04,13,11,0.0,8.7,3,40,12:09 AM,11:02 AM,07:24 AM,05:25 PM,9,10,11,10,18,58,84,0.0,1018,13,10,161,9,San%20Marino
2021-02-05,11,9,0.0,7.1,3,33,01:25 AM,11:33 AM,07:23 AM,05:27 PM,8,10,10,10,9,67,89,0.0,1018,11,10,178,6,San%20Marino
2021-02-06,11,9,0.0,5.4,3,25,02:39 AM,12:09 PM,07:22 AM,05:28 PM,9,10,10,10,6,58,92,0.0,1013,11,8,209,4,San%20Marino
2021-02-07,14,11,0.0,3.8,3,18,03:53 AM,12:54 PM,07:20 AM,05:29 PM,9,11,12,11,27,74,79,1.3,1002,14,7,181,15,San%20Marino
