date_time,Japan_maxtempC,Japan_mintempC,Japan_totalSnow_cm,Japan_sunHour,Japan_uvIndex,Japan_moon_illumination,Japan_moonrise,Japan_moonset,Japan_sunrise,Japan_sunset,Japan_DewPointC,Japan_FeelsLikeC,Japan_HeatIndexC,Japan_WindChillC,Japan_WindGustKmph,Japan_cloudcover,Japan_humidity,Japan_precipMM,Japan_pressure,Japan_tempC,Japan_visibility,Japan_winddirDegree,Japan_windspeedKmph,Japan_location
2020-05-27,30,24,0.0,7.3,6,32,09:27 AM,09:26 PM,05:38 AM,05:20 PM,24,30,30,26,18,76,88,33.7,1011,30,7,202,9,Japan
2020-05-28,27,21,0.0,5.9,5,39,10:20 AM,10:22 PM,05:38 AM,05:20 PM,23,27,27,24,13,82,93,101.2,1012,27,6,203,7,Japan
2020-05-29,30,23,0.0,5.9,6,47,11:12 AM,11:18 PM,05:38 AM,05:20 PM,23,29,29,26,12,66,85,5.4,1012,30,10,158,7,Japan
2020-05-30,30,23,0.0,10.2,6,54,12:01 PM,No moonset,05:39 AM,05:20 PM,23,29,29,26,15,35,85,13.7,1012,30,9,198,8,Japan
2020-05-31,31,23,0.0,10.2,6,58,12:48 PM,12:12 AM,05:39 AM,05:20 PM,24,30,30,26,13,59,85,12.9,1012,31,8,160,7,Japan
2020-06-01,30,23,0.0,8.8,6,71,01:35 PM,01:06 AM,05:39 AM,05:20 PM,23,30,30,26,14,63,86,11.3,1012,30,9,229,8,Japan
2020-06-02,29,24,0.0,5.9,6,79,02:23 PM,02:00 AM,05:39 AM,05:20 PM,23,29,29,26,17,72,86,9.4,1011,29,9,199,11,Japan
2020-06-03,30,24,0.0,10.2,6,86,03:12 PM,02:55 AM,05:40 AM,05:21 PM,23,30,30,26,10,61,83,1.0,1011,30,10,203,7,Japan
2020-06-04,29,23,0.0,7.3,6,94,04:03 PM,03:52 AM,05:40 AM,05:21 PM,22,29,29,26,13,68,83,2.7,1011,29,10,190,9,Japan
2020-06-05,30,22,0.0,5.9,6,100,04:58 PM,04:51 AM,05:40 AM,05:21 PM,22,28,28,25,20,74,82,3.8,1011,30,10,193,12,Japan
2020-06-06,29,22,0.0,5.9,6,100,05:55 PM,05:52 AM,05:40 AM,05:21 PM,22,27,27,25,26,75,86,6.1,1011,29,10,195,16,Japan
2020-06-07,29,22,0.0,7.3,6,84,06:53 PM,06:52 AM,05:41 AM,05:21 PM,22,27,27,25,22,74,85,3.6,1010,29,9,194,14,Japan
2020-06-08,29,23,0.0,5.9,6,76,07:51 PM,07:51 AM,05:41 AM,05:21 PM,22,28,28,25,19,63,86,7.7,1010,29,9,195,12,Japan
2020-06-09,29,23,0.0,7.3,6,69,08:47 PM,08:46 AM,05:41 AM,05:21 PM,22,28,28,25,18,65,83,0.9,1011,29,10,199,12,Japan
2020-06-10,29,21,0.0,11.6,7,61,09:40 PM,09:37 AM,05:41 AM,05:21 PM,21,27,27,24,20,17,80,0.1,1011,29,10,197,12,Japan
2020-06-11,30,19,0.0,11.6,7,54,10:29 PM,10:23 AM,05:42 AM,05:22 PM,21,27,27,24,19,3,80,0.0,1010,30,10,198,13,Japan
2020-06-12,29,22,0.0,11.6,6,46,11:16 PM,11:06 AM,05:42 AM,05:22 PM,22,28,28,25,21,24,82,0.2,1010,29,10,197,14,Japan
2020-06-13,29,22,0.0,8.8,6,38,No moonrise,11:46 AM,05:42 AM,05:22 PM,22,28,28,25,24,65,83,2.2,1010,29,10,195,15,Japan
2020-06-14,29,23,0.0,7.3,6,31,12:00 AM,12:24 PM,05:42 AM,05:22 PM,23,28,28,25,18,69,86,18.6,1010,29,9,196,10,Japan
2020-06-15,30,23,0.0,10.2,6,23,12:43 AM,01:02 PM,05:43 AM,05:22 PM,23,29,29,26,14,46,84,11.8,1011,30,9,204,8,Japan
2020-06-16,30,23,0.0,10.2,6,16,01:27 AM,01:40 PM,05:43 AM,05:23 PM,23,29,29,26,14,63,84,8.9,1010,30,7,198,9,Japan
2020-06-17,30,23,0.0,10.2,6,8,02:11 AM,02:19 PM,05:43 AM,05:23 PM,22,28,28,26,20,53,84,6.8,1011,30,8,197,13,Japan
2020-06-18,30,23,0.0,8.8,6,1,02:57 AM,03:01 PM,05:43 AM,05:23 PM,22,28,28,25,24,58,82,11.0,1011,30,9,195,14,Japan
2020-06-19,29,22,0.0,10.2,6,0,03:45 AM,03:46 PM,05:43 AM,05:23 PM,22,28,28,25,25,46,83,4.2,1011,29,10,192,16,Japan
2020-06-20,29,22,0.0,10.2,6,0,04:36 AM,04:34 PM,05:44 AM,05:23 PM,22,28,28,25,26,47,82,6.7,1010,29,9,197,16,Japan
2020-06-21,30,22,0.0,8.8,6,0,05:30 AM,05:27 PM,05:44 AM,05:24 PM,22,28,28,25,23,44,83,9.3,1009,30,9,202,14,Japan
2020-06-22,29,22,0.0,10.2,6,7,06:25 AM,06:22 PM,05:44 AM,05:24 PM,22,28,28,25,21,55,85,12.1,1009,29,9,197,13,Japan
2020-06-23,29,22,0.0,10.2,6,14,07:21 AM,07:20 PM,05:44 AM,05:24 PM,22,28,28,25,23,54,83,5.0,1010,29,9,194,14,Japan
2020-06-24,29,22,0.0,5.9,6,22,08:16 AM,08:17 PM,05:44 AM,05:24 PM,21,27,27,25,27,75,82,2.3,1010,29,10,192,16,Japan
2020-06-25,28,20,0.0,11.6,6,29,09:09 AM,09:14 PM,05:45 AM,05:25 PM,21,27,27,24,24,45,82,1.2,1010,28,10,200,16,Japan
2020-06-26,29,22,0.0,10.2,6,37,09:59 AM,10:08 PM,05:45 AM,05:25 PM,21,27,27,25,24,50,83,2.7,1010,29,10,196,15,Japan
2020-06-27,29,22,0.0,11.6,6,44,10:47 AM,11:02 PM,05:45 AM,05:25 PM,21,27,27,25,19,33,83,1.0,1011,29,10,198,12,Japan
2020-06-28,29,21,0.0,10.2,6,52,11:33 AM,11:55 PM,05:45 AM,05:25 PM,21,27,27,24,21,41,84,6.7,1012,29,10,200,14,Japan
2020-06-29,28,22,0.0,5.9,6,59,12:19 PM,No moonset,05:45 AM,05:25 PM,22,27,27,25,25,72,84,3.1,1011,28,10,191,16,Japan
2020-06-30,29,22,0.0,10.2,6,67,01:06 PM,12:48 AM,05:46 AM,05:26 PM,21,27,27,24,23,58,83,1.3,1010,29,10,195,14,Japan
2020-07-01,29,22,0.0,5.9,6,72,01:55 PM,01:43 AM,05:46 AM,05:26 PM,21,27,27,25,22,69,83,2.6,1010,29,8,190,14,Japan
2020-07-02,29,22,0.0,11.6,6,79,02:47 PM,02:39 AM,05:46 AM,05:26 PM,21,27,27,24,26,51,80,0.5,1010,29,10,196,16,Japan
2020-07-03,28,22,0.0,10.2,6,86,03:42 PM,03:38 AM,05:46 AM,05:26 PM,21,27,27,24,24,61,82,0.5,1012,28,10,198,16,Japan
2020-07-04,30,22,0.0,11.6,7,94,04:39 PM,04:37 AM,05:46 AM,05:27 PM,20,28,28,25,17,32,77,0.0,1011,30,10,186,11,Japan
2020-07-05,30,20,0.0,11.6,6,100,05:37 PM,05:37 AM,05:46 AM,05:27 PM,20,27,27,24,14,33,78,0.2,1010,30,10,199,8,Japan
2020-07-06,29,22,0.0,8.8,6,100,06:34 PM,06:33 AM,05:46 AM,05:27 PM,22,27,27,24,20,54,86,28.1,1010,29,9,215,12,Japan
2020-07-07,27,22,0.0,7.3,6,85,07:29 PM,07:27 AM,05:46 AM,05:27 PM,22,27,27,24,18,70,87,4.1,1011,27,10,221,12,Japan
2020-07-08,29,23,0.0,8.8,6,77,08:20 PM,08:15 AM,05:47 AM,05:28 PM,21,28,28,25,25,68,80,7.7,1010,29,9,200,16,Japan
2020-07-09,29,22,0.0,8.8,6,70,09:08 PM,09:00 AM,05:47 AM,05:28 PM,21,27,27,25,29,71,81,2.1,1009,29,10,196,18,Japan
2020-07-10,30,22,0.0,10.2,6,63,09:54 PM,09:42 AM,05:47 AM,05:28 PM,21,28,28,25,26,58,81,3.6,1009,30,10,200,16,Japan
2020-07-11,29,22,0.0,10.2,6,55,10:38 PM,10:21 AM,05:47 AM,05:28 PM,21,27,27,24,27,54,82,0.4,1010,29,10,196,17,Japan
2020-07-12,29,22,0.0,10.2,6,48,11:22 PM,10:59 AM,05:47 AM,05:28 PM,20,27,27,25,24,42,79,0.2,1010,29,10,197,15,Japan
2020-07-13,29,22,0.0,10.2,6,41,No moonrise,11:37 AM,05:47 AM,05:29 PM,21,27,27,25,19,56,82,4.7,1010,29,10,195,12,Japan
2020-07-14,30,22,0.0,10.2,6,34,12:05 AM,12:15 PM,05:47 AM,05:29 PM,21,28,28,25,24,44,81,11.1,1010,30,9,200,14,Japan
2020-07-15,29,22,0.0,10.2,6,26,12:50 AM,12:56 PM,05:47 AM,05:29 PM,22,28,28,25,21,51,83,10.1,1009,29,9,199,13,Japan
2020-07-16,29,21,0.0,11.6,6,19,01:37 AM,01:39 PM,05:47 AM,05:29 PM,21,27,27,24,23,48,81,0.8,1009,29,10,195,15,Japan
2020-07-17,29,21,0.0,11.6,6,12,02:26 AM,02:25 PM,05:47 AM,05:29 PM,21,27,27,24,17,49,83,0.4,1009,29,9,190,11,Japan
2020-07-18,29,22,0.0,7.3,6,5,03:19 AM,03:17 PM,05:47 AM,05:30 PM,20,27,27,24,29,54,80,0.7,1010,29,10,191,19,Japan
2020-07-19,29,21,0.0,10.2,6,0,04:14 AM,04:11 PM,05:47 AM,05:30 PM,21,27,27,24,29,37,81,2.9,1009,29,10,197,19,Japan
2020-07-20,30,22,0.0,7.3,6,0,05:11 AM,05:09 PM,05:47 AM,05:30 PM,21,28,28,25,29,58,79,1.6,1009,30,10,195,18,Japan
2020-07-21,30,23,0.0,5.9,6,2,06:07 AM,06:07 PM,05:47 AM,05:30 PM,22,28,28,25,23,82,83,9.7,1009,30,9,192,15,Japan
2020-07-22,30,22,0.0,7.3,6,10,07:02 AM,07:06 PM,05:47 AM,05:30 PM,21,28,28,25,25,60,80,2.2,1010,30,10,194,16,Japan
2020-07-23,29,22,0.0,11.6,6,17,07:54 AM,08:03 PM,05:46 AM,05:30 PM,20,27,27,24,30,28,79,0.1,1010,29,10,197,19,Japan
2020-07-24,29,21,0.0,11.6,6,24,08:44 AM,08:58 PM,05:46 AM,05:31 PM,19,26,26,24,31,30,75,0.1,1010,29,10,195,20,Japan
2020-07-25,28,20,0.0,11.6,5,32,09:32 AM,09:52 PM,05:46 AM,05:31 PM,18,24,24,23,34,16,74,0.1,1011,28,10,197,22,Japan
2020-07-26,29,20,0.0,11.6,7,39,10:18 AM,10:45 PM,05:46 AM,05:31 PM,18,25,25,23,29,6,75,0.0,1011,29,10,197,18,Japan
2020-07-27,28,20,0.0,11.6,7,46,11:05 AM,11:39 PM,05:46 AM,05:31 PM,19,25,25,24,28,9,78,0.0,1011,28,10,198,18,Japan
2020-07-28,29,21,0.0,11.6,7,53,11:52 AM,No moonset,05:46 AM,05:31 PM,19,26,26,24,33,14,75,0.0,1010,29,10,193,21,Japan
2020-07-29,28,20,0.0,11.6,6,61,12:42 PM,12:34 AM,05:46 AM,05:31 PM,18,24,24,23,32,8,74,0.0,1010,28,10,197,20,Japan
2020-07-30,29,19,0.0,11.6,7,68,01:35 PM,01:31 AM,05:45 AM,05:31 PM,17,24,24,23,25,7,72,0.0,1011,29,10,195,15,Japan
2020-07-31,29,20,0.0,10.2,6,72,02:30 PM,02:28 AM,05:45 AM,05:31 PM,19,25,25,23,29,24,77,0.1,1011,29,10,195,18,Japan
2020-08-01,28,20,0.0,11.6,7,82,03:27 PM,03:27 AM,05:45 AM,05:31 PM,19,25,25,24,33,12,76,0.0,1011,28,10,196,21,Japan
2020-08-02,29,20,0.0,11.6,7,90,04:23 PM,04:23 AM,05:45 AM,05:32 PM,19,24,24,23,27,18,76,0.0,1010,29,10,192,18,Japan
2020-08-03,30,20,0.0,11.6,7,97,05:18 PM,05:17 AM,05:45 AM,05:32 PM,19,26,26,24,20,12,77,0.0,1010,30,10,190,12,Japan
2020-08-04,29,21,0.0,10.2,6,100,06:11 PM,06:07 AM,05:44 AM,05:32 PM,20,26,26,24,22,47,80,0.0,1010,29,10,195,14,Japan
2020-08-05,29,21,0.0,10.2,6,88,07:00 PM,06:54 AM,05:44 AM,05:32 PM,20,27,27,25,27,36,77,0.1,1010,29,10,192,19,Japan
2020-08-06,29,21,0.0,11.6,7,81,07:48 PM,07:37 AM,05:44 AM,05:32 PM,19,26,26,24,32,16,75,0.0,1010,29,10,195,21,Japan
2020-08-07,30,21,0.0,11.6,7,74,08:32 PM,08:17 AM,05:44 AM,05:32 PM,19,25,25,24,27,25,75,0.0,1010,30,10,194,18,Japan
2020-08-08,31,21,0.0,11.6,6,67,09:16 PM,08:56 AM,05:43 AM,05:32 PM,20,27,27,25,18,42,76,0.1,1010,31,10,188,11,Japan
2020-08-09,32,21,0.0,11.6,7,59,10:00 PM,09:34 AM,05:43 AM,05:32 PM,20,28,28,26,16,25,77,0.0,1010,32,9,160,9,Japan
2020-08-10,30,21,0.0,10.2,6,52,10:44 PM,10:11 AM,05:43 AM,05:32 PM,21,27,27,25,23,43,79,0.3,1012,30,10,191,15,Japan
2020-08-11,30,22,0.0,8.8,6,45,11:30 PM,10:51 AM,05:42 AM,05:32 PM,22,28,28,25,27,55,82,20.7,1012,30,9,194,17,Japan
2020-08-12,31,20,0.0,7.4,6,38,No moonrise,11:32 AM,05:42 AM,05:32 PM,22,28,28,25,22,70,81,12.5,1012,31,8,187,14,Japan
2020-08-13,31,23,0.0,7.4,6,30,12:17 AM,12:17 PM,05:42 AM,05:32 PM,21,29,29,26,30,71,78,10.3,1011,31,9,193,18,Japan
2020-08-14,30,22,0.0,8.8,6,23,01:08 AM,01:05 PM,05:41 AM,05:32 PM,22,28,28,26,23,60,81,12.6,1010,30,9,198,13,Japan
2020-08-15,31,22,0.0,8.8,6,16,02:01 AM,01:58 PM,05:41 AM,05:32 PM,22,28,28,25,19,67,81,10.9,1010,31,9,194,11,Japan
2020-08-16,30,23,0.0,8.8,6,8,02:56 AM,02:54 PM,05:41 AM,05:32 PM,21,28,28,25,25,55,79,10.5,1011,30,9,193,15,Japan
2020-08-17,30,21,0.0,11.6,6,1,03:53 AM,03:52 PM,05:40 AM,05:32 PM,20,27,27,25,27,39,78,0.2,1011,30,10,198,19,Japan
2020-08-18,30,22,0.0,10.2,6,0,04:49 AM,04:51 PM,05:40 AM,05:32 PM,20,28,28,25,31,38,75,0.2,1010,30,10,194,21,Japan
2020-08-19,31,22,0.0,11.6,6,0,05:43 AM,05:50 PM,05:39 AM,05:32 PM,20,28,28,25,26,31,73,0.3,1010,31,10,196,17,Japan
2020-08-20,31,21,0.0,11.6,6,6,06:35 AM,06:47 PM,05:39 AM,05:32 PM,20,27,27,25,17,36,74,0.4,1010,31,10,194,11,Japan
2020-08-21,34,22,0.0,11.6,7,13,07:25 AM,07:44 PM,05:38 AM,05:32 PM,20,30,30,27,11,10,71,0.0,1012,34,10,149,7,Japan
2020-08-22,32,22,0.0,11.6,7,20,08:13 AM,08:38 PM,05:38 AM,05:32 PM,20,29,29,27,18,11,72,0.0,1012,32,10,193,12,Japan
2020-08-23,32,22,0.0,11.6,6,28,09:01 AM,09:34 PM,05:38 AM,05:32 PM,21,29,29,26,26,22,75,0.1,1011,32,10,193,18,Japan
2020-08-24,32,22,0.0,11.6,6,35,09:49 AM,10:29 PM,05:37 AM,05:31 PM,20,28,28,26,18,46,74,0.2,1011,32,10,185,12,Japan
2020-08-25,32,22,0.0,11.6,7,42,10:39 AM,11:26 PM,05:37 AM,05:31 PM,20,28,28,26,25,12,74,0.0,1012,32,10,195,17,Japan
2020-08-26,32,21,0.0,11.6,7,50,11:32 AM,No moonset,05:36 AM,05:31 PM,18,28,28,26,30,21,66,0.1,1012,32,10,192,20,Japan
2020-08-27,32,21,0.0,11.6,7,57,12:25 PM,12:23 AM,05:36 AM,05:31 PM,18,27,27,26,22,6,68,0.0,1010,32,10,196,14,Japan
2020-08-28,31,21,0.0,11.6,6,64,01:21 PM,01:21 AM,05:35 AM,05:31 PM,20,27,27,25,24,33,73,0.4,1010,31,10,196,16,Japan
2020-08-29,32,22,0.0,10.2,6,71,02:17 PM,02:17 AM,05:35 AM,05:31 PM,20,28,28,26,31,49,73,2.5,1009,32,10,197,20,Japan
2020-08-30,32,21,0.0,11.6,7,79,03:12 PM,03:12 AM,05:34 AM,05:31 PM,18,28,28,26,26,20,67,0.0,1009,32,10,198,17,Japan
2020-08-31,32,21,0.0,11.6,7,82,04:04 PM,04:03 AM,05:34 AM,05:31 PM,19,27,27,26,25,11,70,0.0,1009,32,10,198,17,Japan
2020-09-01,32,22,0.0,11.6,6,97,04:55 PM,04:50 AM,05:33 AM,05:31 PM,20,29,29,26,30,29,73,0.1,1010,32,10,193,21,Japan
2020-09-02,31,22,0.0,10.2,6,100,05:43 PM,05:34 AM,05:33 AM,05:31 PM,20,28,28,26,31,46,72,0.3,1010,31,10,191,22,Japan
2020-09-03,32,23,0.0,10.2,6,88,06:28 PM,06:14 AM,05:32 AM,05:30 PM,21,29,29,26,30,56,74,5.9,1011,32,9,192,20,Japan
2020-09-04,33,23,0.0,8.8,6,81,07:12 PM,06:53 AM,05:32 AM,05:30 PM,21,29,29,26,25,63,76,1.8,1010,33,10,192,17,Japan
2020-09-05,31,22,0.0,10.2,6,73,07:56 PM,07:32 AM,05:31 AM,05:30 PM,21,28,28,26,29,55,74,1.9,1009,31,10,195,20,Japan
2020-09-06,31,22,0.0,11.6,6,66,08:39 PM,08:09 AM,05:30 AM,05:30 PM,20,29,29,26,29,26,72,0.1,1010,31,10,193,19,Japan
2020-09-07,32,22,0.0,11.6,6,58,09:24 PM,08:47 AM,05:30 AM,05:30 PM,20,29,29,26,26,34,71,0.1,1011,32,10,192,18,Japan
2020-09-08,32,22,0.0,11.6,7,50,10:10 PM,09:28 AM,05:29 AM,05:30 PM,20,28,28,26,23,17,72,0.0,1012,32,10,195,15,Japan
2020-09-09,33,22,0.0,11.6,7,43,10:59 PM,10:10 AM,05:29 AM,05:30 PM,20,30,30,27,24,15,71,0.0,1011,33,10,195,16,Japan
2020-09-10,32,22,0.0,11.6,6,35,11:50 PM,10:56 AM,05:28 AM,05:30 PM,20,29,29,26,28,35,73,0.1,1009,32,10,192,20,Japan
2020-09-11,32,22,0.0,11.6,6,28,No moonrise,11:46 AM,05:28 AM,05:29 PM,20,29,29,26,29,25,71,0.4,1010,32,10,196,20,Japan
2020-09-12,32,22,0.0,11.6,6,20,12:43 AM,12:39 PM,05:27 AM,05:29 PM,19,28,28,26,36,31,69,0.2,1011,32,10,192,23,Japan
2020-09-13,31,21,0.0,10.2,6,13,01:39 AM,01:36 PM,05:27 AM,05:29 PM,19,28,28,26,32,28,71,0.2,1011,31,10,192,22,Japan
2020-09-14,32,21,0.0,11.6,6,5,02:34 AM,02:34 PM,05:26 AM,05:29 PM,19,28,28,26,28,30,70,0.1,1011,32,10,191,19,Japan
2020-09-15,33,21,0.0,11.6,7,0,03:29 AM,03:33 PM,05:25 AM,05:29 PM,18,28,28,27,29,9,67,0.0,1011,33,10,195,20,Japan
2020-09-16,32,21,0.0,11.6,7,0,04:21 AM,04:31 PM,05:25 AM,05:29 PM,18,27,27,26,27,12,67,0.2,1011,32,10,197,19,Japan
2020-09-17,32,21,0.0,11.6,6,0,05:12 AM,05:29 PM,05:24 AM,05:29 PM,18,28,28,27,23,32,65,0.5,1010,32,10,196,16,Japan
2020-09-18,34,22,0.0,11.6,7,2,06:02 AM,06:25 PM,05:24 AM,05:28 PM,20,29,29,27,20,11,69,0.0,1010,34,10,193,14,Japan
2020-09-19,35,22,0.0,11.6,8,10,06:51 AM,07:22 PM,05:23 AM,05:28 PM,20,31,31,28,19,24,68,0.0,1010,35,10,185,12,Japan
2020-09-20,34,23,0.0,11.6,6,17,07:41 AM,08:19 PM,05:23 AM,05:28 PM,21,31,31,28,24,44,70,0.7,1010,34,10,195,17,Japan
2020-09-21,34,23,0.0,11.6,7,25,08:32 AM,09:18 PM,05:22 AM,05:28 PM,20,31,31,28,29,34,67,0.2,1010,34,10,192,21,Japan
2020-09-22,33,23,0.0,10.2,6,32,09:25 AM,10:17 PM,05:21 AM,05:28 PM,21,30,30,28,29,49,72,9.0,1010,33,10,195,19,Japan
2020-09-23,33,23,0.0,8.8,6,40,10:20 AM,11:16 PM,05:21 AM,05:28 PM,21,30,30,27,28,56,74,1.4,1011,33,10,190,20,Japan
2020-09-24,32,23,0.0,11.6,7,47,11:17 AM,No moonset,05:20 AM,05:28 PM,21,30,30,27,24,17,72,0.0,1011,32,10,190,18,Japan
2020-09-25,34,23,0.0,10.2,6,55,12:13 PM,12:14 AM,05:20 AM,05:27 PM,21,30,30,28,24,34,69,0.7,1011,34,10,191,18,Japan
2020-09-26,33,24,0.0,10.2,6,62,01:08 PM,01:09 AM,05:19 AM,05:27 PM,21,30,30,28,24,42,71,2.9,1011,33,10,194,18,Japan
2020-09-27,33,24,0.0,10.2,6,70,02:01 PM,02:00 AM,05:19 AM,05:27 PM,21,29,29,27,25,50,71,1.7,1011,33,10,192,19,Japan
2020-09-28,32,22,0.0,7.4,6,78,02:51 PM,02:48 AM,05:18 AM,05:27 PM,20,29,29,26,33,62,72,2.4,1012,32,10,189,23,Japan
2020-09-29,32,23,0.0,8.8,6,85,03:40 PM,03:32 AM,05:17 AM,05:27 PM,20,29,29,27,29,68,70,1.5,1010,32,10,190,22,Japan
2020-09-30,33,23,0.0,10.2,6,93,04:25 PM,04:13 AM,05:17 AM,05:27 PM,21,30,30,27,25,57,71,1.3,1009,33,10,189,18,Japan
2020-10-01,34,24,0.0,11.6,7,97,05:09 PM,04:53 AM,05:16 AM,05:27 PM,22,31,31,28,23,28,71,0.3,1009,34,10,192,17,Japan
2020-10-02,34,25,0.0,10.2,6,100,05:53 PM,05:31 AM,05:16 AM,05:27 PM,22,31,31,28,25,44,72,2.6,1009,34,10,194,18,Japan
2020-10-03,33,24,0.0,7.4,6,89,06:36 PM,06:08 AM,05:15 AM,05:27 PM,21,30,30,28,27,75,70,2.4,1011,33,10,190,20,Japan
2020-10-04,32,24,0.0,8.8,6,82,07:21 PM,06:46 AM,05:15 AM,05:26 PM,21,29,29,27,32,55,70,0.7,1011,32,10,188,24,Japan
2020-10-05,31,23,0.0,10.2,6,74,08:06 PM,07:26 AM,05:14 AM,05:26 PM,20,29,29,27,32,64,70,2.3,1010,31,10,187,24,Japan
2020-10-06,31,24,0.0,7.4,6,67,08:54 PM,08:07 AM,05:14 AM,05:26 PM,20,28,28,26,32,67,69,1.2,1010,31,10,186,25,Japan
2020-10-07,32,23,0.0,10.2,6,60,09:44 PM,08:52 AM,05:13 AM,05:26 PM,20,28,28,27,28,39,68,0.3,1009,32,10,191,22,Japan
2020-10-08,32,24,0.0,8.8,6,53,10:35 PM,09:39 AM,05:13 AM,05:26 PM,20,29,29,27,28,53,70,0.4,1009,32,10,188,22,Japan
2020-10-09,33,24,0.0,11.6,6,45,11:29 PM,10:30 AM,05:12 AM,05:26 PM,20,29,29,27,25,31,69,0.2,1009,33,10,190,20,Japan
2020-10-10,32,24,0.0,7.5,6,38,No moonrise,11:24 AM,05:12 AM,05:26 PM,22,29,29,26,28,70,77,37.5,1009,32,8,193,18,Japan
2020-10-11,33,21,0.0,8.8,6,31,12:22 AM,12:20 PM,05:11 AM,05:26 PM,22,30,30,27,23,72,73,8.2,1008,33,9,199,16,Japan
2020-10-12,33,24,0.0,10.2,6,23,01:16 AM,01:17 PM,05:11 AM,05:26 PM,21,30,30,27,23,54,71,7.7,1008,33,9,199,15,Japan
2020-10-13,33,23,0.0,10.2,6,16,02:07 AM,02:13 PM,05:10 AM,05:26 PM,21,30,30,28,21,55,69,1.7,1009,33,10,194,14,Japan
2020-10-14,34,23,0.0,10.2,6,9,02:58 AM,03:10 PM,05:10 AM,05:26 PM,21,30,30,28,27,53,71,1.4,1009,34,10,197,19,Japan
2020-10-15,33,23,0.0,10.2,6,2,03:48 AM,04:07 PM,05:09 AM,05:26 PM,21,30,30,27,27,59,72,3.4,1009,33,10,195,19,Japan
2020-10-16,31,24,0.0,7.5,6,0,04:37 AM,05:04 PM,05:09 AM,05:26 PM,22,29,29,27,24,69,76,18.2,1009,31,8,192,17,Japan
2020-10-17,32,23,0.0,10.2,6,0,05:27 AM,06:02 PM,05:08 AM,05:26 PM,21,29,29,27,26,40,71,0.3,1008,32,10,188,20,Japan
2020-10-18,32,24,0.0,10.2,6,5,06:18 AM,07:01 PM,05:08 AM,05:26 PM,21,29,29,27,24,46,71,2.4,1009,32,10,188,18,Japan
2020-10-19,31,25,0.0,7.5,6,13,07:12 AM,08:02 PM,05:08 AM,05:26 PM,22,29,29,27,17,72,76,13.7,1010,31,9,178,12,Japan
2020-10-20,33,24,0.0,10.2,6,20,08:08 AM,09:04 PM,05:07 AM,05:26 PM,22,30,30,27,17,57,74,8.8,1009,33,8,178,11,Japan
2020-10-21,32,25,0.0,6.1,6,27,09:06 AM,10:05 PM,05:07 AM,05:26 PM,22,30,30,27,18,74,76,29.0,1009,32,8,176,10,Japan
2020-10-22,32,25,0.0,7.5,6,35,10:05 AM,11:03 PM,05:07 AM,05:26 PM,23,31,31,28,17,71,75,13.9,1009,32,9,193,11,Japan
2020-10-23,32,25,0.0,8.9,6,42,11:02 AM,11:57 PM,05:06 AM,05:26 PM,23,30,30,27,18,64,79,18.2,1009,32,9,196,11,Japan
2020-10-24,32,25,0.0,6.1,6,49,11:57 AM,No moonset,05:06 AM,05:26 PM,23,31,31,27,17,72,76,18.0,1010,32,9,193,11,Japan
2020-10-25,32,24,0.0,6.1,6,56,12:49 PM,12:46 AM,05:05 AM,05:26 PM,23,30,30,27,24,70,78,34.6,1011,32,8,192,14,Japan
2020-10-26,31,24,0.0,7.5,6,64,01:38 PM,01:32 AM,05:05 AM,05:26 PM,23,30,30,27,26,68,81,10.5,1010,31,9,191,17,Japan
2020-10-27,30,24,0.0,8.9,6,71,02:23 PM,02:13 AM,05:05 AM,05:27 PM,23,29,29,26,25,58,81,5.1,1010,30,9,193,17,Japan
2020-10-28,30,24,0.0,6.1,6,78,03:08 PM,02:53 AM,05:05 AM,05:27 PM,23,29,29,26,28,73,82,26.6,1011,30,8,192,17,Japan
2020-10-29,32,24,0.0,10.2,6,85,03:51 PM,03:31 AM,05:04 AM,05:27 PM,22,30,30,27,19,55,76,11.9,1011,32,9,198,12,Japan
2020-10-30,33,25,0.0,7.5,6,93,04:34 PM,04:08 AM,05:04 AM,05:27 PM,22,31,31,28,14,58,73,11.6,1010,33,9,157,9,Japan
2020-10-31,31,25,0.0,6.1,6,97,05:19 PM,04:46 AM,05:04 AM,05:27 PM,23,30,30,27,20,72,79,30.9,1010,31,8,180,12,Japan
2020-11-01,31,23,0.0,6.1,6,89,06:04 PM,05:25 AM,05:04 AM,05:27 PM,23,30,30,27,14,72,81,31.1,1010,31,6,111,8,Japan
2020-11-02,31,21,0.0,10.2,6,81,06:51 PM,06:06 AM,05:03 AM,05:27 PM,22,29,29,26,20,59,79,10.7,1011,31,10,195,14,Japan
2020-11-03,31,23,0.0,8.9,6,74,07:40 PM,06:49 AM,05:03 AM,05:28 PM,22,29,29,26,21,57,78,17.3,1012,31,9,190,13,Japan
2020-11-04,32,24,0.0,10.2,6,66,08:31 PM,07:36 AM,05:03 AM,05:28 PM,22,30,30,27,15,36,76,5.4,1011,32,10,192,10,Japan
2020-11-05,30,25,0.0,7.5,6,58,09:24 PM,08:25 AM,05:03 AM,05:28 PM,23,30,30,26,21,70,82,14.9,1011,30,8,204,13,Japan
2020-11-06,32,25,0.0,7.5,6,51,10:16 PM,09:18 AM,05:03 AM,05:28 PM,23,31,31,27,17,66,78,12.6,1012,32,9,199,11,Japan
