date_time,Switzerland_maxtempC,Switzerland_mintempC,Switzerland_totalSnow_cm,Switzerland_sunHour,Switzerland_uvIndex,Switzerland_moon_illumination,Switzerland_moonrise,Switzerland_moonset,Switzerland_sunrise,Switzerland_sunset,Switzerland_DewPointC,Switzerland_FeelsLikeC,Switzerland_HeatIndexC,Switzerland_WindChillC,Switzerland_WindGustKmph,Switzerland_cloudcover,Switzerland_humidity,Switzerland_precipMM,Switzerland_pressure,Switzerland_tempC,Switzerland_visibility,Switzerland_winddirDegree,Switzerland_windspeedKmph,Switzerland_location
2021-01-07,-1,-7,0.0,8.4,2,35,01:27 AM,12:47 PM,08:15 AM,04:58 PM,-7,-5,-4,-5,6,42,83,0.0,1017,-1,10,217,3,Switzerland
2021-01-08,-1,-7,0.0,8.7,2,28,02:45 AM,01:13 PM,08:14 AM,05:00 PM,-7,-6,-5,-6,7,31,83,0.0,1019,-1,10,122,4,Switzerland
2021-01-09,-3,-8,0.0,6.9,1,20,04:04 AM,01:44 PM,08:14 AM,05:01 PM,-8,-9,-6,-9,14,58,83,0.0,1020,-3,10,68,9,Switzerland
2021-01-10,-4,-7,0.0,8.7,1,13,05:24 AM,02:21 PM,08:14 AM,05:02 PM,-8,-11,-6,-11,18,42,83,0.1,1021,-4,10,63,13,Switzerland
2021-01-11,-1,-8,0.0,8.7,1,6,06:40 AM,03:10 PM,08:13 AM,05:03 PM,-9,-6,-5,-6,6,11,78,0.0,1023,-1,10,128,3,Switzerland
2021-01-12,2,-7,2.7,3.3,1,0,07:47 AM,04:08 PM,08:13 AM,05:05 PM,-4,-5,-2,-5,18,78,81,4.0,1020,2,9,218,11,Switzerland
2021-01-13,4,-1,0.0,3.4,1,0,08:43 AM,05:16 PM,08:12 AM,05:06 PM,2,-1,2,-1,17,96,97,17.5,1020,4,8,238,10,Switzerland
2021-01-14,4,-6,7.2,3.4,1,1,09:27 AM,06:28 PM,08:12 AM,05:07 PM,3,-1,2,-1,14,100,98,32.4,1020,4,6,208,10,Switzerland
2021-01-15,2,-5,9.9,3.4,1,8,10:00 AM,07:41 PM,08:11 AM,05:09 PM,-0,-2,-0,-2,8,99,98,25.0,1020,2,4,81,6,Switzerland
2021-01-16,-1,-9,0.0,6.9,1,16,10:27 AM,08:51 PM,08:10 AM,05:10 PM,-7,-6,-5,-6,5,58,89,0.0,1027,-1,8,185,3,Switzerland
2021-01-17,1,-4,3.1,3.4,1,23,10:50 AM,09:59 PM,08:10 AM,05:11 PM,-1,-4,-1,-4,15,88,96,4.8,1023,1,4,238,10,Switzerland
2021-01-18,1,-4,0.3,8.7,1,30,11:10 AM,11:05 PM,08:09 AM,05:13 PM,-4,-4,-2,-4,8,42,90,0.3,1029,1,9,208,4,Switzerland
2021-01-19,4,-5,0.0,6.9,1,38,11:28 AM,No moonset,08:08 AM,05:14 PM,-4,-3,-1,-3,11,39,81,0.0,1023,4,10,200,6,Switzerland
2021-01-20,3,-3,0.0,6.9,1,45,11:47 AM,12:08 AM,08:07 AM,05:16 PM,-4,-2,-1,-2,11,37,78,0.0,1014,3,10,181,5,Switzerland
2021-01-21,4,-2,0.0,8.7,2,52,12:06 PM,01:12 AM,08:07 AM,05:17 PM,-2,-2,0,-2,14,51,83,0.0,1007,4,10,183,7,Switzerland
2021-01-22,6,-1,0.0,5.2,1,59,12:27 PM,02:16 AM,08:06 AM,05:19 PM,1,1,2,1,11,79,91,2.3,998,6,6,163,6,Switzerland
2021-01-23,3,-1,2.6,8.7,1,67,12:53 PM,03:21 AM,08:05 AM,05:20 PM,-1,-1,1,-1,10,57,91,5.0,999,3,8,198,7,Switzerland
2021-01-24,2,-4,3.8,8.7,1,74,01:25 PM,04:25 AM,08:04 AM,05:21 PM,-3,-3,-1,-3,11,51,88,4.5,1004,2,7,227,7,Switzerland
2021-01-25,0,-8,2.6,3.5,1,81,02:03 PM,05:29 AM,08:03 AM,05:23 PM,-3,-6,-2,-6,18,90,88,4.6,1007,0,6,226,13,Switzerland
2021-01-26,1,-6,0.6,8.7,1,88,02:52 PM,06:29 AM,08:02 AM,05:24 PM,-5,-5,-3,-5,8,45,89,1.0,1022,1,9,210,5,Switzerland
2021-01-27,1,-6,8.4,3.5,1,96,03:51 PM,07:23 AM,08:01 AM,05:26 PM,-3,-4,-2,-4,9,87,89,13.6,1021,1,6,208,6,Switzerland
2021-01-28,4,-0,0.0,3.5,1,100,04:58 PM,08:08 AM,08:00 AM,05:27 PM,3,0,3,0,23,97,97,22.1,1015,4,7,205,11,Switzerland
2021-01-29,6,2,0.0,3.6,2,90,06:11 PM,08:46 AM,07:58 AM,05:29 PM,4,1,5,1,24,96,93,30.0,1008,6,7,225,15,Switzerland
2021-01-30,4,0,0.0,3.7,1,82,07:28 PM,09:17 AM,07:57 AM,05:31 PM,1,0,2,0,14,97,92,12.8,1003,4,8,210,8,Switzerland
2021-01-31,6,2,0.0,3.7,1,79,08:44 PM,09:44 AM,07:56 AM,05:32 PM,3,4,4,4,6,86,94,4.3,1000,6,8,206,3,Switzerland
2021-02-01,5,2,0.0,3.7,1,63,10:01 PM,10:07 AM,07:55 AM,05:34 PM,2,1,3,1,13,82,91,3.9,999,5,7,197,8,Switzerland
2021-02-02,7,3,0.0,7.0,2,55,11:18 PM,10:29 AM,07:54 AM,05:35 PM,4,3,5,3,14,69,91,5.1,1011,7,8,207,8,Switzerland
2021-02-03,9,4,0.0,5.4,2,48,No moonrise,10:52 AM,07:52 AM,05:37 PM,4,4,6,4,16,70,88,6.4,1010,9,10,202,9,Switzerland
2021-02-04,9,2,0.0,7.0,2,40,12:34 AM,11:17 AM,07:51 AM,05:38 PM,2,4,5,4,8,45,83,0.0,1015,9,10,126,4,Switzerland
2021-02-05,10,3,0.0,7.0,2,33,01:53 AM,11:45 AM,07:50 AM,05:40 PM,2,5,5,5,7,46,78,0.0,1014,10,10,149,4,Switzerland
2021-02-06,10,3,0.0,8.7,3,25,03:11 AM,12:19 PM,07:48 AM,05:41 PM,3,6,6,6,6,42,81,0.2,1006,10,9,146,3,Switzerland
2021-02-07,5,2,0.9,3.7,1,18,04:26 AM,01:02 PM,07:47 AM,05:43 PM,1,2,3,2,11,70,86,1.5,1001,5,8,207,7,Switzerland
