date_time,Saudi%20Arabia_maxtempC,Saudi%20Arabia_mintempC,Saudi%20Arabia_totalSnow_cm,Saudi%20Arabia_sunHour,Saudi%20Arabia_uvIndex,Saudi%20Arabia_moon_illumination,Saudi%20Arabia_moonrise,Saudi%20Arabia_moonset,Saudi%20Arabia_sunrise,Saudi%20Arabia_sunset,Saudi%20Arabia_DewPointC,Saudi%20Arabia_FeelsLikeC,Saudi%20Arabia_HeatIndexC,Saudi%20Arabia_WindChillC,Saudi%20Arabia_WindGustKmph,Saudi%20Arabia_cloudcover,Saudi%20Arabia_humidity,Saudi%20Arabia_precipMM,Saudi%20Arabia_pressure,Saudi%20Arabia_tempC,Saudi%20Arabia_visibility,Saudi%20Arabia_winddirDegree,Saudi%20Arabia_windspeedKmph,Saudi%20Arabia_location
2020-02-15,24,11,0.0,8.7,5,45,No moonrise,10:56 AM,06:27 AM,05:47 PM,-9,17,18,17,17,0,16,0.0,1020,24,10,140,10,Saudi%20Arabia
2020-02-16,25,13,0.0,8.7,6,38,12:21 AM,11:40 AM,06:26 AM,05:48 PM,-10,18,18,18,33,5,14,0.0,1017,25,10,156,21,Saudi%20Arabia
2020-02-17,28,16,0.0,8.7,6,30,01:22 AM,12:26 PM,06:26 AM,05:48 PM,-9,21,21,21,28,7,13,0.0,1015,28,10,176,17,Saudi%20Arabia
2020-02-18,28,17,0.0,8.7,5,22,02:20 AM,01:16 PM,06:25 AM,05:49 PM,-7,21,21,22,36,45,14,0.0,1015,28,10,154,23,Saudi%20Arabia
2020-02-19,31,17,0.0,8.7,7,15,03:17 AM,02:08 PM,06:24 AM,05:50 PM,-2,23,23,24,40,5,19,0.0,1012,31,10,162,26,Saudi%20Arabia
2020-02-20,23,17,0.0,8.7,6,7,04:09 AM,03:02 PM,06:23 AM,05:50 PM,-1,21,21,21,31,7,24,0.0,1013,23,10,293,22,Saudi%20Arabia
2020-02-21,22,12,0.0,8.7,5,0,04:58 AM,03:57 PM,06:23 AM,05:51 PM,-0,17,17,17,16,4,32,0.0,1017,22,10,35,10,Saudi%20Arabia
2020-02-22,27,14,0.0,8.7,6,0,05:42 AM,04:51 PM,06:22 AM,05:51 PM,1,20,20,20,29,7,28,0.0,1017,27,10,139,19,Saudi%20Arabia
2020-02-23,29,16,0.0,8.7,6,0,06:21 AM,05:44 PM,06:21 AM,05:52 PM,5,22,22,22,31,8,33,0.0,1015,29,10,148,21,Saudi%20Arabia
2020-02-24,31,20,0.0,8.7,7,0,06:57 AM,06:36 PM,06:20 AM,05:52 PM,8,25,25,25,39,16,37,0.0,1013,31,10,150,26,Saudi%20Arabia
2020-02-25,32,20,0.0,7.2,6,8,07:31 AM,07:27 PM,06:19 AM,05:53 PM,0,26,26,26,39,37,21,0.0,1009,32,10,212,26,Saudi%20Arabia
2020-02-26,23,14,0.0,8.7,5,15,08:03 AM,08:16 PM,06:19 AM,05:53 PM,-1,18,18,18,34,22,27,0.4,1016,23,10,279,25,Saudi%20Arabia
2020-02-27,25,13,0.0,8.7,5,23,08:34 AM,09:06 PM,06:18 AM,05:54 PM,-1,18,18,18,22,0,29,0.0,1019,25,10,255,14,Saudi%20Arabia
2020-02-28,26,11,0.0,8.7,5,30,09:06 AM,09:57 PM,06:17 AM,05:55 PM,-6,18,18,18,15,0,19,0.0,1017,26,10,192,8,Saudi%20Arabia
2020-02-29,30,15,0.0,8.7,6,38,09:40 AM,10:48 PM,06:16 AM,05:55 PM,-4,21,21,22,26,1,18,0.0,1012,30,10,160,16,Saudi%20Arabia
2020-03-01,31,18,0.0,8.7,7,44,10:15 AM,11:42 PM,06:15 AM,05:56 PM,-2,23,23,24,26,4,18,0.0,1010,31,10,241,16,Saudi%20Arabia
2020-03-02,24,15,0.0,8.7,5,51,10:55 AM,No moonset,06:14 AM,05:56 PM,-5,19,19,19,35,0,21,0.0,1017,24,10,140,24,Saudi%20Arabia
2020-03-03,24,11,0.0,8.7,5,58,11:40 AM,12:37 AM,06:13 AM,05:57 PM,-5,17,17,17,18,0,22,0.0,1019,24,10,31,11,Saudi%20Arabia
2020-03-04,25,12,0.0,8.7,5,65,12:30 PM,01:34 AM,06:12 AM,05:57 PM,-4,18,18,18,10,0,23,0.0,1018,25,10,75,6,Saudi%20Arabia
2020-03-05,27,13,0.0,8.7,6,73,01:26 PM,02:31 AM,06:11 AM,05:57 PM,-4,20,19,20,15,0,21,0.0,1016,27,10,97,9,Saudi%20Arabia
2020-03-06,30,15,0.0,8.7,6,80,02:28 PM,03:28 AM,06:10 AM,05:58 PM,-5,21,21,22,25,2,17,0.0,1014,30,10,148,16,Saudi%20Arabia
2020-03-07,30,18,0.0,8.7,7,87,03:34 PM,04:22 AM,06:10 AM,05:58 PM,-4,23,23,24,32,0,15,0.0,1012,30,10,170,20,Saudi%20Arabia
2020-03-08,26,15,0.0,8.7,6,95,04:40 PM,05:13 AM,06:09 AM,05:59 PM,-2,20,20,20,32,0,24,0.0,1016,26,10,301,22,Saudi%20Arabia
2020-03-09,24,13,0.0,8.7,5,100,05:48 PM,06:00 AM,06:08 AM,05:59 PM,1,18,19,18,27,0,32,0.0,1017,24,10,139,18,Saudi%20Arabia
2020-03-10,26,13,0.0,11.6,6,100,06:54 PM,06:43 AM,06:07 AM,06:00 PM,-1,19,19,19,12,0,27,0.0,1017,26,10,64,7,Saudi%20Arabia
2020-03-11,27,15,0.0,10.2,5,84,08:00 PM,07:26 AM,06:06 AM,06:00 PM,-4,21,20,21,20,29,19,0.0,1017,27,10,136,12,Saudi%20Arabia
2020-03-12,28,16,0.0,10.2,5,76,09:05 PM,08:07 AM,06:05 AM,06:01 PM,-5,21,21,22,24,54,17,0.0,1016,28,10,146,15,Saudi%20Arabia
2020-03-13,30,16,0.0,11.6,5,69,10:09 PM,08:50 AM,06:04 AM,06:01 PM,-9,22,22,23,38,23,12,0.0,1013,30,10,152,25,Saudi%20Arabia
2020-03-14,26,19,0.0,8.8,5,62,11:13 PM,09:35 AM,06:03 AM,06:02 PM,0,22,22,22,32,43,24,0.4,1012,26,9,139,23,Saudi%20Arabia
2020-03-15,27,16,0.0,11.6,6,55,No moonrise,10:21 AM,06:02 AM,06:02 PM,4,22,22,22,22,4,35,0.0,1010,27,10,232,14,Saudi%20Arabia
2020-03-16,28,16,0.0,11.6,6,47,12:14 AM,11:11 AM,06:01 AM,06:02 PM,5,22,22,22,20,4,34,0.0,1013,28,10,80,12,Saudi%20Arabia
2020-03-17,31,17,0.0,12.0,7,40,01:13 AM,12:04 PM,06:00 AM,06:03 PM,6,23,23,24,29,13,32,0.3,1012,31,10,112,21,Saudi%20Arabia
2020-03-18,31,22,0.0,12.4,7,33,02:07 AM,12:58 PM,05:59 AM,06:03 PM,4,26,26,26,41,38,27,0.2,1009,31,10,209,30,Saudi%20Arabia
2020-03-19,32,19,0.0,12.5,7,25,02:57 AM,01:53 PM,05:58 AM,06:04 PM,-1,24,24,25,21,1,20,0.0,1010,32,10,205,13,Saudi%20Arabia
2020-03-20,31,16,0.0,12.5,6,18,03:42 AM,02:47 PM,05:57 AM,06:04 PM,4,24,24,24,25,4,37,0.0,1009,31,10,167,17,Saudi%20Arabia
2020-03-21,29,19,0.0,12.5,6,11,04:21 AM,03:40 PM,05:56 AM,06:05 PM,-2,24,24,24,30,6,22,0.0,1007,29,10,220,21,Saudi%20Arabia
2020-03-22,24,17,0.0,12.5,6,4,04:58 AM,04:32 PM,05:55 AM,06:05 PM,-7,20,20,20,39,0,15,0.0,1010,24,10,300,27,Saudi%20Arabia
2020-03-23,24,11,0.0,12.5,5,0,05:33 AM,05:23 PM,05:54 AM,06:05 PM,-7,17,17,17,24,0,20,0.0,1015,24,10,333,15,Saudi%20Arabia
2020-03-24,27,12,0.0,12.5,6,0,06:05 AM,06:12 PM,05:53 AM,06:06 PM,-9,19,19,19,17,9,15,0.0,1013,27,10,125,10,Saudi%20Arabia
2020-03-25,30,17,0.0,12.5,5,3,06:36 AM,07:02 PM,05:52 AM,06:06 PM,-3,22,22,23,38,30,18,0.8,1009,30,10,178,26,Saudi%20Arabia
2020-03-26,32,19,0.0,12.6,7,11,07:08 AM,07:53 PM,05:51 AM,06:07 PM,-2,24,24,25,32,27,17,0.3,1008,32,10,164,22,Saudi%20Arabia
2020-03-27,34,20,0.0,12.6,7,18,07:41 AM,08:44 PM,05:50 AM,06:07 PM,-2,26,26,27,26,21,17,0.0,1009,34,10,147,16,Saudi%20Arabia
2020-03-28,37,21,0.0,12.6,8,25,08:15 AM,09:37 PM,05:49 AM,06:07 PM,2,29,29,29,28,22,21,0.0,1007,37,10,139,20,Saudi%20Arabia
2020-03-29,30,20,0.0,12.6,7,32,08:53 AM,10:30 PM,05:48 AM,06:08 PM,4,24,24,25,28,2,29,0.0,1007,30,10,184,20,Saudi%20Arabia
2020-03-30,27,17,0.0,12.6,6,40,09:35 AM,11:26 PM,05:47 AM,06:08 PM,0,22,22,22,19,4,24,0.0,1013,27,10,106,13,Saudi%20Arabia
2020-03-31,30,16,0.0,12.6,6,44,10:22 AM,No moonset,05:46 AM,06:09 PM,-4,22,22,23,25,6,16,0.0,1016,30,10,109,16,Saudi%20Arabia
2020-04-01,34,19,0.0,12.6,7,56,11:15 AM,12:22 AM,05:45 AM,06:09 PM,1,25,25,26,39,5,20,0.0,1013,34,10,166,28,Saudi%20Arabia
2020-04-02,35,21,0.0,12.7,8,64,12:12 PM,01:17 AM,05:44 AM,06:10 PM,-2,27,27,28,23,19,15,0.0,1009,35,10,202,15,Saudi%20Arabia
2020-04-03,35,20,0.0,12.7,7,71,01:14 PM,02:10 AM,05:43 AM,06:10 PM,-1,28,28,28,23,8,18,0.0,1011,35,10,166,14,Saudi%20Arabia
2020-04-04,32,18,0.0,12.7,6,79,02:18 PM,03:01 AM,05:42 AM,06:10 PM,7,24,24,25,24,22,34,0.3,1014,32,10,58,17,Saudi%20Arabia
2020-04-05,33,19,0.0,12.7,7,87,03:24 PM,03:48 AM,05:41 AM,06:11 PM,1,25,25,26,24,6,19,0.0,1017,33,10,111,16,Saudi%20Arabia
2020-04-06,34,22,0.0,12.7,6,94,04:30 PM,04:32 AM,05:40 AM,06:11 PM,1,26,26,28,21,29,18,1.0,1016,34,10,132,14,Saudi%20Arabia
2020-04-07,37,24,0.0,12.7,8,100,05:37 PM,05:15 AM,05:39 AM,06:12 PM,4,29,29,31,24,7,19,0.0,1012,37,10,190,15,Saudi%20Arabia
2020-04-08,40,24,0.0,12.7,7,100,06:42 PM,05:57 AM,05:38 AM,06:12 PM,2,31,31,32,27,27,16,0.5,1009,40,10,180,18,Saudi%20Arabia
2020-04-09,39,25,0.0,12.8,8,83,07:49 PM,06:39 AM,05:37 AM,06:12 PM,1,31,31,32,31,19,15,0.1,1009,39,10,206,20,Saudi%20Arabia
2020-04-10,38,27,0.0,12.8,8,76,08:55 PM,07:24 AM,05:36 AM,06:13 PM,1,31,31,32,24,33,14,0.0,1007,38,10,233,16,Saudi%20Arabia
2020-04-11,36,24,0.0,12.8,8,68,10:00 PM,08:11 AM,05:35 AM,06:13 PM,-0,28,28,30,25,25,15,0.2,1007,36,10,159,16,Saudi%20Arabia
2020-04-12,33,22,0.0,12.8,7,61,11:03 PM,09:02 AM,05:34 AM,06:14 PM,2,27,27,27,24,10,21,0.0,1009,33,10,49,16,Saudi%20Arabia
2020-04-13,27,20,0.0,12.8,6,53,No moonrise,09:55 AM,05:33 AM,06:14 PM,6,24,24,23,30,9,33,0.0,1011,27,10,60,23,Saudi%20Arabia
2020-04-14,28,18,0.0,11.9,5,46,12:01 AM,10:50 AM,05:32 AM,06:15 PM,3,23,23,23,31,33,28,0.4,1013,28,10,93,24,Saudi%20Arabia
2020-04-15,26,17,0.0,8.0,5,38,12:53 AM,11:46 AM,05:31 AM,06:15 PM,9,22,22,22,28,72,46,9.1,1011,26,9,133,21,Saudi%20Arabia
2020-04-16,27,19,0.0,12.9,6,30,01:41 AM,12:41 PM,05:30 AM,06:16 PM,11,23,23,22,17,23,50,0.0,1011,27,10,87,13,Saudi%20Arabia
2020-04-17,32,20,0.0,12.9,6,23,02:22 AM,01:36 PM,05:29 AM,06:16 PM,9,26,26,26,28,26,34,0.6,1009,32,10,137,21,Saudi%20Arabia
2020-04-18,36,24,0.0,11.9,7,15,03:00 AM,02:27 PM,05:28 AM,06:16 PM,6,29,29,30,39,34,25,0.5,1007,36,10,211,29,Saudi%20Arabia
2020-04-19,31,24,0.0,10.6,6,8,03:35 AM,03:19 PM,05:28 AM,06:17 PM,5,27,27,28,15,53,24,1.9,1008,31,10,118,10,Saudi%20Arabia
2020-04-20,30,22,0.0,10.6,6,0,04:07 AM,04:09 PM,05:27 AM,06:17 PM,14,27,27,26,26,58,50,9.6,1011,30,9,136,19,Saudi%20Arabia
2020-04-21,30,19,0.0,9.4,6,0,04:38 AM,04:59 PM,05:26 AM,06:18 PM,14,25,25,25,26,73,57,5.6,1012,30,10,124,21,Saudi%20Arabia
2020-04-22,33,21,0.0,12.9,7,0,05:10 AM,05:49 PM,05:25 AM,06:18 PM,12,26,26,27,18,4,45,0.0,1011,33,10,184,14,Saudi%20Arabia
2020-04-23,35,24,0.0,13.0,8,0,05:42 AM,06:40 PM,05:24 AM,06:19 PM,9,29,29,29,17,2,31,0.0,1010,35,10,173,12,Saudi%20Arabia
2020-04-24,36,27,0.0,13.0,8,7,06:16 AM,07:33 PM,05:23 AM,06:19 PM,5,30,30,32,21,1,20,0.0,1009,36,10,199,14,Saudi%20Arabia
2020-04-25,38,28,0.0,13.0,8,15,06:53 AM,08:26 PM,05:22 AM,06:20 PM,8,31,31,33,26,0,22,0.0,1007,38,10,191,18,Saudi%20Arabia
2020-04-26,36,27,0.0,11.9,7,22,07:34 AM,09:22 PM,05:22 AM,06:20 PM,6,30,30,31,34,32,22,3.0,1008,36,10,221,22,Saudi%20Arabia
2020-04-27,31,22,0.0,13.0,7,30,08:19 AM,10:17 PM,05:21 AM,06:21 PM,2,26,26,27,24,0,20,0.0,1011,31,10,55,17,Saudi%20Arabia
2020-04-28,35,22,0.0,13.0,7,37,09:09 AM,11:13 PM,05:20 AM,06:21 PM,5,27,27,29,30,0,22,0.0,1010,35,10,137,22,Saudi%20Arabia
2020-04-29,38,27,0.0,13.0,7,45,10:04 AM,No moonset,05:19 AM,06:22 PM,9,31,31,32,39,24,24,0.4,1006,38,10,180,28,Saudi%20Arabia
2020-04-30,36,29,0.0,13.0,8,52,11:03 AM,12:05 AM,05:19 AM,06:22 PM,5,31,31,32,25,16,20,0.1,1007,36,10,247,17,Saudi%20Arabia
2020-05-01,35,24,0.0,13.0,8,58,12:05 PM,12:55 AM,05:18 AM,06:22 PM,10,29,29,30,25,2,31,0.0,1009,35,10,91,19,Saudi%20Arabia
2020-05-02,37,26,0.0,13.1,8,65,01:08 PM,01:42 AM,05:17 AM,06:23 PM,3,30,30,32,31,1,18,0.0,1007,37,10,213,23,Saudi%20Arabia
2020-05-03,35,26,0.0,13.1,8,72,02:11 PM,02:25 AM,05:16 AM,06:23 PM,-3,29,29,31,23,0,11,0.0,1011,35,10,18,16,Saudi%20Arabia
2020-05-04,37,25,0.0,13.1,8,80,03:16 PM,03:07 AM,05:16 AM,06:24 PM,-2,29,29,31,23,1,12,0.0,1012,37,10,114,16,Saudi%20Arabia
2020-05-05,38,27,0.0,13.1,8,87,04:20 PM,03:48 AM,05:15 AM,06:24 PM,3,31,31,33,28,11,17,0.0,1011,38,10,182,20,Saudi%20Arabia
2020-05-06,33,25,0.0,13.1,8,94,05:26 PM,04:29 AM,05:14 AM,06:25 PM,12,30,30,29,18,22,31,0.0,1010,33,10,253,14,Saudi%20Arabia
2020-05-07,35,26,0.0,13.1,7,100,06:32 PM,05:12 AM,05:14 AM,06:25 PM,4,29,29,31,30,29,19,0.0,1011,35,10,66,23,Saudi%20Arabia
2020-05-08,36,24,0.0,13.1,8,100,07:39 PM,05:58 AM,05:13 AM,06:26 PM,3,28,28,30,26,16,18,0.0,1011,36,10,116,19,Saudi%20Arabia
2020-05-09,40,27,0.0,13.1,9,84,08:45 PM,06:47 AM,05:12 AM,06:26 PM,4,32,32,33,33,11,16,0.0,1009,40,10,160,23,Saudi%20Arabia
2020-05-10,39,26,0.0,13.2,8,77,09:47 PM,07:41 AM,05:12 AM,06:27 PM,11,32,32,33,20,6,29,0.0,1010,39,10,95,15,Saudi%20Arabia
2020-05-11,38,28,0.0,13.2,8,70,10:44 PM,08:37 AM,05:11 AM,06:27 PM,8,31,31,32,26,14,23,0.0,1012,38,10,83,20,Saudi%20Arabia
2020-05-12,36,27,0.0,13.2,8,62,11:35 PM,09:35 AM,05:11 AM,06:28 PM,5,30,30,32,13,6,19,0.0,1012,36,10,92,10,Saudi%20Arabia
2020-05-13,36,26,0.0,13.2,8,55,No moonrise,10:32 AM,05:10 AM,06:28 PM,-1,29,29,31,22,2,13,0.0,1012,36,10,149,16,Saudi%20Arabia
2020-05-14,37,25,0.0,13.2,8,48,12:20 AM,11:28 AM,05:10 AM,06:29 PM,-3,29,29,31,20,2,11,0.0,1010,37,10,257,14,Saudi%20Arabia
2020-05-15,38,27,0.0,13.2,8,40,01:00 AM,12:21 PM,05:09 AM,06:30 PM,-0,31,31,32,22,18,13,0.0,1009,38,10,106,15,Saudi%20Arabia
2020-05-16,38,28,0.0,13.2,8,33,01:36 AM,01:13 PM,05:09 AM,06:30 PM,-0,31,31,33,13,8,12,0.0,1009,38,10,154,8,Saudi%20Arabia
2020-05-17,40,29,0.0,13.2,9,26,02:09 AM,02:04 PM,05:08 AM,06:31 PM,-1,33,33,34,17,4,11,0.0,1008,40,10,199,11,Saudi%20Arabia
2020-05-18,40,29,0.0,13.2,9,19,02:40 AM,02:54 PM,05:08 AM,06:31 PM,-0,33,33,35,17,9,11,0.0,1008,40,10,91,11,Saudi%20Arabia
2020-05-19,38,30,0.0,13.3,8,11,03:12 AM,03:44 PM,05:07 AM,06:32 PM,2,31,31,33,23,24,15,0.0,1008,38,10,276,17,Saudi%20Arabia
2020-05-20,39,30,0.0,13.3,8,4,03:44 AM,04:34 PM,05:07 AM,06:32 PM,4,32,32,34,18,25,17,0.1,1006,39,10,224,11,Saudi%20Arabia
2020-05-21,40,29,0.0,13.3,9,0,04:16 AM,05:27 PM,05:07 AM,06:33 PM,-0,33,33,34,18,3,12,0.0,1007,40,10,219,11,Saudi%20Arabia
2020-05-22,41,28,0.0,13.3,9,0,04:52 AM,06:20 PM,05:06 AM,06:33 PM,-5,33,33,34,20,3,8,0.0,1008,41,10,152,13,Saudi%20Arabia
2020-05-23,39,27,0.0,13.3,9,3,05:32 AM,07:16 PM,05:06 AM,06:34 PM,-1,32,32,33,17,0,12,0.0,1008,39,10,104,10,Saudi%20Arabia
2020-05-24,40,29,0.0,13.3,9,10,06:16 AM,08:13 PM,05:06 AM,06:34 PM,-5,33,33,35,23,0,8,0.0,1006,40,10,138,14,Saudi%20Arabia
2020-05-25,41,30,0.0,13.3,9,17,07:06 AM,09:09 PM,05:05 AM,06:35 PM,-5,34,34,35,28,9,8,0.0,1007,41,10,147,17,Saudi%20Arabia
2020-05-26,40,27,0.0,13.3,9,25,08:00 AM,10:03 PM,05:05 AM,06:35 PM,-1,32,32,34,26,1,12,0.0,1010,40,10,68,17,Saudi%20Arabia
2020-05-27,41,27,0.0,13.3,9,32,08:58 AM,10:54 PM,05:05 AM,06:35 PM,-1,33,33,34,20,1,11,0.0,1011,41,10,59,13,Saudi%20Arabia
2020-05-28,42,28,0.0,13.3,9,39,09:58 AM,11:41 PM,05:05 AM,06:36 PM,-1,35,35,35,23,0,11,0.0,1009,42,10,62,15,Saudi%20Arabia
2020-05-29,43,27,0.0,13.3,9,47,11:00 AM,No moonset,05:04 AM,06:36 PM,-3,35,35,36,19,0,10,0.0,1006,43,10,77,13,Saudi%20Arabia
2020-05-30,43,29,0.0,13.3,9,54,12:02 PM,12:24 AM,05:04 AM,06:37 PM,-2,35,35,36,21,0,9,0.0,1006,43,10,70,14,Saudi%20Arabia
2020-05-31,42,28,0.0,13.3,9,58,01:04 PM,01:05 AM,05:04 AM,06:37 PM,-1,36,36,36,21,0,10,0.0,1007,42,10,74,13,Saudi%20Arabia
2020-06-01,42,29,0.0,13.3,9,71,02:05 PM,01:44 AM,05:04 AM,06:38 PM,-1,35,35,36,19,0,10,0.0,1007,42,10,128,12,Saudi%20Arabia
2020-06-02,43,31,0.0,13.3,9,79,03:09 PM,02:23 AM,05:04 AM,06:38 PM,-0,36,36,37,23,0,10,0.0,1005,43,10,161,14,Saudi%20Arabia
2020-06-03,43,31,0.0,13.4,9,86,04:13 PM,03:04 AM,05:04 AM,06:39 PM,3,37,37,37,26,1,12,0.0,1005,43,10,193,16,Saudi%20Arabia
2020-06-04,42,31,0.0,13.4,9,94,05:19 PM,03:47 AM,05:04 AM,06:39 PM,2,37,37,37,21,5,12,0.0,1005,42,10,228,13,Saudi%20Arabia
