date_time,Saudi%20Arabia_maxtempC,Saudi%20Arabia_mintempC,Saudi%20Arabia_totalSnow_cm,Saudi%20Arabia_sunHour,Saudi%20Arabia_uvIndex,Saudi%20Arabia_moon_illumination,Saudi%20Arabia_moonrise,Saudi%20Arabia_moonset,Saudi%20Arabia_sunrise,Saudi%20Arabia_sunset,Saudi%20Arabia_DewPointC,Saudi%20Arabia_FeelsLikeC,Saudi%20Arabia_HeatIndexC,Saudi%20Arabia_WindChillC,Saudi%20Arabia_WindGustKmph,Saudi%20Arabia_cloudcover,Saudi%20Arabia_humidity,Saudi%20Arabia_precipMM,Saudi%20Arabia_pressure,Saudi%20Arabia_tempC,Saudi%20Arabia_visibility,Saudi%20Arabia_winddirDegree,Saudi%20Arabia_windspeedKmph,Saudi%20Arabia_location
2020-08-31,41,25,0.0,12.8,9,82,05:23 PM,03:40 AM,05:34 AM,06:12 PM,-1,32,32,33,19,4,11,0.0,1003,41,10,106,11,Saudi%20Arabia
2020-09-01,40,27,0.0,12.8,9,97,06:02 PM,04:36 AM,05:34 AM,06:11 PM,7,33,33,34,21,3,20,0.0,1004,40,10,113,12,Saudi%20Arabia
2020-09-02,40,28,0.0,12.8,9,100,06:38 PM,05:31 AM,05:35 AM,06:10 PM,2,33,33,34,31,6,15,0.0,1007,40,10,116,19,Saudi%20Arabia
2020-09-03,41,27,0.0,12.7,9,88,07:11 PM,06:23 AM,05:35 AM,06:09 PM,-1,34,34,35,19,2,11,0.0,1009,41,10,130,11,Saudi%20Arabia
2020-09-04,42,25,0.0,12.7,9,81,07:42 PM,07:14 AM,05:35 AM,06:08 PM,-2,34,34,34,16,16,11,0.0,1007,42,10,153,10,Saudi%20Arabia
2020-09-05,42,27,0.0,12.7,9,73,08:13 PM,08:04 AM,05:36 AM,06:07 PM,-1,34,34,35,18,14,12,0.0,1005,42,10,117,11,Saudi%20Arabia
2020-09-06,41,27,0.0,12.7,9,66,08:45 PM,08:55 AM,05:36 AM,06:06 PM,-0,32,32,34,26,0,12,0.0,1005,41,10,130,15,Saudi%20Arabia
2020-09-07,40,25,0.0,12.7,8,58,09:19 PM,09:45 AM,05:37 AM,06:05 PM,0,33,33,33,23,0,14,0.0,1007,40,10,125,13,Saudi%20Arabia
2020-09-08,40,25,0.0,12.7,8,50,09:55 PM,10:37 AM,05:37 AM,06:04 PM,3,31,31,32,15,0,17,0.0,1008,40,10,113,8,Saudi%20Arabia
2020-09-09,41,26,0.0,12.7,9,43,10:35 PM,11:30 AM,05:37 AM,06:03 PM,3,33,33,34,17,9,15,0.0,1006,41,10,169,11,Saudi%20Arabia
2020-09-10,41,27,0.0,12.6,9,35,11:20 PM,12:24 PM,05:38 AM,06:02 PM,0,34,34,34,13,27,12,0.0,1005,41,10,223,8,Saudi%20Arabia
2020-09-11,42,26,0.0,12.6,9,28,No moonrise,01:20 PM,05:38 AM,06:01 PM,-4,35,35,35,21,15,9,0.0,1005,42,10,78,12,Saudi%20Arabia
2020-09-12,42,26,0.0,12.6,9,20,12:10 AM,02:15 PM,05:38 AM,06:00 PM,-4,33,33,34,19,5,9,0.0,1006,42,10,123,12,Saudi%20Arabia
2020-09-13,40,24,0.0,11.6,8,13,01:06 AM,03:09 PM,05:39 AM,05:59 PM,1,31,31,32,16,0,14,0.0,1007,40,10,68,9,Saudi%20Arabia
2020-09-14,40,26,0.0,11.6,9,5,02:06 AM,04:00 PM,05:39 AM,05:58 PM,3,32,32,33,12,4,16,0.0,1007,40,10,114,7,Saudi%20Arabia
2020-09-15,41,26,0.0,11.6,9,0,03:10 AM,04:47 PM,05:39 AM,05:57 PM,-0,35,35,34,18,7,13,0.0,1006,41,10,128,11,Saudi%20Arabia
2020-09-16,41,25,0.0,11.6,9,0,04:15 AM,05:32 PM,05:40 AM,05:56 PM,-1,33,33,33,11,1,13,0.0,1006,41,10,157,6,Saudi%20Arabia
2020-09-17,40,24,0.0,11.6,9,0,05:21 AM,06:14 PM,05:40 AM,05:55 PM,-1,33,33,33,18,0,13,0.0,1008,40,10,94,11,Saudi%20Arabia
2020-09-18,40,25,0.0,11.6,9,2,06:26 AM,06:55 PM,05:40 AM,05:53 PM,-0,32,32,32,19,0,14,0.0,1008,40,10,135,11,Saudi%20Arabia
2020-09-19,40,25,0.0,11.6,9,10,07:32 AM,07:36 PM,05:41 AM,05:52 PM,-1,32,32,33,16,0,14,0.0,1006,40,10,161,10,Saudi%20Arabia
2020-09-20,41,25,0.0,11.6,9,17,08:37 AM,08:18 PM,05:41 AM,05:51 PM,-2,34,34,33,25,0,11,0.0,1006,41,10,66,16,Saudi%20Arabia
2020-09-21,40,24,0.0,11.6,8,25,09:43 AM,09:03 PM,05:42 AM,05:50 PM,-1,31,31,32,32,0,12,0.0,1007,40,10,216,20,Saudi%20Arabia
2020-09-22,40,23,0.0,11.6,8,32,10:48 AM,09:52 PM,05:42 AM,05:49 PM,-3,32,32,32,32,0,12,0.0,1007,40,10,167,19,Saudi%20Arabia
2020-09-23,41,25,0.0,11.6,9,40,11:53 AM,10:44 PM,05:42 AM,05:48 PM,-4,34,34,34,25,0,10,0.0,1006,41,10,185,16,Saudi%20Arabia
2020-09-24,40,25,0.0,11.6,9,47,12:53 PM,11:40 PM,05:43 AM,05:47 PM,-4,33,33,33,17,0,10,0.0,1007,40,10,161,10,Saudi%20Arabia
2020-09-25,39,25,0.0,11.6,9,55,01:49 PM,No moonset,05:43 AM,05:46 PM,-1,32,32,33,22,0,13,0.0,1008,39,10,106,13,Saudi%20Arabia
2020-09-26,40,25,0.0,11.6,9,62,02:39 PM,12:37 AM,05:43 AM,05:45 PM,0,32,32,32,18,0,15,0.0,1007,40,10,97,11,Saudi%20Arabia
2020-09-27,40,24,0.0,11.6,9,70,03:23 PM,01:35 AM,05:44 AM,05:44 PM,-1,33,33,32,16,0,14,0.0,1007,40,10,109,10,Saudi%20Arabia
2020-09-28,39,26,0.0,11.6,8,78,04:03 PM,02:30 AM,05:44 AM,05:43 PM,0,32,32,32,23,0,14,0.0,1009,39,10,208,14,Saudi%20Arabia
2020-09-29,38,23,0.0,11.6,8,85,04:39 PM,03:25 AM,05:44 AM,05:42 PM,0,31,31,31,20,0,16,0.0,1008,38,10,329,12,Saudi%20Arabia
2020-09-30,38,24,0.0,11.6,8,93,05:12 PM,04:18 AM,05:45 AM,05:41 PM,-3,31,31,31,16,0,12,0.0,1006,38,10,213,9,Saudi%20Arabia
2020-10-01,37,22,0.0,11.6,8,97,05:44 PM,05:09 AM,05:45 AM,05:40 PM,-4,30,30,30,14,0,12,0.0,1007,37,10,93,8,Saudi%20Arabia
2020-10-02,38,21,0.0,11.6,8,100,06:15 PM,06:00 AM,05:46 AM,05:39 PM,-4,30,30,30,12,0,12,0.0,1010,38,10,170,8,Saudi%20Arabia
2020-10-03,37,20,0.0,11.6,8,89,06:46 PM,06:50 AM,05:46 AM,05:38 PM,-1,29,29,29,19,0,16,0.0,1011,37,10,34,11,Saudi%20Arabia
2020-10-04,37,21,0.0,11.6,8,82,07:19 PM,07:40 AM,05:46 AM,05:37 PM,2,29,29,29,12,0,20,0.0,1010,37,10,95,7,Saudi%20Arabia
2020-10-05,39,23,0.0,11.6,8,74,07:54 PM,08:31 AM,05:47 AM,05:36 PM,-1,31,31,31,14,0,15,0.0,1010,39,10,138,9,Saudi%20Arabia
2020-10-06,38,23,0.0,11.6,8,67,08:32 PM,09:24 AM,05:47 AM,05:35 PM,-2,31,31,31,16,0,13,0.0,1010,38,10,134,9,Saudi%20Arabia
2020-10-07,37,23,0.0,11.6,8,60,09:14 PM,10:18 AM,05:48 AM,05:34 PM,1,30,30,30,21,0,16,0.0,1012,37,10,162,11,Saudi%20Arabia
2020-10-08,36,20,0.0,11.6,8,53,10:02 PM,11:12 AM,05:48 AM,05:33 PM,2,29,29,29,17,0,22,0.0,1014,36,10,85,9,Saudi%20Arabia
2020-10-09,35,19,0.0,11.6,7,45,10:54 PM,12:06 PM,05:48 AM,05:32 PM,-4,27,27,27,17,0,14,0.0,1014,35,10,66,10,Saudi%20Arabia
2020-10-10,34,19,0.0,11.6,7,38,11:51 PM,12:59 PM,05:49 AM,05:31 PM,-4,26,26,26,20,0,15,0.0,1014,34,10,257,12,Saudi%20Arabia
2020-10-11,32,18,0.0,11.6,7,31,No moonrise,01:50 PM,05:49 AM,05:30 PM,-5,25,25,25,18,0,15,0.0,1013,32,10,178,10,Saudi%20Arabia
2020-10-12,32,18,0.0,11.6,7,23,12:52 AM,02:37 PM,05:50 AM,05:29 PM,-5,25,25,25,18,0,14,0.0,1013,32,10,139,10,Saudi%20Arabia
2020-10-13,33,19,0.0,11.6,7,16,01:55 AM,03:22 PM,05:50 AM,05:28 PM,-6,26,26,26,18,0,13,0.0,1013,33,10,183,10,Saudi%20Arabia
2020-10-14,33,17,0.0,11.6,7,9,02:59 AM,04:04 PM,05:51 AM,05:27 PM,-9,25,25,25,14,0,11,0.0,1013,33,10,213,8,Saudi%20Arabia
2020-10-15,33,18,0.0,11.6,7,2,04:03 AM,04:45 PM,05:51 AM,05:26 PM,-4,25,25,26,13,0,16,0.0,1013,33,10,75,8,Saudi%20Arabia
2020-10-16,32,17,0.0,11.6,7,0,05:09 AM,05:26 PM,05:52 AM,05:25 PM,-1,25,25,25,13,0,20,0.0,1012,32,10,106,8,Saudi%20Arabia
2020-10-17,32,16,0.0,11.6,7,0,06:15 AM,06:08 PM,05:52 AM,05:24 PM,-4,25,25,24,15,0,18,0.0,1013,32,10,90,9,Saudi%20Arabia
2020-10-18,32,15,0.0,11.6,7,5,07:23 AM,06:53 PM,05:53 AM,05:24 PM,-7,25,25,25,16,0,14,0.0,1014,32,10,104,9,Saudi%20Arabia
2020-10-19,33,16,0.0,11.6,7,13,08:31 AM,07:42 PM,05:53 AM,05:23 PM,-4,25,25,24,19,0,17,0.0,1015,33,10,104,11,Saudi%20Arabia
2020-10-20,32,18,0.0,11.6,7,20,09:39 AM,08:34 PM,05:54 AM,05:22 PM,-7,25,25,25,26,0,13,0.0,1014,32,10,172,16,Saudi%20Arabia
2020-10-21,32,18,0.0,11.6,7,27,10:43 AM,09:31 PM,05:54 AM,05:21 PM,-5,25,25,25,23,0,15,0.0,1015,32,10,173,14,Saudi%20Arabia
2020-10-22,32,18,0.0,11.6,7,35,11:43 AM,10:29 PM,05:55 AM,05:20 PM,-4,25,25,25,28,0,15,0.0,1015,32,10,258,17,Saudi%20Arabia
2020-10-23,33,18,0.0,11.6,7,42,12:36 PM,11:28 PM,05:55 AM,05:19 PM,-5,26,26,26,33,0,15,0.0,1014,33,10,130,20,Saudi%20Arabia
2020-10-24,31,17,0.0,11.6,7,49,01:23 PM,No moonset,05:56 AM,05:19 PM,-8,24,24,24,22,0,13,0.0,1013,31,10,173,13,Saudi%20Arabia
2020-10-25,31,16,0.0,11.6,7,56,02:04 PM,12:25 AM,05:56 AM,05:18 PM,-4,24,24,24,18,0,19,0.0,1015,31,10,143,12,Saudi%20Arabia
2020-10-26,31,18,0.0,11.6,7,64,02:41 PM,01:21 AM,05:57 AM,05:17 PM,-1,25,25,25,17,0,20,0.0,1015,31,10,141,10,Saudi%20Arabia
2020-10-27,31,16,0.0,11.6,7,71,03:15 PM,02:14 AM,05:57 AM,05:16 PM,-3,24,24,25,14,0,19,0.0,1015,31,10,108,8,Saudi%20Arabia
2020-10-28,31,15,0.0,11.6,7,78,03:47 PM,03:06 AM,05:58 AM,05:16 PM,-4,24,24,24,16,0,18,0.0,1016,31,10,103,9,Saudi%20Arabia
2020-10-29,30,14,0.0,11.6,6,85,04:17 PM,03:56 AM,05:58 AM,05:15 PM,-5,23,23,23,15,0,16,0.0,1016,30,10,119,9,Saudi%20Arabia
2020-10-30,30,14,0.0,11.6,6,93,04:48 PM,04:46 AM,05:59 AM,05:14 PM,-2,22,22,22,12,0,22,0.0,1016,30,10,123,7,Saudi%20Arabia
2020-10-31,30,15,0.0,11.5,6,97,05:20 PM,05:36 AM,05:59 AM,05:13 PM,1,22,22,23,15,0,26,0.0,1016,30,10,143,10,Saudi%20Arabia
2020-11-01,30,16,0.0,11.1,7,89,05:54 PM,06:27 AM,06:00 AM,05:13 PM,0,24,24,24,21,0,24,0.0,1017,30,10,142,13,Saudi%20Arabia
2020-11-02,31,16,0.0,8.7,7,81,06:31 PM,07:20 AM,06:01 AM,05:12 PM,0,23,23,23,18,0,23,0.0,1018,31,10,145,11,Saudi%20Arabia
2020-11-03,31,17,0.0,8.7,7,74,07:13 PM,08:13 AM,06:01 AM,05:12 PM,-1,25,25,25,18,0,21,0.0,1018,31,10,151,11,Saudi%20Arabia
2020-11-04,31,17,0.0,8.7,7,66,07:58 PM,09:08 AM,06:02 AM,05:11 PM,-2,24,24,24,16,0,18,0.0,1015,31,10,175,9,Saudi%20Arabia
2020-11-05,31,17,0.0,8.7,7,58,08:48 PM,10:02 AM,06:02 AM,05:10 PM,-7,24,24,24,14,0,14,0.0,1013,31,10,204,8,Saudi%20Arabia
2020-11-06,31,18,0.0,8.7,7,51,09:43 PM,10:54 AM,06:03 AM,05:10 PM,-3,25,25,25,27,8,18,0.0,1013,31,10,160,17,Saudi%20Arabia
2020-11-07,30,18,0.0,8.7,7,43,10:40 PM,11:45 AM,06:04 AM,05:09 PM,-2,24,24,24,32,0,19,0.0,1015,30,10,154,19,Saudi%20Arabia
2020-11-08,31,19,0.0,8.7,7,36,11:41 PM,12:32 PM,06:04 AM,05:09 PM,0,24,24,24,27,3,22,0.0,1016,31,10,148,16,Saudi%20Arabia
2020-11-09,31,19,0.0,8.7,7,28,No moonrise,01:16 PM,06:05 AM,05:08 PM,6,25,25,25,27,3,32,0.0,1018,31,10,147,16,Saudi%20Arabia
2020-11-10,31,20,0.0,8.7,7,21,12:42 AM,01:57 PM,06:06 AM,05:08 PM,6,26,26,26,24,3,32,0.0,1015,31,10,145,14,Saudi%20Arabia
2020-11-11,33,21,0.0,8.7,7,13,01:44 AM,02:37 PM,06:06 AM,05:07 PM,5,27,27,27,25,2,28,0.0,1014,33,10,157,15,Saudi%20Arabia
2020-11-12,33,20,0.0,8.7,7,6,02:47 AM,03:16 PM,06:07 AM,05:07 PM,2,27,27,27,26,0,23,0.0,1015,33,10,165,16,Saudi%20Arabia
2020-11-13,32,20,0.0,8.7,7,0,03:52 AM,03:57 PM,06:08 AM,05:07 PM,3,26,26,26,22,1,25,0.0,1015,32,10,185,14,Saudi%20Arabia
2020-11-14,27,15,0.0,8.7,6,0,04:58 AM,04:39 PM,06:08 AM,05:06 PM,10,20,20,20,18,9,56,0.0,1018,27,10,66,11,Saudi%20Arabia
2020-11-15,29,15,0.0,8.7,6,0,06:06 AM,05:27 PM,06:09 AM,05:06 PM,3,21,21,21,27,3,31,0.0,1016,29,10,137,17,Saudi%20Arabia
2020-11-16,31,18,0.0,8.7,7,2,07:15 AM,06:18 PM,06:10 AM,05:06 PM,6,24,24,24,32,4,35,0.0,1015,31,10,192,20,Saudi%20Arabia
2020-11-17,31,15,0.0,8.7,7,9,08:23 AM,07:15 PM,06:10 AM,05:05 PM,4,24,24,23,15,4,33,0.0,1016,31,10,251,9,Saudi%20Arabia
2020-11-18,27,15,0.0,8.7,5,17,09:28 AM,08:14 PM,06:11 AM,05:05 PM,11,21,21,21,22,20,56,0.0,1017,27,10,93,14,Saudi%20Arabia
2020-11-19,28,14,0.0,8.7,6,24,10:26 AM,09:16 PM,06:12 AM,05:05 PM,8,20,20,20,29,1,48,0.0,1017,28,10,137,18,Saudi%20Arabia
2020-11-20,29,16,0.0,8.7,6,32,11:18 AM,10:16 PM,06:12 AM,05:05 PM,6,23,23,23,34,1,39,0.0,1016,29,10,159,21,Saudi%20Arabia
2020-11-21,31,17,0.0,8.7,6,39,12:02 PM,11:13 PM,06:13 AM,05:04 PM,3,22,22,23,33,0,28,0.0,1015,31,10,170,20,Saudi%20Arabia
2020-11-22,26,15,0.0,8.7,6,47,12:41 PM,No moonset,06:14 AM,05:04 PM,5,22,22,21,29,3,40,0.0,1017,26,10,116,17,Saudi%20Arabia
2020-11-23,25,13,0.0,8.7,6,54,01:17 PM,12:08 AM,06:15 AM,05:04 PM,2,19,20,19,21,9,36,0.0,1019,25,10,21,12,Saudi%20Arabia
2020-11-24,24,11,0.0,8.7,5,62,01:49 PM,01:01 AM,06:15 AM,05:04 PM,1,17,17,17,16,2,37,0.0,1018,24,10,27,9,Saudi%20Arabia
2020-11-25,26,12,0.0,8.7,6,70,02:20 PM,01:52 AM,06:16 AM,05:04 PM,0,18,18,18,23,0,32,0.0,1017,26,10,135,14,Saudi%20Arabia
2020-11-26,27,14,0.0,8.7,6,77,02:50 PM,02:41 AM,06:17 AM,05:04 PM,-2,20,20,20,34,16,25,0.0,1015,27,10,155,20,Saudi%20Arabia
2020-11-27,22,15,0.0,7.2,4,85,03:22 PM,03:32 AM,06:17 AM,05:04 PM,5,18,18,18,30,49,48,2.3,1018,22,9,156,21,Saudi%20Arabia
2020-11-28,25,17,0.0,7.2,5,92,03:55 PM,04:22 AM,06:18 AM,05:04 PM,10,22,22,21,33,56,50,1.4,1017,25,10,151,24,Saudi%20Arabia
2020-11-29,27,18,0.0,4.1,5,100,04:31 PM,05:14 AM,06:19 AM,05:04 PM,9,22,22,22,29,69,46,3.8,1016,27,10,162,19,Saudi%20Arabia
2020-11-30,24,13,0.0,8.7,5,100,05:11 PM,06:08 AM,06:19 AM,05:04 PM,9,18,19,18,24,21,56,0.0,1018,24,10,58,17,Saudi%20Arabia
2020-12-01,20,16,0.0,4.1,4,89,05:55 PM,07:03 AM,06:20 AM,05:04 PM,13,18,18,18,24,60,74,3.0,1017,20,8,87,17,Saudi%20Arabia
2020-12-02,24,16,0.0,8.7,5,82,06:44 PM,07:58 AM,06:21 AM,05:04 PM,13,20,21,20,26,32,65,0.0,1017,24,10,138,19,Saudi%20Arabia
2020-12-03,29,17,0.0,8.7,6,75,07:38 PM,08:51 AM,06:22 AM,05:04 PM,10,23,23,22,30,19,47,0.0,1016,29,10,153,18,Saudi%20Arabia
2020-12-04,30,18,0.0,8.7,6,67,08:35 PM,09:43 AM,06:22 AM,05:04 PM,10,23,23,23,32,14,45,0.0,1015,30,10,157,20,Saudi%20Arabia
2020-12-05,30,18,0.0,8.7,7,60,09:34 PM,10:30 AM,06:23 AM,05:04 PM,9,23,23,24,31,11,40,0.0,1013,30,10,177,19,Saudi%20Arabia
2020-12-06,25,18,0.0,8.7,6,53,10:34 PM,11:15 AM,06:24 AM,05:04 PM,1,23,23,22,30,25,28,0.0,1014,25,10,290,20,Saudi%20Arabia
2020-12-07,20,12,0.0,8.7,5,46,11:34 PM,11:56 AM,06:24 AM,05:04 PM,3,15,15,15,27,0,47,0.0,1021,20,10,265,18,Saudi%20Arabia
2020-12-08,21,8,0.0,8.7,5,38,No moonrise,12:34 PM,06:25 AM,05:05 PM,1,14,15,14,17,0,43,0.0,1023,21,10,177,10,Saudi%20Arabia
2020-12-09,24,9,0.0,8.7,5,31,12:34 AM,01:12 PM,06:26 AM,05:05 PM,-0,17,17,17,10,2,36,0.0,1020,24,10,189,6,Saudi%20Arabia
2020-12-10,22,13,0.0,8.7,5,24,01:35 AM,01:50 PM,06:26 AM,05:05 PM,1,17,18,17,24,2,34,0.0,1019,22,10,253,15,Saudi%20Arabia
2020-12-11,22,9,0.0,8.7,5,17,02:38 AM,02:30 PM,06:27 AM,05:06 PM,2,15,16,15,16,6,45,0.0,1020,22,10,39,9,Saudi%20Arabia
2020-12-12,22,9,0.0,8.7,5,9,03:43 AM,03:14 PM,06:28 AM,05:06 PM,-0,14,15,14,17,4,37,0.0,1020,22,10,110,10,Saudi%20Arabia
2020-12-13,22,9,0.0,8.7,5,2,04:50 AM,04:02 PM,06:28 AM,05:06 PM,1,15,16,15,12,1,42,0.0,1021,22,10,87,6,Saudi%20Arabia
2020-12-14,22,9,0.0,8.7,5,0,05:59 AM,04:56 PM,06:29 AM,05:07 PM,-1,15,16,15,14,0,36,0.0,1020,22,10,124,8,Saudi%20Arabia
2020-12-15,23,10,0.0,8.7,5,0,07:06 AM,05:54 PM,06:29 AM,05:07 PM,-4,15,17,15,29,0,26,0.0,1018,23,10,151,17,Saudi%20Arabia
2020-12-16,25,12,0.0,7.1,5,5,08:09 AM,06:56 PM,06:30 AM,05:07 PM,-6,18,19,18,31,38,21,0.0,1018,25,10,167,18,Saudi%20Arabia
2020-12-17,26,13,0.0,8.7,6,12,09:05 AM,07:59 PM,06:31 AM,05:08 PM,-0,19,19,19,27,3,29,0.0,1017,26,10,194,16,Saudi%20Arabia
2020-12-18,24,12,0.0,8.7,5,20,09:55 AM,09:00 PM,06:31 AM,05:08 PM,4,18,18,18,15,12,43,0.0,1018,24,10,110,9,Saudi%20Arabia
2020-12-19,18,11,0.0,8.7,5,27,10:37 AM,09:57 PM,06:32 AM,05:09 PM,7,14,15,14,24,23,57,0.0,1020,18,10,65,16,Saudi%20Arabia
2020-12-20,20,10,0.0,8.7,4,34,11:15 AM,10:52 PM,06:32 AM,05:09 PM,6,14,15,14,19,38,56,0.0,1023,20,10,75,12,Saudi%20Arabia
2020-12-21,21,11,0.0,8.7,5,41,11:49 AM,11:44 PM,06:33 AM,05:10 PM,4,14,15,14,16,35,49,0.0,1023,21,10,106,10,Saudi%20Arabia
2020-12-22,22,10,0.0,8.7,5,49,12:20 PM,No moonset,06:33 AM,05:10 PM,4,15,15,15,14,18,49,0.0,1022,22,10,124,8,Saudi%20Arabia
2020-12-23,25,12,0.0,8.7,5,56,12:51 PM,12:35 AM,06:34 AM,05:11 PM,4,17,18,17,23,5,43,0.0,1018,25,10,159,14,Saudi%20Arabia
2020-12-24,27,14,0.0,8.7,6,63,01:22 PM,01:25 AM,06:34 AM,05:11 PM,5,21,21,21,31,17,41,0.0,1014,27,10,149,20,Saudi%20Arabia
2020-12-25,19,11,0.0,8.7,5,70,01:55 PM,02:15 AM,06:35 AM,05:12 PM,2,13,14,13,26,10,45,0.0,1020,19,10,31,18,Saudi%20Arabia
2020-12-26,18,7,0.0,8.7,4,78,02:29 PM,03:07 AM,06:35 AM,05:12 PM,-8,10,12,10,22,5,33,0.0,1024,18,10,38,14,Saudi%20Arabia
2020-12-27,19,6,0.0,8.7,4,85,03:08 PM,04:00 AM,06:35 AM,05:13 PM,-11,11,12,11,20,6,21,0.0,1024,19,10,76,12,Saudi%20Arabia
2020-12-28,20,5,0.0,8.7,4,92,03:51 PM,04:54 AM,06:36 AM,05:14 PM,4,11,12,11,18,5,59,0.0,1023,20,10,82,10,Saudi%20Arabia
2020-12-29,21,8,0.0,8.7,5,100,04:38 PM,05:50 AM,06:36 AM,05:14 PM,6,13,14,13,18,5,59,0.0,1021,21,10,127,10,Saudi%20Arabia
2020-12-30,21,10,0.0,8.7,5,100,05:32 PM,06:45 AM,06:36 AM,05:15 PM,4,14,15,14,22,2,51,0.0,1020,21,10,131,13,Saudi%20Arabia
2020-12-31,21,9,0.0,8.7,5,89,06:28 PM,07:38 AM,06:37 AM,05:15 PM,3,14,15,14,23,7,46,0.0,1019,21,10,128,14,Saudi%20Arabia
2021-01-01,22,12,0.0,8.7,5,79,07:28 PM,08:28 AM,06:37 AM,05:16 PM,7,16,17,16,24,28,53,0.0,1019,22,10,115,15,Saudi%20Arabia
2021-01-02,21,12,0.0,8.7,5,71,08:28 PM,09:14 AM,06:37 AM,05:17 PM,8,16,16,16,19,29,60,0.0,1020,21,10,128,12,Saudi%20Arabia
2021-01-03,23,11,0.0,8.7,5,64,09:29 PM,09:56 AM,06:38 AM,05:17 PM,7,16,17,16,21,22,57,0.0,1020,23,10,133,12,Saudi%20Arabia
2021-01-04,23,12,0.0,8.7,5,57,10:28 PM,10:35 AM,06:38 AM,05:18 PM,5,17,17,17,27,29,47,0.0,1018,23,10,135,17,Saudi%20Arabia
2021-01-05,23,13,0.0,8.7,5,50,11:28 PM,11:13 AM,06:38 AM,05:19 PM,3,16,17,16,25,23,41,0.0,1019,23,10,120,16,Saudi%20Arabia
2021-01-06,21,11,0.0,8.7,5,42,No moonrise,11:50 AM,06:38 AM,05:20 PM,5,15,16,15,19,26,50,0.0,1021,21,10,120,12,Saudi%20Arabia
2021-01-07,18,11,0.0,8.7,4,35,12:28 AM,12:27 PM,06:38 AM,05:20 PM,5,15,15,15,18,43,50,0.0,1021,18,10,96,12,Saudi%20Arabia
2021-01-08,14,10,0.0,5.6,3,28,01:30 AM,01:08 PM,06:39 AM,05:21 PM,3,11,12,11,16,58,55,7.6,1022,14,9,122,11,Saudi%20Arabia
2021-01-09,19,9,0.0,8.7,4,20,02:34 AM,01:52 PM,06:39 AM,05:22 PM,3,13,14,13,16,15,50,0.0,1021,19,10,95,10,Saudi%20Arabia
2021-01-10,19,9,0.0,8.7,4,13,03:40 AM,02:42 PM,06:39 AM,05:22 PM,3,13,14,13,16,10,50,0.0,1021,19,10,117,10,Saudi%20Arabia
2021-01-11,19,9,0.0,8.7,5,6,04:46 AM,03:37 PM,06:39 AM,05:23 PM,4,14,14,14,15,15,53,0.0,1023,19,10,117,9,Saudi%20Arabia
2021-01-12,18,9,0.0,8.7,4,0,05:50 AM,04:37 PM,06:39 AM,05:24 PM,-4,12,13,12,20,2,35,0.0,1024,18,10,221,13,Saudi%20Arabia
2021-01-13,20,5,0.0,8.7,4,0,06:49 AM,05:40 PM,06:39 AM,05:25 PM,-11,12,14,12,15,0,21,0.0,1022,20,10,242,9,Saudi%20Arabia
2021-01-14,23,8,0.0,8.7,5,1,07:43 AM,06:42 PM,06:39 AM,05:25 PM,-10,14,15,14,13,8,18,0.0,1017,23,10,176,8,Saudi%20Arabia
2021-01-15,25,13,0.0,8.7,6,8,08:29 AM,07:42 PM,06:39 AM,05:26 PM,1,19,19,19,26,34,31,0.0,1015,25,10,207,18,Saudi%20Arabia
2021-01-16,23,12,0.0,8.7,5,16,09:09 AM,08:39 PM,06:39 AM,05:27 PM,5,17,18,17,22,25,45,0.0,1015,23,10,84,13,Saudi%20Arabia
2021-01-17,26,15,0.0,8.7,6,23,09:46 AM,09:34 PM,06:39 AM,05:28 PM,-2,20,20,20,32,3,24,0.0,1013,26,10,251,19,Saudi%20Arabia
2021-01-18,24,11,0.0,8.7,5,30,10:18 AM,10:25 PM,06:39 AM,05:28 PM,-2,17,17,17,14,0,27,0.0,1017,24,10,131,7,Saudi%20Arabia
2021-01-19,23,10,0.0,8.7,5,38,10:50 AM,11:17 PM,06:39 AM,05:29 PM,-2,15,16,15,22,0,30,0.0,1019,23,10,102,13,Saudi%20Arabia
2021-01-20,28,12,0.0,8.7,6,45,11:21 AM,No moonset,06:38 AM,05:30 PM,-0,18,18,18,35,0,30,0.0,1016,28,10,178,22,Saudi%20Arabia
2021-01-21,16,9,0.0,8.7,4,52,11:53 AM,12:07 AM,06:38 AM,05:31 PM,-3,12,13,12,38,0,33,0.0,1023,16,10,222,27,Saudi%20Arabia
2021-01-22,16,5,0.0,8.7,4,59,12:26 PM,12:58 AM,06:38 AM,05:31 PM,-10,8,10,8,26,1,29,0.0,1026,16,10,223,17,Saudi%20Arabia
2021-01-23,18,6,0.0,8.7,4,67,01:03 PM,01:50 AM,06:38 AM,05:32 PM,-15,10,11,10,20,3,15,0.0,1024,18,10,122,12,Saudi%20Arabia
2021-01-24,21,6,0.0,8.7,4,74,01:44 PM,02:43 AM,06:38 AM,05:33 PM,-12,12,12,12,15,2,18,0.0,1022,21,10,111,8,Saudi%20Arabia
2021-01-25,23,9,0.0,8.7,5,81,02:29 PM,03:39 AM,06:37 AM,05:34 PM,-11,15,15,15,20,0,15,0.0,1021,23,10,139,12,Saudi%20Arabia
