date_time,United%20States%2C%20Kentucky_maxtempC,United%20States%2C%20Kentucky_mintempC,United%20States%2C%20Kentucky_totalSnow_cm,United%20States%2C%20Kentucky_sunHour,United%20States%2C%20Kentucky_uvIndex,United%20States%2C%20Kentucky_moon_illumination,United%20States%2C%20Kentucky_moonrise,United%20States%2C%20Kentucky_moonset,United%20States%2C%20Kentucky_sunrise,United%20States%2C%20Kentucky_sunset,United%20States%2C%20Kentucky_DewPointC,United%20States%2C%20Kentucky_FeelsLikeC,United%20States%2C%20Kentucky_HeatIndexC,United%20States%2C%20Kentucky_WindChillC,United%20States%2C%20Kentucky_WindGustKmph,United%20States%2C%20Kentucky_cloudcover,United%20States%2C%20Kentucky_humidity,United%20States%2C%20Kentucky_precipMM,United%20States%2C%20Kentucky_pressure,United%20States%2C%20Kentucky_tempC,United%20States%2C%20Kentucky_visibility,United%20States%2C%20Kentucky_winddirDegree,United%20States%2C%20Kentucky_windspeedKmph,United%20States%2C%20Kentucky_location
2020-10-24,15,10,0.0,3.9,3,49,02:58 PM,12:07 AM,07:01 AM,05:53 PM,12,13,14,13,16,95,85,1.4,1018,15,8,131,13,United%20States%2C%20Kentucky
2020-10-25,11,9,0.0,3.9,2,56,03:32 PM,01:10 AM,07:02 AM,05:51 PM,5,8,10,8,16,90,71,1.1,1018,11,7,52,13,United%20States%2C%20Kentucky
2020-10-26,13,11,0.0,5.5,3,64,04:00 PM,02:10 AM,07:04 AM,05:50 PM,6,10,11,10,13,83,70,0.9,1020,13,10,62,10,United%20States%2C%20Kentucky
2020-10-27,12,9,0.0,5.5,3,71,04:26 PM,03:10 AM,07:05 AM,05:49 PM,8,9,10,9,14,83,85,0.6,1024,12,9,35,11,United%20States%2C%20Kentucky
2020-10-28,18,9,0.0,8.7,3,78,04:51 PM,04:08 AM,07:06 AM,05:48 PM,8,13,13,13,7,54,74,0.0,1020,18,10,63,5,United%20States%2C%20Kentucky
2020-10-29,13,8,0.0,3.9,3,85,05:15 PM,05:05 AM,07:07 AM,05:47 PM,10,9,11,9,28,100,91,24.8,1007,13,8,52,21,United%20States%2C%20Kentucky
2020-10-30,11,5,0.0,8.7,3,93,05:39 PM,06:02 AM,07:08 AM,05:45 PM,3,6,8,6,16,22,71,1.5,1021,11,10,259,11,United%20States%2C%20Kentucky
2020-10-31,14,4,0.0,8.7,3,97,06:05 PM,07:00 AM,07:09 AM,05:44 PM,3,7,8,7,15,5,67,0.0,1026,14,10,132,10,United%20States%2C%20Kentucky
2020-11-01,11,3,0.0,7.1,2,89,06:34 PM,07:58 AM,07:10 AM,05:43 PM,1,5,9,5,34,25,60,0.0,1021,11,10,264,24,United%20States%2C%20Kentucky
2020-11-02,9,-0,0.0,8.7,2,81,07:07 PM,08:57 AM,07:11 AM,05:42 PM,-7,1,4,1,21,4,47,0.0,1028,9,10,275,14,United%20States%2C%20Kentucky
2020-11-03,14,4,0.0,8.7,3,74,07:45 PM,09:56 AM,07:12 AM,05:41 PM,2,6,8,6,20,1,66,0.0,1024,14,10,229,12,United%20States%2C%20Kentucky
2020-11-04,18,8,0.0,8.7,3,66,08:29 PM,10:54 AM,07:13 AM,05:40 PM,7,11,12,11,21,10,74,0.0,1026,18,10,198,13,United%20States%2C%20Kentucky
2020-11-05,17,11,0.0,8.7,4,58,09:20 PM,11:49 AM,07:14 AM,05:39 PM,7,12,13,12,19,24,68,0.0,1027,17,10,205,11,United%20States%2C%20Kentucky
2020-11-06,21,11,0.0,8.7,5,51,10:18 PM,12:40 PM,07:15 AM,05:38 PM,8,15,16,15,8,1,65,0.0,1026,21,10,174,5,United%20States%2C%20Kentucky
2020-11-07,23,12,0.0,8.7,5,43,11:21 PM,01:26 PM,07:16 AM,05:37 PM,9,17,18,17,7,0,63,0.0,1025,23,10,119,4,United%20States%2C%20Kentucky
2020-11-08,24,14,0.0,8.7,5,36,No moonrise,02:06 PM,07:18 AM,05:36 PM,12,18,19,18,11,7,68,0.0,1025,24,10,113,6,United%20States%2C%20Kentucky
2020-11-09,23,15,0.0,8.7,5,28,12:28 AM,02:42 PM,07:19 AM,05:35 PM,13,19,19,19,11,5,73,0.0,1022,23,10,140,7,United%20States%2C%20Kentucky
2020-11-10,22,17,0.0,3.8,4,21,01:38 AM,03:15 PM,07:20 AM,05:34 PM,16,19,19,19,23,71,82,6.2,1014,22,10,180,15,United%20States%2C%20Kentucky
2020-11-11,15,12,0.0,7.1,3,13,02:48 AM,03:46 PM,07:21 AM,05:34 PM,8,15,16,15,17,54,65,3.2,1015,15,10,289,12,United%20States%2C%20Kentucky
2020-11-12,13,5,0.0,8.7,3,6,04:00 AM,04:17 PM,07:22 AM,05:33 PM,1,7,9,7,15,0,59,0.0,1019,13,10,68,10,United%20States%2C%20Kentucky
2020-11-13,13,7,0.0,8.7,3,0,05:15 AM,04:50 PM,07:23 AM,05:32 PM,1,8,9,8,12,13,57,0.0,1021,13,10,279,8,United%20States%2C%20Kentucky
2020-11-14,11,4,0.0,3.8,2,0,06:30 AM,05:26 PM,07:24 AM,05:31 PM,-0,5,7,5,16,53,59,0.0,1020,11,10,121,10,United%20States%2C%20Kentucky
2020-11-15,13,8,0.0,8.7,4,0,07:47 AM,06:06 PM,07:25 AM,05:30 PM,3,8,11,8,40,27,55,7.2,1012,13,10,247,28,United%20States%2C%20Kentucky
2020-11-16,12,4,0.0,8.7,3,2,09:03 AM,06:54 PM,07:26 AM,05:30 PM,-2,5,8,5,29,2,49,0.0,1022,12,10,251,18,United%20States%2C%20Kentucky
2020-11-17,9,4,0.0,8.7,3,9,10:15 AM,07:49 PM,07:27 AM,05:29 PM,-1,4,7,4,25,0,58,0.0,1027,9,10,300,16,United%20States%2C%20Kentucky
2020-11-18,9,2,0.0,8.7,3,17,11:19 AM,08:49 PM,07:28 AM,05:28 PM,-6,4,5,4,11,7,45,0.0,1034,9,10,178,8,United%20States%2C%20Kentucky
2020-11-19,15,6,0.0,8.7,4,24,12:12 PM,09:54 PM,07:29 AM,05:28 PM,-1,7,10,7,34,1,48,0.0,1028,15,10,199,21,United%20States%2C%20Kentucky
2020-11-20,16,9,0.0,7.0,3,32,12:56 PM,10:58 PM,07:31 AM,05:27 PM,6,11,12,11,25,38,65,0.0,1029,16,10,216,16,United%20States%2C%20Kentucky
2020-11-21,13,8,0.0,3.7,3,39,01:33 PM,No moonset,07:32 AM,05:27 PM,10,11,12,11,15,100,89,2.3,1028,13,8,122,10,United%20States%2C%20Kentucky
2020-11-22,12,9,0.0,3.7,3,47,02:04 PM,12:01 AM,07:33 AM,05:26 PM,9,8,10,8,19,100,89,8.2,1021,12,8,193,14,United%20States%2C%20Kentucky
2020-11-23,11,4,0.0,8.7,2,54,02:31 PM,01:02 AM,07:34 AM,05:26 PM,2,5,7,5,11,27,73,0.0,1026,11,10,243,8,United%20States%2C%20Kentucky
2020-11-24,11,5,0.0,8.7,2,62,02:56 PM,02:01 AM,07:35 AM,05:25 PM,2,6,8,6,16,51,67,0.0,1024,11,10,130,10,United%20States%2C%20Kentucky
2020-11-25,16,5,0.0,3.7,3,70,03:20 PM,02:58 AM,07:36 AM,05:25 PM,9,11,12,11,32,81,80,10.0,1014,16,8,190,20,United%20States%2C%20Kentucky
2020-11-26,12,9,0.0,3.7,3,77,03:44 PM,03:55 AM,07:37 AM,05:25 PM,8,9,10,9,16,86,86,0.7,1017,12,10,228,11,United%20States%2C%20Kentucky
2020-11-27,14,8,0.0,8.7,4,85,04:09 PM,04:52 AM,07:38 AM,05:24 PM,6,10,11,10,11,31,75,0.0,1019,14,10,228,7,United%20States%2C%20Kentucky
2020-11-28,12,4,0.0,8.7,3,92,04:36 PM,05:50 AM,07:39 AM,05:24 PM,1,6,7,6,10,5,67,0.0,1022,12,10,284,6,United%20States%2C%20Kentucky
2020-11-29,11,4,0.0,3.7,2,100,05:08 PM,06:49 AM,07:40 AM,05:24 PM,-0,7,7,7,9,61,59,2.7,1018,11,10,193,6,United%20States%2C%20Kentucky
2020-11-30,5,1,1.8,3.7,1,100,05:44 PM,07:49 AM,07:41 AM,05:23 PM,1,0,4,0,21,98,82,7.4,1012,5,4,327,17,United%20States%2C%20Kentucky
2020-12-01,2,-2,0.0,8.7,2,89,06:26 PM,08:48 AM,07:42 AM,05:23 PM,-7,-5,-0,-5,24,35,63,0.0,1017,2,10,282,18,United%20States%2C%20Kentucky
2020-12-02,8,-2,0.0,8.7,2,82,07:16 PM,09:46 AM,07:43 AM,05:23 PM,-8,0,2,0,11,2,50,0.0,1026,8,10,220,7,United%20States%2C%20Kentucky
2020-12-03,6,1,0.0,7.0,1,75,08:12 PM,10:38 AM,07:44 AM,05:23 PM,-4,2,3,2,7,40,59,0.0,1026,6,10,183,5,United%20States%2C%20Kentucky
2020-12-04,9,3,0.0,5.3,2,67,09:14 PM,11:26 AM,07:44 AM,05:23 PM,2,4,5,4,11,81,80,0.2,1019,9,9,200,7,United%20States%2C%20Kentucky
2020-12-05,6,1,0.0,8.7,2,60,10:18 PM,12:07 PM,07:45 AM,05:23 PM,-1,1,3,1,12,10,75,0.0,1020,6,10,329,8,United%20States%2C%20Kentucky
2020-12-06,7,1,0.0,8.7,1,53,11:26 PM,12:43 PM,07:46 AM,05:23 PM,-1,3,4,3,6,41,69,0.0,1017,7,10,139,4,United%20States%2C%20Kentucky
2020-12-07,5,-0,0.0,8.7,2,46,No moonrise,01:16 PM,07:47 AM,05:23 PM,-3,-0,2,-0,11,31,69,0.0,1017,5,10,346,8,United%20States%2C%20Kentucky
2020-12-08,6,-1,0.0,8.7,2,38,12:33 AM,01:47 PM,07:48 AM,05:23 PM,-3,1,2,1,9,15,71,0.0,1021,6,10,261,6,United%20States%2C%20Kentucky
2020-12-09,10,2,0.0,8.7,3,31,01:43 AM,02:16 PM,07:49 AM,05:23 PM,2,3,5,3,19,20,80,0.0,1016,10,10,231,12,United%20States%2C%20Kentucky
2020-12-10,12,5,0.0,8.7,3,24,02:53 AM,02:46 PM,07:50 AM,05:23 PM,4,7,8,7,10,5,81,0.0,1018,12,10,174,6,United%20States%2C%20Kentucky
2020-12-11,14,7,0.0,7.0,3,17,04:05 AM,03:19 PM,07:50 AM,05:23 PM,6,8,9,8,20,35,82,0.0,1016,14,10,193,12,United%20States%2C%20Kentucky
2020-12-12,15,11,0.0,3.6,3,9,05:20 AM,03:56 PM,07:51 AM,05:23 PM,9,11,13,11,32,82,80,4.9,1009,15,8,208,23,United%20States%2C%20Kentucky
2020-12-13,7,5,0.0,5.3,2,2,06:35 AM,04:39 PM,07:52 AM,05:24 PM,2,4,6,4,13,71,74,0.0,1020,7,10,288,10,United%20States%2C%20Kentucky
2020-12-14,6,2,0.0,7.0,2,0,07:49 AM,05:30 PM,07:52 AM,05:24 PM,-0,2,5,2,17,47,71,2.4,1020,6,10,260,13,United%20States%2C%20Kentucky
2020-12-15,3,-1,0.0,3.6,1,0,08:58 AM,06:28 PM,07:53 AM,05:24 PM,-7,-3,1,-3,18,75,55,0.0,1025,3,10,61,13,United%20States%2C%20Kentucky
2020-12-16,5,2,0.2,3.6,1,5,09:58 AM,07:33 PM,07:54 AM,05:25 PM,0,-0,3,-0,15,99,83,1.6,1015,5,9,179,12,United%20States%2C%20Kentucky
2020-12-17,1,-0,0.1,3.6,1,12,10:48 AM,08:39 PM,07:54 AM,05:25 PM,-3,-3,0,-3,13,93,79,0.3,1021,1,10,280,10,United%20States%2C%20Kentucky
2020-12-18,5,-1,0.0,8.7,1,20,11:30 AM,09:46 PM,07:55 AM,05:25 PM,-4,-1,1,-1,10,50,70,0.2,1028,5,10,202,7,United%20States%2C%20Kentucky
2020-12-19,6,1,0.0,5.3,1,27,12:03 PM,10:49 PM,07:55 AM,05:26 PM,-1,-0,3,-0,22,85,71,0.3,1024,6,10,190,14,United%20States%2C%20Kentucky
2020-12-20,8,4,0.0,5.3,2,34,12:32 PM,11:50 PM,07:56 AM,05:26 PM,3,3,6,3,17,80,84,10.6,1016,8,7,224,12,United%20States%2C%20Kentucky
2020-12-21,8,4,0.0,7.0,2,41,12:59 PM,No moonset,07:57 AM,05:27 PM,2,2,5,2,27,51,78,0.0,1012,8,10,241,19,United%20States%2C%20Kentucky
2020-12-22,7,1,0.0,8.7,2,49,01:23 PM,12:48 AM,07:57 AM,05:27 PM,-2,1,4,1,18,6,64,0.0,1021,7,10,252,11,United%20States%2C%20Kentucky
2020-12-23,11,3,0.0,5.3,2,56,01:47 PM,01:46 AM,07:57 AM,05:28 PM,1,4,7,4,34,54,66,1.5,1016,11,9,181,21,United%20States%2C%20Kentucky
2020-12-24,1,-4,5.8,3.6,1,63,02:11 PM,02:43 AM,07:58 AM,05:28 PM,-4,-4,1,-4,25,96,72,7.6,1008,1,6,273,21,United%20States%2C%20Kentucky
2020-12-25,-7,-9,0.0,5.3,1,70,02:38 PM,03:41 AM,07:58 AM,05:29 PM,-16,-13,-7,-13,20,61,47,0.0,1016,-7,10,284,17,United%20States%2C%20Kentucky
2020-12-26,3,-10,0.0,8.7,2,78,03:08 PM,04:39 AM,07:59 AM,05:30 PM,-11,-7,-2,-7,18,10,53,0.0,1018,3,10,237,13,United%20States%2C%20Kentucky
2020-12-27,9,-1,0.0,8.7,1,85,03:42 PM,05:39 AM,07:59 AM,05:30 PM,0,-0,3,-0,26,41,80,0.1,1017,9,10,197,16,United%20States%2C%20Kentucky
2020-12-28,5,-0,0.0,3.6,1,92,04:22 PM,06:39 AM,07:59 AM,05:31 PM,-1,-1,3,-1,23,89,76,0.3,1024,5,10,271,16,United%20States%2C%20Kentucky
2020-12-29,4,-1,0.0,7.0,1,100,05:10 PM,07:38 AM,07:59 AM,05:32 PM,-4,-2,1,-2,13,29,68,0.0,1032,4,10,131,9,United%20States%2C%20Kentucky
2020-12-30,12,3,0.0,3.5,2,100,06:05 PM,08:32 AM,08:00 AM,05:33 PM,6,5,8,5,33,83,83,2.1,1019,12,10,188,20,United%20States%2C%20Kentucky
2020-12-31,2,-3,0.0,3.5,1,89,07:06 PM,09:23 AM,08:00 AM,05:33 PM,1,-1,3,-1,16,99,92,17.4,1022,2,7,143,12,United%20States%2C%20Kentucky
2021-01-01,15,1,0.0,3.5,2,79,08:11 PM,10:07 AM,08:00 AM,05:34 PM,5,4,7,4,27,91,91,12.3,1015,15,9,124,16,United%20States%2C%20Kentucky
2021-01-02,9,7,0.0,3.5,2,71,09:18 PM,10:45 AM,08:00 AM,05:35 PM,6,7,8,7,14,88,87,0.5,1016,9,10,203,10,United%20States%2C%20Kentucky
2021-01-03,6,4,0.0,3.5,2,64,10:26 PM,11:19 AM,08:00 AM,05:36 PM,3,3,5,3,16,97,85,4.2,1015,6,9,225,12,United%20States%2C%20Kentucky
2021-01-04,7,1,0.0,8.7,1,57,11:34 PM,11:50 AM,08:00 AM,05:37 PM,1,1,3,1,12,38,82,0.0,1019,7,10,230,8,United%20States%2C%20Kentucky
2021-01-05,6,2,0.0,7.0,1,50,No moonrise,12:19 PM,08:00 AM,05:38 PM,0,1,4,1,16,49,76,0.2,1019,6,10,292,12,United%20States%2C%20Kentucky
2021-01-06,4,0,0.0,5.2,1,42,12:42 AM,12:48 PM,08:00 AM,05:39 PM,-2,1,2,1,7,45,78,0.2,1025,4,10,141,5,United%20States%2C%20Kentucky
2021-01-07,4,-0,0.0,5.2,1,35,01:51 AM,01:19 PM,08:00 AM,05:39 PM,-3,-2,1,-2,19,52,75,0.0,1024,4,10,63,13,United%20States%2C%20Kentucky
2021-01-08,3,-1,0.9,5.3,1,28,03:02 AM,01:52 PM,08:00 AM,05:40 PM,-3,-4,1,-4,20,64,78,1.1,1021,3,7,80,15,United%20States%2C%20Kentucky
2021-01-09,2,-1,0.0,5.3,1,20,04:14 AM,02:31 PM,08:00 AM,05:41 PM,-5,-3,0,-3,11,68,70,0.1,1023,2,10,277,8,United%20States%2C%20Kentucky
2021-01-10,5,-4,0.0,8.7,2,13,05:28 AM,03:17 PM,08:00 AM,05:42 PM,-5,-0,1,-0,4,17,67,0.0,1028,5,10,211,3,United%20States%2C%20Kentucky
2021-01-11,4,-1,0.0,8.7,2,6,06:37 AM,04:11 PM,08:00 AM,05:43 PM,-4,-0,1,-0,7,42,68,0.0,1027,4,10,300,5,United%20States%2C%20Kentucky
2021-01-12,6,-2,0.0,8.7,2,0,07:41 AM,05:12 PM,07:59 AM,05:44 PM,-4,-3,1,-3,18,2,69,0.0,1026,6,10,228,12,United%20States%2C%20Kentucky
2021-01-13,7,-1,0.0,7.0,1,0,08:36 AM,06:18 PM,07:59 AM,05:45 PM,-2,-2,2,-2,23,19,77,0.0,1020,7,10,219,14,United%20States%2C%20Kentucky
2021-01-14,7,-2,0.0,3.7,1,1,09:22 AM,07:26 PM,07:59 AM,05:46 PM,1,-1,3,-1,24,80,83,0.1,1009,7,10,210,17,United%20States%2C%20Kentucky
2021-01-15,4,1,0.1,7.0,1,8,09:59 AM,08:31 PM,07:58 AM,05:47 PM,-3,-2,2,-2,24,65,68,1.0,1003,4,9,233,17,United%20States%2C%20Kentucky
2021-01-16,2,-4,0.7,3.7,1,16,10:31 AM,09:35 PM,07:58 AM,05:48 PM,-2,-3,0,-3,19,99,85,1.0,1006,2,8,261,15,United%20States%2C%20Kentucky
2021-01-17,2,-1,0.3,3.7,1,23,10:59 AM,10:35 PM,07:58 AM,05:50 PM,-2,-4,0,-4,19,100,87,1.0,1010,2,8,246,15,United%20States%2C%20Kentucky
2021-01-18,0,-2,0.7,3.7,1,30,11:25 AM,11:35 PM,07:57 AM,05:51 PM,-3,-5,-1,-5,18,94,83,0.9,1016,0,7,264,14,United%20States%2C%20Kentucky
2021-01-19,3,-4,0.0,5.4,1,38,11:49 AM,No moonset,07:57 AM,05:52 PM,-1,-2,1,-2,15,60,84,0.5,1023,3,8,252,10,United%20States%2C%20Kentucky
2021-01-20,3,-1,0.0,8.7,2,45,12:13 PM,12:32 AM,07:56 AM,05:53 PM,-3,-3,1,-3,21,28,74,0.0,1025,3,10,254,13,United%20States%2C%20Kentucky
2021-01-21,8,-3,0.0,5.4,2,52,12:38 PM,01:30 AM,07:56 AM,05:54 PM,1,1,4,1,25,57,78,0.0,1014,8,10,248,16,United%20States%2C%20Kentucky
2021-01-22,3,-2,0.0,8.7,2,59,01:07 PM,02:27 AM,07:55 AM,05:55 PM,-5,-3,1,-3,17,5,65,0.0,1018,3,10,311,12,United%20States%2C%20Kentucky
2021-01-23,2,-4,0.0,8.7,2,67,01:39 PM,03:27 AM,07:55 AM,05:56 PM,-12,-5,-2,-5,13,10,47,0.0,1027,2,10,126,9,United%20States%2C%20Kentucky
2021-01-24,3,-1,0.0,3.8,1,74,02:16 PM,04:26 AM,07:54 AM,05:57 PM,-4,-1,1,-1,12,81,68,1.5,1019,3,7,120,7,United%20States%2C%20Kentucky
2021-01-25,8,-1,0.0,3.8,2,81,03:01 PM,05:25 AM,07:53 AM,05:58 PM,5,2,5,2,20,100,98,43.1,1010,8,3,103,12,United%20States%2C%20Kentucky
2021-01-26,13,1,0.0,8.7,3,88,03:53 PM,06:22 AM,07:53 AM,05:59 PM,6,7,9,7,22,44,83,3.5,1007,13,9,221,14,United%20States%2C%20Kentucky
2021-01-27,2,-0,1.4,5.2,1,96,04:52 PM,07:15 AM,07:52 AM,06:00 PM,-0,-1,2,-1,15,75,85,1.6,1019,2,8,330,11,United%20States%2C%20Kentucky
2021-01-28,-1,-5,1.3,10.5,2,100,05:58 PM,08:02 AM,07:51 AM,06:02 PM,-6,-7,-3,-7,15,25,80,2.2,1034,-1,9,260,11,United%20States%2C%20Kentucky
2021-01-29,1,-5,0.0,10.5,2,90,07:06 PM,08:43 AM,07:50 AM,06:03 PM,-5,-4,-2,-4,8,9,84,0.0,1031,1,10,146,5,United%20States%2C%20Kentucky
2021-01-30,4,-3,0.0,10.0,1,82,08:15 PM,09:20 AM,07:50 AM,06:04 PM,-3,-4,0,-4,21,48,80,2.9,1021,4,10,127,13,United%20States%2C%20Kentucky
2021-01-31,8,-1,0.0,5.3,2,79,09:25 PM,09:52 AM,07:49 AM,06:05 PM,5,2,6,2,29,100,94,6.1,1006,8,8,197,18,United%20States%2C%20Kentucky
2021-02-01,-0,-1,1.4,5.3,1,63,10:34 PM,10:22 AM,07:48 AM,06:06 PM,-2,-5,0,-5,25,99,84,2.5,1016,-0,6,335,20,United%20States%2C%20Kentucky
2021-02-02,2,-4,0.0,10.0,1,55,11:44 PM,10:51 AM,07:47 AM,06:07 PM,-5,-7,-2,-7,22,54,77,0.0,1022,2,10,337,16,United%20States%2C%20Kentucky
2021-02-03,3,-4,0.0,10.6,2,48,No moonrise,11:21 AM,07:46 AM,06:08 PM,-5,-3,-1,-3,11,32,76,0.1,1022,3,10,287,8,United%20States%2C%20Kentucky
2021-02-04,4,-1,0.0,8.5,1,40,12:53 AM,11:53 AM,07:45 AM,06:09 PM,-2,-2,1,-2,26,72,75,8.1,1010,4,9,169,16,United%20States%2C%20Kentucky
2021-02-05,2,-4,3.7,8.5,1,33,02:04 AM,12:29 PM,07:44 AM,06:10 PM,-6,-6,-1,-6,28,57,69,6.4,1009,2,7,265,22,United%20States%2C%20Kentucky
2021-02-06,1,-3,0.1,8.5,1,25,03:16 AM,01:12 PM,07:43 AM,06:12 PM,-7,-4,-1,-4,12,61,65,0.4,1018,1,9,188,8,United%20States%2C%20Kentucky
2021-02-07,-5,-9,2.4,8.5,1,18,04:25 AM,02:01 PM,07:42 AM,06:13 PM,-9,-11,-6,-11,17,81,77,3.0,1022,-5,6,188,14,United%20States%2C%20Kentucky
