date_time,United%20States%2C%20Kentucky_maxtempC,United%20States%2C%20Kentucky_mintempC,United%20States%2C%20Kentucky_totalSnow_cm,United%20States%2C%20Kentucky_sunHour,United%20States%2C%20Kentucky_uvIndex,United%20States%2C%20Kentucky_moon_illumination,United%20States%2C%20Kentucky_moonrise,United%20States%2C%20Kentucky_moonset,United%20States%2C%20Kentucky_sunrise,United%20States%2C%20Kentucky_sunset,United%20States%2C%20Kentucky_DewPointC,United%20States%2C%20Kentucky_FeelsLikeC,United%20States%2C%20Kentucky_HeatIndexC,United%20States%2C%20Kentucky_WindChillC,United%20States%2C%20Kentucky_WindGustKmph,United%20States%2C%20Kentucky_cloudcover,United%20States%2C%20Kentucky_humidity,United%20States%2C%20Kentucky_precipMM,United%20States%2C%20Kentucky_pressure,United%20States%2C%20Kentucky_tempC,United%20States%2C%20Kentucky_visibility,United%20States%2C%20Kentucky_winddirDegree,United%20States%2C%20Kentucky_windspeedKmph,United%20States%2C%20Kentucky_location
2020-01-01,6,-4,0.0,8.7,1,37,12:10 PM,11:52 PM,08:00 AM,05:34 PM,-3,-2,2,-2,19,27,71,0.0,1016,6,10,240,13,United%20States%2C%20Kentucky
2020-01-02,9,5,0.0,3.5,2,44,12:36 PM,No moonset,08:00 AM,05:34 PM,3,3,7,3,28,66,80,3.9,1010,9,9,191,18,United%20States%2C%20Kentucky
2020-01-03,14,6,0.0,3.5,3,51,01:02 PM,12:49 AM,08:00 AM,05:35 PM,10,10,11,10,19,89,92,11.6,1005,14,9,203,13,United%20States%2C%20Kentucky
2020-01-04,7,2,0.5,3.5,1,59,01:28 PM,01:46 AM,08:00 AM,05:36 PM,2,2,5,2,21,91,83,3.6,1014,7,6,285,17,United%20States%2C%20Kentucky
2020-01-05,7,-0,0.0,8.7,2,66,01:56 PM,02:44 AM,08:00 AM,05:37 PM,-1,-1,3,-1,24,9,74,0.0,1022,7,10,252,17,United%20States%2C%20Kentucky
2020-01-06,7,-0,0.0,8.7,2,73,02:28 PM,03:45 AM,08:00 AM,05:38 PM,-4,2,3,2,12,26,62,0.0,1022,7,10,221,7,United%20States%2C%20Kentucky
2020-01-07,6,1,0.0,8.7,1,80,03:05 PM,04:46 AM,08:00 AM,05:39 PM,-4,0,3,0,16,24,62,0.1,1020,6,10,206,11,United%20States%2C%20Kentucky
2020-01-08,5,0,0.0,8.7,2,88,03:50 PM,05:50 AM,08:00 AM,05:40 PM,-7,-1,2,-1,17,10,54,0.0,1028,5,10,235,10,United%20States%2C%20Kentucky
2020-01-09,11,2,0.0,7.0,2,95,04:41 PM,06:53 AM,08:00 AM,05:41 PM,-1,3,6,3,28,40,63,1.1,1027,11,10,168,17,United%20States%2C%20Kentucky
2020-01-10,14,7,0.0,3.5,3,100,05:42 PM,07:54 AM,08:00 AM,05:42 PM,9,10,12,10,30,92,85,15.8,1022,14,9,186,18,United%20States%2C%20Kentucky
2020-01-11,19,11,0.0,3.5,4,100,06:49 PM,08:48 AM,08:00 AM,05:43 PM,13,16,16,16,42,85,81,26.1,1008,19,9,183,26,United%20States%2C%20Kentucky
2020-01-12,8,5,0.0,3.7,2,83,08:01 PM,09:37 AM,07:59 AM,05:44 PM,3,5,7,5,20,90,76,0.1,1021,8,10,227,16,United%20States%2C%20Kentucky
2020-01-13,10,4,0.0,7.0,2,76,09:13 PM,10:18 AM,07:59 AM,05:45 PM,4,6,7,6,10,56,80,0.0,1026,10,10,188,6,United%20States%2C%20Kentucky
2020-01-14,14,6,0.0,8.7,3,69,10:24 PM,10:55 AM,07:59 AM,05:46 PM,7,8,9,8,13,39,87,0.0,1021,14,8,210,8,United%20States%2C%20Kentucky
2020-01-15,15,7,0.0,3.7,3,61,11:35 PM,11:29 AM,07:59 AM,05:47 PM,9,9,10,9,18,54,93,0.8,1018,15,7,196,10,United%20States%2C%20Kentucky
2020-01-16,4,0,0.0,8.7,1,54,No moonrise,12:00 PM,07:58 AM,05:48 PM,-4,-0,3,-0,19,40,62,0.3,1033,4,10,316,14,United%20States%2C%20Kentucky
2020-01-17,3,-3,0.0,7.0,1,47,12:43 AM,12:31 PM,07:58 AM,05:49 PM,-10,-4,-0,-4,20,51,48,0.0,1037,3,10,101,15,United%20States%2C%20Kentucky
2020-01-18,11,-3,0.0,3.7,2,40,01:51 AM,01:04 PM,07:58 AM,05:50 PM,2,4,7,4,38,94,73,8.1,1018,11,9,214,27,United%20States%2C%20Kentucky
2020-01-19,-4,-8,0.0,8.7,2,32,02:59 AM,01:40 PM,07:57 AM,05:51 PM,-13,-11,-4,-11,25,26,54,0.0,1025,-4,10,287,21,United%20States%2C%20Kentucky
2020-01-20,-2,-8,0.0,7.0,1,25,04:06 AM,02:19 PM,07:57 AM,05:52 PM,-12,-10,-5,-10,12,48,59,0.0,1033,-2,10,238,9,United%20States%2C%20Kentucky
2020-01-21,3,-5,0.0,8.7,2,18,05:10 AM,03:04 PM,07:56 AM,05:53 PM,-11,-4,-1,-4,9,10,48,0.0,1035,3,10,45,6,United%20States%2C%20Kentucky
2020-01-22,2,-3,0.0,3.7,1,11,06:11 AM,03:54 PM,07:56 AM,05:54 PM,-11,-3,-1,-3,10,50,46,0.0,1030,2,10,150,7,United%20States%2C%20Kentucky
2020-01-23,6,-0,0.0,3.8,1,3,07:06 AM,04:49 PM,07:55 AM,05:55 PM,-5,-0,2,-0,16,81,56,0.4,1023,6,8,164,10,United%20States%2C%20Kentucky
2020-01-24,6,-1,0.1,3.8,1,0,07:55 AM,05:47 PM,07:54 AM,05:56 PM,3,1,4,1,18,96,91,8.3,1013,6,9,181,12,United%20States%2C%20Kentucky
2020-01-25,4,2,0.2,3.8,1,0,08:36 AM,06:47 PM,07:54 AM,05:57 PM,2,-0,4,-0,24,100,89,0.9,1014,4,8,250,18,United%20States%2C%20Kentucky
2020-01-26,5,-1,0.0,8.7,1,4,09:12 AM,07:46 PM,07:53 AM,05:58 PM,-1,-1,2,-1,15,71,81,0.3,1017,5,10,247,11,United%20States%2C%20Kentucky
2020-01-27,5,1,0.0,5.2,1,11,09:44 AM,08:44 PM,07:52 AM,06:00 PM,1,1,4,1,12,95,83,0.6,1015,5,8,300,9,United%20States%2C%20Kentucky
2020-01-28,4,-0,0.0,5.2,1,18,10:12 AM,09:42 PM,07:52 AM,06:01 PM,-2,1,2,1,7,75,78,0.0,1019,4,10,314,5,United%20States%2C%20Kentucky
2020-01-29,4,0,0.0,5.3,1,26,10:38 AM,10:38 PM,07:51 AM,06:02 PM,-1,0,2,0,9,93,77,0.0,1019,4,10,48,6,United%20States%2C%20Kentucky
2020-01-30,6,1,0.0,6.8,1,33,11:03 AM,11:35 PM,07:50 AM,06:03 PM,-1,2,3,2,7,77,74,0.0,1022,6,10,110,5,United%20States%2C%20Kentucky
2020-01-31,8,3,0.0,5.3,2,37,11:29 AM,No moonset,07:49 AM,06:04 PM,1,5,5,5,4,90,76,0.0,1021,8,10,203,3,United%20States%2C%20Kentucky
2020-02-01,7,3,0.0,5.3,2,49,11:56 AM,12:32 AM,07:49 AM,06:05 PM,2,3,5,3,11,85,85,0.4,1017,7,9,168,8,United%20States%2C%20Kentucky
2020-02-02,12,2,0.0,10.6,3,57,12:25 PM,01:30 AM,07:48 AM,06:06 PM,2,3,6,3,27,16,77,0.0,1012,12,10,244,17,United%20States%2C%20Kentucky
2020-02-03,14,6,0.0,10.6,3,64,12:59 PM,02:30 AM,07:47 AM,06:07 PM,6,8,10,8,23,40,81,0.0,1011,14,8,205,14,United%20States%2C%20Kentucky
2020-02-04,14,11,0.0,5.3,3,72,01:39 PM,03:32 AM,07:46 AM,06:09 PM,11,12,13,12,21,96,90,7.9,1008,14,8,216,15,United%20States%2C%20Kentucky
2020-02-05,3,-0,0.0,5.3,1,79,02:26 PM,04:34 AM,07:45 AM,06:10 PM,2,-0,4,-0,21,100,88,3.6,1009,3,6,51,17,United%20States%2C%20Kentucky
2020-02-06,9,1,0.2,5.3,2,87,03:22 PM,05:36 AM,07:44 AM,06:11 PM,4,3,5,3,17,100,90,6.0,998,9,7,222,12,United%20States%2C%20Kentucky
2020-02-07,1,-2,2.9,6.9,1,95,04:26 PM,06:33 AM,07:43 AM,06:12 PM,-3,-5,-1,-5,20,81,84,3.7,1005,1,6,303,16,United%20States%2C%20Kentucky
2020-02-08,3,-1,1.4,5.4,1,100,05:37 PM,07:25 AM,07:42 AM,06:13 PM,-3,-3,1,-3,18,78,79,1.7,1020,3,8,229,13,United%20States%2C%20Kentucky
2020-02-09,7,-2,0.0,8.5,1,100,06:51 PM,08:11 AM,07:41 AM,06:14 PM,-2,-1,2,-1,19,54,75,0.4,1024,7,10,189,12,United%20States%2C%20Kentucky
2020-02-10,10,-1,0.0,5.4,2,83,08:05 PM,08:51 AM,07:40 AM,06:15 PM,5,4,7,4,24,100,88,12.2,1019,10,6,162,16,United%20States%2C%20Kentucky
2020-02-11,7,3,0.0,10.0,1,75,09:19 PM,09:27 AM,07:39 AM,06:16 PM,1,2,5,2,14,60,76,1.0,1019,7,8,259,11,United%20States%2C%20Kentucky
2020-02-12,3,-2,0.0,5.4,1,68,10:31 PM,10:00 AM,07:38 AM,06:17 PM,1,1,3,1,13,74,84,16.6,1016,3,9,93,9,United%20States%2C%20Kentucky
2020-02-13,5,-5,0.3,5.4,1,60,11:42 PM,10:32 AM,07:37 AM,06:19 PM,-1,-3,1,-3,21,99,83,24.3,1014,5,7,265,17,United%20States%2C%20Kentucky
2020-02-14,-1,-9,0.0,10.9,2,53,No moonrise,11:05 AM,07:35 AM,06:20 PM,-14,-10,-5,-10,13,31,52,0.0,1034,-1,10,284,11,United%20States%2C%20Kentucky
2020-02-15,5,-4,0.0,10.1,1,45,12:51 AM,11:40 AM,07:34 AM,06:21 PM,-12,-4,-0,-4,16,17,42,0.0,1029,5,10,163,11,United%20States%2C%20Kentucky
2020-02-16,6,1,0.0,5.4,1,38,01:59 AM,12:18 PM,07:33 AM,06:22 PM,-0,1,3,1,11,70,79,0.0,1021,6,10,197,6,United%20States%2C%20Kentucky
2020-02-17,10,1,0.0,5.5,2,30,03:05 AM,01:02 PM,07:32 AM,06:23 PM,3,3,5,3,17,76,88,0.0,1018,10,9,109,10,United%20States%2C%20Kentucky
2020-02-18,11,5,0.0,5.5,2,22,04:06 AM,01:50 PM,07:31 AM,06:24 PM,8,7,9,7,19,93,90,12.3,1016,11,6,284,13,United%20States%2C%20Kentucky
2020-02-19,7,-0,0.0,11.0,1,15,05:02 AM,02:43 PM,07:29 AM,06:25 PM,-3,-1,3,-1,17,28,68,0.0,1031,7,10,42,12,United%20States%2C%20Kentucky
2020-02-20,3,-1,0.0,7.0,1,7,05:52 AM,03:40 PM,07:28 AM,06:26 PM,-6,-3,1,-3,20,74,58,0.0,1034,3,10,17,15,United%20States%2C%20Kentucky
2020-02-21,5,-5,0.0,11.0,2,0,06:35 AM,04:38 PM,07:27 AM,06:27 PM,-12,-3,-0,-3,10,0,44,0.0,1037,5,10,97,8,United%20States%2C%20Kentucky
2020-02-22,8,-2,0.0,11.0,2,0,07:12 AM,05:37 PM,07:25 AM,06:28 PM,-9,-0,2,-0,14,1,45,0.0,1031,8,10,223,10,United%20States%2C%20Kentucky
2020-02-23,10,0,0.0,11.1,3,0,07:45 AM,06:36 PM,07:24 AM,06:29 PM,-2,2,5,2,19,20,63,0.3,1023,10,10,205,12,United%20States%2C%20Kentucky
2020-02-24,7,2,0.0,5.5,2,0,08:14 AM,07:34 PM,07:23 AM,06:30 PM,6,4,6,4,18,96,92,4.9,1013,7,7,181,12,United%20States%2C%20Kentucky
2020-02-25,11,2,0.0,5.6,3,8,08:40 AM,08:30 PM,07:21 AM,06:31 PM,8,7,9,7,20,100,88,2.5,1005,11,9,217,14,United%20States%2C%20Kentucky
2020-02-26,3,0,0.2,7.1,1,15,09:06 AM,09:27 PM,07:20 AM,06:33 PM,-2,-1,3,-1,20,79,71,0.2,1012,3,10,280,16,United%20States%2C%20Kentucky
2020-02-27,2,-4,0.0,11.2,2,23,09:31 AM,10:23 PM,07:19 AM,06:34 PM,-12,-7,-1,-7,27,30,46,0.2,1019,2,10,276,21,United%20States%2C%20Kentucky
2020-02-28,0,-4,0.0,11.2,2,30,09:57 AM,11:21 PM,07:17 AM,06:35 PM,-13,-7,-2,-7,19,34,44,0.0,1023,0,10,298,15,United%20States%2C%20Kentucky
2020-02-29,5,-4,0.0,11.2,2,38,10:25 AM,No moonset,07:16 AM,06:36 PM,-8,-3,0,-3,15,18,60,0.1,1023,5,10,288,11,United%20States%2C%20Kentucky
2020-03-01,14,-0,0.0,10.1,2,44,10:56 AM,12:19 AM,07:14 AM,06:37 PM,-0,4,6,4,24,28,62,0.3,1018,14,10,198,15,United%20States%2C%20Kentucky
2020-03-02,15,6,0.0,5.6,3,51,11:32 AM,01:19 AM,07:13 AM,06:38 PM,10,9,11,9,25,100,88,16.3,1010,15,7,211,16,United%20States%2C%20Kentucky
2020-03-03,14,10,0.0,10.1,3,58,12:14 PM,02:19 AM,07:11 AM,06:39 PM,7,10,11,10,17,52,76,1.1,1007,14,8,252,12,United%20States%2C%20Kentucky
2020-03-04,14,5,0.0,11.3,3,65,01:05 PM,03:20 AM,07:10 AM,06:40 PM,1,7,9,7,24,21,58,0.0,1015,14,10,252,16,United%20States%2C%20Kentucky
2020-03-05,13,5,0.0,8.6,2,73,02:04 PM,04:17 AM,07:08 AM,06:41 PM,1,7,9,7,15,64,61,0.0,1018,13,10,160,10,United%20States%2C%20Kentucky
2020-03-06,6,2,0.0,10.1,1,80,03:11 PM,05:11 AM,07:07 AM,06:42 PM,-4,0,5,0,31,45,56,0.2,1023,6,10,314,22,United%20States%2C%20Kentucky
2020-03-07,10,-1,0.0,11.4,3,87,04:22 PM,05:59 AM,07:06 AM,06:43 PM,-5,2,4,2,10,2,57,0.0,1033,10,10,199,7,United%20States%2C%20Kentucky
2020-03-08,13,2,0.0,7.2,2,95,05:38 PM,06:42 AM,07:04 AM,06:44 PM,-1,5,8,5,20,43,54,0.0,1030,13,10,192,13,United%20States%2C%20Kentucky
2020-03-09,15,9,0.0,5.7,3,100,06:53 PM,07:20 AM,07:03 AM,06:45 PM,6,10,12,10,34,57,67,0.7,1025,15,10,201,23,United%20States%2C%20Kentucky
2020-03-10,15,12,0.0,5.7,3,100,08:08 PM,07:55 AM,07:01 AM,06:46 PM,11,13,14,13,27,94,79,8.9,1019,15,9,267,19,United%20States%2C%20Kentucky
2020-03-11,15,9,0.0,5.9,3,84,09:22 PM,08:28 AM,06:59 AM,06:47 PM,8,11,12,11,11,82,77,0.2,1017,15,10,208,8,United%20States%2C%20Kentucky
2020-03-12,18,11,0.0,7.4,3,76,10:35 PM,09:02 AM,06:58 AM,06:48 PM,11,14,14,14,11,75,82,0.7,1011,18,10,175,8,United%20States%2C%20Kentucky
2020-03-13,11,7,0.0,11.6,2,69,11:47 PM,09:37 AM,06:56 AM,06:49 PM,3,8,10,8,25,50,63,14.0,1019,11,9,312,17,United%20States%2C%20Kentucky
2020-03-14,5,-1,0.0,6.0,1,62,No moonrise,10:15 AM,06:55 AM,06:50 PM,-2,1,4,1,16,75,70,9.1,1031,5,7,80,11,United%20States%2C%20Kentucky
2020-03-15,7,-1,0.0,6.0,1,55,12:56 AM,10:58 AM,06:53 AM,06:51 PM,1,1,4,1,18,94,82,0.7,1032,7,8,57,14,United%20States%2C%20Kentucky
2020-03-16,11,2,0.0,8.8,2,47,02:00 AM,11:46 AM,06:52 AM,06:52 PM,2,4,6,4,10,47,75,0.0,1027,11,10,170,7,United%20States%2C%20Kentucky
2020-03-17,15,7,0.0,7.4,3,40,02:59 AM,12:38 PM,06:50 AM,06:53 PM,6,10,10,10,5,83,74,0.0,1024,15,10,253,4,United%20States%2C%20Kentucky
2020-03-18,17,7,0.0,7.4,3,33,03:51 AM,01:34 PM,06:49 AM,06:54 PM,10,11,12,11,19,60,87,2.2,1022,17,10,141,11,United%20States%2C%20Kentucky
2020-03-19,19,9,0.0,6.0,4,25,04:36 AM,02:32 PM,06:47 AM,06:55 PM,16,16,16,16,26,94,95,10.2,1016,19,7,199,15,United%20States%2C%20Kentucky
2020-03-20,21,10,0.0,8.8,4,18,05:15 AM,03:31 PM,06:46 AM,06:55 PM,13,17,17,17,32,73,78,16.1,1016,21,9,248,22,United%20States%2C%20Kentucky
2020-03-21,9,1,0.0,11.6,2,11,05:48 AM,04:29 PM,06:44 AM,06:56 PM,-3,2,5,2,17,30,58,0.0,1031,9,10,16,13,United%20States%2C%20Kentucky
2020-03-22,11,2,0.0,10.2,2,4,06:17 AM,05:28 PM,06:42 AM,06:57 PM,0,4,6,4,16,36,66,0.9,1027,11,9,78,11,United%20States%2C%20Kentucky
2020-03-23,14,8,0.0,6.1,3,0,06:44 AM,06:24 PM,06:41 AM,06:58 PM,9,10,11,10,10,89,87,3.8,1020,14,8,236,7,United%20States%2C%20Kentucky
2020-03-24,13,9,0.0,6.1,3,0,07:10 AM,07:21 PM,06:39 AM,06:59 PM,9,10,11,10,17,69,87,19.1,1014,13,9,92,11,United%20States%2C%20Kentucky
2020-03-25,19,8,0.0,11.6,4,3,07:35 AM,08:17 PM,06:38 AM,07:00 PM,7,11,13,11,15,41,72,19.7,1011,19,9,159,10,United%20States%2C%20Kentucky
2020-03-26,21,10,0.0,11.6,5,11,08:00 AM,09:15 PM,06:36 AM,07:01 PM,11,15,16,15,20,28,77,0.0,1012,21,10,193,13,United%20States%2C%20Kentucky
2020-03-27,23,15,0.0,6.3,5,18,08:27 AM,10:13 PM,06:35 AM,07:02 PM,16,19,20,19,18,82,81,1.9,1008,23,10,173,11,United%20States%2C%20Kentucky
2020-03-28,23,15,0.0,6.4,5,25,08:57 AM,11:12 PM,06:33 AM,07:03 PM,18,20,21,20,28,68,85,1.9,1007,23,10,208,19,United%20States%2C%20Kentucky
2020-03-29,18,14,0.0,11.6,4,32,09:31 AM,No moonset,06:32 AM,07:04 PM,10,16,17,16,36,38,64,19.3,1010,18,9,237,26,United%20States%2C%20Kentucky
2020-03-30,16,9,0.0,11.6,3,40,10:10 AM,12:11 AM,06:30 AM,07:05 PM,3,11,12,11,24,18,53,0.0,1019,16,10,270,15,United%20States%2C%20Kentucky
2020-03-31,8,6,0.0,6.4,2,44,10:56 AM,01:11 AM,06:29 AM,07:06 PM,2,5,7,5,15,75,68,0.4,1016,8,8,52,12,United%20States%2C%20Kentucky
2020-04-01,11,4,0.0,7.7,2,56,11:50 AM,02:08 AM,06:27 AM,07:07 PM,3,5,7,5,15,70,74,0.4,1017,11,10,263,10,United%20States%2C%20Kentucky
2020-04-02,17,5,0.0,11.6,4,64,12:51 PM,03:02 AM,06:25 AM,07:08 PM,3,11,11,11,5,23,62,0.0,1021,17,10,107,3,United%20States%2C%20Kentucky
2020-04-03,19,8,0.0,11.6,3,71,01:59 PM,03:50 AM,06:24 AM,07:09 PM,5,13,13,13,10,33,60,0.0,1020,19,10,105,7,United%20States%2C%20Kentucky
2020-04-04,21,11,0.0,7.7,4,79,03:10 PM,04:33 AM,06:22 AM,07:10 PM,8,16,16,16,7,57,61,0.1,1016,21,10,177,5,United%20States%2C%20Kentucky
2020-04-05,17,11,0.0,6.5,3,87,04:24 PM,05:13 AM,06:21 AM,07:11 PM,11,13,14,13,10,82,84,3.7,1019,17,9,184,7,United%20States%2C%20Kentucky
2020-04-06,21,11,0.0,9.0,4,94,05:39 PM,05:48 AM,06:19 AM,07:12 PM,10,15,16,15,7,43,72,0.0,1019,21,10,200,5,United%20States%2C%20Kentucky
2020-04-07,23,15,0.0,6.5,4,100,06:54 PM,06:22 AM,06:18 AM,07:13 PM,15,18,18,18,21,58,83,3.1,1012,23,10,218,13,United%20States%2C%20Kentucky
2020-04-08,24,19,0.0,9.0,5,100,08:09 PM,06:55 AM,06:17 AM,07:14 PM,17,21,22,21,18,61,78,0.5,1006,24,10,274,13,United%20States%2C%20Kentucky
2020-04-09,12,8,0.0,11.6,3,83,09:24 PM,07:30 AM,06:15 AM,07:14 PM,3,9,11,9,28,41,57,1.0,1009,12,10,296,21,United%20States%2C%20Kentucky
2020-04-10,10,2,0.0,11.6,3,76,10:37 PM,08:08 AM,06:14 AM,07:15 PM,-2,3,6,3,25,11,54,0.1,1016,10,10,300,19,United%20States%2C%20Kentucky
2020-04-11,13,5,0.0,9.1,2,68,11:47 PM,08:50 AM,06:12 AM,07:16 PM,1,7,8,7,16,42,60,1.4,1016,13,9,208,10,United%20States%2C%20Kentucky
2020-04-12,15,11,0.0,6.5,3,61,No moonrise,09:37 AM,06:11 AM,07:17 PM,9,12,13,12,25,91,77,1.1,1008,15,9,171,16,United%20States%2C%20Kentucky
2020-04-13,15,6,0.0,9.1,2,53,12:51 AM,10:29 AM,06:09 AM,07:18 PM,6,8,11,8,33,69,72,3.7,1005,15,9,249,25,United%20States%2C%20Kentucky
2020-04-14,9,3,0.0,6.6,2,46,01:47 AM,11:26 AM,06:08 AM,07:19 PM,-5,4,6,4,13,77,45,0.0,1024,9,10,309,9,United%20States%2C%20Kentucky
2020-04-15,12,3,0.0,10.3,2,38,02:35 AM,12:24 PM,06:06 AM,07:20 PM,-3,4,6,4,20,23,53,0.8,1020,12,10,269,14,United%20States%2C%20Kentucky
2020-04-16,14,1,0.0,11.6,3,30,03:16 AM,01:24 PM,06:05 AM,07:21 PM,-3,7,7,7,7,19,53,0.0,1025,14,10,246,5,United%20States%2C%20Kentucky
2020-04-17,11,8,0.0,6.6,2,23,03:51 AM,02:23 PM,06:04 AM,07:22 PM,5,6,9,6,26,73,75,15.0,1017,11,9,217,18,United%20States%2C%20Kentucky
2020-04-18,16,3,0.0,11.6,3,15,04:21 AM,03:21 PM,06:02 AM,07:23 PM,1,7,9,7,14,38,65,2.8,1017,16,10,243,11,United%20States%2C%20Kentucky
2020-04-19,16,6,0.0,7.9,3,8,04:49 AM,04:18 PM,06:01 AM,07:24 PM,4,10,10,10,11,61,66,1.4,1011,16,9,164,7,United%20States%2C%20Kentucky
2020-04-20,17,6,0.0,13.3,4,0,05:15 AM,05:15 PM,06:00 AM,07:25 PM,6,10,11,10,15,36,71,0.0,1009,17,10,127,9,United%20States%2C%20Kentucky
2020-04-21,13,8,0.0,10.9,3,0,05:39 AM,06:11 PM,05:58 AM,07:26 PM,4,9,11,9,28,55,62,1.7,1011,13,9,283,20,United%20States%2C%20Kentucky
2020-04-22,17,6,0.0,13.7,4,0,06:04 AM,07:09 PM,05:57 AM,07:27 PM,3,11,11,11,13,20,59,0.3,1017,17,10,159,9,United%20States%2C%20Kentucky
2020-04-23,19,12,0.0,9.8,4,0,06:30 AM,08:07 PM,05:56 AM,07:28 PM,12,14,15,14,25,89,85,14.4,1000,19,7,190,18,United%20States%2C%20Kentucky
2020-04-24,19,12,0.0,9.8,3,7,06:59 AM,09:06 PM,05:55 AM,07:29 PM,11,14,15,14,15,78,80,7.5,1004,19,7,262,11,United%20States%2C%20Kentucky
2020-04-25,15,12,0.0,9.8,3,15,07:32 AM,10:06 PM,05:53 AM,07:30 PM,11,12,13,12,24,73,87,8.0,1003,15,9,159,17,United%20States%2C%20Kentucky
2020-04-26,11,6,0.0,8.6,2,22,08:09 AM,11:06 PM,05:52 AM,07:31 PM,8,8,10,8,31,97,88,25.2,1008,11,8,299,22,United%20States%2C%20Kentucky
2020-04-27,17,5,0.0,13.3,3,30,08:52 AM,No moonset,05:51 AM,07:31 PM,6,10,11,10,16,29,70,0.1,1021,17,10,208,11,United%20States%2C%20Kentucky
2020-04-28,22,13,0.0,11.0,4,37,09:43 AM,12:04 AM,05:50 AM,07:32 PM,12,16,18,16,26,72,71,1.1,1015,22,9,214,19,United%20States%2C%20Kentucky
2020-04-29,17,14,0.0,11.0,4,45,10:41 AM,12:58 AM,05:48 AM,07:33 PM,12,16,16,16,29,69,77,4.6,1004,17,10,223,20,United%20States%2C%20Kentucky
2020-04-30,10,8,0.0,8.7,2,52,11:45 AM,01:47 AM,05:47 AM,07:34 PM,7,7,10,7,26,93,83,5.3,1006,10,10,277,20,United%20States%2C%20Kentucky
2020-05-01,18,7,0.0,13.9,4,58,12:53 PM,02:30 AM,05:46 AM,07:35 PM,6,11,12,11,21,32,70,0.7,1014,18,9,290,14,United%20States%2C%20Kentucky
2020-05-02,25,13,0.0,13.9,4,65,02:03 PM,03:10 AM,05:45 AM,07:36 PM,13,18,19,18,20,39,71,0.2,1015,25,10,203,14,United%20States%2C%20Kentucky
2020-05-03,19,12,0.0,8.7,4,72,03:15 PM,03:45 AM,05:44 AM,07:37 PM,14,16,17,16,19,68,84,20.8,1013,19,9,239,13,United%20States%2C%20Kentucky
2020-05-04,20,11,0.0,14.0,4,80,04:28 PM,04:18 AM,05:43 AM,07:38 PM,8,15,15,15,12,21,63,0.0,1016,20,10,75,8,United%20States%2C%20Kentucky
2020-05-05,15,11,0.0,8.7,3,87,05:42 PM,04:50 AM,05:42 AM,07:39 PM,9,12,13,12,17,84,78,2.5,1011,15,9,119,14,United%20States%2C%20Kentucky
2020-05-06,14,5,0.0,13.4,4,94,06:56 PM,05:23 AM,05:40 AM,07:40 PM,2,8,10,8,22,58,64,0.0,1017,14,10,330,18,United%20States%2C%20Kentucky
2020-05-07,18,6,0.0,13.4,3,100,08:11 PM,05:59 AM,05:39 AM,07:41 PM,5,11,12,11,20,30,64,0.3,1018,18,10,277,13,United%20States%2C%20Kentucky
2020-05-08,11,6,0.0,9.9,2,100,09:25 PM,06:39 AM,05:38 AM,07:42 PM,6,8,10,8,21,86,78,14.0,1012,11,8,234,16,United%20States%2C%20Kentucky
2020-05-09,12,0,0.0,14.1,3,84,10:33 PM,07:24 AM,05:37 AM,07:43 PM,-5,4,6,4,18,18,47,0.0,1023,12,10,311,12,United%20States%2C%20Kentucky
2020-05-10,14,7,0.0,9.9,3,77,11:36 PM,08:15 AM,05:36 AM,07:44 PM,3,8,10,8,25,76,60,1.3,1019,14,10,237,18,United%20States%2C%20Kentucky
2020-05-11,13,4,0.0,12.2,2,70,No moonrise,09:12 AM,05:35 AM,07:44 PM,2,6,9,6,21,35,68,0.1,1022,13,10,298,15,United%20States%2C%20Kentucky
2020-05-12,15,5,0.0,14.1,4,62,12:29 AM,10:11 AM,05:35 AM,07:45 PM,4,10,10,10,9,37,66,0.0,1025,15,10,235,7,United%20States%2C%20Kentucky
2020-05-13,15,8,0.0,8.8,3,55,01:14 AM,11:13 AM,05:34 AM,07:46 PM,7,10,11,10,13,69,80,0.1,1025,15,10,151,9,United%20States%2C%20Kentucky
2020-05-14,25,8,0.0,12.2,4,48,01:52 AM,12:13 PM,05:33 AM,07:47 PM,14,17,19,17,24,67,78,0.4,1019,25,7,188,16,United%20States%2C%20Kentucky
2020-05-15,25,19,0.0,12.2,5,40,02:24 AM,01:13 PM,05:32 AM,07:48 PM,16,22,22,22,29,45,70,2.5,1014,25,10,218,19,United%20States%2C%20Kentucky
2020-05-16,24,19,0.0,11.1,5,33,02:53 AM,02:10 PM,05:31 AM,07:49 PM,18,21,21,21,9,67,85,11.1,1014,24,10,143,6,United%20States%2C%20Kentucky
2020-05-17,27,19,0.0,10.0,5,26,03:19 AM,03:08 PM,05:30 AM,07:50 PM,18,22,22,22,15,55,81,1.5,1012,27,10,192,11,United%20States%2C%20Kentucky
2020-05-18,21,19,0.0,8.9,5,19,03:44 AM,04:04 PM,05:29 AM,07:51 PM,17,20,20,20,18,87,82,13.7,1007,21,9,246,12,United%20States%2C%20Kentucky
2020-05-19,21,15,0.0,10.0,4,11,04:08 AM,05:01 PM,05:29 AM,07:51 PM,14,18,18,18,10,75,79,5.7,1007,21,10,245,7,United%20States%2C%20Kentucky
