date_time,Ethiopia_maxtempC,Ethiopia_mintempC,Ethiopia_totalSnow_cm,Ethiopia_sunHour,Ethiopia_uvIndex,Ethiopia_moon_illumination,Ethiopia_moonrise,Ethiopia_moonset,Ethiopia_sunrise,Ethiopia_sunset,Ethiopia_DewPointC,Ethiopia_FeelsLikeC,Ethiopia_HeatIndexC,Ethiopia_WindChillC,Ethiopia_WindGustKmph,Ethiopia_cloudcover,Ethiopia_humidity,Ethiopia_precipMM,Ethiopia_pressure,Ethiopia_tempC,Ethiopia_visibility,Ethiopia_winddirDegree,Ethiopia_windspeedKmph,Ethiopia_location
2021-01-15,25,12,0.0,11.6,5,8,08:38 AM,08:37 PM,06:45 AM,06:24 PM,4,18,19,18,7,3,43,0.0,1014,25,10,90,6,Ethiopia
2021-01-16,22,12,0.0,11.6,5,16,09:24 AM,09:29 PM,06:45 AM,06:25 PM,4,17,17,17,8,4,44,0.0,1013,22,10,97,7,Ethiopia
2021-01-17,25,12,0.0,11.6,5,23,10:06 AM,10:16 PM,06:45 AM,06:25 PM,4,17,17,17,7,4,44,0.0,1014,25,10,178,6,Ethiopia
2021-01-18,22,11,0.0,11.6,5,30,10:46 AM,11:02 PM,06:45 AM,06:26 PM,2,16,16,16,10,2,40,0.0,1015,22,10,129,8,Ethiopia
2021-01-19,21,10,0.0,11.6,5,38,11:24 AM,11:46 PM,06:46 AM,06:26 PM,2,16,16,16,10,2,42,0.0,1016,21,10,91,9,Ethiopia
2021-01-20,21,11,0.0,11.6,5,45,12:01 PM,No moonset,06:46 AM,06:26 PM,2,16,16,16,10,5,40,0.0,1016,21,10,98,8,Ethiopia
2021-01-21,21,12,0.0,11.6,5,52,12:39 PM,12:30 AM,06:46 AM,06:27 PM,-1,16,16,16,12,4,33,0.0,1016,21,10,98,10,Ethiopia
2021-01-22,21,12,0.0,11.6,5,59,01:19 PM,01:15 AM,06:46 AM,06:27 PM,-1,16,16,16,16,0,30,0.0,1015,21,10,88,13,Ethiopia
2021-01-23,22,11,0.0,11.6,5,67,02:01 PM,02:01 AM,06:46 AM,06:28 PM,-2,17,17,17,12,1,28,0.0,1015,22,10,90,10,Ethiopia
2021-01-24,23,12,0.0,11.6,5,74,02:46 PM,02:50 AM,06:46 AM,06:28 PM,-0,17,17,17,13,0,32,0.0,1015,23,10,92,11,Ethiopia
2021-01-25,22,10,0.0,11.6,5,81,03:35 PM,03:41 AM,06:46 AM,06:29 PM,2,16,16,16,15,2,41,0.0,1015,22,10,89,12,Ethiopia
2021-01-26,22,11,0.0,11.6,5,88,04:27 PM,04:34 AM,06:46 AM,06:29 PM,0,16,16,16,14,2,36,0.0,1015,22,10,94,11,Ethiopia
2021-01-27,23,11,0.0,11.6,5,96,05:23 PM,05:29 AM,06:46 AM,06:29 PM,-6,17,17,17,14,1,21,0.0,1015,23,10,90,11,Ethiopia
2021-01-28,24,11,0.0,11.6,5,100,06:19 PM,06:23 AM,06:46 AM,06:30 PM,-4,17,17,17,14,0,25,0.0,1015,24,10,87,11,Ethiopia
2021-01-29,24,13,0.0,11.6,5,90,07:16 PM,07:16 AM,06:46 AM,06:30 PM,-1,18,17,18,13,2,29,0.0,1015,24,10,93,10,Ethiopia
2021-01-30,22,13,0.0,11.6,5,82,08:12 PM,08:05 AM,06:46 AM,06:30 PM,1,17,17,17,15,0,34,0.0,1015,22,10,91,12,Ethiopia
2021-01-31,22,11,0.0,11.6,5,79,09:06 PM,08:53 AM,06:46 AM,06:31 PM,0,16,17,16,15,1,36,0.0,1014,22,10,91,12,Ethiopia
2021-02-01,23,11,0.0,11.6,5,63,09:59 PM,09:40 AM,06:46 AM,06:31 PM,-3,17,17,17,16,0,29,0.0,1016,23,10,86,12,Ethiopia
2021-02-02,24,11,0.0,11.6,5,55,10:52 PM,10:24 AM,06:46 AM,06:31 PM,-4,17,17,17,14,0,24,0.0,1017,24,10,90,11,Ethiopia
2021-02-03,23,12,0.0,11.6,5,48,11:46 PM,11:09 AM,06:46 AM,06:32 PM,-3,17,17,17,12,0,26,0.0,1017,23,10,89,11,Ethiopia
2021-02-04,24,12,0.0,11.6,5,40,No moonrise,11:56 AM,06:46 AM,06:32 PM,-4,18,19,18,9,1,23,0.0,1015,24,10,127,7,Ethiopia
2021-02-05,25,13,0.0,11.6,6,33,12:41 AM,12:45 PM,06:46 AM,06:32 PM,-3,20,19,20,7,13,21,0.0,1014,25,10,173,6,Ethiopia
2021-02-06,23,13,0.0,11.6,5,25,01:39 AM,01:38 PM,06:46 AM,06:33 PM,4,18,18,18,13,20,41,0.2,1013,23,10,105,10,Ethiopia
2021-02-07,21,10,0.0,11.6,5,18,02:38 AM,02:33 PM,06:46 AM,06:33 PM,7,15,15,15,12,25,63,0.4,1014,21,10,121,10,Ethiopia
