date_time,Central%20African%20Republic_maxtempC,Central%20African%20Republic_mintempC,Central%20African%20Republic_totalSnow_cm,Central%20African%20Republic_sunHour,Central%20African%20Republic_uvIndex,Central%20African%20Republic_moon_illumination,Central%20African%20Republic_moonrise,Central%20African%20Republic_moonset,Central%20African%20Republic_sunrise,Central%20African%20Republic_sunset,Central%20African%20Republic_DewPointC,Central%20African%20Republic_FeelsLikeC,Central%20African%20Republic_HeatIndexC,Central%20African%20Republic_WindChillC,Central%20African%20Republic_WindGustKmph,Central%20African%20Republic_cloudcover,Central%20African%20Republic_humidity,Central%20African%20Republic_precipMM,Central%20African%20Republic_pressure,Central%20African%20Republic_tempC,Central%20African%20Republic_visibility,Central%20African%20Republic_winddirDegree,Central%20African%20Republic_windspeedKmph,Central%20African%20Republic_location
2020-05-29,30,23,0.0,10.2,6,47,11:24 AM,11:58 PM,05:33 AM,05:54 PM,22,28,28,26,9,39,81,9.4,1010,30,9,156,6,Central%20African%20Republic
2020-05-30,32,22,0.0,11.6,7,54,12:17 PM,No moonset,05:33 AM,05:54 PM,22,30,30,27,6,23,79,0.1,1011,32,9,126,4,Central%20African%20Republic
2020-05-31,31,23,0.0,8.9,6,58,01:10 PM,12:48 AM,05:33 AM,05:54 PM,22,29,29,26,8,56,83,3.4,1011,31,10,139,5,Central%20African%20Republic
2020-06-01,30,22,0.0,8.9,6,71,02:02 PM,01:37 AM,05:33 AM,05:55 PM,22,28,28,25,9,55,84,5.4,1012,30,9,155,6,Central%20African%20Republic
2020-06-02,31,22,0.0,11.6,7,79,02:55 PM,02:25 AM,05:33 AM,05:55 PM,21,29,29,26,7,39,76,0.3,1011,31,10,174,5,Central%20African%20Republic
2020-06-03,28,22,0.0,8.9,6,86,03:50 PM,03:15 AM,05:33 AM,05:55 PM,22,27,27,25,9,65,87,6.7,1011,28,9,227,6,Central%20African%20Republic
2020-06-04,31,22,0.0,10.2,6,94,04:47 PM,04:08 AM,05:33 AM,05:55 PM,22,30,30,26,8,55,84,15.8,1011,31,9,195,5,Central%20African%20Republic
2020-06-05,30,22,0.0,8.9,6,100,05:47 PM,05:03 AM,05:34 AM,05:55 PM,21,28,28,25,5,38,80,0.5,1012,30,9,165,3,Central%20African%20Republic
2020-06-06,30,22,0.0,10.2,6,100,06:46 PM,06:00 AM,05:34 AM,05:56 PM,22,29,29,26,6,40,81,3.7,1012,30,9,187,4,Central%20African%20Republic
2020-06-07,31,23,0.0,7.5,6,84,07:46 PM,06:59 AM,05:34 AM,05:56 PM,23,30,30,26,9,53,85,15.0,1011,31,8,200,5,Central%20African%20Republic
2020-06-08,33,22,0.0,10.2,6,76,08:42 PM,07:57 AM,05:34 AM,05:56 PM,22,30,30,27,6,64,78,1.3,1010,33,8,229,4,Central%20African%20Republic
2020-06-09,29,22,0.0,6.1,6,69,09:35 PM,08:53 AM,05:34 AM,05:56 PM,22,28,28,25,11,75,83,5.6,1011,29,9,195,7,Central%20African%20Republic
2020-06-10,25,21,0.0,6.1,5,61,10:23 PM,09:46 AM,05:34 AM,05:56 PM,21,25,25,23,6,79,94,12.1,1012,25,7,208,4,Central%20African%20Republic
2020-06-11,25,21,0.0,6.1,5,54,11:08 PM,10:34 AM,05:35 AM,05:57 PM,22,25,25,23,4,76,92,5.7,1013,25,6,185,3,Central%20African%20Republic
2020-06-12,30,20,0.0,8.9,6,46,11:50 PM,11:21 AM,05:35 AM,05:57 PM,21,27,27,24,4,47,83,9.3,1011,30,9,191,2,Central%20African%20Republic
2020-06-13,29,21,0.0,6.1,6,38,No moonrise,12:04 PM,05:35 AM,05:57 PM,22,27,27,24,6,78,88,14.3,1011,29,8,242,4,Central%20African%20Republic
2020-06-14,32,22,0.0,10.2,6,31,12:29 AM,12:46 PM,05:35 AM,05:57 PM,22,29,29,26,7,52,81,4.1,1012,32,9,189,4,Central%20African%20Republic
2020-06-15,31,22,0.0,7.5,6,23,01:08 AM,01:29 PM,05:35 AM,05:58 PM,22,29,29,26,5,75,84,10.8,1012,31,9,185,3,Central%20African%20Republic
2020-06-16,29,22,0.0,8.9,6,16,01:48 AM,02:11 PM,05:36 AM,05:58 PM,22,28,28,25,6,62,87,7.3,1011,29,10,190,3,Central%20African%20Republic
2020-06-17,30,22,0.0,7.5,6,8,02:27 AM,02:55 PM,05:36 AM,05:58 PM,22,29,29,26,4,61,84,5.7,1011,30,8,269,3,Central%20African%20Republic
2020-06-18,27,22,0.0,8.9,6,1,03:10 AM,03:42 PM,05:36 AM,05:58 PM,22,28,28,25,5,66,85,8.9,1011,27,9,297,3,Central%20African%20Republic
2020-06-19,27,22,0.0,6.1,5,0,03:55 AM,04:31 PM,05:36 AM,05:58 PM,22,26,26,23,11,67,91,14.5,1014,27,8,214,6,Central%20African%20Republic
2020-06-20,26,22,0.0,6.1,5,0,04:43 AM,05:23 PM,05:36 AM,05:59 PM,22,26,26,24,8,70,90,12.7,1014,26,9,274,4,Central%20African%20Republic
2020-06-21,29,22,0.0,7.5,6,0,05:36 AM,06:18 PM,05:37 AM,05:59 PM,22,27,27,24,5,68,87,6.1,1013,29,10,309,3,Central%20African%20Republic
2020-06-22,28,20,0.0,7.5,6,7,06:31 AM,07:14 PM,05:37 AM,05:59 PM,22,26,26,24,6,74,89,11.5,1012,28,9,261,4,Central%20African%20Republic
2020-06-23,30,21,0.0,7.5,6,14,07:28 AM,08:10 PM,05:37 AM,05:59 PM,22,28,28,25,4,66,86,11.5,1011,30,9,233,2,Central%20African%20Republic
2020-06-24,31,21,0.0,9.2,6,22,08:24 AM,09:04 PM,05:37 AM,06:00 PM,22,29,29,26,4,71,84,14.8,1010,31,9,179,3,Central%20African%20Republic
2020-06-25,25,22,0.0,10.5,5,29,09:20 AM,09:56 PM,05:37 AM,06:00 PM,22,26,26,23,8,60,93,8.6,1010,25,8,150,4,Central%20African%20Republic
2020-06-26,25,21,0.0,10.5,5,37,10:14 AM,10:46 PM,05:38 AM,06:00 PM,21,24,24,23,7,56,91,21.0,1011,25,8,270,4,Central%20African%20Republic
2020-06-27,29,22,0.0,9.2,6,44,11:07 AM,11:34 PM,05:38 AM,06:00 PM,22,27,27,24,6,66,88,17.2,1010,29,7,218,3,Central%20African%20Republic
2020-06-28,31,22,0.0,9.2,6,52,11:58 AM,No moonset,05:38 AM,06:00 PM,22,29,29,26,6,75,85,16.1,1010,31,9,171,3,Central%20African%20Republic
2020-06-29,30,22,0.0,9.2,6,59,12:49 PM,12:21 AM,05:38 AM,06:00 PM,22,29,29,25,5,68,85,4.8,1010,30,8,243,3,Central%20African%20Republic
2020-06-30,27,22,0.0,10.5,5,67,01:42 PM,01:10 AM,05:39 AM,06:01 PM,22,26,26,23,9,60,90,5.2,1011,27,9,265,6,Central%20African%20Republic
2020-07-01,27,21,0.0,7.9,5,72,02:36 PM,02:00 AM,05:39 AM,06:01 PM,21,26,26,23,7,67,89,6.0,1012,27,10,242,5,Central%20African%20Republic
2020-07-02,29,21,0.0,9.2,6,79,03:34 PM,02:52 AM,05:39 AM,06:01 PM,22,27,27,24,6,59,85,4.4,1011,29,7,148,4,Central%20African%20Republic
2020-07-03,28,22,0.0,7.9,6,86,04:32 PM,03:47 AM,05:39 AM,06:01 PM,22,27,27,24,6,79,88,14.3,1010,28,9,239,3,Central%20African%20Republic
2020-07-04,27,22,0.0,7.9,5,94,05:31 PM,04:44 AM,05:39 AM,06:01 PM,22,26,26,24,5,70,93,27.7,1011,27,7,280,3,Central%20African%20Republic
2020-07-05,28,22,0.0,7.9,6,100,06:28 PM,05:43 AM,05:40 AM,06:01 PM,22,27,27,24,8,74,89,14.8,1010,28,8,302,5,Central%20African%20Republic
2020-07-06,26,22,0.0,7.9,5,100,07:23 PM,06:39 AM,05:40 AM,06:01 PM,22,26,26,23,7,74,92,13.3,1010,26,9,246,4,Central%20African%20Republic
2020-07-07,27,22,0.0,9.2,5,85,08:14 PM,07:34 AM,05:40 AM,06:02 PM,22,26,26,23,6,75,91,7.7,1011,27,9,247,4,Central%20African%20Republic
2020-07-08,29,22,0.0,7.9,6,77,09:01 PM,08:25 AM,05:40 AM,06:02 PM,22,28,28,25,7,65,87,12.8,1010,29,9,191,4,Central%20African%20Republic
2020-07-09,29,22,0.0,7.9,6,70,09:44 PM,09:13 AM,05:40 AM,06:02 PM,22,28,28,25,6,75,85,18.5,1010,29,8,324,3,Central%20African%20Republic
2020-07-10,24,21,0.0,7.9,5,63,10:25 PM,09:58 AM,05:41 AM,06:02 PM,22,25,25,23,5,73,94,8.6,1011,24,8,229,3,Central%20African%20Republic
2020-07-11,25,22,0.0,9.2,5,55,11:05 PM,10:41 AM,05:41 AM,06:02 PM,22,25,25,23,5,69,94,14.3,1012,25,8,162,3,Central%20African%20Republic
2020-07-12,26,22,0.0,7.9,5,48,11:44 PM,11:24 AM,05:41 AM,06:02 PM,22,26,26,24,9,75,92,39.4,1012,26,7,181,5,Central%20African%20Republic
2020-07-13,27,21,0.0,12.6,5,41,No moonrise,12:06 PM,05:41 AM,06:02 PM,22,26,26,24,5,47,91,17.7,1011,27,6,174,3,Central%20African%20Republic
2020-07-14,24,21,0.0,7.9,5,34,12:23 AM,12:49 PM,05:41 AM,06:02 PM,21,25,25,22,5,75,95,15.6,1011,24,8,158,3,Central%20African%20Republic
2020-07-15,26,20,0.0,9.2,5,26,01:04 AM,01:35 PM,05:41 AM,06:02 PM,21,25,25,23,4,73,91,11.1,1012,26,7,194,3,Central%20African%20Republic
2020-07-16,27,21,0.0,11.9,5,19,01:48 AM,02:22 PM,05:42 AM,06:02 PM,22,26,26,23,6,61,91,7.3,1013,27,7,228,4,Central%20African%20Republic
2020-07-17,23,22,0.0,7.9,5,12,02:35 AM,03:13 PM,05:42 AM,06:02 PM,21,25,25,22,5,67,95,8.6,1012,23,9,193,3,Central%20African%20Republic
2020-07-18,26,19,0.0,7.9,5,5,03:26 AM,04:07 PM,05:42 AM,06:02 PM,22,25,25,22,6,74,94,24.5,1012,26,8,218,4,Central%20African%20Republic
2020-07-19,25,21,0.0,7.9,5,0,04:19 AM,05:03 PM,05:42 AM,06:02 PM,21,25,25,23,6,80,93,17.7,1012,25,8,231,3,Central%20African%20Republic
2020-07-20,26,21,0.0,7.9,5,0,05:17 AM,06:00 PM,05:42 AM,06:02 PM,21,25,25,23,6,75,92,10.9,1011,26,6,232,3,Central%20African%20Republic
2020-07-21,28,21,0.0,7.9,6,2,06:14 AM,06:56 PM,05:42 AM,06:02 PM,21,26,26,24,6,79,87,6.8,1011,28,7,225,3,Central%20African%20Republic
2020-07-22,30,21,0.0,11.9,6,10,07:12 AM,07:50 PM,05:42 AM,06:02 PM,22,27,27,24,8,61,86,4.4,1011,30,6,244,5,Central%20African%20Republic
2020-07-23,29,21,0.0,7.9,6,17,08:08 AM,08:42 PM,05:43 AM,06:02 PM,22,27,27,24,9,81,87,15.3,1010,29,9,251,5,Central%20African%20Republic
2020-07-24,26,21,0.0,10.5,5,24,09:02 AM,09:32 PM,05:43 AM,06:02 PM,21,25,25,23,9,64,92,13.2,1010,26,8,241,5,Central%20African%20Republic
2020-07-25,28,21,0.0,9.2,6,32,09:55 AM,10:19 PM,05:43 AM,06:02 PM,22,27,27,24,5,65,87,9.5,1010,28,8,232,3,Central%20African%20Republic
2020-07-26,24,21,0.0,9.2,5,39,10:46 AM,11:08 PM,05:43 AM,06:02 PM,21,25,25,22,9,72,93,26.1,1011,24,7,260,6,Central%20African%20Republic
2020-07-27,27,22,0.0,10.5,5,46,11:39 AM,11:57 PM,05:43 AM,06:02 PM,22,27,27,24,6,58,89,9.1,1011,27,9,288,4,Central%20African%20Republic
2020-07-28,28,21,0.0,7.9,6,53,12:32 PM,No moonset,05:43 AM,06:02 PM,22,26,26,24,8,72,90,11.4,1010,28,7,279,5,Central%20African%20Republic
2020-07-29,24,17,0.0,10.5,5,61,01:27 PM,12:47 AM,05:43 AM,06:02 PM,21,24,24,22,8,69,92,9.0,1011,24,9,297,5,Central%20African%20Republic
2020-07-30,26,19,0.0,11.8,5,68,02:23 PM,01:41 AM,05:43 AM,06:01 PM,20,24,24,23,6,49,83,0.1,1012,26,10,277,4,Central%20African%20Republic
2020-07-31,31,20,0.0,12.6,6,72,03:21 PM,02:35 AM,05:43 AM,06:01 PM,22,28,28,25,6,45,84,0.6,1011,31,7,215,3,Central%20African%20Republic
2020-08-01,29,22,0.0,10.5,6,82,04:18 PM,03:33 AM,05:43 AM,06:01 PM,22,28,28,25,9,54,85,3.8,1011,29,9,257,6,Central%20African%20Republic
2020-08-02,28,22,0.0,7.9,6,90,05:14 PM,04:29 AM,05:43 AM,06:01 PM,23,27,27,24,10,78,90,19.5,1010,28,8,264,6,Central%20African%20Republic
2020-08-03,28,21,0.0,9.2,6,97,06:05 PM,05:24 AM,05:43 AM,06:01 PM,22,27,27,24,7,68,91,10.4,1012,28,7,247,4,Central%20African%20Republic
2020-08-04,27,21,0.0,9.2,5,100,06:54 PM,06:16 AM,05:43 AM,06:01 PM,22,26,26,24,9,69,91,13.3,1013,27,8,263,5,Central%20African%20Republic
2020-08-05,26,22,0.0,7.9,5,88,07:39 PM,07:06 AM,05:43 AM,06:00 PM,21,26,26,23,7,71,90,6.3,1013,26,8,265,4,Central%20African%20Republic
2020-08-06,27,22,0.0,12.6,5,81,08:20 PM,07:52 AM,05:43 AM,06:00 PM,21,26,26,23,7,38,87,0.5,1013,27,7,256,5,Central%20African%20Republic
2020-08-07,28,21,0.0,7.9,6,74,09:01 PM,08:36 AM,05:43 AM,06:00 PM,22,26,26,24,8,72,88,12.7,1013,28,8,309,5,Central%20African%20Republic
2020-08-08,27,21,0.0,7.9,5,67,09:40 PM,09:19 AM,05:43 AM,06:00 PM,22,27,27,24,7,78,92,22.7,1013,27,9,237,4,Central%20African%20Republic
2020-08-09,26,21,0.0,8.8,5,59,10:19 PM,10:01 AM,05:43 AM,05:59 PM,21,25,25,23,6,68,92,13.0,1012,26,8,175,4,Central%20African%20Republic
2020-08-10,27,22,0.0,6.1,5,52,10:59 PM,10:43 AM,05:43 AM,05:59 PM,22,26,26,24,9,67,90,12.1,1011,27,8,268,6,Central%20African%20Republic
2020-08-11,28,22,0.0,6.1,6,45,11:42 PM,11:28 AM,05:43 AM,05:59 PM,22,27,27,24,5,67,90,17.2,1011,28,6,227,3,Central%20African%20Republic
2020-08-12,28,21,0.0,6.1,6,38,No moonrise,12:13 PM,05:43 AM,05:59 PM,22,27,27,24,9,74,89,22.4,1011,28,8,284,5,Central%20African%20Republic
2020-08-13,28,22,0.0,6.1,6,30,12:26 AM,01:02 PM,05:43 AM,05:58 PM,22,27,27,24,6,72,90,21.0,1010,28,8,250,4,Central%20African%20Republic
2020-08-14,30,21,0.0,7.5,6,23,01:15 AM,01:54 PM,05:43 AM,05:58 PM,22,28,28,25,7,72,87,11.6,1009,30,9,277,4,Central%20African%20Republic
2020-08-15,28,22,0.0,6.1,6,16,02:06 AM,02:49 PM,05:43 AM,05:58 PM,23,28,28,25,9,73,89,16.6,1009,28,8,309,5,Central%20African%20Republic
2020-08-16,27,22,0.0,6.1,6,8,03:02 AM,03:46 PM,05:43 AM,05:58 PM,22,27,27,24,9,72,90,19.5,1009,27,7,308,5,Central%20African%20Republic
2020-08-17,27,22,0.0,8.8,6,1,04:00 AM,04:42 PM,05:42 AM,05:57 PM,23,27,27,24,7,63,90,8.7,1009,27,7,286,4,Central%20African%20Republic
2020-08-18,27,23,0.0,6.1,6,0,04:58 AM,05:38 PM,05:42 AM,05:57 PM,23,27,27,24,6,74,92,10.3,1009,27,8,253,4,Central%20African%20Republic
2020-08-19,27,23,0.0,6.1,6,0,05:56 AM,06:32 PM,05:42 AM,05:57 PM,23,28,28,25,7,71,88,7.9,1008,27,9,287,4,Central%20African%20Republic
2020-08-20,28,23,0.0,6.1,6,6,06:52 AM,07:24 PM,05:42 AM,05:56 PM,23,28,28,25,7,71,89,22.7,1008,28,8,186,3,Central%20African%20Republic
2020-08-21,25,19,0.0,7.5,5,13,07:47 AM,08:14 PM,05:42 AM,05:56 PM,22,25,25,23,8,74,95,11.1,1010,25,5,269,5,Central%20African%20Republic
2020-08-22,25,21,0.0,8.8,5,20,08:40 AM,09:03 PM,05:42 AM,05:55 PM,21,24,24,23,6,59,93,12.7,1012,25,7,219,4,Central%20African%20Republic
2020-08-23,24,17,0.0,6.1,5,28,09:34 AM,09:53 PM,05:42 AM,05:55 PM,22,24,24,22,10,75,96,22.3,1011,24,6,259,6,Central%20African%20Republic
2020-08-24,26,21,0.0,6.1,5,35,10:27 AM,10:44 PM,05:41 AM,05:55 PM,22,26,26,23,8,84,93,12.7,1010,26,5,266,5,Central%20African%20Republic
2020-08-25,23,21,0.0,6.1,5,42,11:23 AM,11:37 PM,05:41 AM,05:54 PM,21,25,25,22,7,76,95,4.9,1012,23,6,199,4,Central%20African%20Republic
2020-08-26,28,22,0.0,6.1,6,50,12:19 PM,No moonset,05:41 AM,05:54 PM,22,27,27,24,4,69,88,14.5,1012,28,9,198,2,Central%20African%20Republic
2020-08-27,30,22,0.0,8.8,6,57,01:16 PM,12:31 AM,05:41 AM,05:54 PM,23,28,28,25,6,67,90,16.8,1011,30,5,174,3,Central%20African%20Republic
2020-08-28,27,21,0.0,6.1,5,64,02:13 PM,01:27 AM,05:41 AM,05:53 PM,22,26,26,24,8,76,91,18.1,1010,27,8,236,5,Central%20African%20Republic
2020-08-29,26,22,0.0,10.2,5,71,03:08 PM,02:23 AM,05:41 AM,05:53 PM,21,26,26,23,8,51,91,7.8,1010,26,7,246,5,Central%20African%20Republic
2020-08-30,28,22,0.0,10.2,6,79,04:00 PM,03:18 AM,05:40 AM,05:52 PM,22,27,27,25,3,55,85,2.2,1010,28,10,220,2,Central%20African%20Republic
2020-08-31,26,21,0.0,7.4,5,82,04:49 PM,04:10 AM,05:40 AM,05:52 PM,22,26,26,23,7,68,92,14.9,1010,26,8,244,4,Central%20African%20Republic
2020-09-01,28,21,0.0,6.1,6,97,05:35 PM,05:00 AM,05:40 AM,05:51 PM,22,27,27,24,10,74,91,34.6,1010,28,7,240,5,Central%20African%20Republic
2020-09-02,27,22,0.0,6.1,5,100,06:17 PM,05:47 AM,05:40 AM,05:51 PM,22,27,27,24,8,77,91,20.2,1010,27,8,225,5,Central%20African%20Republic
2020-09-03,29,21,0.0,10.2,6,88,06:58 PM,06:32 AM,05:40 AM,05:51 PM,22,27,27,24,6,57,87,5.2,1011,29,6,229,4,Central%20African%20Republic
2020-09-04,28,22,0.0,7.4,6,81,07:38 PM,07:15 AM,05:39 AM,05:50 PM,23,28,28,24,6,63,89,15.2,1011,28,7,230,3,Central%20African%20Republic
2020-09-05,24,18,0.0,6.1,5,73,08:16 PM,07:57 AM,05:39 AM,05:50 PM,21,24,24,22,6,67,93,22.6,1011,24,8,264,4,Central%20African%20Republic
2020-09-06,25,21,0.0,8.8,5,66,08:56 PM,08:39 AM,05:39 AM,05:49 PM,21,25,25,23,11,63,93,13.3,1010,25,8,306,6,Central%20African%20Republic
