date_time,Central%20African%20Republic_maxtempC,Central%20African%20Republic_mintempC,Central%20African%20Republic_totalSnow_cm,Central%20African%20Republic_sunHour,Central%20African%20Republic_uvIndex,Central%20African%20Republic_moon_illumination,Central%20African%20Republic_moonrise,Central%20African%20Republic_moonset,Central%20African%20Republic_sunrise,Central%20African%20Republic_sunset,Central%20African%20Republic_DewPointC,Central%20African%20Republic_FeelsLikeC,Central%20African%20Republic_HeatIndexC,Central%20African%20Republic_WindChillC,Central%20African%20Republic_WindGustKmph,Central%20African%20Republic_cloudcover,Central%20African%20Republic_humidity,Central%20African%20Republic_precipMM,Central%20African%20Republic_pressure,Central%20African%20Republic_tempC,Central%20African%20Republic_visibility,Central%20African%20Republic_winddirDegree,Central%20African%20Republic_windspeedKmph,Central%20African%20Republic_location
2020-01-01,37,22,0.0,11.6,8,37,10:41 AM,10:56 PM,05:53 AM,05:46 PM,3,31,31,30,11,2,21,0.0,1008,37,10,221,7,Central%20African%20Republic
2020-01-02,35,22,0.0,11.6,8,44,11:21 AM,11:39 PM,05:53 AM,05:46 PM,4,30,30,29,14,2,23,0.0,1009,35,10,91,9,Central%20African%20Republic
2020-01-03,35,21,0.0,11.6,7,51,12:00 PM,No moonset,05:54 AM,05:47 PM,2,28,28,28,18,6,20,0.0,1010,35,10,221,11,Central%20African%20Republic
2020-01-04,36,20,0.0,11.6,8,59,12:40 PM,12:21 AM,05:54 AM,05:47 PM,4,28,28,28,12,4,24,0.0,1010,36,10,234,8,Central%20African%20Republic
2020-01-05,37,21,0.0,11.6,8,66,01:22 PM,01:05 AM,05:55 AM,05:47 PM,6,30,30,29,11,7,26,0.0,1009,37,10,166,7,Central%20African%20Republic
2020-01-06,39,22,0.0,11.6,8,73,02:06 PM,01:51 AM,05:55 AM,05:48 PM,8,32,32,31,6,9,28,0.0,1009,39,10,79,3,Central%20African%20Republic
2020-01-07,38,23,0.0,11.6,8,80,02:53 PM,02:39 AM,05:55 AM,05:48 PM,8,31,31,31,11,7,28,0.0,1008,38,10,159,7,Central%20African%20Republic
2020-01-08,39,23,0.0,11.6,8,88,03:46 PM,03:31 AM,05:56 AM,05:49 PM,8,33,33,32,8,5,28,0.0,1008,39,10,194,6,Central%20African%20Republic
2020-01-09,39,26,0.0,11.6,8,95,04:41 PM,04:26 AM,05:56 AM,05:49 PM,7,32,32,32,11,8,24,0.0,1008,39,10,139,8,Central%20African%20Republic
2020-01-10,38,26,0.0,11.6,8,100,05:41 PM,05:25 AM,05:56 AM,05:50 PM,9,32,32,31,8,12,28,0.0,1009,38,10,137,5,Central%20African%20Republic
2020-01-11,40,22,0.0,11.6,8,100,06:41 PM,06:24 AM,05:57 AM,05:50 PM,13,32,32,31,6,9,42,0.0,1010,40,10,202,4,Central%20African%20Republic
2020-01-12,40,21,0.0,11.6,7,83,07:41 PM,07:23 AM,05:57 AM,05:51 PM,8,32,32,31,6,11,32,0.0,1010,40,10,107,4,Central%20African%20Republic
2020-01-13,41,21,0.0,11.6,8,76,08:38 PM,08:19 AM,05:57 AM,05:51 PM,6,33,33,32,5,1,24,0.0,1009,41,10,102,3,Central%20African%20Republic
2020-01-14,41,22,0.0,11.6,8,69,09:34 PM,09:13 AM,05:58 AM,05:52 PM,5,33,33,32,6,4,23,0.0,1008,41,10,120,4,Central%20African%20Republic
2020-01-15,40,23,0.0,11.6,8,61,10:27 PM,10:03 AM,05:58 AM,05:52 PM,2,32,32,32,11,0,18,0.0,1007,40,10,81,7,Central%20African%20Republic
2020-01-16,40,23,0.0,11.6,8,54,11:19 PM,10:52 AM,05:58 AM,05:52 PM,3,33,33,32,11,0,20,0.0,1007,40,10,214,7,Central%20African%20Republic
2020-01-17,40,22,0.0,11.6,8,47,No moonrise,11:40 AM,05:59 AM,05:53 PM,3,32,32,32,11,0,19,0.0,1008,40,10,163,7,Central%20African%20Republic
2020-01-18,39,22,0.0,11.6,8,40,12:10 AM,12:28 PM,05:59 AM,05:53 PM,2,32,32,31,10,6,19,0.0,1009,39,10,164,7,Central%20African%20Republic
2020-01-19,38,22,0.0,11.6,8,32,01:02 AM,01:18 PM,05:59 AM,05:54 PM,4,31,31,31,8,3,22,0.0,1010,38,10,163,5,Central%20African%20Republic
2020-01-20,38,21,0.0,11.6,8,25,01:55 AM,02:08 PM,05:59 AM,05:54 PM,6,32,32,31,8,5,25,0.0,1009,38,10,121,6,Central%20African%20Republic
2020-01-21,39,23,0.0,11.5,8,18,02:49 AM,03:01 PM,06:00 AM,05:54 PM,5,31,31,31,10,1,23,0.0,1009,39,10,34,7,Central%20African%20Republic
2020-01-22,39,20,0.0,11.6,8,11,03:45 AM,03:55 PM,06:00 AM,05:55 PM,-0,31,31,30,11,0,17,0.0,1009,39,10,53,7,Central%20African%20Republic
2020-01-23,38,19,0.0,11.6,8,3,04:39 AM,04:49 PM,06:00 AM,05:55 PM,-1,30,30,29,12,0,17,0.0,1009,38,10,39,8,Central%20African%20Republic
2020-01-24,37,19,0.0,11.6,8,0,05:32 AM,05:42 PM,06:00 AM,05:55 PM,-2,29,29,29,13,0,16,0.0,1011,37,10,59,8,Central%20African%20Republic
2020-01-25,36,18,0.0,11.6,7,0,06:22 AM,06:33 PM,06:00 AM,05:56 PM,-3,28,28,28,14,0,15,0.0,1011,36,10,65,9,Central%20African%20Republic
2020-01-26,37,18,0.0,11.6,8,4,07:10 AM,07:22 PM,06:00 AM,05:56 PM,-1,28,28,28,13,1,17,0.0,1011,37,10,90,8,Central%20African%20Republic
2020-01-27,39,20,0.0,8.7,8,11,07:55 AM,08:07 PM,06:01 AM,05:56 PM,3,30,30,30,11,1,20,0.0,1010,39,10,70,7,Central%20African%20Republic
2020-01-28,39,21,0.0,8.7,8,18,08:37 AM,08:51 PM,06:01 AM,05:56 PM,3,31,31,31,11,1,20,0.0,1009,39,10,112,7,Central%20African%20Republic
2020-01-29,39,22,0.0,8.7,8,26,09:17 AM,09:34 PM,06:01 AM,05:57 PM,1,31,31,31,9,0,19,0.0,1009,39,10,141,6,Central%20African%20Republic
2020-01-30,40,21,0.0,8.7,8,33,09:57 AM,10:16 PM,06:01 AM,05:57 PM,0,32,32,31,10,1,17,0.0,1010,40,10,52,6,Central%20African%20Republic
2020-01-31,41,21,0.0,8.7,8,37,10:36 AM,10:59 PM,06:01 AM,05:57 PM,1,32,32,31,5,11,18,0.0,1010,41,10,203,3,Central%20African%20Republic
2020-02-01,39,21,0.0,8.7,8,49,11:16 AM,11:43 PM,06:01 AM,05:57 PM,0,31,31,31,8,0,18,0.0,1010,39,10,144,5,Central%20African%20Republic
2020-02-02,40,20,0.0,8.7,8,57,11:58 AM,No moonset,06:01 AM,05:58 PM,1,32,32,31,9,2,19,0.0,1009,40,10,192,6,Central%20African%20Republic
2020-02-03,40,22,0.0,8.7,8,64,12:43 PM,12:28 AM,06:01 AM,05:58 PM,3,32,32,31,6,1,21,0.0,1010,40,10,262,4,Central%20African%20Republic
2020-02-04,39,22,0.0,8.7,8,72,01:32 PM,01:18 AM,06:01 AM,05:58 PM,5,32,32,31,7,0,23,0.0,1009,39,10,259,5,Central%20African%20Republic
2020-02-05,39,22,0.0,8.7,8,79,02:24 PM,02:11 AM,06:01 AM,05:58 PM,6,32,32,31,6,6,26,0.0,1009,39,10,200,4,Central%20African%20Republic
2020-02-06,41,23,0.0,8.7,8,87,03:22 PM,03:07 AM,06:01 AM,05:58 PM,10,34,34,32,7,4,35,0.0,1009,41,10,252,5,Central%20African%20Republic
2020-02-07,40,26,0.0,8.7,8,95,04:21 PM,04:06 AM,06:01 AM,05:58 PM,4,33,33,33,11,2,19,0.0,1008,40,10,117,8,Central%20African%20Republic
2020-02-08,40,23,0.0,8.7,8,100,05:23 PM,05:05 AM,06:01 AM,05:59 PM,5,33,33,32,12,1,22,0.0,1008,40,10,156,8,Central%20African%20Republic
2020-02-09,40,28,0.0,8.7,9,100,06:23 PM,06:04 AM,06:01 AM,05:59 PM,10,34,34,34,6,5,27,0.0,1008,40,10,191,4,Central%20African%20Republic
2020-02-10,40,24,0.0,8.7,8,83,07:21 PM,07:00 AM,06:01 AM,05:59 PM,12,33,33,32,6,9,36,0.0,1009,40,10,149,4,Central%20African%20Republic
2020-02-11,39,23,0.0,8.7,8,75,08:17 PM,07:54 AM,06:01 AM,05:59 PM,5,33,33,32,8,2,21,0.0,1009,39,10,104,5,Central%20African%20Republic
2020-02-12,37,22,0.0,8.7,8,68,09:12 PM,08:45 AM,06:01 AM,05:59 PM,3,30,30,30,10,1,21,0.0,1010,37,10,125,6,Central%20African%20Republic
2020-02-13,38,20,0.0,8.7,8,60,10:05 PM,09:35 AM,06:01 AM,05:59 PM,2,30,30,30,9,2,20,0.0,1009,38,10,76,6,Central%20African%20Republic
2020-02-14,39,21,0.0,8.7,8,53,10:58 PM,10:24 AM,06:01 AM,05:59 PM,2,31,31,31,12,0,19,0.0,1008,39,10,150,8,Central%20African%20Republic
2020-02-15,40,23,0.0,11.6,8,45,11:52 PM,11:15 AM,06:00 AM,05:59 PM,3,33,33,32,12,0,18,0.0,1006,40,10,74,8,Central%20African%20Republic
2020-02-16,41,24,0.0,11.6,9,38,No moonrise,12:06 PM,06:00 AM,05:59 PM,4,33,33,33,8,3,19,0.0,1007,41,10,124,5,Central%20African%20Republic
2020-02-17,39,23,0.0,11.6,8,30,12:46 AM,12:58 PM,06:00 AM,05:59 PM,10,30,30,30,8,7,31,0.0,1007,39,10,226,5,Central%20African%20Republic
2020-02-18,40,24,0.0,11.6,8,22,01:41 AM,01:51 PM,06:00 AM,05:59 PM,11,33,33,32,10,11,34,0.0,1008,40,10,218,6,Central%20African%20Republic
2020-02-19,41,21,0.0,11.6,7,15,02:34 AM,02:44 PM,06:00 AM,05:59 PM,16,33,33,31,8,13,53,0.0,1008,41,9,186,5,Central%20African%20Republic
2020-02-20,39,24,0.0,11.6,8,7,03:28 AM,03:37 PM,06:00 AM,05:59 PM,15,33,33,32,8,14,41,0.0,1007,39,10,243,5,Central%20African%20Republic
2020-02-21,42,25,0.0,11.6,8,0,04:18 AM,04:28 PM,05:59 AM,05:59 PM,15,33,33,32,7,7,41,0.0,1006,42,10,156,5,Central%20African%20Republic
2020-02-22,44,25,0.0,11.6,9,0,05:06 AM,05:17 PM,05:59 AM,05:59 PM,11,35,35,34,7,2,30,0.0,1006,44,10,143,4,Central%20African%20Republic
2020-02-23,41,25,0.0,11.6,9,0,05:52 AM,06:03 PM,05:59 AM,05:59 PM,6,34,34,33,7,1,21,0.0,1007,41,10,115,5,Central%20African%20Republic
2020-02-24,44,24,0.0,11.6,9,0,06:34 AM,06:48 PM,05:59 AM,05:59 PM,5,36,36,34,8,1,21,0.0,1007,44,10,138,5,Central%20African%20Republic
2020-02-25,41,24,0.0,8.8,7,8,07:15 AM,07:31 PM,05:58 AM,05:59 PM,15,34,34,32,8,35,43,1.7,1008,41,10,248,5,Central%20African%20Republic
2020-02-26,41,22,0.0,11.6,8,15,07:55 AM,08:13 PM,05:58 AM,05:59 PM,12,34,34,32,6,12,40,0.0,1008,41,10,213,3,Central%20African%20Republic
2020-02-27,43,22,0.0,11.6,9,23,08:33 AM,08:55 PM,05:58 AM,05:59 PM,17,35,35,33,8,19,50,0.0,1007,43,10,134,5,Central%20African%20Republic
2020-02-28,45,27,0.0,11.6,9,30,09:13 AM,09:38 PM,05:58 AM,05:59 PM,14,36,36,35,7,8,34,0.0,1006,45,10,135,5,Central%20African%20Republic
2020-02-29,41,25,0.0,11.6,8,38,09:54 AM,10:22 PM,05:57 AM,05:59 PM,12,34,34,33,8,7,31,0.0,1007,41,10,213,5,Central%20African%20Republic
2020-03-01,39,26,0.0,11.6,8,44,10:37 AM,11:10 PM,05:57 AM,05:59 PM,16,34,34,32,11,19,44,0.1,1007,39,10,216,7,Central%20African%20Republic
2020-03-02,35,25,0.0,11.6,7,51,11:23 AM,12:00 AM,05:57 AM,05:59 PM,20,32,32,29,12,34,60,3.2,1009,35,10,225,8,Central%20African%20Republic
2020-03-03,39,22,0.0,11.6,8,58,12:12 PM,No moonset,05:56 AM,05:59 PM,18,33,33,31,8,29,57,3.6,1011,39,10,165,6,Central%20African%20Republic
2020-03-04,42,27,0.0,11.6,9,65,01:06 PM,12:53 AM,05:56 AM,05:59 PM,15,34,34,33,8,9,35,0.0,1009,42,10,164,5,Central%20African%20Republic
2020-03-05,42,26,0.0,11.6,9,73,02:03 PM,01:49 AM,05:56 AM,05:59 PM,16,34,34,33,8,9,40,0.0,1008,42,10,187,5,Central%20African%20Republic
2020-03-06,41,26,0.0,11.6,8,80,03:03 PM,02:47 AM,05:55 AM,05:59 PM,17,33,33,32,6,12,44,0.0,1007,41,10,215,4,Central%20African%20Republic
2020-03-07,38,25,0.0,11.6,8,87,04:03 PM,03:45 AM,05:55 AM,05:58 PM,18,33,33,31,10,27,50,0.8,1007,38,10,201,7,Central%20African%20Republic
2020-03-08,40,24,0.0,11.6,8,95,05:02 PM,04:42 AM,05:55 AM,05:58 PM,18,34,34,32,8,18,54,0.0,1007,40,10,251,6,Central%20African%20Republic
2020-03-09,38,25,0.0,11.6,7,100,06:00 PM,05:38 AM,05:54 AM,05:58 PM,19,33,33,31,14,23,53,0.4,1007,38,10,201,10,Central%20African%20Republic
2020-03-10,37,25,0.0,10.2,7,100,06:56 PM,06:31 AM,05:54 AM,05:58 PM,19,33,33,31,13,36,55,1.5,1006,37,10,223,9,Central%20African%20Republic
2020-03-11,39,25,0.0,11.6,8,84,07:52 PM,07:23 AM,05:54 AM,05:58 PM,19,33,33,31,11,33,54,0.5,1005,39,10,233,8,Central%20African%20Republic
2020-03-12,34,24,0.0,8.8,6,76,08:47 PM,08:14 AM,05:53 AM,05:58 PM,20,31,31,29,15,51,67,1.4,1008,34,10,201,11,Central%20African%20Republic
2020-03-13,36,21,0.0,10.2,7,69,09:43 PM,09:06 AM,05:53 AM,05:58 PM,17,30,30,29,7,40,59,0.0,1009,36,9,172,4,Central%20African%20Republic
2020-03-14,39,24,0.0,11.6,8,62,10:39 PM,09:59 AM,05:52 AM,05:57 PM,13,33,33,32,6,6,37,0.0,1008,39,10,232,4,Central%20African%20Republic
2020-03-15,42,25,0.0,11.6,9,55,11:35 PM,10:52 AM,05:52 AM,05:57 PM,10,35,35,34,6,3,28,0.0,1007,42,10,230,4,Central%20African%20Republic
2020-03-16,40,24,0.0,11.6,8,47,No moonrise,11:47 AM,05:52 AM,05:57 PM,12,34,34,32,7,8,33,0.0,1007,40,10,202,4,Central%20African%20Republic
2020-03-17,42,25,0.0,11.6,9,40,12:30 AM,12:40 PM,05:51 AM,05:57 PM,9,34,34,33,7,0,27,0.0,1006,42,10,240,4,Central%20African%20Republic
2020-03-18,36,25,0.0,11.6,7,33,01:25 AM,01:34 PM,05:51 AM,05:57 PM,18,33,33,31,11,18,51,0.0,1007,36,10,196,7,Central%20African%20Republic
2020-03-19,31,25,0.0,11.6,7,25,02:16 AM,02:25 PM,05:50 AM,05:57 PM,20,31,31,29,13,31,64,1.2,1008,31,10,174,9,Central%20African%20Republic
2020-03-20,37,24,0.0,10.2,7,18,03:04 AM,03:14 PM,05:50 AM,05:56 PM,20,32,32,30,10,47,63,1.5,1008,37,10,218,7,Central%20African%20Republic
2020-03-21,35,22,0.0,10.2,6,11,03:50 AM,04:01 PM,05:50 AM,05:56 PM,20,31,31,28,10,54,74,14.0,1009,35,8,189,7,Central%20African%20Republic
2020-03-22,35,21,0.0,10.2,6,4,04:33 AM,04:46 PM,05:49 AM,05:56 PM,19,30,30,28,10,35,66,0.0,1010,35,9,167,7,Central%20African%20Republic
2020-03-23,36,22,0.0,11.6,7,0,05:14 AM,05:29 PM,05:49 AM,05:56 PM,19,32,32,29,10,36,62,1.5,1009,36,10,159,7,Central%20African%20Republic
2020-03-24,37,25,0.0,11.6,7,0,05:54 AM,06:11 PM,05:48 AM,05:56 PM,19,33,33,30,9,41,60,2.0,1008,37,10,184,6,Central%20African%20Republic
2020-03-25,38,23,0.0,11.6,8,3,06:33 AM,06:53 PM,05:48 AM,05:56 PM,19,33,33,31,8,20,58,0.1,1006,38,10,191,6,Central%20African%20Republic
2020-03-26,37,24,0.0,11.6,7,11,07:12 AM,07:36 PM,05:47 AM,05:55 PM,18,33,33,31,11,28,53,1.3,1006,37,10,219,8,Central%20African%20Republic
2020-03-27,38,23,0.0,10.2,7,18,07:53 AM,08:20 PM,05:47 AM,05:55 PM,19,33,33,31,11,41,58,0.8,1007,38,10,228,7,Central%20African%20Republic
2020-03-28,39,25,0.0,11.6,8,25,08:34 AM,09:06 PM,05:47 AM,05:55 PM,19,34,34,32,12,20,53,0.3,1008,39,10,168,8,Central%20African%20Republic
2020-03-29,38,25,0.0,11.6,8,32,09:19 AM,09:54 PM,05:46 AM,05:55 PM,18,34,34,31,14,26,50,0.3,1007,38,10,164,9,Central%20African%20Republic
2020-03-30,37,24,0.0,11.6,8,40,10:06 AM,10:45 PM,05:46 AM,05:55 PM,19,34,34,31,9,29,54,0.5,1006,37,10,167,6,Central%20African%20Republic
2020-03-31,39,26,0.0,11.6,8,44,10:58 AM,11:39 PM,05:45 AM,05:55 PM,20,34,34,32,9,29,56,0.2,1007,39,10,164,6,Central%20African%20Republic
2020-04-01,38,24,0.0,11.6,8,56,11:52 AM,No moonset,05:45 AM,05:54 PM,19,34,34,32,10,16,55,0.0,1007,38,10,156,7,Central%20African%20Republic
2020-04-02,40,25,0.0,11.6,8,64,12:48 PM,12:34 AM,05:45 AM,05:54 PM,18,35,35,33,10,10,51,0.0,1007,40,10,170,7,Central%20African%20Republic
2020-04-03,39,25,0.0,11.6,7,71,01:46 PM,01:31 AM,05:44 AM,05:54 PM,19,35,35,32,9,33,55,3.7,1006,39,10,187,6,Central%20African%20Republic
2020-04-04,36,22,0.0,11.6,8,79,02:44 PM,02:26 AM,05:44 AM,05:54 PM,20,32,32,29,13,40,69,2.7,1009,36,10,183,9,Central%20African%20Republic
2020-04-05,37,23,0.0,11.6,8,87,03:42 PM,03:21 AM,05:43 AM,05:54 PM,20,32,32,29,10,31,63,0.9,1009,37,10,188,6,Central%20African%20Republic
2020-04-06,35,24,0.0,11.6,7,94,04:38 PM,04:14 AM,05:43 AM,05:54 PM,21,32,32,29,11,44,67,6.1,1009,35,9,164,8,Central%20African%20Republic
2020-04-07,37,24,0.0,11.6,8,100,05:34 PM,05:07 AM,05:43 AM,05:53 PM,20,33,33,30,11,34,61,1.6,1008,37,10,159,7,Central%20African%20Republic
2020-04-08,36,23,0.0,10.2,7,100,06:30 PM,05:58 AM,05:42 AM,05:53 PM,21,32,32,30,9,43,67,2.1,1008,36,10,178,6,Central%20African%20Republic
2020-04-09,30,23,0.0,10.2,6,83,07:27 PM,06:51 AM,05:42 AM,05:53 PM,22,29,29,26,8,53,79,3.2,1009,30,10,219,6,Central%20African%20Republic
2020-04-10,31,22,0.0,11.6,7,76,08:24 PM,07:45 AM,05:41 AM,05:53 PM,21,29,29,26,6,41,75,0.3,1009,31,9,206,4,Central%20African%20Republic
2020-04-11,29,23,0.0,8.8,6,68,09:23 PM,08:39 AM,05:41 AM,05:53 PM,22,28,28,25,6,52,81,1.5,1009,29,9,158,4,Central%20African%20Republic
2020-04-12,24,22,0.0,6.1,5,61,10:21 PM,09:36 AM,05:41 AM,05:53 PM,22,26,26,23,11,79,92,41.9,1011,24,9,209,7,Central%20African%20Republic
2020-04-13,33,23,0.0,11.6,7,53,11:18 PM,10:32 AM,05:40 AM,05:52 PM,21,30,30,28,9,36,71,0.0,1010,33,10,149,6,Central%20African%20Republic
2020-04-14,34,22,0.0,11.6,8,46,No moonrise,11:28 AM,05:40 AM,05:52 PM,20,31,31,28,7,18,67,0.1,1009,34,10,139,5,Central%20African%20Republic
2020-04-15,35,24,0.0,11.6,8,38,12:11 AM,12:21 PM,05:39 AM,05:52 PM,21,32,32,29,8,27,65,0.1,1008,35,10,151,5,Central%20African%20Republic
2020-04-16,37,26,0.0,11.6,8,30,01:02 AM,01:11 PM,05:39 AM,05:52 PM,20,34,34,31,7,6,55,0.0,1006,37,10,165,4,Central%20African%20Republic
2020-04-17,37,25,0.0,11.6,8,23,01:49 AM,01:59 PM,05:39 AM,05:52 PM,19,33,33,31,8,6,52,0.0,1006,37,10,199,5,Central%20African%20Republic
2020-04-18,35,24,0.0,11.6,8,15,02:32 AM,02:44 PM,05:38 AM,05:52 PM,21,31,31,29,11,32,71,2.4,1008,35,10,189,7,Central%20African%20Republic
2020-04-19,31,22,0.0,8.8,6,8,03:14 AM,03:28 PM,05:38 AM,05:52 PM,21,30,30,27,12,62,77,7.1,1011,31,9,195,8,Central%20African%20Republic
2020-04-20,31,21,0.0,7.5,6,0,03:54 AM,04:10 PM,05:38 AM,05:52 PM,21,28,28,26,10,72,81,1.1,1011,31,8,206,7,Central%20African%20Republic
2020-04-21,32,22,0.0,11.6,6,0,04:33 AM,04:52 PM,05:37 AM,05:52 PM,20,29,29,27,7,31,72,5.6,1010,32,9,176,5,Central%20African%20Republic
2020-04-22,35,22,0.0,10.2,7,0,05:12 AM,05:35 PM,05:37 AM,05:52 PM,21,31,31,29,8,44,71,3.3,1009,35,10,194,5,Central%20African%20Republic
2020-04-23,33,23,0.0,11.6,6,0,05:52 AM,06:18 PM,05:37 AM,05:51 PM,22,31,31,28,11,28,74,3.0,1009,33,9,161,7,Central%20African%20Republic
2020-04-24,35,24,0.0,10.2,7,7,06:33 AM,07:04 PM,05:37 AM,05:51 PM,21,32,32,29,7,36,64,1.2,1008,35,10,155,5,Central%20African%20Republic
2020-04-25,37,24,0.0,10.2,7,15,07:17 AM,07:52 PM,05:36 AM,05:51 PM,21,34,34,31,8,41,63,0.4,1007,37,10,150,5,Central%20African%20Republic
2020-04-26,36,24,0.0,10.2,7,22,08:04 AM,08:42 PM,05:36 AM,05:51 PM,20,33,33,30,8,33,63,3.5,1008,36,10,204,5,Central%20African%20Republic
2020-04-27,32,23,0.0,10.2,6,30,08:54 AM,09:35 PM,05:36 AM,05:51 PM,22,30,30,27,10,63,79,5.5,1010,32,9,189,7,Central%20African%20Republic
2020-04-28,33,21,0.0,11.6,6,37,09:47 AM,10:29 PM,05:36 AM,05:51 PM,20,29,29,27,11,29,73,0.2,1011,33,9,172,7,Central%20African%20Republic
2020-04-29,33,23,0.0,11.6,6,45,10:41 AM,11:24 PM,05:35 AM,05:51 PM,21,31,31,28,12,28,73,0.9,1011,33,10,164,8,Central%20African%20Republic
2020-04-30,35,23,0.0,11.6,8,52,11:38 AM,No moonset,05:35 AM,05:51 PM,21,32,32,29,11,26,67,0.1,1011,35,10,163,7,Central%20African%20Republic
2020-05-01,29,23,0.0,10.2,6,58,12:33 PM,12:18 AM,05:35 AM,05:51 PM,21,28,28,26,11,45,78,4.4,1012,29,10,173,8,Central%20African%20Republic
2020-05-02,35,23,0.0,11.6,8,65,01:29 PM,01:11 AM,05:35 AM,05:51 PM,20,32,32,29,7,23,66,0.6,1010,35,10,186,4,Central%20African%20Republic
2020-05-03,36,23,0.0,11.6,8,72,02:24 PM,02:03 AM,05:34 AM,05:51 PM,20,33,33,30,9,16,61,0.0,1009,36,10,164,6,Central%20African%20Republic
2020-05-04,37,24,0.0,11.6,8,80,03:18 PM,02:54 AM,05:34 AM,05:51 PM,20,33,33,30,7,23,61,0.1,1008,37,10,163,5,Central%20African%20Republic
2020-05-05,35,23,0.0,10.2,7,87,04:13 PM,03:44 AM,05:34 AM,05:51 PM,21,32,32,29,7,46,71,6.9,1009,35,10,171,4,Central%20African%20Republic
2020-05-06,24,22,0.0,7.5,5,94,05:08 PM,04:35 AM,05:34 AM,05:51 PM,22,26,26,23,9,62,92,16.6,1011,24,8,195,6,Central%20African%20Republic
2020-05-07,34,23,0.0,8.8,6,100,06:06 PM,05:28 AM,05:34 AM,05:51 PM,21,31,31,28,8,42,72,2.5,1009,34,10,160,5,Central%20African%20Republic
2020-05-08,23,22,0.0,6.1,5,100,07:05 PM,06:22 AM,05:34 AM,05:51 PM,22,25,25,23,11,62,96,36.0,1011,23,5,178,6,Central%20African%20Republic
2020-05-09,28,21,0.0,8.8,6,84,08:04 PM,07:19 AM,05:33 AM,05:51 PM,22,26,26,24,5,60,87,0.0,1011,28,6,254,4,Central%20African%20Republic
2020-05-10,32,23,0.0,11.6,6,77,09:04 PM,08:17 AM,05:33 AM,05:51 PM,22,30,30,27,5,43,79,1.7,1011,32,10,178,3,Central%20African%20Republic
2020-05-11,30,22,0.0,10.2,6,70,10:01 PM,09:15 AM,05:33 AM,05:51 PM,22,28,28,25,6,54,84,1.1,1011,30,9,224,4,Central%20African%20Republic
2020-05-12,31,22,0.0,11.6,7,62,10:54 PM,10:11 AM,05:33 AM,05:52 PM,22,30,30,26,4,42,79,0.1,1012,31,10,249,3,Central%20African%20Republic
2020-05-13,33,22,0.0,10.2,6,55,11:44 PM,11:04 AM,05:33 AM,05:52 PM,22,31,31,27,5,46,77,0.0,1011,33,7,160,3,Central%20African%20Republic
2020-05-14,33,23,0.0,11.6,6,48,No moonrise,11:54 AM,05:33 AM,05:52 PM,22,31,31,28,10,54,80,8.9,1011,33,7,187,6,Central%20African%20Republic
2020-05-15,32,23,0.0,10.2,6,40,12:29 AM,12:41 PM,05:33 AM,05:52 PM,22,30,30,27,11,45,79,2.2,1010,32,10,187,7,Central%20African%20Republic
2020-05-16,34,23,0.0,11.6,8,33,01:12 AM,01:26 PM,05:33 AM,05:52 PM,22,31,31,28,9,26,74,0.4,1009,34,10,161,6,Central%20African%20Republic
2020-05-17,30,23,0.0,10.2,6,26,01:53 AM,02:08 PM,05:33 AM,05:52 PM,22,30,30,26,8,47,81,1.5,1010,30,9,184,5,Central%20African%20Republic
2020-05-18,31,23,0.0,10.2,6,19,02:32 AM,02:50 PM,05:33 AM,05:52 PM,22,29,29,26,6,34,77,1.9,1011,31,10,153,4,Central%20African%20Republic
2020-05-19,34,22,0.0,11.6,6,11,03:11 AM,03:33 PM,05:33 AM,05:52 PM,21,31,31,28,6,42,73,2.8,1011,34,9,153,4,Central%20African%20Republic
2020-05-20,34,22,0.0,11.6,6,4,03:50 AM,04:15 PM,05:33 AM,05:52 PM,21,31,31,28,7,35,73,1.7,1011,34,10,188,5,Central%20African%20Republic
2020-05-21,27,22,0.0,6.1,5,0,04:31 AM,05:01 PM,05:33 AM,05:53 PM,22,27,27,24,8,73,92,23.9,1013,27,6,198,5,Central%20African%20Republic
2020-05-22,32,20,0.0,10.2,6,0,05:15 AM,05:48 PM,05:33 AM,05:53 PM,21,28,28,26,6,50,80,0.0,1012,32,6,151,4,Central%20African%20Republic
2020-05-23,33,22,0.0,6.1,6,3,06:01 AM,06:38 PM,05:33 AM,05:53 PM,22,31,31,27,3,61,78,5.7,1012,33,9,175,2,Central%20African%20Republic
2020-05-24,31,23,0.0,7.5,6,10,06:50 AM,07:31 PM,05:33 AM,05:53 PM,23,29,29,26,8,72,83,13.2,1011,31,9,181,5,Central%20African%20Republic
2020-05-25,31,22,0.0,8.9,6,17,07:43 AM,08:25 PM,05:33 AM,05:53 PM,23,29,29,26,7,54,85,2.9,1011,31,7,220,5,Central%20African%20Republic
2020-05-26,29,23,0.0,7.5,6,25,08:37 AM,09:20 PM,05:33 AM,05:53 PM,23,28,28,25,6,52,87,24.0,1011,29,8,265,3,Central%20African%20Republic
2020-05-27,30,22,0.0,10.2,6,32,09:34 AM,10:14 PM,05:33 AM,05:54 PM,23,29,29,26,6,38,84,3.7,1011,30,8,124,4,Central%20African%20Republic
2020-05-28,30,23,0.0,7.5,6,39,10:29 AM,11:07 PM,05:33 AM,05:54 PM,23,28,28,25,8,62,87,17.7,1010,30,9,166,4,Central%20African%20Republic
