date_time,Cape%20Verde_maxtempC,Cape%20Verde_mintempC,Cape%20Verde_totalSnow_cm,Cape%20Verde_sunHour,Cape%20Verde_uvIndex,Cape%20Verde_moon_illumination,Cape%20Verde_moonrise,Cape%20Verde_moonset,Cape%20Verde_sunrise,Cape%20Verde_sunset,Cape%20Verde_DewPointC,Cape%20Verde_FeelsLikeC,Cape%20Verde_HeatIndexC,Cape%20Verde_WindChillC,Cape%20Verde_WindGustKmph,Cape%20Verde_cloudcover,Cape%20Verde_humidity,Cape%20Verde_precipMM,Cape%20Verde_pressure,Cape%20Verde_tempC,Cape%20Verde_visibility,Cape%20Verde_winddirDegree,Cape%20Verde_windspeedKmph,Cape%20Verde_location
2020-05-13,21,17,0.0,11.6,5,55,12:08 AM,11:36 AM,06:01 AM,06:55 PM,18,20,20,20,48,24,84,0.0,1016,21,10,28,34,Cape%20Verde
2020-05-14,21,17,0.0,6.3,5,48,12:54 AM,12:29 PM,06:01 AM,06:55 PM,17,19,20,19,43,70,83,0.0,1016,21,10,32,31,Cape%20Verde
2020-05-15,21,15,0.0,11.6,6,40,01:36 AM,01:20 PM,06:01 AM,06:56 PM,18,19,21,19,42,19,84,0.0,1017,21,10,31,31,Cape%20Verde
2020-05-16,21,14,0.0,12.6,5,33,02:13 AM,02:08 PM,06:00 AM,06:56 PM,18,19,21,19,41,17,85,0.0,1016,21,10,27,31,Cape%20Verde
2020-05-17,21,15,0.0,12.6,6,26,02:49 AM,02:55 PM,06:00 AM,06:56 PM,18,19,21,19,39,8,85,0.0,1016,21,10,24,29,Cape%20Verde
2020-05-18,21,17,0.0,11.8,5,19,03:24 AM,03:42 PM,06:00 AM,06:57 PM,18,20,22,20,37,47,83,0.0,1017,21,10,19,27,Cape%20Verde
2020-05-19,21,16,0.0,12.6,6,11,03:59 AM,04:28 PM,06:00 AM,06:57 PM,17,20,21,20,35,55,79,0.0,1017,21,10,19,26,Cape%20Verde
2020-05-20,21,16,0.0,13.0,5,4,04:33 AM,05:17 PM,05:59 AM,06:57 PM,18,20,21,20,32,54,80,0.0,1017,21,10,24,25,Cape%20Verde
2020-05-21,22,15,0.0,13.0,6,0,05:11 AM,06:06 PM,05:59 AM,06:58 PM,19,20,23,20,32,31,83,0.0,1016,22,10,17,27,Cape%20Verde
2020-05-22,22,15,0.0,13.0,6,0,05:50 AM,06:57 PM,05:59 AM,06:58 PM,20,21,23,21,35,15,86,0.0,1016,22,10,15,26,Cape%20Verde
2020-05-23,22,18,0.0,13.0,6,3,06:33 AM,07:51 PM,05:59 AM,06:58 PM,19,21,24,21,29,5,84,0.0,1015,22,10,23,20,Cape%20Verde
2020-05-24,22,18,0.0,13.0,6,10,07:20 AM,08:46 PM,05:59 AM,06:59 PM,19,21,24,21,30,13,87,0.0,1015,22,10,188,22,Cape%20Verde
2020-05-25,22,17,0.0,13.0,6,17,08:11 AM,09:41 PM,05:59 AM,06:59 PM,20,21,23,21,30,18,88,0.0,1015,22,10,196,22,Cape%20Verde
2020-05-26,23,17,0.0,13.0,6,25,09:07 AM,10:35 PM,05:58 AM,06:59 PM,21,24,24,22,29,18,89,0.0,1015,23,10,309,22,Cape%20Verde
2020-05-27,23,23,0.0,13.4,6,32,10:04 AM,11:27 PM,05:58 AM,07:00 PM,20,25,25,23,29,0,85,0.0,1014,23,10,266,20,Cape%20Verde
2020-05-28,23,18,0.0,13.4,6,39,11:03 AM,No moonset,05:58 AM,07:00 PM,20,24,24,22,29,3,86,0.0,1014,23,10,14,20,Cape%20Verde
2020-05-29,23,23,0.0,13.4,6,47,12:01 PM,12:16 AM,05:58 AM,07:01 PM,20,25,25,23,31,2,85,0.0,1013,23,10,17,23,Cape%20Verde
2020-05-30,23,21,0.0,13.4,6,54,01:00 PM,01:02 AM,05:58 AM,07:01 PM,20,25,25,22,34,13,87,0.0,1014,23,10,12,27,Cape%20Verde
2020-05-31,22,20,0.0,13.4,6,58,01:57 PM,01:47 AM,05:58 AM,07:01 PM,19,21,24,21,27,19,86,0.0,1015,22,10,15,21,Cape%20Verde
2020-06-01,22,18,0.0,9.6,5,71,02:55 PM,02:29 AM,05:58 AM,07:02 PM,18,20,23,20,21,56,80,0.0,1017,22,10,27,16,Cape%20Verde
2020-06-02,22,17,0.0,13.4,6,79,03:55 PM,03:13 AM,05:58 AM,07:02 PM,19,21,23,21,21,20,81,0.0,1016,22,10,33,16,Cape%20Verde
2020-06-03,23,18,0.0,13.4,6,86,04:55 PM,03:58 AM,05:58 AM,07:02 PM,19,24,24,22,23,18,82,0.0,1016,23,10,15,17,Cape%20Verde
2020-06-04,23,20,0.0,13.5,6,94,05:58 PM,04:45 AM,05:58 AM,07:03 PM,20,25,25,22,25,22,83,0.0,1016,23,10,97,18,Cape%20Verde
2020-06-05,23,16,0.0,13.5,6,100,07:01 PM,05:36 AM,05:58 AM,07:03 PM,20,23,23,21,25,12,86,0.0,1016,23,10,103,19,Cape%20Verde
2020-06-06,23,17,0.0,13.5,6,100,08:03 PM,06:30 AM,05:58 AM,07:03 PM,21,24,24,22,29,17,87,0.0,1017,23,10,64,21,Cape%20Verde
2020-06-07,23,19,0.0,13.5,6,84,09:02 PM,07:28 AM,05:58 AM,07:04 PM,20,24,24,22,38,13,87,0.0,1016,23,10,20,27,Cape%20Verde
2020-06-08,23,18,0.0,13.5,6,76,09:57 PM,08:26 AM,05:58 AM,07:04 PM,20,24,24,21,33,19,87,0.0,1016,23,10,20,24,Cape%20Verde
2020-06-09,23,19,0.0,13.5,6,69,10:46 PM,09:24 AM,05:58 AM,07:04 PM,21,25,25,22,31,14,87,0.0,1015,23,10,22,23,Cape%20Verde
2020-06-10,23,20,0.0,13.5,6,61,11:31 PM,10:19 AM,05:58 AM,07:05 PM,21,25,25,22,32,19,88,0.0,1015,23,10,20,23,Cape%20Verde
2020-06-11,23,20,0.0,13.5,6,54,No moonrise,11:11 AM,05:58 AM,07:05 PM,21,25,25,22,34,17,88,0.0,1016,23,10,30,24,Cape%20Verde
2020-06-12,24,20,0.0,13.5,6,46,12:11 AM,12:01 PM,05:58 AM,07:05 PM,22,25,25,23,36,20,88,0.0,1014,24,10,26,27,Cape%20Verde
2020-06-13,23,22,0.0,13.5,6,38,12:48 AM,12:49 PM,05:59 AM,07:05 PM,21,25,25,23,34,22,88,0.0,1014,23,10,38,25,Cape%20Verde
2020-06-14,24,20,0.0,13.5,6,31,01:24 AM,01:37 PM,05:59 AM,07:06 PM,21,25,25,23,31,29,89,0.0,1014,24,10,64,22,Cape%20Verde
2020-06-15,24,19,0.0,13.5,6,23,01:58 AM,02:23 PM,05:59 AM,07:06 PM,21,25,25,22,27,9,88,0.0,1015,24,10,88,19,Cape%20Verde
2020-06-16,24,18,0.0,13.5,6,16,02:32 AM,03:10 PM,05:59 AM,07:06 PM,21,25,25,23,23,19,85,0.0,1015,24,10,98,16,Cape%20Verde
2020-06-17,25,23,0.0,13.5,6,8,03:09 AM,03:59 PM,05:59 AM,07:07 PM,21,26,26,24,26,8,86,0.0,1014,25,10,45,19,Cape%20Verde
2020-06-18,24,24,0.0,13.5,6,1,03:47 AM,04:50 PM,05:59 AM,07:07 PM,21,26,26,24,43,2,84,0.0,1014,24,10,29,31,Cape%20Verde
2020-06-19,23,22,0.0,13.1,6,0,04:28 AM,05:43 PM,06:00 AM,07:07 PM,20,25,25,23,38,6,84,0.0,1016,23,10,32,28,Cape%20Verde
2020-06-20,23,20,0.0,12.0,5,0,05:15 AM,06:38 PM,06:00 AM,07:07 PM,20,25,25,22,38,29,86,0.0,1016,23,10,22,28,Cape%20Verde
2020-06-21,23,17,0.0,13.1,6,0,06:05 AM,07:34 PM,06:00 AM,07:07 PM,20,24,24,22,36,20,88,0.0,1016,23,10,15,26,Cape%20Verde
2020-06-22,23,19,0.0,13.1,6,7,07:00 AM,08:30 PM,06:00 AM,07:08 PM,21,24,24,22,34,19,88,0.0,1014,23,10,17,24,Cape%20Verde
2020-06-23,24,19,0.0,13.1,6,14,07:58 AM,09:24 PM,06:00 AM,07:08 PM,20,25,25,23,38,3,82,0.0,1012,24,10,16,28,Cape%20Verde
2020-06-24,24,17,0.0,11.6,6,22,08:57 AM,10:14 PM,06:01 AM,07:08 PM,20,24,24,22,38,2,82,0.0,1013,24,10,34,29,Cape%20Verde
2020-06-25,23,19,0.0,11.6,6,29,09:56 AM,11:02 PM,06:01 AM,07:08 PM,20,24,24,22,32,14,86,0.0,1014,23,10,28,25,Cape%20Verde
2020-06-26,22,17,0.0,11.6,6,37,10:55 AM,11:46 PM,06:01 AM,07:08 PM,19,21,23,21,34,27,87,0.0,1014,22,10,14,25,Cape%20Verde
2020-06-27,22,17,0.0,9.1,5,44,11:53 AM,No moonset,06:01 AM,07:09 PM,19,21,23,21,28,69,86,0.2,1014,22,10,41,22,Cape%20Verde
2020-06-28,23,17,0.0,11.6,6,52,12:49 PM,12:28 AM,06:02 AM,07:09 PM,20,24,24,21,41,15,87,0.0,1014,23,10,12,30,Cape%20Verde
2020-06-29,23,20,0.0,11.6,6,59,01:47 PM,01:11 AM,06:02 AM,07:09 PM,20,25,25,22,47,12,85,0.0,1013,23,10,15,32,Cape%20Verde
2020-06-30,22,16,0.0,6.5,5,67,02:45 PM,01:54 AM,06:02 AM,07:09 PM,20,21,23,21,34,64,86,0.3,1012,22,10,17,26,Cape%20Verde
2020-07-01,22,16,0.0,6.5,5,72,03:45 PM,02:38 AM,06:03 AM,07:09 PM,19,21,23,21,25,78,84,0.1,1013,22,10,21,20,Cape%20Verde
2020-07-02,22,17,0.0,11.6,6,79,04:46 PM,03:27 AM,06:03 AM,07:09 PM,20,21,24,21,29,28,88,0.0,1013,22,10,57,22,Cape%20Verde
2020-07-03,23,19,0.0,7.8,5,86,05:48 PM,04:18 AM,06:03 AM,07:09 PM,20,24,24,21,28,64,87,0.2,1013,23,10,171,20,Cape%20Verde
2020-07-04,23,18,0.0,11.6,6,94,06:47 PM,05:14 AM,06:03 AM,07:09 PM,20,24,24,22,26,20,87,0.0,1014,23,10,309,19,Cape%20Verde
2020-07-05,23,16,0.0,9.1,5,100,07:45 PM,06:11 AM,06:04 AM,07:09 PM,20,24,24,22,40,58,85,0.0,1012,23,10,46,29,Cape%20Verde
2020-07-06,23,18,0.0,6.5,5,100,08:36 PM,07:10 AM,06:04 AM,07:09 PM,20,24,24,22,28,81,85,0.0,1012,23,10,28,20,Cape%20Verde
2020-07-07,22,19,0.0,9.1,5,85,09:24 PM,08:06 AM,06:04 AM,07:09 PM,18,24,24,21,10,62,79,0.5,1012,22,10,217,7,Cape%20Verde
2020-07-08,24,18,0.0,11.6,6,77,10:06 PM,09:01 AM,06:05 AM,07:09 PM,20,25,25,22,22,21,84,0.0,1014,24,10,229,15,Cape%20Verde
2020-07-09,24,21,0.0,10.3,5,70,10:45 PM,09:53 AM,06:05 AM,07:09 PM,21,25,25,23,44,30,89,0.0,1011,24,10,286,30,Cape%20Verde
2020-07-10,24,19,0.0,11.6,6,63,11:21 PM,10:42 AM,06:05 AM,07:09 PM,21,25,25,23,30,4,85,0.0,1010,24,10,21,21,Cape%20Verde
2020-07-11,23,18,0.0,10.3,5,55,11:56 PM,11:30 AM,06:06 AM,07:09 PM,20,24,24,22,22,36,85,0.0,1011,23,10,31,17,Cape%20Verde
2020-07-12,23,17,0.0,6.5,5,48,No moonrise,12:16 PM,06:06 AM,07:09 PM,19,24,24,21,16,97,80,0.3,1012,23,10,39,12,Cape%20Verde
2020-07-13,24,17,0.0,10.3,5,41,12:30 AM,01:03 PM,06:06 AM,07:09 PM,21,25,25,23,20,58,86,0.5,1014,24,10,103,14,Cape%20Verde
2020-07-14,24,20,0.0,11.6,6,34,01:06 AM,01:51 PM,06:07 AM,07:09 PM,22,26,26,23,16,20,89,0.0,1014,24,10,138,11,Cape%20Verde
2020-07-15,24,22,0.0,11.6,6,26,01:43 AM,02:40 PM,06:07 AM,07:09 PM,22,26,26,23,32,20,87,0.0,1012,24,10,291,23,Cape%20Verde
2020-07-16,23,21,0.0,6.5,5,19,02:22 AM,03:33 PM,06:07 AM,07:08 PM,19,25,25,23,18,79,78,0.1,1013,23,10,179,13,Cape%20Verde
2020-07-17,23,17,0.0,7.8,5,12,03:07 AM,04:26 PM,06:08 AM,07:08 PM,19,24,24,22,25,67,79,0.0,1014,23,10,15,18,Cape%20Verde
2020-07-18,24,22,0.0,6.5,5,5,03:55 AM,05:23 PM,06:08 AM,07:08 PM,20,25,25,23,28,92,81,0.1,1013,24,10,26,20,Cape%20Verde
2020-07-19,24,18,0.0,10.3,5,0,04:48 AM,06:19 PM,06:08 AM,07:08 PM,21,25,25,23,16,72,82,0.0,1014,24,10,127,12,Cape%20Verde
2020-07-20,25,21,0.0,10.3,5,0,05:46 AM,07:15 PM,06:08 AM,07:08 PM,22,26,26,24,26,45,87,0.0,1012,25,10,334,19,Cape%20Verde
2020-07-21,24,19,0.0,6.5,5,2,06:46 AM,08:08 PM,06:09 AM,07:07 PM,21,25,25,23,22,79,83,0.4,1010,24,10,147,16,Cape%20Verde
2020-07-22,24,19,0.0,11.6,6,10,07:47 AM,08:57 PM,06:09 AM,07:07 PM,22,25,25,23,15,25,86,0.0,1012,24,10,53,11,Cape%20Verde
2020-07-23,24,21,0.0,11.6,6,17,08:47 AM,09:44 PM,06:09 AM,07:07 PM,22,26,26,23,21,26,89,0.0,1013,24,10,162,15,Cape%20Verde
2020-07-24,24,20,0.0,6.5,5,24,09:47 AM,10:28 PM,06:10 AM,07:07 PM,21,25,25,23,23,89,84,0.3,1011,24,10,88,17,Cape%20Verde
2020-07-25,24,20,0.0,11.6,6,32,10:45 AM,11:11 PM,06:10 AM,07:06 PM,21,25,25,23,11,7,81,0.0,1012,24,10,136,8,Cape%20Verde
2020-07-26,24,20,0.0,11.6,6,39,11:42 AM,11:53 PM,06:10 AM,07:06 PM,22,25,25,23,29,29,87,0.0,1012,24,10,305,21,Cape%20Verde
2020-07-27,24,18,0.0,6.5,5,46,12:39 PM,No moonset,06:11 AM,07:06 PM,20,24,24,22,30,82,82,0.2,1012,24,10,166,23,Cape%20Verde
2020-07-28,25,18,0.0,11.6,5,53,01:38 PM,12:37 AM,06:11 AM,07:05 PM,21,26,26,24,20,51,81,0.1,1012,25,10,89,14,Cape%20Verde
2020-07-29,24,20,0.0,11.6,6,61,02:37 PM,01:23 AM,06:11 AM,07:05 PM,22,26,26,24,21,17,86,0.0,1012,24,10,202,14,Cape%20Verde
2020-07-30,24,18,0.0,6.5,5,68,03:38 PM,02:12 AM,06:12 AM,07:05 PM,20,25,25,23,28,74,82,0.1,1012,24,10,163,19,Cape%20Verde
2020-07-31,24,18,0.0,6.5,5,72,04:37 PM,03:05 AM,06:12 AM,07:04 PM,19,24,24,22,21,99,77,0.1,1013,24,10,34,15,Cape%20Verde
2020-08-01,25,20,0.0,10.3,5,82,05:35 PM,04:01 AM,06:12 AM,07:04 PM,20,25,25,24,12,67,77,0.4,1013,25,10,55,9,Cape%20Verde
2020-08-02,27,20,0.0,11.6,7,90,06:28 PM,04:58 AM,06:12 AM,07:03 PM,23,28,28,25,10,25,84,0.0,1015,27,10,106,7,Cape%20Verde
2020-08-03,25,23,0.0,11.6,7,97,07:17 PM,05:55 AM,06:13 AM,07:03 PM,23,28,28,25,30,31,89,0.0,1015,25,10,345,22,Cape%20Verde
2020-08-04,24,21,0.0,6.4,5,100,08:01 PM,06:50 AM,06:13 AM,07:02 PM,21,26,26,24,29,92,84,0.5,1013,24,10,77,20,Cape%20Verde
2020-08-05,25,20,0.0,9.0,5,88,08:41 PM,07:44 AM,06:13 AM,07:02 PM,21,26,26,23,15,70,79,0.5,1013,25,10,23,11,Cape%20Verde
2020-08-06,24,19,0.0,6.4,5,81,09:19 PM,08:34 AM,06:13 AM,07:01 PM,20,25,25,23,16,77,79,0.0,1014,24,10,29,12,Cape%20Verde
2020-08-07,24,19,0.0,7.7,5,74,09:54 PM,09:23 AM,06:14 AM,07:01 PM,20,25,25,23,22,77,79,0.2,1016,24,10,30,17,Cape%20Verde
2020-08-08,24,20,0.0,10.3,5,67,10:28 PM,10:09 AM,06:14 AM,07:00 PM,22,26,26,23,30,47,85,0.0,1016,24,10,24,23,Cape%20Verde
2020-08-09,25,19,0.0,7.7,5,59,11:03 PM,10:56 AM,06:14 AM,07:00 PM,22,26,26,24,33,66,83,0.0,1014,25,10,26,26,Cape%20Verde
2020-08-10,25,19,0.0,6.2,5,52,11:39 PM,11:44 AM,06:14 AM,06:59 PM,21,26,26,24,26,91,78,0.0,1014,25,10,15,20,Cape%20Verde
2020-08-11,25,22,0.0,6.2,5,45,No moonrise,12:32 PM,06:15 AM,06:59 PM,21,27,27,24,30,84,78,0.6,1012,25,10,13,23,Cape%20Verde
2020-08-12,25,19,0.0,6.2,5,38,12:17 AM,01:22 PM,06:15 AM,06:58 PM,21,25,25,23,29,85,82,0.2,1012,25,10,21,22,Cape%20Verde
2020-08-13,25,21,0.0,6.2,5,30,12:59 AM,02:14 PM,06:15 AM,06:58 PM,21,26,26,24,19,79,79,0.2,1012,25,10,35,14,Cape%20Verde
2020-08-14,25,20,0.0,11.6,6,23,01:45 AM,03:09 PM,06:15 AM,06:57 PM,21,26,26,24,11,24,80,0.0,1013,25,10,54,8,Cape%20Verde
2020-08-15,25,21,0.0,6.2,5,16,02:35 AM,04:05 PM,06:15 AM,06:56 PM,21,26,26,24,18,75,83,0.0,1013,25,10,80,14,Cape%20Verde
2020-08-16,25,21,0.0,11.6,6,8,03:31 AM,05:01 PM,06:16 AM,06:56 PM,22,26,26,24,26,40,87,0.1,1012,25,10,52,19,Cape%20Verde
2020-08-17,26,23,0.0,10.2,6,1,04:30 AM,05:56 PM,06:16 AM,06:55 PM,23,28,28,25,28,27,83,0.0,1010,26,10,70,22,Cape%20Verde
2020-08-18,26,20,0.0,11.6,7,0,05:32 AM,06:48 PM,06:16 AM,06:54 PM,22,27,27,25,13,21,84,0.0,1012,26,10,153,9,Cape%20Verde
2020-08-19,24,24,0.0,10.2,5,0,06:33 AM,07:37 PM,06:16 AM,06:54 PM,22,26,26,24,30,45,85,0.0,1011,24,10,207,22,Cape%20Verde
2020-08-20,24,18,0.0,11.6,6,6,07:35 AM,08:22 PM,06:16 AM,06:53 PM,21,25,25,23,28,62,83,0.0,1009,24,10,10,21,Cape%20Verde
2020-08-21,25,21,0.0,7.5,5,13,08:35 AM,09:07 PM,06:17 AM,06:52 PM,21,26,26,24,17,70,79,0.2,1009,25,10,47,13,Cape%20Verde
2020-08-22,26,20,0.0,11.6,7,20,09:34 AM,09:51 PM,06:17 AM,06:52 PM,23,28,28,25,34,36,86,0.0,1011,26,10,59,24,Cape%20Verde
2020-08-23,26,23,0.0,11.6,7,28,10:33 AM,10:35 PM,06:17 AM,06:51 PM,24,28,28,25,17,21,87,0.0,1012,26,10,165,12,Cape%20Verde
2020-08-24,26,21,0.0,10.2,6,35,11:33 AM,11:21 PM,06:17 AM,06:50 PM,22,27,27,25,24,59,81,0.1,1010,26,10,225,18,Cape%20Verde
2020-08-25,26,22,0.0,10.2,6,42,12:32 PM,No moonset,06:17 AM,06:50 PM,21,27,27,25,9,55,75,0.0,1009,26,10,246,7,Cape%20Verde
2020-08-26,25,24,0.0,10.2,5,50,01:33 PM,12:10 AM,06:17 AM,06:49 PM,21,27,27,25,14,57,78,0.1,1010,25,10,327,10,Cape%20Verde
2020-08-27,26,22,0.0,11.6,7,57,02:32 PM,01:02 AM,06:17 AM,06:48 PM,22,27,27,25,13,55,79,0.0,1012,26,10,178,9,Cape%20Verde
2020-08-28,26,22,0.0,11.6,7,64,03:30 PM,01:56 AM,06:18 AM,06:47 PM,23,28,28,25,16,33,83,0.0,1013,26,10,47,11,Cape%20Verde
2020-08-29,26,21,0.0,10.2,6,71,04:23 PM,02:52 AM,06:18 AM,06:47 PM,23,27,27,24,15,31,85,0.0,1010,26,10,317,11,Cape%20Verde
2020-08-30,25,23,0.0,10.2,6,79,05:13 PM,03:48 AM,06:18 AM,06:46 PM,22,27,27,25,23,64,81,0.0,1010,25,10,116,16,Cape%20Verde
2020-08-31,25,21,0.0,6.1,5,82,05:58 PM,04:43 AM,06:18 AM,06:45 PM,20,26,26,24,24,82,75,0.2,1012,25,10,39,18,Cape%20Verde
2020-09-01,25,21,0.0,6.1,5,97,06:39 PM,05:37 AM,06:18 AM,06:44 PM,19,26,26,24,18,72,72,0.2,1012,25,10,32,13,Cape%20Verde
2020-09-02,25,20,0.0,6.1,5,100,07:17 PM,06:27 AM,06:18 AM,06:44 PM,20,25,25,23,24,75,76,0.1,1012,25,10,12,18,Cape%20Verde
2020-09-03,25,19,0.0,6.1,5,88,07:53 PM,07:17 AM,06:18 AM,06:43 PM,22,26,26,24,33,80,83,0.5,1010,25,10,21,24,Cape%20Verde
2020-09-04,27,20,0.0,8.9,6,81,08:27 PM,08:04 AM,06:19 AM,06:42 PM,24,29,29,25,24,51,87,3.2,1012,27,10,109,17,Cape%20Verde
2020-09-05,27,24,0.0,8.9,6,73,09:02 PM,08:51 AM,06:19 AM,06:41 PM,24,29,29,26,20,50,86,0.1,1013,27,10,227,14,Cape%20Verde
2020-09-06,26,21,0.0,6.1,6,66,09:37 PM,09:38 AM,06:19 AM,06:40 PM,23,28,28,25,33,75,82,0.4,1009,26,10,79,25,Cape%20Verde
2020-09-07,26,20,0.0,6.1,6,58,10:14 PM,10:25 AM,06:19 AM,06:40 PM,24,27,27,24,35,88,86,6.7,1007,26,9,54,26,Cape%20Verde
2020-09-08,27,21,0.0,10.2,6,50,10:54 PM,11:15 AM,06:19 AM,06:39 PM,25,29,29,25,45,61,87,11.6,1008,27,9,120,27,Cape%20Verde
2020-09-09,28,20,0.0,11.6,7,43,11:37 PM,12:05 PM,06:19 AM,06:38 PM,24,30,30,26,18,32,86,0.1,1012,28,10,93,12,Cape%20Verde
2020-09-10,26,24,0.0,10.2,6,35,No moonrise,12:58 PM,06:19 AM,06:37 PM,24,29,29,26,25,40,87,0.0,1012,26,10,183,18,Cape%20Verde
2020-09-11,27,25,0.0,11.6,7,28,12:24 AM,01:53 PM,06:19 AM,06:36 PM,24,30,30,26,18,22,86,0.0,1009,27,10,38,13,Cape%20Verde
2020-09-12,27,21,0.0,11.6,7,20,01:17 AM,02:47 PM,06:19 AM,06:36 PM,24,29,29,25,16,22,85,0.0,1010,27,10,54,11,Cape%20Verde
2020-09-13,27,20,0.0,6.1,6,13,02:13 AM,03:42 PM,06:20 AM,06:35 PM,24,28,28,25,42,80,89,13.1,1012,27,9,111,28,Cape%20Verde
2020-09-14,25,19,0.0,8.8,5,5,03:13 AM,04:34 PM,06:20 AM,06:34 PM,23,27,27,24,29,57,86,12.9,1015,25,8,262,19,Cape%20Verde
2020-09-15,26,22,0.0,11.6,7,0,04:14 AM,05:25 PM,06:20 AM,06:33 PM,23,28,28,25,38,8,84,0.0,1013,26,10,96,27,Cape%20Verde
2020-09-16,26,23,0.0,11.6,7,0,05:16 AM,06:12 PM,06:20 AM,06:32 PM,23,28,28,25,23,20,87,0.0,1012,26,10,130,17,Cape%20Verde
2020-09-17,26,23,0.0,11.6,7,0,06:17 AM,06:58 PM,06:20 AM,06:31 PM,23,28,28,26,14,9,85,0.0,1012,26,10,276,10,Cape%20Verde
2020-09-18,26,22,0.0,6.1,6,2,07:19 AM,07:43 PM,06:20 AM,06:31 PM,23,28,28,25,31,63,83,0.3,1013,26,10,154,23,Cape%20Verde
2020-09-19,26,22,0.0,6.1,6,10,08:19 AM,08:28 PM,06:20 AM,06:30 PM,22,28,28,25,23,87,81,0.5,1013,26,10,22,17,Cape%20Verde
2020-09-20,26,22,0.0,10.2,6,17,09:21 AM,09:15 PM,06:20 AM,06:29 PM,21,27,27,25,9,59,75,0.0,1013,26,10,96,6,Cape%20Verde
2020-09-21,26,21,0.0,11.6,7,25,10:23 AM,10:04 PM,06:20 AM,06:28 PM,24,29,29,25,16,39,86,1.1,1014,26,10,86,11,Cape%20Verde
2020-09-22,27,22,0.0,11.6,7,32,11:25 AM,10:56 PM,06:21 AM,06:27 PM,23,29,29,26,11,24,81,0.0,1015,27,10,76,8,Cape%20Verde
2020-09-23,27,22,0.0,11.6,7,40,12:26 PM,11:51 PM,06:21 AM,06:26 PM,24,29,29,26,21,16,86,0.0,1014,27,10,242,15,Cape%20Verde
2020-09-24,26,21,0.0,6.0,6,47,01:26 PM,No moonset,06:21 AM,06:26 PM,23,28,28,25,20,69,81,0.0,1014,26,10,122,15,Cape%20Verde
2020-09-25,26,23,0.0,11.6,7,55,02:20 PM,12:47 AM,06:21 AM,06:25 PM,23,28,28,26,23,54,81,0.0,1015,26,10,46,17,Cape%20Verde
2020-09-26,28,21,0.0,11.6,7,62,03:11 PM,01:44 AM,06:21 AM,06:24 PM,25,30,30,26,22,33,86,0.0,1014,28,10,99,16,Cape%20Verde
2020-09-27,28,23,0.0,11.6,7,70,03:57 PM,02:39 AM,06:21 AM,06:23 PM,24,31,31,27,37,2,83,0.0,1011,28,10,140,26,Cape%20Verde
2020-09-28,28,24,0.0,10.2,6,78,04:38 PM,03:33 AM,06:21 AM,06:22 PM,23,30,30,27,35,26,80,0.0,1012,28,10,45,28,Cape%20Verde
2020-09-29,26,22,0.0,7.4,6,85,05:17 PM,04:23 AM,06:21 AM,06:22 PM,22,28,28,25,28,81,77,0.4,1014,26,10,37,23,Cape%20Verde
2020-09-30,26,26,0.0,6.0,6,93,05:53 PM,05:13 AM,06:22 AM,06:21 PM,22,28,28,26,24,87,77,0.2,1014,26,10,40,20,Cape%20Verde
2020-10-01,26,23,0.0,7.4,6,97,06:28 PM,06:00 AM,06:22 AM,06:20 PM,23,28,28,25,28,74,83,0.1,1013,26,10,28,21,Cape%20Verde
2020-10-02,27,21,0.0,11.6,7,100,07:02 PM,06:47 AM,06:22 AM,06:19 PM,23,28,28,25,42,15,83,0.0,1013,27,10,19,31,Cape%20Verde
2020-10-03,26,20,0.0,10.2,6,89,07:37 PM,07:34 AM,06:22 AM,06:19 PM,22,27,27,24,47,54,84,0.0,1012,26,10,21,35,Cape%20Verde
2020-10-04,25,19,0.0,7.4,5,82,08:13 PM,08:21 AM,06:22 AM,06:18 PM,20,26,26,23,33,76,73,0.3,1012,25,10,25,25,Cape%20Verde
2020-10-05,25,22,0.0,8.8,6,74,08:51 PM,09:10 AM,06:22 AM,06:17 PM,19,26,26,25,18,47,66,0.3,1013,25,10,67,13,Cape%20Verde
2020-10-06,26,21,0.0,11.6,6,67,09:33 PM,10:00 AM,06:22 AM,06:16 PM,20,27,27,25,11,43,71,0.0,1014,26,10,52,7,Cape%20Verde
2020-10-07,26,20,0.0,10.2,6,60,10:18 PM,10:51 AM,06:23 AM,06:16 PM,21,27,27,25,19,41,76,0.0,1016,26,10,54,14,Cape%20Verde
2020-10-08,26,20,0.0,11.6,7,53,11:08 PM,11:45 AM,06:23 AM,06:15 PM,24,28,28,25,33,33,85,0.0,1016,26,10,22,24,Cape%20Verde
2020-10-09,27,21,0.0,11.6,7,45,No moonrise,12:38 PM,06:23 AM,06:14 PM,24,29,29,26,46,7,83,0.0,1014,27,10,24,31,Cape%20Verde
2020-10-10,26,23,0.0,11.6,7,38,12:01 AM,01:31 PM,06:23 AM,06:13 PM,23,28,28,26,45,12,82,0.0,1013,26,10,26,32,Cape%20Verde
2020-10-11,25,25,0.0,6.0,6,31,12:58 AM,02:23 PM,06:23 AM,06:13 PM,22,28,28,25,33,67,84,0.0,1014,25,10,23,24,Cape%20Verde
2020-10-12,25,23,0.0,8.8,5,23,01:57 AM,03:13 PM,06:24 AM,06:12 PM,22,27,27,25,30,70,83,0.1,1013,25,10,14,22,Cape%20Verde
