date_time,Cape%20Verde_maxtempC,Cape%20Verde_mintempC,Cape%20Verde_totalSnow_cm,Cape%20Verde_sunHour,Cape%20Verde_uvIndex,Cape%20Verde_moon_illumination,Cape%20Verde_moonrise,Cape%20Verde_moonset,Cape%20Verde_sunrise,Cape%20Verde_sunset,Cape%20Verde_DewPointC,Cape%20Verde_FeelsLikeC,Cape%20Verde_HeatIndexC,Cape%20Verde_WindChillC,Cape%20Verde_WindGustKmph,Cape%20Verde_cloudcover,Cape%20Verde_humidity,Cape%20Verde_precipMM,Cape%20Verde_pressure,Cape%20Verde_tempC,Cape%20Verde_visibility,Cape%20Verde_winddirDegree,Cape%20Verde_windspeedKmph,Cape%20Verde_location
2020-10-13,25,21,0.0,11.6,6,16,02:57 AM,04:00 PM,06:24 AM,06:11 PM,22,26,26,24,29,33,82,0.0,1013,25,10,99,22,Cape%20Verde
2020-10-14,26,20,0.0,11.6,6,9,03:57 AM,04:46 PM,06:24 AM,06:11 PM,23,28,28,25,33,27,85,0.1,1014,26,10,37,24,Cape%20Verde
2020-10-15,27,20,0.0,11.6,7,2,04:58 AM,05:31 PM,06:24 AM,06:10 PM,24,29,29,26,29,11,86,0.0,1014,27,10,59,21,Cape%20Verde
2020-10-16,27,23,0.0,11.6,7,0,05:59 AM,06:16 PM,06:24 AM,06:09 PM,23,29,29,26,26,6,80,0.0,1014,27,10,38,20,Cape%20Verde
2020-10-17,27,23,0.0,11.6,7,0,07:01 AM,07:03 PM,06:25 AM,06:09 PM,23,29,29,26,30,5,81,0.0,1013,27,10,36,22,Cape%20Verde
2020-10-18,27,22,0.0,11.6,7,5,08:05 AM,07:52 PM,06:25 AM,06:08 PM,23,28,28,25,25,4,80,0.0,1012,27,10,49,18,Cape%20Verde
2020-10-19,27,26,0.0,11.6,7,13,09:09 AM,08:45 PM,06:25 AM,06:07 PM,24,30,30,27,26,3,81,0.0,1013,27,10,40,19,Cape%20Verde
2020-10-20,28,24,0.0,11.6,7,20,10:14 AM,09:41 PM,06:25 AM,06:07 PM,23,30,30,27,37,2,79,0.0,1014,28,10,36,24,Cape%20Verde
2020-10-21,27,26,0.0,11.6,7,27,11:16 AM,10:39 PM,06:26 AM,06:06 PM,23,30,30,27,38,2,78,0.0,1015,27,10,36,26,Cape%20Verde
2020-10-22,26,20,0.0,8.8,6,35,12:15 PM,11:37 PM,06:26 AM,06:06 PM,23,28,28,25,37,41,82,0.0,1014,26,10,33,27,Cape%20Verde
2020-10-23,26,24,0.0,8.7,6,42,01:08 PM,No moonset,06:26 AM,06:05 PM,22,28,28,25,38,60,81,0.0,1015,26,10,40,28,Cape%20Verde
2020-10-24,27,25,0.0,11.6,7,49,01:56 PM,12:34 AM,06:27 AM,06:05 PM,23,29,29,26,41,16,80,0.0,1015,27,10,36,30,Cape%20Verde
2020-10-25,27,23,0.0,11.6,7,56,02:39 PM,01:29 AM,06:27 AM,06:04 PM,22,29,29,26,61,5,75,0.0,1014,27,10,30,41,Cape%20Verde
2020-10-26,27,26,0.0,11.6,7,64,03:18 PM,02:20 AM,06:27 AM,06:04 PM,22,29,29,27,57,12,76,0.0,1013,27,10,34,39,Cape%20Verde
2020-10-27,26,21,0.0,11.6,7,71,03:55 PM,03:10 AM,06:28 AM,06:03 PM,22,28,28,26,42,9,79,0.0,1012,26,10,38,29,Cape%20Verde
2020-10-28,27,22,0.0,11.6,7,78,04:29 PM,03:58 AM,06:28 AM,06:03 PM,23,29,29,26,35,20,79,0.0,1012,27,10,45,24,Cape%20Verde
2020-10-29,27,26,0.0,11.6,7,85,05:04 PM,04:44 AM,06:28 AM,06:02 PM,22,29,29,27,43,2,75,0.0,1014,27,10,54,30,Cape%20Verde
2020-10-30,26,21,0.0,11.6,7,93,05:38 PM,05:31 AM,06:29 AM,06:02 PM,21,28,28,25,55,0,74,0.0,1015,26,10,46,38,Cape%20Verde
2020-10-31,25,22,0.0,11.6,6,97,06:13 PM,06:18 AM,06:29 AM,06:01 PM,21,26,26,24,47,6,79,0.0,1015,25,10,30,35,Cape%20Verde
2020-11-01,26,18,0.0,10.2,6,89,06:51 PM,07:07 AM,06:29 AM,06:01 PM,22,27,27,24,33,37,82,0.0,1013,26,10,28,24,Cape%20Verde
2020-11-02,27,19,0.0,11.6,7,81,07:32 PM,07:56 AM,06:30 AM,06:00 PM,22,28,28,25,23,5,77,0.0,1012,27,10,35,17,Cape%20Verde
2020-11-03,26,26,0.0,11.6,6,74,08:15 PM,08:47 AM,06:30 AM,06:00 PM,21,28,28,26,37,14,74,0.0,1013,26,10,37,25,Cape%20Verde
2020-11-04,25,25,0.0,11.6,7,66,09:03 PM,09:40 AM,06:31 AM,06:00 PM,20,27,27,25,36,10,75,0.0,1013,25,10,30,25,Cape%20Verde
2020-11-05,25,25,0.0,8.7,6,58,09:55 PM,10:33 AM,06:31 AM,05:59 PM,20,27,27,25,18,15,73,0.0,1012,25,10,100,13,Cape%20Verde
2020-11-06,26,20,0.0,8.7,7,51,10:49 PM,11:26 AM,06:31 AM,05:59 PM,20,27,27,24,16,10,74,0.0,1013,26,10,42,12,Cape%20Verde
2020-11-07,25,25,0.0,8.7,7,43,11:46 PM,12:17 PM,06:32 AM,05:59 PM,22,27,27,25,30,12,81,0.0,1016,25,10,49,22,Cape%20Verde
2020-11-08,25,21,0.0,8.7,7,36,No moonrise,01:06 PM,06:32 AM,05:58 PM,21,27,27,25,41,8,78,0.0,1016,25,10,41,28,Cape%20Verde
2020-11-09,25,20,0.0,8.7,7,28,12:44 AM,01:52 PM,06:33 AM,05:58 PM,22,27,27,24,41,8,81,0.0,1015,25,10,38,29,Cape%20Verde
2020-11-10,26,19,0.0,8.7,7,21,01:42 AM,02:37 PM,06:33 AM,05:58 PM,23,28,28,25,25,3,82,0.0,1013,26,10,40,20,Cape%20Verde
2020-11-11,27,26,0.0,8.7,7,13,02:40 AM,03:20 PM,06:34 AM,05:58 PM,22,29,29,26,25,1,80,0.0,1014,27,10,32,20,Cape%20Verde
2020-11-12,27,26,0.0,8.7,7,6,03:40 AM,04:04 PM,06:34 AM,05:57 PM,22,29,29,26,29,5,77,0.0,1013,27,10,53,21,Cape%20Verde
2020-11-13,26,20,0.0,8.7,7,0,04:39 AM,04:49 PM,06:35 AM,05:57 PM,22,27,27,25,30,1,77,0.0,1014,26,10,43,20,Cape%20Verde
2020-11-14,26,21,0.0,8.7,7,0,05:42 AM,05:37 PM,06:35 AM,05:57 PM,21,28,28,25,32,0,74,0.0,1014,26,10,51,22,Cape%20Verde
2020-11-15,26,25,0.0,5.7,6,0,06:46 AM,06:28 PM,06:36 AM,05:57 PM,21,28,28,26,36,41,74,0.0,1014,26,10,46,24,Cape%20Verde
2020-11-16,26,25,0.0,8.7,7,2,07:52 AM,07:24 PM,06:36 AM,05:57 PM,21,28,28,26,34,11,75,0.0,1014,26,10,44,23,Cape%20Verde
2020-11-17,26,26,0.0,8.7,7,9,08:58 AM,08:22 PM,06:37 AM,05:57 PM,21,28,28,26,32,2,74,0.0,1014,26,10,46,22,Cape%20Verde
2020-11-18,26,26,0.0,8.7,7,17,10:01 AM,09:23 PM,06:37 AM,05:57 PM,21,28,28,26,36,2,75,0.0,1014,26,10,43,24,Cape%20Verde
2020-11-19,26,26,0.0,8.7,7,24,10:58 AM,10:23 PM,06:38 AM,05:56 PM,21,28,28,26,41,29,73,0.0,1013,26,10,45,28,Cape%20Verde
2020-11-20,25,24,0.0,8.7,7,32,11:51 AM,11:20 PM,06:38 AM,05:56 PM,20,27,27,25,32,16,73,0.0,1012,25,10,42,22,Cape%20Verde
2020-11-21,25,22,0.0,8.7,6,39,12:36 PM,No moonset,06:39 AM,05:56 PM,20,26,26,24,24,35,74,0.0,1012,25,10,20,17,Cape%20Verde
2020-11-22,25,19,0.0,5.7,5,47,01:18 PM,12:14 AM,06:39 AM,05:56 PM,20,26,26,24,21,47,71,0.0,1012,25,10,21,15,Cape%20Verde
2020-11-23,26,20,0.0,8.7,7,54,01:55 PM,01:06 AM,06:40 AM,05:56 PM,20,27,27,25,26,47,74,0.0,1013,26,10,23,18,Cape%20Verde
2020-11-24,26,22,0.0,8.7,7,62,02:30 PM,01:54 AM,06:41 AM,05:56 PM,22,28,28,25,28,21,78,0.0,1014,26,10,43,19,Cape%20Verde
2020-11-25,26,25,0.0,5.7,6,70,03:05 PM,02:41 AM,06:41 AM,05:56 PM,20,27,27,26,36,55,72,0.0,1015,26,10,55,25,Cape%20Verde
2020-11-26,26,19,0.0,8.7,7,77,03:39 PM,03:28 AM,06:42 AM,05:57 PM,19,26,26,24,48,6,68,0.0,1015,26,10,48,34,Cape%20Verde
2020-11-27,23,19,0.0,7.2,5,85,04:13 PM,04:14 AM,06:42 AM,05:57 PM,19,24,24,22,43,64,77,0.1,1016,23,10,42,34,Cape%20Verde
2020-11-28,24,17,0.0,5.7,5,92,04:50 PM,05:02 AM,06:43 AM,05:57 PM,18,24,24,22,35,67,73,0.4,1016,24,10,48,28,Cape%20Verde
2020-11-29,23,17,0.0,7.2,5,100,05:30 PM,05:52 AM,06:43 AM,05:57 PM,17,24,24,21,29,61,67,0.0,1015,23,10,32,22,Cape%20Verde
2020-11-30,23,19,0.0,8.7,6,100,06:13 PM,06:43 AM,06:44 AM,05:57 PM,16,25,25,23,23,36,63,0.0,1015,23,10,33,18,Cape%20Verde
2020-12-01,24,18,0.0,7.2,5,89,07:00 PM,07:36 AM,06:45 AM,05:57 PM,17,25,25,22,21,53,67,0.0,1015,24,10,42,16,Cape%20Verde
2020-12-02,24,23,0.0,8.7,6,82,07:51 PM,08:29 AM,06:45 AM,05:57 PM,18,25,25,24,27,42,70,0.0,1015,24,10,29,22,Cape%20Verde
2020-12-03,23,18,0.0,8.7,5,75,08:45 PM,09:23 AM,06:46 AM,05:58 PM,18,24,24,22,29,58,73,0.0,1015,23,10,33,22,Cape%20Verde
2020-12-04,23,17,0.0,8.7,6,67,09:42 PM,10:14 AM,06:46 AM,05:58 PM,19,24,24,22,31,46,77,0.0,1016,23,10,40,22,Cape%20Verde
2020-12-05,23,18,0.0,8.7,6,60,10:38 PM,11:04 AM,06:47 AM,05:58 PM,18,24,24,21,34,31,77,0.0,1016,23,10,40,25,Cape%20Verde
2020-12-06,22,17,0.0,5.7,5,53,11:35 PM,11:50 AM,06:48 AM,05:58 PM,18,23,23,21,41,67,77,0.1,1016,22,10,46,30,Cape%20Verde
2020-12-07,23,17,0.0,4.2,5,46,No moonrise,12:33 PM,06:48 AM,05:59 PM,18,23,23,21,44,65,77,0.1,1017,23,10,56,32,Cape%20Verde
2020-12-08,22,17,0.0,7.2,5,38,12:31 AM,01:16 PM,06:49 AM,05:59 PM,18,21,23,21,35,55,77,0.0,1018,22,10,46,27,Cape%20Verde
2020-12-09,23,16,0.0,8.7,6,31,01:28 AM,01:58 PM,06:49 AM,05:59 PM,18,23,23,21,42,18,73,0.0,1017,23,10,44,32,Cape%20Verde
2020-12-10,22,17,0.0,11.5,5,24,02:24 AM,02:40 PM,06:50 AM,06:00 PM,17,23,23,21,48,17,74,0.0,1017,22,10,48,36,Cape%20Verde
2020-12-11,23,20,0.0,11.5,6,17,03:24 AM,03:25 PM,06:50 AM,06:00 PM,18,24,24,22,39,20,74,0.0,1016,23,10,55,30,Cape%20Verde
2020-12-12,23,17,0.0,11.5,6,9,04:25 AM,04:12 PM,06:51 AM,06:00 PM,19,23,23,21,26,6,76,0.0,1015,23,10,40,19,Cape%20Verde
2020-12-13,23,17,0.0,11.5,6,2,05:29 AM,05:05 PM,06:52 AM,06:01 PM,18,24,24,22,34,6,73,0.0,1014,23,10,35,24,Cape%20Verde
2020-12-14,22,22,0.0,11.5,5,0,06:34 AM,06:02 PM,06:52 AM,06:01 PM,18,22,25,22,37,30,78,0.0,1014,22,10,36,27,Cape%20Verde
2020-12-15,22,17,0.0,8.7,5,0,07:40 AM,07:03 PM,06:53 AM,06:01 PM,18,21,23,21,34,47,79,0.0,1014,22,10,37,25,Cape%20Verde
2020-12-16,22,17,0.0,11.5,6,5,08:41 AM,08:05 PM,06:53 AM,06:02 PM,18,20,23,20,39,29,79,0.0,1016,22,10,42,28,Cape%20Verde
2020-12-17,22,16,0.0,11.5,6,12,09:38 AM,09:05 PM,06:54 AM,06:02 PM,18,21,24,21,45,17,79,0.0,1017,22,10,43,34,Cape%20Verde
2020-12-18,23,17,0.0,8.7,5,20,10:28 AM,10:03 PM,06:54 AM,06:03 PM,19,23,23,21,43,40,80,0.0,1016,23,10,46,34,Cape%20Verde
2020-12-19,22,17,0.0,11.5,6,27,11:13 AM,10:57 PM,06:55 AM,06:03 PM,18,21,23,21,45,26,77,0.1,1015,22,10,49,36,Cape%20Verde
2020-12-20,23,16,0.0,11.5,6,34,11:53 AM,11:48 PM,06:55 AM,06:04 PM,17,24,24,22,45,4,72,0.0,1015,23,10,54,34,Cape%20Verde
2020-12-21,23,18,0.0,11.5,6,41,12:29 PM,No moonset,06:56 AM,06:04 PM,17,24,24,22,41,7,72,0.0,1016,23,10,56,29,Cape%20Verde
2020-12-22,22,17,0.0,11.5,6,49,01:04 PM,12:35 AM,06:56 AM,06:05 PM,17,24,24,22,35,0,71,0.0,1015,22,10,50,26,Cape%20Verde
2020-12-23,22,18,0.0,11.5,6,56,01:39 PM,01:23 AM,06:57 AM,06:05 PM,16,21,24,21,27,0,70,0.0,1014,22,10,41,20,Cape%20Verde
2020-12-24,21,17,0.0,11.5,6,63,02:13 PM,02:09 AM,06:57 AM,06:06 PM,14,20,23,20,19,0,62,0.0,1012,21,10,198,14,Cape%20Verde
2020-12-25,22,18,0.0,10.1,5,70,02:49 PM,02:57 AM,06:58 AM,06:06 PM,13,24,24,22,11,28,57,0.0,1012,22,10,323,9,Cape%20Verde
2020-12-26,23,20,0.0,11.5,6,78,03:27 PM,03:45 AM,06:58 AM,06:07 PM,16,24,24,22,13,21,67,0.0,1013,23,10,23,10,Cape%20Verde
2020-12-27,22,18,0.0,11.5,6,85,04:09 PM,04:35 AM,06:59 AM,06:07 PM,17,21,24,21,27,37,74,0.0,1014,22,10,34,18,Cape%20Verde
2020-12-28,22,16,0.0,5.7,5,92,04:55 PM,05:28 AM,06:59 AM,06:08 PM,19,21,24,21,31,66,85,0.5,1014,22,10,41,23,Cape%20Verde
2020-12-29,22,15,0.0,8.6,5,100,05:45 PM,06:22 AM,07:00 AM,06:08 PM,19,20,23,20,34,60,85,0.0,1014,22,10,31,24,Cape%20Verde
2020-12-30,21,16,0.0,10.1,5,100,06:39 PM,07:17 AM,07:00 AM,06:09 PM,18,20,22,20,35,54,83,0.0,1014,21,10,37,25,Cape%20Verde
2020-12-31,22,16,0.0,11.1,6,89,07:36 PM,08:10 AM,07:00 AM,06:10 PM,18,20,23,20,39,31,80,0.0,1015,22,10,50,28,Cape%20Verde
2021-01-01,22,17,0.0,11.1,6,79,08:33 PM,09:01 AM,07:01 AM,06:10 PM,18,21,23,21,40,9,77,0.0,1016,22,10,47,29,Cape%20Verde
2021-01-02,22,16,0.0,11.1,6,71,09:31 PM,09:49 AM,07:01 AM,06:11 PM,18,21,24,21,32,4,78,0.0,1014,22,10,57,23,Cape%20Verde
2021-01-03,23,17,0.0,11.1,6,64,10:27 PM,10:33 AM,07:01 AM,06:11 PM,18,24,24,22,25,5,76,0.0,1014,23,10,53,18,Cape%20Verde
2021-01-04,23,17,0.0,11.1,6,57,11:23 PM,11:16 AM,07:02 AM,06:12 PM,19,24,24,21,24,8,78,0.0,1014,23,10,50,17,Cape%20Verde
2021-01-05,23,18,0.0,11.1,6,50,No moonrise,11:57 AM,07:02 AM,06:12 PM,19,24,24,22,26,31,77,0.0,1014,23,10,49,18,Cape%20Verde
2021-01-06,24,18,0.0,11.1,6,42,12:18 AM,12:38 PM,07:02 AM,06:13 PM,19,25,25,22,17,11,77,0.0,1014,24,10,38,12,Cape%20Verde
2021-01-07,23,18,0.0,11.1,6,35,01:15 AM,01:20 PM,07:03 AM,06:14 PM,19,24,24,22,26,7,82,0.0,1014,23,10,13,18,Cape%20Verde
2021-01-08,22,19,0.0,11.1,5,28,02:13 AM,02:05 PM,07:03 AM,06:14 PM,19,22,24,22,35,27,85,0.0,1015,22,10,11,26,Cape%20Verde
2021-01-09,22,19,0.0,8.6,5,20,03:14 AM,02:53 PM,07:03 AM,06:15 PM,17,21,23,21,47,74,75,0.0,1017,22,10,36,34,Cape%20Verde
2021-01-10,21,16,0.0,7.1,5,13,04:16 AM,03:47 PM,07:03 AM,06:15 PM,16,20,21,20,53,72,73,0.8,1018,21,10,48,43,Cape%20Verde
2021-01-11,21,16,0.0,7.1,5,6,05:20 AM,04:45 PM,07:03 AM,06:16 PM,16,20,21,20,50,57,71,0.3,1018,21,10,54,41,Cape%20Verde
2021-01-12,21,15,0.0,10.1,5,0,06:23 AM,05:46 PM,07:04 AM,06:17 PM,16,19,20,19,48,33,73,0.1,1018,21,10,51,39,Cape%20Verde
2021-01-13,21,16,0.0,11.1,6,0,07:22 AM,06:47 PM,07:04 AM,06:17 PM,16,20,21,20,48,2,74,0.0,1018,21,10,51,38,Cape%20Verde
2021-01-14,21,16,0.0,11.1,6,1,08:15 AM,07:47 PM,07:04 AM,06:18 PM,16,20,22,20,47,5,74,0.0,1018,21,10,44,35,Cape%20Verde
2021-01-15,22,16,0.0,11.2,6,8,09:04 AM,08:43 PM,07:04 AM,06:19 PM,16,21,23,21,48,1,70,0.0,1016,22,10,45,36,Cape%20Verde
2021-01-16,22,16,0.0,10.1,5,16,09:46 AM,09:37 PM,07:04 AM,06:19 PM,16,21,24,21,48,37,70,0.0,1015,22,10,48,37,Cape%20Verde
2021-01-17,22,15,0.0,11.2,6,23,10:25 AM,10:27 PM,07:04 AM,06:20 PM,16,21,23,21,49,7,69,0.0,1015,22,10,54,34,Cape%20Verde
2021-01-18,23,21,0.0,11.2,6,30,11:01 AM,11:15 PM,07:04 AM,06:20 PM,16,25,25,22,44,2,69,0.0,1016,23,10,53,31,Cape%20Verde
2021-01-19,22,22,0.0,11.2,6,38,11:36 AM,No moonset,07:04 AM,06:21 PM,16,25,25,22,48,35,66,0.0,1016,22,10,54,33,Cape%20Verde
2021-01-20,22,18,0.0,11.2,6,45,12:10 PM,12:02 AM,07:04 AM,06:21 PM,16,21,24,21,42,17,67,0.0,1016,22,10,48,31,Cape%20Verde
2021-01-21,22,16,0.0,11.2,6,52,12:46 PM,12:49 AM,07:04 AM,06:22 PM,16,21,24,21,44,23,70,0.0,1016,22,10,47,33,Cape%20Verde
2021-01-22,23,16,0.0,10.1,5,59,01:23 PM,01:38 AM,07:04 AM,06:23 PM,17,23,23,21,46,38,73,0.0,1016,23,10,52,33,Cape%20Verde
2021-01-23,22,17,0.0,10.1,5,67,02:03 PM,02:27 AM,07:04 AM,06:23 PM,17,21,24,21,42,54,72,0.0,1015,22,10,51,29,Cape%20Verde
2021-01-24,22,22,0.0,11.2,6,74,02:47 PM,03:18 AM,07:04 AM,06:24 PM,17,25,25,22,39,2,74,0.0,1014,22,10,50,27,Cape%20Verde
2021-01-25,22,17,0.0,11.2,6,81,03:35 PM,04:11 AM,07:04 AM,06:24 PM,17,21,23,21,38,4,73,0.0,1014,22,10,51,27,Cape%20Verde
2021-01-26,22,19,0.0,11.2,6,88,04:28 PM,05:06 AM,07:04 AM,06:25 PM,17,24,24,22,37,3,72,0.0,1015,22,10,56,26,Cape%20Verde
2021-01-27,23,16,0.0,11.2,6,96,05:24 PM,06:00 AM,07:04 AM,06:25 PM,18,24,24,21,35,0,76,0.0,1014,23,10,48,25,Cape%20Verde
2021-01-28,23,17,0.0,11.2,6,100,06:22 PM,06:53 AM,07:04 AM,06:26 PM,18,24,24,22,33,0,74,0.0,1014,23,10,46,24,Cape%20Verde
2021-01-29,23,17,0.0,11.2,6,90,07:22 PM,07:43 AM,07:03 AM,06:26 PM,18,24,24,22,36,0,73,0.0,1015,23,10,44,25,Cape%20Verde
2021-01-30,23,16,0.0,7.1,5,82,08:20 PM,08:30 AM,07:03 AM,06:27 PM,18,24,24,21,41,69,75,0.0,1016,23,10,41,28,Cape%20Verde
2021-01-31,22,18,0.0,11.2,6,79,09:18 PM,09:14 AM,07:03 AM,06:27 PM,18,24,24,22,44,40,74,0.0,1015,22,10,45,30,Cape%20Verde
2021-02-01,23,17,0.0,11.3,6,63,10:14 PM,09:56 AM,07:03 AM,06:28 PM,18,23,23,21,38,0,75,0.0,1015,23,10,43,28,Cape%20Verde
2021-02-02,22,16,0.0,11.3,6,55,11:11 PM,10:37 AM,07:02 AM,06:28 PM,19,20,23,20,35,2,83,0.0,1015,22,10,28,27,Cape%20Verde
2021-02-03,21,21,0.0,11.3,6,48,No moonrise,11:20 AM,07:02 AM,06:29 PM,18,21,22,21,37,8,85,0.0,1015,21,10,14,27,Cape%20Verde
2021-02-04,21,15,0.0,11.3,6,40,12:08 AM,12:03 PM,07:02 AM,06:29 PM,18,20,20,20,40,25,85,0.0,1016,21,10,21,30,Cape%20Verde
2021-02-05,21,18,0.0,11.3,6,33,01:07 AM,12:49 PM,07:02 AM,06:30 PM,16,20,20,20,42,51,76,0.0,1017,21,10,29,31,Cape%20Verde
2021-02-06,20,13,0.0,7.1,4,25,02:08 AM,01:40 PM,07:01 AM,06:30 PM,15,19,19,19,48,72,73,0.0,1018,20,10,44,35,Cape%20Verde
2021-02-07,20,19,0.0,11.3,5,18,03:10 AM,02:34 PM,07:01 AM,06:31 PM,15,19,20,19,48,44,77,0.0,1018,20,10,49,35,Cape%20Verde
