date_time,Trinidad%20and%20Tobago_maxtempC,Trinidad%20and%20Tobago_mintempC,Trinidad%20and%20Tobago_totalSnow_cm,Trinidad%20and%20Tobago_sunHour,Trinidad%20and%20Tobago_uvIndex,Trinidad%20and%20Tobago_moon_illumination,Trinidad%20and%20Tobago_moonrise,Trinidad%20and%20Tobago_moonset,Trinidad%20and%20Tobago_sunrise,Trinidad%20and%20Tobago_sunset,Trinidad%20and%20Tobago_DewPointC,Trinidad%20and%20Tobago_FeelsLikeC,Trinidad%20and%20Tobago_HeatIndexC,Trinidad%20and%20Tobago_WindChillC,Trinidad%20and%20Tobago_WindGustKmph,Trinidad%20and%20Tobago_cloudcover,Trinidad%20and%20Tobago_humidity,Trinidad%20and%20Tobago_precipMM,Trinidad%20and%20Tobago_pressure,Trinidad%20and%20Tobago_tempC,Trinidad%20and%20Tobago_visibility,Trinidad%20and%20Tobago_winddirDegree,Trinidad%20and%20Tobago_windspeedKmph,Trinidad%20and%20Tobago_location
2020-04-25,30,24,0.0,12.7,7,15,07:39 AM,08:32 PM,05:50 AM,06:18 PM,21,29,29,26,27,18,73,0.0,1014,30,10,79,18,Trinidad%20and%20Tobago
2020-04-26,29,24,0.0,12.7,7,22,08:25 AM,09:25 PM,05:50 AM,06:18 PM,20,28,28,26,27,11,73,0.0,1014,29,10,73,18,Trinidad%20and%20Tobago
2020-04-27,28,24,0.0,10.6,6,30,09:15 AM,10:18 PM,05:50 AM,06:18 PM,21,28,28,26,23,60,76,1.5,1014,28,10,70,15,Trinidad%20and%20Tobago
2020-04-28,29,23,0.0,11.9,6,37,10:07 AM,11:13 PM,05:49 AM,06:18 PM,21,28,28,26,23,52,76,1.1,1014,29,10,77,15,Trinidad%20and%20Tobago
2020-04-29,28,23,0.0,9.2,6,45,11:03 AM,No moonset,05:49 AM,06:18 PM,21,28,28,26,24,58,77,1.7,1013,28,10,85,15,Trinidad%20and%20Tobago
2020-04-30,30,23,0.0,12.7,7,52,12:00 PM,12:07 AM,05:48 AM,06:18 PM,21,28,28,26,24,12,73,0.0,1014,30,10,91,16,Trinidad%20and%20Tobago
2020-05-01,29,24,0.0,9.3,6,58,12:58 PM,01:00 AM,05:48 AM,06:18 PM,22,29,29,26,28,59,81,8.5,1014,29,10,82,17,Trinidad%20and%20Tobago
2020-05-02,31,25,0.0,12.7,6,65,01:56 PM,01:51 AM,05:48 AM,06:18 PM,22,30,30,27,27,27,74,0.1,1014,31,10,88,18,Trinidad%20and%20Tobago
2020-05-03,30,25,0.0,12.7,6,72,02:53 PM,02:39 AM,05:47 AM,06:19 PM,22,30,30,27,27,22,74,0.0,1013,30,10,83,18,Trinidad%20and%20Tobago
2020-05-04,29,24,0.0,12.7,6,80,03:50 PM,03:28 AM,05:47 AM,06:19 PM,22,29,29,27,26,38,78,0.1,1012,29,10,80,17,Trinidad%20and%20Tobago
2020-05-05,29,24,0.0,9.3,6,87,04:47 PM,04:15 AM,05:47 AM,06:19 PM,22,29,29,27,27,59,75,0.3,1012,29,10,84,17,Trinidad%20and%20Tobago
2020-05-06,29,25,0.0,11.9,6,94,05:47 PM,05:04 AM,05:46 AM,06:19 PM,21,29,29,27,27,44,73,0.0,1014,29,10,84,18,Trinidad%20and%20Tobago
2020-05-07,29,22,0.0,11.9,6,100,06:47 PM,05:54 AM,05:46 AM,06:19 PM,22,28,28,26,29,46,75,0.1,1014,29,10,86,19,Trinidad%20and%20Tobago
2020-05-08,30,24,0.0,12.7,7,100,07:48 PM,06:46 AM,05:46 AM,06:19 PM,21,29,29,27,27,31,73,0.0,1015,30,10,87,18,Trinidad%20and%20Tobago
2020-05-09,29,24,0.0,12.7,6,84,08:49 PM,07:42 AM,05:46 AM,06:20 PM,21,29,29,26,25,40,76,0.1,1016,29,10,80,16,Trinidad%20and%20Tobago
2020-05-10,29,24,0.0,8.0,6,77,09:49 PM,08:39 AM,05:45 AM,06:20 PM,21,28,28,26,26,63,78,0.5,1015,29,10,78,17,Trinidad%20and%20Tobago
2020-05-11,30,24,0.0,12.8,7,70,10:45 PM,09:37 AM,05:45 AM,06:20 PM,21,29,29,26,27,36,74,0.1,1014,30,10,85,17,Trinidad%20and%20Tobago
2020-05-12,29,25,0.0,8.0,6,62,11:37 PM,10:32 AM,05:45 AM,06:20 PM,22,29,29,27,29,72,74,1.9,1013,29,10,90,19,Trinidad%20and%20Tobago
2020-05-13,30,24,0.0,12.8,6,55,No moonrise,11:27 AM,05:45 AM,06:20 PM,22,29,29,27,29,31,75,0.1,1013,30,10,78,19,Trinidad%20and%20Tobago
2020-05-14,29,24,0.0,9.3,6,48,12:23 AM,12:17 PM,05:44 AM,06:21 PM,22,29,29,26,27,55,77,0.2,1014,29,10,76,18,Trinidad%20and%20Tobago
2020-05-15,29,24,0.0,12.8,6,40,01:07 AM,01:05 PM,05:44 AM,06:21 PM,21,29,29,26,25,37,74,0.1,1014,29,10,82,16,Trinidad%20and%20Tobago
2020-05-16,30,24,0.0,12.8,6,33,01:47 AM,01:52 PM,05:44 AM,06:21 PM,22,29,29,27,28,36,75,0.1,1014,30,10,85,18,Trinidad%20and%20Tobago
2020-05-17,30,24,0.0,12.8,6,26,02:25 AM,02:36 PM,05:44 AM,06:21 PM,21,29,29,27,28,24,73,0.0,1014,30,10,83,18,Trinidad%20and%20Tobago
2020-05-18,30,24,0.0,11.9,6,19,03:02 AM,03:21 PM,05:44 AM,06:21 PM,21,28,28,26,23,30,73,0.1,1015,30,10,89,14,Trinidad%20and%20Tobago
2020-05-19,30,23,0.0,12.8,6,11,03:38 AM,04:05 PM,05:44 AM,06:22 PM,21,29,29,26,20,23,75,0.0,1014,30,10,73,13,Trinidad%20and%20Tobago
2020-05-20,31,24,0.0,12.8,7,4,04:16 AM,04:51 PM,05:43 AM,06:22 PM,23,30,30,27,20,42,78,0.0,1013,31,10,95,13,Trinidad%20and%20Tobago
2020-05-21,30,25,0.0,11.9,6,0,04:55 AM,05:39 PM,05:43 AM,06:22 PM,23,30,30,27,23,47,78,1.9,1014,30,10,95,15,Trinidad%20and%20Tobago
2020-05-22,30,25,0.0,10.6,6,0,05:37 AM,06:28 PM,05:43 AM,06:22 PM,22,30,30,27,25,46,76,0.5,1014,30,10,91,16,Trinidad%20and%20Tobago
2020-05-23,31,24,0.0,12.8,6,3,06:22 AM,07:21 PM,05:43 AM,06:23 PM,22,30,30,27,25,31,73,0.0,1014,31,10,87,16,Trinidad%20and%20Tobago
2020-05-24,30,24,0.0,11.9,6,10,07:11 AM,08:14 PM,05:43 AM,06:23 PM,22,29,29,27,20,45,76,0.4,1014,30,10,86,14,Trinidad%20and%20Tobago
2020-05-25,30,24,0.0,12.8,6,17,08:03 AM,09:10 PM,05:43 AM,06:23 PM,22,29,29,27,21,29,77,0.0,1013,30,10,90,14,Trinidad%20and%20Tobago
2020-05-26,31,25,0.0,10.6,6,25,08:59 AM,10:04 PM,05:43 AM,06:23 PM,22,30,30,27,20,55,76,1.1,1013,31,10,103,13,Trinidad%20and%20Tobago
2020-05-27,30,25,0.0,12.8,6,32,09:56 AM,10:57 PM,05:43 AM,06:24 PM,22,30,30,27,21,33,76,0.1,1013,30,10,103,14,Trinidad%20and%20Tobago
2020-05-28,30,25,0.0,10.6,6,39,10:52 AM,11:48 PM,05:43 AM,06:24 PM,22,30,30,27,24,47,74,1.2,1012,30,10,91,16,Trinidad%20and%20Tobago
2020-05-29,30,25,0.0,11.9,6,47,11:49 AM,No moonset,05:43 AM,06:24 PM,22,29,29,27,24,59,73,0.4,1013,30,10,93,15,Trinidad%20and%20Tobago
2020-05-30,30,24,0.0,10.6,6,54,12:45 PM,12:35 AM,05:43 AM,06:25 PM,22,30,30,27,22,53,77,0.4,1013,30,10,82,14,Trinidad%20and%20Tobago
2020-05-31,27,25,0.0,8.0,6,58,01:40 PM,01:22 AM,05:43 AM,06:25 PM,23,29,29,26,20,72,83,7.1,1013,27,10,94,12,Trinidad%20and%20Tobago
2020-06-01,30,24,0.0,12.8,7,71,02:35 PM,02:08 AM,05:43 AM,06:25 PM,21,29,29,27,23,22,73,0.0,1014,30,10,88,14,Trinidad%20and%20Tobago
2020-06-02,30,24,0.0,12.8,7,79,03:32 PM,02:54 AM,05:43 AM,06:25 PM,21,28,28,26,22,25,74,0.0,1014,30,10,88,14,Trinidad%20and%20Tobago
2020-06-03,30,23,0.0,11.9,6,86,04:29 PM,03:42 AM,05:43 AM,06:26 PM,21,29,29,26,24,35,75,0.1,1013,30,10,88,15,Trinidad%20and%20Tobago
2020-06-04,30,24,0.0,9.3,6,94,05:30 PM,04:32 AM,05:43 AM,06:26 PM,22,29,29,27,24,64,79,1.5,1013,30,10,80,15,Trinidad%20and%20Tobago
2020-06-05,31,25,0.0,9.3,6,100,06:31 PM,05:26 AM,05:43 AM,06:26 PM,22,30,30,27,24,67,76,5.1,1014,31,10,82,15,Trinidad%20and%20Tobago
2020-06-06,30,25,0.0,9.3,6,100,07:32 PM,06:22 AM,05:43 AM,06:27 PM,23,30,30,27,17,57,78,8.5,1014,30,10,99,11,Trinidad%20and%20Tobago
2020-06-07,29,25,0.0,8.0,6,84,08:30 PM,07:21 AM,05:43 AM,06:27 PM,23,29,29,26,19,66,84,19.8,1014,29,8,88,11,Trinidad%20and%20Tobago
2020-06-08,29,24,0.0,10.6,6,76,09:26 PM,08:18 AM,05:44 AM,06:27 PM,23,29,29,26,16,52,80,5.0,1013,29,10,88,10,Trinidad%20and%20Tobago
2020-06-09,28,23,0.0,10.6,6,69,10:16 PM,09:15 AM,05:44 AM,06:27 PM,23,28,28,26,20,53,84,18.0,1012,28,9,92,12,Trinidad%20and%20Tobago
2020-06-10,29,20,0.0,8.0,6,61,11:02 PM,10:08 AM,05:44 AM,06:28 PM,23,28,28,25,22,69,82,24.8,1012,29,8,100,13,Trinidad%20and%20Tobago
2020-06-11,28,24,0.0,10.6,6,54,11:44 PM,10:58 AM,05:44 AM,06:28 PM,23,28,28,25,23,59,84,36.1,1013,28,7,91,12,Trinidad%20and%20Tobago
2020-06-12,29,24,0.0,11.9,6,46,No moonrise,11:46 AM,05:44 AM,06:28 PM,22,29,29,26,22,50,80,0.8,1012,29,10,103,14,Trinidad%20and%20Tobago
2020-06-13,30,24,0.0,10.6,6,38,12:22 AM,12:31 PM,05:44 AM,06:28 PM,22,29,29,26,20,37,77,0.2,1012,30,10,89,13,Trinidad%20and%20Tobago
2020-06-14,29,24,0.0,10.6,6,31,01:00 AM,01:16 PM,05:44 AM,06:29 PM,23,29,29,27,22,51,79,0.9,1013,29,10,74,14,Trinidad%20and%20Tobago
2020-06-15,29,25,0.0,10.6,6,23,01:37 AM,02:00 PM,05:45 AM,06:29 PM,23,30,30,27,25,58,80,2.6,1013,29,10,76,16,Trinidad%20and%20Tobago
2020-06-16,29,24,0.0,12.8,6,16,02:13 AM,02:45 PM,05:45 AM,06:29 PM,22,29,29,26,23,41,79,4.1,1013,29,10,69,15,Trinidad%20and%20Tobago
2020-06-17,28,25,0.0,9.3,6,8,02:52 AM,03:32 PM,05:45 AM,06:29 PM,23,29,29,26,29,64,84,24.4,1012,28,8,84,17,Trinidad%20and%20Tobago
2020-06-18,26,22,0.0,8.0,6,1,03:33 AM,04:21 PM,05:45 AM,06:30 PM,23,27,27,25,23,71,87,19.0,1013,26,8,96,13,Trinidad%20and%20Tobago
2020-06-19,29,19,0.0,10.6,6,0,04:17 AM,05:13 PM,05:45 AM,06:30 PM,23,29,29,26,23,56,82,1.2,1013,29,10,85,15,Trinidad%20and%20Tobago
2020-06-20,30,25,0.0,9.3,6,0,05:05 AM,06:07 PM,05:46 AM,06:30 PM,23,30,30,27,20,56,79,0.8,1013,30,10,95,13,Trinidad%20and%20Tobago
2020-06-21,30,25,0.0,12.8,6,0,05:57 AM,07:03 PM,05:46 AM,06:30 PM,22,30,30,27,30,51,76,0.6,1014,30,10,86,19,Trinidad%20and%20Tobago
2020-06-22,28,25,0.0,8.0,6,7,06:52 AM,07:58 PM,05:46 AM,06:30 PM,23,29,29,26,32,68,83,6.2,1014,28,10,85,20,Trinidad%20and%20Tobago
2020-06-23,29,24,0.0,10.6,6,14,07:50 AM,08:53 PM,05:46 AM,06:31 PM,22,29,29,26,27,60,77,0.4,1013,29,10,74,17,Trinidad%20and%20Tobago
2020-06-24,29,24,0.0,11.9,6,22,08:47 AM,09:45 PM,05:46 AM,06:31 PM,22,29,29,26,24,48,78,0.4,1012,29,10,70,16,Trinidad%20and%20Tobago
2020-06-25,27,23,0.0,12.8,6,29,09:45 AM,10:34 PM,05:47 AM,06:31 PM,22,28,28,25,24,45,83,4.3,1013,27,10,84,15,Trinidad%20and%20Tobago
2020-06-26,29,25,0.0,12.8,6,37,10:41 AM,11:21 PM,05:47 AM,06:31 PM,22,29,29,26,27,50,79,0.5,1013,29,10,81,17,Trinidad%20and%20Tobago
2020-06-27,28,24,0.0,8.0,6,44,11:36 AM,No moonset,05:47 AM,06:31 PM,23,29,29,26,29,66,85,6.7,1012,28,10,82,17,Trinidad%20and%20Tobago
2020-06-28,29,24,0.0,12.9,7,52,12:30 PM,12:06 AM,05:47 AM,06:32 PM,22,29,29,26,28,29,80,0.5,1012,29,10,74,18,Trinidad%20and%20Tobago
2020-06-29,29,23,0.0,12.8,7,59,01:24 PM,12:51 AM,05:48 AM,06:32 PM,22,28,28,26,22,33,78,0.0,1012,29,10,79,14,Trinidad%20and%20Tobago
2020-06-30,27,24,0.0,9.3,6,67,02:20 PM,01:37 AM,05:48 AM,06:32 PM,23,28,28,26,25,52,83,10.5,1012,27,9,78,15,Trinidad%20and%20Tobago
2020-07-01,30,25,0.0,12.8,6,72,03:18 PM,02:24 AM,05:48 AM,06:32 PM,23,29,29,27,22,51,80,3.2,1012,30,10,89,14,Trinidad%20and%20Tobago
2020-07-02,29,24,0.0,12.8,7,79,04:16 PM,03:16 AM,05:48 AM,06:32 PM,22,29,29,26,29,43,78,0.1,1012,29,10,79,19,Trinidad%20and%20Tobago
2020-07-03,30,25,0.0,12.8,7,86,05:17 PM,04:09 AM,05:49 AM,06:32 PM,22,29,29,27,29,18,76,0.0,1012,30,10,76,19,Trinidad%20and%20Tobago
2020-07-04,30,24,0.0,12.8,6,94,06:16 PM,05:06 AM,05:49 AM,06:32 PM,21,29,29,26,24,27,75,0.0,1012,30,10,75,16,Trinidad%20and%20Tobago
2020-07-05,29,24,0.0,10.6,6,100,07:13 PM,06:04 AM,05:49 AM,06:32 PM,22,29,29,26,25,40,79,1.3,1012,29,10,75,16,Trinidad%20and%20Tobago
2020-07-06,29,24,0.0,8.0,6,100,08:06 PM,07:01 AM,05:49 AM,06:32 PM,22,29,29,26,22,61,80,5.0,1012,29,10,87,13,Trinidad%20and%20Tobago
2020-07-07,30,24,0.0,10.6,6,85,08:54 PM,07:56 AM,05:50 AM,06:32 PM,22,29,29,26,18,59,78,1.1,1012,30,10,102,11,Trinidad%20and%20Tobago
2020-07-08,28,25,0.0,11.9,6,77,09:38 PM,08:49 AM,05:50 AM,06:33 PM,23,29,29,26,22,35,81,2.9,1012,28,10,72,13,Trinidad%20and%20Tobago
2020-07-09,29,24,0.0,12.8,6,70,10:18 PM,09:38 AM,05:50 AM,06:33 PM,22,29,29,26,27,40,77,0.3,1012,29,10,75,17,Trinidad%20and%20Tobago
2020-07-10,29,24,0.0,11.9,6,63,10:57 PM,10:25 AM,05:50 AM,06:33 PM,23,29,29,26,27,68,82,7.3,1013,29,9,74,17,Trinidad%20and%20Tobago
2020-07-11,28,24,0.0,10.6,6,55,11:34 PM,11:10 AM,05:51 AM,06:33 PM,23,29,29,26,24,55,82,5.2,1013,28,9,80,14,Trinidad%20and%20Tobago
2020-07-12,29,24,0.0,9.3,6,48,No moonrise,11:55 AM,05:51 AM,06:33 PM,23,29,29,26,22,59,82,0.6,1013,29,10,83,14,Trinidad%20and%20Tobago
2020-07-13,29,24,0.0,8.0,6,41,12:11 AM,12:39 PM,05:51 AM,06:33 PM,23,29,29,26,21,65,83,1.8,1014,29,10,79,13,Trinidad%20and%20Tobago
2020-07-14,28,24,0.0,10.6,6,34,12:48 AM,01:25 PM,05:51 AM,06:32 PM,23,29,29,26,21,55,82,3.5,1013,28,10,71,13,Trinidad%20and%20Tobago
2020-07-15,30,24,0.0,12.8,6,26,01:28 AM,02:12 PM,05:52 AM,06:32 PM,22,29,29,26,14,42,81,4.1,1013,30,10,88,9,Trinidad%20and%20Tobago
2020-07-16,28,24,0.0,10.6,6,19,02:10 AM,03:03 PM,05:52 AM,06:32 PM,23,29,29,26,19,51,83,8.6,1013,28,9,96,11,Trinidad%20and%20Tobago
2020-07-17,30,24,0.0,12.8,6,12,02:56 AM,03:56 PM,05:52 AM,06:32 PM,22,29,29,27,18,36,79,0.5,1013,30,10,97,11,Trinidad%20and%20Tobago
2020-07-18,29,25,0.0,10.6,6,5,03:46 AM,04:51 PM,05:52 AM,06:32 PM,23,30,30,27,19,54,80,3.9,1012,29,10,80,11,Trinidad%20and%20Tobago
2020-07-19,28,25,0.0,8.0,6,0,04:40 AM,05:48 PM,05:53 AM,06:32 PM,23,29,29,26,20,64,83,20.4,1011,28,8,97,12,Trinidad%20and%20Tobago
2020-07-20,29,25,0.0,11.9,6,0,05:38 AM,06:44 PM,05:53 AM,06:32 PM,23,29,29,26,22,49,81,1.8,1011,29,10,95,14,Trinidad%20and%20Tobago
2020-07-21,30,25,0.0,11.9,6,2,06:37 AM,07:38 PM,05:53 AM,06:32 PM,23,30,30,27,27,50,80,3.3,1011,30,10,83,17,Trinidad%20and%20Tobago
2020-07-22,29,25,0.0,10.6,6,10,07:37 AM,08:29 PM,05:53 AM,06:32 PM,23,29,29,26,25,56,82,4.7,1011,29,10,77,15,Trinidad%20and%20Tobago
2020-07-23,27,24,0.0,8.0,6,17,08:34 AM,09:18 PM,05:53 AM,06:32 PM,23,28,28,25,25,71,85,30.4,1012,27,7,78,13,Trinidad%20and%20Tobago
2020-07-24,30,23,0.0,12.8,6,24,09:31 AM,10:05 PM,05:54 AM,06:31 PM,21,28,28,26,13,17,76,0.8,1011,30,10,185,8,Trinidad%20and%20Tobago
2020-07-25,28,24,0.0,10.6,6,32,10:26 AM,10:50 PM,05:54 AM,06:31 PM,23,29,29,26,13,53,82,13.3,1011,28,9,117,8,Trinidad%20and%20Tobago
2020-07-26,30,24,0.0,8.0,6,39,11:21 AM,11:36 PM,05:54 AM,06:31 PM,23,30,30,26,17,54,82,3.9,1013,30,10,94,10,Trinidad%20and%20Tobago
2020-07-27,29,25,0.0,11.9,6,46,12:15 PM,No moonset,05:54 AM,06:31 PM,23,29,29,26,15,36,83,0.4,1012,29,10,95,9,Trinidad%20and%20Tobago
2020-07-28,28,25,0.0,8.0,6,53,01:12 PM,12:22 AM,05:54 AM,06:31 PM,24,30,30,26,24,67,85,23.1,1012,28,9,75,13,Trinidad%20and%20Tobago
2020-07-29,28,25,0.0,9.3,6,61,02:09 PM,01:11 AM,05:55 AM,06:30 PM,23,30,30,26,18,56,84,11.3,1011,28,9,62,10,Trinidad%20and%20Tobago
2020-07-30,28,25,0.0,9.3,6,68,03:08 PM,02:03 AM,05:55 AM,06:30 PM,23,29,29,26,18,68,84,18.3,1011,28,9,134,10,Trinidad%20and%20Tobago
2020-07-31,30,25,0.0,8.0,6,72,04:06 PM,02:57 AM,05:55 AM,06:30 PM,23,30,30,27,16,62,80,9.3,1012,30,9,74,9,Trinidad%20and%20Tobago
2020-08-01,30,24,0.0,9.3,6,82,05:03 PM,03:54 AM,05:55 AM,06:29 PM,23,30,30,27,12,54,81,2.2,1012,30,10,85,7,Trinidad%20and%20Tobago
2020-08-02,27,25,0.0,10.6,6,90,05:57 PM,04:50 AM,05:55 AM,06:29 PM,23,29,29,26,18,68,84,23.6,1013,27,8,138,10,Trinidad%20and%20Tobago
2020-08-03,27,25,0.0,9.3,6,97,06:46 PM,05:46 AM,05:55 AM,06:29 PM,23,29,29,26,16,66,82,15.9,1014,27,9,148,9,Trinidad%20and%20Tobago
2020-08-04,30,25,0.0,10.6,6,100,07:32 PM,06:39 AM,05:55 AM,06:29 PM,23,30,30,27,18,51,80,3.8,1015,30,10,92,11,Trinidad%20and%20Tobago
2020-08-05,29,24,0.0,8.0,6,88,08:14 PM,07:30 AM,05:56 AM,06:28 PM,23,29,29,26,16,75,82,11.6,1014,29,9,71,9,Trinidad%20and%20Tobago
2020-08-06,29,25,0.0,8.0,6,81,08:53 PM,08:18 AM,05:56 AM,06:28 PM,23,30,30,27,19,74,83,19.5,1013,29,9,85,11,Trinidad%20and%20Tobago
2020-08-07,30,25,0.0,7.9,6,74,09:31 PM,09:04 AM,05:56 AM,06:27 PM,23,30,30,27,20,72,81,7.9,1014,30,9,93,12,Trinidad%20and%20Tobago
2020-08-08,28,25,0.0,7.9,6,67,10:08 PM,09:49 AM,05:56 AM,06:27 PM,24,30,30,26,24,66,84,9.8,1014,28,9,83,14,Trinidad%20and%20Tobago
2020-08-09,29,25,0.0,7.9,6,59,10:45 PM,10:33 AM,05:56 AM,06:27 PM,24,30,30,27,21,76,84,17.2,1014,29,9,84,12,Trinidad%20and%20Tobago
2020-08-10,29,25,0.0,9.3,6,52,11:23 PM,11:18 AM,05:56 AM,06:26 PM,23,30,30,26,19,59,84,2.0,1012,29,10,71,12,Trinidad%20and%20Tobago
2020-08-11,29,25,0.0,7.9,6,45,No moonrise,12:05 PM,05:56 AM,06:26 PM,23,30,30,26,23,69,83,7.5,1010,29,9,71,14,Trinidad%20and%20Tobago
2020-08-12,30,25,0.0,12.7,6,38,12:04 AM,12:53 PM,05:56 AM,06:25 PM,23,31,31,27,24,38,81,0.9,1010,30,10,85,15,Trinidad%20and%20Tobago
2020-08-13,30,25,0.0,11.9,6,30,12:47 AM,01:45 PM,05:56 AM,06:25 PM,23,30,30,27,26,49,81,0.3,1010,30,10,74,16,Trinidad%20and%20Tobago
2020-08-14,28,25,0.0,9.2,6,23,01:35 AM,02:38 PM,05:56 AM,06:25 PM,23,30,30,26,25,52,85,26.2,1009,28,8,70,14,Trinidad%20and%20Tobago
2020-08-15,30,25,0.0,11.9,6,16,02:27 AM,03:34 PM,05:56 AM,06:24 PM,23,30,30,27,17,43,82,6.7,1009,30,9,103,10,Trinidad%20and%20Tobago
2020-08-16,29,25,0.0,11.9,6,8,03:23 AM,04:30 PM,05:57 AM,06:24 PM,24,30,30,27,20,49,83,3.9,1010,29,10,77,12,Trinidad%20and%20Tobago
2020-08-17,29,25,0.0,11.9,6,1,04:22 AM,05:26 PM,05:57 AM,06:23 PM,24,30,30,27,18,56,82,3.5,1010,29,10,81,11,Trinidad%20and%20Tobago
2020-08-18,29,25,0.0,10.5,6,0,05:22 AM,06:19 PM,05:57 AM,06:23 PM,23,30,30,27,21,59,80,1.6,1010,29,10,103,13,Trinidad%20and%20Tobago
2020-08-19,30,25,0.0,10.5,6,0,06:21 AM,07:10 PM,05:57 AM,06:22 PM,23,30,30,27,21,66,81,7.4,1010,30,9,65,12,Trinidad%20and%20Tobago
2020-08-20,28,25,0.0,9.2,6,6,07:20 AM,07:59 PM,05:57 AM,06:22 PM,24,30,30,27,17,60,85,9.5,1010,28,9,74,10,Trinidad%20and%20Tobago
2020-08-21,30,25,0.0,10.5,6,13,08:17 AM,08:46 PM,05:57 AM,06:21 PM,24,31,31,27,13,55,82,3.1,1009,30,10,145,7,Trinidad%20and%20Tobago
2020-08-22,26,25,0.0,10.5,6,20,09:14 AM,09:33 PM,05:57 AM,06:21 PM,23,28,28,25,20,57,86,12.6,1011,26,9,164,12,Trinidad%20and%20Tobago
2020-08-23,29,25,0.0,10.5,6,28,10:10 AM,10:19 PM,05:57 AM,06:20 PM,23,29,29,26,18,53,81,10.3,1012,29,9,62,10,Trinidad%20and%20Tobago
2020-08-24,30,25,0.0,12.6,6,35,11:07 AM,11:08 PM,05:57 AM,06:20 PM,23,30,30,27,13,44,79,0.5,1011,30,10,89,8,Trinidad%20and%20Tobago
2020-08-25,30,25,0.0,7.9,6,42,12:04 PM,11:59 PM,05:57 AM,06:19 PM,23,30,30,27,20,65,81,8.0,1011,30,9,97,12,Trinidad%20and%20Tobago
2020-08-26,29,25,0.0,11.9,6,50,01:03 PM,No moonset,05:57 AM,06:18 PM,23,30,30,27,22,44,83,3.6,1011,29,10,79,13,Trinidad%20and%20Tobago
2020-08-27,30,25,0.0,12.6,6,57,02:01 PM,12:53 AM,05:57 AM,06:18 PM,23,31,31,27,17,47,82,3.1,1012,30,10,72,11,Trinidad%20and%20Tobago
2020-08-28,30,25,0.0,11.9,6,64,02:58 PM,01:48 AM,05:57 AM,06:17 PM,23,30,30,27,26,49,80,1.3,1012,30,10,67,16,Trinidad%20and%20Tobago
2020-08-29,29,25,0.0,12.6,6,71,03:52 PM,02:44 AM,05:57 AM,06:17 PM,22,29,29,27,19,33,79,0.3,1010,29,10,57,11,Trinidad%20and%20Tobago
2020-08-30,28,22,0.0,10.5,6,79,04:42 PM,03:40 AM,05:57 AM,06:16 PM,23,29,29,26,12,62,82,9.9,1009,28,9,78,7,Trinidad%20and%20Tobago
2020-08-31,28,25,0.0,7.9,6,82,05:28 PM,04:33 AM,05:57 AM,06:16 PM,23,29,29,26,16,65,84,16.2,1011,28,9,149,9,Trinidad%20and%20Tobago
2020-09-01,28,20,0.0,10.5,6,97,06:11 PM,05:24 AM,05:57 AM,06:15 PM,22,27,27,25,12,66,83,3.7,1012,28,10,116,7,Trinidad%20and%20Tobago
2020-09-02,29,24,0.0,10.5,6,100,06:51 PM,06:12 AM,05:56 AM,06:14 PM,22,29,29,26,15,50,79,3.6,1010,29,10,117,8,Trinidad%20and%20Tobago
2020-09-03,29,25,0.0,10.5,6,88,07:29 PM,06:59 AM,05:56 AM,06:14 PM,22,29,29,26,14,59,79,8.9,1011,29,9,99,8,Trinidad%20and%20Tobago
2020-09-04,29,24,0.0,10.5,6,81,08:06 PM,07:44 AM,05:56 AM,06:13 PM,23,30,30,27,16,51,81,4.5,1011,29,9,98,9,Trinidad%20and%20Tobago
2020-09-05,29,25,0.0,10.5,6,73,08:43 PM,08:28 AM,05:56 AM,06:13 PM,23,30,30,27,17,64,81,4.5,1012,29,10,91,10,Trinidad%20and%20Tobago
2020-09-06,28,25,0.0,10.5,6,66,09:20 PM,09:14 AM,05:56 AM,06:12 PM,23,29,29,26,14,52,83,6.1,1010,28,9,86,8,Trinidad%20and%20Tobago
2020-09-07,30,25,0.0,12.6,6,58,10:00 PM,09:59 AM,05:56 AM,06:11 PM,23,30,30,27,13,41,80,0.4,1009,30,10,163,8,Trinidad%20and%20Tobago
2020-09-08,29,25,0.0,7.8,6,50,10:41 PM,10:46 AM,05:56 AM,06:11 PM,23,30,30,27,11,55,81,5.2,1009,29,9,160,7,Trinidad%20and%20Tobago
2020-09-09,30,24,0.0,12.5,6,43,11:27 PM,11:36 AM,05:56 AM,06:10 PM,22,30,30,27,11,50,77,1.6,1011,30,10,94,6,Trinidad%20and%20Tobago
2020-09-10,30,25,0.0,7.8,6,35,No moonrise,12:27 PM,05:56 AM,06:09 PM,23,31,31,27,14,81,79,8.8,1011,30,9,72,8,Trinidad%20and%20Tobago
2020-09-11,29,25,0.0,7.8,6,28,12:16 AM,01:21 PM,05:56 AM,06:09 PM,23,30,30,27,12,77,80,6.3,1010,29,9,126,7,Trinidad%20and%20Tobago
2020-09-12,29,25,0.0,12.5,6,20,01:09 AM,02:16 PM,05:56 AM,06:08 PM,23,30,30,27,14,54,80,1.7,1009,29,10,121,8,Trinidad%20and%20Tobago
2020-09-13,31,26,0.0,12.5,7,13,02:05 AM,03:11 PM,05:56 AM,06:07 PM,24,32,32,28,20,35,80,2.8,1010,31,10,113,13,Trinidad%20and%20Tobago
