date_time,Liberia_maxtempC,Liberia_mintempC,Liberia_totalSnow_cm,Liberia_sunHour,Liberia_uvIndex,Liberia_moon_illumination,Liberia_moonrise,Liberia_moonset,Liberia_sunrise,Liberia_sunset,Liberia_DewPointC,Liberia_FeelsLikeC,Liberia_HeatIndexC,Liberia_WindChillC,Liberia_WindGustKmph,Liberia_cloudcover,Liberia_humidity,Liberia_precipMM,Liberia_pressure,Liberia_tempC,Liberia_visibility,Liberia_winddirDegree,Liberia_windspeedKmph,Liberia_location
2020-01-01,30,26,0.0,7.3,6,37,11:43 AM,11:57 PM,06:54 AM,06:39 PM,23,31,31,28,14,54,76,1.8,1011,30,10,268,10,Liberia
2020-01-02,30,25,0.0,5.9,6,44,12:22 PM,No moonset,06:54 AM,06:40 PM,23,30,30,27,15,56,78,1.2,1012,30,10,243,11,Liberia
2020-01-03,31,24,0.0,11.6,7,51,01:01 PM,12:39 AM,06:54 AM,06:40 PM,22,30,30,27,14,19,75,0.0,1012,31,10,205,10,Liberia
2020-01-04,31,23,0.0,11.6,7,59,01:40 PM,01:23 AM,06:55 AM,06:41 PM,17,28,28,26,15,4,60,0.0,1012,31,10,106,10,Liberia
2020-01-05,30,23,0.0,11.6,7,66,02:21 PM,02:07 AM,06:55 AM,06:41 PM,20,28,28,26,15,0,69,0.0,1012,30,10,168,10,Liberia
2020-01-06,29,23,0.0,11.6,7,73,03:05 PM,02:54 AM,06:56 AM,06:42 PM,21,28,28,26,16,3,73,0.0,1011,29,10,201,11,Liberia
2020-01-07,29,24,0.0,11.6,7,80,03:53 PM,03:43 AM,06:56 AM,06:42 PM,21,29,29,26,18,4,73,0.0,1011,29,10,242,12,Liberia
2020-01-08,29,25,0.0,11.6,7,88,04:44 PM,04:36 AM,06:56 AM,06:43 PM,22,30,30,27,20,10,75,0.0,1011,29,10,237,14,Liberia
2020-01-09,29,25,0.0,11.6,7,95,05:40 PM,05:32 AM,06:57 AM,06:43 PM,22,30,30,27,18,15,76,0.0,1011,29,10,236,13,Liberia
2020-01-10,30,26,0.0,10.2,6,100,06:39 PM,06:31 AM,06:57 AM,06:44 PM,23,31,31,28,19,33,78,0.0,1012,30,10,266,14,Liberia
2020-01-11,30,27,0.0,7.4,6,100,07:40 PM,07:30 AM,06:57 AM,06:44 PM,23,31,31,28,15,64,75,4.1,1012,30,10,205,11,Liberia
2020-01-12,29,26,0.0,5.9,6,83,08:40 PM,08:28 AM,06:58 AM,06:45 PM,23,31,31,28,16,62,78,5.4,1012,29,10,252,11,Liberia
2020-01-13,30,26,0.0,7.4,6,76,09:39 PM,09:24 AM,06:58 AM,06:45 PM,24,31,31,27,19,49,81,1.7,1010,30,10,275,13,Liberia
2020-01-14,31,26,0.0,10.2,6,69,10:34 PM,10:16 AM,06:58 AM,06:46 PM,24,31,31,27,16,35,80,0.1,1010,31,10,242,12,Liberia
2020-01-15,30,25,0.0,7.4,6,61,11:29 PM,11:06 AM,06:59 AM,06:46 PM,23,31,31,27,18,47,80,2.1,1011,30,10,284,13,Liberia
2020-01-16,31,26,0.0,11.6,7,54,No moonrise,11:54 AM,06:59 AM,06:47 PM,24,32,32,28,16,20,78,0.0,1011,31,10,193,12,Liberia
2020-01-17,29,27,0.0,8.8,6,47,12:21 AM,12:41 PM,06:59 AM,06:47 PM,23,31,31,28,18,36,77,0.2,1012,29,10,270,13,Liberia
2020-01-18,29,25,0.0,11.6,7,40,01:13 AM,01:28 PM,06:59 AM,06:48 PM,23,31,31,27,18,18,80,0.0,1012,29,10,240,13,Liberia
2020-01-19,29,25,0.0,7.2,6,32,02:06 AM,02:17 PM,07:00 AM,06:48 PM,23,30,30,27,18,49,80,0.6,1011,29,10,279,13,Liberia
2020-01-20,29,26,0.0,5.7,6,25,03:00 AM,03:07 PM,07:00 AM,06:48 PM,23,31,31,27,15,70,78,2.1,1010,29,9,270,11,Liberia
2020-01-21,30,26,0.0,5.7,6,18,03:55 AM,04:00 PM,07:00 AM,06:49 PM,23,31,31,28,14,66,76,4.9,1011,30,9,196,10,Liberia
2020-01-22,30,26,0.0,8.7,6,11,04:50 AM,04:54 PM,07:00 AM,06:49 PM,24,32,32,28,13,46,78,3.2,1011,30,10,256,9,Liberia
2020-01-23,30,26,0.0,10.1,6,3,05:45 AM,05:48 PM,07:00 AM,06:50 PM,24,32,32,28,16,59,81,6.5,1011,30,9,265,11,Liberia
2020-01-24,30,27,0.0,5.8,6,0,06:37 AM,06:40 PM,07:00 AM,06:50 PM,25,33,33,28,17,56,82,1.0,1011,30,10,257,12,Liberia
2020-01-25,31,27,0.0,5.7,6,0,07:28 AM,07:32 PM,07:01 AM,06:50 PM,24,32,32,28,16,63,80,1.8,1012,31,10,256,11,Liberia
2020-01-26,30,25,0.0,10.1,6,4,08:14 AM,08:20 PM,07:01 AM,06:51 PM,23,31,31,27,16,28,81,0.2,1012,30,10,288,12,Liberia
2020-01-27,30,26,0.0,11.5,6,11,08:58 AM,09:07 PM,07:01 AM,06:51 PM,23,31,31,27,14,28,78,0.2,1012,30,10,261,10,Liberia
2020-01-28,30,26,0.0,5.8,6,18,09:40 AM,09:51 PM,07:01 AM,06:51 PM,23,31,31,28,15,67,77,2.7,1012,30,10,192,10,Liberia
2020-01-29,30,26,0.0,5.8,6,26,10:19 AM,10:34 PM,07:01 AM,06:52 PM,24,31,31,28,15,54,79,0.6,1012,30,10,221,11,Liberia
2020-01-30,30,27,0.0,8.7,6,33,10:57 AM,11:18 PM,07:01 AM,06:52 PM,24,32,32,28,15,35,80,0.1,1012,30,10,272,11,Liberia
2020-01-31,30,26,0.0,5.8,6,37,11:36 AM,No moonset,07:01 AM,06:52 PM,24,31,31,27,12,62,81,0.8,1012,30,10,273,9,Liberia
2020-02-01,29,25,0.0,8.7,6,49,12:15 PM,12:01 AM,07:01 AM,06:52 PM,23,30,30,27,14,31,81,0.2,1012,29,10,195,10,Liberia
2020-02-02,29,25,0.0,7.2,6,57,12:57 PM,12:45 AM,07:01 AM,06:53 PM,24,30,30,27,18,55,82,5.0,1013,29,10,280,13,Liberia
2020-02-03,29,25,0.0,5.8,6,64,01:42 PM,01:33 AM,07:01 AM,06:53 PM,23,30,30,27,20,60,80,0.7,1013,29,10,287,14,Liberia
2020-02-04,30,26,0.0,8.7,6,72,02:30 PM,02:22 AM,07:01 AM,06:53 PM,24,31,31,27,20,46,81,0.3,1012,30,10,276,14,Liberia
2020-02-05,29,26,0.0,7.2,6,79,03:24 PM,03:16 AM,07:01 AM,06:53 PM,23,30,30,27,18,52,79,1.5,1012,29,10,277,13,Liberia
2020-02-06,30,24,0.0,10.1,6,87,04:20 PM,04:13 AM,07:01 AM,06:54 PM,23,30,30,27,16,25,79,0.1,1011,30,10,197,12,Liberia
2020-02-07,29,25,0.0,8.7,6,95,05:21 PM,05:12 AM,07:01 AM,06:54 PM,23,31,31,27,14,34,80,0.9,1012,29,10,192,10,Liberia
2020-02-08,30,25,0.0,10.1,6,100,06:22 PM,06:11 AM,07:01 AM,06:54 PM,23,30,30,27,15,29,80,0.1,1012,30,10,237,11,Liberia
2020-02-09,30,26,0.0,10.1,6,100,07:23 PM,07:09 AM,07:01 AM,06:54 PM,24,31,31,28,16,23,79,0.2,1012,30,10,275,12,Liberia
2020-02-10,30,26,0.0,8.7,6,83,08:22 PM,08:04 AM,07:01 AM,06:54 PM,23,31,31,28,17,43,79,2.6,1012,30,10,265,12,Liberia
2020-02-11,32,25,0.0,10.1,6,75,09:19 PM,08:57 AM,07:00 AM,06:55 PM,23,31,31,28,12,46,75,2.9,1012,32,10,196,9,Liberia
2020-02-12,30,27,0.0,10.1,6,68,10:13 PM,09:47 AM,07:00 AM,06:55 PM,24,32,32,28,17,34,79,0.1,1011,30,10,265,12,Liberia
2020-02-13,31,27,0.0,7.2,6,60,11:08 PM,10:36 AM,07:00 AM,06:55 PM,24,32,32,28,15,52,77,0.9,1011,31,10,261,10,Liberia
2020-02-14,29,23,0.0,11.6,7,53,No moonrise,11:25 AM,07:00 AM,06:55 PM,22,29,29,26,16,4,76,0.0,1010,29,10,235,12,Liberia
2020-02-15,29,24,0.0,11.6,7,45,12:02 AM,12:14 PM,07:00 AM,06:55 PM,22,29,29,26,15,15,78,0.0,1010,29,10,192,11,Liberia
2020-02-16,29,24,0.0,11.6,6,38,12:56 AM,01:05 PM,07:00 AM,06:55 PM,23,30,30,27,16,17,78,0.0,1010,29,10,235,12,Liberia
2020-02-17,30,26,0.0,11.6,7,30,01:51 AM,01:57 PM,06:59 AM,06:55 PM,23,31,31,28,17,19,78,0.1,1011,30,10,260,12,Liberia
2020-02-18,30,26,0.0,11.6,7,22,02:46 AM,02:49 PM,06:59 AM,06:55 PM,23,31,31,28,13,18,78,0.0,1011,30,10,188,9,Liberia
2020-02-19,31,26,0.0,10.2,6,15,03:40 AM,03:43 PM,06:59 AM,06:55 PM,24,32,32,28,14,41,78,0.3,1010,31,10,239,10,Liberia
2020-02-20,30,27,0.0,8.8,6,7,04:32 AM,04:35 PM,06:59 AM,06:55 PM,24,32,32,28,16,41,79,1.0,1009,30,10,259,12,Liberia
2020-02-21,30,26,0.0,7.4,6,0,05:23 AM,05:27 PM,06:58 AM,06:56 PM,24,32,32,28,17,61,81,4.3,1010,30,10,268,12,Liberia
2020-02-22,30,27,0.0,8.8,6,0,06:10 AM,06:15 PM,06:58 AM,06:56 PM,25,33,33,28,16,60,81,9.0,1010,30,9,261,11,Liberia
2020-02-23,30,27,0.0,6.0,6,0,06:55 AM,07:03 PM,06:58 AM,06:56 PM,25,33,33,28,18,72,81,6.4,1011,30,9,267,13,Liberia
2020-02-24,30,27,0.0,10.2,6,0,07:37 AM,07:48 PM,06:57 AM,06:56 PM,25,34,34,29,20,45,82,0.6,1011,30,10,273,15,Liberia
2020-02-25,30,27,0.0,6.0,6,8,08:16 AM,08:31 PM,06:57 AM,06:56 PM,25,33,33,28,17,58,81,2.0,1010,30,9,262,12,Liberia
2020-02-26,31,27,0.0,6.0,6,15,08:55 AM,09:14 PM,06:57 AM,06:56 PM,25,34,34,29,13,66,80,3.4,1009,31,10,235,9,Liberia
2020-02-27,30,27,0.0,6.0,6,23,09:34 AM,09:57 PM,06:56 AM,06:56 PM,24,33,33,28,15,65,79,2.7,1010,30,10,236,11,Liberia
2020-02-28,30,27,0.0,11.6,6,30,10:13 AM,10:40 PM,06:56 AM,06:56 PM,24,32,32,28,13,30,77,3.6,1011,30,10,233,10,Liberia
2020-02-29,30,27,0.0,7.4,6,38,10:53 AM,11:26 PM,06:56 AM,06:56 PM,25,33,33,28,19,53,83,0.6,1011,30,10,272,14,Liberia
2020-03-01,30,27,0.0,7.4,6,44,11:36 AM,No moonset,06:55 AM,06:56 PM,25,33,33,28,17,62,84,1.3,1010,30,10,270,12,Liberia
2020-03-02,30,27,0.0,7.4,6,51,12:21 PM,12:14 AM,06:55 AM,06:56 PM,25,33,33,28,14,46,81,1.2,1011,30,10,254,10,Liberia
2020-03-03,31,27,0.0,7.4,6,58,01:11 PM,01:04 AM,06:55 AM,06:55 PM,24,33,33,28,13,53,80,1.7,1012,31,10,226,9,Liberia
2020-03-04,30,27,0.0,8.8,6,65,02:05 PM,01:58 AM,06:54 AM,06:55 PM,24,33,33,28,11,35,79,0.5,1012,30,10,227,8,Liberia
2020-03-05,30,27,0.0,8.8,6,73,03:02 PM,02:54 AM,06:54 AM,06:55 PM,25,33,33,28,13,43,80,0.9,1011,30,10,266,9,Liberia
2020-03-06,30,27,0.0,11.6,6,80,04:02 PM,03:53 AM,06:53 AM,06:55 PM,24,32,32,28,13,33,80,1.0,1011,30,10,244,10,Liberia
2020-03-07,30,27,0.0,6.0,6,87,05:02 PM,04:50 AM,06:53 AM,06:55 PM,24,32,32,28,15,69,81,4.4,1010,30,9,261,10,Liberia
2020-03-08,30,27,0.0,6.0,6,95,06:02 PM,05:47 AM,06:53 AM,06:55 PM,24,32,32,28,12,55,80,3.5,1010,30,10,265,9,Liberia
2020-03-09,29,27,0.0,10.2,6,100,07:01 PM,06:41 AM,06:52 AM,06:55 PM,24,32,32,28,14,36,80,0.2,1011,29,10,253,10,Liberia
2020-03-10,30,27,0.0,6.0,6,100,07:58 PM,07:34 AM,06:52 AM,06:55 PM,24,33,33,28,12,52,81,3.0,1010,30,10,252,9,Liberia
2020-03-11,29,27,0.0,7.4,6,84,08:55 PM,08:24 AM,06:51 AM,06:55 PM,25,32,32,28,15,59,83,10.7,1009,29,9,248,10,Liberia
2020-03-12,30,27,0.0,8.8,6,76,09:51 PM,09:15 AM,06:51 AM,06:55 PM,24,32,32,28,12,61,80,3.8,1009,30,10,242,9,Liberia
2020-03-13,30,27,0.0,7.4,6,69,10:47 PM,10:06 AM,06:50 AM,06:55 PM,25,33,33,28,17,67,80,5.5,1009,30,10,262,11,Liberia
2020-03-14,29,27,0.0,6.0,6,62,11:44 PM,10:58 AM,06:50 AM,06:55 PM,25,32,32,28,16,53,82,1.7,1010,29,10,255,11,Liberia
2020-03-15,30,27,0.0,6.0,6,55,No moonrise,11:51 AM,06:49 AM,06:54 PM,25,32,32,28,18,59,83,3.4,1011,30,10,266,13,Liberia
2020-03-16,30,27,0.0,7.4,6,47,12:40 AM,12:45 PM,06:49 AM,06:54 PM,25,33,33,28,19,53,82,2.5,1009,30,10,262,14,Liberia
2020-03-17,30,27,0.0,7.4,6,40,01:36 AM,01:39 PM,06:49 AM,06:54 PM,25,33,33,28,18,54,82,3.0,1010,30,10,249,13,Liberia
2020-03-18,30,27,0.0,6.0,6,33,02:30 AM,02:32 PM,06:48 AM,06:54 PM,24,32,32,28,23,74,80,5.4,1011,30,9,258,16,Liberia
2020-03-19,29,26,0.0,10.2,6,25,03:21 AM,03:24 PM,06:48 AM,06:54 PM,24,31,31,27,20,49,81,5.2,1011,29,9,283,14,Liberia
2020-03-20,29,26,0.0,10.2,6,18,04:09 AM,04:13 PM,06:47 AM,06:54 PM,24,32,32,28,15,38,83,0.3,1010,29,10,268,11,Liberia
2020-03-21,29,26,0.0,7.4,6,11,04:54 AM,05:00 PM,06:47 AM,06:54 PM,25,32,32,28,17,54,84,0.7,1010,29,10,278,12,Liberia
2020-03-22,28,27,0.0,10.2,6,4,05:36 AM,05:46 PM,06:46 AM,06:54 PM,25,32,32,27,16,47,86,0.8,1011,28,10,273,11,Liberia
2020-03-23,29,26,0.0,10.2,6,0,06:16 AM,06:29 PM,06:46 AM,06:54 PM,24,31,31,27,20,38,81,12.4,1012,29,9,261,14,Liberia
2020-03-24,29,25,0.0,8.8,6,0,06:55 AM,07:12 PM,06:45 AM,06:53 PM,23,31,31,27,12,54,80,1.2,1012,29,10,195,9,Liberia
2020-03-25,25,15,0.0,8.8,5,3,07:34 AM,07:55 PM,06:45 AM,06:53 PM,23,26,26,23,17,63,86,35.4,1012,25,8,220,10,Liberia
2020-03-26,30,26,0.0,10.2,6,11,08:12 AM,08:38 PM,06:44 AM,06:53 PM,23,31,31,28,13,44,76,0.2,1010,30,10,233,10,Liberia
2020-03-27,31,25,0.0,8.8,6,18,08:52 AM,09:23 PM,06:44 AM,06:53 PM,23,31,31,27,16,58,78,6.3,1010,31,10,204,11,Liberia
2020-03-28,30,27,0.0,7.4,6,25,09:34 AM,10:10 PM,06:43 AM,06:53 PM,24,32,32,28,12,69,81,6.2,1011,30,10,218,8,Liberia
2020-03-29,30,27,0.0,8.8,6,32,10:17 AM,10:59 PM,06:43 AM,06:53 PM,24,33,33,28,14,42,78,3.4,1011,30,10,272,10,Liberia
2020-03-30,30,26,0.0,11.6,6,40,11:05 AM,11:51 PM,06:42 AM,06:53 PM,24,32,32,28,13,43,82,3.4,1009,30,10,281,9,Liberia
2020-03-31,30,27,0.0,7.4,6,44,11:56 AM,No moonset,06:42 AM,06:52 PM,25,34,34,28,18,59,85,1.4,1009,30,10,271,13,Liberia
2020-04-01,30,27,0.0,6.1,6,56,12:50 PM,12:44 AM,06:41 AM,06:52 PM,25,34,34,28,12,52,83,1.1,1010,30,10,239,8,Liberia
2020-04-02,29,27,0.0,6.1,6,64,01:47 PM,01:40 AM,06:41 AM,06:52 PM,25,33,33,28,16,77,84,5.0,1011,29,9,260,11,Liberia
2020-04-03,30,27,0.0,8.8,6,71,02:45 PM,02:36 AM,06:40 AM,06:52 PM,25,33,33,28,16,46,83,0.5,1010,30,10,268,11,Liberia
2020-04-04,30,27,0.0,6.1,6,79,03:44 PM,03:31 AM,06:40 AM,06:52 PM,25,33,33,28,17,55,83,1.8,1011,30,10,250,12,Liberia
2020-04-05,31,27,0.0,8.8,6,87,04:42 PM,04:25 AM,06:40 AM,06:52 PM,25,34,34,29,12,37,79,0.0,1011,31,10,230,8,Liberia
2020-04-06,30,27,0.0,7.4,6,94,05:39 PM,05:18 AM,06:39 AM,06:52 PM,25,33,33,28,15,46,84,7.4,1011,30,9,240,10,Liberia
2020-04-07,30,27,0.0,8.8,6,100,06:36 PM,06:08 AM,06:39 AM,06:52 PM,25,33,33,28,16,46,83,5.3,1011,30,10,226,11,Liberia
2020-04-08,30,27,0.0,8.8,6,100,07:33 PM,07:00 AM,06:38 AM,06:52 PM,25,33,33,28,14,48,81,0.8,1010,30,10,256,10,Liberia
2020-04-09,30,27,0.0,7.4,6,83,08:30 PM,07:51 AM,06:38 AM,06:51 PM,25,33,33,28,15,74,82,16.3,1010,30,9,233,9,Liberia
2020-04-10,30,27,0.0,7.5,6,76,09:29 PM,08:44 AM,06:37 AM,06:51 PM,25,33,33,28,17,51,81,1.5,1010,30,10,255,11,Liberia
2020-04-11,30,27,0.0,6.1,6,68,10:28 PM,09:39 AM,06:37 AM,06:51 PM,24,32,32,28,12,74,79,16.7,1011,30,9,218,8,Liberia
2020-04-12,30,27,0.0,8.8,6,61,11:27 PM,10:34 AM,06:36 AM,06:51 PM,24,32,32,28,12,54,77,2.9,1011,30,10,258,9,Liberia
2020-04-13,30,27,0.0,7.5,6,53,No moonrise,11:31 AM,06:36 AM,06:51 PM,24,32,32,28,15,62,78,8.7,1011,30,10,244,10,Liberia
2020-04-14,30,27,0.0,6.1,6,46,12:23 AM,12:26 PM,06:36 AM,06:51 PM,24,32,32,28,11,64,79,6.9,1010,30,10,212,8,Liberia
2020-04-15,30,27,0.0,6.1,6,38,01:17 AM,01:20 PM,06:35 AM,06:51 PM,24,32,32,28,13,78,79,13.7,1011,30,9,267,9,Liberia
2020-04-16,31,26,0.0,8.8,6,30,02:06 AM,02:10 PM,06:35 AM,06:51 PM,24,32,32,28,19,54,80,8.2,1011,31,10,289,13,Liberia
2020-04-17,30,27,0.0,8.8,6,23,02:52 AM,02:58 PM,06:34 AM,06:51 PM,25,33,33,28,23,61,82,3.9,1010,30,10,279,17,Liberia
2020-04-18,29,27,0.0,8.8,6,15,03:36 AM,03:44 PM,06:34 AM,06:51 PM,25,33,33,28,29,69,82,13.5,1011,29,9,256,19,Liberia
2020-04-19,30,27,0.0,8.8,6,8,04:16 AM,04:28 PM,06:34 AM,06:51 PM,24,32,32,28,16,62,78,4.4,1012,30,9,235,11,Liberia
2020-04-20,30,27,0.0,8.8,6,0,04:55 AM,05:11 PM,06:33 AM,06:51 PM,24,32,32,28,17,68,79,12.1,1013,30,9,235,11,Liberia
2020-04-21,30,27,0.0,7.5,6,0,05:34 AM,05:54 PM,06:33 AM,06:51 PM,24,33,33,28,18,55,80,12.4,1011,30,9,263,11,Liberia
2020-04-22,30,27,0.0,7.5,6,0,06:12 AM,06:37 PM,06:32 AM,06:51 PM,24,33,33,28,23,68,79,13.6,1010,30,9,225,15,Liberia
2020-04-23,30,27,0.0,11.6,6,0,06:51 AM,07:21 PM,06:32 AM,06:51 PM,24,32,32,28,16,51,79,7.2,1010,30,9,264,11,Liberia
