date_time,Liberia_maxtempC,Liberia_mintempC,Liberia_totalSnow_cm,Liberia_sunHour,Liberia_uvIndex,Liberia_moon_illumination,Liberia_moonrise,Liberia_moonset,Liberia_sunrise,Liberia_sunset,Liberia_DewPointC,Liberia_FeelsLikeC,Liberia_HeatIndexC,Liberia_WindChillC,Liberia_WindGustKmph,Liberia_cloudcover,Liberia_humidity,Liberia_precipMM,Liberia_pressure,Liberia_tempC,Liberia_visibility,Liberia_winddirDegree,Liberia_windspeedKmph,Liberia_location
2020-10-02,28,25,0.0,7.4,6,100,07:16 PM,06:56 AM,06:31 AM,06:34 PM,23,29,29,26,20,67,82,9.7,1011,28,10,259,13,Liberia
2020-10-03,27,25,0.0,8.8,6,89,07:54 PM,07:39 AM,06:30 AM,06:33 PM,23,29,29,26,26,71,86,47.0,1011,27,7,193,14,Liberia
2020-10-04,27,25,0.0,7.4,6,82,08:33 PM,08:22 AM,06:30 AM,06:33 PM,23,29,29,26,23,73,85,20.7,1012,27,9,183,15,Liberia
2020-10-05,28,25,0.0,6.0,6,74,09:16 PM,09:08 AM,06:30 AM,06:32 PM,23,29,29,26,19,71,81,6.6,1013,28,10,201,13,Liberia
2020-10-06,28,25,0.0,8.8,6,67,10:00 PM,09:54 AM,06:30 AM,06:32 PM,23,29,29,26,10,66,83,15.1,1013,28,9,227,7,Liberia
2020-10-07,28,25,0.0,7.4,6,60,10:47 PM,10:43 AM,06:30 AM,06:31 PM,23,29,29,26,16,69,84,15.7,1014,28,9,223,11,Liberia
2020-10-08,28,25,0.0,6.0,6,53,11:38 PM,11:34 AM,06:30 AM,06:31 PM,23,29,29,26,25,82,87,36.0,1013,28,7,219,14,Liberia
2020-10-09,28,25,0.0,10.2,6,45,No moonrise,12:27 PM,06:30 AM,06:30 PM,23,30,30,27,15,65,83,14.3,1012,28,9,199,10,Liberia
2020-10-10,27,25,0.0,7.4,6,38,12:31 AM,01:21 PM,06:30 AM,06:30 PM,23,29,29,26,20,74,82,27.5,1012,27,8,262,12,Liberia
2020-10-11,26,16,0.0,8.8,5,31,01:27 AM,02:14 PM,06:29 AM,06:30 PM,23,27,27,24,37,69,87,49.1,1012,26,6,258,20,Liberia
2020-10-12,25,20,0.0,6.0,5,23,02:23 AM,03:08 PM,06:29 AM,06:29 PM,23,26,26,24,26,76,91,70.6,1012,25,6,215,14,Liberia
2020-10-13,27,24,0.0,7.4,6,16,03:20 AM,03:59 PM,06:29 AM,06:29 PM,23,28,28,25,13,73,86,5.9,1012,27,9,167,9,Liberia
2020-10-14,29,25,0.0,10.2,6,9,04:15 AM,04:49 PM,06:29 AM,06:28 PM,23,29,29,26,10,65,80,0.5,1013,29,10,178,7,Liberia
2020-10-15,28,25,0.0,7.4,6,2,05:11 AM,05:40 PM,06:29 AM,06:28 PM,23,29,29,26,13,55,82,3.3,1013,28,10,216,9,Liberia
2020-10-16,28,25,0.0,8.8,6,0,06:07 AM,06:30 PM,06:29 AM,06:28 PM,23,30,30,27,11,56,82,2.1,1012,28,10,171,8,Liberia
2020-10-17,28,25,0.0,7.4,6,0,07:04 AM,07:22 PM,06:29 AM,06:27 PM,23,30,30,27,12,68,82,4.7,1011,28,10,252,8,Liberia
2020-10-18,28,26,0.0,10.2,6,5,08:03 AM,08:15 PM,06:29 AM,06:27 PM,24,30,30,27,16,64,85,4.8,1011,28,10,245,11,Liberia
2020-10-19,28,26,0.0,8.8,6,13,09:03 AM,09:12 PM,06:29 AM,06:27 PM,24,30,30,27,16,74,83,19.6,1011,28,8,215,10,Liberia
2020-10-20,28,24,0.0,6.0,6,20,10:04 AM,10:10 PM,06:29 AM,06:26 PM,23,29,29,26,13,79,84,4.5,1012,28,10,144,10,Liberia
2020-10-21,28,25,0.0,8.8,6,27,11:05 AM,11:09 PM,06:29 AM,06:26 PM,23,30,30,26,12,73,83,14.5,1012,28,9,237,8,Liberia
2020-10-22,29,26,0.0,8.8,6,35,12:04 PM,No moonset,06:29 AM,06:26 PM,24,30,30,27,16,67,82,9.3,1012,29,10,238,11,Liberia
2020-10-23,28,25,0.0,8.8,6,42,12:58 PM,12:07 AM,06:29 AM,06:25 PM,23,30,30,27,13,58,82,2.2,1012,28,10,204,9,Liberia
2020-10-24,28,26,0.0,10.2,6,49,01:49 PM,01:02 AM,06:29 AM,06:25 PM,23,30,30,27,14,69,79,3.3,1012,28,10,219,10,Liberia
2020-10-25,29,25,0.0,7.4,6,56,02:35 PM,01:54 AM,06:29 AM,06:25 PM,23,30,30,27,12,65,81,7.9,1011,29,9,220,9,Liberia
2020-10-26,29,26,0.0,7.4,6,64,03:19 PM,02:42 AM,06:29 AM,06:25 PM,23,30,30,27,15,67,81,2.9,1010,29,10,273,10,Liberia
2020-10-27,29,26,0.0,10.2,6,71,03:59 PM,03:28 AM,06:29 AM,06:24 PM,23,30,30,27,17,54,79,10.7,1010,29,9,240,12,Liberia
2020-10-28,29,26,0.0,7.4,6,78,04:37 PM,04:12 AM,06:29 AM,06:24 PM,23,30,30,27,19,79,81,26.2,1010,29,8,256,11,Liberia
2020-10-29,30,26,0.0,8.8,6,85,05:16 PM,04:55 AM,06:29 AM,06:24 PM,23,31,31,27,17,62,79,8.0,1011,30,9,212,11,Liberia
2020-10-30,30,26,0.0,10.2,6,93,05:54 PM,05:38 AM,06:29 AM,06:24 PM,23,31,31,27,15,67,77,10.6,1011,30,9,236,10,Liberia
2020-10-31,29,25,0.0,8.8,6,97,06:33 PM,06:20 AM,06:30 AM,06:24 PM,23,30,30,27,12,52,80,6.4,1011,29,10,190,8,Liberia
2020-11-01,29,26,0.0,7.4,6,89,07:14 PM,07:05 AM,06:30 AM,06:23 PM,23,30,30,27,15,68,80,9.5,1010,29,9,201,10,Liberia
2020-11-02,29,26,0.0,6.0,6,81,07:58 PM,07:52 AM,06:30 AM,06:23 PM,23,30,30,27,13,74,79,17.0,1011,29,9,214,8,Liberia
2020-11-03,29,25,0.0,8.8,6,74,08:44 PM,08:40 AM,06:30 AM,06:23 PM,23,30,30,27,11,64,81,9.8,1011,29,9,179,8,Liberia
2020-11-04,29,26,0.0,6.0,6,66,09:34 PM,09:30 AM,06:30 AM,06:23 PM,24,31,31,27,11,79,81,16.2,1011,29,9,178,7,Liberia
2020-11-05,29,25,0.0,6.0,6,58,10:25 PM,10:22 AM,06:30 AM,06:23 PM,23,31,31,27,14,75,79,20.8,1011,29,8,233,9,Liberia
2020-11-06,29,26,0.0,6.0,6,51,11:19 PM,11:15 AM,06:30 AM,06:23 PM,24,31,31,27,15,75,81,13.7,1012,29,9,218,10,Liberia
2020-11-07,29,26,0.0,7.4,6,43,No moonrise,12:07 PM,06:31 AM,06:23 PM,23,31,31,27,12,71,80,7.8,1013,29,9,177,8,Liberia
2020-11-08,29,26,0.0,11.6,7,36,12:14 AM,12:59 PM,06:31 AM,06:23 PM,23,31,31,27,12,39,78,0.6,1013,29,10,212,8,Liberia
2020-11-09,29,25,0.0,7.4,6,28,01:08 AM,01:49 PM,06:31 AM,06:23 PM,23,30,30,27,10,51,78,1.1,1013,29,10,190,7,Liberia
2020-11-10,28,25,0.0,8.8,6,21,02:02 AM,02:38 PM,06:31 AM,06:23 PM,23,30,30,27,10,63,80,4.8,1011,28,9,260,7,Liberia
2020-11-11,29,25,0.0,8.8,6,13,02:56 AM,03:27 PM,06:32 AM,06:23 PM,23,30,30,27,12,64,80,10.1,1011,29,9,179,8,Liberia
2020-11-12,30,25,0.0,7.4,6,6,03:50 AM,04:15 PM,06:32 AM,06:23 PM,23,30,30,27,13,65,81,9.5,1011,30,9,161,8,Liberia
2020-11-13,29,25,0.0,7.4,6,0,04:45 AM,05:05 PM,06:32 AM,06:23 PM,23,30,30,27,12,69,80,7.7,1011,29,9,183,8,Liberia
2020-11-14,30,25,0.0,10.2,6,0,05:43 AM,05:58 PM,06:32 AM,06:23 PM,23,30,30,27,14,33,81,0.3,1012,30,10,276,10,Liberia
2020-11-15,29,26,0.0,10.2,6,0,06:42 AM,06:53 PM,06:33 AM,06:23 PM,23,30,30,27,11,39,78,0.5,1011,29,10,263,8,Liberia
2020-11-16,29,26,0.0,10.2,6,2,07:44 AM,07:52 PM,06:33 AM,06:23 PM,23,30,30,27,11,46,78,0.2,1011,29,10,225,7,Liberia
2020-11-17,29,26,0.0,7.4,6,9,08:47 AM,08:53 PM,06:33 AM,06:23 PM,23,30,30,27,14,64,78,2.1,1011,29,10,236,10,Liberia
2020-11-18,29,26,0.0,7.4,6,17,09:49 AM,09:53 PM,06:34 AM,06:23 PM,23,30,30,27,11,69,80,8.7,1010,29,10,197,8,Liberia
2020-11-19,29,26,0.0,8.8,6,24,10:48 AM,10:52 PM,06:34 AM,06:23 PM,23,30,30,27,14,58,80,9.8,1010,29,9,243,9,Liberia
2020-11-20,29,26,0.0,7.4,6,32,11:42 AM,11:47 PM,06:34 AM,06:23 PM,23,30,30,27,12,71,78,4.1,1009,29,10,185,8,Liberia
2020-11-21,29,26,0.0,11.6,6,39,12:31 PM,No moonset,06:35 AM,06:23 PM,23,30,30,27,14,32,79,8.4,1011,29,9,221,9,Liberia
2020-11-22,29,25,0.0,5.9,6,47,01:17 PM,12:37 AM,06:35 AM,06:23 PM,23,30,30,27,10,70,79,7.6,1011,29,9,199,7,Liberia
2020-11-23,29,26,0.0,7.4,6,54,01:58 PM,01:25 AM,06:35 AM,06:24 PM,23,30,30,27,10,60,79,1.9,1011,29,10,208,7,Liberia
2020-11-24,30,26,0.0,7.4,6,62,02:37 PM,02:10 AM,06:36 AM,06:24 PM,23,31,31,27,14,65,78,15.0,1012,30,9,219,9,Liberia
2020-11-25,28,25,0.0,5.9,6,70,03:15 PM,02:53 AM,06:36 AM,06:24 PM,23,30,30,27,13,78,80,10.9,1011,28,9,229,9,Liberia
2020-11-26,28,26,0.0,7.4,6,77,03:53 PM,03:36 AM,06:37 AM,06:24 PM,23,30,30,27,17,74,81,6.6,1011,28,10,274,11,Liberia
2020-11-27,29,26,0.0,5.9,6,85,04:32 PM,04:18 AM,06:37 AM,06:25 PM,23,30,30,27,15,73,78,5.7,1011,29,10,232,10,Liberia
2020-11-28,29,25,0.0,7.4,6,92,05:12 PM,05:02 AM,06:37 AM,06:25 PM,23,30,30,27,11,66,79,3.9,1012,29,9,211,8,Liberia
2020-11-29,29,26,0.0,5.9,6,100,05:55 PM,05:48 AM,06:38 AM,06:25 PM,23,30,30,27,12,79,78,12.3,1011,29,9,239,8,Liberia
2020-11-30,29,25,0.0,5.9,6,100,06:41 PM,06:36 AM,06:38 AM,06:25 PM,23,30,30,27,11,73,80,5.6,1012,29,10,186,8,Liberia
2020-12-01,28,25,0.0,10.2,6,89,07:30 PM,07:26 AM,06:39 AM,06:26 PM,23,30,30,27,8,57,80,2.3,1012,28,10,213,6,Liberia
2020-12-02,28,26,0.0,7.4,6,82,08:22 PM,08:18 AM,06:39 AM,06:26 PM,23,30,30,27,12,67,79,2.4,1012,28,10,248,8,Liberia
2020-12-03,29,26,0.0,7.3,6,75,09:16 PM,09:12 AM,06:40 AM,06:26 PM,23,30,30,27,13,61,78,2.1,1012,29,10,262,9,Liberia
2020-12-04,29,26,0.0,8.8,6,67,10:10 PM,10:04 AM,06:40 AM,06:27 PM,23,30,30,27,16,58,80,0.7,1013,29,10,277,11,Liberia
2020-12-05,29,26,0.0,5.9,6,60,11:04 PM,10:56 AM,06:41 AM,06:27 PM,23,30,30,27,17,75,80,2.9,1012,29,10,248,12,Liberia
2020-12-06,29,26,0.0,5.9,6,53,11:57 PM,11:46 AM,06:41 AM,06:27 PM,23,30,30,27,16,74,80,3.9,1012,29,10,244,11,Liberia
2020-12-07,29,26,0.0,7.3,6,46,No moonrise,12:33 PM,06:42 AM,06:28 PM,23,30,30,27,14,73,77,7.0,1013,29,9,241,10,Liberia
2020-12-08,29,26,0.0,8.8,6,38,12:49 AM,01:20 PM,06:42 AM,06:28 PM,23,31,31,27,14,58,77,2.1,1013,29,10,250,10,Liberia
2020-12-09,28,26,0.0,7.3,6,31,01:41 AM,02:06 PM,06:43 AM,06:29 PM,23,30,30,27,18,68,80,18.2,1012,28,9,260,12,Liberia
2020-12-10,29,26,0.0,8.8,6,24,02:33 AM,02:54 PM,06:43 AM,06:29 PM,23,30,30,27,17,67,81,20.6,1012,29,9,236,10,Liberia
2020-12-11,29,26,0.0,10.2,6,17,03:27 AM,03:43 PM,06:44 AM,06:29 PM,23,30,30,27,11,62,77,9.5,1013,29,9,235,7,Liberia
2020-12-12,28,26,0.0,5.9,6,9,04:23 AM,04:35 PM,06:44 AM,06:30 PM,23,30,30,27,12,76,81,6.3,1012,28,10,227,8,Liberia
2020-12-13,28,26,0.0,7.3,6,2,05:23 AM,05:32 PM,06:45 AM,06:30 PM,23,30,30,27,16,66,80,8.0,1011,28,9,243,10,Liberia
2020-12-14,29,26,0.0,5.9,6,0,06:25 AM,06:32 PM,06:45 AM,06:31 PM,23,30,30,27,13,67,79,8.9,1011,29,9,263,8,Liberia
2020-12-15,29,26,0.0,8.8,6,0,07:28 AM,07:34 PM,06:46 AM,06:31 PM,23,30,30,27,14,54,76,4.3,1011,29,10,253,10,Liberia
2020-12-16,28,26,0.0,7.3,6,5,08:30 AM,08:34 PM,06:46 AM,06:32 PM,23,30,30,27,15,77,80,10.4,1011,28,9,218,10,Liberia
2020-12-17,27,19,0.0,8.8,6,12,09:28 AM,09:33 PM,06:47 AM,06:32 PM,23,28,28,25,12,53,83,4.5,1012,27,10,200,8,Liberia
2020-12-18,28,26,0.0,7.3,6,20,10:21 AM,10:27 PM,06:47 AM,06:33 PM,23,30,30,27,17,67,79,17.5,1011,28,9,251,11,Liberia
2020-12-19,29,25,0.0,10.2,6,27,11:10 AM,11:18 PM,06:48 AM,06:33 PM,22,30,30,27,8,47,78,4.8,1010,29,10,150,6,Liberia
2020-12-20,28,26,0.0,7.3,6,34,11:54 AM,No moonset,06:48 AM,06:34 PM,23,30,30,27,14,67,79,12.2,1011,28,9,215,9,Liberia
2020-12-21,29,26,0.0,7.3,6,41,12:34 PM,12:05 AM,06:49 AM,06:34 PM,23,30,30,27,10,67,79,12.1,1011,29,9,228,6,Liberia
2020-12-22,29,26,0.0,7.3,6,49,01:13 PM,12:49 AM,06:49 AM,06:35 PM,23,30,30,27,13,65,79,4.9,1011,29,10,235,9,Liberia
2020-12-23,29,26,0.0,7.3,6,56,01:51 PM,01:32 AM,06:50 AM,06:35 PM,23,31,31,27,14,46,78,0.7,1010,29,10,236,9,Liberia
2020-12-24,29,26,0.0,5.9,6,63,02:29 PM,02:14 AM,06:50 AM,06:36 PM,23,30,30,27,14,74,78,5.8,1010,29,9,218,9,Liberia
2020-12-25,29,25,0.0,7.3,6,70,03:09 PM,02:58 AM,06:51 AM,06:36 PM,23,30,30,27,10,73,79,3.5,1010,29,9,217,7,Liberia
2020-12-26,28,26,0.0,8.8,6,78,03:51 PM,03:43 AM,06:51 AM,06:37 PM,23,30,30,27,13,68,80,2.5,1010,28,10,238,9,Liberia
2020-12-27,29,26,0.0,5.9,6,85,04:36 PM,04:30 AM,06:52 AM,06:37 PM,23,30,30,27,17,64,79,3.3,1010,29,10,247,12,Liberia
2020-12-28,29,26,0.0,8.8,6,92,05:24 PM,05:20 AM,06:52 AM,06:38 PM,23,30,30,27,20,68,80,5.0,1010,29,10,262,14,Liberia
2020-12-29,29,26,0.0,5.9,6,100,06:15 PM,06:11 AM,06:53 AM,06:38 PM,23,30,30,27,19,71,80,4.0,1010,29,10,254,13,Liberia
2020-12-30,29,26,0.0,7.3,6,100,07:09 PM,07:05 AM,06:53 AM,06:39 PM,23,31,31,27,16,62,79,1.7,1010,29,10,233,11,Liberia
2020-12-31,29,26,0.0,5.9,6,89,08:04 PM,07:59 AM,06:53 AM,06:39 PM,23,31,31,27,16,74,78,4.6,1011,29,10,230,11,Liberia
2021-01-01,29,26,0.0,11.6,6,79,09:00 PM,08:52 AM,06:54 AM,06:40 PM,23,31,31,27,16,37,76,0.2,1011,29,10,259,12,Liberia
2021-01-02,29,26,0.0,5.9,6,71,09:54 PM,09:44 AM,06:54 AM,06:40 PM,23,31,31,27,19,62,78,0.6,1011,29,10,261,13,Liberia
2021-01-03,29,26,0.0,8.8,6,64,10:46 PM,10:32 AM,06:55 AM,06:41 PM,23,30,30,27,16,56,76,5.4,1011,29,10,236,11,Liberia
2021-01-04,29,26,0.0,8.8,6,57,11:37 PM,11:19 AM,06:55 AM,06:41 PM,23,30,30,27,14,61,76,1.4,1011,29,10,269,10,Liberia
2021-01-05,29,26,0.0,7.3,6,50,No moonrise,12:04 PM,06:56 AM,06:42 PM,23,31,31,27,17,72,79,5.2,1010,29,10,254,11,Liberia
2021-01-06,29,26,0.0,5.9,6,42,12:28 AM,12:50 PM,06:56 AM,06:42 PM,23,31,31,27,20,67,80,7.9,1011,29,10,238,13,Liberia
2021-01-07,29,26,0.0,5.9,6,35,01:20 AM,01:37 PM,06:56 AM,06:43 PM,23,31,31,27,17,75,79,8.0,1011,29,9,245,11,Liberia
2021-01-08,29,26,0.0,5.9,6,28,02:13 AM,02:26 PM,06:57 AM,06:43 PM,23,31,31,27,18,66,77,5.3,1011,29,9,251,12,Liberia
2021-01-09,29,26,0.0,7.4,6,20,03:09 AM,03:19 PM,06:57 AM,06:44 PM,23,31,31,27,18,62,79,3.5,1011,29,10,260,13,Liberia
2021-01-10,29,26,0.0,8.8,6,13,04:08 AM,04:15 PM,06:57 AM,06:44 PM,23,31,31,27,17,63,78,3.4,1011,29,9,262,12,Liberia
2021-01-11,28,26,0.0,5.9,6,6,05:10 AM,05:15 PM,06:58 AM,06:45 PM,23,30,30,27,23,69,81,22.5,1011,28,8,250,14,Liberia
2021-01-12,28,26,0.0,8.8,6,0,06:11 AM,06:16 PM,06:58 AM,06:45 PM,23,30,30,27,24,67,81,19.7,1012,28,8,248,15,Liberia
2021-01-13,28,26,0.0,7.4,6,0,07:11 AM,07:16 PM,06:58 AM,06:46 PM,23,30,30,27,15,76,80,9.9,1012,28,9,232,10,Liberia
2021-01-14,29,26,0.0,5.9,6,1,08:07 AM,08:13 PM,06:59 AM,06:46 PM,23,30,30,27,19,69,81,7.2,1012,29,9,248,12,Liberia
2021-01-15,28,26,0.0,7.4,6,8,08:59 AM,09:06 PM,06:59 AM,06:47 PM,23,30,30,27,19,62,80,7.6,1010,28,9,263,13,Liberia
2021-01-16,29,26,0.0,5.9,6,16,09:46 AM,09:56 PM,06:59 AM,06:47 PM,23,30,30,27,15,56,77,1.9,1010,29,10,245,10,Liberia
2021-01-17,28,26,0.0,7.4,6,23,10:28 AM,10:42 PM,06:59 AM,06:47 PM,22,30,30,27,14,58,76,1.1,1010,28,10,248,9,Liberia
2021-01-18,29,26,0.0,8.7,6,30,11:09 AM,11:26 PM,07:00 AM,06:48 PM,23,30,30,27,14,42,77,0.4,1010,29,10,256,10,Liberia
2021-01-19,29,25,0.0,7.2,6,38,11:48 AM,No moonset,07:00 AM,06:48 PM,23,30,30,27,14,55,79,0.9,1011,29,10,231,10,Liberia
2021-01-20,29,26,0.0,5.7,6,45,12:26 PM,12:09 AM,07:00 AM,06:49 PM,23,30,30,27,14,62,80,1.6,1011,29,10,229,9,Liberia
2021-01-21,28,25,0.0,5.7,6,52,01:05 PM,12:52 AM,07:00 AM,06:49 PM,23,30,30,27,13,71,80,4.7,1011,28,10,256,9,Liberia
2021-01-22,29,26,0.0,7.2,6,59,01:46 PM,01:37 AM,07:00 AM,06:49 PM,23,30,30,27,12,55,79,2.3,1012,29,10,255,9,Liberia
2021-01-23,29,25,0.0,7.2,6,67,02:29 PM,02:22 AM,07:00 AM,06:50 PM,23,30,30,27,15,72,81,2.7,1011,29,10,225,10,Liberia
2021-01-24,29,25,0.0,8.7,6,74,03:15 PM,03:11 AM,07:01 AM,06:50 PM,23,30,30,27,20,39,81,0.4,1010,29,10,279,14,Liberia
2021-01-25,29,25,0.0,10.1,6,81,04:05 PM,04:01 AM,07:01 AM,06:51 PM,23,29,29,27,15,31,80,0.1,1010,29,10,278,11,Liberia
2021-01-26,29,25,0.0,7.2,6,88,04:58 PM,04:54 AM,07:01 AM,06:51 PM,23,30,30,27,15,43,81,0.3,1011,29,10,271,11,Liberia
2021-01-27,28,25,0.0,5.8,6,96,05:54 PM,05:49 AM,07:01 AM,06:51 PM,23,30,30,27,17,58,81,1.3,1011,28,10,275,12,Liberia
2021-01-28,29,26,0.0,5.8,6,100,06:50 PM,06:43 AM,07:01 AM,06:51 PM,23,30,30,27,14,49,80,3.2,1010,29,10,250,9,Liberia
2021-01-29,29,26,0.0,5.8,6,90,07:46 PM,07:36 AM,07:01 AM,06:52 PM,23,30,30,27,15,49,79,1.9,1011,29,10,248,11,Liberia
2021-01-30,28,26,0.0,5.8,6,82,08:40 PM,08:27 AM,07:01 AM,06:52 PM,23,30,30,27,18,64,82,5.2,1012,28,10,255,12,Liberia
2021-01-31,28,26,0.0,7.2,6,79,09:33 PM,09:16 AM,07:01 AM,06:52 PM,23,30,30,27,20,48,81,0.8,1011,28,10,269,14,Liberia
2021-02-01,29,26,0.0,8.7,6,63,10:25 PM,10:03 AM,07:01 AM,06:53 PM,24,31,31,27,18,50,81,0.7,1011,29,10,269,13,Liberia
2021-02-02,29,26,0.0,5.8,6,55,11:17 PM,10:49 AM,07:01 AM,06:53 PM,24,31,31,27,17,72,81,3.5,1011,29,10,247,12,Liberia
2021-02-03,29,26,0.0,8.7,6,48,No moonrise,11:35 AM,07:01 AM,06:53 PM,23,30,30,27,15,38,80,2.5,1012,29,10,252,11,Liberia
2021-02-04,29,26,0.0,7.2,6,40,12:09 AM,12:23 PM,07:01 AM,06:53 PM,23,30,30,27,19,48,79,0.6,1012,29,10,256,13,Liberia
2021-02-05,29,26,0.0,7.2,6,33,01:04 AM,01:14 PM,07:01 AM,06:54 PM,24,31,31,27,18,60,81,3.1,1011,29,9,263,13,Liberia
2021-02-06,28,26,0.0,7.2,6,25,02:01 AM,02:07 PM,07:01 AM,06:54 PM,24,31,31,27,17,60,83,2.7,1012,28,10,267,12,Liberia
2021-02-07,29,26,0.0,8.7,6,18,02:59 AM,03:05 PM,07:01 AM,06:54 PM,24,31,31,28,15,48,82,1.1,1011,29,10,237,10,Liberia
