date_time,Turkey_maxtempC,Turkey_mintempC,Turkey_totalSnow_cm,Turkey_sunHour,Turkey_uvIndex,Turkey_moon_illumination,Turkey_moonrise,Turkey_moonset,Turkey_sunrise,Turkey_sunset,Turkey_DewPointC,Turkey_FeelsLikeC,Turkey_HeatIndexC,Turkey_WindChillC,Turkey_WindGustKmph,Turkey_cloudcover,Turkey_humidity,Turkey_precipMM,Turkey_pressure,Turkey_tempC,Turkey_visibility,Turkey_winddirDegree,Turkey_windspeedKmph,Turkey_location
2020-12-03,12,3,0.0,8.7,3,75,07:53 PM,10:32 AM,07:53 AM,05:24 PM,2,6,7,6,10,24,74,0.0,1020,12,10,93,6,Turkey
2020-12-04,12,5,0.0,8.7,3,67,08:53 PM,11:22 AM,07:54 AM,05:24 PM,2,7,8,7,13,19,68,0.0,1018,12,10,94,8,Turkey
2020-12-05,13,5,0.0,8.7,3,60,09:58 PM,12:04 PM,07:55 AM,05:24 PM,1,8,8,8,6,11,63,0.0,1018,13,10,159,3,Turkey
2020-12-06,12,4,0.0,8.7,3,53,11:06 PM,12:41 PM,07:56 AM,05:24 PM,1,8,8,8,4,4,65,0.0,1018,12,10,238,3,Turkey
2020-12-07,11,3,0.0,8.7,3,46,No moonrise,01:14 PM,07:57 AM,05:24 PM,1,7,7,7,5,16,66,0.0,1015,11,10,192,4,Turkey
2020-12-08,11,3,0.0,3.6,2,38,12:14 AM,01:44 PM,07:58 AM,05:24 PM,4,7,7,7,9,76,76,6.5,1015,11,8,172,5,Turkey
2020-12-09,11,4,0.0,8.7,3,31,01:24 AM,02:12 PM,07:59 AM,05:24 PM,2,6,7,6,9,16,73,0.0,1021,11,10,153,6,Turkey
2020-12-10,11,3,0.0,8.7,3,24,02:35 AM,02:41 PM,07:59 AM,05:24 PM,1,5,7,5,15,18,69,0.0,1019,11,10,96,9,Turkey
2020-12-11,10,5,0.0,5.2,2,17,03:48 AM,03:11 PM,08:00 AM,05:24 PM,2,5,7,5,12,49,72,5.0,1015,10,9,130,7,Turkey
2020-12-12,12,3,0.0,3.5,2,9,05:03 AM,03:46 PM,08:01 AM,05:24 PM,4,6,8,6,20,85,77,1.4,1011,12,10,126,14,Turkey
2020-12-13,10,4,0.0,3.5,2,2,06:19 AM,04:25 PM,08:02 AM,05:24 PM,5,6,8,6,24,73,78,9.9,1011,10,9,135,18,Turkey
2020-12-14,10,2,0.0,5.2,2,0,07:36 AM,05:13 PM,08:02 AM,05:24 PM,3,4,6,4,20,61,81,4.1,1007,10,9,75,12,Turkey
2020-12-15,11,2,0.0,3.5,2,0,08:47 AM,06:08 PM,08:03 AM,05:25 PM,4,6,7,6,11,80,81,5.4,1011,11,9,206,6,Turkey
2020-12-16,11,5,0.0,5.2,2,5,09:51 AM,07:11 PM,08:04 AM,05:25 PM,4,6,7,6,12,59,79,0.2,1020,11,10,143,8,Turkey
2020-12-17,10,4,0.0,8.7,3,12,10:43 AM,08:18 PM,08:04 AM,05:25 PM,3,6,6,6,6,30,81,0.0,1024,10,10,60,3,Turkey
2020-12-18,9,2,0.0,8.7,3,20,11:27 AM,09:25 PM,08:05 AM,05:26 PM,2,5,5,5,5,12,80,0.0,1025,9,10,168,3,Turkey
2020-12-19,7,1,0.0,8.7,3,27,12:02 PM,10:30 PM,08:06 AM,05:26 PM,-0,4,4,4,4,31,73,0.0,1027,7,10,244,2,Turkey
2020-12-20,8,1,0.0,8.7,2,34,12:31 PM,11:34 PM,08:06 AM,05:27 PM,-1,4,4,4,3,7,72,0.0,1026,8,10,181,2,Turkey
2020-12-21,6,-1,0.0,3.5,1,41,12:57 PM,No moonset,08:07 AM,05:27 PM,-3,2,2,2,4,72,72,0.0,1026,6,10,284,2,Turkey
2020-12-22,5,-1,0.0,8.7,2,49,01:21 PM,12:34 AM,08:07 AM,05:28 PM,-4,0,2,0,9,39,69,0.0,1025,5,10,249,5,Turkey
2020-12-23,2,-2,0.0,5.2,1,56,01:44 PM,01:33 AM,08:08 AM,05:28 PM,-5,-0,-0,-0,4,32,70,0.0,1025,2,10,306,3,Turkey
2020-12-24,3,-3,0.0,8.7,2,63,02:07 PM,02:31 AM,08:08 AM,05:29 PM,-6,-1,-1,-1,4,26,67,0.0,1024,3,10,225,2,Turkey
2020-12-25,8,-4,0.0,8.7,2,70,02:32 PM,03:29 AM,08:08 AM,05:29 PM,-2,2,2,2,6,22,75,0.0,1021,8,10,124,4,Turkey
2020-12-26,10,2,0.0,8.7,3,78,03:00 PM,04:28 AM,08:09 AM,05:30 PM,0,4,4,4,7,15,75,0.0,1022,10,10,171,5,Turkey
2020-12-27,10,1,0.0,8.7,2,85,03:32 PM,05:29 AM,08:09 AM,05:31 PM,-0,3,4,3,8,28,74,0.0,1022,10,10,88,4,Turkey
2020-12-28,10,2,0.0,8.7,2,92,04:09 PM,06:29 AM,08:09 AM,05:31 PM,-2,4,5,4,14,32,61,0.8,1018,10,9,122,8,Turkey
2020-12-29,11,2,0.0,8.7,3,100,04:53 PM,07:30 AM,08:10 AM,05:32 PM,1,5,5,5,10,31,73,2.7,1022,11,10,106,5,Turkey
2020-12-30,12,2,0.0,8.7,3,100,05:46 PM,08:26 AM,08:10 AM,05:33 PM,-0,5,6,5,9,8,66,0.0,1021,12,10,81,5,Turkey
2020-12-31,11,2,0.0,8.7,3,89,06:45 PM,09:18 AM,08:10 AM,05:34 PM,-1,5,5,5,9,15,66,0.0,1018,11,10,110,5,Turkey
2021-01-01,11,2,0.0,8.7,3,79,07:50 PM,10:04 AM,08:10 AM,05:35 PM,-0,5,5,5,6,27,68,0.0,1019,11,10,165,4,Turkey
2021-01-02,11,2,0.0,8.7,3,71,08:58 PM,10:43 AM,08:10 AM,05:35 PM,-1,5,5,5,10,12,63,0.0,1024,11,10,71,5,Turkey
2021-01-03,10,2,0.0,7.0,2,64,10:06 PM,11:17 AM,08:10 AM,05:36 PM,-2,3,5,3,11,35,63,0.0,1024,10,10,63,6,Turkey
2021-01-04,10,1,0.0,8.7,3,57,11:16 PM,11:48 AM,08:10 AM,05:37 PM,-0,4,5,4,8,13,70,0.0,1021,10,10,95,4,Turkey
2021-01-05,6,2,0.0,3.5,1,50,No moonrise,12:16 PM,08:10 AM,05:38 PM,2,2,4,2,11,52,87,17.3,1020,6,8,92,6,Turkey
2021-01-06,10,1,0.0,8.7,2,42,12:24 AM,12:43 PM,08:10 AM,05:39 PM,2,4,5,4,8,51,83,0.0,1024,10,10,107,5,Turkey
2021-01-07,11,3,0.0,8.7,3,35,01:35 AM,01:12 PM,08:10 AM,05:40 PM,2,6,6,6,9,9,78,0.0,1021,11,10,145,5,Turkey
2021-01-08,11,4,0.0,5.2,2,28,02:46 AM,01:43 PM,08:10 AM,05:41 PM,0,6,7,6,12,75,64,0.0,1018,11,10,185,6,Turkey
2021-01-09,13,4,0.0,5.2,2,20,04:00 AM,02:19 PM,08:10 AM,05:42 PM,2,6,7,6,13,64,71,0.2,1017,13,10,179,7,Turkey
2021-01-10,11,4,0.0,3.5,2,13,05:14 AM,03:01 PM,08:10 AM,05:43 PM,6,6,8,6,14,76,89,9.4,1018,11,7,213,8,Turkey
2021-01-11,17,6,0.0,8.7,4,6,06:26 AM,03:52 PM,08:09 AM,05:44 PM,6,10,11,10,20,38,75,0.2,1018,17,8,218,13,Turkey
2021-01-12,16,10,0.0,5.2,3,0,07:32 AM,04:51 PM,08:09 AM,05:45 PM,6,11,12,11,27,44,67,0.8,1014,16,10,199,16,Turkey
2021-01-13,8,2,2.2,3.5,1,0,08:30 AM,05:56 PM,08:09 AM,05:46 PM,1,2,6,2,37,81,75,21.7,1004,8,7,202,20,Turkey
2021-01-14,5,-1,0.3,3.5,1,1,09:18 AM,07:04 PM,08:09 AM,05:47 PM,-1,-1,2,-1,17,80,84,0.6,1007,5,9,220,11,Turkey
2021-01-15,2,-5,1.8,3.5,1,8,09:57 AM,08:12 PM,08:08 AM,05:48 PM,-4,-5,-2,-5,17,54,83,4.3,1012,2,7,185,12,Turkey
2021-01-16,1,-7,0.2,3.5,1,16,10:29 AM,09:17 PM,08:08 AM,05:49 PM,-4,-4,-1,-4,11,66,79,0.2,1011,1,9,65,7,Turkey
2021-01-17,-1,-6,6.4,3.5,1,23,10:58 AM,10:20 PM,08:07 AM,05:50 PM,-4,-8,-3,-8,26,85,88,8.1,1007,-1,5,258,16,Turkey
2021-01-18,-4,-7,1.6,3.5,1,30,11:23 AM,11:20 PM,08:07 AM,05:52 PM,-9,-10,-6,-10,13,87,76,2.7,1020,-4,6,295,9,Turkey
2021-01-19,-3,-7,0.0,8.7,2,38,11:46 AM,No moonset,08:06 AM,05:53 PM,-11,-8,-6,-8,6,2,65,0.0,1026,-3,10,235,5,Turkey
2021-01-20,-4,-9,0.0,8.7,2,45,12:09 PM,12:19 AM,08:06 AM,05:54 PM,-11,-9,-6,-9,6,10,72,0.0,1029,-4,10,284,5,Turkey
2021-01-21,0,-7,0.0,8.7,1,52,12:33 PM,01:18 AM,08:05 AM,05:55 PM,-8,-4,-4,-4,3,29,70,0.0,1032,0,10,93,2,Turkey
2021-01-22,2,-9,0.0,8.7,2,59,12:59 PM,02:16 AM,08:05 AM,05:56 PM,-5,-2,-2,-2,6,11,73,0.0,1030,2,10,85,3,Turkey
2021-01-23,5,-3,0.0,8.7,2,67,01:29 PM,03:16 AM,08:04 AM,05:57 PM,-4,-1,0,-1,7,27,74,0.0,1024,5,10,76,4,Turkey
2021-01-24,5,-2,0.0,8.7,2,74,02:04 PM,04:16 AM,08:03 AM,05:58 PM,-4,-1,1,-1,9,35,72,0.0,1020,5,10,116,6,Turkey
2021-01-25,6,-3,0.0,6.6,1,81,02:45 PM,05:17 AM,08:03 AM,06:00 PM,-1,-1,2,-1,22,48,81,2.1,1017,6,9,149,12,Turkey
2021-01-26,9,1,0.0,6.6,2,88,03:35 PM,06:15 AM,08:02 AM,06:01 PM,1,1,4,1,24,70,82,6.9,1014,9,9,164,14,Turkey
2021-01-27,10,2,2.6,6.7,2,96,04:32 PM,07:09 AM,08:01 AM,06:02 PM,-0,1,5,1,45,75,71,6.5,1004,10,9,159,27,Turkey
2021-01-28,1,-4,4.4,10.0,1,100,05:36 PM,07:58 AM,08:00 AM,06:03 PM,-6,-6,-2,-6,21,58,72,5.5,1009,1,7,232,13,Turkey
2021-01-29,1,-4,0.0,10.0,2,90,06:44 PM,08:40 AM,08:00 AM,06:04 PM,-8,-5,-2,-5,12,9,63,0.0,1017,1,10,217,8,Turkey
2021-01-30,3,-6,8.4,6.8,1,82,07:55 PM,09:17 AM,07:59 AM,06:05 PM,-4,-2,0,-2,11,59,72,14.4,1008,3,7,121,7,Turkey
2021-01-31,6,0,0.0,10.0,1,79,09:06 PM,09:50 AM,07:58 AM,06:07 PM,1,1,3,1,11,62,87,1.3,1012,6,8,188,6,Turkey
2021-02-01,10,-0,0.0,10.5,3,63,10:16 PM,10:19 AM,07:57 AM,06:08 PM,1,2,4,2,16,15,78,0.0,1017,10,10,122,9,Turkey
2021-02-02,11,2,0.0,10.5,3,55,11:27 PM,10:47 AM,07:56 AM,06:09 PM,1,4,6,4,15,17,72,0.0,1020,11,10,95,8,Turkey
2021-02-03,11,3,0.0,10.0,2,48,No moonrise,11:15 AM,07:55 AM,06:10 PM,-0,5,6,5,8,49,64,0.0,1019,11,10,61,4,Turkey
2021-02-04,13,3,0.0,10.6,3,40,12:38 AM,11:45 AM,07:54 AM,06:11 PM,1,7,7,7,8,15,66,0.0,1018,13,10,165,4,Turkey
2021-02-05,11,3,0.0,10.6,3,33,01:50 AM,12:18 PM,07:53 AM,06:12 PM,0,6,7,6,9,12,65,0.0,1021,11,10,237,6,Turkey
2021-02-06,12,4,0.0,10.6,3,25,03:02 AM,12:58 PM,07:52 AM,06:14 PM,0,7,8,7,7,23,59,0.0,1018,12,10,204,5,Turkey
2021-02-07,14,5,0.0,6.9,3,18,04:13 AM,01:44 PM,07:51 AM,06:15 PM,-1,9,9,9,7,52,52,0.0,1016,14,10,214,4,Turkey
