date_time,Turkey_maxtempC,Turkey_mintempC,Turkey_totalSnow_cm,Turkey_sunHour,Turkey_uvIndex,Turkey_moon_illumination,Turkey_moonrise,Turkey_moonset,Turkey_sunrise,Turkey_sunset,Turkey_DewPointC,Turkey_FeelsLikeC,Turkey_HeatIndexC,Turkey_WindChillC,Turkey_WindGustKmph,Turkey_cloudcover,Turkey_humidity,Turkey_precipMM,Turkey_pressure,Turkey_tempC,Turkey_visibility,Turkey_winddirDegree,Turkey_windspeedKmph,Turkey_location
2020-01-01,3,-2,1.0,3.5,1,37,12:09 PM,11:38 PM,08:10 AM,05:34 PM,-1,-2,1,-2,14,92,82,1.6,1020,3,8,295,9,Turkey
2020-01-02,3,-4,0.0,8.7,1,44,12:34 PM,No moonset,08:10 AM,05:35 PM,-6,-4,0,-4,21,60,65,0.0,1025,3,10,97,14,Turkey
2020-01-03,4,-1,0.0,8.7,2,51,12:59 PM,12:35 AM,08:10 AM,05:36 PM,-5,-2,1,-2,15,7,66,0.0,1023,4,10,48,11,Turkey
2020-01-04,3,-2,0.0,8.7,2,59,01:24 PM,01:33 AM,08:10 AM,05:36 PM,-5,-1,0,-1,7,26,66,0.0,1017,3,10,275,5,Turkey
2020-01-05,2,-9,0.0,8.7,1,66,01:50 PM,02:32 AM,08:10 AM,05:37 PM,-5,-3,-2,-3,6,44,76,0.0,1016,2,10,186,3,Turkey
2020-01-06,3,-3,1.7,3.5,1,73,02:20 PM,03:33 AM,08:10 AM,05:38 PM,-3,-5,-0,-5,26,88,80,3.4,1012,3,7,68,16,Turkey
2020-01-07,5,-5,0.5,3.5,1,80,02:54 PM,04:35 AM,08:10 AM,05:39 PM,-1,-2,1,-2,22,87,86,3.1,1011,5,7,59,12,Turkey
2020-01-08,4,-2,0.0,3.5,1,88,03:35 PM,05:39 AM,08:10 AM,05:40 PM,-0,-2,1,-2,20,75,91,1.6,1015,4,9,70,11,Turkey
2020-01-09,2,-3,0.0,8.7,2,95,04:24 PM,06:43 AM,08:10 AM,05:41 PM,-6,-5,-1,-5,18,23,68,0.0,1024,2,10,166,12,Turkey
2020-01-10,2,-7,0.0,8.7,2,100,05:22 PM,07:45 AM,08:10 AM,05:42 PM,-7,-2,-1,-2,4,9,63,0.0,1026,2,10,269,3,Turkey
2020-01-11,5,-1,0.0,8.7,2,100,06:27 PM,08:42 AM,08:10 AM,05:43 PM,-6,1,1,1,2,7,59,0.0,1026,5,10,162,1,Turkey
2020-01-12,4,-1,0.0,7.0,1,83,07:39 PM,09:32 AM,08:09 AM,05:44 PM,-4,-1,1,-1,9,46,73,0.0,1025,4,10,265,6,Turkey
2020-01-13,4,-4,0.0,8.7,2,76,08:51 PM,10:14 AM,08:09 AM,05:45 PM,-2,0,1,0,4,5,81,0.0,1029,4,10,151,3,Turkey
2020-01-14,5,-1,0.0,5.2,1,69,10:04 PM,10:51 AM,08:09 AM,05:46 PM,-4,0,1,0,7,40,70,0.0,1027,5,10,57,4,Turkey
2020-01-15,6,-1,0.0,3.5,1,61,11:16 PM,11:25 AM,08:09 AM,05:47 PM,-3,1,2,1,9,48,70,0.0,1027,6,10,49,5,Turkey
2020-01-16,5,-5,0.0,8.7,1,54,No moonrise,11:55 AM,08:08 AM,05:48 PM,-5,-1,1,-1,13,37,64,0.0,1024,5,10,53,8,Turkey
2020-01-17,3,-4,0.0,7.0,1,47,12:26 AM,12:25 PM,08:08 AM,05:50 PM,-5,-2,-0,-2,11,24,70,0.0,1023,3,10,51,7,Turkey
2020-01-18,2,-4,0.0,8.7,2,40,01:36 AM,12:56 PM,08:07 AM,05:51 PM,-7,-4,-2,-4,10,14,70,0.0,1023,2,10,171,6,Turkey
2020-01-19,1,-4,0.0,5.3,1,32,02:45 AM,01:30 PM,08:07 AM,05:52 PM,-5,-3,-2,-3,6,55,76,0.1,1023,1,10,174,4,Turkey
2020-01-20,1,-4,0.0,7.0,1,25,03:53 AM,02:07 PM,08:06 AM,05:53 PM,-6,-5,-2,-5,11,46,71,0.0,1031,1,10,268,7,Turkey
2020-01-21,1,-4,0.0,8.7,2,18,04:59 AM,02:49 PM,08:06 AM,05:54 PM,-6,-6,-2,-6,15,9,74,0.0,1035,1,10,344,9,Turkey
2020-01-22,1,-9,0.0,8.7,2,11,06:02 AM,03:37 PM,08:05 AM,05:55 PM,-7,-3,-2,-3,6,10,68,0.0,1032,1,10,306,4,Turkey
2020-01-23,2,-4,0.4,7.0,1,3,07:00 AM,04:30 PM,08:05 AM,05:56 PM,-6,-5,-2,-5,16,43,72,0.6,1024,2,9,284,12,Turkey
2020-01-24,-0,-7,0.0,7.0,1,0,07:50 AM,05:28 PM,08:04 AM,05:57 PM,-7,-6,-3,-6,12,28,71,0.0,1033,-0,10,301,9,Turkey
2020-01-25,3,-6,0.0,8.7,2,0,08:33 AM,06:28 PM,08:03 AM,05:59 PM,-7,-1,-0,-1,4,1,61,0.0,1032,3,10,174,3,Turkey
2020-01-26,4,-3,0.0,10.0,2,4,09:10 AM,07:29 PM,08:03 AM,06:00 PM,-7,-0,-0,-0,3,31,60,0.0,1028,4,10,176,2,Turkey
2020-01-27,7,-2,0.0,9.9,1,11,09:42 AM,08:28 PM,08:02 AM,06:01 PM,-5,1,1,1,5,30,63,0.0,1024,7,10,100,3,Turkey
2020-01-28,4,-0,0.0,5.0,1,18,10:10 AM,09:27 PM,08:01 AM,06:02 PM,-1,-0,1,-0,11,82,86,3.2,1017,4,8,128,6,Turkey
2020-01-29,8,-5,0.0,10.0,2,26,10:36 AM,10:24 PM,08:00 AM,06:03 PM,-0,0,3,0,17,41,80,0.0,1015,8,9,208,10,Turkey
2020-01-30,7,-2,0.4,5.2,1,33,11:01 AM,11:22 PM,07:59 AM,06:04 PM,0,-1,3,-1,32,92,81,2.9,1014,7,7,241,20,Turkey
2020-01-31,2,-6,0.0,10.5,2,37,11:25 AM,No moonset,07:59 AM,06:06 PM,-6,-5,-1,-5,19,42,70,0.2,1020,2,10,278,12,Turkey
2020-02-01,4,-4,0.0,5.2,1,49,11:51 AM,12:19 AM,07:58 AM,06:07 PM,-1,-2,1,-2,12,89,82,0.1,1019,4,9,247,10,Turkey
2020-02-02,5,-0,0.0,8.4,1,57,12:18 PM,01:19 AM,07:57 AM,06:08 PM,0,2,2,2,4,58,87,0.0,1023,5,10,159,2,Turkey
2020-02-03,9,-0,0.0,10.5,3,64,12:49 PM,02:19 AM,07:56 AM,06:09 PM,1,3,4,3,13,35,79,0.0,1019,9,10,201,8,Turkey
2020-02-04,7,4,0.0,5.3,2,72,01:26 PM,03:21 AM,07:55 AM,06:10 PM,4,3,6,3,20,82,86,4.7,1012,7,9,223,12,Turkey
2020-02-05,12,4,0.0,10.0,2,79,02:10 PM,04:24 AM,07:54 AM,06:12 PM,3,4,7,4,51,56,74,0.8,998,12,10,178,33,Turkey
2020-02-06,3,-0,29.2,5.3,1,87,03:03 PM,05:27 AM,07:53 AM,06:13 PM,1,-0,2,-0,22,87,93,34.8,1002,3,6,150,13,Turkey
2020-02-07,1,-5,0.2,10.6,2,95,04:04 PM,06:25 AM,07:52 AM,06:14 PM,-4,-5,-1,-5,16,47,80,0.4,1013,1,9,329,11,Turkey
2020-02-08,-4,-6,0.1,5.3,1,100,05:14 PM,07:19 AM,07:51 AM,06:15 PM,-11,-12,-5,-12,27,67,61,0.4,1022,-4,8,326,22,Turkey
2020-02-09,-3,-7,0.9,5.3,1,100,06:28 PM,08:06 AM,07:50 AM,06:16 PM,-10,-11,-5,-11,20,71,68,1.6,1032,-3,8,297,17,Turkey
2020-02-10,-1,-8,0.0,10.7,2,83,07:44 PM,08:46 AM,07:48 AM,06:18 PM,-9,-6,-5,-6,7,29,72,0.0,1032,-1,10,222,5,Turkey
2020-02-11,3,-5,0.0,10.7,2,75,08:59 PM,09:23 AM,07:47 AM,06:19 PM,-7,-3,-2,-3,7,40,65,0.0,1020,3,10,178,5,Turkey
2020-02-12,5,-2,0.7,5.4,1,68,10:13 PM,09:55 AM,07:46 AM,06:20 PM,-1,-0,1,-0,8,75,86,2.2,1019,5,8,202,5,Turkey
2020-02-13,5,-1,0.0,10.8,2,60,11:25 PM,10:26 AM,07:45 AM,06:21 PM,-2,1,2,1,6,41,77,0.0,1025,5,9,257,4,Turkey
2020-02-14,5,-3,0.0,8.5,1,53,No moonrise,10:58 AM,07:44 AM,06:22 PM,-5,1,2,1,6,37,61,0.0,1028,5,10,101,5,Turkey
2020-02-15,6,-1,0.0,7.0,1,45,12:36 AM,11:31 AM,07:43 AM,06:23 PM,-3,1,3,1,11,79,64,0.0,1021,6,10,50,7,Turkey
2020-02-16,7,-0,0.0,10.8,2,38,01:46 AM,12:07 PM,07:41 AM,06:25 PM,-2,-0,3,-0,16,25,72,0.0,1026,7,10,10,10,Turkey
2020-02-17,8,-1,0.0,10.9,3,30,02:53 AM,12:48 PM,07:40 AM,06:26 PM,-3,2,4,2,10,3,64,0.0,1027,8,10,67,7,Turkey
2020-02-18,8,2,0.0,10.9,3,22,03:57 AM,01:34 PM,07:39 AM,06:27 PM,-5,4,4,4,6,2,53,0.0,1024,8,10,105,4,Turkey
2020-02-19,9,0,0.0,10.9,2,15,04:55 AM,02:25 PM,07:37 AM,06:28 PM,-3,4,4,4,4,18,59,0.0,1020,9,10,195,3,Turkey
2020-02-20,10,1,0.0,7.0,2,7,05:47 AM,03:21 PM,07:36 AM,06:29 PM,-2,5,5,5,5,75,60,0.0,1014,10,10,135,4,Turkey
2020-02-21,4,1,0.0,7.0,1,0,06:32 AM,04:19 PM,07:35 AM,06:30 PM,1,1,3,1,12,85,90,7.8,1013,4,8,58,8,Turkey
2020-02-22,5,1,0.4,5.5,1,0,07:10 AM,05:20 PM,07:33 AM,06:32 PM,0,-0,3,-0,15,80,84,1.8,1019,5,6,174,12,Turkey
2020-02-23,6,-0,1.4,10.1,1,0,07:44 AM,06:19 PM,07:32 AM,06:33 PM,-0,1,3,1,10,59,81,3.0,1023,6,8,85,7,Turkey
2020-02-24,9,-1,0.0,11.0,2,0,08:12 AM,07:18 PM,07:30 AM,06:34 PM,-0,2,4,2,20,34,76,0.1,1018,9,10,241,13,Turkey
2020-02-25,8,0,0.2,11.1,3,8,08:39 AM,08:16 PM,07:29 AM,06:35 PM,-5,2,4,2,11,22,54,0.3,1021,8,10,268,7,Turkey
2020-02-26,12,-0,0.0,11.1,3,15,09:04 AM,09:14 PM,07:28 AM,06:36 PM,-6,5,6,5,9,4,44,0.0,1015,12,10,145,6,Turkey
2020-02-27,12,4,0.0,11.1,2,23,09:28 AM,10:11 PM,07:26 AM,06:37 PM,0,5,7,5,27,30,59,0.1,1010,12,10,165,16,Turkey
2020-02-28,5,-2,5.4,7.1,1,30,09:52 AM,11:09 PM,07:25 AM,06:38 PM,-1,-3,3,-3,48,74,76,11.5,1011,5,8,248,29,Turkey
2020-02-29,7,2,0.0,5.6,1,38,10:18 AM,No moonset,07:23 AM,06:39 PM,1,1,4,1,18,85,81,9.3,1008,7,9,193,12,Turkey
2020-03-01,9,1,0.0,11.2,3,44,10:47 AM,12:08 AM,07:22 AM,06:41 PM,-2,3,5,3,7,14,64,0.0,1020,9,10,259,5,Turkey
2020-03-02,13,3,0.0,11.2,3,51,11:21 AM,01:09 AM,07:20 AM,06:42 PM,-0,7,8,7,7,5,58,0.0,1018,13,10,171,5,Turkey
2020-03-03,16,6,0.0,11.2,4,58,12:00 PM,02:09 AM,07:19 AM,06:43 PM,1,11,11,11,8,4,51,0.0,1018,16,10,165,5,Turkey
2020-03-04,16,6,0.0,11.3,4,65,12:47 PM,03:11 AM,07:17 AM,06:44 PM,-0,10,11,10,19,17,48,0.0,1014,16,10,125,12,Turkey
2020-03-05,15,6,0.0,7.1,3,73,01:44 PM,04:10 AM,07:16 AM,06:45 PM,-0,8,10,8,21,50,51,0.1,1009,15,10,142,13,Turkey
2020-03-06,13,4,0.0,11.3,3,80,02:48 PM,05:05 AM,07:14 AM,06:46 PM,2,7,9,7,19,42,65,0.6,1009,13,10,216,12,Turkey
2020-03-07,16,5,0.0,11.4,4,87,04:00 PM,05:54 AM,07:12 AM,06:47 PM,1,10,10,10,11,14,54,0.0,1015,16,10,174,8,Turkey
2020-03-08,18,7,0.0,11.4,4,95,05:15 PM,06:37 AM,07:11 AM,06:48 PM,1,12,13,12,11,10,46,0.0,1018,18,10,106,7,Turkey
2020-03-09,19,8,0.0,11.4,5,100,06:31 PM,07:16 AM,07:09 AM,06:49 PM,1,13,13,13,20,19,45,0.0,1011,19,10,113,13,Turkey
2020-03-10,14,7,0.0,11.4,3,100,07:48 PM,07:50 AM,07:08 AM,06:50 PM,0,8,11,8,35,35,51,2.8,1010,14,10,203,22,Turkey
2020-03-11,14,4,0.0,11.5,4,84,09:04 PM,08:22 AM,07:06 AM,06:51 PM,1,8,9,8,8,14,64,0.0,1018,14,10,238,5,Turkey
2020-03-12,17,5,0.0,11.5,4,76,10:18 PM,08:55 AM,07:05 AM,06:52 PM,0,10,11,10,16,6,51,0.0,1018,17,10,40,10,Turkey
2020-03-13,17,6,0.0,11.5,4,69,11:32 PM,09:28 AM,07:03 AM,06:54 PM,5,11,12,11,22,24,63,0.0,1011,17,10,56,15,Turkey
2020-03-14,19,10,0.0,11.5,5,62,No moonrise,10:04 AM,07:01 AM,06:55 PM,5,14,14,14,8,26,59,0.0,1011,19,10,229,6,Turkey
2020-03-15,17,10,0.0,10.1,3,55,12:43 AM,10:45 AM,07:00 AM,06:56 PM,3,13,13,13,13,30,53,0.3,1011,17,9,177,10,Turkey
2020-03-16,5,0,1.0,7.4,1,47,01:50 AM,11:30 AM,06:58 AM,06:57 PM,-1,-1,4,-1,24,73,73,2.8,1022,5,8,106,21,Turkey
2020-03-17,4,-3,0.0,11.6,2,40,02:51 AM,12:20 PM,06:56 AM,06:58 PM,-9,-5,-0,-5,24,18,55,0.3,1026,4,10,40,20,Turkey
2020-03-18,4,-3,0.4,8.8,1,33,03:46 AM,01:16 PM,06:55 AM,06:59 PM,-8,-5,-0,-5,20,40,59,0.6,1022,4,9,112,16,Turkey
2020-03-19,4,-3,0.7,6.2,1,25,04:32 AM,02:13 PM,06:53 AM,07:00 PM,-3,-4,-0,-4,20,79,81,2.3,1019,4,7,168,14,Turkey
2020-03-20,7,-3,0.0,11.6,2,18,05:12 AM,03:13 PM,06:52 AM,07:01 PM,-3,-1,2,-1,13,25,72,0.0,1020,7,10,165,9,Turkey
2020-03-21,11,0,0.0,11.6,3,11,05:47 AM,04:12 PM,06:50 AM,07:02 PM,-1,5,5,5,6,10,66,0.0,1018,11,10,199,4,Turkey
2020-03-22,14,4,0.0,11.6,4,4,06:16 AM,05:12 PM,06:48 AM,07:03 PM,1,9,9,9,5,5,58,0.0,1015,14,10,193,4,Turkey
2020-03-23,16,5,0.0,10.3,3,0,06:43 AM,06:10 PM,06:47 AM,07:04 PM,0,10,11,10,10,32,52,0.0,1011,16,10,155,7,Turkey
2020-03-24,14,8,0.0,11.6,3,0,07:08 AM,07:08 PM,06:45 AM,07:05 PM,2,10,11,10,9,46,55,0.0,1010,14,10,125,6,Turkey
2020-03-25,16,7,0.0,10.3,3,3,07:32 AM,08:05 PM,06:43 AM,07:06 PM,4,11,12,11,10,40,64,1.0,1015,16,10,34,7,Turkey
2020-03-26,16,7,0.0,11.6,4,11,07:56 AM,09:03 PM,06:42 AM,07:07 PM,2,10,12,10,15,7,58,0.0,1014,16,10,67,10,Turkey
2020-03-27,16,6,0.0,9.0,3,18,08:21 AM,10:02 PM,06:40 AM,07:08 PM,3,10,11,10,15,40,61,0.8,1009,16,10,69,10,Turkey
2020-03-28,11,7,0.0,6.4,2,25,08:49 AM,11:01 PM,06:38 AM,07:09 PM,6,8,9,8,13,87,81,17.9,1007,11,9,245,10,Turkey
2020-03-29,10,4,0.0,6.4,2,32,09:21 AM,No moonset,06:37 AM,07:10 PM,3,4,7,4,20,84,78,0.4,1007,10,9,265,17,Turkey
2020-03-30,11,4,0.0,9.0,2,40,09:57 AM,12:02 AM,06:35 AM,07:11 PM,2,6,7,6,8,61,74,0.2,1012,11,9,207,7,Turkey
2020-03-31,14,5,0.0,9.0,3,44,10:40 AM,01:02 AM,06:34 AM,07:12 PM,2,10,11,10,11,44,61,0.5,1010,14,10,147,6,Turkey
2020-04-01,12,4,0.0,6.4,2,56,11:31 AM,02:00 AM,06:32 AM,07:13 PM,3,6,8,6,14,61,73,7.1,1011,12,9,56,10,Turkey
2020-04-02,15,6,0.0,10.3,3,64,12:30 PM,02:55 AM,06:30 AM,07:14 PM,3,9,11,9,16,45,66,6.5,1009,15,10,126,12,Turkey
2020-04-03,11,3,0.0,9.0,2,71,01:37 PM,03:45 AM,06:29 AM,07:15 PM,2,5,7,5,18,54,71,6.2,1012,11,10,244,13,Turkey
2020-04-04,14,4,0.0,9.0,3,79,02:48 PM,04:29 AM,06:27 AM,07:16 PM,3,9,9,9,8,44,67,0.5,1018,14,9,134,6,Turkey
2020-04-05,15,9,0.0,11.6,3,87,04:03 PM,05:09 AM,06:26 AM,07:17 PM,6,9,12,9,32,53,70,2.3,1013,15,8,67,23,Turkey
2020-04-06,15,8,0.0,11.6,4,94,05:19 PM,05:44 AM,06:24 AM,07:18 PM,6,9,11,9,27,48,73,2.8,1015,15,10,71,20,Turkey
2020-04-07,15,7,0.0,11.6,3,100,06:35 PM,06:17 AM,06:22 AM,07:19 PM,5,9,11,9,20,36,68,0.2,1015,15,10,52,16,Turkey
2020-04-08,14,4,0.0,11.6,3,100,07:51 PM,06:49 AM,06:21 AM,07:20 PM,-1,6,8,6,17,18,52,0.0,1018,14,10,50,13,Turkey
2020-04-09,15,4,0.0,7.8,3,83,09:07 PM,07:22 AM,06:19 AM,07:21 PM,-1,9,10,9,16,54,51,0.0,1015,15,10,31,10,Turkey
2020-04-10,16,4,0.0,11.6,4,76,10:22 PM,07:57 AM,06:18 AM,07:22 PM,-1,9,11,9,16,3,53,0.0,1014,16,10,194,10,Turkey
2020-04-11,15,3,0.0,10.3,3,68,11:35 PM,08:37 AM,06:16 AM,07:23 PM,-1,9,11,9,18,16,51,0.0,1019,15,10,108,12,Turkey
2020-04-12,14,5,0.0,11.6,4,61,No moonrise,09:22 AM,06:15 AM,07:24 PM,-3,8,10,8,14,4,47,0.0,1022,14,10,115,10,Turkey
2020-04-13,17,5,0.0,11.6,4,53,12:41 AM,10:11 AM,06:13 AM,07:25 PM,-2,11,11,11,10,3,43,0.0,1020,17,10,145,7,Turkey
2020-04-14,19,8,0.0,11.6,5,46,01:41 AM,11:07 AM,06:12 AM,07:26 PM,-0,13,14,13,17,16,42,0.0,1015,19,10,225,12,Turkey
2020-04-15,17,8,0.0,9.1,3,38,02:31 AM,12:05 PM,06:10 AM,07:27 PM,2,12,13,12,20,47,52,0.9,1013,17,9,246,14,Turkey
2020-04-16,13,5,0.0,10.4,3,30,03:14 AM,01:05 PM,06:09 AM,07:29 PM,2,8,10,8,23,43,62,7.8,1017,13,9,92,16,Turkey
2020-04-17,20,6,0.0,11.6,5,23,03:50 AM,02:05 PM,06:07 AM,07:30 PM,1,13,14,13,6,0,49,0.0,1017,20,10,158,4,Turkey
2020-04-18,21,9,0.0,11.6,5,15,04:20 AM,03:05 PM,06:06 AM,07:31 PM,2,16,17,16,12,5,46,0.0,1014,21,10,192,9,Turkey
2020-04-19,21,8,0.0,11.6,5,8,04:48 AM,04:03 PM,06:05 AM,07:32 PM,2,15,15,15,8,4,49,0.0,1014,21,10,176,5,Turkey
2020-04-20,21,10,0.0,11.6,5,0,05:13 AM,05:01 PM,06:03 AM,07:33 PM,2,16,17,16,15,30,42,0.0,1010,21,10,268,10,Turkey
2020-04-21,13,9,0.0,6.7,3,0,05:37 AM,05:59 PM,06:02 AM,07:34 PM,7,11,12,11,9,67,75,2.0,1013,13,9,160,6,Turkey
2020-04-22,13,9,0.0,8.3,3,0,06:00 AM,06:57 PM,06:00 AM,07:35 PM,7,10,11,10,11,79,79,0.5,1013,13,9,133,9,Turkey
2020-04-23,13,4,0.0,13.8,3,0,06:25 AM,07:56 PM,05:59 AM,07:36 PM,0,6,8,6,19,24,60,0.0,1016,13,10,59,15,Turkey
2020-04-24,15,4,0.0,13.8,4,7,06:52 AM,08:55 PM,05:58 AM,07:37 PM,-4,7,9,7,14,34,43,0.0,1011,15,10,64,10,Turkey
2020-04-25,17,5,0.0,13.8,4,15,07:22 AM,09:56 PM,05:56 AM,07:38 PM,-2,12,13,12,12,7,40,0.0,1006,17,10,202,8,Turkey
2020-04-26,17,7,0.0,13.8,4,22,07:57 AM,10:57 PM,05:55 AM,07:39 PM,-0,11,12,11,11,9,47,0.0,1009,17,10,229,8,Turkey
2020-04-27,18,6,0.0,13.9,4,30,08:37 AM,11:56 PM,05:54 AM,07:40 PM,3,13,13,13,13,25,55,0.0,1010,18,10,123,9,Turkey
2020-04-28,19,6,0.0,13.9,5,37,09:26 AM,No moonset,05:52 AM,07:41 PM,1,13,14,13,9,6,50,0.0,1014,19,10,155,6,Turkey
2020-04-29,21,9,0.0,13.9,4,45,10:21 AM,12:52 AM,05:51 AM,07:42 PM,3,15,15,15,10,28,49,0.0,1012,21,10,242,8,Turkey
2020-04-30,19,9,0.0,8.7,4,52,11:24 AM,01:42 AM,05:50 AM,07:43 PM,4,14,14,14,7,85,53,5.4,1010,19,10,142,5,Turkey
2020-05-01,20,7,0.0,14.0,4,58,12:31 PM,02:27 AM,05:49 AM,07:44 PM,6,14,14,14,10,42,65,0.2,1009,20,10,248,7,Turkey
2020-05-02,19,10,0.0,8.7,4,65,01:42 PM,03:06 AM,05:47 AM,07:45 PM,7,15,16,15,11,64,64,6.2,1007,19,10,164,7,Turkey
2020-05-03,15,8,0.0,12.2,3,72,02:55 PM,03:42 AM,05:46 AM,07:46 PM,8,12,13,12,13,63,76,3.7,1005,15,9,198,9,Turkey
2020-05-04,14,8,0.0,8.8,3,80,04:09 PM,04:14 AM,05:45 AM,07:47 PM,7,9,11,9,17,73,83,3.3,1007,14,9,234,12,Turkey
2020-05-05,17,6,0.0,8.8,3,87,05:24 PM,04:45 AM,05:44 AM,07:48 PM,5,11,12,11,17,73,70,6.4,1009,17,9,266,11,Turkey
2020-05-06,19,6,0.0,14.1,4,94,06:39 PM,05:17 AM,05:43 AM,07:49 PM,5,13,13,13,11,13,61,0.0,1010,19,10,283,8,Turkey
2020-05-07,12,9,0.0,8.8,3,100,07:55 PM,05:50 AM,05:42 AM,07:50 PM,7,11,11,11,10,72,77,3.3,1010,12,10,269,8,Turkey
2020-05-08,15,3,0.0,12.2,3,100,09:11 PM,06:27 AM,05:41 AM,07:51 PM,1,8,10,8,16,57,62,1.6,1016,15,10,298,10,Turkey
2020-05-09,17,5,0.0,14.1,4,84,10:22 PM,07:10 AM,05:39 AM,07:52 PM,1,10,11,10,14,7,57,0.0,1018,17,10,212,9,Turkey
2020-05-10,20,7,0.0,14.1,5,77,11:27 PM,07:58 AM,05:38 AM,07:52 PM,2,14,14,14,9,5,50,0.0,1017,20,10,148,6,Turkey
2020-05-11,22,9,0.0,14.2,5,70,No moonrise,08:53 AM,05:37 AM,07:53 PM,2,16,17,16,7,18,42,0.0,1016,22,10,212,5,Turkey
2020-05-12,28,12,0.0,14.2,6,62,12:23 AM,09:52 AM,05:36 AM,07:54 PM,6,22,22,21,20,9,43,0.0,1014,28,10,227,14,Turkey
2020-05-13,25,13,0.0,14.2,6,55,01:11 AM,10:53 AM,05:35 AM,07:55 PM,6,20,21,20,14,3,47,0.0,1018,25,10,169,9,Turkey
2020-05-14,28,12,0.0,14.2,6,48,01:50 AM,11:55 AM,05:34 AM,07:56 PM,9,22,22,21,11,5,54,0.0,1018,28,10,171,6,Turkey
2020-05-15,30,17,0.0,14.2,7,40,02:23 AM,12:56 PM,05:34 AM,07:57 PM,8,25,25,24,7,4,41,0.0,1017,30,10,195,4,Turkey
2020-05-16,31,17,0.0,14.3,7,33,02:52 AM,01:55 PM,05:33 AM,07:58 PM,7,25,25,25,19,12,38,0.0,1018,31,10,219,14,Turkey
2020-05-17,28,16,0.0,14.3,6,26,03:18 AM,02:53 PM,05:32 AM,07:59 PM,7,23,23,22,14,5,42,0.0,1022,28,10,175,9,Turkey
2020-05-18,30,16,0.0,14.5,7,19,03:42 AM,03:51 PM,05:31 AM,08:00 PM,8,24,24,24,16,8,42,0.0,1020,30,10,156,10,Turkey
2020-05-19,29,16,0.0,14.5,7,11,04:05 AM,04:49 PM,05:30 AM,08:01 PM,8,23,23,23,12,6,43,0.0,1019,29,10,118,8,Turkey
2020-05-20,31,17,0.0,14.5,6,4,04:29 AM,05:48 PM,05:29 AM,08:02 PM,8,26,26,25,11,29,41,0.2,1013,31,10,153,8,Turkey
2020-05-21,31,15,0.0,12.4,5,0,04:55 AM,06:47 PM,05:29 AM,08:03 PM,7,22,22,22,15,53,46,3.9,1007,31,10,133,11,Turkey
2020-05-22,19,5,0.0,10.3,3,0,05:24 AM,07:49 PM,05:28 AM,08:03 PM,7,12,13,12,22,71,68,4.4,1012,19,10,318,15,Turkey
2020-05-23,14,3,0.0,12.4,3,3,05:57 AM,08:50 PM,05:27 AM,08:04 PM,0,7,9,7,17,34,62,0.7,1020,14,10,163,11,Turkey
2020-05-24,16,3,0.0,14.5,4,10,06:36 AM,09:51 PM,05:26 AM,08:05 PM,1,9,11,9,24,20,59,0.1,1021,16,10,125,17,Turkey
2020-05-25,18,6,0.0,14.5,4,17,07:22 AM,10:48 PM,05:26 AM,08:06 PM,4,12,13,12,10,33,60,0.1,1019,18,10,247,8,Turkey
2020-05-26,20,9,0.0,11.4,4,25,08:16 AM,11:41 PM,05:25 AM,08:07 PM,6,16,16,16,10,61,61,2.0,1016,20,10,220,7,Turkey
2020-05-27,22,9,0.0,12.4,4,32,09:17 AM,No moonset,05:25 AM,08:07 PM,7,16,17,16,18,55,61,1.6,1013,22,8,184,14,Turkey
2020-05-28,19,8,0.0,14.5,5,39,10:22 AM,12:27 AM,05:24 AM,08:08 PM,5,14,15,14,14,20,63,0.0,1012,19,10,273,9,Turkey
2020-05-29,11,5,0.0,10.3,2,47,11:31 AM,01:08 AM,05:24 AM,08:09 PM,5,7,9,7,20,71,79,26.9,1014,11,8,246,13,Turkey
2020-05-30,19,7,0.0,12.4,4,54,12:41 PM,01:43 AM,05:23 AM,08:10 PM,4,13,13,13,12,46,56,0.2,1016,19,10,216,9,Turkey
2020-05-31,20,10,0.0,11.4,4,58,01:53 PM,02:15 AM,05:23 AM,08:10 PM,6,14,14,14,7,49,61,3.8,1014,20,10,136,5,Turkey
2020-06-01,20,11,0.0,10.3,4,71,03:04 PM,02:45 AM,05:22 AM,08:11 PM,6,16,17,16,12,73,58,2.1,1010,20,10,239,9,Turkey
2020-06-02,19,10,0.0,11.4,4,79,04:17 PM,03:15 AM,05:22 AM,08:12 PM,7,14,14,14,12,70,67,6.8,1007,19,10,251,7,Turkey
2020-06-03,20,9,0.0,13.5,4,86,05:31 PM,03:47 AM,05:21 AM,08:13 PM,6,15,15,15,12,42,60,0.6,1008,20,10,228,9,Turkey
2020-06-04,22,11,0.0,14.5,5,94,06:46 PM,04:20 AM,05:21 AM,08:13 PM,6,16,17,16,15,25,55,0.1,1012,22,10,254,11,Turkey
2020-06-05,25,12,0.0,14.5,6,100,07:59 PM,05:00 AM,05:21 AM,08:14 PM,6,19,20,19,7,6,48,0.0,1016,25,10,140,5,Turkey
2020-06-06,28,14,0.0,13.5,5,100,09:08 PM,05:45 AM,05:21 AM,08:14 PM,4,23,23,22,18,20,33,0.0,1014,28,10,121,12,Turkey
2020-06-07,31,16,0.0,14.5,7,84,10:09 PM,06:37 AM,05:20 AM,08:15 PM,4,24,24,24,19,3,30,0.0,1009,31,10,146,13,Turkey
