date_time,Gabon_maxtempC,Gabon_mintempC,Gabon_totalSnow_cm,Gabon_sunHour,Gabon_uvIndex,Gabon_moon_illumination,Gabon_moonrise,Gabon_moonset,Gabon_sunrise,Gabon_sunset,Gabon_DewPointC,Gabon_FeelsLikeC,Gabon_HeatIndexC,Gabon_WindChillC,Gabon_WindGustKmph,Gabon_cloudcover,Gabon_humidity,Gabon_precipMM,Gabon_pressure,Gabon_tempC,Gabon_visibility,Gabon_winddirDegree,Gabon_windspeedKmph,Gabon_location
2020-10-06,27,25,0.0,10.2,6,67,09:46 PM,09:22 AM,06:07 AM,06:13 PM,22,28,28,25,24,63,83,1.1,1012,27,10,233,15,Gabon
2020-10-07,26,25,0.0,6.0,6,60,10:34 PM,10:09 AM,06:07 AM,06:13 PM,22,28,28,25,27,68,84,19.2,1012,26,9,243,16,Gabon
2020-10-08,26,20,0.0,7.4,6,53,11:25 PM,10:59 AM,06:06 AM,06:13 PM,22,27,27,24,17,62,85,15.7,1013,26,9,234,11,Gabon
2020-10-09,26,24,0.0,6.0,5,45,No moonrise,11:52 AM,06:06 AM,06:12 PM,22,27,27,25,23,66,85,12.1,1013,26,9,233,14,Gabon
2020-10-10,25,24,0.0,7.4,5,38,12:18 AM,12:46 PM,06:06 AM,06:12 PM,22,27,27,24,24,79,87,1.9,1012,25,10,213,15,Gabon
2020-10-11,26,24,0.0,10.2,6,31,01:13 AM,01:41 PM,06:06 AM,06:12 PM,22,27,27,25,24,64,86,18.1,1012,26,9,222,14,Gabon
2020-10-12,26,24,0.0,6.0,5,23,02:08 AM,02:35 PM,06:05 AM,06:12 PM,22,27,27,25,25,82,86,10.0,1012,26,10,214,15,Gabon
2020-10-13,25,22,0.0,7.4,5,16,03:02 AM,03:29 PM,06:05 AM,06:11 PM,22,26,26,24,25,81,87,4.3,1012,25,10,201,15,Gabon
2020-10-14,26,23,0.0,6.0,5,9,03:56 AM,04:22 PM,06:05 AM,06:11 PM,21,27,27,24,23,85,84,1.1,1012,26,10,206,14,Gabon
2020-10-15,26,24,0.0,8.8,6,2,04:49 AM,05:15 PM,06:05 AM,06:11 PM,21,27,27,25,24,80,82,0.7,1013,26,10,212,15,Gabon
2020-10-16,26,24,0.0,6.0,5,0,05:43 AM,06:08 PM,06:05 AM,06:11 PM,22,27,27,24,22,78,84,3.5,1012,26,10,216,14,Gabon
2020-10-17,27,22,0.0,6.0,6,0,06:36 AM,07:02 PM,06:04 AM,06:10 PM,22,27,27,24,17,80,83,3.6,1012,27,10,203,11,Gabon
2020-10-18,27,23,0.0,8.8,6,5,07:32 AM,07:59 PM,06:04 AM,06:10 PM,22,27,27,25,17,70,84,0.3,1011,27,10,209,11,Gabon
2020-10-19,27,23,0.0,6.0,6,13,08:30 AM,08:57 PM,06:04 AM,06:10 PM,23,28,28,25,23,79,84,7.3,1011,27,9,224,15,Gabon
2020-10-20,24,17,0.0,6.0,5,20,09:30 AM,09:57 PM,06:04 AM,06:10 PM,22,25,25,22,17,78,92,125.2,1012,24,6,217,9,Gabon
2020-10-21,27,21,0.0,6.0,6,27,10:29 AM,10:56 PM,06:04 AM,06:10 PM,22,27,27,25,12,73,83,1.5,1012,27,10,176,8,Gabon
2020-10-22,28,21,0.0,6.0,6,35,11:28 AM,11:54 PM,06:04 AM,06:10 PM,22,27,27,25,21,76,82,2.9,1012,28,10,192,13,Gabon
2020-10-23,25,24,0.0,6.0,5,42,12:24 PM,No moonset,06:03 AM,06:09 PM,23,27,27,25,19,71,88,23.7,1012,25,8,169,11,Gabon
2020-10-24,27,23,0.0,6.0,6,49,01:16 PM,12:48 AM,06:03 AM,06:09 PM,22,27,27,25,21,78,86,9.8,1012,27,8,192,13,Gabon
2020-10-25,26,24,0.0,7.4,6,56,02:04 PM,01:39 AM,06:03 AM,06:09 PM,22,27,27,25,24,78,87,38.4,1011,26,7,206,13,Gabon
2020-10-26,25,21,0.0,6.0,5,64,02:49 PM,02:25 AM,06:03 AM,06:09 PM,22,26,26,24,23,84,89,21.3,1010,25,8,198,13,Gabon
2020-10-27,24,21,0.0,7.4,5,71,03:32 PM,03:09 AM,06:03 AM,06:09 PM,22,26,26,24,9,76,90,51.7,1010,24,7,128,6,Gabon
2020-10-28,26,22,0.0,6.0,5,78,04:13 PM,03:51 AM,06:03 AM,06:09 PM,22,27,27,24,19,77,87,29.8,1010,26,8,232,10,Gabon
2020-10-29,25,20,0.0,6.0,5,85,04:53 PM,04:32 AM,06:03 AM,06:09 PM,22,26,26,24,14,85,90,46.9,1011,25,7,235,8,Gabon
2020-10-30,27,24,0.0,6.0,6,93,05:34 PM,05:12 AM,06:03 AM,06:09 PM,22,28,28,25,20,73,85,19.4,1011,27,9,187,13,Gabon
2020-10-31,27,24,0.0,6.0,6,97,06:14 PM,05:53 AM,06:03 AM,06:09 PM,22,28,28,25,21,79,84,12.0,1010,27,9,202,13,Gabon
2020-11-01,24,20,0.0,6.0,5,89,06:58 PM,06:35 AM,06:03 AM,06:09 PM,22,26,26,23,8,70,90,11.8,1010,24,7,147,4,Gabon
2020-11-02,28,24,0.0,6.0,6,81,07:43 PM,07:20 AM,06:03 AM,06:09 PM,22,28,28,25,12,68,81,5.1,1010,28,10,183,7,Gabon
2020-11-03,27,24,0.0,8.8,6,74,08:30 PM,08:06 AM,06:03 AM,06:09 PM,22,28,28,25,16,62,83,5.1,1011,27,10,188,10,Gabon
2020-11-04,26,23,0.0,6.0,5,66,09:21 PM,08:55 AM,06:03 AM,06:09 PM,22,27,27,24,21,83,88,39.5,1011,26,7,185,12,Gabon
2020-11-05,25,24,0.0,8.8,5,58,10:13 PM,09:47 AM,06:03 AM,06:09 PM,22,26,26,24,9,71,90,18.6,1010,25,9,138,6,Gabon
2020-11-06,27,25,0.0,6.0,6,51,11:06 PM,10:40 AM,06:03 AM,06:09 PM,23,28,28,26,23,70,84,27.0,1011,27,8,177,13,Gabon
2020-11-07,26,24,0.0,8.8,6,43,12:00 AM,11:33 AM,06:03 AM,06:09 PM,22,27,27,25,20,65,86,27.7,1012,26,7,208,11,Gabon
2020-11-08,25,20,0.0,6.0,5,36,No moonrise,12:26 PM,06:03 AM,06:09 PM,22,26,26,24,19,78,88,53.0,1013,25,7,277,11,Gabon
2020-11-09,26,24,0.0,8.8,6,28,12:52 AM,01:18 PM,06:03 AM,06:09 PM,22,27,27,25,22,67,84,17.6,1013,26,8,216,12,Gabon
2020-11-10,24,15,0.0,6.0,5,21,01:45 AM,02:09 PM,06:03 AM,06:09 PM,21,24,24,22,23,79,90,12.1,1012,24,9,147,14,Gabon
2020-11-11,27,21,0.0,11.6,6,13,02:36 AM,03:01 PM,06:03 AM,06:09 PM,21,27,27,25,14,42,80,0.6,1011,27,10,208,9,Gabon
2020-11-12,27,21,0.0,7.4,6,6,03:27 AM,03:52 PM,06:03 AM,06:09 PM,23,28,28,25,15,72,83,15.4,1011,27,9,257,9,Gabon
2020-11-13,28,25,0.0,6.0,6,0,04:19 AM,04:44 PM,06:03 AM,06:09 PM,23,29,29,26,23,82,82,16.0,1011,28,8,209,14,Gabon
2020-11-14,27,23,0.0,6.0,6,0,05:14 AM,05:40 PM,06:04 AM,06:10 PM,23,28,28,25,22,72,83,9.2,1011,27,9,203,13,Gabon
2020-11-15,28,23,0.0,7.4,6,0,06:10 AM,06:37 PM,06:04 AM,06:10 PM,23,29,29,26,16,67,81,10.0,1010,28,9,221,10,Gabon
2020-11-16,27,24,0.0,6.0,6,2,07:10 AM,07:38 PM,06:04 AM,06:10 PM,23,29,29,26,21,76,82,16.8,1010,27,9,219,13,Gabon
2020-11-17,27,24,0.0,6.0,6,9,08:11 AM,08:39 PM,06:04 AM,06:10 PM,22,28,28,25,21,80,85,19.6,1011,27,6,211,13,Gabon
2020-11-18,27,24,0.0,6.0,6,17,09:13 AM,09:41 PM,06:04 AM,06:10 PM,22,28,28,25,22,76,83,26.4,1010,27,8,188,12,Gabon
2020-11-19,26,24,0.0,6.0,6,24,10:12 AM,10:38 PM,06:05 AM,06:11 PM,22,28,28,25,27,71,84,17.1,1010,26,9,196,16,Gabon
2020-11-20,27,22,0.0,11.6,6,32,11:08 AM,11:32 PM,06:05 AM,06:11 PM,22,27,27,25,20,61,82,5.7,1009,27,10,204,12,Gabon
2020-11-21,27,25,0.0,7.4,6,39,11:59 AM,No moonset,06:05 AM,06:11 PM,23,28,28,26,20,75,83,7.3,1010,27,10,210,12,Gabon
2020-11-22,27,25,0.0,6.0,6,47,12:46 PM,12:21 AM,06:05 AM,06:11 PM,22,28,28,26,23,81,82,18.2,1011,27,9,220,14,Gabon
2020-11-23,27,25,0.0,6.0,6,54,01:31 PM,01:07 AM,06:06 AM,06:12 PM,23,28,28,25,25,73,84,23.3,1012,27,9,210,14,Gabon
2020-11-24,27,24,0.0,6.0,6,62,02:12 PM,01:50 AM,06:06 AM,06:12 PM,23,28,28,25,19,65,86,7.6,1011,27,9,192,11,Gabon
2020-11-25,27,25,0.0,7.4,6,70,02:52 PM,02:31 AM,06:06 AM,06:12 PM,23,28,28,26,18,68,84,13.5,1010,27,9,225,11,Gabon
2020-11-26,27,25,0.0,6.0,6,77,03:32 PM,03:11 AM,06:06 AM,06:13 PM,22,28,28,25,25,73,84,28.9,1010,27,8,217,14,Gabon
2020-11-27,26,24,0.0,6.0,6,85,04:13 PM,03:52 AM,06:07 AM,06:13 PM,22,27,27,25,34,81,86,39.0,1011,26,7,203,19,Gabon
2020-11-28,26,24,0.0,6.0,6,92,04:55 PM,04:33 AM,06:07 AM,06:13 PM,22,28,28,25,20,79,85,22.5,1011,26,8,218,12,Gabon
2020-11-29,27,24,0.0,8.8,6,100,05:40 PM,05:17 AM,06:07 AM,06:14 PM,22,28,28,25,18,71,82,6.0,1011,27,10,232,11,Gabon
2020-11-30,27,25,0.0,6.0,6,100,06:27 PM,06:03 AM,06:08 AM,06:14 PM,22,28,28,26,22,71,82,4.1,1011,27,9,213,13,Gabon
2020-12-01,28,24,0.0,7.4,6,89,07:17 PM,06:52 AM,06:08 AM,06:14 PM,23,29,29,26,20,58,82,10.9,1011,28,9,207,12,Gabon
2020-12-02,28,25,0.0,6.0,6,82,08:09 PM,07:43 AM,06:09 AM,06:15 PM,22,28,28,26,17,72,81,10.9,1011,28,9,209,11,Gabon
2020-12-03,28,25,0.0,6.0,6,75,09:03 PM,08:36 AM,06:09 AM,06:15 PM,22,28,28,26,17,73,80,8.0,1012,28,9,234,11,Gabon
2020-12-04,28,24,0.0,6.0,6,67,09:56 PM,09:30 AM,06:09 AM,06:15 PM,22,28,28,26,17,75,79,3.9,1012,28,9,215,10,Gabon
2020-12-05,28,24,0.0,8.8,6,60,10:48 PM,10:22 AM,06:10 AM,06:16 PM,22,28,28,26,16,61,79,5.7,1012,28,9,215,10,Gabon
2020-12-06,28,24,0.0,7.4,6,53,11:40 PM,11:14 AM,06:10 AM,06:16 PM,22,28,28,26,18,67,79,3.6,1011,28,9,203,11,Gabon
2020-12-07,28,25,0.0,6.0,6,46,No moonrise,12:04 PM,06:11 AM,06:17 PM,22,28,28,26,20,79,80,8.2,1012,28,10,210,12,Gabon
2020-12-08,28,25,0.0,6.0,6,38,12:29 AM,12:53 PM,06:11 AM,06:17 PM,22,29,29,26,17,75,80,6.9,1012,28,10,204,11,Gabon
2020-12-09,27,24,0.0,6.0,6,31,01:19 AM,01:42 PM,06:11 AM,06:18 PM,22,28,28,26,21,70,81,6.3,1011,27,10,198,13,Gabon
2020-12-10,28,25,0.0,7.4,6,24,02:08 AM,02:32 PM,06:12 AM,06:18 PM,22,29,29,26,19,56,80,5.9,1011,28,9,207,12,Gabon
2020-12-11,27,24,0.0,7.4,6,17,02:59 AM,03:24 PM,06:12 AM,06:19 PM,22,28,28,26,23,68,82,16.5,1012,27,9,206,14,Gabon
2020-12-12,28,25,0.0,7.4,6,9,03:53 AM,04:19 PM,06:13 AM,06:19 PM,22,29,29,26,18,70,79,7.2,1011,28,10,213,11,Gabon
2020-12-13,28,25,0.0,6.0,6,2,04:50 AM,05:17 PM,06:13 AM,06:19 PM,22,28,28,26,18,76,81,6.7,1010,28,9,210,11,Gabon
2020-12-14,27,24,0.0,8.8,6,0,05:50 AM,06:18 PM,06:14 AM,06:20 PM,23,28,28,25,18,64,84,5.0,1010,27,9,193,11,Gabon
2020-12-15,27,24,0.0,10.2,6,0,06:52 AM,07:21 PM,06:14 AM,06:20 PM,22,28,28,25,18,57,83,1.4,1010,27,10,190,11,Gabon
2020-12-16,27,25,0.0,6.0,6,5,07:54 AM,08:21 PM,06:15 AM,06:21 PM,22,28,28,26,24,69,82,22.3,1010,27,8,207,14,Gabon
2020-12-17,26,25,0.0,7.4,6,12,08:53 AM,09:19 PM,06:15 AM,06:21 PM,23,28,28,25,25,69,85,25.9,1011,26,7,214,15,Gabon
2020-12-18,27,24,0.0,8.8,6,20,09:48 AM,10:12 PM,06:16 AM,06:22 PM,22,28,28,25,14,46,80,0.5,1011,27,10,189,9,Gabon
2020-12-19,28,24,0.0,8.8,6,27,10:38 AM,11:00 PM,06:16 AM,06:22 PM,22,28,28,26,13,57,79,0.8,1010,28,10,209,8,Gabon
2020-12-20,27,24,0.0,8.8,6,34,11:25 AM,11:45 PM,06:17 AM,06:23 PM,22,28,28,25,16,66,80,2.2,1010,27,10,203,10,Gabon
2020-12-21,28,25,0.0,6.0,6,41,12:08 PM,No moonset,06:17 AM,06:23 PM,22,29,29,26,15,71,78,7.5,1011,28,9,199,9,Gabon
2020-12-22,28,25,0.0,6.0,6,49,12:49 PM,12:27 AM,06:18 AM,06:24 PM,22,29,29,26,16,77,80,7.8,1011,28,9,214,10,Gabon
2020-12-23,28,24,0.0,8.8,6,56,01:30 PM,01:08 AM,06:18 AM,06:24 PM,22,28,28,26,21,67,81,9.6,1010,28,9,206,13,Gabon
2020-12-24,27,25,0.0,6.0,6,63,02:10 PM,01:49 AM,06:19 AM,06:25 PM,22,28,28,26,16,70,81,1.9,1010,27,10,206,10,Gabon
2020-12-25,28,25,0.0,6.0,6,70,02:51 PM,02:30 AM,06:19 AM,06:25 PM,23,29,29,26,16,74,80,5.9,1009,28,9,237,10,Gabon
2020-12-26,28,25,0.0,6.0,6,78,03:35 PM,03:13 AM,06:20 AM,06:26 PM,23,29,29,26,20,65,80,8.1,1009,28,9,222,12,Gabon
2020-12-27,28,25,0.0,8.8,6,85,04:21 PM,03:58 AM,06:20 AM,06:26 PM,22,29,29,26,18,64,79,2.9,1009,28,10,243,11,Gabon
2020-12-28,27,25,0.0,7.4,6,92,05:11 PM,04:46 AM,06:21 AM,06:27 PM,23,29,29,26,19,75,81,8.6,1009,27,9,252,12,Gabon
2020-12-29,28,26,0.0,6.0,6,100,06:03 PM,05:37 AM,06:21 AM,06:27 PM,22,29,29,26,18,69,79,10.0,1009,28,9,249,11,Gabon
2020-12-30,28,25,0.0,6.0,6,100,06:57 PM,06:29 AM,06:22 AM,06:28 PM,22,29,29,26,15,72,79,9.5,1010,28,9,222,9,Gabon
2020-12-31,28,25,0.0,8.8,6,89,07:51 PM,07:24 AM,06:22 AM,06:28 PM,23,29,29,26,19,69,82,8.3,1010,28,10,217,11,Gabon
2021-01-01,28,25,0.0,6.0,6,79,08:45 PM,08:18 AM,06:23 AM,06:29 PM,23,29,29,26,19,71,80,10.2,1010,28,9,225,11,Gabon
2021-01-02,27,25,0.0,6.0,6,71,09:37 PM,09:11 AM,06:23 AM,06:29 PM,22,29,29,26,18,76,80,10.7,1010,27,9,214,11,Gabon
2021-01-03,28,25,0.0,8.8,6,64,10:27 PM,10:02 AM,06:23 AM,06:30 PM,22,28,28,26,16,58,77,3.5,1010,28,10,212,10,Gabon
2021-01-04,28,25,0.0,6.0,6,57,11:16 PM,10:51 AM,06:24 AM,06:30 PM,22,29,29,26,16,71,78,8.2,1010,28,9,221,10,Gabon
2021-01-05,28,25,0.0,7.4,6,50,No moonrise,11:40 AM,06:24 AM,06:31 PM,22,29,29,26,21,65,78,17.8,1009,28,9,214,12,Gabon
2021-01-06,28,25,0.0,6.0,6,42,12:04 AM,12:27 PM,06:25 AM,06:31 PM,22,29,29,26,22,69,79,17.4,1010,28,9,205,13,Gabon
2021-01-07,27,25,0.0,6.0,6,35,12:53 AM,01:17 PM,06:25 AM,06:31 PM,22,29,29,26,21,76,80,12.9,1010,27,9,208,12,Gabon
2021-01-08,28,25,0.0,7.4,6,28,01:44 AM,02:08 PM,06:26 AM,06:32 PM,22,29,29,26,24,75,78,23.3,1011,28,8,219,14,Gabon
2021-01-09,28,25,0.0,11.6,7,20,02:37 AM,03:03 PM,06:26 AM,06:32 PM,22,29,29,26,16,31,77,0.8,1010,28,10,252,10,Gabon
2021-01-10,28,25,0.0,6.0,6,13,03:35 AM,04:01 PM,06:27 AM,06:33 PM,22,29,29,26,18,66,78,6.6,1010,28,9,245,11,Gabon
2021-01-11,28,25,0.0,7.4,6,6,04:34 AM,05:02 PM,06:27 AM,06:33 PM,22,29,29,26,21,67,80,8.2,1010,28,9,239,13,Gabon
2021-01-12,28,25,0.0,7.4,6,0,05:35 AM,06:03 PM,06:27 AM,06:33 PM,22,29,29,26,15,58,75,6.7,1011,28,9,218,10,Gabon
2021-01-13,27,25,0.0,6.0,6,0,06:35 AM,07:02 PM,06:28 AM,06:34 PM,22,28,28,26,22,69,76,14.2,1012,27,9,226,13,Gabon
2021-01-14,28,23,0.0,11.6,6,1,07:33 AM,07:58 PM,06:28 AM,06:34 PM,21,27,27,25,16,45,79,0.1,1012,28,10,179,10,Gabon
2021-01-15,28,24,0.0,11.6,6,8,08:26 AM,08:49 PM,06:28 AM,06:35 PM,21,28,28,26,17,35,76,0.0,1010,28,10,206,11,Gabon
2021-01-16,27,22,0.0,6.0,6,16,09:16 AM,09:37 PM,06:29 AM,06:35 PM,22,28,28,26,20,74,80,13.8,1009,27,9,214,12,Gabon
2021-01-17,28,22,0.0,6.0,6,23,10:01 AM,10:21 PM,06:29 AM,06:35 PM,23,28,28,26,21,73,80,10.9,1010,28,9,209,13,Gabon
2021-01-18,28,23,0.0,7.4,6,30,10:43 AM,11:03 PM,06:29 AM,06:36 PM,22,28,28,26,21,65,79,6.1,1010,28,9,198,14,Gabon
2021-01-19,28,23,0.0,6.0,6,38,11:25 AM,11:44 PM,06:30 AM,06:36 PM,22,28,28,26,19,74,79,16.4,1011,28,9,214,12,Gabon
2021-01-20,28,24,0.0,6.0,6,45,12:05 PM,No moonset,06:30 AM,06:36 PM,22,29,29,26,16,68,77,0.4,1011,28,10,222,10,Gabon
2021-01-21,28,25,0.0,6.0,6,52,12:46 PM,12:25 AM,06:30 AM,06:36 PM,22,29,29,27,16,74,76,4.1,1010,28,9,227,10,Gabon
2021-01-22,28,22,0.0,6.0,6,59,01:29 PM,01:07 AM,06:31 AM,06:37 PM,22,28,28,26,14,69,79,7.8,1011,28,9,247,9,Gabon
2021-01-23,28,26,0.0,6.0,6,67,02:14 PM,01:51 AM,06:31 AM,06:37 PM,22,29,29,26,19,74,77,6.2,1011,28,9,265,12,Gabon
2021-01-24,28,26,0.0,6.0,6,74,03:02 PM,02:37 AM,06:31 AM,06:37 PM,22,29,29,27,16,66,75,3.8,1010,28,9,246,10,Gabon
2021-01-25,28,26,0.0,6.0,6,81,03:53 PM,03:27 AM,06:31 AM,06:37 PM,22,29,29,27,16,75,78,6.9,1010,28,9,220,10,Gabon
2021-01-26,28,26,0.0,6.0,6,88,04:46 PM,04:19 AM,06:32 AM,06:38 PM,23,30,30,27,20,78,78,11.1,1010,28,9,235,12,Gabon
2021-01-27,28,26,0.0,8.8,6,96,05:41 PM,05:14 AM,06:32 AM,06:38 PM,22,29,29,26,20,61,79,10.0,1010,28,9,231,12,Gabon
2021-01-28,28,25,0.0,6.0,6,100,06:36 PM,06:08 AM,06:32 AM,06:38 PM,22,29,29,26,18,79,79,12.1,1010,28,9,199,11,Gabon
2021-01-29,28,25,0.0,6.0,6,90,07:30 PM,07:03 AM,06:32 AM,06:38 PM,23,29,29,26,18,77,79,15.6,1010,28,9,225,11,Gabon
2021-01-30,28,26,0.0,6.0,6,82,08:22 PM,07:56 AM,06:32 AM,06:38 PM,22,29,29,27,17,71,77,14.1,1010,28,9,245,10,Gabon
2021-01-31,28,25,0.0,7.4,6,79,09:13 PM,08:47 AM,06:32 AM,06:39 PM,22,29,29,26,16,76,78,7.5,1010,28,10,206,10,Gabon
2021-02-01,29,26,0.0,11.6,6,63,10:02 PM,09:37 AM,06:33 AM,06:39 PM,22,30,30,27,15,39,76,4.0,1011,29,9,230,9,Gabon
2021-02-02,29,25,0.0,11.6,6,55,10:51 PM,10:25 AM,06:33 AM,06:39 PM,22,29,29,27,16,36,77,0.2,1011,29,10,215,11,Gabon
2021-02-03,28,25,0.0,6.0,6,48,11:41 PM,11:15 AM,06:33 AM,06:39 PM,23,30,30,27,16,69,80,13.8,1011,28,9,239,9,Gabon
2021-02-04,29,24,0.0,7.4,6,40,No moonrise,12:05 PM,06:33 AM,06:39 PM,23,30,30,27,14,65,77,3.2,1011,29,10,231,9,Gabon
2021-02-05,29,26,0.0,7.4,6,33,12:33 AM,12:58 PM,06:33 AM,06:39 PM,23,31,31,27,14,67,76,5.3,1011,29,9,250,9,Gabon
2021-02-06,29,26,0.0,6.0,6,25,01:28 AM,01:53 PM,06:33 AM,06:39 PM,23,31,31,27,17,79,77,10.1,1011,29,9,257,11,Gabon
2021-02-07,28,26,0.0,6.0,6,18,02:24 AM,02:51 PM,06:33 AM,06:39 PM,23,30,30,27,17,76,78,10.3,1010,28,9,254,11,Gabon
