date_time,Gabon_maxtempC,Gabon_mintempC,Gabon_totalSnow_cm,Gabon_sunHour,Gabon_uvIndex,Gabon_moon_illumination,Gabon_moonrise,Gabon_moonset,Gabon_sunrise,Gabon_sunset,Gabon_DewPointC,Gabon_FeelsLikeC,Gabon_HeatIndexC,Gabon_WindChillC,Gabon_WindGustKmph,Gabon_cloudcover,Gabon_humidity,Gabon_precipMM,Gabon_pressure,Gabon_tempC,Gabon_visibility,Gabon_winddirDegree,Gabon_windspeedKmph,Gabon_location
2020-01-01,29,23,0.0,10.2,6,37,11:17 AM,11:36 PM,06:22 AM,06:28 PM,23,30,30,27,16,55,76,5.1,1010,29,10,265,10,Gabon
2020-01-02,28,23,0.0,6.0,6,44,11:58 AM,No moonset,06:23 AM,06:29 PM,23,30,30,27,19,69,75,9.2,1010,28,9,277,12,Gabon
2020-01-03,29,24,0.0,10.2,6,51,12:38 PM,12:16 AM,06:23 AM,06:29 PM,23,30,30,27,18,44,73,0.5,1011,29,10,292,12,Gabon
2020-01-04,29,24,0.0,7.4,6,59,01:20 PM,12:58 AM,06:24 AM,06:30 PM,23,30,30,27,17,57,74,5.9,1011,29,10,228,12,Gabon
2020-01-05,29,26,0.0,6.0,6,66,02:02 PM,01:40 AM,06:24 AM,06:30 PM,23,30,30,27,18,71,77,14.7,1011,29,9,222,11,Gabon
2020-01-06,29,27,0.0,7.4,6,73,02:48 PM,02:24 AM,06:24 AM,06:31 PM,22,31,31,28,15,76,74,14.0,1010,29,8,250,10,Gabon
2020-01-07,28,23,0.0,6.0,6,80,03:37 PM,03:12 AM,06:25 AM,06:31 PM,23,30,30,26,16,76,79,8.6,1010,28,9,266,10,Gabon
2020-01-08,29,26,0.0,6.0,6,88,04:30 PM,04:03 AM,06:25 AM,06:32 PM,23,31,31,27,16,70,77,4.6,1010,29,9,250,10,Gabon
2020-01-09,28,22,0.0,6.0,6,95,05:27 PM,04:58 AM,06:26 AM,06:32 PM,23,29,29,26,21,73,77,8.9,1011,28,9,217,14,Gabon
2020-01-10,28,23,0.0,8.8,6,100,06:25 PM,05:56 AM,06:26 AM,06:32 PM,22,28,28,26,13,68,78,3.4,1012,28,9,126,9,Gabon
2020-01-11,28,25,0.0,7.4,6,100,07:26 PM,06:56 AM,06:27 AM,06:33 PM,22,29,29,27,11,62,77,0.9,1012,28,10,205,8,Gabon
2020-01-12,29,23,0.0,8.8,6,83,08:24 PM,07:55 AM,06:27 AM,06:33 PM,22,29,29,26,13,41,75,0.2,1011,29,10,279,8,Gabon
2020-01-13,29,23,0.0,11.6,7,76,09:21 PM,08:52 AM,06:27 AM,06:34 PM,23,29,29,26,18,17,78,0.0,1010,29,10,214,13,Gabon
2020-01-14,29,24,0.0,6.0,6,69,10:14 PM,09:47 AM,06:28 AM,06:34 PM,24,30,30,27,18,71,79,6.3,1009,29,9,248,13,Gabon
2020-01-15,28,23,0.0,6.0,6,61,11:06 PM,10:39 AM,06:28 AM,06:34 PM,24,30,30,26,18,76,81,9.4,1009,28,9,243,11,Gabon
2020-01-16,29,24,0.0,7.4,6,54,11:56 PM,11:30 AM,06:28 AM,06:35 PM,23,30,30,27,17,70,77,5.6,1011,29,9,243,11,Gabon
2020-01-17,29,26,0.0,6.0,6,47,No moonrise,12:19 PM,06:29 AM,06:35 PM,23,31,31,28,18,68,74,5.8,1012,29,9,258,12,Gabon
2020-01-18,29,24,0.0,6.0,6,40,12:46 AM,01:09 PM,06:29 AM,06:35 PM,23,30,30,27,15,66,78,4.3,1012,29,9,213,10,Gabon
2020-01-19,29,26,0.0,8.8,6,32,01:36 AM,02:00 PM,06:29 AM,06:36 PM,22,30,30,27,16,68,76,8.2,1011,29,9,204,10,Gabon
2020-01-20,29,25,0.0,7.4,6,25,02:28 AM,02:52 PM,06:30 AM,06:36 PM,23,30,30,27,18,63,78,10.4,1010,29,9,208,12,Gabon
2020-01-21,29,25,0.0,6.0,6,18,03:21 AM,03:46 PM,06:30 AM,06:36 PM,23,30,30,27,17,74,78,9.0,1011,29,9,213,11,Gabon
2020-01-22,29,26,0.0,6.0,6,11,04:15 AM,04:40 PM,06:30 AM,06:36 PM,23,31,31,27,18,75,78,7.7,1011,29,9,208,12,Gabon
2020-01-23,30,23,0.0,7.4,6,3,05:10 AM,05:34 PM,06:31 AM,06:37 PM,23,30,30,27,15,53,76,1.8,1010,30,10,203,9,Gabon
2020-01-24,29,23,0.0,6.0,6,0,06:03 AM,06:26 PM,06:31 AM,06:37 PM,23,31,31,27,14,56,75,3.8,1011,29,10,250,9,Gabon
2020-01-25,29,26,0.0,7.4,6,0,06:54 AM,07:17 PM,06:31 AM,06:37 PM,23,31,31,28,15,52,74,5.0,1011,29,9,243,10,Gabon
2020-01-26,29,24,0.0,10.2,6,4,07:43 AM,08:04 PM,06:31 AM,06:37 PM,23,30,30,27,17,47,74,0.6,1012,29,10,276,11,Gabon
2020-01-27,29,26,0.0,6.0,6,11,08:28 AM,08:48 PM,06:32 AM,06:38 PM,23,31,31,28,20,72,76,8.0,1011,29,9,265,13,Gabon
2020-01-28,29,25,0.0,6.0,6,18,09:12 AM,09:31 PM,06:32 AM,06:38 PM,23,31,31,27,21,83,76,12.8,1011,29,9,256,13,Gabon
2020-01-29,29,25,0.0,11.6,6,26,09:53 AM,10:12 PM,06:32 AM,06:38 PM,22,30,30,27,15,37,73,0.3,1011,29,10,268,9,Gabon
2020-01-30,29,26,0.0,6.0,6,33,10:34 AM,10:53 PM,06:32 AM,06:38 PM,23,31,31,27,17,60,75,0.9,1012,29,10,224,11,Gabon
2020-01-31,29,24,0.0,6.0,6,37,11:15 AM,11:35 PM,06:32 AM,06:38 PM,23,31,31,27,20,82,78,17.1,1012,29,9,225,12,Gabon
2020-02-01,29,25,0.0,8.8,6,49,11:56 AM,No moonset,06:32 AM,06:39 PM,22,31,31,28,16,66,73,1.4,1011,29,10,248,11,Gabon
2020-02-02,29,27,0.0,7.4,6,57,12:39 PM,12:17 AM,06:33 AM,06:39 PM,23,31,31,27,18,67,76,13.0,1012,29,9,249,11,Gabon
2020-02-03,29,23,0.0,7.4,6,64,01:26 PM,01:02 AM,06:33 AM,06:39 PM,22,29,29,27,23,62,76,22.5,1012,29,8,249,13,Gabon
2020-02-04,28,23,0.0,10.2,6,72,02:15 PM,01:50 AM,06:33 AM,06:39 PM,22,28,28,26,11,47,77,0.6,1012,28,10,196,7,Gabon
2020-02-05,29,24,0.0,11.6,7,79,03:10 PM,02:42 AM,06:33 AM,06:39 PM,21,29,29,27,15,23,70,0.0,1012,29,10,226,10,Gabon
2020-02-06,29,24,0.0,10.2,6,87,04:07 PM,03:38 AM,06:33 AM,06:39 PM,22,29,29,27,17,52,74,2.2,1011,29,10,251,11,Gabon
2020-02-07,28,23,0.0,6.0,6,95,05:07 PM,04:37 AM,06:33 AM,06:39 PM,23,30,30,27,17,69,78,18.3,1011,28,9,247,10,Gabon
2020-02-08,28,25,0.0,6.0,6,100,06:07 PM,05:37 AM,06:33 AM,06:39 PM,23,31,31,27,18,74,78,18.9,1011,28,8,215,11,Gabon
2020-02-09,29,25,0.0,6.0,6,100,07:06 PM,06:36 AM,06:33 AM,06:39 PM,23,30,30,27,19,77,76,9.8,1011,29,9,216,12,Gabon
2020-02-10,29,24,0.0,6.0,6,83,08:02 PM,07:34 AM,06:33 AM,06:39 PM,23,30,30,27,17,80,77,8.9,1012,29,9,204,11,Gabon
2020-02-11,29,26,0.0,6.0,6,75,08:57 PM,08:29 AM,06:33 AM,06:39 PM,23,30,30,27,18,81,75,8.3,1012,29,9,252,11,Gabon
2020-02-12,29,23,0.0,6.0,6,68,09:50 PM,09:22 AM,06:33 AM,06:39 PM,23,30,30,27,18,74,76,4.9,1011,29,9,231,12,Gabon
2020-02-13,29,24,0.0,7.4,6,60,10:41 PM,10:14 AM,06:33 AM,06:39 PM,23,30,30,27,15,55,76,4.2,1011,29,9,245,10,Gabon
2020-02-14,29,23,0.0,11.6,7,53,11:33 PM,11:05 AM,06:33 AM,06:39 PM,23,31,31,27,13,28,77,0.1,1009,29,10,241,9,Gabon
2020-02-15,29,25,0.0,6.0,6,45,No moonrise,11:57 AM,06:33 AM,06:39 PM,24,31,31,27,20,71,79,4.1,1009,29,9,236,13,Gabon
2020-02-16,29,25,0.0,6.0,6,38,12:24 AM,12:49 PM,06:33 AM,06:39 PM,23,31,31,27,22,81,78,17.6,1010,29,8,239,13,Gabon
2020-02-17,29,25,0.0,6.0,6,30,01:18 AM,01:42 PM,06:33 AM,06:39 PM,23,31,31,27,17,75,78,7.0,1011,29,10,240,11,Gabon
2020-02-18,29,26,0.0,6.0,6,22,02:11 AM,02:36 PM,06:33 AM,06:39 PM,23,30,30,27,15,67,78,5.8,1011,29,9,237,9,Gabon
2020-02-19,30,26,0.0,11.6,7,15,03:05 AM,03:30 PM,06:33 AM,06:39 PM,22,30,30,28,13,21,74,0.0,1010,30,10,291,8,Gabon
2020-02-20,29,26,0.0,7.4,6,7,03:58 AM,04:21 PM,06:33 AM,06:39 PM,23,31,31,27,16,63,79,3.1,1009,29,10,241,10,Gabon
2020-02-21,29,27,0.0,6.0,6,0,04:49 AM,05:12 PM,06:33 AM,06:39 PM,24,31,31,27,19,70,80,13.1,1009,29,9,248,11,Gabon
2020-02-22,29,27,0.0,8.8,6,0,05:39 AM,06:00 PM,06:32 AM,06:39 PM,23,31,31,27,14,54,79,4.8,1010,29,10,251,9,Gabon
2020-02-23,30,27,0.0,6.0,6,0,06:24 AM,06:45 PM,06:32 AM,06:39 PM,23,31,31,28,17,61,78,6.8,1010,30,9,241,11,Gabon
2020-02-24,30,27,0.0,11.6,6,0,07:09 AM,07:28 PM,06:32 AM,06:38 PM,23,32,32,28,18,39,77,1.6,1011,30,10,246,11,Gabon
2020-02-25,30,26,0.0,11.6,7,8,07:51 AM,08:10 PM,06:32 AM,06:38 PM,23,31,31,28,17,39,76,3.8,1010,30,10,235,10,Gabon
2020-02-26,29,26,0.0,10.2,6,15,08:31 AM,08:50 PM,06:32 AM,06:38 PM,23,31,31,28,15,63,77,6.3,1009,29,9,262,9,Gabon
2020-02-27,29,26,0.0,7.4,6,23,09:12 AM,09:32 PM,06:32 AM,06:38 PM,23,31,31,28,14,68,78,6.1,1010,29,10,228,9,Gabon
2020-02-28,29,26,0.0,6.0,6,30,09:53 AM,10:13 PM,06:31 AM,06:38 PM,23,31,31,27,19,75,79,8.2,1010,29,9,256,11,Gabon
2020-02-29,29,26,0.0,6.0,6,38,10:35 AM,10:56 PM,06:31 AM,06:38 PM,23,31,31,28,17,68,78,3.7,1010,29,9,211,11,Gabon
2020-03-01,29,26,0.0,11.6,6,44,11:19 AM,11:42 PM,06:31 AM,06:37 PM,23,31,31,28,20,52,77,4.3,1010,29,10,196,13,Gabon
2020-03-02,30,24,0.0,10.2,6,51,12:06 PM,No moonset,06:31 AM,06:37 PM,24,31,31,27,13,50,77,4.0,1011,30,10,207,9,Gabon
2020-03-03,30,26,0.0,6.0,6,58,12:57 PM,12:31 AM,06:31 AM,06:37 PM,24,33,33,28,12,72,80,13.9,1012,30,9,299,8,Gabon
2020-03-04,29,26,0.0,11.6,7,65,01:51 PM,01:24 AM,06:30 AM,06:37 PM,23,31,31,28,15,26,76,2.1,1011,29,10,234,10,Gabon
2020-03-05,29,25,0.0,10.2,6,73,02:48 PM,02:19 AM,06:30 AM,06:37 PM,24,31,31,27,18,54,80,10.3,1010,29,9,207,11,Gabon
2020-03-06,30,26,0.0,6.0,6,80,03:47 PM,03:18 AM,06:30 AM,06:36 PM,24,32,32,28,18,79,78,2.4,1010,30,9,229,12,Gabon
2020-03-07,30,23,0.0,6.0,6,87,04:46 PM,04:17 AM,06:30 AM,06:36 PM,23,30,30,27,13,66,79,19.5,1010,30,8,205,8,Gabon
2020-03-08,30,25,0.0,10.2,7,95,05:44 PM,05:15 AM,06:29 AM,06:36 PM,23,31,31,27,15,55,76,1.6,1010,30,10,198,10,Gabon
2020-03-09,30,27,0.0,8.8,6,100,06:40 PM,06:12 AM,06:29 AM,06:36 PM,24,32,32,28,16,52,78,2.7,1009,30,10,211,11,Gabon
2020-03-10,30,27,0.0,6.0,6,100,07:35 PM,07:07 AM,06:29 AM,06:35 PM,24,32,32,28,16,71,78,13.5,1009,30,9,229,9,Gabon
2020-03-11,30,27,0.0,8.8,6,84,08:29 PM,08:01 AM,06:29 AM,06:35 PM,24,32,32,28,21,48,79,3.0,1008,30,10,229,13,Gabon
2020-03-12,30,27,0.0,8.8,6,76,09:23 PM,08:54 AM,06:28 AM,06:35 PM,24,32,32,28,15,59,80,4.1,1009,30,10,235,9,Gabon
2020-03-13,29,27,0.0,6.0,6,69,10:16 PM,09:48 AM,06:28 AM,06:35 PM,23,31,31,28,13,65,77,2.0,1009,29,10,255,8,Gabon
2020-03-14,30,25,0.0,6.0,6,62,11:11 PM,10:41 AM,06:28 AM,06:34 PM,23,32,32,28,13,67,75,4.7,1009,30,10,264,9,Gabon
2020-03-15,30,24,0.0,7.4,6,55,No moonrise,11:37 AM,06:28 AM,06:34 PM,23,31,31,27,15,56,76,3.7,1010,30,10,253,10,Gabon
2020-03-16,29,24,0.0,6.0,6,47,12:06 AM,12:31 PM,06:27 AM,06:34 PM,24,31,31,27,15,71,78,4.1,1009,29,10,229,10,Gabon
2020-03-17,29,26,0.0,6.0,6,40,01:01 AM,01:26 PM,06:27 AM,06:33 PM,24,31,31,28,14,70,78,2.9,1009,29,9,219,9,Gabon
2020-03-18,30,26,0.0,11.6,7,33,01:55 AM,02:19 PM,06:27 AM,06:33 PM,23,31,31,28,18,43,78,2.2,1010,30,10,249,12,Gabon
2020-03-19,29,26,0.0,6.0,6,25,02:47 AM,03:10 PM,06:26 AM,06:33 PM,23,31,31,27,17,64,78,9.0,1010,29,9,238,10,Gabon
2020-03-20,26,25,0.0,11.6,6,18,03:36 AM,03:58 PM,06:26 AM,06:33 PM,23,29,29,26,18,59,83,24.3,1011,26,8,165,10,Gabon
2020-03-21,30,25,0.0,11.6,7,11,04:23 AM,04:43 PM,06:26 AM,06:32 PM,22,29,29,27,18,40,76,0.0,1009,30,10,195,11,Gabon
2020-03-22,30,26,0.0,10.2,6,4,05:07 AM,05:27 PM,06:25 AM,06:32 PM,22,30,30,27,10,39,73,0.0,1010,30,10,207,6,Gabon
2020-03-23,29,24,0.0,6.0,6,0,05:49 AM,06:08 PM,06:25 AM,06:32 PM,23,30,30,27,21,67,79,13.6,1010,29,9,205,13,Gabon
2020-03-24,28,25,0.0,7.4,6,0,06:30 AM,06:49 PM,06:25 AM,06:31 PM,23,29,29,26,17,58,82,6.5,1010,28,9,219,11,Gabon
2020-03-25,26,19,0.0,6.0,6,3,07:11 AM,07:30 PM,06:24 AM,06:31 PM,22,27,27,25,15,80,82,23.1,1010,26,8,208,8,Gabon
2020-03-26,27,24,0.0,7.4,6,11,07:52 AM,08:11 PM,06:24 AM,06:31 PM,22,29,29,26,15,68,79,16.1,1010,27,9,275,9,Gabon
2020-03-27,31,25,0.0,11.6,7,18,08:33 AM,08:54 PM,06:24 AM,06:31 PM,22,30,30,27,17,23,74,0.0,1009,31,10,180,11,Gabon
2020-03-28,29,26,0.0,8.8,6,25,09:17 AM,09:39 PM,06:24 AM,06:30 PM,24,31,31,27,22,66,81,2.6,1010,29,10,211,14,Gabon
2020-03-29,29,26,0.0,7.4,6,32,10:02 AM,10:26 PM,06:23 AM,06:30 PM,24,31,31,27,23,68,81,15.2,1010,29,9,225,14,Gabon
2020-03-30,29,26,0.0,7.4,6,40,10:51 AM,11:17 PM,06:23 AM,06:30 PM,24,31,31,27,15,62,79,15.3,1008,29,9,218,9,Gabon
2020-03-31,30,22,0.0,8.8,6,44,11:43 AM,No moonset,06:23 AM,06:29 PM,23,30,30,27,13,49,78,17.1,1009,30,9,217,8,Gabon
2020-04-01,30,22,0.0,6.0,6,56,12:37 PM,12:09 AM,06:22 AM,06:29 PM,24,30,30,27,10,70,81,18.8,1010,30,8,263,6,Gabon
2020-04-02,29,25,0.0,10.2,6,64,01:33 PM,01:05 AM,06:22 AM,06:29 PM,23,30,30,27,17,63,82,9.0,1010,29,9,217,10,Gabon
2020-04-03,29,25,0.0,6.0,6,71,02:30 PM,02:02 AM,06:22 AM,06:29 PM,23,31,31,27,22,77,80,10.1,1009,29,9,212,13,Gabon
2020-04-04,25,17,0.0,6.0,5,79,03:27 PM,02:59 AM,06:21 AM,06:28 PM,22,26,26,23,25,74,87,65.0,1011,25,7,155,14,Gabon
2020-04-05,30,24,0.0,11.6,7,87,04:23 PM,03:55 AM,06:21 AM,06:28 PM,22,29,29,27,19,31,77,0.0,1010,30,10,138,11,Gabon
2020-04-06,30,25,0.0,7.4,6,94,05:18 PM,04:50 AM,06:21 AM,06:28 PM,24,31,31,27,25,46,82,19.7,1010,30,9,196,14,Gabon
2020-04-07,30,25,0.0,11.6,7,100,06:11 PM,05:44 AM,06:21 AM,06:27 PM,23,31,31,28,15,41,78,1.3,1010,30,10,175,10,Gabon
2020-04-08,29,23,0.0,8.8,6,100,07:06 PM,06:37 AM,06:20 AM,06:27 PM,23,30,30,27,14,61,78,12.1,1010,29,9,222,9,Gabon
2020-04-09,28,25,0.0,8.8,6,83,08:01 PM,07:32 AM,06:20 AM,06:27 PM,23,29,29,26,15,64,85,16.7,1010,28,9,209,9,Gabon
2020-04-10,29,24,0.0,7.4,6,76,08:57 PM,08:27 AM,06:20 AM,06:27 PM,23,30,30,27,12,59,79,1.8,1010,29,10,205,8,Gabon
2020-04-11,28,26,0.0,6.0,6,68,09:54 PM,09:24 AM,06:19 AM,06:26 PM,24,30,30,27,20,74,84,15.4,1010,28,9,212,12,Gabon
2020-04-12,28,24,0.0,10.2,6,61,10:52 PM,10:20 AM,06:19 AM,06:26 PM,22,29,29,26,14,62,82,10.5,1011,28,8,248,8,Gabon
2020-04-13,30,24,0.0,11.6,6,53,11:48 PM,11:18 AM,06:19 AM,06:26 PM,21,29,29,27,12,49,73,0.5,1011,30,10,186,8,Gabon
2020-04-14,29,26,0.0,7.4,6,46,No moonrise,12:13 PM,06:19 AM,06:26 PM,23,31,31,27,17,63,77,4.8,1010,29,10,223,11,Gabon
2020-04-15,30,25,0.0,11.6,6,38,12:42 AM,01:05 PM,06:18 AM,06:26 PM,24,31,31,27,21,48,81,9.8,1009,30,9,200,13,Gabon
2020-04-16,30,27,0.0,8.8,6,30,01:33 AM,01:55 PM,06:18 AM,06:25 PM,24,32,32,28,16,55,79,3.5,1009,30,10,243,10,Gabon
2020-04-17,27,25,0.0,8.8,6,23,02:21 AM,02:41 PM,06:18 AM,06:25 PM,23,29,29,26,23,71,83,4.1,1009,27,10,195,15,Gabon
2020-04-18,29,22,0.0,6.0,6,15,03:06 AM,03:26 PM,06:18 AM,06:25 PM,23,29,29,26,23,77,83,18.4,1010,29,8,168,13,Gabon
2020-04-19,27,18,0.0,7.4,6,8,03:49 AM,04:08 PM,06:17 AM,06:25 PM,22,27,27,24,17,68,82,15.7,1012,27,9,191,10,Gabon
2020-04-20,28,20,0.0,10.2,6,0,04:30 AM,04:49 PM,06:17 AM,06:24 PM,22,27,27,24,12,49,81,0.0,1012,28,10,163,7,Gabon
2020-04-21,29,25,0.0,10.2,7,0,05:10 AM,05:30 PM,06:17 AM,06:24 PM,23,30,30,27,14,44,78,0.9,1011,29,10,186,9,Gabon
2020-04-22,29,25,0.0,10.2,6,0,05:51 AM,06:10 PM,06:17 AM,06:24 PM,23,30,30,27,19,55,78,1.9,1010,29,10,196,12,Gabon
2020-04-23,29,25,0.0,11.6,6,0,06:32 AM,06:53 PM,06:17 AM,06:24 PM,23,30,30,27,18,57,79,10.0,1010,29,9,208,11,Gabon
2020-04-24,29,25,0.0,8.8,6,7,07:15 AM,07:37 PM,06:16 AM,06:24 PM,23,30,30,27,18,74,81,8.5,1010,29,9,204,11,Gabon
2020-04-25,29,26,0.0,11.6,6,15,08:00 AM,08:23 PM,06:16 AM,06:24 PM,23,30,30,27,21,49,80,5.3,1010,29,9,250,13,Gabon
2020-04-26,29,25,0.0,6.0,6,22,08:48 AM,09:13 PM,06:16 AM,06:23 PM,23,30,30,27,20,79,80,14.3,1011,29,9,196,12,Gabon
2020-04-27,28,25,0.0,6.0,6,30,09:39 AM,10:05 PM,06:16 AM,06:23 PM,23,30,30,27,14,71,82,6.1,1012,28,10,201,9,Gabon
