date_time,Chad_maxtempC,Chad_mintempC,Chad_totalSnow_cm,Chad_sunHour,Chad_uvIndex,Chad_moon_illumination,Chad_moonrise,Chad_moonset,Chad_sunrise,Chad_sunset,Chad_DewPointC,Chad_FeelsLikeC,Chad_HeatIndexC,Chad_WindChillC,Chad_WindGustKmph,Chad_cloudcover,Chad_humidity,Chad_precipMM,Chad_pressure,Chad_tempC,Chad_visibility,Chad_winddirDegree,Chad_windspeedKmph,Chad_location
2020-08-03,26,23,0.0,8.0,5,97,06:32 PM,05:26 AM,05:47 AM,06:25 PM,22,27,27,24,26,77,85,8.4,1011,26,10,233,19,Chad
2020-08-04,28,22,0.0,8.0,6,100,07:19 PM,06:20 AM,05:47 AM,06:24 PM,21,27,27,25,28,89,78,3.2,1012,28,10,265,21,Chad
2020-08-05,29,24,0.0,9.3,6,88,08:01 PM,07:12 AM,05:48 AM,06:24 PM,21,28,28,26,30,65,76,3.2,1010,29,10,254,22,Chad
2020-08-06,24,23,0.0,8.0,5,81,08:40 PM,08:01 AM,05:48 AM,06:23 PM,22,26,26,24,27,95,90,36.2,1010,24,8,235,19,Chad
2020-08-07,29,22,0.0,10.6,6,74,09:17 PM,08:47 AM,05:48 AM,06:23 PM,20,27,27,25,23,64,77,0.5,1013,29,10,243,17,Chad
2020-08-08,31,24,0.0,10.6,6,67,09:54 PM,09:33 AM,05:48 AM,06:23 PM,21,29,29,27,27,67,72,3.0,1013,31,10,259,18,Chad
2020-08-09,30,24,0.0,11.9,6,59,10:30 PM,10:18 AM,05:48 AM,06:22 PM,22,29,29,27,33,54,74,17.4,1010,30,9,261,21,Chad
2020-08-10,26,24,0.0,9.3,5,52,11:07 PM,11:03 AM,05:48 AM,06:22 PM,22,27,27,24,24,73,86,21.8,1009,26,9,233,15,Chad
2020-08-11,29,24,0.0,10.6,6,45,11:47 PM,11:50 AM,05:48 AM,06:21 PM,22,29,29,26,23,66,81,44.9,1011,29,7,255,14,Chad
2020-08-12,29,24,0.0,10.6,6,38,No moonrise,12:38 PM,05:48 AM,06:21 PM,22,29,29,26,27,72,79,17.8,1011,29,9,267,16,Chad
2020-08-13,27,24,0.0,7.9,6,30,12:29 AM,01:30 PM,05:49 AM,06:20 PM,22,28,28,25,14,77,84,22.3,1010,27,8,174,9,Chad
2020-08-14,31,24,0.0,11.9,6,23,01:16 AM,02:23 PM,05:49 AM,06:20 PM,22,30,30,27,18,48,76,2.4,1008,31,10,213,12,Chad
2020-08-15,31,24,0.0,12.7,7,16,02:07 AM,03:19 PM,05:49 AM,06:19 PM,22,30,30,27,23,17,72,0.1,1009,31,10,257,16,Chad
2020-08-16,31,24,0.0,7.9,6,8,03:02 AM,04:14 PM,05:49 AM,06:19 PM,23,31,31,27,27,81,77,13.7,1008,31,9,244,18,Chad
2020-08-17,33,25,0.0,12.7,7,1,04:00 AM,05:10 PM,05:49 AM,06:18 PM,23,33,33,29,24,45,72,4.1,1007,33,10,244,15,Chad
2020-08-18,32,25,0.0,12.7,7,0,05:01 AM,06:04 PM,05:49 AM,06:18 PM,22,31,31,28,20,42,73,1.6,1007,32,10,197,13,Chad
2020-08-19,29,24,0.0,9.2,6,0,06:01 AM,06:55 PM,05:49 AM,06:17 PM,22,29,29,26,20,60,77,4.8,1007,29,10,222,13,Chad
2020-08-20,27,24,0.0,12.7,7,6,07:00 AM,07:43 PM,05:49 AM,06:17 PM,22,28,28,26,23,45,78,0.1,1007,27,10,195,15,Chad
2020-08-21,31,24,0.0,12.7,6,13,07:58 AM,08:29 PM,05:49 AM,06:16 PM,21,30,30,27,13,49,71,0.5,1008,31,10,146,9,Chad
2020-08-22,31,24,0.0,11.9,6,20,08:56 AM,09:16 PM,05:49 AM,06:16 PM,22,30,30,27,20,42,77,17.8,1010,31,8,235,12,Chad
2020-08-23,27,24,0.0,10.5,6,28,09:53 AM,10:02 PM,05:49 AM,06:15 PM,22,28,28,25,20,53,84,20.9,1009,27,9,232,11,Chad
2020-08-24,26,22,0.0,10.5,5,35,10:50 AM,10:50 PM,05:49 AM,06:15 PM,22,26,26,24,15,60,87,0.2,1009,26,9,238,11,Chad
2020-08-25,27,22,0.0,11.9,6,42,11:48 AM,11:40 PM,05:49 AM,06:14 PM,21,27,27,24,12,59,83,0.5,1010,27,9,242,8,Chad
2020-08-26,30,24,0.0,9.2,6,50,12:46 PM,No moonset,05:49 AM,06:13 PM,22,29,29,26,10,69,77,5.3,1011,30,8,129,7,Chad
2020-08-27,32,25,0.0,11.9,6,57,01:45 PM,12:32 AM,05:49 AM,06:13 PM,22,31,31,28,14,61,71,4.3,1010,32,9,240,9,Chad
2020-08-28,30,25,0.0,9.2,6,64,02:42 PM,01:27 AM,05:49 AM,06:12 PM,22,30,30,27,21,75,76,21.9,1009,30,8,226,12,Chad
