date_time,Mexico_maxtempC,Mexico_mintempC,Mexico_totalSnow_cm,Mexico_sunHour,Mexico_uvIndex,Mexico_moon_illumination,Mexico_moonrise,Mexico_moonset,Mexico_sunrise,Mexico_sunset,Mexico_DewPointC,Mexico_FeelsLikeC,Mexico_HeatIndexC,Mexico_WindChillC,Mexico_WindGustKmph,Mexico_cloudcover,Mexico_humidity,Mexico_precipMM,Mexico_pressure,Mexico_tempC,Mexico_visibility,Mexico_winddirDegree,Mexico_windspeedKmph,Mexico_location
2020-01-01,21,14,0.0,11.0,5,37,11:53 AM,11:56 PM,07:11 AM,06:09 PM,6,16,17,16,15,6,51,0.0,1015,21,10,187,13,Mexico
2020-01-02,19,12,0.0,11.0,5,44,12:27 PM,No moonset,07:11 AM,06:10 PM,6,14,16,14,21,12,57,0.0,1013,19,10,186,17,Mexico
2020-01-03,21,11,0.0,8.6,4,51,01:01 PM,12:44 AM,07:11 AM,06:11 PM,2,16,16,16,8,34,45,0.0,1018,21,10,174,6,Mexico
2020-01-04,17,11,0.0,11.0,4,59,01:36 PM,01:32 AM,07:12 AM,06:11 PM,4,14,14,14,9,18,52,0.0,1023,17,10,101,8,Mexico
2020-01-05,23,11,0.0,11.0,5,66,02:13 PM,02:21 AM,07:12 AM,06:12 PM,-10,16,16,16,7,0,18,0.0,1025,23,10,138,6,Mexico
2020-01-06,21,10,0.0,11.0,5,73,02:53 PM,03:14 AM,07:12 AM,06:12 PM,-7,16,16,16,5,18,19,0.0,1020,21,10,160,4,Mexico
2020-01-07,19,13,0.0,11.0,5,80,03:38 PM,04:08 AM,07:12 AM,06:13 PM,-6,15,16,15,10,17,24,0.0,1022,19,10,124,9,Mexico
2020-01-08,24,9,0.0,11.0,5,88,04:27 PM,05:05 AM,07:13 AM,06:14 PM,2,16,16,16,6,7,42,0.0,1021,24,10,65,5,Mexico
2020-01-09,26,15,0.0,11.0,6,95,05:23 PM,06:04 AM,07:13 AM,06:14 PM,2,20,20,20,4,0,32,0.0,1019,26,10,126,3,Mexico
2020-01-10,27,14,0.0,11.0,6,100,06:23 PM,07:04 AM,07:13 AM,06:15 PM,5,20,20,20,4,3,40,0.0,1017,27,10,156,4,Mexico
2020-01-11,24,17,0.0,11.0,6,100,07:26 PM,08:01 AM,07:13 AM,06:16 PM,3,20,20,20,4,3,34,0.0,1016,24,10,131,4,Mexico
2020-01-12,23,13,0.0,11.0,5,83,08:30 PM,08:55 AM,07:13 AM,06:16 PM,6,18,18,18,5,24,48,0.1,1017,23,10,148,4,Mexico
2020-01-13,26,14,0.0,11.0,6,76,09:33 PM,09:46 AM,07:13 AM,06:17 PM,6,20,21,20,4,4,43,0.0,1018,26,10,84,4,Mexico
2020-01-14,25,13,0.0,11.1,5,69,10:34 PM,10:32 AM,07:13 AM,06:18 PM,7,19,20,19,6,7,51,0.0,1018,25,10,164,5,Mexico
2020-01-15,25,12,0.0,11.0,5,61,11:33 PM,11:16 AM,07:14 AM,06:18 PM,9,19,19,19,6,12,57,0.0,1017,25,10,112,5,Mexico
2020-01-16,23,12,0.0,11.1,4,54,No moonrise,11:57 AM,07:14 AM,06:19 PM,8,17,18,17,8,32,58,0.1,1018,23,10,167,6,Mexico
2020-01-17,22,11,0.0,11.1,5,47,12:31 AM,12:38 PM,07:14 AM,06:20 PM,7,16,17,16,8,22,57,0.0,1019,22,10,151,7,Mexico
2020-01-18,23,13,0.0,11.1,5,40,01:29 AM,01:21 PM,07:14 AM,06:20 PM,7,18,19,18,6,25,52,1.0,1018,23,10,136,5,Mexico
2020-01-19,19,12,0.0,7.1,4,32,02:27 AM,02:05 PM,07:14 AM,06:21 PM,8,14,14,14,12,70,66,10.9,1019,19,9,152,9,Mexico
2020-01-20,16,10,0.0,10.1,3,25,03:26 AM,02:52 PM,07:14 AM,06:21 PM,6,12,13,12,13,58,65,11.1,1023,16,9,197,10,Mexico
2020-01-21,20,8,0.0,11.1,4,18,04:24 AM,03:43 PM,07:13 AM,06:22 PM,6,14,14,14,6,27,60,0.1,1021,20,10,66,5,Mexico
2020-01-22,25,11,0.0,11.1,5,11,05:21 AM,04:35 PM,07:13 AM,06:23 PM,6,18,18,18,4,6,51,0.0,1017,25,10,143,3,Mexico
2020-01-23,21,12,0.0,8.6,4,3,06:15 AM,05:30 PM,07:13 AM,06:23 PM,7,17,18,17,6,42,58,1.5,1016,21,10,183,5,Mexico
2020-01-24,15,8,0.0,7.1,3,0,07:07 AM,06:24 PM,07:13 AM,06:24 PM,4,12,13,12,6,69,55,1.3,1017,15,9,191,5,Mexico
2020-01-25,21,11,0.0,11.1,5,0,07:53 AM,07:18 PM,07:13 AM,06:25 PM,6,15,16,15,9,13,55,0.0,1017,21,10,189,8,Mexico
2020-01-26,21,12,0.0,11.1,5,4,08:35 AM,08:10 PM,07:13 AM,06:25 PM,5,16,16,16,6,15,49,0.0,1017,21,10,185,5,Mexico
2020-01-27,22,12,0.0,11.1,5,11,09:15 AM,09:00 PM,07:13 AM,06:26 PM,4,17,17,17,7,28,47,0.1,1016,22,10,130,5,Mexico
2020-01-28,25,14,0.0,11.1,5,18,09:51 AM,09:49 PM,07:12 AM,06:26 PM,-1,19,19,19,8,2,28,0.0,1015,25,10,187,7,Mexico
2020-01-29,22,14,0.0,11.2,5,26,10:25 AM,10:37 PM,07:12 AM,06:27 PM,1,17,17,17,10,3,35,0.0,1015,22,10,128,8,Mexico
2020-01-30,20,11,0.0,11.2,5,33,10:59 AM,11:25 PM,07:12 AM,06:28 PM,-1,15,15,15,15,10,34,0.0,1014,20,10,195,13,Mexico
2020-01-31,20,12,0.0,11.2,5,37,11:33 AM,No moonset,07:12 AM,06:28 PM,1,15,16,15,12,31,37,0.0,1016,20,10,191,10,Mexico
2020-02-01,18,13,0.0,11.2,5,49,12:08 PM,12:13 AM,07:11 AM,06:29 PM,5,16,16,16,7,22,51,0.1,1021,18,10,193,6,Mexico
2020-02-02,21,10,0.0,10.1,5,57,12:46 PM,01:03 AM,07:11 AM,06:29 PM,5,14,15,14,7,36,55,0.1,1021,21,10,113,5,Mexico
2020-02-03,18,13,0.0,10.1,4,64,01:28 PM,01:55 AM,07:11 AM,06:30 PM,5,15,15,15,15,36,52,0.5,1017,18,9,194,12,Mexico
2020-02-04,20,12,0.0,10.1,5,72,02:14 PM,02:49 AM,07:10 AM,06:30 PM,6,15,16,15,15,30,53,0.2,1017,20,10,189,12,Mexico
2020-02-05,21,13,0.0,11.2,5,79,03:06 PM,03:47 AM,07:10 AM,06:31 PM,6,16,16,16,18,21,54,0.1,1014,21,10,193,16,Mexico
2020-02-06,24,12,0.0,11.2,5,87,04:03 PM,04:45 AM,07:10 AM,06:32 PM,4,18,18,18,12,8,45,0.0,1013,24,10,191,11,Mexico
2020-02-07,26,13,0.0,11.2,5,95,05:06 PM,05:44 AM,07:09 AM,06:32 PM,-2,19,19,19,10,12,26,0.0,1014,26,10,185,8,Mexico
2020-02-08,24,14,0.0,11.2,5,100,06:10 PM,06:40 AM,07:09 AM,06:33 PM,3,19,19,19,6,9,37,0.0,1017,24,10,165,5,Mexico
2020-02-09,26,17,0.0,11.3,6,100,07:16 PM,07:34 AM,07:08 AM,06:33 PM,3,20,20,20,5,7,34,0.0,1017,26,10,164,5,Mexico
2020-02-10,29,16,0.0,11.3,6,83,08:19 PM,08:23 AM,07:08 AM,06:34 PM,7,23,23,22,4,3,39,0.0,1015,29,10,147,4,Mexico
2020-02-11,28,17,0.0,11.3,6,75,09:22 PM,09:09 AM,07:07 AM,06:34 PM,7,23,23,22,7,4,42,0.0,1014,28,10,166,6,Mexico
2020-02-12,24,15,0.0,11.3,5,68,10:22 PM,09:53 AM,07:07 AM,06:35 PM,5,19,20,19,13,3,40,0.0,1013,24,10,191,11,Mexico
2020-02-13,25,15,0.0,11.3,6,60,11:23 PM,10:36 AM,07:06 AM,06:35 PM,6,20,20,20,7,4,42,0.0,1016,25,10,138,6,Mexico
2020-02-14,24,12,0.0,10.1,4,53,No moonrise,11:20 AM,07:06 AM,06:36 PM,8,18,19,18,6,34,55,1.1,1018,24,10,102,5,Mexico
2020-02-15,25,12,0.0,11.3,5,45,12:22 AM,12:04 PM,07:05 AM,06:36 PM,8,18,18,18,8,22,54,1.4,1018,25,10,32,7,Mexico
2020-02-16,28,15,0.0,11.3,6,38,01:21 AM,12:50 PM,07:05 AM,06:36 PM,6,21,21,21,10,3,41,0.0,1015,28,10,138,9,Mexico
2020-02-17,30,16,0.0,11.3,6,30,02:19 AM,01:40 PM,07:04 AM,06:37 PM,5,24,24,24,4,1,34,0.0,1013,30,10,135,3,Mexico
2020-02-18,31,19,0.0,11.3,7,22,03:17 AM,02:31 PM,07:04 AM,06:37 PM,4,25,25,25,4,0,29,0.0,1013,31,10,196,3,Mexico
2020-02-19,31,20,0.0,11.4,6,15,04:11 AM,03:24 PM,07:03 AM,06:38 PM,2,25,25,25,7,0,25,0.0,1017,31,10,88,6,Mexico
2020-02-20,28,16,0.0,11.4,6,7,05:03 AM,04:18 PM,07:02 AM,06:38 PM,5,21,21,22,10,3,40,0.0,1018,28,10,27,8,Mexico
2020-02-21,20,13,0.0,8.6,4,0,05:50 AM,05:12 PM,07:02 AM,06:39 PM,7,16,17,16,18,35,56,0.4,1023,20,10,54,15,Mexico
2020-02-22,29,11,0.0,11.4,6,0,06:33 AM,06:04 PM,07:01 AM,06:39 PM,7,19,20,19,6,11,52,0.0,1022,29,10,128,5,Mexico
2020-02-23,30,16,0.0,11.4,6,0,07:13 AM,06:54 PM,07:00 AM,06:39 PM,8,23,23,23,4,3,40,0.0,1017,30,10,99,3,Mexico
2020-02-24,29,17,0.0,11.4,6,0,07:50 AM,07:44 PM,07:00 AM,06:40 PM,7,23,23,23,8,3,37,0.0,1013,29,10,187,7,Mexico
2020-02-25,26,17,0.0,11.6,6,8,08:25 AM,08:32 PM,06:59 AM,06:40 PM,5,21,21,21,13,2,36,0.0,1012,26,10,197,11,Mexico
2020-02-26,22,12,0.0,10.2,4,15,08:59 AM,09:20 PM,06:58 AM,06:41 PM,5,16,16,16,9,32,50,0.2,1018,22,10,185,8,Mexico
2020-02-27,24,11,0.0,11.6,5,23,09:33 AM,10:07 PM,06:58 AM,06:41 PM,6,17,18,17,5,15,50,0.0,1020,24,10,170,5,Mexico
2020-02-28,27,15,0.0,11.6,6,30,10:07 AM,10:56 PM,06:57 AM,06:41 PM,6,20,21,20,5,6,42,0.0,1020,27,10,130,4,Mexico
2020-02-29,28,12,0.0,11.6,6,38,10:43 AM,11:47 PM,06:56 AM,06:42 PM,5,20,20,20,7,17,41,0.1,1021,28,10,16,6,Mexico
2020-03-01,30,18,0.0,11.6,7,44,11:23 AM,No moonset,06:55 AM,06:42 PM,5,25,25,25,4,2,31,0.0,1017,30,10,146,4,Mexico
2020-03-02,27,18,0.0,11.6,6,51,12:05 PM,12:39 AM,06:55 AM,06:42 PM,7,23,23,23,10,3,38,0.0,1014,27,10,177,9,Mexico
2020-03-03,25,18,0.0,11.6,6,58,12:53 PM,01:34 AM,06:54 AM,06:43 PM,5,21,21,21,14,2,36,0.0,1012,25,10,196,13,Mexico
2020-03-04,28,16,0.0,11.6,6,65,01:47 PM,02:30 AM,06:53 AM,06:43 PM,2,21,21,22,12,1,31,0.0,1014,28,10,185,11,Mexico
2020-03-05,26,19,0.0,11.6,6,73,02:45 PM,03:27 AM,06:52 AM,06:43 PM,2,22,22,22,6,11,30,0.0,1017,26,10,115,5,Mexico
2020-03-06,24,13,0.0,11.6,5,80,03:48 PM,04:23 AM,06:52 AM,06:44 PM,7,18,18,18,11,8,53,0.0,1021,24,10,36,10,Mexico
2020-03-07,23,10,0.0,11.6,5,87,04:52 PM,05:18 AM,06:51 AM,06:44 PM,4,16,16,16,9,17,49,0.0,1021,23,10,54,8,Mexico
2020-03-08,25,11,0.0,11.6,5,95,05:57 PM,06:09 AM,06:50 AM,06:44 PM,5,18,18,18,7,11,49,0.0,1019,25,10,107,6,Mexico
2020-03-09,29,13,0.0,11.6,6,100,07:02 PM,06:57 AM,06:49 AM,06:45 PM,6,21,21,21,4,16,43,0.1,1019,29,10,123,4,Mexico
2020-03-10,28,16,0.0,11.6,6,100,08:05 PM,07:43 AM,06:48 AM,06:45 PM,8,22,22,22,8,32,45,1.6,1020,28,10,113,7,Mexico
2020-03-11,25,14,0.0,11.6,6,84,09:08 PM,08:27 AM,06:48 AM,06:45 PM,6,20,20,20,10,20,45,0.1,1017,25,10,54,9,Mexico
2020-03-12,31,20,0.0,11.6,7,76,10:09 PM,09:12 AM,06:47 AM,06:45 PM,6,25,25,25,6,9,32,0.1,1013,31,10,105,5,Mexico
2020-03-13,29,19,0.0,11.6,6,69,11:11 PM,09:58 AM,06:46 AM,06:46 PM,6,24,24,24,6,23,31,0.4,1014,29,10,75,5,Mexico
2020-03-14,29,17,0.0,11.6,6,62,No moonrise,10:45 AM,06:45 AM,06:46 PM,8,23,23,23,7,34,41,2.5,1017,29,10,107,6,Mexico
2020-03-15,31,16,0.0,11.6,5,55,12:12 AM,11:35 AM,06:44 AM,06:46 PM,10,24,24,23,7,51,51,9.3,1018,31,9,108,5,Mexico
2020-03-16,26,16,0.0,10.2,5,47,01:12 AM,12:27 PM,06:43 AM,06:47 PM,9,21,21,21,9,47,54,20.2,1018,26,9,76,6,Mexico
2020-03-17,29,15,0.0,10.2,5,40,02:08 AM,01:20 PM,06:42 AM,06:47 PM,8,23,23,22,7,46,47,6.5,1017,29,9,97,5,Mexico
2020-03-18,27,17,0.0,10.2,5,33,03:01 AM,02:14 PM,06:42 AM,06:47 PM,7,22,22,22,7,46,42,2.5,1016,27,10,168,6,Mexico
2020-03-19,28,18,0.0,10.2,5,25,03:49 AM,03:08 PM,06:41 AM,06:47 PM,9,23,23,23,7,64,46,5.8,1016,28,10,178,5,Mexico
2020-03-20,30,19,0.0,11.6,6,18,04:33 AM,04:00 PM,06:40 AM,06:48 PM,7,25,25,24,10,24,37,0.9,1017,30,10,107,9,Mexico
2020-03-21,30,16,0.0,10.2,5,11,05:14 AM,04:51 PM,06:39 AM,06:48 PM,8,23,23,23,6,40,41,1.2,1019,30,10,145,6,Mexico
2020-03-22,29,15,0.0,11.6,5,4,05:51 AM,05:40 PM,06:38 AM,06:48 PM,7,22,22,22,11,35,45,0.9,1017,29,10,154,9,Mexico
2020-03-23,31,17,0.0,11.6,6,0,06:26 AM,06:28 PM,06:37 AM,06:48 PM,6,24,24,24,5,13,36,0.3,1017,31,10,117,4,Mexico
2020-03-24,32,22,0.0,11.6,7,0,07:00 AM,07:16 PM,06:36 AM,06:49 PM,3,27,27,27,6,0,26,0.0,1016,32,10,164,5,Mexico
2020-03-25,34,21,0.0,11.6,7,3,07:34 AM,08:04 PM,06:36 AM,06:49 PM,-0,27,27,28,7,0,18,0.0,1014,34,10,97,6,Mexico
2020-03-26,34,21,0.0,11.6,7,11,08:07 AM,08:52 PM,06:35 AM,06:49 PM,2,26,26,27,5,0,21,0.0,1013,34,10,139,4,Mexico
2020-03-27,32,21,0.0,11.6,7,18,08:43 AM,09:42 PM,06:34 AM,06:49 PM,1,25,25,27,10,0,21,0.0,1012,32,10,169,9,Mexico
2020-03-28,31,21,0.0,11.6,7,25,09:21 AM,10:33 PM,06:33 AM,06:50 PM,5,25,25,25,6,10,27,0.1,1012,31,10,125,5,Mexico
2020-03-29,31,17,0.0,11.6,6,32,10:02 AM,11:27 PM,06:32 AM,06:50 PM,7,24,24,24,8,4,37,0.0,1014,31,10,110,7,Mexico
2020-03-30,31,16,0.0,11.6,6,40,10:47 AM,No moonset,06:31 AM,06:50 PM,9,24,24,23,8,31,45,0.9,1014,31,10,188,7,Mexico
2020-03-31,29,21,0.0,11.6,7,44,11:37 AM,12:21 AM,06:30 AM,06:50 PM,5,25,25,25,11,1,30,0.0,1013,29,10,22,9,Mexico
2020-04-01,31,15,0.0,11.6,6,56,12:32 PM,01:17 AM,06:30 AM,06:51 PM,7,23,23,23,5,22,42,0.5,1014,31,10,76,4,Mexico
2020-04-02,25,17,0.0,6.1,5,64,01:31 PM,02:12 AM,06:29 AM,06:51 PM,9,21,21,21,6,83,48,7.4,1013,25,10,219,5,Mexico
2020-04-03,29,19,0.0,10.2,5,71,02:32 PM,03:05 AM,06:28 AM,06:51 PM,9,23,23,23,5,45,46,25.1,1012,29,9,171,4,Mexico
2020-04-04,25,16,0.0,10.2,5,79,03:36 PM,03:56 AM,06:27 AM,06:51 PM,10,21,22,21,5,62,47,12.1,1012,25,10,160,4,Mexico
2020-04-05,28,19,0.0,10.2,6,87,04:39 PM,04:44 AM,06:26 AM,06:52 PM,8,24,24,23,6,34,38,0.5,1013,28,10,182,5,Mexico
2020-04-06,28,18,0.0,10.2,5,94,05:43 PM,05:31 AM,06:25 AM,06:52 PM,8,24,24,23,7,30,39,0.7,1015,28,10,179,6,Mexico
2020-04-07,28,18,0.0,11.6,6,100,06:46 PM,06:15 AM,06:25 AM,06:52 PM,7,24,24,23,8,27,38,0.9,1016,28,10,152,7,Mexico
2020-04-08,30,20,0.0,11.6,7,100,07:49 PM,07:00 AM,06:24 AM,06:53 PM,6,24,24,24,5,8,33,0.0,1016,30,10,135,5,Mexico
2020-04-09,29,20,0.0,11.6,7,83,08:53 PM,07:46 AM,06:23 AM,06:53 PM,5,24,24,24,6,19,29,0.1,1014,29,10,133,6,Mexico
2020-04-10,31,22,0.0,11.6,7,76,09:57 PM,08:33 AM,06:22 AM,06:53 PM,2,25,25,25,8,3,22,0.0,1013,31,10,211,7,Mexico
2020-04-11,31,21,0.0,11.6,7,68,10:59 PM,09:24 AM,06:21 AM,06:53 PM,2,25,25,25,11,1,23,0.0,1013,31,10,211,9,Mexico
2020-04-12,28,21,0.0,11.6,6,61,11:59 PM,10:17 AM,06:21 AM,06:54 PM,1,24,24,24,14,3,22,0.0,1013,28,10,212,12,Mexico
2020-04-13,33,23,0.0,11.6,7,53,No moonrise,11:12 AM,06:20 AM,06:54 PM,2,27,27,27,6,1,20,0.0,1015,33,10,221,5,Mexico
2020-04-14,34,23,0.0,11.6,7,46,12:55 AM,12:07 PM,06:19 AM,06:54 PM,5,28,28,28,8,3,25,0.0,1014,34,10,186,7,Mexico
2020-04-15,29,21,0.0,11.6,7,38,01:46 AM,01:02 PM,06:18 AM,06:54 PM,5,25,25,25,7,9,29,0.0,1014,29,10,170,6,Mexico
2020-04-16,32,19,0.0,11.6,7,30,02:32 AM,01:56 PM,06:18 AM,06:55 PM,6,25,25,25,8,9,31,0.0,1015,32,10,156,7,Mexico
2020-04-17,33,21,0.0,11.6,7,23,03:14 AM,02:47 PM,06:17 AM,06:55 PM,8,27,27,26,8,19,35,1.3,1016,33,10,155,7,Mexico
2020-04-18,30,20,0.0,11.6,7,15,03:52 AM,03:37 PM,06:16 AM,06:55 PM,9,26,26,25,5,32,38,1.2,1015,30,9,119,5,Mexico
2020-04-19,31,20,0.0,10.3,6,8,04:28 AM,04:25 PM,06:15 AM,06:56 PM,9,26,26,26,7,53,39,1.5,1013,31,10,148,6,Mexico
2020-04-20,32,20,0.0,11.6,7,0,05:02 AM,05:13 PM,06:15 AM,06:56 PM,9,26,26,26,7,31,40,2.4,1012,32,10,123,6,Mexico
2020-04-21,31,20,0.0,10.3,6,0,05:35 AM,06:01 PM,06:14 AM,06:56 PM,10,25,25,25,7,61,41,3.1,1013,31,10,118,6,Mexico
2020-04-22,32,19,0.0,10.3,6,0,06:09 AM,06:49 PM,06:13 AM,06:57 PM,11,26,26,25,8,45,48,10.4,1013,32,9,186,6,Mexico
2020-04-23,30,21,0.0,11.6,7,0,06:44 AM,07:39 PM,06:13 AM,06:57 PM,7,24,24,25,9,23,35,1.9,1012,30,10,195,7,Mexico
2020-04-24,28,21,0.0,8.9,5,7,07:21 AM,08:30 PM,06:12 AM,06:57 PM,8,24,24,24,6,59,38,1.9,1013,28,10,167,5,Mexico
2020-04-25,27,18,0.0,10.3,5,15,08:01 AM,09:23 PM,06:11 AM,06:58 PM,8,22,22,22,8,42,43,2.9,1014,27,10,133,7,Mexico
2020-04-26,25,17,0.0,6.2,5,22,08:45 AM,10:17 PM,06:11 AM,06:58 PM,8,20,20,20,9,81,49,10.4,1018,25,9,87,7,Mexico
2020-04-27,27,17,0.0,7.6,5,30,09:34 AM,11:12 PM,06:10 AM,06:58 PM,8,21,21,21,8,59,45,6.6,1018,27,9,143,6,Mexico
2020-04-28,27,18,0.0,10.3,5,37,10:26 AM,No moonset,06:09 AM,06:59 PM,7,23,23,23,7,62,38,1.7,1016,27,10,224,6,Mexico
2020-04-29,28,19,0.0,11.6,5,45,11:23 AM,12:06 AM,06:09 AM,06:59 PM,8,24,24,24,7,52,40,5.0,1015,28,10,188,6,Mexico
2020-04-30,26,17,0.0,11.6,6,52,12:21 PM,12:59 AM,06:08 AM,06:59 PM,5,21,21,21,14,25,38,4.8,1018,26,10,46,12,Mexico
2020-05-01,25,17,0.0,9.0,5,58,01:22 PM,01:49 AM,06:08 AM,07:00 PM,8,21,21,21,9,52,46,20.4,1017,25,9,125,6,Mexico
2020-05-02,28,18,0.0,11.6,6,65,02:23 PM,02:36 AM,06:07 AM,07:00 PM,6,22,22,22,8,18,39,7.2,1017,28,10,133,7,Mexico
2020-05-03,30,19,0.0,11.6,7,72,03:25 PM,03:22 AM,06:06 AM,07:00 PM,4,24,24,24,10,3,32,0.0,1015,30,10,99,8,Mexico
2020-05-04,30,22,0.0,11.6,7,80,04:26 PM,04:05 AM,06:06 AM,07:01 PM,5,25,25,26,7,14,29,0.1,1013,30,10,149,6,Mexico
2020-05-05,29,21,0.0,11.6,7,87,05:28 PM,04:49 AM,06:05 AM,07:01 PM,7,24,24,24,5,21,36,2.7,1013,29,10,185,4,Mexico
2020-05-06,28,17,0.0,11.6,5,94,06:31 PM,05:34 AM,06:05 AM,07:01 PM,5,22,22,22,13,51,37,5.3,1015,28,9,135,11,Mexico
2020-05-07,24,14,0.0,7.8,4,100,07:36 PM,06:20 AM,06:04 AM,07:02 PM,9,19,20,19,11,68,59,31.7,1018,24,8,148,8,Mexico
2020-05-08,25,17,0.0,10.3,5,100,08:40 PM,07:09 AM,06:04 AM,07:02 PM,8,20,20,20,8,51,48,15.4,1015,25,9,204,7,Mexico
2020-05-09,26,18,0.0,11.6,5,84,09:43 PM,08:02 AM,06:04 AM,07:03 PM,8,22,22,22,5,17,42,0.1,1015,26,10,271,4,Mexico
2020-05-10,25,17,0.0,10.3,5,77,10:43 PM,08:58 AM,06:03 AM,07:03 PM,9,21,22,21,8,53,47,1.9,1017,25,10,95,7,Mexico
2020-05-11,26,16,0.0,11.6,6,70,11:38 PM,09:55 AM,06:03 AM,07:03 PM,8,20,20,20,6,29,47,3.4,1018,26,10,136,5,Mexico
2020-05-12,27,17,0.0,7.8,5,62,No moonrise,10:52 AM,06:02 AM,07:04 PM,8,22,22,21,5,67,44,2.2,1016,27,10,169,4,Mexico
2020-05-13,29,21,0.0,11.6,7,55,12:27 AM,11:48 AM,06:02 AM,07:04 PM,6,25,25,25,5,11,31,0.0,1014,29,10,202,4,Mexico
2020-05-14,30,20,0.0,11.6,7,48,01:12 AM,12:41 PM,06:01 AM,07:05 PM,8,24,24,24,7,23,38,0.3,1014,30,10,189,6,Mexico
2020-05-15,25,17,0.0,7.8,5,40,01:52 AM,01:32 PM,06:01 AM,07:05 PM,9,23,23,22,8,43,39,0.5,1013,25,10,203,7,Mexico
2020-05-16,27,20,0.0,11.6,6,33,02:28 AM,02:21 PM,06:01 AM,07:05 PM,5,24,24,24,10,4,31,0.0,1012,27,10,209,9,Mexico
2020-05-17,29,19,0.0,13.1,7,26,03:03 AM,03:09 PM,06:00 AM,07:06 PM,2,24,24,24,6,13,24,0.0,1013,29,10,207,5,Mexico
2020-05-18,27,20,0.0,13.1,6,19,03:37 AM,03:57 PM,06:00 AM,07:06 PM,7,24,24,23,8,16,36,0.1,1015,27,10,84,7,Mexico
2020-05-19,28,19,0.0,13.1,6,11,04:10 AM,04:45 PM,06:00 AM,07:07 PM,6,23,23,23,6,24,35,0.2,1014,28,10,122,5,Mexico
2020-05-20,28,21,0.0,13.1,7,4,04:44 AM,05:34 PM,06:00 AM,07:07 PM,6,25,25,25,6,18,31,0.1,1013,28,10,262,5,Mexico
2020-05-21,28,21,0.0,13.5,7,0,05:21 AM,06:25 PM,05:59 AM,07:07 PM,8,24,24,24,7,21,37,0.3,1012,28,10,216,7,Mexico
2020-05-22,28,21,0.0,12.1,5,0,06:00 AM,07:18 PM,05:59 AM,07:08 PM,8,24,24,24,7,51,37,1.9,1013,28,10,230,6,Mexico
2020-05-23,28,19,0.0,13.3,5,3,06:42 AM,08:12 PM,05:59 AM,07:08 PM,8,23,23,23,6,55,43,5.5,1013,28,9,180,5,Mexico
2020-05-24,29,20,0.0,13.5,7,10,07:30 AM,09:08 PM,05:59 AM,07:09 PM,5,24,24,24,8,15,31,0.0,1012,29,10,195,7,Mexico
2020-05-25,30,20,0.0,13.5,7,17,08:22 AM,10:03 PM,05:58 AM,07:09 PM,3,24,24,25,10,8,25,0.0,1010,30,10,191,9,Mexico
2020-05-26,32,23,0.0,13.5,7,25,09:18 AM,10:57 PM,05:58 AM,07:09 PM,1,25,25,27,9,2,19,0.0,1011,32,10,173,8,Mexico
2020-05-27,30,24,0.0,13.3,7,32,10:16 AM,11:47 PM,05:58 AM,07:10 PM,6,26,26,26,6,19,30,2.3,1014,30,10,126,5,Mexico
2020-05-28,27,18,0.0,12.1,5,39,11:16 AM,No moonset,05:58 AM,07:10 PM,6,22,22,22,10,53,40,3.1,1015,27,10,120,9,Mexico
2020-05-29,26,17,0.0,12.1,5,47,12:15 PM,12:34 AM,05:58 AM,07:11 PM,7,22,22,21,9,62,48,15.8,1016,26,9,124,7,Mexico
2020-05-30,25,16,0.0,10.9,5,54,01:15 PM,01:19 AM,05:58 AM,07:11 PM,9,20,21,20,9,69,56,17.7,1015,25,9,72,8,Mexico
2020-05-31,25,14,0.0,12.1,5,58,02:13 PM,02:02 AM,05:58 AM,07:11 PM,9,20,20,20,11,57,55,5.8,1014,25,10,43,9,Mexico
2020-06-01,25,15,0.0,13.5,5,71,03:13 PM,02:43 AM,05:58 AM,07:12 PM,10,20,20,20,12,34,55,2.1,1015,25,10,28,10,Mexico
2020-06-02,26,16,0.0,13.5,6,79,04:14 PM,03:26 AM,05:58 AM,07:12 PM,9,20,20,20,14,14,51,0.1,1014,26,10,53,12,Mexico
2020-06-03,26,15,0.0,13.5,6,86,05:16 PM,04:10 AM,05:58 AM,07:12 PM,10,20,20,20,15,33,55,0.1,1012,26,10,50,13,Mexico
2020-06-04,28,16,0.0,13.6,6,94,06:20 PM,04:57 AM,05:58 AM,07:13 PM,9,21,21,21,14,9,48,0.0,1011,28,10,52,13,Mexico
2020-06-05,29,16,0.0,13.6,6,100,07:24 PM,05:48 AM,05:58 AM,07:13 PM,9,22,22,22,14,13,49,0.0,1012,29,10,9,12,Mexico
2020-06-06,30,16,0.0,13.6,5,100,08:26 PM,06:42 AM,05:58 AM,07:14 PM,8,23,23,23,9,24,44,0.4,1012,30,10,64,8,Mexico
2020-06-07,26,17,0.0,8.5,5,84,09:25 PM,07:39 AM,05:58 AM,07:14 PM,11,21,22,21,6,80,54,6.4,1012,26,9,158,5,Mexico
2020-06-08,29,17,0.0,13.3,5,76,10:18 PM,08:37 AM,05:58 AM,07:14 PM,11,23,23,23,8,55,52,1.2,1012,29,10,209,6,Mexico
2020-06-09,28,20,0.0,13.3,5,69,11:06 PM,09:35 AM,05:58 AM,07:15 PM,9,25,25,24,12,43,41,1.3,1014,28,10,108,10,Mexico
