date_time,Mexico_maxtempC,Mexico_mintempC,Mexico_totalSnow_cm,Mexico_sunHour,Mexico_uvIndex,Mexico_moon_illumination,Mexico_moonrise,Mexico_moonset,Mexico_sunrise,Mexico_sunset,Mexico_DewPointC,Mexico_FeelsLikeC,Mexico_HeatIndexC,Mexico_WindChillC,Mexico_WindGustKmph,Mexico_cloudcover,Mexico_humidity,Mexico_precipMM,Mexico_pressure,Mexico_tempC,Mexico_visibility,Mexico_winddirDegree,Mexico_windspeedKmph,Mexico_location
2021-01-21,26,11,0.0,11.1,4,52,12:55 PM,01:07 AM,07:13 AM,06:23 PM,8,18,19,18,7,35,56,0.6,1019,26,10,123,6,Mexico
2021-01-22,27,15,0.0,11.1,6,59,01:32 PM,01:56 AM,07:13 AM,06:23 PM,6,21,21,21,3,3,40,0.0,1016,27,10,132,3,Mexico
2021-01-23,28,15,0.0,11.1,6,67,02:12 PM,02:46 AM,07:13 AM,06:24 PM,7,21,22,21,3,5,42,0.0,1015,28,10,155,2,Mexico
2021-01-24,23,16,0.0,8.6,4,74,02:56 PM,03:39 AM,07:13 AM,06:24 PM,5,19,20,19,6,23,39,0.0,1014,23,10,169,5,Mexico
2021-01-25,24,15,0.0,11.1,6,81,03:45 PM,04:33 AM,07:13 AM,06:25 PM,5,19,19,19,9,5,42,0.0,1014,24,10,181,8,Mexico
2021-01-26,27,16,0.0,11.1,6,88,04:38 PM,05:28 AM,07:13 AM,06:26 PM,7,20,21,20,8,4,45,0.0,1013,27,10,177,7,Mexico
2021-01-27,24,18,0.0,11.1,6,96,05:36 PM,06:22 AM,07:13 AM,06:26 PM,6,20,21,20,11,19,43,0.7,1016,24,10,46,9,Mexico
2021-01-28,22,9,0.0,11.2,5,100,06:35 PM,07:14 AM,07:12 AM,06:27 PM,5,14,16,14,10,18,52,0.1,1022,22,10,89,9,Mexico
2021-01-29,25,10,0.0,11.2,5,90,07:35 PM,08:02 AM,07:12 AM,06:27 PM,7,17,18,17,6,13,54,0.0,1020,25,10,71,6,Mexico
2021-01-30,25,14,0.0,11.2,5,82,08:34 PM,08:47 AM,07:12 AM,06:28 PM,5,19,19,19,4,6,40,0.0,1015,25,10,152,4,Mexico
2021-01-31,26,17,0.0,11.2,6,79,09:33 PM,09:30 AM,07:12 AM,06:29 PM,3,22,22,22,10,1,35,0.0,1016,26,10,61,9,Mexico
2021-02-01,21,11,0.0,11.2,4,63,10:30 PM,10:10 AM,07:11 AM,06:29 PM,5,15,16,15,13,29,53,0.1,1021,21,10,130,11,Mexico
2021-02-02,25,9,0.0,11.2,5,55,11:29 PM,10:50 AM,07:11 AM,06:30 PM,1,17,17,17,8,4,43,0.0,1019,25,10,144,7,Mexico
2021-02-03,27,15,0.0,11.2,6,48,No moonrise,11:32 AM,07:11 AM,06:30 PM,0,21,21,21,5,0,28,0.0,1017,27,10,191,5,Mexico
2021-02-04,29,17,0.0,11.2,6,40,12:28 AM,12:14 PM,07:10 AM,06:31 PM,1,23,23,23,3,0,25,0.0,1015,29,10,123,3,Mexico
2021-02-05,31,18,0.0,11.2,6,33,01:29 AM,01:00 PM,07:10 AM,06:31 PM,3,25,25,24,5,1,29,0.0,1013,31,10,194,5,Mexico
2021-02-06,30,16,0.0,11.2,6,25,02:30 AM,01:51 PM,07:09 AM,06:32 PM,4,23,23,23,8,2,34,0.0,1013,30,10,199,7,Mexico
2021-02-07,26,15,0.0,11.2,6,18,03:33 AM,02:46 PM,07:09 AM,06:32 PM,4,21,21,21,9,1,35,0.0,1015,26,10,108,8,Mexico
