date_time,United%20States%2C%20North%20Dakota_maxtempC,United%20States%2C%20North%20Dakota_mintempC,United%20States%2C%20North%20Dakota_totalSnow_cm,United%20States%2C%20North%20Dakota_sunHour,United%20States%2C%20North%20Dakota_uvIndex,United%20States%2C%20North%20Dakota_moon_illumination,United%20States%2C%20North%20Dakota_moonrise,United%20States%2C%20North%20Dakota_moonset,United%20States%2C%20North%20Dakota_sunrise,United%20States%2C%20North%20Dakota_sunset,United%20States%2C%20North%20Dakota_DewPointC,United%20States%2C%20North%20Dakota_FeelsLikeC,United%20States%2C%20North%20Dakota_HeatIndexC,United%20States%2C%20North%20Dakota_WindChillC,United%20States%2C%20North%20Dakota_WindGustKmph,United%20States%2C%20North%20Dakota_cloudcover,United%20States%2C%20North%20Dakota_humidity,United%20States%2C%20North%20Dakota_precipMM,United%20States%2C%20North%20Dakota_pressure,United%20States%2C%20North%20Dakota_tempC,United%20States%2C%20North%20Dakota_visibility,United%20States%2C%20North%20Dakota_winddirDegree,United%20States%2C%20North%20Dakota_windspeedKmph,United%20States%2C%20North%20Dakota_location
2020-04-13,-2,-5,0.6,9.5,1,53,12:27 AM,09:09 AM,05:05 AM,06:34 PM,-13,-10,-4,-10,30,73,48,1.7,1023,-2,5,311,23,United%20States%2C%20North%20Dakota
2020-04-14,2,-7,0.0,12.0,1,46,01:23 AM,10:06 AM,05:03 AM,06:35 PM,-15,-8,-3,-8,19,46,40,0.0,1022,2,10,291,14,United%20States%2C%20North%20Dakota
2020-04-15,4,-4,0.0,12.0,1,38,02:09 AM,11:08 AM,05:01 AM,06:36 PM,-14,-4,-0,-4,16,29,36,0.0,1020,4,10,264,12,United%20States%2C%20North%20Dakota
2020-04-16,4,-3,0.0,13.4,2,30,02:46 AM,12:11 PM,05:00 AM,06:38 PM,-11,-3,0,-3,17,25,43,0.0,1025,4,10,305,12,United%20States%2C%20North%20Dakota
2020-04-17,9,-2,0.0,13.3,2,23,03:16 AM,01:15 PM,04:58 AM,06:39 PM,-7,0,4,0,22,33,49,0.0,1016,9,10,247,16,United%20States%2C%20North%20Dakota
2020-04-18,9,3,0.0,9.8,2,15,03:42 AM,02:17 PM,04:56 AM,06:40 PM,-1,3,6,3,28,54,61,0.3,1009,9,10,302,19,United%20States%2C%20North%20Dakota
2020-04-19,9,-1,0.0,12.2,1,8,04:04 AM,03:20 PM,04:54 AM,06:42 PM,-5,2,4,2,18,48,50,0.0,1014,9,10,163,13,United%20States%2C%20North%20Dakota
2020-04-20,13,3,0.0,11.0,2,0,04:25 AM,04:21 PM,04:53 AM,06:43 PM,-0,5,8,5,33,43,58,0.2,1010,13,10,304,24,United%20States%2C%20North%20Dakota
2020-04-21,19,3,0.0,13.3,3,0,04:45 AM,05:24 PM,04:51 AM,06:44 PM,0,9,11,9,21,26,49,0.0,1011,19,10,211,14,United%20States%2C%20North%20Dakota
2020-04-22,19,10,0.0,9.9,4,0,05:05 AM,06:25 PM,04:49 AM,06:46 PM,4,13,15,13,24,54,54,0.6,1006,19,10,299,16,United%20States%2C%20North%20Dakota
2020-04-23,11,9,0.0,9.9,3,0,05:27 AM,07:29 PM,04:47 AM,06:47 PM,5,9,10,9,21,70,71,3.1,1005,11,9,269,15,United%20States%2C%20North%20Dakota
2020-04-24,16,6,0.0,11.1,3,7,05:51 AM,08:33 PM,04:46 AM,06:48 PM,1,10,11,10,17,52,55,1.7,1013,16,10,306,11,United%20States%2C%20North%20Dakota
2020-04-25,15,7,0.0,13.4,3,15,06:18 AM,09:38 PM,04:44 AM,06:49 PM,2,9,11,9,26,50,59,3.3,1017,15,10,292,19,United%20States%2C%20North%20Dakota
2020-04-26,19,6,0.0,13.4,3,22,06:52 AM,10:41 PM,04:42 AM,06:51 PM,2,11,12,11,24,42,55,0.0,1014,19,10,195,17,United%20States%2C%20North%20Dakota
2020-04-27,20,8,0.0,13.4,5,30,07:33 AM,11:40 PM,04:41 AM,06:52 PM,1,14,15,14,18,26,45,9.4,1010,20,9,249,12,United%20States%2C%20North%20Dakota
2020-04-28,16,9,0.0,14.1,3,37,08:23 AM,No moonset,04:39 AM,06:53 PM,4,12,13,12,39,38,58,15.2,1010,16,9,307,29,United%20States%2C%20North%20Dakota
2020-04-29,17,5,0.0,14.2,4,45,09:22 AM,12:33 AM,04:38 AM,06:55 PM,1,9,11,9,19,17,56,0.0,1020,17,10,282,13,United%20States%2C%20North%20Dakota
2020-04-30,23,9,0.0,14.2,5,52,10:29 AM,01:20 AM,04:36 AM,06:56 PM,3,14,16,14,29,12,46,0.0,1009,23,10,155,19,United%20States%2C%20North%20Dakota
2020-05-01,21,15,0.0,14.2,4,58,11:42 AM,01:59 AM,04:35 AM,06:57 PM,7,17,18,17,32,27,53,0.1,1005,21,10,278,23,United%20States%2C%20North%20Dakota
2020-05-02,19,8,0.0,14.3,4,65,12:59 PM,02:32 AM,04:33 AM,06:59 PM,1,13,14,13,18,14,43,0.0,1014,19,10,289,11,United%20States%2C%20North%20Dakota
2020-05-03,21,9,0.0,14.5,5,72,02:17 PM,03:02 AM,04:32 AM,07:00 PM,4,14,15,14,26,29,49,0.2,1012,21,10,130,18,United%20States%2C%20North%20Dakota
2020-05-04,17,11,0.0,13.4,3,80,03:36 PM,03:29 AM,04:30 AM,07:01 PM,4,12,13,12,29,53,56,3.9,1012,17,10,264,22,United%20States%2C%20North%20Dakota
2020-05-05,16,7,0.0,12.4,3,87,04:57 PM,03:55 AM,04:29 AM,07:03 PM,-1,10,12,10,29,33,43,0.1,1017,16,10,298,20,United%20States%2C%20North%20Dakota
2020-05-06,15,4,0.0,14.5,4,94,06:18 PM,04:22 AM,04:27 AM,07:04 PM,0,9,10,9,16,6,57,0.0,1024,15,10,132,11,United%20States%2C%20North%20Dakota
2020-05-07,12,8,0.0,9.2,2,100,07:39 PM,04:51 AM,04:26 AM,07:05 PM,2,7,10,7,34,70,59,9.9,1018,12,9,89,24,United%20States%2C%20North%20Dakota
2020-05-08,14,1,0.0,12.4,2,100,08:57 PM,05:26 AM,04:24 AM,07:06 PM,-2,7,8,7,12,33,51,0.0,1025,14,10,234,7,United%20States%2C%20North%20Dakota
2020-05-09,6,2,0.0,9.3,1,84,10:09 PM,06:07 AM,04:23 AM,07:08 PM,1,1,5,1,42,71,74,4.0,1020,6,7,268,30,United%20States%2C%20North%20Dakota
2020-05-10,5,-0,5.1,11.4,1,77,11:13 PM,06:55 AM,04:22 AM,07:09 PM,-3,-2,2,-2,21,64,71,8.3,1029,5,8,106,16,United%20States%2C%20North%20Dakota
2020-05-11,8,-1,0.0,12.4,1,70,No moonrise,07:52 AM,04:21 AM,07:10 PM,-6,2,4,2,13,35,51,0.0,1027,8,10,96,9,United%20States%2C%20North%20Dakota
2020-05-12,6,-1,0.0,10.4,1,62,12:04 AM,08:53 AM,04:19 AM,07:11 PM,-1,-1,4,-1,34,71,69,1.1,1019,6,8,125,24,United%20States%2C%20North%20Dakota
2020-05-13,17,6,0.0,9.3,3,55,12:46 AM,09:58 AM,04:18 AM,07:13 PM,7,9,11,9,27,87,78,3.9,1004,17,9,213,18,United%20States%2C%20North%20Dakota
2020-05-14,17,8,0.0,13.5,3,48,01:19 AM,11:03 AM,04:17 AM,07:14 PM,3,11,12,11,21,28,59,0.4,1010,17,10,283,16,United%20States%2C%20North%20Dakota
2020-05-15,18,7,0.0,14.5,4,40,01:47 AM,12:07 PM,04:16 AM,07:15 PM,4,12,13,12,20,19,59,0.0,1013,18,10,125,14,United%20States%2C%20North%20Dakota
2020-05-16,12,9,0.0,9.4,3,33,02:10 AM,01:10 PM,04:15 AM,07:16 PM,8,9,11,9,20,81,84,7.7,1012,12,10,133,15,United%20States%2C%20North%20Dakota
2020-05-17,19,6,0.0,14.5,3,26,02:31 AM,02:12 PM,04:14 AM,07:17 PM,7,12,13,12,18,26,74,0.0,1017,19,7,120,13,United%20States%2C%20North%20Dakota
2020-05-18,19,10,0.0,14.5,5,19,02:51 AM,03:14 PM,04:12 AM,07:18 PM,9,13,15,13,41,9,69,0.0,1013,19,10,145,31,United%20States%2C%20North%20Dakota
2020-05-19,24,12,0.0,14.5,5,11,03:11 AM,04:16 PM,04:11 AM,07:20 PM,12,17,19,17,45,13,73,0.0,1009,24,10,148,34,United%20States%2C%20North%20Dakota
2020-05-20,24,15,0.0,13.5,4,4,03:32 AM,05:20 PM,04:10 AM,07:21 PM,14,18,20,18,44,45,74,0.0,1006,24,10,145,33,United%20States%2C%20North%20Dakota
2020-05-21,24,15,0.0,14.5,6,0,03:55 AM,06:24 PM,04:09 AM,07:22 PM,8,20,20,20,23,31,51,0.0,1005,24,10,186,16,United%20States%2C%20North%20Dakota
2020-05-22,27,13,0.0,14.5,6,0,04:21 AM,07:29 PM,04:09 AM,07:23 PM,6,20,20,20,22,4,47,0.0,1004,27,10,181,13,United%20States%2C%20North%20Dakota
2020-05-23,25,14,0.0,10.5,5,3,04:53 AM,08:34 PM,04:08 AM,07:24 PM,11,19,20,19,24,53,66,17.0,1006,25,9,173,16,United%20States%2C%20North%20Dakota
2020-05-24,15,7,0.0,9.5,3,10,05:32 AM,09:36 PM,04:07 AM,07:25 PM,10,10,12,10,32,91,85,49.6,1008,15,8,291,22,United%20States%2C%20North%20Dakota
2020-05-25,17,9,0.0,9.5,3,17,06:18 AM,10:31 PM,04:06 AM,07:26 PM,7,11,13,11,22,76,71,0.2,1014,17,10,308,16,United%20States%2C%20North%20Dakota
2020-05-26,24,10,0.0,14.5,5,25,07:15 AM,11:21 PM,04:05 AM,07:27 PM,7,17,17,17,20,17,54,0.0,1011,24,10,240,13,United%20States%2C%20North%20Dakota
2020-05-27,23,13,0.0,12.5,4,32,08:20 AM,No moonset,04:04 AM,07:28 PM,10,16,17,16,21,43,67,11.4,1012,23,9,280,13,United%20States%2C%20North%20Dakota
2020-05-28,20,11,0.0,14.5,5,39,09:31 AM,12:01 AM,04:04 AM,07:29 PM,3,15,16,15,23,6,46,0.0,1021,20,10,328,16,United%20States%2C%20North%20Dakota
2020-05-29,18,7,0.0,14.5,4,47,10:45 AM,12:35 AM,04:03 AM,07:30 PM,5,12,13,12,20,31,62,0.0,1022,18,10,118,13,United%20States%2C%20North%20Dakota
2020-05-30,17,12,0.0,14.5,4,54,12:00 PM,01:05 AM,04:02 AM,07:31 PM,8,14,15,14,25,51,62,0.0,1022,17,10,115,19,United%20States%2C%20North%20Dakota
2020-05-31,23,12,0.0,10.6,4,58,01:17 PM,01:32 AM,04:02 AM,07:32 PM,13,16,17,16,36,73,76,0.1,1013,23,10,148,28,United%20States%2C%20North%20Dakota
2020-06-01,27,16,0.0,14.5,5,71,02:34 PM,01:57 AM,04:01 AM,07:33 PM,13,22,22,22,19,23,63,7.4,1007,27,9,279,12,United%20States%2C%20North%20Dakota
2020-06-02,26,17,0.0,14.5,6,79,03:52 PM,02:22 AM,04:01 AM,07:34 PM,11,21,22,21,24,11,55,0.0,1010,26,10,172,16,United%20States%2C%20North%20Dakota
2020-06-03,27,14,0.0,13.5,5,86,05:12 PM,02:49 AM,04:00 AM,07:34 PM,9,21,21,21,19,29,47,0.2,1010,27,10,239,13,United%20States%2C%20North%20Dakota
2020-06-04,25,14,0.0,14.5,6,94,06:31 PM,03:21 AM,04:00 AM,07:35 PM,7,20,20,20,18,25,47,0.0,1008,25,10,300,13,United%20States%2C%20North%20Dakota
2020-06-05,24,12,0.0,14.5,5,100,07:47 PM,03:57 AM,03:59 AM,07:36 PM,6,18,19,18,18,12,45,0.0,1013,24,10,183,11,United%20States%2C%20North%20Dakota
2020-06-06,20,16,0.0,9.9,4,100,08:55 PM,04:42 AM,03:59 AM,07:37 PM,15,18,18,18,54,89,83,24.7,1006,20,9,130,35,United%20States%2C%20North%20Dakota
2020-06-07,27,15,0.0,13.6,6,84,09:54 PM,05:35 AM,03:59 AM,07:37 PM,12,22,22,21,28,39,60,34.3,996,27,10,208,17,United%20States%2C%20North%20Dakota
2020-06-08,21,14,0.0,14.5,5,76,10:40 PM,06:35 AM,03:58 AM,07:38 PM,7,17,18,17,29,21,53,0.3,1003,21,10,269,21,United%20States%2C%20North%20Dakota
2020-06-09,20,10,0.0,14.5,4,69,11:18 PM,07:41 AM,03:58 AM,07:39 PM,6,14,15,14,29,24,58,0.0,1010,20,10,308,21,United%20States%2C%20North%20Dakota
2020-06-10,20,10,0.0,14.5,4,61,11:49 PM,08:47 AM,03:58 AM,07:39 PM,6,14,15,14,33,34,54,0.1,1011,20,10,298,22,United%20States%2C%20North%20Dakota
2020-06-11,27,11,0.0,14.5,6,54,No moonrise,09:53 AM,03:58 AM,07:40 PM,6,19,19,19,19,9,47,0.0,1017,27,10,253,13,United%20States%2C%20North%20Dakota
2020-06-12,29,15,0.0,14.5,6,46,12:14 AM,10:57 AM,03:58 AM,07:40 PM,11,23,23,22,21,4,53,0.0,1018,29,10,116,14,United%20States%2C%20North%20Dakota
2020-06-13,31,18,0.0,14.5,6,38,12:36 AM,12:00 PM,03:58 AM,07:41 PM,15,25,25,24,39,34,63,0.2,1011,31,10,133,29,United%20States%2C%20North%20Dakota
2020-06-14,31,20,0.0,12.7,6,31,12:56 AM,01:03 PM,03:58 AM,07:41 PM,15,26,26,25,36,47,60,2.9,1004,31,10,153,26,United%20States%2C%20North%20Dakota
2020-06-15,27,14,0.0,14.5,6,23,01:16 AM,02:04 PM,03:58 AM,07:42 PM,9,21,21,21,19,7,51,0.0,1009,27,10,133,12,United%20States%2C%20North%20Dakota
2020-06-16,36,20,0.0,13.6,6,16,01:36 AM,03:07 PM,03:58 AM,07:42 PM,11,28,28,27,36,25,46,0.0,1002,36,10,187,24,United%20States%2C%20North%20Dakota
2020-06-17,25,16,0.0,14.5,6,8,01:58 AM,04:11 PM,03:58 AM,07:42 PM,12,21,22,21,23,25,61,0.1,1004,25,10,252,15,United%20States%2C%20North%20Dakota
2020-06-18,17,11,0.0,10.8,4,1,02:23 AM,05:17 PM,03:58 AM,07:43 PM,7,14,15,14,33,52,62,0.6,1013,17,10,282,25,United%20States%2C%20North%20Dakota
2020-06-19,23,8,0.0,14.5,5,0,02:52 AM,06:22 PM,03:58 AM,07:43 PM,5,15,16,15,21,22,54,0.1,1016,23,10,251,14,United%20States%2C%20North%20Dakota
2020-06-20,23,12,0.0,13.6,4,0,03:29 AM,07:26 PM,03:58 AM,07:43 PM,10,17,18,17,17,46,64,2.1,1010,23,10,236,11,United%20States%2C%20North%20Dakota
2020-06-21,21,15,0.0,10.8,4,0,04:13 AM,08:25 PM,03:58 AM,07:43 PM,13,17,18,17,17,72,72,10.3,1006,21,8,284,10,United%20States%2C%20North%20Dakota
2020-06-22,20,11,0.0,13.6,4,7,05:07 AM,09:18 PM,03:58 AM,07:43 PM,9,15,16,15,18,39,66,1.1,1013,20,10,187,13,United%20States%2C%20North%20Dakota
2020-06-23,24,11,0.0,14.5,5,14,06:11 AM,10:02 PM,03:59 AM,07:44 PM,8,18,19,18,9,17,57,0.0,1015,24,10,178,6,United%20States%2C%20North%20Dakota
2020-06-24,29,16,0.0,14.5,6,22,07:21 AM,10:39 PM,03:59 AM,07:44 PM,10,23,23,23,14,20,47,0.0,1010,29,10,130,9,United%20States%2C%20North%20Dakota
2020-06-25,27,14,0.0,12.7,5,29,08:35 AM,11:10 PM,03:59 AM,07:44 PM,14,23,23,21,21,41,58,5.4,1005,27,9,176,13,United%20States%2C%20North%20Dakota
2020-06-26,28,17,0.0,13.5,5,37,09:50 AM,11:37 PM,04:00 AM,07:44 PM,11,23,23,23,17,30,54,0.8,1010,28,10,197,11,United%20States%2C%20North%20Dakota
2020-06-27,33,19,0.0,14.5,7,44,11:06 AM,No moonset,04:00 AM,07:44 PM,12,26,26,26,28,3,44,0.0,1003,33,10,170,18,United%20States%2C%20North%20Dakota
2020-06-28,34,20,0.0,14.5,7,52,12:21 PM,12:02 AM,04:01 AM,07:44 PM,15,27,27,27,31,11,57,1.7,995,34,10,144,22,United%20States%2C%20North%20Dakota
2020-06-29,35,20,0.0,14.5,7,59,01:37 PM,12:26 AM,04:01 AM,07:43 PM,13,27,27,28,22,22,48,0.2,997,35,10,206,16,United%20States%2C%20North%20Dakota
2020-06-30,19,10,0.0,9.6,4,67,02:54 PM,12:51 AM,04:02 AM,07:43 PM,15,17,18,17,32,87,83,27.0,1003,19,7,306,20,United%20States%2C%20North%20Dakota
2020-07-01,25,13,0.0,14.5,6,72,04:11 PM,01:20 AM,04:02 AM,07:43 PM,11,19,19,19,12,11,63,0.0,1007,25,10,202,8,United%20States%2C%20North%20Dakota
2020-07-02,33,17,0.0,13.5,6,79,05:27 PM,01:53 AM,04:03 AM,07:43 PM,10,26,26,25,30,25,45,2.9,1009,33,10,179,19,United%20States%2C%20North%20Dakota
2020-07-03,31,20,0.0,13.5,6,86,06:37 PM,02:33 AM,04:04 AM,07:42 PM,17,26,26,25,23,38,67,10.4,1013,31,9,164,15,United%20States%2C%20North%20Dakota
2020-07-04,32,20,0.0,13.5,6,94,07:40 PM,03:22 AM,04:04 AM,07:42 PM,18,27,27,26,19,37,67,16.3,1011,32,9,162,11,United%20States%2C%20North%20Dakota
2020-07-05,30,22,0.0,9.6,6,100,08:32 PM,04:19 AM,04:05 AM,07:42 PM,17,27,27,26,19,68,63,10.5,1009,30,9,220,11,United%20States%2C%20North%20Dakota
2020-07-06,29,19,0.0,13.5,6,100,09:14 PM,05:23 AM,04:06 AM,07:41 PM,14,24,24,24,14,52,61,2.2,1012,29,9,147,9,United%20States%2C%20North%20Dakota
2020-07-07,30,19,0.0,11.6,6,85,09:48 PM,06:29 AM,04:06 AM,07:41 PM,17,26,26,25,35,65,68,14.1,1008,30,9,135,22,United%20States%2C%20North%20Dakota
2020-07-08,27,18,0.0,14.5,6,77,10:15 PM,07:37 AM,04:07 AM,07:40 PM,13,23,23,23,26,18,59,9.4,1005,27,10,242,18,United%20States%2C%20North%20Dakota
2020-07-09,26,15,0.0,14.5,6,70,10:39 PM,08:42 AM,04:08 AM,07:40 PM,10,21,21,21,25,17,52,0.4,1010,26,10,262,18,United%20States%2C%20North%20Dakota
2020-07-10,30,16,0.0,14.5,6,63,11:00 PM,09:47 AM,04:09 AM,07:39 PM,10,23,23,23,17,7,45,0.0,1012,30,10,159,12,United%20States%2C%20North%20Dakota
2020-07-11,27,15,0.0,14.5,6,55,11:20 PM,10:49 AM,04:10 AM,07:39 PM,10,22,22,21,25,17,55,0.1,1015,27,10,298,17,United%20States%2C%20North%20Dakota
2020-07-12,32,17,0.0,14.5,7,48,11:40 PM,11:52 AM,04:10 AM,07:38 PM,10,24,24,24,28,1,42,0.0,1010,32,10,159,19,United%20States%2C%20North%20Dakota
2020-07-13,27,19,0.0,13.5,5,41,No moonrise,12:54 PM,04:11 AM,07:37 PM,12,24,24,23,28,31,54,0.2,1005,27,10,187,19,United%20States%2C%20North%20Dakota
2020-07-14,26,15,0.0,14.5,6,34,12:01 AM,01:57 PM,04:12 AM,07:37 PM,6,21,21,21,18,15,44,0.0,1012,26,10,251,13,United%20States%2C%20North%20Dakota
2020-07-15,29,14,0.0,14.5,6,26,12:24 AM,03:01 PM,04:13 AM,07:36 PM,5,22,22,22,24,4,39,0.0,1012,29,10,233,15,United%20States%2C%20North%20Dakota
2020-07-16,30,15,0.0,14.5,6,19,12:51 AM,04:07 PM,04:14 AM,07:35 PM,6,24,24,24,16,6,34,0.0,1012,30,10,278,9,United%20States%2C%20North%20Dakota
2020-07-17,35,20,0.0,14.5,7,12,01:24 AM,05:12 PM,04:15 AM,07:34 PM,14,28,28,27,27,9,50,0.0,1006,35,10,176,18,United%20States%2C%20North%20Dakota
2020-07-18,29,20,0.0,13.5,6,5,02:05 AM,06:13 PM,04:16 AM,07:33 PM,13,25,25,24,20,31,52,0.6,1007,29,10,110,14,United%20States%2C%20North%20Dakota
2020-07-19,29,16,0.0,13.5,6,0,02:56 AM,07:10 PM,04:17 AM,07:32 PM,10,23,23,23,14,25,55,1.1,1013,29,10,208,9,United%20States%2C%20North%20Dakota
2020-07-20,26,18,0.0,10.5,5,0,03:57 AM,07:58 PM,04:18 AM,07:31 PM,13,23,23,22,19,66,62,4.3,1013,26,9,127,14,United%20States%2C%20North%20Dakota
2020-07-21,29,15,0.0,14.5,6,2,05:06 AM,08:38 PM,04:19 AM,07:30 PM,10,22,22,22,20,12,53,0.1,1012,29,10,285,12,United%20States%2C%20North%20Dakota
2020-07-22,33,18,0.0,14.5,6,10,06:21 AM,09:12 PM,04:20 AM,07:29 PM,13,26,26,25,27,16,49,0.0,1009,33,10,135,19,United%20States%2C%20North%20Dakota
2020-07-23,33,22,0.0,14.5,7,17,07:38 AM,09:41 PM,04:21 AM,07:28 PM,18,29,29,27,34,24,61,0.4,1006,33,10,155,24,United%20States%2C%20North%20Dakota
2020-07-24,36,22,0.0,14.5,8,24,08:55 AM,10:06 PM,04:23 AM,07:27 PM,12,29,29,28,20,17,39,0.9,1003,36,10,185,12,United%20States%2C%20North%20Dakota
2020-07-25,36,22,0.0,14.5,8,32,10:11 AM,10:31 PM,04:24 AM,07:26 PM,13,31,31,30,19,4,43,0.0,1004,36,10,229,13,United%20States%2C%20North%20Dakota
2020-07-26,30,19,0.0,14.5,7,39,11:27 AM,10:56 PM,04:25 AM,07:25 PM,6,25,25,25,18,11,34,0.0,1016,30,10,172,12,United%20States%2C%20North%20Dakota
2020-07-27,31,19,0.0,14.5,7,46,12:43 PM,11:23 PM,04:26 AM,07:24 PM,7,25,25,25,13,7,34,0.0,1016,31,10,54,8,United%20States%2C%20North%20Dakota
2020-07-28,31,17,0.0,14.5,7,53,01:59 PM,11:54 PM,04:27 AM,07:23 PM,9,25,25,24,22,2,41,0.0,1011,31,10,97,14,United%20States%2C%20North%20Dakota
2020-07-29,28,20,0.0,14.5,6,61,03:14 PM,No moonset,04:28 AM,07:21 PM,11,25,25,24,20,18,44,0.0,1012,28,10,132,14,United%20States%2C%20North%20Dakota
2020-07-30,31,18,0.0,14.5,7,68,04:25 PM,12:30 AM,04:29 AM,07:20 PM,12,24,24,24,18,16,47,0.0,1016,31,10,196,11,United%20States%2C%20North%20Dakota
2020-07-31,32,20,0.0,13.5,6,72,05:30 PM,01:15 AM,04:31 AM,07:19 PM,14,27,27,26,19,44,51,2.6,1015,32,10,209,14,United%20States%2C%20North%20Dakota
2020-08-01,27,17,0.0,14.5,5,82,06:25 PM,02:08 AM,04:32 AM,07:17 PM,11,22,22,22,22,31,55,0.1,1018,27,10,30,16,United%20States%2C%20North%20Dakota
2020-08-02,26,14,0.0,14.5,6,90,07:10 PM,03:08 AM,04:33 AM,07:16 PM,8,21,21,21,14,15,48,0.0,1019,26,10,87,9,United%20States%2C%20North%20Dakota
2020-08-03,26,15,0.0,14.5,6,97,07:47 PM,04:13 AM,04:34 AM,07:15 PM,9,21,21,21,29,6,49,0.0,1017,26,10,134,21,United%20States%2C%20North%20Dakota
2020-08-04,23,16,0.0,10.3,5,100,08:16 PM,05:21 AM,04:35 AM,07:13 PM,13,20,21,20,24,54,65,2.7,1012,23,10,128,16,United%20States%2C%20North%20Dakota
2020-08-05,28,17,0.0,14.5,6,88,08:41 PM,06:28 AM,04:37 AM,07:12 PM,11,22,22,22,25,20,57,2.6,1011,28,10,238,17,United%20States%2C%20North%20Dakota
2020-08-06,31,16,0.0,14.5,7,81,09:03 PM,07:33 AM,04:38 AM,07:10 PM,11,24,24,24,21,2,50,0.0,1009,31,10,133,14,United%20States%2C%20North%20Dakota
2020-08-07,35,22,0.0,14.5,7,74,09:24 PM,08:37 AM,04:39 AM,07:09 PM,14,30,30,28,24,9,45,0.0,1004,35,10,214,16,United%20States%2C%20North%20Dakota
2020-08-08,29,19,0.0,9.2,5,67,09:43 PM,09:40 AM,04:40 AM,07:07 PM,10,25,25,24,21,72,42,9.4,1010,29,9,72,12,United%20States%2C%20North%20Dakota
2020-08-09,27,20,0.0,14.5,6,59,10:03 PM,10:41 AM,04:41 AM,07:06 PM,12,24,24,23,30,12,53,0.1,1009,27,10,250,21,United%20States%2C%20North%20Dakota
2020-08-10,26,17,0.0,14.5,6,52,10:25 PM,11:44 AM,04:43 AM,07:04 PM,3,21,21,21,15,19,31,0.0,1014,26,10,262,9,United%20States%2C%20North%20Dakota
2020-08-11,32,18,0.0,14.5,7,45,10:50 PM,12:47 PM,04:44 AM,07:03 PM,10,25,25,25,15,11,42,0.2,1007,32,10,132,9,United%20States%2C%20North%20Dakota
2020-08-12,34,19,0.0,14.5,7,38,11:20 PM,01:51 PM,04:45 AM,07:01 PM,15,28,28,27,24,13,55,0.5,1006,34,10,144,16,United%20States%2C%20North%20Dakota
2020-08-13,33,20,0.0,14.1,7,30,11:57 PM,02:56 PM,04:46 AM,06:59 PM,14,28,28,27,19,22,54,1.5,1005,33,10,191,13,United%20States%2C%20North%20Dakota
2020-08-14,26,18,0.0,13.4,5,23,No moonrise,03:58 PM,04:48 AM,06:58 PM,10,23,23,23,26,34,49,4.4,1011,26,9,183,19,United%20States%2C%20North%20Dakota
2020-08-15,30,17,0.0,14.1,6,16,12:42 AM,04:57 PM,04:49 AM,06:56 PM,3,23,23,24,19,5,29,0.0,1014,30,10,253,12,United%20States%2C%20North%20Dakota
2020-08-16,29,16,0.0,14.0,6,8,01:39 AM,05:49 PM,04:50 AM,06:54 PM,7,23,23,23,16,5,38,0.0,1018,29,10,175,10,United%20States%2C%20North%20Dakota
2020-08-17,33,19,0.0,13.4,6,1,02:45 AM,06:32 PM,04:51 AM,06:53 PM,7,25,25,26,19,20,33,0.0,1017,33,10,170,12,United%20States%2C%20North%20Dakota
2020-08-18,36,23,0.0,14.0,8,0,03:59 AM,07:09 PM,04:53 AM,06:51 PM,7,29,29,29,22,8,27,0.0,1012,36,10,187,14,United%20States%2C%20North%20Dakota
2020-08-19,35,22,0.0,13.3,6,0,05:17 AM,07:41 PM,04:54 AM,06:49 PM,7,29,29,29,17,14,28,0.0,1008,35,10,295,10,United%20States%2C%20North%20Dakota
2020-08-20,36,23,0.0,13.9,8,6,06:36 AM,08:08 PM,04:55 AM,06:47 PM,7,29,29,30,19,10,26,0.1,1004,36,10,207,12,United%20States%2C%20North%20Dakota
2020-08-21,33,23,0.0,13.3,6,13,07:55 AM,08:33 PM,04:56 AM,06:46 PM,11,29,29,28,13,27,36,0.6,1004,33,10,225,9,United%20States%2C%20North%20Dakota
2020-08-22,34,21,0.0,13.9,7,20,09:14 AM,08:59 PM,04:58 AM,06:44 PM,6,28,28,28,17,1,27,0.0,1008,34,10,265,10,United%20States%2C%20North%20Dakota
2020-08-23,35,23,0.0,13.3,7,28,10:32 AM,09:26 PM,04:59 AM,06:42 PM,8,29,29,29,16,26,28,0.1,1008,35,10,124,12,United%20States%2C%20North%20Dakota
2020-08-24,33,18,0.0,13.4,7,35,11:50 AM,09:56 PM,05:00 AM,06:40 PM,13,27,27,26,22,6,51,0.0,1011,33,10,86,15,United%20States%2C%20North%20Dakota
2020-08-25,34,21,0.0,13.4,7,42,01:06 PM,10:30 PM,05:02 AM,06:39 PM,14,28,28,27,19,28,49,0.0,1007,34,10,142,13,United%20States%2C%20North%20Dakota
2020-08-26,33,24,0.0,13.3,6,50,02:18 PM,11:12 PM,05:03 AM,06:37 PM,13,29,29,29,23,29,40,0.5,1005,33,10,184,15,United%20States%2C%20North%20Dakota
2020-08-27,26,20,0.0,10.8,5,57,03:24 PM,No moonset,05:04 AM,06:35 PM,14,25,25,23,22,53,63,22.6,1007,26,9,143,13,United%20States%2C%20North%20Dakota
2020-08-28,24,18,0.0,13.3,5,64,04:21 PM,12:02 AM,05:05 AM,06:33 PM,10,21,21,21,22,25,56,1.4,1012,24,10,291,16,United%20States%2C%20North%20Dakota
