date_time,Ireland_maxtempC,Ireland_mintempC,Ireland_totalSnow_cm,Ireland_sunHour,Ireland_uvIndex,Ireland_moon_illumination,Ireland_moonrise,Ireland_moonset,Ireland_sunrise,Ireland_sunset,Ireland_DewPointC,Ireland_FeelsLikeC,Ireland_HeatIndexC,Ireland_WindChillC,Ireland_WindGustKmph,Ireland_cloudcover,Ireland_humidity,Ireland_precipMM,Ireland_pressure,Ireland_tempC,Ireland_visibility,Ireland_winddirDegree,Ireland_windspeedKmph,Ireland_location
2020-06-30,15,11,0.0,12.8,3,67,03:25 PM,01:11 AM,04:01 AM,08:56 PM,10,12,13,12,15,59,79,0.3,1004,15,10,237,11,Ireland
2020-07-01,14,7,0.0,10.3,3,72,04:50 PM,01:31 AM,04:02 AM,08:56 PM,12,11,12,11,13,87,93,7.1,1004,14,8,253,9,Ireland
2020-07-02,16,10,0.0,10.3,3,79,06:14 PM,01:55 AM,04:03 AM,08:55 PM,10,12,13,12,19,89,85,9.4,1010,16,9,277,14,Ireland
2020-07-03,17,8,0.0,10.3,3,86,07:33 PM,02:26 AM,04:03 AM,08:55 PM,13,12,14,12,30,97,88,1.2,1009,17,8,233,20,Ireland
2020-07-04,18,10,0.0,11.2,4,94,08:40 PM,03:07 AM,04:04 AM,08:54 PM,14,15,16,15,30,90,88,0.2,1005,18,9,237,20,Ireland
2020-07-05,15,11,0.0,12.0,3,100,09:34 PM,04:00 AM,04:05 AM,08:54 PM,10,12,14,12,49,68,76,0.9,1006,15,10,263,36,Ireland
2020-07-06,18,10,0.0,12.0,4,100,10:13 PM,05:04 AM,04:06 AM,08:53 PM,9,12,13,12,31,62,75,0.7,1021,18,10,292,22,Ireland
2020-07-07,15,5,0.0,10.3,3,85,10:43 PM,06:16 AM,04:07 AM,08:52 PM,11,9,11,9,23,94,93,5.3,1017,15,10,246,15,Ireland
2020-07-08,14,8,0.0,10.3,3,77,11:06 PM,07:30 AM,04:08 AM,08:52 PM,11,10,12,10,18,100,93,5.3,1014,14,7,82,13,Ireland
2020-07-09,14,5,0.0,10.3,3,70,11:24 PM,08:43 AM,04:09 AM,08:51 PM,11,10,12,10,22,91,94,15.7,1012,14,7,113,14,Ireland
2020-07-10,16,6,0.0,12.8,3,63,11:39 PM,09:55 AM,04:10 AM,08:50 PM,9,10,12,10,26,64,83,4.3,1021,16,10,306,16,Ireland
2020-07-11,17,7,0.0,11.9,3,55,11:53 PM,11:05 AM,04:11 AM,08:49 PM,9,11,12,11,14,56,82,0.5,1027,17,9,271,9,Ireland
2020-07-12,19,9,0.0,12.8,4,48,No moonrise,12:13 PM,04:13 AM,08:48 PM,10,15,15,15,12,57,76,0.1,1027,19,10,226,8,Ireland
2020-07-13,19,13,0.0,11.1,4,41,12:06 AM,01:22 PM,04:14 AM,08:47 PM,13,15,16,15,25,75,85,0.4,1021,19,10,258,16,Ireland
2020-07-14,14,8,0.0,10.2,3,34,12:20 AM,02:31 PM,04:15 AM,08:46 PM,10,9,11,9,23,89,91,1.0,1020,14,8,275,16,Ireland
2020-07-15,18,12,0.0,10.2,4,26,12:36 AM,03:42 PM,04:16 AM,08:45 PM,12,13,14,13,27,90,88,0.6,1018,18,9,279,19,Ireland
2020-07-16,21,14,0.0,11.0,4,19,12:56 AM,04:54 PM,04:18 AM,08:44 PM,14,16,17,16,24,79,85,0.2,1021,21,10,268,18,Ireland
2020-07-17,17,13,0.0,10.1,4,12,01:21 AM,06:05 PM,04:19 AM,08:42 PM,14,15,15,15,24,80,89,0.5,1018,17,8,242,16,Ireland
2020-07-18,17,12,0.0,11.9,3,5,01:55 AM,07:12 PM,04:20 AM,08:41 PM,11,14,14,14,16,77,81,0.3,1017,17,10,286,12,Ireland
2020-07-19,16,7,0.0,11.0,3,0,02:39 AM,08:10 PM,04:22 AM,08:40 PM,8,11,12,11,18,64,79,0.7,1022,16,10,314,11,Ireland
2020-07-20,16,6,0.0,13.6,3,0,03:38 AM,08:57 PM,04:23 AM,08:38 PM,8,11,12,11,15,35,77,0.6,1026,16,10,292,10,Ireland
2020-07-21,17,8,0.0,13.6,3,2,04:49 AM,09:34 PM,04:25 AM,08:37 PM,9,13,13,13,13,57,78,0.1,1026,17,10,212,8,Ireland
2020-07-22,19,11,0.0,11.8,4,10,06:09 AM,10:02 PM,04:26 AM,08:36 PM,12,15,16,15,16,81,79,0.7,1021,19,10,236,10,Ireland
2020-07-23,19,15,0.0,11.8,4,17,07:34 AM,10:24 PM,04:27 AM,08:34 PM,14,16,16,16,21,86,88,5.9,1014,19,7,265,14,Ireland
2020-07-24,19,10,0.0,12.7,4,24,08:59 AM,10:43 PM,04:29 AM,08:33 PM,12,15,15,15,11,60,84,0.1,1012,19,8,230,8,Ireland
2020-07-25,18,13,0.0,10.0,4,32,10:24 AM,11:00 PM,04:31 AM,08:31 PM,14,16,16,16,27,84,87,9.1,1003,18,8,258,17,Ireland
2020-07-26,17,11,0.0,12.7,4,39,11:48 AM,11:18 PM,04:32 AM,08:30 PM,11,13,14,13,25,58,83,0.9,1006,17,10,245,17,Ireland
2020-07-27,19,11,0.0,10.9,4,46,01:12 PM,11:36 PM,04:34 AM,08:28 PM,13,14,15,14,33,76,88,9.3,1000,19,7,215,23,Ireland
2020-07-28,17,9,0.0,11.8,3,53,02:36 PM,11:58 PM,04:35 AM,08:26 PM,9,11,13,11,29,52,80,0.2,1014,17,10,284,21,Ireland
2020-07-29,17,8,0.0,12.7,3,61,03:59 PM,No moonset,04:37 AM,08:25 PM,9,12,13,12,16,50,81,0.0,1020,17,10,242,10,Ireland
2020-07-30,21,14,0.0,12.7,4,68,05:18 PM,12:26 AM,04:38 AM,08:23 PM,12,16,16,16,23,51,79,1.6,1017,21,10,157,16,Ireland
2020-07-31,21,15,0.0,13.6,4,72,06:28 PM,01:03 AM,04:40 AM,08:21 PM,14,18,18,18,26,43,81,1.3,1008,21,10,173,15,Ireland
2020-08-01,17,12,0.0,11.7,4,82,07:27 PM,01:50 AM,04:42 AM,08:19 PM,11,14,15,14,19,58,81,1.7,1014,17,10,264,14,Ireland
2020-08-02,16,11,0.0,11.7,3,90,08:11 PM,02:49 AM,04:43 AM,08:18 PM,10,12,14,12,27,66,80,2.4,1016,16,10,272,19,Ireland
2020-08-03,15,8,0.0,11.7,3,97,08:44 PM,03:58 AM,04:45 AM,08:16 PM,9,11,13,11,16,60,78,0.4,1017,15,10,263,11,Ireland
2020-08-04,19,12,0.0,10.7,4,100,09:09 PM,05:11 AM,04:47 AM,08:14 PM,12,15,16,15,32,75,81,1.9,1011,19,6,206,20,Ireland
2020-08-05,18,8,0.0,10.7,4,88,09:28 PM,06:25 AM,04:48 AM,08:12 PM,15,16,16,16,30,80,89,6.5,1006,18,7,216,18,Ireland
2020-08-06,19,14,0.0,13.6,4,81,09:44 PM,07:38 AM,04:50 AM,08:10 PM,14,16,16,16,22,45,86,0.0,1013,19,10,184,14,Ireland
2020-08-07,21,14,0.0,10.7,4,74,09:58 PM,08:49 AM,04:52 AM,08:08 PM,15,17,17,17,28,60,87,3.0,1015,21,10,200,16,Ireland
2020-08-08,16,13,0.0,13.5,4,67,10:12 PM,09:58 AM,04:54 AM,08:06 PM,11,15,15,15,11,20,80,0.0,1023,16,10,95,8,Ireland
2020-08-09,16,13,0.0,10.6,3,59,10:25 PM,11:07 AM,04:55 AM,08:04 PM,13,14,14,14,14,63,90,0.0,1020,16,10,147,10,Ireland
2020-08-10,15,8,0.0,9.7,3,52,10:41 PM,12:16 PM,04:57 AM,08:02 PM,14,14,15,14,16,95,93,0.2,1017,15,10,93,12,Ireland
2020-08-11,18,15,0.0,10.6,4,45,10:59 PM,01:26 PM,04:59 AM,08:00 PM,15,16,16,16,18,84,94,0.3,1015,18,9,263,12,Ireland
2020-08-12,19,16,0.0,11.3,4,38,11:21 PM,02:36 PM,05:01 AM,07:58 PM,16,17,17,17,14,58,91,0.0,1015,19,8,209,9,Ireland
2020-08-13,18,15,0.0,10.2,4,30,11:50 PM,03:47 PM,05:02 AM,07:56 PM,16,17,17,17,24,81,93,4.7,1013,18,10,132,16,Ireland
2020-08-14,17,16,0.0,11.2,4,23,No moonrise,04:55 PM,05:04 AM,07:54 PM,15,16,16,16,14,58,92,0.3,1015,17,7,46,10,Ireland
2020-08-15,17,15,0.0,12.3,4,16,12:28 AM,05:57 PM,05:06 AM,07:52 PM,14,16,16,16,13,57,91,0.0,1016,17,8,44,9,Ireland
2020-08-16,15,14,0.0,9.0,3,8,01:20 AM,06:49 PM,05:08 AM,07:50 PM,14,14,15,14,20,95,95,8.0,1012,15,7,46,14,Ireland
2020-08-17,17,14,0.0,10.1,4,1,02:26 AM,07:30 PM,05:09 AM,07:48 PM,14,15,15,15,13,85,95,4.7,1006,17,7,53,10,Ireland
2020-08-18,19,15,0.0,12.3,4,0,03:44 AM,08:02 PM,05:11 AM,07:46 PM,14,16,16,16,13,63,90,8.0,1005,19,8,240,9,Ireland
2020-08-19,16,6,0.0,10.1,3,0,05:09 AM,08:26 PM,05:13 AM,07:44 PM,14,14,15,14,25,60,92,3.9,997,16,9,152,16,Ireland
2020-08-20,18,13,0.0,11.1,4,6,06:36 AM,08:47 PM,05:15 AM,07:41 PM,13,15,16,15,45,64,82,6.2,992,18,10,180,31,Ireland
2020-08-21,18,14,0.0,11.1,4,13,08:04 AM,09:05 PM,05:16 AM,07:39 PM,12,16,16,16,47,66,78,19.6,990,18,9,207,32,Ireland
2020-08-22,17,14,0.0,8.9,4,20,09:31 AM,09:23 PM,05:18 AM,07:37 PM,13,14,15,14,34,66,84,3.3,1005,17,9,251,24,Ireland
2020-08-23,17,13,0.0,8.8,4,28,10:58 AM,09:41 PM,05:20 AM,07:35 PM,12,14,15,14,27,81,86,3.2,1015,17,9,269,20,Ireland
2020-08-24,15,12,0.0,10.0,3,35,12:24 PM,10:02 PM,05:21 AM,07:32 PM,11,13,14,13,15,62,84,0.0,1013,15,10,208,11,Ireland
2020-08-25,16,13,0.0,8.8,4,42,01:49 PM,10:28 PM,05:23 AM,07:30 PM,13,13,15,13,57,100,90,30.9,991,16,7,203,41,Ireland
2020-08-26,17,13,0.0,12.2,4,50,03:09 PM,11:02 PM,05:25 AM,07:28 PM,12,13,15,13,31,63,83,1.2,1011,17,10,271,23,Ireland
2020-08-27,13,12,0.0,8.7,3,57,04:22 PM,11:45 PM,05:27 AM,07:25 PM,11,12,13,12,14,90,90,12.1,1012,13,8,118,9,Ireland
2020-08-28,14,7,0.0,8.7,3,64,05:23 PM,No moonset,05:28 AM,07:23 PM,10,10,13,10,36,94,86,10.4,1007,14,8,176,27,Ireland
2020-08-29,14,10,0.0,11.0,3,71,06:10 PM,12:40 AM,05:30 AM,07:21 PM,8,10,12,10,30,59,77,0.4,1016,14,10,339,23,Ireland
2020-08-30,14,8,0.0,13.9,4,79,06:46 PM,01:46 AM,05:32 AM,07:18 PM,7,10,11,10,16,22,77,0.1,1021,14,10,205,11,Ireland
2020-08-31,15,10,0.0,12.2,3,82,07:13 PM,02:57 AM,05:34 AM,07:16 PM,9,11,12,11,22,30,78,0.3,1019,15,10,183,14,Ireland
2020-09-01,17,12,0.0,11.0,4,97,07:34 PM,04:10 AM,05:35 AM,07:14 PM,11,14,14,14,25,54,83,0.0,1018,17,10,180,17,Ireland
2020-09-02,17,10,0.0,8.6,3,100,07:50 PM,05:24 AM,05:37 AM,07:11 PM,14,13,15,13,36,78,92,13.6,1013,17,8,182,22,Ireland
2020-09-03,17,13,0.0,12.1,4,88,08:05 PM,06:35 AM,05:39 AM,07:09 PM,12,15,15,15,30,55,81,1.7,1013,17,10,253,21,Ireland
2020-09-04,16,11,0.0,12.1,3,81,08:18 PM,07:45 AM,05:41 AM,07:06 PM,9,12,13,12,32,39,75,0.6,1018,16,10,262,23,Ireland
2020-09-05,15,10,0.0,12.1,3,73,08:31 PM,08:54 AM,05:42 AM,07:04 PM,9,10,12,10,33,50,79,0.4,1021,15,10,279,23,Ireland
2020-09-06,16,12,0.0,9.7,3,66,08:46 PM,10:03 AM,05:44 AM,07:02 PM,12,13,14,13,15,79,88,1.3,1020,16,8,234,11,Ireland
2020-09-07,16,7,0.0,8.2,3,58,09:02 PM,11:12 AM,05:46 AM,06:59 PM,13,12,14,12,20,73,88,1.0,1021,16,8,239,13,Ireland
2020-09-08,20,16,0.0,9.5,4,50,09:22 PM,12:22 PM,05:47 AM,06:57 PM,16,18,18,18,19,77,88,0.3,1022,20,9,244,11,Ireland
2020-09-09,15,13,0.0,9.4,3,43,09:47 PM,01:32 PM,05:49 AM,06:54 PM,12,14,15,14,26,73,80,2.1,1023,15,10,292,19,Ireland
2020-09-10,14,9,0.0,10.7,3,35,10:20 PM,02:41 PM,05:51 AM,06:52 PM,7,11,12,11,17,54,74,0.1,1023,14,10,249,12,Ireland
2020-09-11,15,11,0.0,9.4,3,28,11:05 PM,03:45 PM,05:53 AM,06:49 PM,10,12,13,12,26,69,81,0.6,1013,15,7,232,19,Ireland
2020-09-12,16,10,0.0,11.9,3,20,No moonrise,04:40 PM,05:54 AM,06:47 PM,9,11,13,11,26,46,77,0.6,1015,16,10,239,19,Ireland
2020-09-13,20,14,0.0,12.9,5,13,12:04 AM,05:25 PM,05:56 AM,06:44 PM,13,16,17,16,31,6,81,0.0,1018,20,10,208,19,Ireland
2020-09-14,18,12,0.0,12.8,5,5,01:16 AM,06:00 PM,05:58 AM,06:42 PM,12,15,15,15,27,32,79,0.0,1018,18,10,169,14,Ireland
2020-09-15,21,15,0.0,9.3,4,0,02:37 AM,06:27 PM,05:59 AM,06:39 PM,15,17,17,17,14,60,85,5.7,1018,21,9,158,7,Ireland
2020-09-16,18,15,0.0,11.6,5,0,04:04 AM,06:49 PM,06:01 AM,06:37 PM,14,16,16,16,12,25,89,0.0,1024,18,9,154,8,Ireland
2020-09-17,17,14,0.0,11.6,4,0,05:34 AM,07:08 PM,06:03 AM,06:35 PM,14,15,15,15,11,34,90,0.0,1028,17,8,108,8,Ireland
2020-09-18,15,13,0.0,11.6,4,2,07:03 AM,07:26 PM,06:04 AM,06:32 PM,11,14,14,14,20,1,82,0.0,1026,15,10,122,15,Ireland
2020-09-19,14,10,0.0,8.9,3,10,08:33 AM,07:44 PM,06:06 AM,06:30 PM,10,11,13,11,37,43,82,0.1,1022,14,10,63,26,Ireland
2020-09-20,14,13,0.0,11.6,4,17,10:03 AM,08:04 PM,06:08 AM,06:27 PM,11,12,13,12,20,32,87,0.0,1021,14,10,74,14,Ireland
2020-09-21,17,11,0.0,11.6,5,25,11:32 AM,08:29 PM,06:10 AM,06:25 PM,11,14,14,14,7,19,83,0.0,1017,17,10,224,4,Ireland
2020-09-22,16,12,0.0,8.8,3,32,12:57 PM,09:00 PM,06:11 AM,06:22 PM,12,13,14,13,19,54,87,2.4,1006,16,8,240,13,Ireland
2020-09-23,11,7,0.0,7.4,2,40,02:15 PM,09:41 PM,06:13 AM,06:20 PM,5,7,9,7,19,57,77,3.8,1003,11,10,271,14,Ireland
2020-09-24,10,8,0.0,7.4,2,47,03:21 PM,10:33 PM,06:15 AM,06:17 PM,6,6,9,6,31,68,81,8.2,991,10,9,210,24,Ireland
2020-09-25,12,7,0.0,8.8,3,55,04:12 PM,11:36 PM,06:16 AM,06:15 PM,5,6,9,6,34,42,76,1.5,1014,12,10,318,25,Ireland
2020-09-26,12,5,0.0,10.2,2,62,04:50 PM,No moonset,06:18 AM,06:13 PM,4,6,8,6,24,18,75,0.0,1019,12,10,203,17,Ireland
2020-09-27,13,6,0.0,11.6,4,70,05:19 PM,12:46 AM,06:20 AM,06:10 PM,5,8,10,8,15,15,74,0.0,1018,13,10,213,9,Ireland
2020-09-28,16,11,0.0,7.3,3,78,05:41 PM,01:59 AM,06:22 AM,06:08 PM,10,12,13,12,23,57,82,1.7,1013,16,9,243,14,Ireland
2020-09-29,14,8,0.0,11.6,4,85,05:58 PM,03:12 AM,06:23 AM,06:05 PM,7,10,11,10,19,26,78,0.0,1014,14,10,220,13,Ireland
2020-09-30,14,9,0.0,5.9,3,93,06:12 PM,04:23 AM,06:25 AM,06:03 PM,10,10,12,10,34,87,87,17.8,1000,14,8,237,25,Ireland
2020-10-01,11,7,0.0,7.3,2,97,06:25 PM,05:34 AM,06:27 AM,06:01 PM,5,7,9,7,19,56,77,4.3,996,11,10,182,13,Ireland
2020-10-02,12,10,0.0,7.2,3,100,06:38 PM,06:43 AM,06:29 AM,05:58 PM,7,8,11,8,30,52,76,8.2,999,12,10,113,22,Ireland
2020-10-03,11,7,0.0,4.2,2,89,06:52 PM,07:52 AM,06:31 AM,05:56 PM,7,6,9,6,32,81,85,0.5,996,11,10,323,25,Ireland
2020-10-04,13,6,0.0,4.2,3,82,07:07 PM,09:02 AM,06:32 AM,05:54 PM,9,7,11,7,37,100,91,37.3,984,13,7,307,28,Ireland
2020-10-05,12,9,0.0,4.2,3,74,07:25 PM,10:11 AM,06:34 AM,05:51 PM,9,8,11,8,44,84,87,24.0,994,12,7,290,33,Ireland
2020-10-06,13,11,0.0,5.7,3,67,07:48 PM,11:22 AM,06:36 AM,05:49 PM,9,9,12,9,41,59,82,0.9,995,13,10,269,32,Ireland
2020-10-07,14,9,0.0,7.2,3,60,08:17 PM,12:30 PM,06:38 AM,05:47 PM,7,9,11,9,26,48,78,0.8,1011,14,10,268,18,Ireland
2020-10-08,13,8,0.0,5.7,3,53,08:56 PM,01:36 PM,06:40 AM,05:44 PM,9,9,11,9,25,76,86,11.0,1011,13,9,283,18,Ireland
2020-10-09,11,9,0.0,5.7,3,45,09:48 PM,02:33 PM,06:41 AM,05:42 PM,6,7,10,7,36,59,77,1.2,1018,11,9,276,27,Ireland
2020-10-10,13,7,0.0,4.1,3,38,10:52 PM,03:21 PM,06:43 AM,05:40 PM,7,7,10,7,36,55,82,0.5,1024,13,10,294,25,Ireland
2020-10-11,13,7,0.0,7.2,2,31,No moonrise,03:58 PM,06:45 AM,05:37 PM,7,7,9,7,25,34,84,0.0,1029,13,10,291,18,Ireland
2020-10-12,12,9,0.0,4.1,3,23,12:08 AM,04:27 PM,06:47 AM,05:35 PM,8,8,11,8,30,78,84,8.4,1018,12,8,268,22,Ireland
2020-10-13,12,4,0.0,4.1,2,16,01:31 AM,04:51 PM,06:49 AM,05:33 PM,7,6,9,6,37,84,82,2.8,1015,12,10,200,27,Ireland
2020-10-14,13,11,0.0,5.6,3,9,02:58 AM,05:11 PM,06:51 AM,05:30 PM,9,9,12,9,32,79,82,5.2,1024,13,10,53,22,Ireland
2020-10-15,11,3,0.0,7.1,3,2,04:27 AM,05:29 PM,06:52 AM,05:28 PM,6,8,10,8,20,60,74,0.3,1028,11,10,82,14,Ireland
2020-10-16,11,9,0.0,4.0,3,0,05:57 AM,05:46 PM,06:54 AM,05:26 PM,5,7,10,7,23,70,72,1.2,1026,11,10,113,16,Ireland
2020-10-17,11,7,0.0,5.6,3,0,07:29 AM,06:05 PM,06:56 AM,05:24 PM,7,8,11,8,25,71,78,1.1,1024,11,10,92,18,Ireland
2020-10-18,12,9,0.0,5.6,3,5,09:01 AM,06:27 PM,06:58 AM,05:21 PM,7,9,11,9,18,61,79,0.3,1023,12,10,174,13,Ireland
2020-10-19,13,12,0.0,3.8,3,13,10:32 AM,06:56 PM,07:00 AM,05:19 PM,11,10,12,10,39,97,88,7.6,1007,13,9,184,27,Ireland
2020-10-20,14,12,0.0,3.8,3,20,11:58 AM,07:34 PM,07:02 AM,05:17 PM,10,10,13,10,48,64,84,5.9,991,14,9,180,34,Ireland
2020-10-21,15,11,0.0,5.4,3,27,01:12 PM,08:23 PM,07:04 AM,05:15 PM,10,12,12,12,14,73,85,3.5,994,15,10,188,9,Ireland
2020-10-22,10,4,0.0,8.7,3,35,02:10 PM,09:25 PM,07:06 AM,05:13 PM,4,6,8,6,24,45,76,0.0,1005,10,10,263,18,Ireland
2020-10-23,10,2,0.0,7.1,2,42,02:54 PM,10:34 PM,07:07 AM,05:10 PM,5,5,8,5,30,61,75,1.3,1005,10,10,233,22,Ireland
2020-10-24,14,9,0.0,3.7,3,49,03:25 PM,11:48 PM,07:09 AM,05:08 PM,8,8,11,8,44,73,81,5.8,993,14,7,210,32,Ireland
2020-10-25,11,9,0.0,7.0,2,56,03:48 PM,No moonset,07:11 AM,05:06 PM,4,6,9,6,36,39,72,0.2,988,11,9,222,28,Ireland
2020-10-26,12,8,0.0,5.4,3,64,04:06 PM,01:01 AM,07:13 AM,05:04 PM,7,6,10,6,46,65,79,3.1,994,12,10,276,35,Ireland
2020-10-27,12,3,0.0,7.0,3,71,04:21 PM,02:13 AM,07:15 AM,05:02 PM,6,6,9,6,36,52,81,3.3,991,12,8,215,26,Ireland
2020-10-28,10,8,0.0,7.0,2,78,04:34 PM,03:24 AM,07:17 AM,05:00 PM,4,5,9,5,43,51,73,0.4,996,10,10,241,33,Ireland
2020-10-29,15,8,0.0,3.5,3,85,04:47 PM,04:33 AM,07:19 AM,04:58 PM,9,9,12,9,42,91,84,10.5,1003,15,7,212,27,Ireland
2020-10-30,15,10,0.0,7.0,3,93,05:00 PM,05:42 AM,07:21 AM,04:56 PM,10,12,13,12,26,84,84,1.2,1008,15,7,238,17,Ireland
2020-10-31,14,9,0.0,5.2,3,97,05:14 PM,06:51 AM,07:23 AM,04:54 PM,10,9,12,9,46,87,88,41.0,997,14,8,205,33,Ireland
2020-11-01,11,5,0.0,7.0,3,89,05:31 PM,08:01 AM,07:25 AM,04:52 PM,7,7,10,7,47,73,79,17.8,994,11,9,214,34,Ireland
2020-11-02,11,8,0.0,5.2,2,81,05:52 PM,09:12 AM,07:27 AM,04:50 PM,8,7,11,7,42,77,82,2.4,993,11,8,248,32,Ireland
2020-11-03,9,5,0.0,8.7,2,74,06:18 PM,10:22 AM,07:28 AM,04:48 PM,3,3,6,3,32,23,80,1.4,1017,9,10,268,23,Ireland
2020-11-04,9,5,0.0,8.7,3,66,06:53 PM,11:29 AM,07:30 AM,04:46 PM,3,3,6,3,24,11,81,0.0,1035,9,10,297,15,Ireland
2020-11-05,10,5,0.0,8.7,3,58,07:40 PM,12:29 PM,07:32 AM,04:44 PM,3,6,7,6,11,14,76,0.0,1038,10,10,181,6,Ireland
2020-11-06,11,7,0.0,8.7,3,51,08:39 PM,01:20 PM,07:34 AM,04:43 PM,4,6,9,6,21,11,76,0.0,1028,11,10,156,13,Ireland
2020-11-07,11,6,0.0,5.2,2,43,09:50 PM,02:00 PM,07:36 AM,04:41 PM,6,8,9,8,16,64,79,0.1,1019,11,10,124,10,Ireland
2020-11-08,14,8,0.0,5.2,3,36,11:07 PM,02:30 PM,07:38 AM,04:39 PM,12,10,12,10,34,84,94,7.8,1015,14,9,151,22,Ireland
2020-11-09,13,11,0.0,3.4,3,28,No moonrise,02:55 PM,07:40 AM,04:37 PM,11,10,12,10,32,79,93,2.8,1014,13,10,152,20,Ireland
2020-11-10,13,11,0.0,6.9,3,21,12:30 AM,03:15 PM,07:42 AM,04:36 PM,10,10,12,10,17,54,89,0.3,1017,13,9,189,10,Ireland
2020-11-11,13,10,0.0,3.3,3,13,01:55 AM,03:32 PM,07:44 AM,04:34 PM,10,9,12,9,47,93,87,15.1,1007,13,8,189,33,Ireland
2020-11-12,11,5,0.0,5.1,2,6,03:22 AM,03:49 PM,07:45 AM,04:32 PM,7,6,9,6,36,59,82,1.9,1006,11,10,217,25,Ireland
2020-11-13,10,8,0.0,5.1,2,0,04:51 AM,04:06 PM,07:47 AM,04:31 PM,5,5,9,5,37,66,74,4.7,1006,10,10,226,27,Ireland
2020-11-14,12,4,0.0,3.3,3,0,06:22 AM,04:26 PM,07:49 AM,04:29 PM,8,7,10,7,38,84,83,3.4,996,12,6,186,27,Ireland
2020-11-15,9,4,0.0,6.9,2,0,07:56 AM,04:51 PM,07:51 AM,04:28 PM,5,6,9,6,35,65,76,2.9,988,9,8,229,27,Ireland
2020-11-16,12,4,0.0,3.3,2,2,09:27 AM,05:24 PM,07:53 AM,04:26 PM,7,6,9,6,43,87,81,4.7,1007,12,10,242,30,Ireland
2020-11-17,15,13,0.0,5.1,3,9,10:50 AM,06:08 PM,07:55 AM,04:25 PM,11,11,13,11,44,65,84,0.2,1010,15,10,202,29,Ireland
2020-11-18,14,2,0.0,5.1,3,17,11:59 AM,07:06 PM,07:56 AM,04:24 PM,7,7,10,7,49,64,79,5.3,1006,14,8,222,36,Ireland
2020-11-19,8,-1,0.0,5.1,2,24,12:51 PM,08:15 PM,07:58 AM,04:22 PM,3,3,7,3,36,66,75,1.2,1026,8,10,287,27,Ireland
2020-11-20,11,5,0.0,3.1,3,32,01:28 PM,09:31 PM,08:00 AM,04:21 PM,7,7,10,7,37,90,81,4.6,1027,11,9,223,25,Ireland
2020-11-21,11,7,0.0,6.8,3,39,01:54 PM,10:46 PM,08:02 AM,04:20 PM,7,7,10,7,32,47,81,1.5,1022,11,9,248,22,Ireland
2020-11-22,9,6,0.0,6.8,2,47,02:14 PM,No moonset,08:03 AM,04:19 PM,3,4,7,4,23,44,77,0.5,1025,9,10,254,15,Ireland
2020-11-23,10,3,0.0,8.1,2,54,02:30 PM,12:00 AM,08:05 AM,04:17 PM,5,4,7,4,32,43,80,0.0,1020,10,10,206,20,Ireland
2020-11-24,12,-1,0.0,3.0,2,62,02:43 PM,01:12 AM,08:07 AM,04:16 PM,8,6,9,6,38,68,86,9.7,1007,12,7,223,26,Ireland
2020-11-25,9,6,0.0,8.1,2,70,02:56 PM,02:21 AM,08:08 AM,04:15 PM,4,4,7,4,21,47,84,1.4,1012,9,10,289,15,Ireland
2020-11-26,7,4,0.0,8.0,3,77,03:09 PM,03:31 AM,08:10 AM,04:14 PM,4,2,5,2,22,23,88,0.0,1021,7,10,288,14,Ireland
2020-11-27,7,5,0.0,6.8,2,85,03:22 PM,04:40 AM,08:11 AM,04:13 PM,3,5,6,5,11,55,82,0.0,1019,7,10,197,6,Ireland
2020-11-28,10,3,0.0,3.0,2,92,03:38 PM,05:50 AM,08:13 AM,04:12 PM,6,6,8,6,17,87,85,0.5,1017,10,8,109,11,Ireland
2020-11-29,11,8,0.0,4.9,2,100,03:57 PM,07:01 AM,08:15 AM,04:12 PM,7,9,9,9,8,61,89,0.0,1025,11,10,264,5,Ireland
2020-11-30,10,2,0.0,3.0,2,100,04:21 PM,08:12 AM,08:16 AM,04:11 PM,7,6,8,6,31,92,88,0.5,1025,10,9,273,21,Ireland
2020-12-01,7,1,0.0,4.9,2,89,04:53 PM,09:21 AM,08:18 AM,04:10 PM,3,3,5,3,16,66,87,0.1,1028,7,8,270,9,Ireland
2020-12-02,8,5,0.0,3.0,2,82,05:37 PM,10:24 AM,08:19 AM,04:09 PM,4,3,6,3,30,76,83,0.3,1018,8,10,261,20,Ireland
2020-12-03,3,-1,0.1,7.9,1,75,06:32 PM,11:19 AM,08:20 AM,04:09 PM,-0,-3,2,-3,26,42,88,0.1,993,3,10,253,17,Ireland
2020-12-04,4,-6,0.0,4.9,1,67,07:39 PM,12:02 PM,08:22 AM,04:08 PM,-0,-4,1,-4,39,52,86,7.2,981,4,8,272,25,Ireland
2020-12-05,7,2,0.0,4.9,2,60,08:54 PM,12:35 PM,08:23 AM,04:08 PM,3,2,6,2,35,79,82,3.9,996,7,10,100,23,Ireland
2020-12-06,4,-5,0.0,7.8,1,53,10:14 PM,01:01 PM,08:24 AM,04:07 PM,0,-2,1,-2,18,20,93,0.0,1004,4,6,278,9,Ireland
2020-12-07,4,-0,0.0,6.8,1,46,11:36 PM,01:21 PM,08:26 AM,04:07 PM,0,-1,2,-1,17,36,91,6.5,1002,4,9,297,9,Ireland
