date_time,Qatar_maxtempC,Qatar_mintempC,Qatar_totalSnow_cm,Qatar_sunHour,Qatar_uvIndex,Qatar_moon_illumination,Qatar_moonrise,Qatar_moonset,Qatar_sunrise,Qatar_sunset,Qatar_DewPointC,Qatar_FeelsLikeC,Qatar_HeatIndexC,Qatar_WindChillC,Qatar_WindGustKmph,Qatar_cloudcover,Qatar_humidity,Qatar_precipMM,Qatar_pressure,Qatar_tempC,Qatar_visibility,Qatar_winddirDegree,Qatar_windspeedKmph,Qatar_location
2020-10-06,36,27,0.0,11.6,8,67,08:11 PM,09:05 AM,05:28 AM,05:15 PM,21,34,34,31,19,0,57,0.0,1008,36,10,148,12,Qatar
2020-10-07,36,28,0.0,11.6,8,60,08:53 PM,09:59 AM,05:29 AM,05:14 PM,20,34,34,31,17,0,52,0.0,1009,36,10,91,10,Qatar
2020-10-08,36,28,0.0,11.6,8,53,09:41 PM,10:54 AM,05:29 AM,05:13 PM,19,34,34,31,28,0,50,0.0,1010,36,10,262,17,Qatar
2020-10-09,37,28,0.0,11.6,8,45,10:32 PM,11:48 AM,05:30 AM,05:12 PM,16,32,32,31,38,0,41,0.0,1011,37,10,216,24,Qatar
2020-10-10,35,27,0.0,11.6,8,38,11:30 PM,12:41 PM,05:30 AM,05:11 PM,14,30,30,30,31,0,37,0.0,1011,35,10,329,19,Qatar
2020-10-11,33,25,0.0,11.6,8,31,No moonrise,01:32 PM,05:31 AM,05:10 PM,13,29,29,29,17,0,39,0.0,1011,33,10,204,10,Qatar
2020-10-12,32,25,0.0,11.6,7,23,12:30 AM,02:18 PM,05:31 AM,05:09 PM,13,28,28,28,17,1,41,0.0,1010,32,10,179,10,Qatar
2020-10-13,31,25,0.0,11.6,7,16,01:34 AM,03:03 PM,05:32 AM,05:08 PM,14,28,28,28,19,0,43,0.0,1010,31,10,185,12,Qatar
2020-10-14,33,27,0.0,11.6,8,9,02:38 AM,03:45 PM,05:32 AM,05:07 PM,19,31,31,29,21,0,54,0.0,1010,33,10,85,14,Qatar
2020-10-15,33,26,0.0,11.6,8,2,03:44 AM,04:25 PM,05:33 AM,05:07 PM,17,30,30,29,22,0,52,0.0,1011,33,10,29,13,Qatar
2020-10-16,33,26,0.0,11.6,8,0,04:49 AM,05:06 PM,05:33 AM,05:06 PM,17,30,30,29,25,0,50,0.0,1010,33,10,66,15,Qatar
2020-10-17,33,26,0.0,11.6,7,0,05:56 AM,05:48 PM,05:34 AM,05:05 PM,17,30,30,29,25,0,53,0.0,1011,33,10,198,15,Qatar
2020-10-18,33,25,0.0,11.6,7,5,07:04 AM,06:32 PM,05:34 AM,05:04 PM,18,30,30,29,26,0,54,0.0,1011,33,10,233,16,Qatar
2020-10-19,34,26,0.0,11.6,8,13,08:12 AM,07:21 PM,05:35 AM,05:03 PM,17,30,30,29,31,0,49,0.0,1012,34,10,263,19,Qatar
2020-10-20,33,25,0.0,11.6,7,20,09:20 AM,08:13 PM,05:35 AM,05:02 PM,16,29,29,28,26,0,51,0.0,1011,33,10,218,16,Qatar
2020-10-21,32,24,0.0,11.6,7,27,10:24 AM,09:10 PM,05:36 AM,05:01 PM,16,28,28,27,21,0,52,0.0,1012,32,10,229,13,Qatar
2020-10-22,33,24,0.0,11.6,7,35,11:25 AM,10:08 PM,05:36 AM,05:00 PM,15,28,28,28,25,0,47,0.0,1012,33,10,257,14,Qatar
2020-10-23,32,22,0.0,11.2,7,42,12:18 PM,11:07 PM,05:37 AM,04:59 PM,14,27,27,26,17,0,49,0.0,1011,32,10,190,10,Qatar
2020-10-24,31,23,0.0,11.2,7,49,01:05 PM,No moonset,05:37 AM,04:59 PM,15,28,28,27,16,0,50,0.0,1012,31,10,134,10,Qatar
2020-10-25,32,24,0.0,11.2,7,56,01:46 PM,12:04 AM,05:38 AM,04:58 PM,17,28,28,28,19,0,52,0.0,1014,32,10,75,11,Qatar
2020-10-26,32,24,0.0,11.2,7,64,02:22 PM,01:00 AM,05:38 AM,04:57 PM,17,28,28,27,18,0,53,0.0,1013,32,10,109,11,Qatar
2020-10-27,31,23,0.0,11.2,7,71,02:56 PM,01:54 AM,05:39 AM,04:56 PM,17,28,28,27,21,0,55,0.0,1013,31,10,228,12,Qatar
2020-10-28,31,23,0.0,11.2,7,78,03:28 PM,02:45 AM,05:40 AM,04:56 PM,17,28,28,27,21,0,57,0.0,1014,31,10,225,13,Qatar
2020-10-29,31,24,0.0,11.2,7,85,03:58 PM,03:36 AM,05:40 AM,04:55 PM,15,28,28,27,17,0,51,0.0,1014,31,10,186,10,Qatar
2020-10-30,32,24,0.0,11.1,7,93,04:28 PM,04:26 AM,05:41 AM,04:54 PM,16,28,28,27,21,0,52,0.0,1015,32,10,241,12,Qatar
2020-10-31,31,23,0.0,11.1,7,97,05:00 PM,05:17 AM,05:41 AM,04:53 PM,17,28,28,27,21,0,56,0.0,1015,31,10,193,12,Qatar
2020-11-01,31,24,0.0,11.1,7,89,05:34 PM,06:08 AM,05:42 AM,04:53 PM,16,28,28,27,20,0,53,0.0,1016,31,10,114,11,Qatar
2020-11-02,32,23,0.0,11.1,7,81,06:11 PM,07:01 AM,05:43 AM,04:52 PM,15,27,27,26,19,0,51,0.0,1017,32,10,140,11,Qatar
2020-11-03,31,22,0.0,11.1,7,74,06:51 PM,07:55 AM,05:43 AM,04:51 PM,14,27,27,26,21,0,50,0.0,1016,31,10,213,12,Qatar
2020-11-04,31,22,0.0,11.1,7,66,07:37 PM,08:49 AM,05:44 AM,04:51 PM,15,27,27,26,21,0,53,0.0,1014,31,10,213,12,Qatar
2020-11-05,30,22,0.0,11.1,7,58,08:27 PM,09:44 AM,05:45 AM,04:50 PM,14,26,26,25,17,0,51,0.0,1012,30,10,157,10,Qatar
2020-11-06,30,21,0.0,11.1,7,51,09:22 PM,10:36 AM,05:45 AM,04:50 PM,17,27,27,26,24,8,58,0.0,1014,30,10,120,15,Qatar
2020-11-07,30,22,0.0,11.0,7,43,10:19 PM,11:27 AM,05:46 AM,04:49 PM,17,28,28,27,26,3,55,0.0,1016,30,10,114,16,Qatar
2020-11-08,30,26,0.0,5.5,6,36,11:20 PM,12:13 PM,05:47 AM,04:49 PM,20,30,30,28,26,47,61,0.4,1016,30,10,101,17,Qatar
2020-11-09,31,25,0.0,11.0,7,28,No moonrise,12:57 PM,05:47 AM,04:48 PM,20,29,29,28,19,4,65,0.0,1017,31,10,89,12,Qatar
2020-11-10,30,23,0.0,11.0,7,21,12:21 AM,01:38 PM,05:48 AM,04:48 PM,18,27,27,26,13,1,61,0.0,1015,30,10,137,8,Qatar
2020-11-11,31,23,0.0,11.0,7,13,01:24 AM,02:17 PM,05:49 AM,04:47 PM,18,28,28,26,13,0,62,0.0,1014,31,10,108,8,Qatar
2020-11-12,31,25,0.0,11.0,7,6,02:27 AM,02:57 PM,05:49 AM,04:47 PM,20,29,29,27,22,1,67,0.0,1015,31,10,118,14,Qatar
2020-11-13,32,26,0.0,11.0,7,0,03:32 AM,03:37 PM,05:50 AM,04:46 PM,20,30,30,28,25,3,63,0.0,1015,32,10,133,16,Qatar
2020-11-14,29,23,0.0,11.0,7,0,04:38 AM,04:19 PM,05:51 AM,04:46 PM,18,27,27,26,34,5,63,0.0,1015,29,10,339,23,Qatar
2020-11-15,27,20,0.0,11.0,6,0,05:47 AM,05:06 PM,05:51 AM,04:46 PM,12,24,24,23,23,1,49,0.0,1016,27,10,221,13,Qatar
2020-11-16,28,20,0.0,10.9,7,2,06:56 AM,05:57 PM,05:52 AM,04:45 PM,16,25,25,24,15,4,61,0.0,1016,28,10,171,9,Qatar
2020-11-17,30,22,0.0,10.9,7,9,08:05 AM,06:53 PM,05:53 AM,04:45 PM,19,27,27,26,18,6,66,0.0,1016,30,10,151,11,Qatar
2020-11-18,29,23,0.0,10.9,7,17,09:10 AM,07:53 PM,05:53 AM,04:45 PM,17,26,26,25,30,5,62,0.0,1016,29,10,295,20,Qatar
2020-11-19,28,21,0.0,10.9,7,24,10:08 AM,08:54 PM,05:54 AM,04:44 PM,14,25,25,24,30,1,56,0.0,1016,28,10,256,20,Qatar
2020-11-20,28,21,0.0,10.9,7,32,10:59 AM,09:55 PM,05:55 AM,04:44 PM,15,26,26,24,22,0,59,0.0,1017,28,10,176,13,Qatar
2020-11-21,28,24,0.0,10.9,7,39,11:44 AM,10:52 PM,05:55 AM,04:44 PM,18,27,27,25,23,5,66,0.0,1016,28,10,112,14,Qatar
2020-11-22,30,22,0.0,10.9,7,47,12:23 PM,11:48 PM,05:56 AM,04:44 PM,17,26,26,25,26,1,62,0.0,1015,30,10,240,17,Qatar
2020-11-23,27,21,0.0,10.9,6,54,12:58 PM,No moonset,05:57 AM,04:44 PM,15,25,25,23,37,3,61,0.0,1016,27,10,326,25,Qatar
2020-11-24,25,20,0.0,10.9,6,62,01:30 PM,12:40 AM,05:58 AM,04:43 PM,12,22,22,21,40,2,57,0.0,1016,25,10,315,26,Qatar
2020-11-25,25,18,0.0,10.9,6,70,02:00 PM,01:32 AM,05:58 AM,04:43 PM,14,22,22,21,21,2,64,0.0,1016,25,10,197,12,Qatar
2020-11-26,27,18,0.0,10.1,6,77,02:30 PM,02:21 AM,05:59 AM,04:43 PM,16,25,25,24,28,12,61,0.0,1016,27,10,116,17,Qatar
2020-11-27,27,24,0.0,10.4,7,85,03:02 PM,03:12 AM,06:00 AM,04:43 PM,17,26,26,25,31,39,63,0.0,1018,27,10,126,21,Qatar
2020-11-28,26,18,0.0,10.4,6,92,03:35 PM,04:03 AM,06:00 AM,04:43 PM,18,26,26,24,30,35,68,0.0,1018,26,10,109,20,Qatar
2020-11-29,26,23,0.0,8.7,7,100,04:10 PM,04:55 AM,06:01 AM,04:43 PM,18,26,26,24,25,31,66,0.0,1016,26,10,120,17,Qatar
2020-11-30,27,22,0.0,8.7,6,100,04:50 PM,05:49 AM,06:02 AM,04:43 PM,17,26,26,24,15,7,68,0.0,1016,27,10,129,9,Qatar
2020-12-01,27,21,0.0,8.7,6,89,05:34 PM,06:44 AM,06:03 AM,04:43 PM,18,25,25,23,20,9,74,0.0,1017,27,10,229,13,Qatar
2020-12-02,26,22,0.0,8.7,6,82,06:23 PM,07:40 AM,06:03 AM,04:43 PM,19,26,26,24,14,5,76,0.0,1017,26,10,169,9,Qatar
2020-12-03,27,22,0.0,8.7,6,75,07:17 PM,08:33 AM,06:04 AM,04:43 PM,18,26,26,24,13,4,69,0.0,1016,27,10,235,8,Qatar
2020-12-04,28,22,0.0,8.7,7,67,08:14 PM,09:25 AM,06:05 AM,04:43 PM,19,26,26,25,23,3,70,0.0,1015,28,10,264,15,Qatar
2020-12-05,28,23,0.0,8.7,7,60,09:13 PM,10:12 AM,06:05 AM,04:44 PM,19,26,26,24,21,1,74,0.0,1013,28,10,231,14,Qatar
2020-12-06,30,22,0.0,8.7,7,53,10:13 PM,10:56 AM,06:06 AM,04:44 PM,18,27,27,25,25,7,67,0.0,1012,30,10,184,17,Qatar
2020-12-07,25,19,0.0,8.7,6,46,11:14 PM,11:37 AM,06:07 AM,04:44 PM,14,23,23,22,38,8,61,0.0,1017,25,10,328,26,Qatar
2020-12-08,23,17,0.0,8.7,6,38,No moonrise,12:15 PM,06:07 AM,04:44 PM,12,19,20,19,39,0,62,0.0,1020,23,10,319,26,Qatar
2020-12-09,24,17,0.0,8.7,6,31,12:14 AM,12:53 PM,06:08 AM,04:44 PM,12,20,20,20,36,2,61,0.0,1018,24,10,318,24,Qatar
2020-12-10,25,18,0.0,8.7,6,24,01:16 AM,01:31 PM,06:09 AM,04:45 PM,12,21,21,21,32,1,59,0.0,1017,25,10,320,21,Qatar
2020-12-11,24,18,0.0,8.7,6,17,02:18 AM,02:10 PM,06:09 AM,04:45 PM,11,20,21,20,27,4,56,0.0,1018,24,10,327,16,Qatar
2020-12-12,23,17,0.0,8.7,6,9,03:24 AM,02:53 PM,06:10 AM,04:45 PM,10,20,20,20,32,0,56,0.0,1019,23,10,318,21,Qatar
2020-12-13,23,17,0.0,8.7,6,2,04:31 AM,03:41 PM,06:11 AM,04:46 PM,11,19,20,19,33,5,62,0.0,1019,23,10,319,21,Qatar
2020-12-14,23,17,0.0,8.7,6,0,05:40 AM,04:34 PM,06:11 AM,04:46 PM,12,19,20,19,23,1,62,0.0,1018,23,10,290,14,Qatar
2020-12-15,23,16,0.0,8.7,6,0,06:47 AM,05:33 PM,06:12 AM,04:46 PM,13,19,20,19,14,1,64,0.0,1019,23,10,215,8,Qatar
2020-12-16,24,18,0.0,3.9,5,5,07:51 AM,06:35 PM,06:12 AM,04:47 PM,15,23,23,21,19,71,67,0.0,1019,24,10,122,12,Qatar
2020-12-17,25,21,0.0,8.7,6,12,08:47 AM,07:38 PM,06:13 AM,04:47 PM,15,24,24,22,27,12,65,0.0,1019,25,10,132,17,Qatar
2020-12-18,25,20,0.0,8.7,6,20,09:36 AM,08:38 PM,06:13 AM,04:48 PM,14,23,23,22,23,2,64,0.0,1018,25,10,144,14,Qatar
2020-12-19,24,19,0.0,7.1,5,27,10:18 AM,09:37 PM,06:14 AM,04:48 PM,15,21,22,21,24,16,68,0.2,1019,24,10,197,16,Qatar
2020-12-20,24,18,0.0,8.7,6,34,10:56 AM,10:31 PM,06:14 AM,04:48 PM,12,20,21,20,34,9,63,0.0,1021,24,10,336,23,Qatar
2020-12-21,24,16,0.0,8.7,6,41,11:30 AM,11:24 PM,06:15 AM,04:49 PM,11,19,19,19,37,4,60,0.0,1021,24,10,331,24,Qatar
2020-12-22,23,17,0.0,8.7,6,49,12:01 PM,No moonset,06:15 AM,04:49 PM,11,19,19,19,38,1,61,0.0,1020,23,10,329,25,Qatar
2020-12-23,23,16,0.0,8.7,6,56,12:31 PM,12:15 AM,06:16 AM,04:50 PM,11,19,19,19,24,1,60,0.0,1017,23,10,301,14,Qatar
2020-12-24,23,14,0.0,8.7,6,63,01:02 PM,01:06 AM,06:16 AM,04:51 PM,10,19,19,19,14,3,56,0.0,1015,23,10,209,9,Qatar
2020-12-25,23,17,0.0,8.7,6,70,01:35 PM,01:56 AM,06:17 AM,04:51 PM,12,19,20,19,33,21,65,0.0,1017,23,10,301,23,Qatar
2020-12-26,21,16,0.0,7.1,4,78,02:09 PM,02:48 AM,06:17 AM,04:52 PM,8,18,18,18,42,55,55,0.0,1021,21,10,332,29,Qatar
2020-12-27,22,17,0.0,3.9,5,85,02:47 PM,03:41 AM,06:18 AM,04:52 PM,13,19,20,19,31,69,66,0.3,1022,22,10,137,21,Qatar
2020-12-28,22,17,0.0,8.7,6,92,03:30 PM,04:36 AM,06:18 AM,04:53 PM,12,20,21,20,29,3,63,0.0,1021,22,10,110,18,Qatar
2020-12-29,23,16,0.0,8.7,5,100,04:17 PM,05:32 AM,06:18 AM,04:54 PM,13,19,19,19,31,4,70,0.0,1020,23,10,327,20,Qatar
2020-12-30,23,17,0.0,8.7,6,100,05:10 PM,06:26 AM,06:19 AM,04:54 PM,13,19,20,19,25,6,70,0.0,1019,23,10,220,16,Qatar
2020-12-31,23,17,0.0,8.7,6,89,06:07 PM,07:20 AM,06:19 AM,04:55 PM,14,20,20,20,23,5,71,0.0,1019,23,10,146,15,Qatar
2021-01-01,23,17,0.0,8.7,6,79,07:07 PM,08:10 AM,06:19 AM,04:55 PM,13,20,20,20,21,15,68,0.0,1019,23,10,149,13,Qatar
2021-01-02,23,17,0.0,8.7,6,71,08:08 PM,08:56 AM,06:20 AM,04:56 PM,13,20,20,20,26,13,66,0.0,1019,23,10,259,16,Qatar
2021-01-03,23,17,0.0,8.7,6,64,09:08 PM,09:38 AM,06:20 AM,04:57 PM,13,20,20,20,29,3,66,0.0,1019,23,10,333,18,Qatar
2021-01-04,23,17,0.0,8.7,6,57,10:08 PM,10:16 AM,06:20 AM,04:58 PM,13,20,20,20,17,9,66,0.0,1018,23,10,159,11,Qatar
2021-01-05,22,18,0.0,8.7,6,50,11:08 PM,10:53 AM,06:20 AM,04:58 PM,12,20,20,20,16,8,60,0.0,1019,22,10,190,10,Qatar
2021-01-06,23,17,0.0,8.7,6,42,No moonrise,11:30 AM,06:20 AM,04:59 PM,12,20,20,20,26,14,63,0.0,1020,23,10,261,17,Qatar
2021-01-07,22,17,0.0,8.7,5,35,12:09 AM,12:07 PM,06:21 AM,05:00 PM,12,19,20,19,24,3,63,0.0,1020,22,10,210,15,Qatar
2021-01-08,21,17,0.0,8.7,5,28,01:11 AM,12:47 PM,06:21 AM,05:00 PM,9,19,19,19,24,10,52,0.0,1021,21,10,95,16,Qatar
2021-01-09,21,16,0.0,8.7,5,20,02:15 AM,01:32 PM,06:21 AM,05:01 PM,8,18,19,18,20,11,51,0.0,1021,21,10,138,12,Qatar
2021-01-10,22,16,0.0,8.7,5,13,03:21 AM,02:20 PM,06:21 AM,05:02 PM,7,19,19,19,23,0,49,0.0,1020,22,10,231,14,Qatar
2021-01-11,22,15,0.0,8.7,5,6,04:27 AM,03:16 PM,06:21 AM,05:03 PM,10,18,19,18,31,1,59,0.0,1021,22,10,336,20,Qatar
2021-01-12,22,15,0.0,8.7,5,0,05:32 AM,04:15 PM,06:21 AM,05:03 PM,10,18,18,18,35,0,63,0.0,1021,22,10,324,22,Qatar
2021-01-13,22,14,0.0,8.7,5,0,06:31 AM,05:18 PM,06:21 AM,05:04 PM,10,17,18,17,31,0,64,0.0,1020,22,10,312,20,Qatar
2021-01-14,22,14,0.0,8.7,4,1,07:24 AM,06:20 PM,06:21 AM,05:05 PM,6,17,18,17,17,26,51,0.0,1017,22,10,286,10,Qatar
2021-01-15,24,14,0.0,8.7,6,8,08:10 AM,07:21 PM,06:21 AM,05:06 PM,1,19,19,19,13,5,35,0.0,1016,24,10,168,8,Qatar
2021-01-16,24,17,0.0,8.7,6,16,08:51 AM,08:19 PM,06:21 AM,05:06 PM,5,20,20,20,17,6,38,0.0,1014,24,10,178,9,Qatar
2021-01-17,26,17,0.0,8.7,6,23,09:27 AM,09:14 PM,06:21 AM,05:07 PM,11,22,22,21,19,3,54,0.0,1013,26,10,225,10,Qatar
2021-01-18,25,18,0.0,8.7,6,30,10:00 AM,10:06 PM,06:21 AM,05:08 PM,12,22,22,21,31,0,55,0.0,1016,25,10,240,19,Qatar
2021-01-19,24,17,0.0,8.7,6,38,10:30 AM,10:57 PM,06:21 AM,05:09 PM,11,19,20,19,34,0,58,0.0,1018,24,10,300,22,Qatar
2021-01-20,23,16,0.0,8.7,6,45,11:02 AM,11:48 PM,06:20 AM,05:10 PM,11,19,20,19,22,0,60,0.0,1017,23,10,223,13,Qatar
2021-01-21,21,15,0.0,8.7,5,52,11:33 AM,No moonset,06:20 AM,05:10 PM,10,19,19,19,48,0,56,0.0,1019,21,10,293,33,Qatar
2021-01-22,19,14,0.0,8.7,5,59,12:06 PM,12:39 AM,06:20 AM,05:11 PM,8,14,16,14,50,0,62,0.0,1022,19,10,325,36,Qatar
2021-01-23,20,13,0.0,8.7,5,67,12:42 PM,01:31 AM,06:20 AM,05:12 PM,10,16,17,16,29,3,67,0.0,1022,20,10,224,19,Qatar
2021-01-24,21,15,0.0,8.7,5,74,01:23 PM,02:25 AM,06:20 AM,05:13 PM,10,17,18,17,28,2,63,0.0,1021,21,10,335,18,Qatar
2021-01-25,23,14,0.0,8.7,5,81,02:08 PM,03:20 AM,06:19 AM,05:13 PM,10,17,18,17,28,1,63,0.0,1020,23,10,286,18,Qatar
2021-01-26,24,15,0.0,8.7,6,88,02:59 PM,04:15 AM,06:19 AM,05:14 PM,10,19,19,19,27,0,60,0.0,1019,24,10,331,16,Qatar
2021-01-27,25,17,0.0,8.7,6,96,03:56 PM,05:10 AM,06:19 AM,05:15 PM,10,20,20,20,31,2,53,0.0,1019,25,10,296,18,Qatar
2021-01-28,23,15,0.0,8.7,5,100,04:55 PM,06:02 AM,06:18 AM,05:16 PM,11,19,19,19,18,0,62,0.0,1018,23,10,149,10,Qatar
2021-01-29,24,18,0.0,8.7,6,90,05:57 PM,06:50 AM,06:18 AM,05:16 PM,13,20,21,20,27,0,62,0.0,1016,24,10,129,16,Qatar
2021-01-30,27,18,0.0,8.7,6,82,06:59 PM,07:35 AM,06:18 AM,05:17 PM,11,23,23,22,38,1,53,0.0,1016,27,10,234,23,Qatar
2021-01-31,22,16,0.0,8.7,5,79,08:01 PM,08:15 AM,06:17 AM,05:18 PM,10,19,19,19,41,0,57,0.0,1019,22,10,336,27,Qatar
2021-02-01,23,14,0.0,8.7,5,63,09:02 PM,08:54 AM,06:17 AM,05:19 PM,9,17,18,17,38,2,59,0.0,1020,23,10,327,24,Qatar
2021-02-02,24,15,0.0,8.7,6,55,10:03 PM,09:31 AM,06:16 AM,05:19 PM,11,19,19,19,39,10,62,0.0,1020,24,10,330,25,Qatar
2021-02-03,24,15,0.0,8.7,6,48,11:05 PM,10:08 AM,06:16 AM,05:20 PM,11,19,19,19,27,8,62,0.0,1018,24,10,216,16,Qatar
2021-02-04,23,15,0.0,8.7,5,40,No moonrise,10:47 AM,06:15 AM,05:21 PM,11,19,19,19,17,3,63,0.0,1017,23,10,214,10,Qatar
2021-02-05,23,16,0.0,8.7,6,33,12:08 AM,11:29 AM,06:15 AM,05:21 PM,13,20,21,20,25,0,65,0.0,1016,23,10,107,15,Qatar
2021-02-06,24,20,0.0,8.7,6,25,01:12 AM,12:15 PM,06:14 AM,05:22 PM,14,22,22,22,39,2,63,0.0,1013,24,10,128,23,Qatar
2021-02-07,25,19,0.0,8.7,6,18,02:16 AM,01:07 PM,06:14 AM,05:23 PM,15,22,22,21,32,10,67,0.0,1014,25,10,209,20,Qatar
