date_time,Bermuda_maxtempC,Bermuda_mintempC,Bermuda_totalSnow_cm,Bermuda_sunHour,Bermuda_uvIndex,Bermuda_moon_illumination,Bermuda_moonrise,Bermuda_moonset,Bermuda_sunrise,Bermuda_sunset,Bermuda_DewPointC,Bermuda_FeelsLikeC,Bermuda_HeatIndexC,Bermuda_WindChillC,Bermuda_WindGustKmph,Bermuda_cloudcover,Bermuda_humidity,Bermuda_precipMM,Bermuda_pressure,Bermuda_tempC,Bermuda_visibility,Bermuda_winddirDegree,Bermuda_windspeedKmph,Bermuda_location
2020-09-25,25,21,0.0,11.6,6,55,02:50 PM,12:04 AM,06:09 AM,06:11 PM,16,25,25,24,12,26,58,0.0,1022,25,10,45,8,Bermuda
2020-09-26,25,20,0.0,10.2,5,62,03:36 PM,01:03 AM,06:10 AM,06:10 PM,19,25,25,23,28,48,70,0.6,1022,25,10,90,20,Bermuda
2020-09-27,25,25,0.0,7.4,5,70,04:16 PM,02:02 AM,06:11 AM,06:08 PM,20,27,27,25,28,61,76,0.3,1020,25,10,123,21,Bermuda
2020-09-28,25,25,0.0,10.2,6,78,04:52 PM,03:01 AM,06:11 AM,06:07 PM,21,27,27,25,24,47,78,0.1,1020,25,10,106,18,Bermuda
2020-09-29,25,23,0.0,10.2,6,85,05:23 PM,03:58 AM,06:12 AM,06:06 PM,21,27,27,25,18,36,78,0.0,1021,25,10,166,13,Bermuda
2020-09-30,25,19,0.0,8.8,6,93,05:52 PM,04:54 AM,06:13 AM,06:04 PM,23,27,27,24,33,60,85,0.0,1022,25,10,165,23,Bermuda
2020-10-01,25,25,0.0,11.6,7,97,06:20 PM,05:49 AM,06:13 AM,06:03 PM,22,27,27,25,26,23,84,0.0,1020,25,10,167,19,Bermuda
2020-10-02,26,25,0.0,11.6,7,100,06:47 PM,06:43 AM,06:14 AM,06:02 PM,23,28,28,25,31,23,85,0.0,1019,26,10,165,22,Bermuda
2020-10-03,26,25,0.0,11.6,6,89,07:16 PM,07:37 AM,06:15 AM,06:01 PM,23,28,28,26,32,19,83,0.0,1020,26,10,173,23,Bermuda
2020-10-04,26,25,0.0,8.7,7,82,07:46 PM,08:31 AM,06:15 AM,05:59 PM,22,28,28,25,20,34,81,0.1,1021,26,10,171,14,Bermuda
2020-10-05,25,25,0.0,8.7,7,74,08:18 PM,09:26 AM,06:16 AM,05:58 PM,21,27,27,25,22,42,78,0.0,1019,25,10,199,16,Bermuda
2020-10-06,26,25,0.0,5.8,6,67,08:55 PM,10:22 AM,06:17 AM,05:57 PM,21,27,27,25,17,60,77,0.0,1018,26,10,209,13,Bermuda
2020-10-07,25,25,0.0,8.7,7,60,09:37 PM,11:18 AM,06:17 AM,05:56 PM,19,27,27,25,19,30,68,0.0,1017,25,10,310,14,Bermuda
2020-10-08,26,25,0.0,7.2,6,53,10:24 PM,12:14 PM,06:18 AM,05:54 PM,21,28,28,26,33,47,78,1.7,1015,26,10,256,24,Bermuda
2020-10-09,24,23,0.0,8.7,5,45,11:18 PM,01:09 PM,06:19 AM,05:53 PM,18,25,25,23,33,36,70,0.2,1018,24,10,213,26,Bermuda
2020-10-10,23,19,0.0,8.7,5,38,No moonrise,02:00 PM,06:19 AM,05:52 PM,15,24,24,22,27,64,61,0.1,1022,23,10,64,21,Bermuda
2020-10-11,24,19,0.0,8.7,5,31,12:18 AM,02:47 PM,06:20 AM,05:51 PM,16,25,25,23,10,28,62,0.1,1020,24,10,244,7,Bermuda
2020-10-12,25,18,0.0,8.7,6,23,01:22 AM,03:31 PM,06:21 AM,05:50 PM,17,25,25,24,21,39,66,0.3,1019,25,10,92,15,Bermuda
2020-10-13,25,19,0.0,5.7,5,16,02:29 AM,04:10 PM,06:22 AM,05:48 PM,20,26,26,24,24,73,76,0.1,1016,25,10,139,18,Bermuda
2020-10-14,26,22,0.0,7.2,6,9,03:38 AM,04:48 PM,06:22 AM,05:47 PM,22,28,28,25,24,56,78,6.2,1013,26,9,206,17,Bermuda
2020-10-15,26,25,0.0,8.7,7,2,04:47 AM,05:24 PM,06:23 AM,05:46 PM,21,27,27,25,11,28,76,0.0,1017,26,10,165,8,Bermuda
2020-10-16,25,25,0.0,8.7,6,0,05:58 AM,06:00 PM,06:24 AM,05:45 PM,21,27,27,25,16,61,78,0.8,1018,25,10,85,11,Bermuda
2020-10-17,25,25,0.0,4.2,6,0,07:09 AM,06:39 PM,06:24 AM,05:44 PM,21,27,27,25,16,70,77,1.8,1018,25,10,88,12,Bermuda
2020-10-18,26,21,0.0,5.7,6,5,08:21 AM,07:21 PM,06:25 AM,05:43 PM,21,27,27,25,49,59,78,0.9,1017,26,10,40,36,Bermuda
2020-10-19,25,25,0.0,5.7,6,13,09:34 AM,08:07 PM,06:26 AM,05:42 PM,20,27,27,25,52,69,75,1.3,1019,25,10,69,38,Bermuda
2020-10-20,25,20,0.0,5.7,5,20,10:43 AM,08:59 PM,06:27 AM,05:41 PM,20,26,26,24,51,62,72,2.1,1020,25,10,72,37,Bermuda
2020-10-21,25,22,0.0,8.7,5,27,11:48 AM,09:56 PM,06:27 AM,05:39 PM,20,27,27,24,67,66,75,2.1,1017,25,10,46,48,Bermuda
2020-10-22,26,20,0.0,5.7,6,35,12:45 PM,10:55 PM,06:28 AM,05:38 PM,22,27,27,24,68,71,80,3.5,1009,26,10,40,48,Bermuda
2020-10-23,25,24,0.0,5.7,6,42,01:36 PM,11:55 PM,06:29 AM,05:37 PM,21,27,27,25,72,64,78,2.0,1006,25,10,301,51,Bermuda
2020-10-24,26,24,0.0,7.2,6,49,02:18 PM,No moonset,06:30 AM,05:36 PM,21,27,27,25,48,60,76,0.6,1013,26,10,308,35,Bermuda
2020-10-25,24,20,0.0,8.7,6,56,02:54 PM,12:55 AM,06:31 AM,05:35 PM,18,25,25,23,18,37,71,0.0,1020,24,10,168,13,Bermuda
2020-10-26,25,19,0.0,5.7,5,64,03:27 PM,01:53 AM,06:31 AM,05:34 PM,21,26,26,23,35,70,83,12.8,1021,25,9,163,26,Bermuda
2020-10-27,25,18,0.0,4.1,6,71,03:56 PM,02:49 AM,06:32 AM,05:33 PM,21,26,26,24,40,69,81,5.2,1019,25,10,264,29,Bermuda
2020-10-28,25,24,0.0,8.7,6,78,04:24 PM,03:44 AM,06:33 AM,05:32 PM,21,27,27,25,24,36,81,0.4,1019,25,10,261,17,Bermuda
2020-10-29,25,24,0.0,7.2,5,85,04:51 PM,04:38 AM,06:34 AM,05:31 PM,22,27,27,25,24,46,83,0.2,1018,25,10,239,18,Bermuda
2020-10-30,26,18,0.0,7.2,6,93,05:19 PM,05:32 AM,06:35 AM,05:30 PM,22,26,26,24,53,54,84,0.4,1015,26,10,220,37,Bermuda
2020-10-31,24,19,0.0,8.7,6,97,05:48 PM,06:25 AM,06:36 AM,05:30 PM,18,25,25,23,44,52,73,0.3,1020,24,10,121,33,Bermuda
2020-11-01,24,15,0.0,7.2,5,89,06:19 PM,07:21 AM,06:36 AM,05:29 PM,19,24,24,21,40,57,78,1.4,1022,24,10,107,31,Bermuda
2020-11-02,25,19,0.0,5.6,5,81,06:55 PM,08:16 AM,06:37 AM,05:28 PM,20,25,25,23,67,72,81,26.1,1013,25,8,235,47,Bermuda
2020-11-03,20,16,0.0,8.7,4,74,07:35 PM,09:13 AM,06:38 AM,05:27 PM,11,19,19,19,33,27,60,0.3,1020,20,10,339,27,Bermuda
2020-11-04,22,15,0.0,4.1,5,66,08:20 PM,10:09 AM,06:39 AM,05:26 PM,13,20,22,20,21,61,60,0.9,1026,22,10,185,16,Bermuda
2020-11-05,22,15,0.0,7.2,5,58,09:11 PM,11:04 AM,06:40 AM,05:25 PM,17,21,23,21,50,63,75,0.9,1027,22,10,64,39,Bermuda
2020-11-06,23,19,0.0,8.7,5,51,10:08 PM,11:56 AM,06:41 AM,05:25 PM,17,24,24,22,36,48,71,1.1,1023,23,10,76,27,Bermuda
2020-11-07,23,21,0.0,5.6,5,43,11:09 PM,12:43 PM,06:42 AM,05:24 PM,18,25,25,22,37,56,76,0.8,1022,23,10,65,28,Bermuda
2020-11-08,23,19,0.0,7.2,5,36,No moonrise,01:27 PM,06:42 AM,05:23 PM,19,25,25,23,41,47,77,0.5,1024,23,10,61,31,Bermuda
2020-11-09,22,22,0.0,8.7,6,28,12:12 AM,02:06 PM,06:43 AM,05:22 PM,18,25,25,22,34,36,76,0.0,1025,22,10,68,25,Bermuda
2020-11-10,23,19,0.0,7.1,5,21,01:18 AM,02:43 PM,06:44 AM,05:22 PM,17,24,24,22,29,40,69,0.0,1025,23,10,83,21,Bermuda
2020-11-11,23,20,0.0,5.6,5,13,02:25 AM,03:18 PM,06:45 AM,05:21 PM,18,25,25,22,31,53,77,0.4,1025,23,10,110,23,Bermuda
2020-11-12,23,21,0.0,8.7,5,6,03:33 AM,03:53 PM,06:46 AM,05:20 PM,18,25,25,22,33,47,76,0.1,1024,23,10,132,25,Bermuda
2020-11-13,23,19,0.0,8.7,5,0,04:42 AM,04:29 PM,06:47 AM,05:20 PM,19,25,25,22,31,35,77,0.2,1022,23,10,160,23,Bermuda
2020-11-14,24,22,0.0,4.0,5,0,05:54 AM,05:09 PM,06:48 AM,05:19 PM,20,26,26,23,49,64,82,0.8,1018,24,10,196,36,Bermuda
2020-11-15,21,16,0.0,8.7,5,0,07:07 AM,05:53 PM,06:49 AM,05:19 PM,16,20,22,20,37,56,76,5.3,1020,21,9,51,29,Bermuda
2020-11-16,23,16,0.0,7.1,5,2,08:19 AM,06:43 PM,06:50 AM,05:18 PM,18,24,24,21,34,75,74,0.8,1020,23,10,185,25,Bermuda
2020-11-17,24,17,0.0,4.0,5,9,09:29 AM,07:40 PM,06:51 AM,05:18 PM,20,24,24,21,43,89,84,24.1,1017,24,8,277,28,Bermuda
2020-11-18,20,18,0.0,5.6,4,17,10:33 AM,08:40 PM,06:51 AM,05:17 PM,13,19,20,19,45,59,68,0.5,1020,20,10,318,37,Bermuda
2020-11-19,18,15,0.0,7.1,4,24,11:28 AM,09:43 PM,06:52 AM,05:17 PM,12,18,18,18,43,52,65,0.9,1029,18,10,65,35,Bermuda
2020-11-20,21,14,0.0,4.0,5,32,12:15 PM,10:45 PM,06:53 AM,05:16 PM,16,19,21,19,49,74,74,2.7,1030,21,9,72,38,Bermuda
2020-11-21,22,19,0.0,4.0,5,39,12:55 PM,11:45 PM,06:54 AM,05:16 PM,19,21,24,21,52,82,82,4.0,1025,22,10,68,39,Bermuda
2020-11-22,23,15,0.0,4.0,5,47,01:29 PM,No moonset,06:55 AM,05:16 PM,19,24,24,22,42,66,81,12.2,1020,23,9,58,29,Bermuda
2020-11-23,23,17,0.0,4.0,5,54,02:00 PM,12:42 AM,06:56 AM,05:15 PM,19,21,24,21,46,84,82,18.0,1017,23,8,185,31,Bermuda
2020-11-24,22,17,0.0,4.0,5,62,02:27 PM,01:38 AM,06:57 AM,05:15 PM,17,20,22,20,52,80,80,9.3,1015,22,9,209,39,Bermuda
2020-11-25,20,15,0.0,4.0,4,70,02:55 PM,02:32 AM,06:58 AM,05:15 PM,14,19,19,19,42,65,70,0.5,1026,20,10,46,34,Bermuda
2020-11-26,21,13,0.0,5.5,5,77,03:22 PM,03:26 AM,06:59 AM,05:15 PM,15,19,20,19,37,64,70,0.3,1025,21,10,68,29,Bermuda
2020-11-27,22,18,0.0,5.5,5,85,03:50 PM,04:19 AM,06:59 AM,05:14 PM,18,24,24,22,32,64,80,1.4,1019,22,10,37,24,Bermuda
2020-11-28,22,17,0.0,3.8,5,92,04:21 PM,05:14 AM,07:00 AM,05:14 PM,18,20,23,20,23,62,78,0.7,1014,22,10,295,17,Bermuda
2020-11-29,22,16,0.0,7.1,5,100,04:55 PM,06:10 AM,07:01 AM,05:14 PM,16,20,21,20,41,55,74,1.8,1018,22,10,123,31,Bermuda
2020-11-30,21,20,0.0,8.7,5,100,05:34 PM,07:07 AM,07:02 AM,05:14 PM,15,20,20,20,40,42,71,0.1,1022,21,10,93,31,Bermuda
2020-12-01,21,16,0.0,5.4,5,89,06:17 PM,08:04 AM,07:03 AM,05:14 PM,17,20,23,20,39,59,76,0.4,1020,21,10,148,29,Bermuda
2020-12-02,22,17,0.0,3.8,5,82,07:07 PM,09:00 AM,07:04 AM,05:14 PM,18,20,22,20,38,79,80,7.5,1018,22,9,247,28,Bermuda
2020-12-03,20,18,0.0,8.7,4,75,08:03 PM,09:53 AM,07:05 AM,05:14 PM,12,19,19,19,36,32,64,0.5,1021,20,10,159,28,Bermuda
2020-12-04,20,20,0.0,3.8,4,67,09:02 PM,10:42 AM,07:05 AM,05:14 PM,13,20,20,20,29,59,66,0.1,1024,20,10,29,22,Bermuda
2020-12-05,22,14,0.0,8.7,5,60,10:04 PM,11:27 AM,07:06 AM,05:14 PM,16,20,22,20,35,52,70,0.2,1019,22,10,147,26,Bermuda
2020-12-06,22,16,0.0,7.1,5,53,11:08 PM,12:06 PM,07:07 AM,05:14 PM,16,19,21,19,43,65,73,2.6,1013,22,10,269,32,Bermuda
2020-12-07,21,17,0.0,7.1,5,46,No moonrise,12:43 PM,07:08 AM,05:14 PM,14,20,20,20,34,60,67,0.5,1013,21,10,235,26,Bermuda
2020-12-08,23,15,0.0,5.4,5,38,12:12 AM,01:17 PM,07:09 AM,05:14 PM,16,20,22,20,82,66,73,19.6,1004,23,8,248,57,Bermuda
2020-12-09,18,14,0.0,5.4,4,31,01:17 AM,01:50 PM,07:09 AM,05:14 PM,11,17,18,17,36,74,65,1.7,1014,18,10,275,28,Bermuda
2020-12-10,20,13,0.0,7.1,4,24,02:22 AM,02:24 PM,07:10 AM,05:15 PM,14,19,19,19,41,67,68,1.3,1017,20,10,273,32,Bermuda
2020-12-11,19,15,0.0,7.1,4,17,03:31 AM,03:01 PM,07:11 AM,05:15 PM,11,18,19,18,27,48,62,0.1,1024,19,10,114,21,Bermuda
2020-12-12,21,15,0.0,7.1,5,9,04:41 AM,03:42 PM,07:11 AM,05:15 PM,14,19,20,19,33,52,68,0.2,1027,21,10,116,24,Bermuda
2020-12-13,21,17,0.0,8.7,6,2,05:53 AM,04:27 PM,07:12 AM,05:15 PM,17,21,24,21,28,17,75,0.1,1025,21,10,145,21,Bermuda
2020-12-14,22,17,0.0,8.7,6,0,07:04 AM,05:21 PM,07:13 AM,05:16 PM,17,21,24,21,33,21,77,0.1,1020,22,10,177,24,Bermuda
2020-12-15,22,15,0.0,3.8,5,0,08:12 AM,06:19 PM,07:13 AM,05:16 PM,18,20,22,20,44,84,84,1.1,1016,22,10,148,32,Bermuda
2020-12-16,20,17,0.0,3.8,4,5,09:13 AM,07:23 PM,07:14 AM,05:16 PM,15,19,19,19,35,93,77,0.1,1020,20,10,67,27,Bermuda
2020-12-17,22,16,0.0,5.4,5,12,10:05 AM,08:27 PM,07:15 AM,05:17 PM,19,23,23,21,51,69,85,4.4,1017,22,10,190,35,Bermuda
2020-12-18,22,17,0.0,3.8,5,20,10:49 AM,09:31 PM,07:15 AM,05:17 PM,18,20,22,20,52,91,83,3.1,1015,22,9,265,39,Bermuda
2020-12-19,18,18,0.0,5.4,4,27,11:27 AM,10:30 PM,07:16 AM,05:18 PM,11,18,18,18,38,61,66,0.6,1020,18,10,282,31,Bermuda
2020-12-20,18,13,0.0,8.7,5,34,12:00 PM,11:29 PM,07:16 AM,05:18 PM,10,17,17,17,16,35,60,0.2,1024,18,10,59,12,Bermuda
2020-12-21,21,15,0.0,8.7,5,41,12:29 PM,No moonset,07:17 AM,05:19 PM,15,19,20,19,52,45,71,1.0,1019,21,10,179,38,Bermuda
2020-12-22,22,16,0.0,5.4,5,49,12:57 PM,12:23 AM,07:17 AM,05:19 PM,16,20,22,20,63,73,74,6.6,1014,22,10,253,46,Bermuda
2020-12-23,18,12,0.0,8.7,4,56,01:24 PM,01:18 AM,07:18 AM,05:20 PM,10,17,17,17,35,36,62,0.2,1025,18,10,240,28,Bermuda
2020-12-24,19,12,0.0,3.8,4,63,01:52 PM,02:11 AM,07:18 AM,05:20 PM,13,17,18,17,43,84,70,0.4,1030,19,10,104,34,Bermuda
2020-12-25,21,13,0.0,3.8,5,70,02:21 PM,03:06 AM,07:19 AM,05:21 PM,16,20,21,20,58,68,73,0.4,1024,21,10,143,43,Bermuda
2020-12-26,21,17,0.0,3.8,4,78,02:54 PM,04:01 AM,07:19 AM,05:22 PM,17,19,20,19,49,89,82,32.1,1015,21,6,243,34,Bermuda
2020-12-27,18,14,0.0,3.8,4,85,03:31 PM,04:58 AM,07:19 AM,05:22 PM,12,17,17,17,33,88,71,0.0,1021,18,10,173,27,Bermuda
2020-12-28,19,12,0.0,8.7,5,92,04:13 PM,05:55 AM,07:20 AM,05:23 PM,12,17,18,17,28,25,66,0.0,1023,19,10,43,21,Bermuda
2020-12-29,20,14,0.0,8.7,4,100,05:01 PM,06:52 AM,07:20 AM,05:24 PM,13,19,19,19,15,41,67,0.3,1022,20,10,131,11,Bermuda
2020-12-30,16,12,0.0,3.8,4,100,05:56 PM,07:48 AM,07:20 AM,05:24 PM,11,16,17,16,43,64,70,0.5,1026,16,10,134,35,Bermuda
2020-12-31,18,11,0.0,8.7,5,89,06:55 PM,08:39 AM,07:21 AM,05:25 PM,10,16,17,16,21,19,60,0.0,1030,18,10,121,16,Bermuda
2021-01-01,20,14,0.0,5.4,4,79,07:58 PM,09:26 AM,07:21 AM,05:26 PM,12,18,19,18,21,38,64,0.0,1028,20,10,263,16,Bermuda
2021-01-02,20,16,0.0,7.1,4,71,09:01 PM,10:07 AM,07:21 AM,05:26 PM,15,19,20,19,34,60,73,0.2,1024,20,10,264,25,Bermuda
2021-01-03,21,15,0.0,3.8,5,64,10:05 PM,10:45 AM,07:21 AM,05:27 PM,17,19,20,19,50,87,81,0.3,1019,21,10,266,36,Bermuda
2021-01-04,21,17,0.0,5.4,5,57,11:09 PM,11:19 AM,07:21 AM,05:28 PM,18,20,23,20,50,71,84,22.9,1012,21,9,254,36,Bermuda
2021-01-05,19,16,0.0,3.8,4,50,No moonrise,11:52 AM,07:21 AM,05:29 PM,14,19,19,19,43,61,72,3.1,1009,19,10,278,32,Bermuda
2021-01-06,18,14,0.0,7.1,4,42,12:13 AM,12:25 PM,07:21 AM,05:30 PM,11,17,17,17,54,66,68,14.3,1009,18,9,288,41,Bermuda
2021-01-07,17,17,0.0,5.4,4,35,01:19 AM,12:59 PM,07:21 AM,05:30 PM,11,17,17,17,40,69,67,1.5,1015,17,10,293,32,Bermuda
2021-01-08,18,15,0.0,3.8,4,28,02:25 AM,01:36 PM,07:21 AM,05:31 PM,10,17,17,17,32,85,62,0.4,1017,18,10,264,25,Bermuda
2021-01-09,21,12,0.0,3.8,5,20,03:34 AM,02:18 PM,07:21 AM,05:32 PM,16,19,20,19,68,79,75,50.1,1010,21,9,224,48,Bermuda
2021-01-10,18,17,0.0,5.4,4,13,04:43 AM,03:07 PM,07:21 AM,05:33 PM,12,18,18,18,48,67,66,1.3,1016,18,10,285,37,Bermuda
2021-01-11,18,13,0.0,8.7,4,6,05:52 AM,04:02 PM,07:21 AM,05:34 PM,10,16,17,16,20,54,62,0.4,1025,18,10,310,15,Bermuda
2021-01-12,18,11,0.0,5.4,4,0,06:55 AM,05:03 PM,07:21 AM,05:35 PM,12,17,17,17,29,63,66,0.5,1023,18,10,265,22,Bermuda
2021-01-13,20,14,0.0,7.1,5,0,07:52 AM,06:07 PM,07:21 AM,05:36 PM,15,19,19,19,46,52,75,4.9,1017,20,10,267,33,Bermuda
2021-01-14,19,14,0.0,5.4,4,1,08:40 AM,07:12 PM,07:21 AM,05:36 PM,13,18,18,18,20,64,73,4.3,1015,19,10,221,15,Bermuda
2021-01-15,20,13,0.0,7.1,4,8,09:22 AM,08:14 PM,07:21 AM,05:37 PM,13,18,19,18,33,40,67,0.3,1015,20,10,279,24,Bermuda
2021-01-16,22,16,0.0,3.8,5,16,09:57 AM,09:15 PM,07:21 AM,05:38 PM,18,20,22,20,59,91,83,6.2,1014,22,10,178,41,Bermuda
2021-01-17,19,14,0.0,8.7,4,23,10:28 AM,10:12 PM,07:20 AM,05:39 PM,14,18,19,18,52,53,71,50.5,1014,19,9,263,39,Bermuda
2021-01-18,20,13,0.0,5.5,4,30,10:57 AM,11:07 PM,07:20 AM,05:40 PM,15,18,19,18,57,69,72,5.4,1015,20,10,234,42,Bermuda
2021-01-19,18,17,0.0,5.5,4,38,11:25 AM,No moonset,07:20 AM,05:41 PM,12,18,18,18,47,67,66,1.4,1021,18,10,287,36,Bermuda
2021-01-20,18,12,0.0,3.8,4,45,11:52 AM,12:02 AM,07:19 AM,05:42 PM,11,16,17,16,47,70,67,1.8,1019,18,10,270,37,Bermuda
2021-01-21,15,10,0.0,3.8,3,52,12:21 PM,12:56 AM,07:19 AM,05:43 PM,9,13,15,13,44,75,64,2.9,1016,15,10,296,34,Bermuda
2021-01-22,20,11,0.0,3.8,4,59,12:52 PM,01:51 AM,07:19 AM,05:44 PM,14,18,18,18,55,82,73,10.0,1012,20,10,249,39,Bermuda
2021-01-23,18,17,0.0,3.9,4,67,01:27 PM,02:46 AM,07:18 AM,05:45 PM,13,18,18,18,37,80,77,5.1,1011,18,10,292,29,Bermuda
2021-01-24,14,9,0.0,3.9,3,74,02:06 PM,03:44 AM,07:18 AM,05:46 PM,9,11,13,11,56,74,69,2.1,1017,14,10,303,48,Bermuda
2021-01-25,16,10,0.0,3.9,4,81,02:52 PM,04:40 AM,07:17 AM,05:47 PM,10,14,15,14,49,83,69,2.2,1017,16,9,303,41,Bermuda
2021-01-26,21,11,0.0,3.9,4,88,03:44 PM,05:37 AM,07:17 AM,05:47 PM,15,18,18,18,52,91,77,3.9,1016,21,10,261,39,Bermuda
2021-01-27,21,16,0.0,3.9,5,96,04:42 PM,06:30 AM,07:16 AM,05:48 PM,18,20,22,20,57,79,86,21.0,1014,21,9,268,38,Bermuda
2021-01-28,21,16,0.0,3.9,5,100,05:45 PM,07:20 AM,07:16 AM,05:49 PM,16,19,20,19,73,89,79,14.9,1003,21,9,209,51,Bermuda
2021-01-29,15,13,0.0,3.9,3,90,06:50 PM,08:04 AM,07:15 AM,05:50 PM,9,12,14,12,85,85,69,6.1,1008,15,10,296,68,Bermuda
2021-01-30,13,10,0.0,3.9,3,82,07:56 PM,08:44 AM,07:14 AM,05:51 PM,6,9,12,9,65,85,66,4.1,1017,13,10,294,53,Bermuda
2021-01-31,14,7,0.0,8.7,3,79,09:02 PM,09:20 AM,07:14 AM,05:52 PM,6,11,13,11,33,55,61,1.1,1024,14,10,303,27,Bermuda
2021-02-01,18,10,0.0,3.9,4,63,10:07 PM,09:54 AM,07:13 AM,05:53 PM,10,15,16,15,44,61,67,0.6,1020,18,10,180,33,Bermuda
2021-02-02,21,13,0.0,3.9,4,55,11:12 PM,10:27 AM,07:12 AM,05:54 PM,17,19,19,19,76,78,81,84.8,1003,21,8,205,52,Bermuda
2021-02-03,19,13,0.0,8.7,4,48,No moonrise,11:01 AM,07:12 AM,05:55 PM,12,18,18,18,76,70,67,5.9,1006,19,10,235,56,Bermuda
2021-02-04,17,11,0.0,7.1,4,40,12:18 AM,11:37 AM,07:11 AM,05:56 PM,10,16,16,16,53,61,64,3.7,1015,17,10,261,41,Bermuda
2021-02-05,17,11,0.0,8.7,5,33,01:25 AM,12:16 PM,07:10 AM,05:57 PM,10,16,17,16,32,50,62,1.0,1021,17,10,248,24,Bermuda
2021-02-06,20,14,0.0,7.1,4,25,02:33 AM,01:01 PM,07:09 AM,05:58 PM,14,19,19,19,41,60,72,0.1,1023,20,10,209,30,Bermuda
2021-02-07,21,20,0.0,3.9,5,18,03:40 AM,01:52 PM,07:09 AM,05:58 PM,18,20,20,20,54,72,86,0.5,1022,21,10,186,37,Bermuda
