date_time,Bermuda_maxtempC,Bermuda_mintempC,Bermuda_totalSnow_cm,Bermuda_sunHour,Bermuda_uvIndex,Bermuda_moon_illumination,Bermuda_moonrise,Bermuda_moonset,Bermuda_sunrise,Bermuda_sunset,Bermuda_DewPointC,Bermuda_FeelsLikeC,Bermuda_HeatIndexC,Bermuda_WindChillC,Bermuda_WindGustKmph,Bermuda_cloudcover,Bermuda_humidity,Bermuda_precipMM,Bermuda_pressure,Bermuda_tempC,Bermuda_visibility,Bermuda_winddirDegree,Bermuda_windspeedKmph,Bermuda_location
2020-01-01,22,21,0.0,7.1,5,37,11:41 AM,11:29 PM,07:21 AM,05:25 PM,18,21,23,21,52,51,82,18.3,1013,22,9,255,35,Bermuda
2020-01-02,19,12,0.0,8.7,5,44,12:09 PM,No moonset,07:21 AM,05:26 PM,12,18,18,18,42,38,65,0.2,1017,19,10,310,32,Bermuda
2020-01-03,19,16,0.0,8.7,5,51,12:38 PM,12:21 AM,07:21 AM,05:27 PM,10,17,18,17,18,23,61,0.0,1024,19,10,219,13,Bermuda
2020-01-04,21,15,0.0,8.7,6,59,01:07 PM,01:16 AM,07:21 AM,05:27 PM,17,20,22,20,48,17,80,0.0,1020,21,10,231,34,Bermuda
2020-01-05,22,17,0.0,3.8,4,66,01:38 PM,02:10 AM,07:21 AM,05:28 PM,15,19,21,19,80,79,76,4.1,1011,22,10,251,58,Bermuda
2020-01-06,17,11,0.0,5.4,4,73,02:13 PM,03:08 AM,07:21 AM,05:29 PM,10,16,16,16,34,68,65,0.5,1019,17,10,297,27,Bermuda
2020-01-07,18,12,0.0,3.8,4,80,02:52 PM,04:07 AM,07:21 AM,05:30 PM,11,17,17,17,27,69,62,0.6,1022,18,10,235,21,Bermuda
2020-01-08,21,13,0.0,7.1,4,88,03:38 PM,05:08 AM,07:21 AM,05:31 PM,14,19,19,19,51,45,72,2.3,1021,21,10,256,38,Bermuda
2020-01-09,18,15,0.0,5.4,4,95,04:31 PM,06:09 AM,07:21 AM,05:31 PM,11,17,17,17,42,56,68,0.2,1032,18,10,233,34,Bermuda
2020-01-10,17,13,0.0,3.8,4,100,05:31 PM,07:10 AM,07:21 AM,05:32 PM,11,15,16,15,36,98,70,0.7,1039,17,10,77,29,Bermuda
2020-01-11,19,12,0.0,3.8,4,100,06:36 PM,08:06 AM,07:21 AM,05:33 PM,13,17,18,17,40,84,70,0.4,1037,19,10,123,31,Bermuda
2020-01-12,21,15,0.0,7.1,5,83,07:45 PM,08:57 AM,07:21 AM,05:34 PM,15,20,20,20,36,58,72,0.2,1035,21,10,154,26,Bermuda
2020-01-13,21,20,0.0,7.1,5,76,08:54 PM,09:42 AM,07:21 AM,05:35 PM,16,21,21,21,18,53,74,0.5,1034,21,10,174,13,Bermuda
2020-01-14,20,16,0.0,8.7,4,69,10:01 PM,10:22 AM,07:21 AM,05:36 PM,15,19,20,19,22,27,72,0.1,1029,20,10,234,16,Bermuda
2020-01-15,20,20,0.0,5.4,5,61,11:08 PM,11:00 AM,07:21 AM,05:37 PM,16,20,20,20,38,64,76,0.4,1023,20,10,264,27,Bermuda
2020-01-16,21,15,0.0,7.1,5,54,No moonrise,11:35 AM,07:21 AM,05:38 PM,18,20,20,20,44,70,86,2.3,1018,21,10,267,30,Bermuda
2020-01-17,16,13,0.0,3.8,3,47,12:13 AM,12:10 PM,07:21 AM,05:38 PM,10,12,15,12,74,65,70,3.5,1018,16,10,309,58,Bermuda
2020-01-18,13,12,0.0,5.4,3,40,01:17 AM,12:46 PM,07:20 AM,05:39 PM,6,10,13,10,41,64,63,2.2,1029,13,10,126,33,Bermuda
2020-01-19,18,13,0.0,3.8,4,32,02:21 AM,01:24 PM,07:20 AM,05:40 PM,10,15,16,15,42,58,65,0.4,1025,18,10,216,33,Bermuda
2020-01-20,20,15,0.0,3.8,4,25,03:25 AM,02:06 PM,07:20 AM,05:41 PM,15,18,19,18,64,87,80,32.7,1016,20,8,257,45,Bermuda
2020-01-21,16,13,0.0,3.8,4,18,04:27 AM,02:53 PM,07:19 AM,05:42 PM,12,16,16,16,25,89,75,6.5,1016,16,6,138,19,Bermuda
2020-01-22,18,13,0.0,3.8,4,11,05:27 AM,03:44 PM,07:19 AM,05:43 PM,13,16,17,16,44,71,78,58.0,1012,18,8,96,34,Bermuda
2020-01-23,20,12,0.0,3.8,4,3,06:22 AM,04:38 PM,07:19 AM,05:44 PM,16,18,18,18,101,90,85,105.4,1003,20,6,42,71,Bermuda
2020-01-24,19,15,0.0,3.9,4,0,07:12 AM,05:35 PM,07:18 AM,05:45 PM,15,18,19,18,75,96,80,6.7,1010,19,9,262,55,Bermuda
2020-01-25,20,14,0.0,7.1,4,0,07:56 AM,06:32 PM,07:18 AM,05:46 PM,16,18,19,18,33,66,80,2.0,1015,20,10,46,24,Bermuda
2020-01-26,19,17,0.0,8.7,4,4,08:35 AM,07:30 PM,07:17 AM,05:47 PM,16,19,19,19,20,35,82,0.0,1013,19,10,229,14,Bermuda
2020-01-27,19,17,0.0,3.9,4,11,09:09 AM,08:25 PM,07:17 AM,05:48 PM,14,18,18,18,38,81,76,1.1,1011,19,10,276,28,Bermuda
2020-01-28,18,14,0.0,3.9,4,18,09:41 AM,09:19 PM,07:16 AM,05:49 PM,13,17,17,17,51,72,74,9.3,1007,18,10,267,38,Bermuda
2020-01-29,17,13,0.0,7.1,4,26,10:10 AM,10:12 PM,07:16 AM,05:50 PM,10,16,16,16,45,57,65,0.9,1011,17,10,294,36,Bermuda
2020-01-30,16,10,0.0,3.9,4,33,10:38 AM,11:06 PM,07:15 AM,05:50 PM,9,15,15,15,35,71,66,2.6,1016,16,10,274,27,Bermuda
2020-01-31,15,8,0.0,8.7,4,37,11:07 AM,12:00 AM,07:14 AM,05:51 PM,8,12,14,12,31,45,64,1.7,1025,15,10,65,24,Bermuda
2020-02-01,18,9,0.0,5.5,4,49,11:37 AM,No moonset,07:14 AM,05:52 PM,12,16,16,16,48,67,69,0.0,1022,18,10,146,36,Bermuda
2020-02-02,20,13,0.0,3.9,4,57,12:09 PM,12:55 AM,07:13 AM,05:53 PM,15,18,18,18,72,85,80,55.7,1006,20,8,246,53,Bermuda
2020-02-03,20,17,0.0,7.1,4,64,12:45 PM,01:52 AM,07:12 AM,05:54 PM,13,19,19,19,66,51,68,1.2,1014,20,10,285,50,Bermuda
2020-02-04,19,14,0.0,8.7,5,72,01:27 PM,02:50 AM,07:12 AM,05:55 PM,14,18,19,18,30,13,71,0.0,1022,19,10,266,22,Bermuda
2020-02-05,20,16,0.0,3.9,4,79,02:15 PM,03:51 AM,07:11 AM,05:56 PM,15,19,19,19,41,73,76,0.4,1023,20,10,240,29,Bermuda
2020-02-06,20,16,0.0,7.1,4,87,03:11 PM,04:51 AM,07:10 AM,05:57 PM,16,19,20,19,39,36,75,0.1,1022,20,10,204,27,Bermuda
2020-02-07,21,15,0.0,5.5,5,95,04:14 PM,05:50 AM,07:09 AM,05:58 PM,18,19,20,19,72,75,84,0.8,1018,21,10,197,47,Bermuda
2020-02-08,20,16,0.0,5.5,4,100,05:23 PM,06:44 AM,07:08 AM,05:59 PM,16,19,20,19,39,77,79,6.3,1023,20,9,238,25,Bermuda
2020-02-09,17,12,0.0,5.5,4,100,06:33 PM,07:33 AM,07:08 AM,06:00 PM,15,16,17,16,37,96,84,2.1,1028,17,7,36,28,Bermuda
2020-02-10,19,14,0.0,5.5,4,83,07:44 PM,08:16 AM,07:07 AM,06:00 PM,15,18,19,18,41,68,81,0.1,1029,19,10,100,30,Bermuda
2020-02-11,20,12,0.0,11.0,5,75,08:53 PM,08:56 AM,07:06 AM,06:01 PM,16,18,19,18,26,16,82,0.0,1027,20,10,155,18,Bermuda
2020-02-12,21,20,0.0,11.0,6,68,10:02 PM,09:33 AM,07:05 AM,06:02 PM,19,20,20,20,44,22,90,0.0,1023,21,10,231,29,Bermuda
2020-02-13,21,20,0.0,11.0,5,60,11:09 PM,10:09 AM,07:04 AM,06:03 PM,19,20,20,20,33,56,91,0.1,1023,21,10,173,23,Bermuda
2020-02-14,21,17,0.0,10.1,5,53,No moonrise,10:46 AM,07:03 AM,06:04 PM,18,20,21,20,53,56,86,0.5,1021,21,10,233,34,Bermuda
2020-02-15,18,10,0.0,5.5,4,45,12:14 AM,11:24 AM,07:02 AM,06:05 PM,14,15,16,15,37,89,85,32.9,1021,18,7,55,29,Bermuda
2020-02-16,17,12,0.0,10.1,4,38,01:19 AM,12:05 PM,07:01 AM,06:06 PM,9,15,16,15,16,53,61,0.0,1022,17,10,146,12,Bermuda
2020-02-17,19,11,0.0,7.0,4,30,02:22 AM,12:50 PM,07:00 AM,06:06 PM,14,17,18,17,24,59,74,2.3,1022,19,10,242,17,Bermuda
2020-02-18,19,18,0.0,11.5,4,22,03:23 AM,01:40 PM,06:59 AM,06:07 PM,14,19,19,19,26,33,75,0.1,1027,19,10,93,18,Bermuda
2020-02-19,20,14,0.0,11.5,5,15,04:18 AM,02:32 PM,06:58 AM,06:08 PM,19,19,20,19,41,53,90,0.5,1025,20,10,181,28,Bermuda
2020-02-20,20,14,0.0,5.8,4,7,05:09 AM,03:28 PM,06:57 AM,06:09 PM,17,18,18,18,44,94,91,23.5,1021,20,8,149,32,Bermuda
2020-02-21,21,14,0.0,5.8,4,0,05:54 AM,04:24 PM,06:56 AM,06:10 PM,17,19,19,19,70,77,85,26.8,1009,21,8,150,48,Bermuda
2020-02-22,16,13,0.0,5.8,3,0,06:34 AM,05:22 PM,06:55 AM,06:11 PM,10,13,15,13,48,72,73,4.5,1019,16,9,24,38,Bermuda
2020-02-23,15,9,0.0,7.2,3,0,07:10 AM,06:17 PM,06:54 AM,06:11 PM,9,13,15,13,43,59,67,1.6,1022,15,10,29,36,Bermuda
2020-02-24,16,12,0.0,5.8,4,0,07:42 AM,07:12 PM,06:53 AM,06:12 PM,8,15,16,15,32,73,61,1.5,1022,16,10,23,25,Bermuda
2020-02-25,17,9,0.0,11.6,5,8,08:11 AM,08:06 PM,06:52 AM,06:13 PM,6,15,15,15,16,19,52,0.0,1024,17,10,143,12,Bermuda
2020-02-26,19,14,0.0,10.2,4,15,08:39 AM,08:59 PM,06:51 AM,06:14 PM,14,17,18,17,40,44,72,0.0,1021,19,10,193,29,Bermuda
2020-02-27,20,14,0.0,10.2,4,23,09:08 AM,09:53 PM,06:49 AM,06:15 PM,17,19,19,19,55,55,84,2.0,1017,20,10,205,38,Bermuda
2020-02-28,18,18,0.0,5.8,4,30,09:37 AM,10:46 PM,06:48 AM,06:15 PM,13,18,18,18,38,80,74,7.3,1017,18,9,277,28,Bermuda
2020-02-29,18,10,0.0,8.7,4,38,10:07 AM,11:42 PM,06:47 AM,06:16 PM,12,17,17,17,47,72,68,4.0,1015,18,10,259,36,Bermuda
2020-03-01,15,14,0.0,5.9,3,44,10:41 AM,No moonset,06:46 AM,06:17 PM,8,14,15,14,58,74,64,3.7,1017,15,10,288,47,Bermuda
2020-03-02,15,9,0.0,7.3,3,51,11:20 AM,12:39 AM,06:45 AM,06:18 PM,8,11,14,11,41,70,63,0.8,1025,15,10,278,34,Bermuda
2020-03-03,17,9,0.0,11.6,4,58,12:04 PM,01:37 AM,06:43 AM,06:18 PM,8,15,16,15,30,42,60,0.1,1026,17,10,144,23,Bermuda
2020-03-04,20,11,0.0,5.9,4,65,12:55 PM,02:36 AM,06:42 AM,06:19 PM,15,18,19,18,59,70,75,0.4,1020,20,10,205,43,Bermuda
2020-03-05,21,14,0.0,5.9,4,73,01:53 PM,03:34 AM,06:41 AM,06:20 PM,17,18,19,18,51,80,86,4.0,1018,21,9,178,36,Bermuda
2020-03-06,21,15,0.0,7.3,5,80,02:58 PM,04:28 AM,06:40 AM,06:21 PM,18,19,21,19,67,84,88,5.3,1013,21,9,193,44,Bermuda
2020-03-07,19,14,0.0,5.9,4,87,04:07 PM,05:19 AM,06:39 AM,06:21 PM,12,16,17,16,69,84,72,12.0,1009,19,7,275,50,Bermuda
2020-03-08,14,11,0.0,7.3,3,95,05:18 PM,06:05 AM,06:37 AM,06:22 PM,8,11,14,11,50,74,67,4.9,1024,14,10,247,40,Bermuda
2020-03-09,16,8,0.0,5.9,4,100,06:29 PM,06:47 AM,06:36 AM,06:23 PM,8,13,14,13,24,68,61,0.5,1034,16,10,18,19,Bermuda
2020-03-10,17,11,0.0,7.4,4,100,07:40 PM,07:26 AM,06:35 AM,06:24 PM,9,15,16,15,18,70,61,0.0,1034,17,10,107,13,Bermuda
2020-03-11,19,12,0.0,11.6,5,84,08:50 PM,08:03 AM,06:34 AM,06:24 PM,12,18,18,18,24,50,66,0.4,1028,19,10,161,18,Bermuda
2020-03-12,20,13,0.0,7.4,4,76,09:59 PM,08:41 AM,06:32 AM,06:25 PM,15,19,19,19,29,71,76,1.5,1023,20,10,178,21,Bermuda
2020-03-13,20,19,0.0,11.6,5,69,11:08 PM,09:20 AM,06:31 AM,06:26 PM,15,19,19,19,21,6,77,0.0,1026,20,10,147,15,Bermuda
2020-03-14,20,19,0.0,11.6,5,62,No moonrise,10:01 AM,06:30 AM,06:27 PM,15,19,19,19,15,24,74,0.0,1025,20,10,217,11,Bermuda
2020-03-15,19,17,0.0,8.8,4,55,12:14 AM,10:46 AM,06:28 AM,06:27 PM,15,18,18,18,30,75,79,2.1,1021,19,8,128,22,Bermuda
2020-03-16,17,16,0.0,7.4,4,47,01:17 AM,11:36 AM,06:27 AM,06:28 PM,12,17,17,17,45,71,74,3.9,1024,17,10,45,35,Bermuda
2020-03-17,18,13,0.0,6.0,4,40,02:15 AM,12:28 PM,06:26 AM,06:29 PM,12,16,17,16,37,74,74,2.2,1026,18,10,63,29,Bermuda
2020-03-18,19,13,0.0,10.2,4,33,03:08 AM,01:23 PM,06:25 AM,06:29 PM,15,18,18,18,19,59,76,0.0,1027,19,10,116,14,Bermuda
2020-03-19,19,18,0.0,8.8,4,25,03:54 AM,02:19 PM,06:23 AM,06:30 PM,15,19,19,19,30,46,80,1.1,1031,19,10,74,22,Bermuda
2020-03-20,19,19,0.0,11.6,5,18,04:35 AM,03:16 PM,06:22 AM,06:31 PM,16,19,19,19,23,27,82,0.2,1031,19,10,116,16,Bermuda
2020-03-21,20,19,0.0,11.6,4,11,05:12 AM,04:12 PM,06:21 AM,06:32 PM,17,19,19,19,24,52,84,0.4,1027,20,10,202,17,Bermuda
2020-03-22,20,19,0.0,11.6,4,4,05:44 AM,05:07 PM,06:19 AM,06:32 PM,16,20,20,20,25,26,81,0.0,1026,20,10,251,18,Bermuda
2020-03-23,20,14,0.0,6.1,4,0,06:14 AM,06:01 PM,06:18 AM,06:33 PM,17,19,19,19,45,92,86,2.0,1027,20,7,104,33,Bermuda
2020-03-24,20,15,0.0,6.1,5,0,06:42 AM,06:54 PM,06:17 AM,06:34 PM,17,19,20,19,45,64,79,0.9,1022,20,10,221,32,Bermuda
2020-03-25,21,15,0.0,7.5,5,3,07:11 AM,07:48 PM,06:16 AM,06:34 PM,18,20,20,20,36,67,85,8.6,1017,21,10,226,25,Bermuda
2020-03-26,21,18,0.0,6.1,4,11,07:39 AM,08:41 PM,06:14 AM,06:35 PM,15,20,20,20,64,82,77,13.8,1010,21,8,258,43,Bermuda
2020-03-27,17,11,0.0,11.6,5,18,08:09 AM,09:37 PM,06:13 AM,06:36 PM,10,16,17,16,29,26,64,0.1,1017,17,10,309,22,Bermuda
2020-03-28,20,13,0.0,7.5,4,25,08:41 AM,10:32 PM,06:12 AM,06:36 PM,15,18,19,18,33,65,78,0.5,1019,20,10,192,24,Bermuda
2020-03-29,19,13,0.0,7.5,4,32,09:18 AM,11:30 PM,06:10 AM,06:37 PM,14,17,18,17,27,75,76,0.1,1023,19,10,152,20,Bermuda
2020-03-30,21,15,0.0,6.1,5,40,09:59 AM,No moonset,06:09 AM,06:38 PM,19,19,20,19,44,65,88,0.1,1016,21,10,270,31,Bermuda
2020-03-31,20,16,0.0,11.6,5,44,10:46 AM,12:27 AM,06:08 AM,06:39 PM,15,19,19,19,43,49,74,0.1,1009,20,9,296,31,Bermuda
2020-04-01,21,14,0.0,6.2,5,56,11:40 AM,01:24 AM,06:07 AM,06:39 PM,16,19,20,19,61,82,78,15.7,1001,21,9,229,42,Bermuda
2020-04-02,18,12,0.0,6.2,4,64,12:39 PM,02:18 AM,06:05 AM,06:40 PM,12,17,17,17,71,66,67,2.1,1002,18,10,277,56,Bermuda
2020-04-03,18,12,0.0,7.5,4,71,01:45 PM,03:09 AM,06:04 AM,06:41 PM,11,17,17,17,68,73,66,6.0,1003,18,10,272,51,Bermuda
2020-04-04,19,17,0.0,6.2,4,79,02:53 PM,03:55 AM,06:03 AM,06:41 PM,13,18,18,18,75,77,72,9.8,999,19,10,280,54,Bermuda
2020-04-05,19,18,0.0,10.3,4,87,04:03 PM,04:38 AM,06:02 AM,06:42 PM,14,18,18,18,52,60,76,2.9,1006,19,10,277,38,Bermuda
2020-04-06,18,16,0.0,12.4,4,94,05:14 PM,05:17 AM,06:00 AM,06:43 PM,13,17,17,17,41,47,74,1.8,1013,18,10,342,31,Bermuda
2020-04-07,18,13,0.0,10.6,4,100,06:24 PM,05:55 AM,05:59 AM,06:43 PM,12,17,17,17,34,76,71,0.9,1017,18,10,313,26,Bermuda
2020-04-08,20,13,0.0,9.3,4,100,07:36 PM,06:32 AM,05:58 AM,06:44 PM,15,18,19,18,40,76,78,0.8,1012,20,10,263,28,Bermuda
2020-04-09,20,14,0.0,8.1,4,83,08:46 PM,07:11 AM,05:57 AM,06:45 PM,18,19,20,19,67,87,87,13.3,1007,20,9,224,45,Bermuda
2020-04-10,21,17,0.0,10.6,5,76,09:56 PM,07:52 AM,05:56 AM,06:45 PM,19,20,20,20,56,67,88,7.3,1004,21,10,243,35,Bermuda
2020-04-11,17,12,0.0,12.9,4,68,11:03 PM,08:37 AM,05:54 AM,06:46 PM,10,15,16,15,41,51,66,12.3,1015,17,9,299,32,Bermuda
2020-04-12,16,11,0.0,12.9,5,61,No moonrise,09:27 AM,05:53 AM,06:47 PM,9,15,16,15,25,43,62,0.5,1026,16,10,175,19,Bermuda
2020-04-13,19,11,0.0,9.4,4,53,12:06 AM,10:19 AM,05:52 AM,06:48 PM,13,17,17,17,36,65,73,0.1,1029,19,10,115,26,Bermuda
2020-04-14,20,20,0.0,13.0,5,46,01:03 AM,11:16 AM,05:51 AM,06:48 PM,16,20,20,20,30,51,78,0.2,1025,20,10,173,21,Bermuda
2020-04-15,21,20,0.0,13.0,5,38,01:53 AM,12:12 PM,05:50 AM,06:49 PM,18,20,20,20,36,39,87,0.2,1019,21,10,197,24,Bermuda
2020-04-16,21,17,0.0,10.7,5,30,02:36 AM,01:10 PM,05:48 AM,06:50 PM,18,19,20,19,51,59,87,12.3,1017,21,9,235,33,Bermuda
2020-04-17,17,12,0.0,13.0,5,23,03:14 AM,02:06 PM,05:47 AM,06:50 PM,10,16,16,16,37,26,67,1.1,1025,17,9,178,29,Bermuda
2020-04-18,19,15,0.0,12.0,4,15,03:47 AM,03:01 PM,05:46 AM,06:51 PM,12,17,18,17,41,46,69,1.4,1022,19,10,146,30,Bermuda
